ep_len_mean,time_elapsed,explained_variance,fps,policy_entropy,approxkl,total_timesteps,clipfrac,ep_reward_mean,n_updates,serial_timesteps,value_loss,true_reward,policy_loss
103.63,159.0444941520691,0.983170760795474,51968,4.940107,0.0040386533,4200000,0.043227993,2.34421976255795,168,42000,0.08856445,-0.0027043049,-0.0030563462
117.9,159.97885823249817,0.9777640271931887,50865,4.9399347,0.0034411352,4225000,0.032764003,2.8900367178298074,169,42250,0.1116032,-0.00042837235,-0.0025681206
111.69,160.89247941970825,0.9747200105339289,53458,4.9315505,0.0028122026,4250000,0.02756,2.7454625678844424,170,42500,0.1220215,8.1425664e-05,-0.0021962237
124.08,161.79893684387207,0.9813159182667732,52730,4.923017,0.0036632526,4275000,0.034404002,3.0065469775413884,171,42750,0.08474975,0.0017271793,-0.0024978474
108.92,162.74802541732788,0.9856730829924345,46810,4.9185777,0.0034666285,4300000,0.034144,2.7437646937074898,172,43000,0.073288545,-0.00195544,-0.002458836
116.41,163.7428216934204,0.9781104903668165,54859,4.913663,0.0037420276,4325000,0.03768,2.9167580442411962,173,43250,0.10558089,-0.00084704236,-0.002772192
108.42,164.63352632522583,0.9764203000813723,55601,4.912003,0.0038478498,4350000,0.038548,2.732308413848332,174,43500,0.11346103,-0.00090370385,-0.0018426634
128.48,165.5168421268463,0.9803672730922699,54156,4.9123816,0.0028487225,4375000,0.02512,3.296430292219534,175,43750,0.09009087,0.005300715,-0.001969697
120.2,166.40574645996094,0.977623637765646,51749,4.9127264,0.0033753985,4400000,0.032307997,3.2581606008630204,176,44000,0.11058827,0.0021239056,-0.0021357136
118.08,167.32105898857117,0.9827475026249886,54690,4.910537,0.0029626167,4425000,0.02872,3.111509291679813,177,44250,0.08418489,-0.00042346717,-0.0030555755
133.12,168.20110249519348,0.9784941039979458,52998,4.9056125,0.0026728741,4450000,0.021939998,3.700411912913005,178,44500,0.09864799,0.0057835225,-0.0018121147
131.01,169.10982656478882,0.9822425860911608,53689,4.905483,0.002963535,4475000,0.027252,3.3452140955538745,179,44750,0.08383592,0.0055072266,-0.002377905
126.5,170.03909039497375,0.9751659501343966,53516,4.900993,0.0031929694,4500000,0.03064,3.1960068176213734,180,45000,0.12788907,0.0015177175,-0.0021494706
133.66,170.94386386871338,0.9785675685852766,52311,4.895133,0.0031571898,4525000,0.029288,3.682640555293692,181,45250,0.10788022,0.0062555005,-0.001994318
122.69,171.91388416290283,0.9798910077661276,51985,4.889934,0.0030341202,4550000,0.023891998,3.165286848569376,182,45500,0.09788799,0.0040066913,-0.0023093487
161.1,172.90176391601562,0.9663398005068302,51443,4.8859057,0.0036238444,4575000,0.038516,4.540487566405118,183,45750,0.15340075,0.010002766,-0.0027281975
113.5,173.8392698764801,0.9677174277603626,52795,4.881792,0.004322509,4600000,0.048135996,3.2161279540701253,184,46000,0.16534409,0.0014117626,-0.0031361145
119.76,174.75117301940918,0.974113954231143,53131,4.8784,0.0034789094,4625000,0.033604,3.4473149481277323,185,46250,0.14140537,0.0040417966,-0.0019800304
135.94,175.6425907611847,0.9806927181780338,52629,4.8740115,0.0031448263,4650000,0.028991997,3.5811385774347855,186,46500,0.09063334,0.007030882,-0.001945373
135.24,176.53354334831238,0.9763575457036495,54070,4.8689146,0.0029109525,4675000,0.024312,3.589345429802363,187,46750,0.120613314,0.0052184337,-0.0019260712
139.09,177.41189646720886,0.9729549307376146,54954,4.865753,0.003136653,4700000,0.029744,3.943788758365772,188,47000,0.13527323,0.0060839024,-0.001989963
142.14,178.3241126537323,0.9729889556765556,54933,4.8613195,0.0030062138,4725000,0.028051998,4.129854083608461,189,47250,0.11960918,0.00839862,-0.0026623136
156.95,179.19378209114075,0.9692092072218657,55405,4.8504763,0.0026005723,4750000,0.020947998,4.221037438341876,190,47500,0.13914502,0.0077025048,-0.0017636208
127.07,180.05785703659058,0.9571378864347935,55309,4.8444986,0.003572445,4775000,0.033068,3.4909897755576527,191,47750,0.19596301,0.0042165555,-0.0022055323
142.21,180.9502272605896,0.9782035760581493,51175,4.8429418,0.00317031,4800000,0.028964002,3.40607064027281,192,48000,0.1061362,0.005265027,-0.0020556827
141.56,181.88667130470276,0.9743344374001026,46104,4.8416247,0.0032733579,4825000,0.0301,3.854525329747412,193,48250,0.12899122,0.0065495,-0.0016688682
144.99,182.89798402786255,0.9775618184357882,46930,4.83821,0.0029372156,4850000,0.024047999,3.6320560467968743,194,48500,0.120531335,0.0066783186,-0.0017742552
144.77,183.87661743164062,0.9683493934571743,50401,4.83061,0.0039727725,4875000,0.043792,3.7419497929386307,195,48750,0.15126404,0.0075741303,-0.0025607292
134.67,184.81475687026978,0.9624076932668686,52661,4.821833,0.0040859636,4900000,0.042424,3.298832971757895,196,49000,0.19914241,0.0019395441,-0.0021076826
156.54,185.75711727142334,0.9696220029145479,45206,4.8162637,0.004533676,4925000,0.050628,4.033868661323722,197,49250,0.13244155,0.0086935405,-0.0025087632
160.66,186.73544597625732,0.979306273162365,54520,4.812494,0.003840068,4950000,0.038475998,4.570730957668275,198,49500,0.09896775,0.010900785,-0.0024136305
136.88,187.62541341781616,0.979083189740777,53562,4.8117514,0.0046285572,4975000,0.053468,3.6519356536191934,199,49750,0.102925204,0.0056919185,-0.002322987
134.79,188.52545523643494,0.9848993681371212,53567,4.8102446,0.002833403,5000000,0.023527998,3.4307420272830815,200,50000,0.07876602,0.0060832286,-0.001912719
167.28,189.44624400138855,0.9801981020718813,54610,4.8081217,0.0038321237,5025000,0.041324,4.623243047619553,201,50250,0.094348006,0.012079928,-0.002987013
154.15,190.3971230983734,0.9806193243712187,52323,4.8024707,0.0042587,5050000,0.048188,4.256887389457742,202,50500,0.09283691,0.011081625,-0.0026164628
153.49,191.31440114974976,0.9715241566300392,51892,4.7974715,0.0030138094,5075000,0.02592,4.521694822280788,203,50750,0.12260201,0.010850876,-0.0023718572
156.92,192.27548789978027,0.9823668953031301,52326,4.795276,0.0026252624,5100000,0.022576,4.502493075573111,204,51000,0.089362375,0.010887949,-0.0020075503
148.51,193.16640853881836,0.9813263919204473,54217,4.7927275,0.0024229963,5125000,0.021339998,4.60366048718533,205,51250,0.08116173,0.012528091,-0.0020859372
136.61,194.04168677330017,0.9820216298103333,51928,4.787113,0.0033163405,5150000,0.031448,3.788441596178966,206,51500,0.09060012,0.007669855,-0.0024459239
158.17,194.99734234809875,0.9799999818205833,44252,4.779849,0.0031742125,5175000,0.029371997,4.718286027239383,207,51750,0.10258987,0.012673284,-0.0021446159
166.56,196.00208926200867,0.9766959715634584,54556,4.7728853,0.004970514,5200000,0.056364,4.89703457921421,208,52000,0.10977398,0.014520168,-0.002239348
148.34,196.8832733631134,0.9777347911149263,54423,4.7682066,0.0026666527,5225000,0.020884002,4.4722750759786285,209,52250,0.106927514,0.013139432,-0.00200393
145.37,197.76655983924866,0.9803639072924852,55299,4.7644153,0.0032895852,5250000,0.030056,3.686689628600716,210,52500,0.09803261,0.009291345,-0.0020628362
154.58,198.65383887290955,0.97807352617383,54060,4.763405,0.0030345966,5275000,0.028016001,4.438843950044339,211,52750,0.105723605,0.011488714,-0.002140229
167.35,199.52718257904053,0.9802085421979427,54452,4.758639,0.0038286038,5300000,0.03884,4.67570148593777,212,53000,0.10139086,0.013374516,-0.002744612
161.32,200.4040880203247,0.9791047070175409,53574,4.7508383,0.002978902,5325000,0.026608,4.6654860846285064,213,53250,0.097973354,0.013334512,-0.0022261697
164.76,201.29361939430237,0.97765170969069,54274,4.7403164,0.003507976,5350000,0.034196,4.9317677757152065,214,53500,0.098206684,0.015144313,-0.0023960317
145.75,202.16071105003357,0.9789947997778654,53775,4.733838,0.0036186848,5375000,0.036335997,4.1915394532234,215,53750,0.11043464,0.010073784,-0.002331043
166.2,203.0424919128418,0.9693174473941326,54522,4.734739,0.0032545724,5400000,0.032416,4.862169445817671,216,54000,0.1586281,0.013429989,-0.0018421175
143.04,203.914071559906,0.9745028410106897,53064,4.7354245,0.0031325344,5425000,0.027867999,4.286851101264165,217,54250,0.11916544,0.011983737,-0.0018856445
164.48,204.81365060806274,0.9841962158679962,54775,4.7340837,0.0029517426,5450000,0.02116,4.885234354131399,218,54500,0.07253614,0.015741393,-0.0018308308
183.33,205.68916249275208,0.9742156900465488,53210,4.729351,0.003062332,5475000,0.029048,5.440826829327384,219,54750,0.109882616,0.018401556,-0.0021651643
167.68,206.62057375907898,0.9625320993363857,50590,4.7223034,0.003969349,5500000,0.040939998,5.242423878271793,220,55000,0.16915974,0.014982905,-0.0023848924
177.34,207.56033205986023,0.9797173105180264,53982,4.7185183,0.0026607453,5525000,0.02164,5.978006330202925,221,55250,0.09143257,0.02006378,-0.002199781
146.24,208.4447159767151,0.9668716415762901,53698,4.7117395,0.0031853288,5550000,0.030003998,4.730944363451352,222,55500,0.15239392,0.01189312,-0.0023851085
156.97,209.35918378829956,0.9723081942647696,50920,4.7029004,0.003466184,5575000,0.032651998,5.11478443300357,223,55750,0.12944324,0.015102767,-0.0019547138
161.03,210.33874487876892,0.9781561829149723,52493,4.695508,0.0031005412,5600000,0.031888,5.178873195679116,224,56000,0.100369036,0.015318167,-0.002215668
180.9,211.25833988189697,0.9712627809494734,50630,4.6909056,0.0038809683,5625000,0.040824004,5.807310049405451,225,56250,0.11554281,0.019026969,-0.0022904244
172.31,212.18228960037231,0.964078463613987,52169,4.6870666,0.0042150253,5650000,0.045792,5.521743655265493,226,56500,0.15792882,0.01734345,-0.0024803826
154.82,213.10171246528625,0.9595418199896812,48860,4.6860933,0.0048305383,5675000,0.053891998,5.048396693861257,227,56750,0.1974041,0.013817451,-0.0018700992
165.69,214.0499517917633,0.9542649872601032,53026,4.684225,0.0032556872,5700000,0.031356,5.052678573375552,228,57000,0.20886242,0.014250567,-0.0013880081
165.27,214.96631121635437,0.9753248542547226,52882,4.6827044,0.0033412196,5725000,0.031308,5.051487662928321,229,57250,0.1148607,0.0144588975,-0.0021110482
178.56,215.86954736709595,0.9773067981004715,47688,4.6811686,0.0032706403,5750000,0.031155998,5.668109666582995,230,57500,0.098580614,0.018202031,-0.0023908343
157.66,216.8500862121582,0.9654587768018246,49813,4.678735,0.0026683577,5775000,0.022236,4.917726683607919,231,57750,0.1641432,0.013833754,-0.0017789252
186.37,217.79433226585388,0.9733554013073444,54703,4.6781654,0.0036458052,5800000,0.036704004,5.6926148170527195,232,58000,0.11578244,0.01802185,-0.0025402692
173.44,218.64539241790771,0.9614698328077793,57787,4.67868,0.0033096832,5825000,0.030340001,5.9102739415244425,233,58250,0.18113105,0.01842025,-0.0014941437
170.34,219.47526478767395,0.9657929800450802,57621,4.679075,0.0023064187,5850000,0.017508,5.349040489767852,234,58500,0.16835801,0.016451243,-0.0011422959
194.14,220.2933006286621,0.9669620282948017,54745,4.6762524,0.003365765,5875000,0.032160003,6.006775338574121,235,58750,0.14409262,0.020465355,-0.0022457684
171.37,221.19391226768494,0.9582276754081249,47078,4.673133,0.0038212687,5900000,0.038056,5.725344621685435,236,59000,0.17793211,0.01798039,-0.0016770547
174.37,222.1590440273285,0.9793326258659363,55580,4.6698656,0.0029580735,5925000,0.025959998,5.608466314033203,237,59250,0.09494491,0.019269416,-0.0023640392
171.76,222.9989573955536,0.9749398697167635,55729,4.669165,0.0029452867,5950000,0.030296002,5.606066550185606,238,59500,0.116790555,0.019517854,-0.0019001681
187.42,223.84506940841675,0.9596509113907814,53402,4.6696305,0.0039064656,5975000,0.040604003,6.1913760195383905,239,59750,0.20000231,0.019420736,-0.002308017
170.58,224.71041226387024,0.9662805683910847,53156,4.6663847,0.0033693146,6000000,0.032091998,5.5284185109708055,240,60000,0.14929196,0.015792793,-0.0009939396
166.92,225.58887434005737,0.9443825520575047,55363,4.663021,0.003963175,6025000,0.03976,5.369516416981296,241,60250,0.25680822,0.014049212,-0.0015413365
182.62,226.447429895401,0.9612791463732719,55123,4.6606765,0.0035936527,6050000,0.035251997,6.123393226564781,242,60500,0.17397097,0.018676579,-0.0018289343
168.62,227.31743812561035,0.9651539735496044,55500,4.6600156,0.0033273238,6075000,0.030352002,5.788434075746954,243,60750,0.15729734,0.016148558,-0.0019132027
179.21,228.1715886592865,0.9755417872220278,52975,4.659188,0.0031067464,6100000,0.026988003,6.010765245902366,244,61000,0.10900297,0.019021615,-0.0016121985
170.68,229.09708309173584,0.9660486243665218,51976,4.6558285,0.0029834318,6125000,0.025272,5.612737220308918,245,61250,0.14772107,0.017139938,-0.0017152748
193.44,229.9864993095398,0.9788978341966867,55490,4.652848,0.0043680496,6150000,0.045156,6.615492010115286,246,61500,0.0973293,0.023505779,-0.00218917
179.46,230.82853364944458,0.9633384458720684,55277,4.6464047,0.0037065495,6175000,0.038852006,5.791383681980851,247,61750,0.14559817,0.016593853,-0.0015740553
181.33,231.67425775527954,0.9826142732053995,51594,4.6406527,0.0029034498,6200000,0.02486,5.61836293208311,248,62000,0.083167836,0.018323937,-0.0019151171
187.36,232.67065620422363,0.9550185985863209,50471,4.6338162,0.0025062193,6225000,0.02242,6.145172903827724,249,62250,0.18181865,0.019101935,-0.0020399864
200.99,233.6605339050293,0.9615748971700668,51360,4.6248317,0.003102533,6250000,0.028547999,6.696070797978105,250,62500,0.13892084,0.022073425,-0.0018638766
172.49,234.661367893219,0.964060977101326,48531,4.6195555,0.0030651384,6275000,0.027539998,6.145806646470519,251,62750,0.15397796,0.019114656,-0.001949011
187.65,235.60346031188965,0.9659061096608639,54786,4.614294,0.0030128886,6300000,0.027916003,6.3595258826612735,252,63000,0.12969594,0.021701971,-0.0022203515
175.59,236.49222230911255,0.9404736943542957,52147,4.6113744,0.0033877331,6325000,0.03318,6.137123988233441,253,63250,0.24518411,0.018510174,-0.0013558384
187.77,237.42045712471008,0.9765588827431202,49391,4.6099787,0.0029394685,6350000,0.026384002,6.663185178310705,254,63500,0.09754609,0.022989573,-0.002531513
184.09,238.38373589515686,0.9590641632676125,54224,4.607169,0.0031526857,6375000,0.031347997,6.452759995100459,255,63750,0.1602516,0.022005947,-0.0021330747
184.46,239.27438354492188,0.9451337866485119,53871,4.604026,0.0028117965,6400000,0.022884,6.400300467839788,256,64000,0.22009325,0.020705786,-0.0013407996
184.14,240.16430807113647,0.9543639048933983,49960,4.598846,0.0025719428,6425000,0.021788,6.21927328564012,257,64250,0.17854217,0.019734915,-0.0018958438
189.41,241.08807802200317,0.9639979414641857,53200,4.5929937,0.0029443358,6450000,0.025116002,6.285993580267659,258,64500,0.14783719,0.021256858,-0.0019748681
192.1,242.04467463493347,0.9577095285058022,37800,4.5883346,0.0032243945,6475000,0.03164,6.724658223110166,259,64750,0.14315459,0.022566054,-0.002021274
186.84,243.16152119636536,0.9655594676733017,46429,4.585603,0.0029566283,6500000,0.02628,6.242754376939174,260,65000,0.12881926,0.021099912,-0.002197109
207.74,244.1770236492157,0.9636818207800388,51962,4.582179,0.0039390214,6525000,0.040856004,7.172709270410528,261,65250,0.1245931,0.02575114,-0.0028939643
184.37,245.1051890850067,0.9740564357489347,53132,4.5765862,0.003176301,6550000,0.028264001,6.445594199057068,262,65500,0.103220806,0.020942172,-0.0016615856
173.68,246.00521779060364,0.9586336351931095,50880,4.572197,0.004003368,6575000,0.042112,5.892837135725422,263,65750,0.16964035,0.01745364,-0.0026138437
165.76,246.9270315170288,0.972644617781043,51609,4.5653973,0.003959579,6600000,0.042468,5.879364761488432,264,66000,0.120139025,0.018601228,-0.0015563498
183.66,247.8648555278778,0.9635146968066692,51191,4.560195,0.003212198,6625000,0.027672002,6.593342752382187,265,66250,0.1574445,0.02261526,-0.0016044605
178.08,248.78479075431824,0.963265985250473,51882,4.556314,0.0033472427,6650000,0.034488,6.167663601613956,266,66500,0.15211691,0.019196395,-0.002363371
178.33,249.69549918174744,0.9645653665065765,52214,4.553133,0.0024586406,6675000,0.018356,6.413354644575538,267,66750,0.13960743,0.022165261,-0.0015426693
193.0,250.59678101539612,0.9678599014878273,56051,4.551511,0.0029847682,6700000,0.026124,6.862626915818437,268,67000,0.13249442,0.023704592,-0.0021154936
190.58,251.45180773735046,0.9633589200675488,53405,4.551356,0.0032737765,6725000,0.033764,6.627954485966755,269,67250,0.15569568,0.022292014,-0.001965348
203.8,252.36513710021973,0.9475368782877922,53155,4.548926,0.0033030394,6750000,0.031464003,7.4201129234400245,270,67500,0.2075839,0.026662756,-0.0016715918
215.01,253.27462148666382,0.9533933103084564,50875,4.5431547,0.0032104352,6775000,0.030067999,7.638662015553032,271,67750,0.15132213,0.027364278,-0.0023645665
186.58,254.21779608726501,0.9575554132461548,40062,4.541585,0.002668334,6800000,0.024780001,6.5701309180504905,272,68000,0.16812173,0.022089824,-0.0018997442
203.44,255.32105016708374,0.9626288488507271,52525,4.5386105,0.0031332534,6825000,0.031467997,6.935361991016394,273,68250,0.15467282,0.024686309,-0.0020282792
200.1,256.2305374145508,0.9644921347498894,52572,4.5392156,0.0030143913,6850000,0.026096001,6.860879976040196,274,68500,0.1294342,0.02426218,-0.0019139412
209.34,257.1358151435852,0.9702334925532341,54090,4.5381446,0.003815844,6875000,0.040132,7.3594144146753715,275,68750,0.10104288,0.02747286,-0.0024784866
162.88,258.02208280563354,0.9386875815689564,52798,4.534267,0.0023179557,6900000,0.018556,5.5418616487155665,276,69000,0.25553584,0.01568456,-0.001363037
197.23,258.92282462120056,0.9506570361554623,55080,4.530435,0.003610758,6925000,0.037828002,7.378349402298778,277,69250,0.19390355,0.026268225,-0.001895139
197.01,259.81215953826904,0.963141817599535,56151,4.526309,0.0027941538,6950000,0.023376,7.075030148882015,278,69500,0.14841114,0.02384467,-0.0016648353
208.52,260.6722791194916,0.9804566614329815,55610,4.5237646,0.0030710537,6975000,0.028256003,7.528482665032857,279,69750,0.069627136,0.028527416,-0.0020085538
194.57,261.5192115306854,0.9590531326830387,39826,4.5222664,0.0034716509,7000000,0.033436,6.82914161305478,280,70000,0.14099443,0.022826338,-0.0018747771
181.87,262.577672958374,0.9286981523036957,54350,4.5220575,0.0047905315,7025000,0.054476,6.433798754170583,281,70250,0.2521717,0.020057665,-0.0019305324
177.66,263.47054505348206,0.9340715482831001,54445,4.5217605,0.003039218,7050000,0.029735997,6.348853284272732,282,70500,0.26201826,0.019873668,-0.001542919
196.2,264.3592441082001,0.9530806802213192,52877,4.52089,0.004150832,7075000,0.046528,6.995879143697953,283,70750,0.17308553,0.024192212,-0.0019268902
190.31,265.26211500167847,0.9698320683091879,53275,4.518012,0.0032205954,7100000,0.027447999,6.7708977058697295,284,71000,0.113138005,0.02261857,-0.0020364746
198.71,266.1495695114136,0.9643955118954182,54199,4.5155897,0.004027294,7125000,0.039984,7.648991050149907,285,71250,0.13118204,0.027957717,-0.0016022548
192.85,267.02454447746277,0.9607276953756809,52757,4.513976,0.0035345345,7150000,0.033488,7.037181456088592,286,71500,0.15232256,0.024157945,-0.0019833785
189.28,267.92074728012085,0.9470104016363621,55198,4.5140104,0.0045504286,7175000,0.052040003,7.398125866383834,287,71750,0.20577776,0.025036005,-0.002282614
188.65,268.7974581718445,0.9685074053704739,55398,4.5144434,0.003616922,7200000,0.035639994,6.973971659473718,288,72000,0.12098695,0.024109812,-0.0021428904
179.28,269.6586756706238,0.9695595093071461,51960,4.512933,0.0044940384,7225000,0.049275998,6.770346780168839,289,72250,0.120023094,0.02265667,-0.0021507053
191.99,270.55621099472046,0.957631953060627,54770,4.5110674,0.003854517,7250000,0.03946,7.231038261782378,290,72500,0.15012157,0.025688507,-0.0016995852
191.44,271.4158675670624,0.9403101652860641,52901,4.511561,0.004199585,7275000,0.046331998,7.127667566787968,291,72750,0.21111766,0.024934316,-0.0016507644
198.09,272.3001215457916,0.95899473503232,54914,4.5117826,0.0033174169,7300000,0.034724,7.3557859270506105,292,73000,0.1549315,0.026460603,-0.002197551
197.44,273.1928799152374,0.9776359163224697,52156,4.508787,0.0030782903,7325000,0.027583998,7.179206188683165,293,73250,0.08332515,0.025739288,-0.001908926
214.03,274.09160351753235,0.9649249538779259,52883,4.5034637,0.004257052,7350000,0.045812,8.083711071606869,294,73500,0.12343284,0.029524328,-0.0017414412
169.11,274.98083424568176,0.9666967466473579,53060,4.4997163,0.0027809956,7375000,0.021988,6.430762695215097,295,73750,0.15067625,0.020732732,-0.0017295347
188.27,275.9101345539093,0.9647630751132965,43465,4.49743,0.0025939718,7400000,0.020612001,7.27047980654992,296,74000,0.12460156,0.026243672,-0.0020852478
202.4,276.91024899482727,0.9601696953177452,55499,4.495787,0.0023457773,7425000,0.020856,7.456536238633871,297,74250,0.14668949,0.026172621,-0.0019293337
208.3,277.7933077812195,0.9592355638742447,55634,4.496581,0.0027397661,7450000,0.02334,7.454126962515875,298,74500,0.14112894,0.026945865,-0.0020563682
162.47,278.6602861881256,0.963041041046381,53241,4.496661,0.0025832255,7475000,0.022736,5.864419329667981,299,74750,0.1476576,0.018287124,-0.0013096269
202.53,279.5577199459076,0.9713564999401569,54708,4.4956985,0.0032569717,7500000,0.031528,7.292815343993375,300,75000,0.09903364,0.026119621,-0.0022967823
183.79,280.43071246147156,0.9426234550774097,53374,4.490733,0.004329769,7525000,0.047151998,6.729124319880043,301,75250,0.20486131,0.022659184,-0.0023268643
206.33,281.3171663284302,0.9570395387709141,54882,4.483313,0.003675944,7550000,0.036639996,7.017235244122967,302,75500,0.1338394,0.025088113,-0.00221598
216.24,282.1823835372925,0.9535792320966721,55507,4.4777975,0.0033709302,7575000,0.032964006,7.975947729637237,303,75750,0.13633864,0.029441996,-0.0017236319
185.37,283.0527517795563,0.9559877850115299,54490,4.476447,0.003147417,7600000,0.031124001,6.870716817426037,304,76000,0.15030482,0.024186006,-0.0018991076
202.5,283.95168375968933,0.9575561992824078,49110,4.474618,0.003585982,7625000,0.037560005,7.282195574223788,305,76250,0.13715479,0.026191374,-0.0022531985
192.22,284.8913447856903,0.9577654004096985,55159,4.47046,0.0032618027,7650000,0.031764,7.169505399039267,306,76500,0.14468957,0.026165096,-0.0021287054
184.94,285.7697982788086,0.9394083544611931,53390,4.468384,0.0033893678,7675000,0.032899998,6.793584937609484,307,76750,0.21635842,0.02255937,-0.0010835178
212.25,286.6473672389984,0.9618206024169922,52635,4.4675493,0.0029374133,7700000,0.027624,7.9910512877428115,308,77000,0.11908438,0.02962263,-0.0021308474
201.97,287.54887986183167,0.9770838916301727,47857,4.4644194,0.0029170068,7725000,0.023164,7.691912780367093,309,77250,0.07522571,0.028446678,-0.0019876084
191.77,288.5134835243225,0.9441443979740143,51505,4.4586515,0.0029549042,7750000,0.02628,7.218410394092607,310,77500,0.20144677,0.024905466,-0.0016604541
177.45,289.43817830085754,0.936215803027153,54321,4.4561224,0.0024896073,7775000,0.02174,6.671464335652417,311,77750,0.2203705,0.022067815,-0.0011476575
186.91,290.3302974700928,0.963992677628994,51836,4.455733,0.0027315023,7800000,0.022924002,7.025215004993961,312,78000,0.117182836,0.023889467,-0.002068528
189.36,291.2521479129791,0.9570873230695724,52284,4.4560194,0.0023075282,7825000,0.017864,7.1457908509277335,313,78250,0.15026507,0.024751917,-0.002210738
191.54,292.15527534484863,0.9509219452738762,51949,4.454852,0.0038002809,7850000,0.037508,7.0081220121315395,314,78500,0.17697075,0.023794957,-0.0026537592
212.99,293.052077293396,0.9611805826425552,54089,4.4520135,0.0037344028,7875000,0.036207996,8.167706605371514,315,78750,0.11726171,0.030479744,-0.0018001834
211.24,293.947053194046,0.951133955270052,52801,4.4494276,0.0028656807,7900000,0.024764001,7.650038772365342,316,79000,0.14435771,0.028093947,-0.00203787
207.33,294.82940220832825,0.9585531018674374,54047,4.451043,0.0032007627,7925000,0.028388,7.791411442056231,317,79250,0.14366594,0.028821321,-0.001317302
207.01,295.7036774158478,0.9601865224540234,50945,4.4519587,0.003574998,7950000,0.035415996,7.978787128425829,318,79500,0.1107012,0.030277507,-0.0022608947
209.8,296.6505801677704,0.9472086764872074,53912,4.4504547,0.0035552164,7975000,0.033684,7.7450170364726185,319,79750,0.14885166,0.029174248,-0.0016494874
212.96,297.53988552093506,0.950379241257906,53528,4.4479895,0.0032252609,8000000,0.027996,8.076119512517828,320,80000,0.13982482,0.030581392,-0.0019379065
222.54,298.43498039245605,0.9691787343472242,44437,4.4406652,0.0031180691,8025000,0.029043999,8.259645439534024,321,80250,0.09253739,0.031516474,-0.0026289008
217.44,299.4255042076111,0.9459617659449577,52442,4.4334345,0.0027849406,8050000,0.02378,7.7360499081194325,322,80500,0.14891484,0.027965529,-0.0012425393
209.19,300.33129477500916,0.9515025578439236,46298,4.428172,0.003019578,8075000,0.02406,7.528463898615318,323,80750,0.15164647,0.025942773,-0.0015335856
214.66,301.31462383270264,0.9310660809278488,52972,4.4241405,0.003579213,8100000,0.038136,8.379849244459981,324,81000,0.206793,0.030267157,-0.0020540033
207.24,302.2517023086548,0.943874292075634,51178,4.418396,0.002914125,8125000,0.023092,7.5543359004022115,325,81250,0.17262068,0.027631143,-0.0017021776
204.41,303.20064759254456,0.9346170201897621,53597,4.414421,0.0033199314,8150000,0.032656,7.621209040270051,326,81500,0.20506641,0.026964167,-0.0018919833
203.17,304.0964274406433,0.9344004616141319,53155,4.4113073,0.0034808882,8175000,0.035296,7.443718327840957,327,81750,0.19456154,0.02524672,-0.0016459773
206.75,304.99313259124756,0.9442046619951725,53607,4.4108157,0.003623811,8200000,0.036192,7.9422496532040165,328,82000,0.14860472,0.028987244,-0.001858804
211.25,305.8703169822693,0.9521808959543705,54510,4.4099913,0.0032037843,8225000,0.032091998,7.903506077348293,329,82250,0.14840181,0.028863687,-0.0017516225
212.25,306.7903754711151,0.964822243899107,54562,4.4088326,0.0028899815,8250000,0.026448,7.992501642455031,330,82500,0.11507531,0.028768294,-0.0010343253
203.25,307.6715099811554,0.953983049839735,54677,4.4090605,0.0035600555,8275000,0.036456004,7.512917849122204,331,82750,0.15322392,0.027325075,-0.002092556
212.58,308.55975556373596,0.9480655528604984,54593,4.407874,0.003516212,8300000,0.033668,8.731047507699005,332,83000,0.14913177,0.032622226,-0.0016099522
219.03,309.43700313568115,0.9535476416349411,54734,4.4065924,0.0034179345,8325000,0.033208,8.38361537135589,333,83250,0.12705003,0.031320263,-0.0015010874
209.78,310.31132102012634,0.9394182078540325,53497,4.406682,0.0035221544,8350000,0.03498,8.006841870577954,334,83500,0.17710249,0.0297479,-0.0023986537
222.76,311.23050475120544,0.9436511360108852,46966,4.402405,0.0035686493,8375000,0.034892,8.268709630738485,335,83750,0.124142766,0.03141176,-0.0021801395
200.21,312.20240926742554,0.9330408796668053,50714,4.3962417,0.0025064661,8400000,0.019868,7.7354819949176274,336,84000,0.16886364,0.029599244,-0.0018252622
223.45,313.13038063049316,0.9149055182933807,53046,4.3921537,0.0031236745,8425000,0.029024001,8.602261103492637,337,84250,0.18163443,0.03166742,-0.0009996959
203.91,314.0285630226135,0.9550235792994499,53187,4.387288,0.0029308759,8450000,0.02482,7.757087689331097,338,84500,0.1366361,0.029462146,-0.00226126
199.04,314.9411971569061,0.9273175075650215,49247,4.38282,0.003064197,8475000,0.028207999,7.717272721123991,339,84750,0.18919544,0.028481785,-0.0016689403
206.29,315.8852035999298,0.9364160895347595,52461,4.379799,0.0031371347,8500000,0.029528001,7.814200566353284,340,85000,0.16103728,0.029466504,-0.0019147772
200.64,316.78075671195984,0.9352627322077751,51991,4.379573,0.0042159827,8525000,0.046696,7.579617858327308,341,85250,0.16244607,0.028177759,-0.0015098446
211.6,317.70421624183655,0.9631480500102043,53043,4.3791595,0.0034205471,8550000,0.032408003,7.995829792507252,342,85500,0.102698125,0.029122548,-0.0020933948
211.37,318.6089472770691,0.9445538371801376,49962,4.3764505,0.0031271367,8575000,0.026187997,8.161321524811738,343,85750,0.124205925,0.031065352,-0.0016182482
