policy_entropy,value_loss,policy_loss,total_timesteps,ep_len_mean,approxkl,n_updates,true_reward,ep_reward_mean,time_elapsed,fps,explained_variance,serial_timesteps,clipfrac
5.2738686,0.027551288,-0.0020173243,875000,68.56,0.004191828,35,0.020279495,1.5507427859834206,33.500616788864136,68031,0.8340020477771759,8750,0.047903996
5.2641287,0.04201154,-0.0017289529,900000,71.25,0.0041414844,36,0.020484004,1.5968885817285627,34.27354454994202,70157,0.743199348449707,9000,0.045324
5.254704,0.042242475,-0.0015299757,925000,66.72,0.0035512913,37,0.020119116,1.4628536993823946,35.03132510185242,70336,0.7231915891170502,9250,0.03672
5.2471476,0.043700095,-0.0014796562,950000,66.74,0.0033366797,38,0.020175071,1.4180466573461308,35.8249990940094,60116,0.7259542942047119,9500,0.03096
5.24299,0.049224555,-0.00089214667,975000,68.61,0.0025854602,39,0.021726035,1.6590468285512179,36.64003586769104,55397,0.6608379483222961,9750,0.019604001
5.239677,0.045709915,-0.001289747,1000000,70.33,0.0020021761,40,0.02186444,1.618736199940904,37.49881315231323,68564,0.6951135098934174,10000,0.013832
5.2366714,0.046027858,-0.0016497687,1025000,75.96,0.0037541017,41,0.021306865,1.6185387461323308,38.26076054573059,67423,0.6653784513473511,10250,0.038564
5.2338166,0.05654325,-0.00093135366,1050000,72.7,0.0017983306,42,0.020510918,1.5832725029460197,39.01963973045349,67731,0.5794954895973206,10500,0.010848
5.232444,0.049164385,-0.0020624872,1075000,71.42,0.003945285,43,0.020336825,1.5612161171800107,39.784300565719604,68359,0.6752324104309082,10750,0.044140004
5.2331986,0.04145719,-0.0009881009,1100000,72.81,0.0014104701,44,0.021338843,1.6574839481630987,40.556843519210815,67812,0.737504631280899,11000,0.0087
5.234215,0.0523283,-0.0012063307,1125000,68.72,0.0023959328,45,0.021013001,1.570733172427408,41.331764459609985,67605,0.7022632658481598,11250,0.016536
5.2323837,0.041964438,-0.00078117574,1150000,76.07,0.0011175686,46,0.021420417,1.7639854941770319,42.10372519493103,70162,0.7258671224117279,11500,0.0054399995
5.2313356,0.038989257,-0.0012027727,1175000,77.44,0.0019908706,47,0.021069137,1.786988564700914,42.85560727119446,69413,0.771055743098259,11750,0.017272
5.230812,0.037003115,-0.0012185861,1200000,75.4,0.0020218743,48,0.021414947,1.7667472835751687,43.616692781448364,67821,0.7650071531534195,12000,0.016887998
5.2300453,0.03850095,-0.001275138,1225000,72.21,0.0024399094,49,0.022038061,1.687600832270109,44.39327597618103,68084,0.7610704898834229,12250,0.01704
5.2302103,0.035111673,-0.0015920084,1250000,73.73,0.0026644364,50,0.021396557,1.6493869049092427,45.166404247283936,68669,0.7624465823173523,12500,0.019924002
5.228084,0.02854394,-0.0015373325,1275000,67.53,0.002563858,51,0.022754643,1.557504807265359,45.932429790496826,66207,0.8167070150375366,12750,0.021044001
5.2254024,0.028157253,-0.0014774713,1300000,70.97,0.0019506313,52,0.023059284,1.690527966626687,46.72496461868286,66728,0.8069217801094055,13000,0.015588
5.2207994,0.033311293,-0.001806397,1325000,63.83,0.0029561971,53,0.022554161,1.5215499826769519,47.5039176940918,70117,0.8193757981061935,13250,0.027688
