ep_reward_mean,clipfrac,ep_len_mean,policy_entropy,approxkl,time_elapsed,true_reward,policy_loss,serial_timesteps,value_loss,total_timesteps,explained_variance,n_updates,fps
5.546515402273035,0.024004001,250.0,5.4147797,0.0029907178,152.59805536270142,0.022186065,-0.0017272315,37250,0.092243135,3725000,0.9202445819973946,149,47696
5.4330211133130595,0.041484002,238.9,5.4118075,0.003897496,153.61729907989502,0.012827675,-0.0014208216,37500,1.7740698,3750000,0.5028943419456482,150,49268
5.972557041231803,0.022904001,250.0,5.410463,0.0028362053,154.60383248329163,0.023890229,-0.0017958081,37750,0.08673098,3775000,0.955203153192997,151,46619
5.7113047403631025,0.073428,247.78,5.4043665,0.005850041,155.6772482395172,0.021064248,-0.0017238492,38000,0.516619,3800000,0.6591345965862274,152,45612
5.880244490936686,0.040696003,250.0,5.4005036,0.0038712244,156.72580885887146,0.023520978,-0.0015162679,38250,0.071449056,3825000,0.9357313588261604,153,51504
5.988676874998309,0.047964,244.69,5.3977723,0.0041207196,157.64930176734924,0.018393965,-0.0009004609,38500,1.3024367,3850000,0.5077478289604187,154,53420
5.7362124158537515,0.033352,247.5,5.3986306,0.0034848407,158.69297075271606,0.021369865,-0.0013092003,38750,0.42500505,3875000,0.7159563302993774,155,46219
6.1577352443554085,0.035016,250.0,5.396824,0.0034451503,159.73344779014587,0.02463094,-0.0017172483,39000,0.13838477,3900000,0.9087582230567932,156,48818
5.789069508986264,0.093028,224.33,5.392001,0.0071859523,160.7280924320221,-0.0028479474,-0.0013091925,39250,5.932164,3925000,0.23621368408203125,157,52236
6.065087687555356,0.011256,245.12,5.386736,0.0017434973,161.6649944782257,0.020735333,-0.0009437994,39500,0.76539385,3950000,0.7041392028331757,158,52070
5.8787238837749145,0.018252,250.0,5.3845396,0.0023950664,162.6569368839264,0.023514895,-0.0010621364,39750,0.12223719,3975000,0.9295884966850281,159,44621
6.0424110451762525,0.023008,237.07,5.383647,0.0023869774,163.7199583053589,0.013144139,-0.0006833742,40000,2.5293307,4000000,0.4735485315322876,160,43859
5.769417361850538,0.0193,238.9,5.381981,0.002098691,164.8680121898651,0.01425126,-0.0009640772,40250,1.8935645,4025000,0.5406361818313599,161,44515
5.709919655629792,0.024068002,244.41,5.3844185,0.002549579,165.9360053539276,0.01746671,-0.0009655372,40500,1.2547909,4050000,0.5782982707023621,162,37474
6.095612103138119,0.019652002,250.0,5.390926,0.0024947436,167.1580662727356,0.024382448,-0.0015562568,40750,0.11396505,4075000,0.948760874569416,163,40551
5.70631334797557,0.065432,231.24,5.393487,0.0053821215,168.29119968414307,0.006653832,-0.0015299525,41000,3.8886056,4100000,0.4469764232635498,164,45313
5.4885162955818805,0.012476,240.76,5.3936334,0.0015873294,169.36319494247437,0.014650118,-0.0011345936,41250,1.2034204,4125000,0.8019132614135742,165,40149
5.590221753969204,0.02104,232.12,5.3950133,0.0023028392,170.4508547782898,0.008262725,-5.784397e-05,41500,2.5937333,4150000,0.6291642785072327,166,48556
5.976808804378652,0.023692,247.72,5.4003053,0.0023576445,171.4036726951599,0.022200106,-0.0005693861,41750,0.44505826,4175000,0.8917999342083931,167,46978
5.791198535148433,0.017404,240.49,5.4056787,0.0019063305,172.35715651512146,0.016193777,-0.0006173338,42000,1.1318568,4200000,0.8219204097986221,168,51415
5.603497427170114,0.027664,233.49,5.4097967,0.0029666065,173.2868790626526,0.010347456,-0.00058898947,42250,1.9920772,4225000,0.7669491618871689,169,53005
5.753265538422856,0.010608,238.56,5.415551,0.0017858259,174.1936960220337,0.014550409,-0.0007786334,42500,1.7502741,4250000,0.7195071876049042,170,53006
6.0054772551106,0.022436,228.05,5.417598,0.002408519,175.1186547279358,0.0068954974,-0.00072276534,42750,3.6788945,4275000,0.6007645726203918,171,43442
6.089375262893282,0.049496002,231.83,5.419993,0.0042769113,176.13241577148438,0.010773401,-0.0005576677,43000,2.80206,4300000,0.6469033360481262,172,52620
5.936068038386838,0.022952,226.1,5.4230433,0.0026204837,177.042053937912,0.004979264,-0.0007615671,43250,3.8064122,4325000,0.6000421047210693,173,52310
5.421848693879729,0.012052,206.39,5.4232855,0.0014900876,177.95944380760193,-0.012571283,-0.00077665894,43500,6.642071,4350000,0.5543825924396515,174,52794
6.013545595012402,0.027748,225.89,5.423128,0.0029395467,178.86548566818237,0.0054168324,-0.0014954304,43750,3.5676816,4375000,0.6545792520046234,175,51487
4.870137671659181,0.019623999,203.19,5.4229445,0.0022352454,179.81890678405762,-0.016194416,-0.00082989375,44000,6.284814,4400000,0.596225917339325,176,44655
5.45191330357673,0.0107080005,223.46,5.4270263,0.0016973761,180.8173565864563,0.0009921581,-0.0008302502,44250,3.2255604,4425000,0.7329491674900055,177,52518
4.892628640217063,0.012116,200.2,5.4338274,0.001580883,181.73960399627686,-0.019723637,-0.00043229153,44500,6.595874,4450000,0.6093239486217499,178,51316
4.579051015366986,0.01622,195.63,5.439506,0.0017559355,182.6607232093811,-0.024780821,-0.00075291726,44750,7.230363,4475000,0.637517660856247,179,46059
5.187269641987268,0.014548001,202.38,5.445478,0.0017461989,183.64032006263733,-0.015430628,-0.0006746362,45000,5.403008,4500000,0.7013084888458252,180,53968
5.040195181033931,0.011232001,211.37,5.453061,0.0015480869,184.5381326675415,-0.011426169,1.7741986e-05,45250,4.535449,4525000,0.7518077790737152,181,51528
5.022733934698481,0.0141320005,216.43,5.4581594,0.0017758189,185.46318101882935,-0.0059573394,-0.00031406307,45500,4.0966706,4550000,0.7089790999889374,182,54087
4.690599263899076,0.01448,187.44,5.457793,0.0019042708,186.35773539543152,-0.032117687,0.00053533784,45750,8.506423,4575000,0.6036053895950317,183,52820
3.902050264987919,0.018596,163.26,5.4575224,0.0023711615,187.27077174186707,-0.053251762,-0.0005377933,46000,9.7684765,4600000,0.6593369543552399,184,53519
4.277413553309084,0.00662,187.32,5.458358,0.0012819809,188.2003197669983,-0.03172046,-0.00045913248,46250,6.363708,4625000,0.7124162912368774,185,52708
4.416097584622421,0.020380002,191.38,5.462035,0.002358671,189.12380623817444,-0.02782891,-0.00031596716,46500,5.4790277,4650000,0.777044266462326,186,51828
4.842923620134129,0.029636001,208.0,5.466117,0.0028941086,190.03690457344055,-0.015092255,-0.0005253224,46750,4.9783225,4675000,0.708670437335968,187,51327
4.6283615780752845,0.022756,191.35,5.4723344,0.002408957,190.9836254119873,-0.026213925,0.00053570187,47000,5.4091525,4700000,0.7424303591251373,188,52927
4.739739039779322,0.02426,194.56,5.4779377,0.0024941622,191.90512251853943,-0.024244053,-5.2396856e-05,47250,5.716123,4725000,0.747420459985733,189,52848
5.181893507277687,0.02902,211.32,5.4814196,0.0028708563,192.81778287887573,-0.0103328945,0.00027132191,47500,4.12502,4750000,0.7672672122716904,190,52848
5.465098571373001,0.027836,218.25,5.4839506,0.002699058,193.7226152420044,-0.0025292686,0.0013681909,47750,2.6385922,4775000,0.8405553549528122,191,52864
4.512371238348919,0.022219999,190.22,5.4834237,0.0022829329,194.62701177597046,-0.028491229,-0.00017720701,48000,6.0632486,4800000,0.7385689914226532,192,51241
5.055912801844934,0.006832,202.69,5.4840484,0.0011615446,195.58530187606812,-0.016184881,-2.1971722e-05,48250,4.027545,4825000,0.8117374181747437,193,52263
5.2513278546617945,0.021444,214.3,5.4877563,0.0022783014,196.49148106575012,-0.008630312,-0.00034230103,48500,4.244804,4850000,0.7637685686349869,194,52697
4.872405203831331,0.008196,201.39,5.490968,0.001310469,197.41176629066467,-0.020554192,9.737249e-05,48750,4.925112,4875000,0.7729737609624863,195,52614
4.550725194983352,0.0073679998,189.62,5.4919767,0.0013527272,198.35174298286438,-0.02816202,-0.00021824955,49000,5.3117814,4900000,0.7661469578742981,196,50392
5.341141303399272,0.012484001,221.42,5.492647,0.0015839727,199.31362748146057,-0.0010623897,-0.0012895939,49250,2.674152,4925000,0.8338670581579208,197,51756
5.0046741742997485,0.008176001,198.74,5.4947133,0.0013145907,200.24708604812622,-0.019599264,-0.00043310487,49500,4.3205185,4950000,0.8097237646579742,198,50893
4.920362529596905,0.0085080005,194.72,5.4956765,0.001232222,201.17748546600342,-0.023338327,-0.00026143627,49750,5.266652,4975000,0.7801629453897476,199,52252
4.571234333463945,0.015692,193.42,5.4958677,0.0019294828,202.10187005996704,-0.024325324,-5.068151e-05,50000,5.005078,5000000,0.7798796445131302,200,52372
4.802272834888139,0.010032,203.16,5.4972863,0.0013161037,203.0185990333557,-0.016890507,-0.00064890704,50250,4.3760576,5025000,0.782781645655632,201,51582
4.643193490281101,0.014588001,189.63,5.49829,0.0017186329,203.9354543685913,-0.027604897,-7.598809e-05,50500,6.0742674,5050000,0.7496477365493774,202,49226
4.83314803801472,0.017304,197.48,5.5006075,0.0020907153,204.87581205368042,-0.021495786,-0.00015113127,50750,5.0467176,5075000,0.7538309544324875,203,53915
4.751690342855912,0.011612,189.97,5.5043726,0.0015870791,205.81388974189758,-0.024866518,0.000107364656,51000,5.099532,5100000,0.76739402115345,204,52050
5.219066918499557,0.00824,206.02,5.507619,0.0013811192,206.73276233673096,-0.013116072,-0.00024007382,51250,4.07105,5125000,0.8026112616062164,205,53195
5.115866932687158,0.000468,207.09,5.510036,0.00041270844,207.64042496681213,-0.0137455575,1.0285352e-06,51500,4.5429754,5150000,0.7565837949514389,206,47363
4.501291011684566,0.010356001,183.77,5.5109873,0.0012773976,208.6005961894989,-0.035694778,-0.0005849654,51750,7.144904,5175000,0.6961389183998108,207,53590
4.690582495640192,0.0135,189.58,5.51188,0.0018681784,209.49328517913818,-0.0290086,-0.00025738787,52000,6.1969237,5200000,0.7123231887817383,208,53183
4.0956539903472,0.0061919997,169.16,5.514984,0.0011163235,210.3950743675232,-0.048752286,-0.00066376274,52250,8.143054,5225000,0.6890546083450317,209,53922
4.079936916793813,0.021572,175.42,5.516485,0.0022401803,211.29037070274353,-0.04172505,-0.0009759247,52500,6.899867,5250000,0.7366125881671906,210,53434
3.9621326981392553,0.012484001,180.26,5.518562,0.0016606785,212.19615626335144,-0.037611842,-0.000550377,52750,6.0615172,5275000,0.7566810995340347,211,53525
3.817106972571528,0.00522,180.25,5.518889,0.0009971372,213.12333273887634,-0.042005308,-0.00051563396,53000,6.4919877,5300000,0.7469709813594818,212,52562
3.858868462704763,0.010367999,172.9,5.5156026,0.0014161898,214.0342559814453,-0.04655202,-0.00078476407,53250,6.9558115,5325000,0.7277969717979431,213,50870
3.218508990755556,0.017212,154.84,5.513966,0.0019802307,214.96879267692566,-0.062040005,-0.0009793222,53500,8.329027,5350000,0.7235892713069916,214,52746
3.4273906268692915,0.01338,151.39,5.513772,0.001659895,215.87196326255798,-0.0652184,1.2995224e-05,53750,8.689333,5375000,0.7228180170059204,215,52582
3.4949014730044747,0.008976,152.95,5.5162253,0.0012534179,216.781672000885,-0.06310694,-0.0007973627,54000,7.7948465,5400000,0.7497765719890594,216,53481
3.284168171001659,0.007948,151.87,5.5184417,0.0012072262,217.68711757659912,-0.0659647,-0.00080196525,54250,7.9966345,5425000,0.7468469738960266,217,50801
3.0104032909894816,0.00948,135.69,5.520294,0.0013389883,218.62877416610718,-0.08005648,-0.0004364709,54500,9.23277,5450000,0.746484100818634,218,50097
3.623453485559712,0.006008,166.2,5.522563,0.001053523,219.586177110672,-0.052615397,-0.00033414114,54750,6.7639365,5475000,0.7650696039199829,219,51435
2.887238526204519,0.002496,138.9,5.5243273,0.0007543933,220.49829936027527,-0.07788521,-0.00014253883,55000,8.901906,5500000,0.749446302652359,220,51956
3.5365300926633587,0.0053520002,161.96,5.5249553,0.00092384126,221.40713930130005,-0.05550448,-0.00041287797,55250,7.3284187,5525000,0.7525496035814285,221,52072
3.3542313773028867,0.005088,157.35,5.5256925,0.0009228854,222.32670950889587,-0.06216594,-0.00044753944,55500,7.7313385,5550000,0.7467714548110962,222,45706
2.590524530670609,0.0044440003,132.77,5.526455,0.0009965948,223.29671144485474,-0.08433642,-0.0006774621,55750,10.065584,5575000,0.7201459109783173,223,51565
3.112955096996432,0.01012,149.44,5.5285163,0.0014835394,224.24883365631104,-0.0722656,1.791495e-06,56000,8.7893305,5600000,0.7284117639064789,224,53067
2.815256202224691,0.013472,124.95,5.5309615,0.0015239229,225.16279768943787,-0.08832291,-6.6299996e-05,56250,9.781767,5625000,0.7455143630504608,225,51930
3.478606205835458,0.009488,150.02,5.533204,0.0011276702,226.07694458961487,-0.067648806,-0.000738651,56500,8.674341,5650000,0.7307710647583008,226,50809
3.0158400622603496,0.00484,139.77,5.5353427,0.0008705656,227.00562834739685,-0.07531433,-0.00069238653,56750,9.121262,5675000,0.7381844818592072,227,52772
3.3340188656875034,0.003292,154.72,5.5375896,0.0007996978,227.92141103744507,-0.060928788,-0.00033559068,57000,7.850801,5700000,0.7331666648387909,228,44826
3.519109533089463,0.005656,164.28,5.5392885,0.0010416979,228.92007875442505,-0.056164317,-0.00035953807,57250,7.7140207,5725000,0.7271158397197723,229,50558
2.565612087334364,0.006404,128.52,5.540797,0.0012522304,229.85718822479248,-0.08763407,-0.0004562554,57500,9.371427,5750000,0.7553842216730118,230,50275
2.923148123470646,0.009099999,136.03,5.5422873,0.0013493731,230.82731795310974,-0.077080734,-0.00066466775,57750,8.761519,5775000,0.7510827034711838,231,49266
3.828710069700137,0.0110679995,154.94,5.5436516,0.0015959184,231.77676367759705,-0.059584893,-0.0009517992,58000,7.3545494,5800000,0.7683880478143692,232,48529
4.1164203029420605,0.005012,166.67,5.546649,0.001026994,232.7292401790619,-0.04780429,-0.0002983058,58250,6.6256385,5825000,0.7624524980783463,233,54192
3.3364885912083446,0.006016,147.6,5.5483394,0.0012228354,233.62460207939148,-0.068514064,-0.0001584467,58500,7.445305,5850000,0.7818528264760971,234,53623
3.6887378035479106,0.00548,155.1,5.548909,0.0010028488,234.5247609615326,-0.05793162,-0.0002102735,58750,7.19989,5875000,0.7676374763250351,235,52303
4.545290016658714,0.00904,177.9,5.5484095,0.0013772517,235.44168996810913,-0.03747067,-0.0006534106,59000,5.3147445,5900000,0.7993467599153519,236,52423
4.1621430350335595,0.005564,174.91,5.5485888,0.0010303408,236.33982300758362,-0.040818766,-0.00062892237,59250,5.4554386,5925000,0.7942058891057968,237,49765
3.6782115290867297,0.0059320005,152.03,5.5494995,0.0008905336,237.31420969963074,-0.059248682,-0.00048089417,59500,7.265401,5950000,0.7800145149230957,238,49391
3.906581208502557,0.0139,169.47,5.551135,0.0014816883,238.2748920917511,-0.04920395,-0.0009702168,59750,6.0068135,5975000,0.7963425517082214,239,52453
3.6191521586098405,0.008236,143.78,5.552974,0.0013314884,239.17361903190613,-0.067920536,-0.0005690457,60000,7.9611845,6000000,0.7729635089635849,240,53649
3.790575631511373,0.005628,155.51,5.5541525,0.0009511892,240.07291102409363,-0.05729512,-0.00049476826,60250,7.208819,6025000,0.7727675288915634,241,49643
3.626223089624764,0.001056,160.12,5.555238,0.00048148804,241.032395362854,-0.055438153,-0.00042102212,60500,6.787426,6050000,0.7856589108705521,242,53373
3.9145301060545354,0.00968,161.66,5.557518,0.0012656323,241.93708109855652,-0.05221542,-0.00039152923,60750,6.501615,6075000,0.7883226573467255,243,52759
3.9559564667607994,0.010436,155.41,5.560575,0.0012717384,242.86860871315002,-0.058525544,-0.0005289407,61000,7.2738533,6100000,0.7781931161880493,244,52268
4.703047722188112,0.004872,189.13,5.562201,0.0007809911,243.78708362579346,-0.028087316,-0.0006548247,61250,4.6942263,6125000,0.8103486001491547,245,51372
3.988887202729893,0.006848,162.97,5.563569,0.0010222453,244.71913862228394,-0.049725167,-0.00053368113,61500,5.85619,6150000,0.8203532993793488,246,47726
3.564846711318933,0.011508,154.24,5.5673733,0.0013929361,245.68674612045288,-0.060329862,-0.00090850174,61750,7.1898956,6175000,0.7859431058168411,247,53344
3.772506351083612,0.008780001,154.08,5.5721636,0.0013971531,246.593444108963,-0.059127633,-0.00037422936,62000,6.805917,6200000,0.8056090921163559,248,52971
4.219299974309616,0.004528,168.68,5.576046,0.0010371415,247.5037055015564,-0.04853282,-0.0001873267,62250,6.4143662,6225000,0.7987505495548248,249,53860
4.015478197823395,0.010884,164.07,5.5773177,0.0014411622,248.40178751945496,-0.050181538,-0.0006180384,62500,5.9313655,6250000,0.8082702904939651,250,53728
3.976219106858598,0.01476,168.42,5.5775223,0.0017911106,249.29356408119202,-0.046131827,-0.0013668358,62750,6.1234236,6275000,0.7847330719232559,251,48844
4.283549896274598,0.0071720006,169.18,5.5775805,0.0011850147,250.2286148071289,-0.04442475,-0.00071944355,63000,5.5973034,6300000,0.8105518519878387,252,53378
4.877544101150634,0.015524002,194.33,5.5783644,0.0018307042,251.14233541488647,-0.02205999,-0.0008254532,63250,3.7295976,6325000,0.8382883965969086,253,53553
4.930533200090504,0.005312,201.18,5.5826206,0.0010588245,252.04717636108398,-0.017637499,-0.0004313194,63500,3.7159042,6350000,0.8238589018583298,254,50939
4.656653172000006,0.0062200003,188.44,5.5850134,0.0012069708,252.9862129688263,-0.028284878,-0.00045531912,63750,4.1840773,6375000,0.831630751490593,255,51147
4.3968162710247505,0.011464001,179.11,5.5862417,0.0014520425,253.9934287071228,-0.036222883,-0.0009375817,64000,5.0593567,6400000,0.8142405301332474,256,52595
4.745584853082055,0.010504001,185.33,5.5885973,0.00144969,254.9085659980774,-0.029172327,-0.00084369985,64250,4.2427454,6425000,0.8491662591695786,257,52698
4.960149072683571,0.009563999,187.6,5.5914,0.0014001798,255.82155179977417,-0.02657281,-0.0008062155,64500,3.9208744,6450000,0.8593474626541138,258,53053
5.1776502825335955,0.019568,195.32,5.593341,0.0021079404,256.74036264419556,-0.019101338,-0.00082264154,64750,3.7603927,6475000,0.8491574078798294,259,53419
5.287098327325436,0.00498,203.27,5.595587,0.0008796089,257.64265298843384,-0.013471951,-0.00043169997,65000,2.82865,6500000,0.874847948551178,260,39080
5.93251164727807,0.008348001,204.08,5.598954,0.0012724402,258.7411069869995,-0.009299748,-0.00039108464,65250,3.1035936,6525000,0.8586586862802505,261,50871
5.908415595147298,0.015884,203.86,5.6020727,0.001780965,259.67494916915894,-0.009799443,-0.00092411414,65500,2.8477612,6550000,0.8775085061788559,262,50983
6.390659133648951,0.0111879995,215.72,5.6054716,0.0015703872,260.62909388542175,0.00046204758,0.00020835068,65750,2.5937333,6575000,0.8562754243612289,263,51724
