policy_loss,serial_timesteps,ep_reward_mean,explained_variance,true_reward,approxkl,n_updates,fps,policy_entropy,time_elapsed,ep_len_mean,clipfrac,value_loss,total_timesteps
-0.0031895149,5250,2.1306588967069455,0.70026496052742,-0.014478374,0.0050717844,21,55208,5.601616,25.54470133781433,101.47,0.06152,0.5936683,525000
-0.002402182,5500,2.133361123336258,0.7353529036045074,-0.0144217955,0.0033020726,22,55697,5.5986776,26.371559143066406,89.66,0.032872,0.57205355,550000
-0.0027638236,5750,2.4487686480640516,0.7949307858943939,-0.007838288,0.0046737283,23,53511,5.5938654,27.193163871765137,108.07,0.05602,0.4667131,575000
-0.0035209358,6000,2.3585965228529675,0.8266035169363022,-0.00809951,0.00577718,24,55804,5.588714,28.042495727539062,114.2,0.073264,0.4402555,600000
-0.0018920355,6250,2.849887674015465,0.8482014685869217,-0.0041865604,0.0038440023,25,47939,5.585927,28.861385822296143,127.11,0.041464,0.4163631,625000
-0.0026211692,6500,2.4170066515553255,0.7397579848766327,-0.00821873,0.0050518704,26,55027,5.582981,29.750123500823975,104.07,0.059268005,0.62937135,650000
-0.0026285318,6750,3.271260364843406,0.8410797715187073,0.0018722902,0.002408349,27,55986,5.574591,30.575984954833984,137.31,0.023775999,0.36277926,675000
-0.0028067417,7000,3.1646611046989985,0.7385557293891907,-0.0028958796,0.004787025,28,54915,5.570745,31.401211738586426,128.65,0.058956005,0.5940968,700000
-0.0021223868,7250,4.202388311474984,0.7907284796237946,0.0060952166,0.00298239,29,55915,5.571323,32.22042393684387,146.48,0.030971998,0.41697747,725000
-0.0031013542,7500,4.096748860420666,0.747386634349823,0.007319349,0.004414267,30,54748,5.5699396,33.035099029541016,146.51,0.05108,0.49588028,750000
-0.0026675593,7750,4.723815720152846,0.793314978480339,0.009390072,0.003658119,31,55366,5.564833,33.85812282562256,157.77,0.040071998,0.4276178,775000
-0.0028575405,8000,3.9610659075729795,0.5623873472213745,0.0018392095,0.0037067973,32,56110,5.5553246,34.6820502281189,153.39,0.044228,0.75680315,800000
-0.0027628292,8250,4.336841806407738,0.6831518411636353,0.008410254,0.0042852107,33,54945,5.5519724,35.50541090965271,168.45,0.04936,0.55389684,825000
-0.0029903592,8500,5.017439235669906,0.6107427477836609,0.010782485,0.0048031346,34,55011,5.54958,36.34080410003662,172.93,0.057544,0.6245669,850000
-0.0015132509,8750,4.9576945318716295,0.7491455078125,0.012723768,0.002712857,35,56190,5.544084,37.15592098236084,187.57,0.026452,0.46229234,875000
-0.002655936,9000,5.47114271760166,0.8310679942369461,0.015889013,0.0053570666,36,54679,5.540159,37.96860671043396,184.16,0.067068,0.32768196,900000
-0.0025765847,9250,5.015304777527945,0.8106340169906616,0.011470634,0.004157685,37,50334,5.540999,38.78805947303772,161.19,0.044596,0.4333612,925000
-0.002123072,9500,5.127431390967995,0.8382985293865204,0.015128661,0.0022389067,38,56742,5.539428,39.64758086204529,171.11,0.021432,0.37642673,950000
-0.003703259,9750,4.786875469677534,0.6188242435455322,0.011159613,0.005106146,39,45890,5.5340075,40.45240235328674,182.88,0.060584,0.6638926,975000
-0.0027040746,10000,5.599130622162461,0.7061247527599335,0.01570152,0.003687183,40,51085,5.5280247,41.37808132171631,172.51,0.039904,0.55701864,1000000
-0.002828781,10250,5.291038660052027,0.6970014870166779,0.01474072,0.0033636496,41,39829,5.531308,42.23772931098938,162.36,0.038048,0.53974617,1025000
-0.0028917622,10500,4.453289638564297,0.7002960741519928,0.011194568,0.0046880892,42,55638,5.5371466,43.23370885848999,157.1,0.056632,0.5553938,1050000
-0.0024172787,10750,6.382609162112049,0.6870299875736237,0.021996519,0.0035660386,43,55134,5.5386047,44.045899629592896,186.89,0.036564,0.43260676,1075000
-0.0024666288,11000,5.91423721401432,0.6530463695526123,0.018721974,0.0030903681,44,55191,5.53642,44.872474670410156,206.25,0.034624,0.44277182,1100000
