n_updates,ep_len_mean,value_loss,time_elapsed,total_timesteps,clipfrac,serial_timesteps,ep_reward_mean,true_reward,policy_loss,policy_entropy,fps,explained_variance,approxkl
18,13.0,334.55212,25.49337935447693,450000,0.010408001,4500,0.1362310734726998,-3.7345078,-0.0008767007,5.6664524,48894,0.11883080005645752,0.0018417987
19,7.43,332.14807,26.47197699546814,475000,0.017788,4750,0.07528587611109287,-3.8768582,-0.00079746376,5.6652727,51392,0.12845361232757568,0.0024028332
20,10.33,301.3943,27.423115253448486,500000,0.006312,5000,0.22245787180919252,-3.6760924,-0.00030986493,5.664218,51939,0.11747455596923828,0.001509689
21,9.49,295.59976,28.369346857070923,525000,0.018864,5250,0.16921214535759646,-3.7705119,0.0003026952,5.6644745,52108,0.13236218690872192,0.0024151395
22,9.44,288.99875,29.293051958084106,550000,0.011168001,5500,0.1713515423251374,-3.8618681,-0.00012301994,5.659671,42966,0.15630394220352173,0.0020256254
23,10.86,261.46292,30.33752942085266,575000,0.010563999,5750,0.34462119525909657,-3.608164,0.00022792243,5.6520677,43586,0.14785492420196533,0.0018289734
24,8.06,262.31876,31.371543884277344,600000,0.018244,6000,0.19748765751894098,-3.7613616,0.0007549892,5.6468363,54333,0.14630013704299927,0.0023637451
25,8.36,253.45084,32.29119348526001,625000,0.048571996,6250,0.11667841381851758,-3.8185625,0.0014011312,5.6431346,51421,0.1723000407218933,0.004398168
26,11.13,234.5184,33.230435848236084,650000,0.07334399,6500,0.2542122581484364,-3.6863394,0.0020093028,5.6390166,47464,0.1790032982826233,0.0058865147
27,9.58,232.6082,34.20916986465454,675000,0.105780005,6750,0.1587365359578598,-3.7923331,0.0031979731,5.6349187,40804,0.20125919580459595,0.0080163665
28,9.51,210.04716,35.26468825340271,700000,0.07638,7000,0.282463666334271,-3.610277,0.0018203205,5.6320524,52239,0.1933484673500061,0.0060552442
29,10.42,208.00154,36.19450831413269,725000,0.093328,7250,0.23014806744216912,-3.6919124,0.0027292743,5.6296716,54057,0.21802854537963867,0.007154512
30,9.96,199.30551,37.130690574645996,750000,0.023171999,7500,0.19739597037222836,-3.7485685,-0.00020366911,5.6274943,47433,0.2229720950126648,0.0029658123
31,9.78,185.2186,38.17161273956299,775000,0.023764,7750,0.262077748979209,-3.6454854,-0.00012072228,5.62165,39490,0.2359985113143921,0.0028117853
32,8.77,177.83609,39.307005405426025,800000,0.015356,8000,0.1433519913949931,-3.6904073,-0.001155373,5.6172953,52789,0.22746729850769043,0.0019993973
33,11.13,171.90944,40.26538896560669,825000,0.006712,8250,0.21089868326860597,-3.6729562,-0.00041285407,5.614997,54177,0.24067622423171997,0.0013763005
34,9.38,159.67862,41.187596797943115,850000,0.0028519998,8500,0.29510829782168,-3.6920643,-0.0006229823,5.612133,52597,0.2549201250076294,0.00079694035
35,10.73,149.73576,42.13098430633545,875000,0.0055079996,8750,0.17358908235328271,-3.5480223,-0.0001133081,5.60978,52852,0.22906643152236938,0.0012291326
36,10.35,144.55441,43.058767318725586,900000,0.00065199996,9000,0.25034141874341004,-3.6188724,-0.0003297831,5.6089787,39982,0.25758928060531616,0.0005345154
37,9.54,137.42053,44.148478746414185,925000,0.00176,9250,0.2821842839726014,-3.6127975,-0.00011586993,5.6077437,47910,0.24223542213439941,0.0006629793
38,10.89,123.10801,45.12762713432312,950000,0.00024,9500,0.2145215612996617,-3.459778,-0.0005389352,5.606078,41879,0.27713626623153687,0.00029472105
39,11.49,123.227455,46.1750910282135,975000,0.000436,9750,0.30517738424612617,-3.652567,-0.0001211899,5.6021657,51967,0.2763444185256958,0.00046620058
40,11.51,113.257935,47.12129235267639,1000000,4e-05,10000,0.2373968957868783,-3.604928,-0.00035982946,5.5992365,46857,0.30373263359069824,0.00017247608
41,10.84,106.927185,48.11065912246704,1025000,0.00041199996,10250,0.16584871142513294,-3.5123131,-0.00018894245,5.597451,51792,0.2963295578956604,0.00042141677
42,11.58,100.85108,49.04498624801636,1050000,8.799999e-05,10500,0.21576347990121575,-3.5682025,-0.0003596126,5.5969687,53172,0.33578062057495117,0.00016998596
43,10.58,98.8535,49.956666469573975,1075000,0.001792,10750,0.26640341333681133,-3.6364865,-0.00014907493,5.597621,52766,0.2898294925689697,0.0008073194
44,11.9,89.76569,50.90085411071777,1100000,0.000136,11000,0.26236942846428063,-3.5139065,-0.00045251363,5.5978384,51761,0.31666702032089233,0.00018823425
45,12.6,86.0145,51.84456396102905,1125000,0.0006399999,11250,0.24338450960069166,-3.5358524,8.9048226e-05,5.5964217,52038,0.30973321199417114,0.00056887546
46,10.94,83.72551,52.78388786315918,1150000,3.2e-05,11500,0.31403697365949484,-3.6760387,-0.0002994608,5.594924,53853,0.3361143469810486,0.00014660324
