n_updates,ep_len_mean,value_loss,time_elapsed,total_timesteps,clipfrac,serial_timesteps,ep_reward_mean,true_reward,policy_loss,policy_entropy,fps,explained_variance,approxkl
352,24.44,4.912249,342.4352695941925,8800000,0.018376,88000,0.3241369395453421,-2.2095902,-0.0013834881,5.1936784,38231,0.832280233502388,0.0024215344
353,25.67,4.9876885,343.4935395717621,8825000,0.017148,88250,0.41420464211211766,-2.1207042,-0.0012481029,5.191407,35447,0.8333647698163986,0.002216064
354,27.59,5.1700006,344.6028039455414,8850000,0.019891998,88500,0.5950167461919023,-2.2559175,-0.0015078586,5.188737,53797,0.8182861804962158,0.0022917413
355,27.85,5.208708,345.4771270751953,8875000,0.011356001,88750,0.8301030613925332,-2.0386813,-0.0012964321,5.18509,53007,0.8379478454589844,0.0017269828
356,24.22,4.6956906,346.35302996635437,8900000,0.019088,89000,0.5546115387590634,-2.0811675,-0.0015983116,5.182355,53806,0.8430864810943604,0.002246106
357,29.83,5.4688115,347.23225116729736,8925000,0.023804,89250,0.5257332880648028,-2.1813254,-0.0013200134,5.1780543,52680,0.8273394703865051,0.0026808474
358,28.31,5.081362,348.1213312149048,8950000,0.019632,89500,0.5699668476439871,-2.1551578,-0.0016951822,5.1745157,53541,0.8370645642280579,0.0024463055
359,27.72,4.9649544,349.0004463195801,8975000,0.027943999,89750,0.5227713323854914,-2.0292435,-0.0019606685,5.1710396,52622,0.8397851437330246,0.0029151146
360,23.4,4.7499,349.8764820098877,9000000,0.026188001,90000,0.4338625559765205,-2.1192973,-0.001584509,5.1696196,53042,0.8376375585794449,0.0028396114
361,25.11,5.2383547,350.75751423835754,9025000,0.021784002,90250,0.631907266826729,-2.1186852,-0.0022399232,5.1668406,52499,0.8267470002174377,0.0026115286
362,27.47,5.3991795,351.6430742740631,9050000,0.028447997,90500,0.44983755858640506,-2.215918,-0.002342309,5.1617284,54748,0.8217668980360031,0.0029947658
363,20.64,5.4062953,352.52263045310974,9075000,0.064976,90750,0.2792892611593561,-2.1122198,-0.0014925322,5.1526246,52938,0.834912970662117,0.005571683
364,33.02,4.919819,353.4122898578644,9100000,0.030316,91000,0.7118245893700077,-2.0084298,-0.001525794,5.1451006,54209,0.8536355644464493,0.0031779655
365,25.45,5.1092405,354.29908442497253,9125000,0.0177,91250,0.7546227500942677,-2.1667974,-0.0011786477,5.1395926,48723,0.8386217802762985,0.0021591499
366,26.45,5.3448153,355.22019147872925,9150000,0.033819996,91500,0.4681502125788666,-2.2496834,-0.0017543022,5.136328,33575,0.8341677784919739,0.003310396
367,23.32,5.2465115,356.36010813713074,9175000,0.025224,91750,0.42784839571388145,-2.210354,-0.0013902133,5.133341,52965,0.8241436630487442,0.0028961478
368,20.99,5.29128,357.24304270744324,9200000,0.031316005,92000,0.33793840850365087,-2.2322402,-0.0015055223,5.132207,52174,0.8243791610002518,0.0033375402
369,25.87,4.842473,358.1505181789398,9225000,0.030504,92250,0.3000489509225372,-2.1881404,-0.0018641471,5.130128,43280,0.8430648446083069,0.0031099576
370,26.85,5.351385,359.1265413761139,9250000,0.039648,92500,0.518671590492172,-2.1348484,-0.0021239005,5.127124,52331,0.8363918960094452,0.0037687127
371,29.76,4.9091573,360.02499651908875,9275000,0.028532002,92750,0.5735390117796669,-1.9870472,-0.0014341475,5.123244,52988,0.8547601997852325,0.0031847712
372,24.95,5.1268826,360.9101071357727,9300000,0.050683998,93000,0.5171400431964684,-2.1794567,-0.0018461633,5.1183124,54249,0.8489053845405579,0.004623151
373,24.11,4.8140345,361.7882707118988,9325000,0.02884,93250,0.4886659602796317,-2.0771427,-0.0022059826,5.114497,52935,0.8528660833835602,0.0032315939
374,32.26,4.987065,362.6706144809723,9350000,0.033264004,93500,0.5723790659631436,-2.0846312,-0.0016193364,5.1112866,55537,0.8597515672445297,0.0034571528
375,23.37,5.0292177,363.5374617576599,9375000,0.040252,93750,0.3183014958988815,-2.0692563,-0.0014356177,5.10859,53517,0.847228080034256,0.003868442
376,26.37,5.077348,364.41485142707825,9400000,0.03878,94000,0.5372537211898453,-2.2288709,-0.0017310003,5.1054316,49762,0.8499840945005417,0.0038098625
377,30.07,5.130045,365.3299276828766,9425000,0.024044,94250,0.477240989801262,-2.0410852,-0.0012425967,5.100848,54018,0.8492585718631744,0.0028163781
378,25.84,4.8004885,366.1985421180725,9450000,0.062367998,94500,0.5453897616854784,-2.2150073,-0.0017294325,5.0957527,52039,0.8517562597990036,0.005552084
379,29.45,4.948454,367.0895764827728,9475000,0.038679995,94750,0.534543483354064,-2.0807135,-0.0015784804,5.090123,54223,0.8541200011968613,0.003782848
380,25.15,5.1918974,367.9671335220337,9500000,0.06863999,95000,0.36722998796572937,-2.1518066,-0.00119401,5.08519,54214,0.844534769654274,0.0059056953
381,23.26,4.404623,368.83764719963074,9525000,0.035932,95250,0.5365466960193226,-2.11451,-0.0013567337,5.0822425,48916,0.8717194944620132,0.0035802461
382,27.35,4.849583,369.74973034858704,9550000,0.048116002,95500,0.34679425436546807,-2.1848722,-0.0012354457,5.0794435,29653,0.8610820919275284,0.004494123
383,29.68,5.0592475,370.9871635437012,9575000,0.023580002,95750,0.6087486662164884,-2.1902182,-0.0017678253,5.0760994,54348,0.8521147966384888,0.0026442225
384,27.22,4.800383,371.8388521671295,9600000,0.032188002,96000,0.6682679392434148,-2.1490738,-0.0016801527,5.0744534,45269,0.8640767484903336,0.0032939273
385,27.92,4.619167,372.80091881752014,9625000,0.020692,96250,0.40018654072893695,-2.251914,-0.0019110715,5.0725126,52018,0.8666679710149765,0.0026391377
386,26.52,4.49603,373.6703419685364,9650000,0.040308002,96500,0.4570640391865504,-2.1842878,-0.0021713455,5.0692472,45038,0.8641823083162308,0.0038930953
387,30.36,5.0376143,374.64129853248596,9675000,0.030728001,96750,0.46838638620437906,-2.1880074,-0.0018248406,5.0653434,53218,0.852089911699295,0.003158721
388,28.64,5.154681,375.5106592178345,9700000,0.023260001,97000,0.3856029912555573,-2.0032682,-0.001985226,5.0604897,34362,0.8640374392271042,0.002639387
389,31.58,5.2258277,376.6359272003174,9725000,0.01512,97250,0.5754944693291327,-1.8903589,-0.0011360929,5.055232,39030,0.8694927394390106,0.0021618064
390,23.95,4.4720774,377.67281126976013,9750000,0.018264,97500,0.6560846715369735,-2.2093432,-0.0018220538,5.0510187,54197,0.870391234755516,0.002358529
391,32.23,5.262349,378.5401277542114,9775000,0.03706,97750,0.6903993465127042,-2.0714142,-0.0019139902,5.0471253,53318,0.8550015240907669,0.0035593163
392,23.98,4.724376,379.4114639759064,9800000,0.060859997,98000,0.5636702563118888,-2.3399541,-0.0018568622,5.042234,52372,0.8486763834953308,0.005258373
393,25.46,5.2984056,380.30405735969543,9825000,0.02584,98250,0.56963217036051,-2.1381915,-0.0012178032,5.0378113,53882,0.8539837449789047,0.0029948473
394,26.7,5.075022,381.1649408340454,9850000,0.028832,98500,0.4030278860744147,-2.2189057,-0.0018377425,5.035226,54510,0.8511623442173004,0.0030220493
395,31.39,5.088784,382.0307238101959,9875000,0.015756,98750,0.8699295314464416,-2.0804822,-0.0010446857,5.0331125,52898,0.8652653694152832,0.0020879433
396,26.71,5.045598,382.91207361221313,9900000,0.024044001,99000,0.5797155582981759,-2.2093043,-0.0019366,5.0314083,52960,0.8490386307239532,0.0027055885
397,25.34,4.570213,383.80988669395447,9925000,0.026136002,99250,0.5725150250031765,-2.2189298,-0.0018305208,5.0297046,48650,0.8600745499134064,0.0029018796
398,20.81,4.603341,384.7342436313629,9950000,0.033456,99500,0.4626999972515546,-2.1816287,-0.0020738307,5.024518,53214,0.8550985306501389,0.00348827
399,25.41,4.550049,385.62019324302673,9975000,0.020392,99750,0.39251817326431593,-1.9349972,-0.0015181439,5.017906,35384,0.8778748586773872,0.0024630872
400,34.8,4.525942,386.7121088504791,10000000,0.031496,100000,0.6384528349712673,-2.2089343,-0.0018311063,5.011842,46072,0.8806079253554344,0.0032399092
401,22.86,4.881738,387.6539876461029,10025000,0.028072,100250,0.8437062299198442,-2.201899,-0.0013251747,5.007474,52456,0.8590513318777084,0.0030857136
402,26.78,4.5475497,388.53481674194336,10050000,0.051444,100500,0.7290792731303009,-2.213763,-0.001062554,5.002593,54003,0.8590052425861359,0.004744204
403,26.66,4.903035,389.41611313819885,10075000,0.021728,100750,0.663234679156667,-2.2200093,-0.0018396802,4.996952,54467,0.8544033616781235,0.002532651
404,26.34,5.0518827,390.29478549957275,10100000,0.037572,101000,0.7452698103796024,-2.0314894,-0.0016752885,4.9907994,31759,0.8740701824426651,0.003568144
405,32.0,5.009808,391.48849725723267,10125000,0.027568001,101250,0.6438727630890776,-2.064374,-0.0015121532,4.984225,54875,0.8737657368183136,0.0029004214
406,25.29,4.7901096,392.36102509498596,10150000,0.024875998,101500,0.5862696716365099,-2.1417463,-0.001782502,4.981663,52705,0.8638464063405991,0.0026659665
407,25.67,5.3143992,393.27428579330444,10175000,0.038831998,101750,0.39089272231928635,-2.1849618,-0.0019692732,4.9791827,54310,0.8450056463479996,0.0038712006
408,30.22,4.4326572,394.15517711639404,10200000,0.035956,102000,0.767303187372072,-2.0195963,-0.0018769645,4.9753256,55023,0.8876660168170929,0.003654667
409,31.36,4.6633315,395.0156443119049,10225000,0.035728004,102250,0.8102602498505758,-2.0297318,-0.0015421765,4.97057,53106,0.8770019263029099,0.0035842718
410,24.81,4.7551813,395.89499139785767,10250000,0.026948,102500,0.2858434611265875,-2.129447,-0.0017760613,4.9685316,54354,0.8651529252529144,0.0029889913
411,28.58,4.539985,396.76319432258606,10275000,0.018024001,102750,0.8265040285038413,-2.0460656,-0.0018245023,4.9667673,42080,0.8774503991007805,0.00220147
412,32.06,4.6930723,397.7649836540222,10300000,0.024083998,103000,0.7880707446126326,-2.0270584,-0.0015508552,4.963956,44480,0.8782464563846588,0.0027378642
413,27.6,4.8094206,398.7269141674042,10325000,0.039476,103250,0.7157136806902895,-2.2040014,-0.0023649652,4.9617314,44432,0.8628657162189484,0.0037077058
414,30.03,4.779979,399.69429636001587,10350000,0.019323999,103500,0.7621194373125582,-2.1172101,-0.0011999165,4.9606013,53493,0.8841082751750946,0.002447223
415,33.23,4.7974954,400.5553596019745,10375000,0.021084,103750,0.4706857654188002,-2.0078046,-0.002078899,4.9607663,45251,0.8715975284576416,0.0024754568
416,30.93,4.864621,401.5051941871643,10400000,0.017768,104000,0.4784538906380476,-1.9210359,-0.001609286,4.960654,42730,0.880049504339695,0.0020868387
417,25.24,4.64348,402.4664623737335,10425000,0.024152,104250,0.5639377770694136,-2.073892,-0.001527358,4.9592443,51397,0.8767886906862259,0.0026070434
418,32.42,4.344103,403.3517634868622,10450000,0.020244,104500,0.6275296799491662,-2.0281556,-0.001896001,4.9574046,41852,0.8801147043704987,0.0022872551
419,27.2,4.5348535,404.35377740859985,10475000,0.01474,104750,0.6712450964054005,-2.1918757,-0.0016342821,4.952141,54553,0.8749863356351852,0.0019287374
420,22.15,4.489745,405.2224097251892,10500000,0.026403999,105000,0.34546115410211314,-2.2028346,-0.0019479261,4.9465957,46310,0.8751803189516068,0.0026617595
421,20.09,5.1634502,406.1592969894409,10525000,0.031120002,105250,0.1974527956800739,-2.1109843,-0.0018329663,4.9422655,53485,0.8644179254770279,0.0032291934
422,26.7,4.8061132,407.03345584869385,10550000,0.052624,105500,0.27912216294505926,-2.2425733,-0.0020330092,4.9394894,53241,0.8624192178249359,0.0049249516
423,31.91,4.650461,407.9059522151947,10575000,0.019924,105750,0.5699331289146812,-2.0852172,-0.0013532382,4.9356394,54378,0.8728159964084625,0.002418499
424,29.55,5.2016335,408.7794871330261,10600000,0.029535998,106000,0.5815150614658887,-2.1538622,-0.0017517728,4.9335628,51319,0.8500564843416214,0.0031169332
425,24.74,4.7339683,409.66594886779785,10625000,0.017236,106250,0.43281476144845327,-2.2584267,-0.0018271428,4.9313054,53646,0.8492322415113449,0.0020709443
426,34.0,4.905004,410.54362392425537,10650000,0.032275997,106500,0.2896738295684099,-1.9685711,-0.0022923977,4.927308,52741,0.8851522505283356,0.0032906984
427,25.28,4.8066454,411.4196264743805,10675000,0.019428,106750,0.43667405381539537,-2.2076902,-0.0015795426,4.9224863,45374,0.8742891401052475,0.002430391
428,22.82,4.431739,412.3724958896637,10700000,0.04098,107000,0.5168998558377825,-2.1105464,-0.0015925973,4.916182,53831,0.8810634166002274,0.003868788
429,29.83,4.768403,413.2317726612091,10725000,0.035596,107250,0.8781607305944271,-2.0305936,-0.001410174,4.909539,44427,0.8859930858016014,0.003633899
430,29.03,5.0138664,414.19257736206055,10750000,0.042632002,107500,0.6764756798064627,-2.1114287,-0.0011044291,4.9069157,54695,0.8813370913267136,0.004087433
431,31.13,4.5094867,415.0451018810272,10775000,0.034396,107750,0.5002506169790684,-1.9950558,-0.0015610311,4.902796,54895,0.8860336244106293,0.003563819
432,31.41,4.445241,415.90405344963074,10800000,0.026887998,108000,0.34398465063296496,-2.0614793,-0.0015305355,4.898933,44012,0.8943807035684586,0.002956954
433,26.6,4.5443506,416.86661195755005,10825000,0.056956,108250,0.8526647434664119,-2.1419353,-0.000753449,4.8952055,43292,0.8722338229417801,0.0053501693
434,27.4,4.832164,417.82766485214233,10850000,0.052732,108500,0.6075040852757593,-2.174537,-0.0023679282,4.8875666,53523,0.8696684539318085,0.0047528846
435,25.65,4.4572277,418.6964976787567,10875000,0.028379997,108750,0.362261800425872,-2.111284,-0.001774526,4.8811364,54149,0.8779942244291306,0.0030223501
436,30.46,4.8253384,419.5655565261841,10900000,0.06429999,109000,0.4364921983242857,-2.1194727,-0.0019119062,4.877738,48122,0.8785363286733627,0.0056475173
437,26.01,4.7973967,420.4804847240448,10925000,0.025620002,109250,0.4959938257848899,-2.2504525,-0.0018204615,4.876562,53595,0.8583774864673615,0.0030543548
438,26.93,4.56205,421.3680052757263,10950000,0.049564004,109500,0.6647067630074435,-2.117332,-0.0020579572,4.877145,42466,0.8733028471469879,0.0044452576
439,26.96,4.85187,422.3523921966553,10975000,0.014872,109750,0.4417958973857822,-2.0508387,-0.0016777485,4.878662,53676,0.8697715997695923,0.0020076863
440,21.97,5.02374,423.23412466049194,11000000,0.027756,110000,0.5254056860545098,-2.2137764,-0.002589911,4.8772078,52558,0.85939721763134,0.0029167607
441,32.98,4.647055,424.1384015083313,11025000,0.016208,110250,0.38829895128352293,-2.0160468,-0.0015386104,4.87265,54148,0.8860135525465012,0.0020668844
442,27.21,4.680678,425.0096871852875,11050000,0.022580002,110500,0.42428548807656624,-2.0236168,-0.0019779531,4.8690305,53047,0.8837826326489449,0.0024167777
443,33.01,5.0047035,425.8794102668762,11075000,0.02416,110750,0.8531445275114311,-2.0012724,-0.0021950908,4.865123,53176,0.8756790906190872,0.002615621
444,22.5,4.4479094,426.76080775260925,11100000,0.034736,111000,0.6276171472334136,-2.2124777,-0.0021438382,4.861341,37641,0.8814371973276138,0.0034873262
445,33.93,4.558181,427.82056498527527,11125000,0.020052,111250,0.697039765718182,-2.0490887,-0.0016180422,4.8586617,37652,0.8974396511912346,0.0023049691
446,21.63,4.3538737,428.87878227233887,11150000,0.026932001,111500,0.41889005641438415,-2.1210978,-0.0019946864,4.856244,53010,0.8774010762572289,0.0029542916
447,28.75,4.5353436,429.74522399902344,11175000,0.021659998,111750,0.5270041660043807,-2.0909836,-0.0016915832,4.8544354,53255,0.871184766292572,0.0024769132
448,24.37,4.19618,430.61305928230286,11200000,0.043524,112000,0.5334991761686342,-2.1654143,-0.0018700396,4.852354,53287,0.8920021504163742,0.004208066
449,22.66,4.6394987,431.48424220085144,11225000,0.021164,112250,0.7052017402302954,-2.0525832,-0.0021968903,4.8498845,46572,0.8835504353046417,0.002485155
450,29.91,4.8227167,432.43016600608826,11250000,0.02066,112500,0.5080433848688153,-2.0988264,-0.0016970776,4.846621,53668,0.8699646592140198,0.0024145402
451,34.55,4.2251077,433.2992959022522,11275000,0.017348,112750,0.6710586941889687,-1.9947289,-0.0021321462,4.843893,53686,0.8911833539605141,0.0023525394
452,25.73,4.2667704,434.1629886627197,11300000,0.01966,113000,0.5976401427181736,-2.0489926,-0.0020275223,4.837571,54693,0.8878277614712715,0.0023380425
453,35.21,4.933306,435.020122051239,11325000,0.019531999,113250,0.5123469573832881,-2.0678632,-0.0018849708,4.83318,55216,0.8791113346815109,0.0023977929
454,28.59,4.770446,435.8769226074219,11350000,0.021248,113500,0.6882565921072273,-2.1761913,-0.0018242126,4.8296633,29710,0.8712903708219528,0.0024921554
455,27.9,4.2546234,437.11407589912415,11375000,0.023963999,113750,0.8564356359250723,-2.0171368,-0.0016173072,4.825732,32502,0.9032026305794716,0.0027825562
456,29.36,4.474849,438.2848598957062,11400000,0.031928,114000,0.647805760802512,-2.105038,-0.0021126904,4.821366,43784,0.8907263651490211,0.0032935187
457,31.03,4.347995,439.2621421813965,11425000,0.029132,114250,0.6045374675673884,-2.0936198,-0.0020147616,4.81899,46698,0.8816174790263176,0.0029928423
458,22.6,4.6378593,440.18969774246216,11450000,0.042031996,114500,0.30303792168471316,-2.2301562,-0.0017464502,4.817464,38593,0.8730649799108505,0.004008984
459,32.61,4.7750387,441.2413125038147,11475000,0.018000001,114750,0.4944299063386097,-1.9574118,-0.0016135403,4.8140545,49533,0.8826062381267548,0.0021366416
460,30.68,4.8923044,442.1296091079712,11500000,0.015383999,115000,0.44325989119963194,-2.124864,-0.001724308,4.810267,54993,0.8821666240692139,0.0020244238
461,27.38,4.584058,442.9916036128998,11525000,0.031308003,115250,0.41568130319374175,-2.0607185,-0.0028212972,4.8086467,53946,0.8895840793848038,0.0030748765
462,26.67,4.401264,443.8518671989441,11550000,0.066944,115500,0.4962861964016065,-2.0809622,-0.0019364019,4.8057523,54069,0.8848306387662888,0.0056498745
463,26.98,4.247327,444.70618319511414,11575000,0.030591998,115750,0.5118325023049874,-2.1170545,-0.0016902182,4.8015237,53803,0.8863364309072495,0.0031618103
464,24.75,4.047652,445.5641767978668,11600000,0.060087997,116000,0.5799498734406734,-2.2372253,-0.0024039757,4.7977576,52706,0.8766619116067886,0.00545994
465,23.11,4.3738947,446.4483757019043,11625000,0.09041999,116250,0.3394583235139544,-2.153143,-0.00048430724,4.7897882,53028,0.8853909000754356,0.008098349
466,26.4,4.100893,447.33504700660706,11650000,0.08518,116500,0.10232570532723911,-1.9931489,-0.0010591805,4.785084,49053,0.9045250341296196,0.007109596
467,29.07,4.776946,448.2472667694092,11675000,0.04798,116750,0.9380875287886647,-2.1830273,-0.0032182373,4.7821817,54286,0.8730427771806717,0.004150377
468,27.35,4.530284,449.1133379936218,11700000,0.060663998,117000,0.3538705606590156,-2.216958,-0.0037075977,4.7739286,52596,0.8824488669633865,0.0052514737
469,26.61,4.4386444,449.9926326274872,11725000,0.041160002,117250,0.9588189630559495,-2.0752068,-0.0033411935,4.760764,53475,0.8787579536437988,0.004057134
470,25.75,4.8303914,450.8608241081238,11750000,0.054819994,117500,0.42881545693586304,-2.154161,-0.0035630134,4.748308,53303,0.8681875169277191,0.004782089
471,27.85,4.707095,451.73328614234924,11775000,0.057044,117750,0.7480110140431679,-2.0395787,-0.0029417996,4.7427244,52953,0.8824830502271652,0.0050022127
472,26.17,4.812154,452.6090278625488,11800000,0.053800005,118000,0.40393321844328967,-1.9840317,-0.002463484,4.7363667,54574,0.8810219913721085,0.004714602
473,34.84,4.8846064,453.46714091300964,11825000,0.055800002,118250,0.7358535245650611,-2.1952305,-0.0043551233,4.725399,54371,0.8840211778879166,0.004886183
474,25.2,4.6852503,454.32793855667114,11850000,0.053216003,118500,0.5877842066450103,-2.129291,-0.0040130056,4.7083645,53238,0.8819093182682991,0.004812904
475,26.17,4.540929,455.227011680603,11875000,0.056623995,118750,0.40894897979607775,-2.0410132,-0.003367544,4.6913347,52649,0.877873495221138,0.0049101743
476,25.32,4.688054,456.1030170917511,11900000,0.040124,119000,0.7129709967744929,-2.1199439,-0.0026057784,4.678073,53426,0.8784292116761208,0.003898458
477,29.58,4.741197,456.98185896873474,11925000,0.042752,119250,0.7690929541932383,-2.0374486,-0.0037881222,4.670507,54359,0.8847689032554626,0.003896363
478,26.19,4.7646685,457.8481147289276,11950000,0.07793601,119500,0.4668680028777817,-2.0460773,-0.004074145,4.6625566,43565,0.8871917277574539,0.0062444666
479,26.0,5.01448,458.8117845058441,11975000,0.092224,119750,0.798335520153778,-2.0516865,-0.00058995123,4.6596093,54785,0.8797953054308891,0.00819645
480,29.85,4.557401,459.68253684043884,12000000,0.06523201,120000,0.4177684952429263,-2.151233,-0.0011069197,4.656493,52215,0.8910277262330055,0.0057568364
481,26.41,5.197217,460.5646970272064,12025000,0.052512,120250,0.8019314740719711,-1.9402906,-0.0035561342,4.6500335,48244,0.8891894668340683,0.0046485746
482,25.76,4.7312374,461.4742307662964,12050000,0.05294,120500,0.724207650306098,-2.1634533,-0.003440133,4.641543,54538,0.8923510238528252,0.0046695927
483,25.32,4.330223,462.3394510746002,12075000,0.052603997,120750,0.4976814769493285,-2.1246371,-0.0033409942,4.6364355,54419,0.8916067183017731,0.0046863807
484,23.09,4.693225,463.22456884384155,12100000,0.057496,121000,0.30928588662311085,-2.1111326,-0.0036583897,4.628661,51893,0.8799296617507935,0.0050810864
485,30.43,5.0110226,464.1179201602936,12125000,0.0546,121250,0.6859199370978059,-2.0122364,-0.0036795544,4.6251054,53427,0.8872019723057747,0.004814005
486,29.18,5.5820665,464.9877550601959,12150000,0.06281601,121500,0.5815987854684499,-2.0717835,-0.0035858355,4.617561,44853,0.8732816874980927,0.0053896224
487,24.9,4.544118,465.9254415035248,12175000,0.050448,121750,0.2392160018424147,-2.1332061,-0.002410689,4.6136093,54434,0.8795583620667458,0.004492407
488,27.15,4.92009,466.7929267883301,12200000,0.046576,122000,0.7551676065407265,-2.0671737,-0.002633044,4.6095104,54836,0.8789670169353485,0.0042845747
489,29.04,4.1725297,467.6582672595978,12225000,0.0422,122250,0.7184540466158478,-1.9221188,-0.0031009498,4.6071634,53583,0.9009945914149284,0.003996673
490,27.94,4.840429,468.5275602340698,12250000,0.04792,122500,0.5936035033002554,-2.0711277,-0.002559233,4.6039343,54658,0.883249819278717,0.0043977555
491,31.65,4.660947,469.38790249824524,12275000,0.050128,122750,0.705505844173822,-2.0527518,-0.0031743322,4.5969467,53724,0.8952068984508514,0.0046147117
492,37.42,4.4802866,470.26553320884705,12300000,0.047032,123000,0.7554936635434205,-2.0663636,-0.002954737,4.5903535,53637,0.906188540160656,0.004349311
493,30.35,4.461855,471.14259028434753,12325000,0.048256,123250,0.7385518204190157,-2.10616,-0.003842879,4.5823593,31774,0.8955883458256721,0.004406989
494,35.63,4.9018736,472.3332016468048,12350000,0.06564,123500,0.8721154800921431,-1.9441875,-0.0015659292,4.578323,53959,0.8961118385195732,0.005544477
495,28.14,4.730677,473.1920487880707,12375000,0.033552002,123750,0.6344032660686935,-2.1746151,-0.0022849985,4.574458,54076,0.8818598687648773,0.0034013167
496,27.32,4.322927,474.0611503124237,12400000,0.056083996,124000,0.5394910734365113,-2.0789597,-0.0028775958,4.569254,52275,0.8912494778633118,0.005014215
497,26.58,4.1259985,474.9475486278534,12425000,0.056184,124250,0.4901481015596073,-2.0510523,-0.0030076304,4.5595245,53451,0.9079788401722908,0.0050725257
498,24.86,4.262985,475.82345628738403,12450000,0.059503995,124500,0.40224236716463563,-2.046488,-0.0030947202,4.5483694,52224,0.8971424028277397,0.005215952
499,25.1,4.3095465,476.6996576786041,12475000,0.046715997,124750,0.5470875809275231,-2.100617,-0.0032900914,4.536731,46392,0.9000298008322716,0.004316058
500,25.08,5.012753,477.6490137577057,12500000,0.042632,125000,0.6610089889200753,-2.0374491,-0.0028987178,4.521634,47237,0.8726144880056381,0.0039778315
501,22.52,3.9834614,478.57242369651794,12525000,0.038704,125250,0.5272833661278855,-2.203394,-0.0026767268,4.5049086,54761,0.9031857997179031,0.0036727707
502,25.92,3.9834716,479.4350962638855,12550000,0.066204,125500,0.7794294194495615,-2.0145264,-0.002285994,4.494505,53175,0.9028504118323326,0.005701552
503,31.48,3.9255974,480.3092131614685,12575000,0.042483997,125750,0.5182923091472343,-2.0025878,-0.0033619099,4.4873405,55496,0.9070699959993362,0.004014208
504,30.84,4.042388,481.1542663574219,12600000,0.049008,126000,0.33298670443704625,-2.0464911,-0.0029264227,4.479268,55145,0.9069882109761238,0.0044771815
505,25.49,4.117781,482.0213797092438,12625000,0.034420002,126250,0.4019555390548112,-2.0595875,-0.0031474333,4.4741025,54600,0.9014023989439011,0.0034849495
506,25.93,4.1181474,482.87334513664246,12650000,0.037452,126500,0.6902169346977552,-1.9760156,-0.002280205,4.4686675,47556,0.9109991192817688,0.0035187013
507,31.84,4.3086977,483.79591965675354,12675000,0.035848,126750,1.1524692788508855,-1.9645623,-0.0025278914,4.466969,49078,0.9045136421918869,0.0035773828
508,23.99,3.9994226,484.6932923793793,12700000,0.034692,127000,0.7044782366599247,-2.005507,-0.0021217926,4.4647417,55022,0.9101149141788483,0.0034548752
509,32.63,4.1069016,485.55992913246155,12725000,0.06894,127250,0.7497274348992505,-2.0953143,-0.0021829545,4.4600463,52526,0.8999225944280624,0.005727105
510,32.95,4.5807123,486.4619574546814,12750000,0.058539998,127500,0.5944650254095722,-1.9360534,-0.0012602517,4.4518685,54598,0.9003846570849419,0.0054309005
511,27.56,4.8339577,487.32321214675903,12775000,0.055331998,127750,0.529886377038747,-2.038128,-0.0012481015,4.4458437,54839,0.8896036893129349,0.005007002
512,33.64,4.9372673,488.18140172958374,12800000,0.056268,128000,0.49258821575856926,-2.02736,-0.0036944554,4.4407244,53077,0.8913997858762741,0.0050516473
513,32.26,3.7534306,489.05281591415405,12825000,0.047996,128250,0.5718449933052944,-2.0295458,-0.0040033376,4.4310875,49420,0.916331835091114,0.004373912
514,31.37,4.3091044,489.95767641067505,12850000,0.057071995,128500,0.6664612253332052,-2.1105385,-0.00343841,4.426457,53306,0.9020017310976982,0.004963023
515,25.18,4.6684084,490.82058215141296,12875000,0.046231996,128750,0.6834271900255408,-2.0827787,-0.0034416958,4.422666,54573,0.8876539394259453,0.004303293
516,34.08,4.103395,491.68016386032104,12900000,0.048528004,129000,0.7641259398758484,-1.9619268,-0.003411688,4.415494,45148,0.906516432762146,0.0044262907
517,27.44,4.718114,492.6174085140228,12925000,0.052088,129250,0.6148808699666551,-2.1017795,-0.0033584652,4.408509,44072,0.8936211168766022,0.0046676034
518,25.99,3.95958,493.5772752761841,12950000,0.04788,129500,0.5869369654360344,-2.2126117,-0.0022865445,4.4021177,53485,0.9048184975981712,0.0043549547
519,31.59,4.311489,494.4453890323639,12975000,0.032183997,129750,0.8643251975404564,-1.8721595,-0.0027533046,4.398565,52769,0.9111093878746033,0.0033721488
520,37.89,4.2941084,495.31468391418457,13000000,0.039555997,130000,0.814661024724237,-1.9112444,-0.0033548276,4.3969636,54894,0.9099455177783966,0.003715974
521,32.36,4.7872553,496.1736354827881,13025000,0.037664004,130250,0.9249772851536181,-2.2376106,-0.0025998533,4.397093,53806,0.901712030172348,0.0036464564
522,28.0,4.0404744,497.0383229255676,13050000,0.04228,130500,0.5707267593082724,-2.1148512,-0.0031514007,4.3928113,54097,0.9070520251989365,0.0040599173
523,24.14,4.519582,497.8967809677124,13075000,0.044492,130750,0.22749332845644857,-1.9979537,-0.0025133414,4.383503,41189,0.8940551355481148,0.004126965
524,25.5,4.2717743,498.89752531051636,13100000,0.049627997,131000,0.7485010762273305,-2.0757651,-0.0030070774,4.377454,53605,0.8985794931650162,0.0045283632
525,28.45,4.2888155,499.7606225013733,13125000,0.034948,131250,0.5387528945660779,-2.0542665,-0.0023719908,4.3706775,53273,0.9031512066721916,0.0035068444
