policy_loss,clipfrac,approxkl,fps,n_updates,explained_variance,value_loss,total_timesteps,true_reward,ep_len_mean,ep_reward_mean,policy_entropy,time_elapsed,serial_timesteps
-0.0017456885,0.050324004,0.004463461,49411,35,0.61710986495018,0.6359972,875000,0.0078081056,247.67,2.9824090497564693,2.4607978,36.266491174697876,8750
-0.0007021145,0.04244,0.0041004256,54693,36,0.555709183216095,0.42200732,900000,0.0110150045,248.48,3.2616615785232796,2.4610112,37.12777853012085,9000
-0.0010791041,0.019012,0.002598558,40430,37,0.7987687885761261,0.49964944,925000,0.008850076,246.03,3.2090931397172526,2.465444,37.94769334793091,9250
-0.0020988816,0.052156,0.0047029452,40986,38,0.9735768791288137,0.022346154,950000,0.0131028285,250.0,3.2757069916077968,2.4694605,38.923583984375,9500
-0.0011239509,0.113671996,0.008714962,46275,39,0.5786446928977966,0.6812367,975000,0.0077768047,248.07,2.9174509123474217,2.4742043,39.8937566280365,9750
-0.0022535364,0.037956,0.003797977,37760,40,0.9664090238511562,0.015804593,1000000,0.012294306,250.0,3.07357674661597,2.4743872,40.80005145072937,10000
-0.00024353,0.071372,0.0058612186,55129,41,0.35088402032852173,0.92318666,1025000,0.008652642,246.46,3.1188451391183514,2.4662511,41.82367467880249,10250
-0.00015401843,0.07532801,0.006042107,50879,42,0.18699342012405396,1.4438293,1050000,0.0073945136,243.58,3.2242622121450184,2.4609656,42.627381801605225,10500
-0.0007733599,0.024864,0.0025042875,54814,43,0.6885053217411041,0.83968604,1075000,0.007707085,244.46,3.349917346800682,2.4595358,43.47623014450073,10750
-0.0010611295,0.021076,0.0026049803,53330,44,0.8029593676328659,0.2411621,1100000,0.009611864,248.25,2.8969853280173754,2.459132,44.308743715286255,11000
-0.0015756342,0.113492,0.008648561,55594,45,0.4344450831413269,0.83002836,1125000,0.009728364,247.15,3.400273907650012,2.4577355,45.12163829803467,11250
-0.0019933681,0.068012,0.005614476,55711,46,0.34098488092422485,1.2748088,1150000,0.0071037873,246.49,3.2942277844221737,2.4569228,45.928743839263916,11500
-0.00054483477,0.01248,0.001964364,54664,47,0.4542144536972046,0.47957706,1175000,0.011892349,248.12,3.4612098211479587,2.4574835,46.722970962524414,11750
-0.000816785,0.040556,0.003915304,54228,48,0.5522284507751465,0.7086876,1200000,0.0087679,246.09,3.1977912394229633,2.459093,47.537283420562744,12000
-0.0018348733,0.056844003,0.0049193474,50405,49,0.6480847299098969,0.73206884,1225000,0.008244872,246.02,2.994042143315213,2.4634738,48.343469858169556,12250
-0.0013286717,0.09166,0.0069619566,53671,50,0.5709372162818909,0.39172298,1250000,0.01053927,249.67,3.1389482265198354,2.465117,49.191834688186646,12500
-0.002222957,0.030583998,0.0034434479,45979,51,0.9622894488275051,0.016698461,1275000,0.012439752,250.0,3.109938152141688,2.4622576,50.00479197502136,12750
-0.0016639713,0.058564,0.005023775,53536,52,0.6015929281711578,0.39745474,1300000,0.010430389,247.97,3.1480004861978808,2.4588299,50.89541840553284,13000
-0.00019355101,0.045424003,0.004335789,54079,53,0.6637434959411621,0.3501559,1325000,0.010183063,247.88,3.0070881378696352,2.4555545,51.71768641471863,13250
0.00085942587,0.070856,0.0062773935,55858,54,0.3628191351890564,0.8978114,1350000,0.008121769,246.8,3.0076131453362827,2.4539313,52.51500964164734,13500
-0.0005257013,0.08534,0.006928646,56148,55,0.739387571811676,0.5274088,1375000,0.009440707,247.07,3.3352940749173183,2.4538374,53.313467502593994,13750
-0.0013655149,0.045908,0.00407881,55528,56,0.4673998951911926,1.4000324,1400000,0.00539092,246.84,3.343134182451905,2.4542632,54.11110281944275,14000
-0.0023186575,0.03988,0.0038062565,55476,57,0.9554090760648251,0.019404601,1425000,0.011964667,250.0,2.991166789855848,2.4539104,54.90800929069519,14250
-0.002384161,0.083152,0.006580657,45602,58,0.6636340022087097,0.38017064,1450000,0.0127533,248.22,3.671541650817101,2.449974,55.70896315574646,14500
-0.0003129992,0.087772004,0.007032743,55743,59,0.42676955461502075,0.48404354,1475000,0.012780409,247.9,3.6562832246382944,2.4522698,56.61726951599121,14750
-3.181569e-05,0.042732,0.0040426254,55352,60,0.6308833360671997,0.63688886,1500000,0.009030309,246.81,3.216662262564288,2.4555068,57.409013509750366,15000
-0.002276886,0.079459995,0.006441648,40239,61,0.6130399107933044,0.6286524,1525000,0.009109212,248.14,3.2604504435572017,2.4549012,58.21323871612549,15250
-0.00090581056,0.074212,0.0059466218,41447,62,0.41917210817337036,1.1877139,1550000,0.008229182,245.81,3.5895833111879027,2.4536006,59.183565616607666,15500
-0.00070814136,0.04932,0.0042500515,56092,63,0.2841078042984009,0.94545364,1575000,0.009663565,245.64,3.3336176681366148,2.4525752,60.128493547439575,15750
-0.0018608356,0.083428,0.006945809,42856,64,0.5085183084011078,0.4413363,1600000,0.011638346,248.87,3.4282574510968287,2.4521296,60.93431210517883,16000
-0.001053279,0.062388003,0.005299302,55157,65,0.9216037094593048,0.11418933,1625000,0.009647101,247.58,2.8462159617987943,2.4544199,61.862247943878174,16250
-0.001115391,0.067012,0.0056161727,53922,66,0.5999217927455902,1.2568266,1650000,0.0053921957,243.42,3.224765347838441,2.4560251,62.65801239013672,16500
-0.0015247669,0.07064799,0.0059267045,54300,67,0.7334918081760406,0.2597812,1675000,0.012902869,248.31,3.723913627199979,2.4584708,63.47036790847778,16750
-0.0020220303,0.083228,0.0066305087,54386,68,0.7939247041940689,0.25286108,1700000,0.011553136,248.09,3.3403027658473765,2.4620304,64.2761971950531,17000
-0.0021005415,0.064991996,0.005558473,53354,69,0.49350160360336304,0.44545484,1725000,0.011637384,249.64,3.4119910087637924,2.462328,65.08414649963379,17250
-0.0018037021,0.09416,0.0073694354,44284,70,0.8215072602033615,0.2597469,1750000,0.011446473,248.37,3.33935647963487,2.4624972,65.94800901412964,17500
-0.0017663393,0.068404004,0.0058406023,42811,71,0.7667137682437897,0.28624684,1775000,0.01315591,247.85,3.7451777359970584,2.463377,66.8589985370636,17750
-0.0021898695,0.0393,0.0038586352,53797,72,0.957755159586668,0.020103801,1800000,0.01377016,250.0,3.442539861737218,2.461773,67.79329442977905,18000
-0.0010749192,0.101887986,0.0074061006,54311,73,0.3621251583099365,0.9346639,1825000,0.0078043104,245.49,2.9081385459488267,2.4569602,68.61158847808838,18250
-0.0009155446,0.068396,0.005647316,53981,74,0.24601024389266968,1.3527548,1850000,0.007822133,246.16,3.4030140903333446,2.4550319,69.41971731185913,18500
-0.0016433245,0.07870801,0.0061780354,54609,75,0.27151888608932495,0.94623774,1875000,0.009042132,245.65,3.2310952053860316,2.4554508,70.23240661621094,18750
-0.001155137,0.053684004,0.0046627847,32850,76,0.5785515010356903,0.4032659,1900000,0.010081305,249.29,3.014090150067665,2.454147,71.04783797264099,19000
-0.0022660107,0.052899998,0.0047203535,42733,77,0.9663419425487518,0.016337212,1925000,0.011571371,250.0,2.8928426079424936,2.4488757,72.1653995513916,19250
0.00046529452,0.13242,0.009669016,55351,78,0.5119488537311554,0.4949933,1950000,0.011309166,248.3,3.30314640362024,2.441735,73.13268399238586,19500
0.0001663112,0.071484,0.0057166475,55679,79,0.1598154902458191,1.4332638,1975000,0.0077187303,244.15,3.346963282169954,2.4374337,73.93601512908936,19750
-0.0004497809,0.048088,0.0042568697,52945,80,0.37414705753326416,0.5012973,2000000,0.010822987,248.8,3.1968220378180296,2.4363089,74.73848485946655,20000
-0.0013776587,0.051376004,0.004604971,44040,81,0.8308757841587067,0.21994424,2025000,0.009582846,248.66,2.8949160198724475,2.437696,75.57134580612183,20250
-0.0008400325,0.07242,0.005940334,46634,82,0.4115931987762451,0.47492975,2050000,0.011127359,248.31,3.2495429238036717,2.4387317,76.50207686424255,20500
-0.0023299002,0.057124,0.004868975,55545,83,0.5571865141391754,0.8372777,2075000,0.009484676,246.46,3.336677712154461,2.4378006,77.38799524307251,20750
-0.001702382,0.049472,0.0043594087,38841,84,0.17116087675094604,1.8237137,2100000,0.0055635534,244.27,3.333905140122365,2.4360287,78.18255281448364,21000
-0.0010520297,0.041124,0.0040596398,55457,85,0.4528956413269043,0.44445762,2125000,0.012863396,249.66,3.718732308593875,2.4334502,79.16679525375366,21250
-0.002057659,0.119928,0.009225081,53093,86,0.2770058512687683,0.9409935,2150000,0.00983046,246.92,3.4236769125416378,2.4311602,79.97275733947754,21500
-0.001828534,0.082544,0.006447057,54155,87,0.4219399094581604,0.81276643,2175000,0.009699977,247.48,3.3714994129584754,2.4317145,80.78410220146179,21750
-0.0009212795,0.0937,0.0076382495,44500,88,0.4264037609100342,1.8564211,2200000,0.0023062408,242.03,3.0293123149166714,2.433052,81.60441422462463,22000
-0.0010962316,0.063736,0.0053130565,54243,89,0.4078449606895447,0.8210517,2225000,0.008285081,248.26,3.1073035301163645,2.43403,82.51118874549866,22250
-0.0015112569,0.053487998,0.004788278,52736,90,0.6900182664394379,0.4109816,2250000,0.010116252,248.23,3.034242348888374,2.4347568,83.33944129943848,22500
-0.00051313674,0.052016,0.0046356744,53483,91,0.5743304789066315,0.4785162,2275000,0.011151251,248.37,3.2963686948940762,2.4378126,84.1674120426178,22750
-0.0014194904,0.071328,0.005815416,53311,92,0.25929975509643555,2.0795357,2300000,0.003686354,241.67,3.3817519861954626,2.4400518,84.98562693595886,23000
-0.0017864292,0.074688,0.0059585394,38504,93,0.39555394649505615,0.8402588,2325000,0.007682158,248.48,2.924926547485339,2.4412374,85.81783294677734,23250
-0.0011039706,0.050812,0.004588826,31699,94,0.5920645296573639,0.9662782,2350000,0.005319626,243.74,2.7586670215891447,2.440979,86.81116056442261,23500
-0.002126399,0.033548,0.0035743671,54194,95,0.9576976485550404,0.0171959,2375000,0.012533181,250.0,3.133295229589405,2.43986,87.93639302253723,23750
-0.0013086534,0.087956,0.0068169013,55266,96,0.26917093992233276,0.9435531,2400000,0.010214443,246.68,3.503062941509145,2.433201,88.74583268165588,24000
-0.0022173254,0.047656,0.0044118334,54461,97,0.5832892060279846,0.3710981,2425000,0.011553551,249.47,3.393441066486365,2.4303787,89.54245209693909,24250
-0.0012186118,0.050196003,0.0045940625,47178,98,0.45731180906295776,0.7581892,2450000,0.008851709,249.11,3.2201860044280077,2.434522,90.36162638664246,24500
-0.0014052988,0.073864,0.0059523033,52959,99,0.33972692489624023,0.8753365,2475000,0.011041698,247.86,3.748042144642526,2.439303,91.25190567970276,24750
-0.0009888128,0.216876,0.016818864,47762,100,0.3199477791786194,0.9226166,2500000,0.009247536,247.18,3.288191802150359,2.4400654,92.08652138710022,25000
-0.0004884974,0.10931601,0.008245433,52335,101,0.31134432554244995,1.3328254,2525000,0.0072171376,244.98,3.267804057838631,2.4410129,92.95623517036438,25250
-0.0015932195,0.055496,0.00494314,53159,102,0.9314581230282784,0.029388338,2550000,0.012948875,250.0,3.237218794115929,2.4417903,93.78441190719604,25500
-0.0012292849,0.048883997,0.0043820967,28055,103,0.5368034839630127,0.41100383,2575000,0.010059591,247.72,3.000140969968878,2.4363976,94.61093044281006,25750
-0.0019009275,0.047316,0.0043677157,50316,104,0.9653005711734295,0.016192082,2600000,0.013636959,250.0,3.409239974814203,2.429767,95.8382523059845,26000
-0.0014392936,0.087356,0.0067536696,54343,105,0.3232528567314148,1.2875108,2625000,0.0067162504,243.55,3.1592091381354543,2.4220283,96.67580389976501,26250
-0.0010000714,0.066172,0.005481487,50153,106,0.4428477883338928,0.46006855,2650000,0.011815359,247.73,3.4434539778014046,2.4199605,97.49913811683655,26500
-0.0018307915,0.113404,0.009148411,46661,107,0.4160120487213135,0.48056763,2675000,0.011015148,247.77,3.2418086895879354,2.4178596,98.33755779266357,26750
-0.0021187009,0.058804005,0.005229962,40637,108,0.8144761323928833,0.2241899,2700000,0.01120582,247.94,3.278510832818281,2.4160414,99.21042609214783,27000
-0.0022137053,0.041536003,0.0039443625,55003,109,0.9677031747996807,0.029515568,2725000,0.013767937,250.0,3.4419844784548674,2.4132178,100.16250896453857,27250
-0.0015227757,0.053591996,0.0047528734,54042,110,0.5108135938644409,0.8266679,2750000,0.009458996,245.54,3.3159358657195117,2.4073548,100.95914483070374,27500
-0.00083992275,0.045892,0.0040439507,33326,111,0.27078795433044434,0.9780742,2775000,0.009782182,246.74,3.3909580629227674,2.4044545,101.78062319755554,27750
-0.0012232597,0.05266,0.0046250573,53074,112,0.3838690519332886,1.2038589,2800000,0.007187879,244.54,3.2208689821287315,2.4037461,102.89837098121643,28000
-0.0011595023,0.091115996,0.0072360747,54553,113,0.4591602087020874,0.46990466,2825000,0.011634557,248.87,3.4294416104772405,2.4033093,103.71750402450562,28250
-0.00050932384,0.045147996,0.0042651515,53964,114,0.3283878564834595,0.91171503,2850000,0.0098744435,246.28,3.425170119802755,2.4021025,104.5310263633728,28500
-0.0014818525,0.11116,0.008038195,54020,115,0.247763991355896,2.5171714,2875000,0.0010023076,241.63,3.206501087856068,2.401419,105.36029553413391,28750
-0.00093780225,0.050199997,0.0044358517,54843,116,0.6350972056388855,0.3375371,2900000,0.012141278,249.79,3.537778691451565,2.40009,106.1744499206543,29000
-0.00093937165,0.03848,0.0036965888,55265,117,0.5413120985031128,0.42964214,2925000,0.010639296,248.57,3.1466702055012035,2.3997169,106.98456358909607,29250
-0.00176416,0.043083996,0.004079401,54441,118,0.928109347820282,0.13419895,2950000,0.011284239,248.68,3.3134937189604923,2.399996,107.79047298431396,29500
-0.0019826575,0.098092,0.008471584,54753,119,0.4151323437690735,0.8474263,2975000,0.008589794,246.42,3.0741944675544435,2.4008605,108.5912139415741,29750
-0.001641114,0.16215599,0.012374654,53194,120,0.360906720161438,1.2533634,3000000,0.0076816357,245.29,3.43095584880376,2.4039423,109.39893078804016,30000
-0.0014671704,0.054675996,0.0046634185,54195,121,0.9637158736586571,0.015355709,3025000,0.013169844,250.0,3.2924610262594403,2.4044116,110.23303389549255,30250
-0.00072833296,0.052212,0.0048745014,52849,122,0.6029170155525208,0.4468758,3050000,0.009237668,248.73,2.8338260517830576,2.400095,111.05096197128296,30500
-0.00138306,0.051708,0.0045134793,54780,123,0.3684883713722229,0.8196993,3075000,0.009098502,247.46,3.2271381754943618,2.3975031,111.8580915927887,30750
-0.0021345497,0.216524,0.017683798,42917,124,0.28918927907943726,0.8941959,3100000,0.009598991,245.67,3.3343773551460574,2.395919,112.66462278366089,31000
-0.0007707883,0.08162,0.006542161,53950,125,0.42705315351486206,0.47417578,3125000,0.0119806295,247.87,3.4883179620889098,2.3955874,113.59984159469604,31250
-0.0017666568,0.04658,0.004400464,53029,126,0.4887380003929138,0.44728476,3150000,0.009346597,248.72,2.867948385230676,2.3965235,114.42134356498718,31500
-0.0011329585,0.098668,0.008556573,52287,127,0.4207404851913452,1.2739723,3175000,0.006038304,246.0,2.976217129530403,2.3956633,115.2625412940979,31750
-0.0009804175,0.1407,0.010785268,52912,128,0.27955347299575806,1.3683106,3200000,0.006140574,244.32,3.0337992842213133,2.3979816,116.09090185165405,32000
-0.0018481057,0.078184,0.0061083157,42664,129,0.37397968769073486,0.85387325,3225000,0.008818314,247.87,3.183128446402443,2.4007518,116.92254590988159,32250
-0.002051425,0.072528,0.0060457005,54779,130,0.49474114179611206,0.4880808,3250000,0.010662987,248.33,3.1689132414575223,2.4049976,117.86693167686462,32500
-0.00086857827,0.0949,0.007210317,53375,131,0.44191980361938477,0.80861175,3275000,0.009600083,247.35,3.4085950108744476,2.4062684,118.68645286560059,32750
-0.0013952702,0.12089201,0.008667273,53680,132,0.1412876844406128,1.9421484,3300000,0.0038808228,241.09,2.9625991486990495,2.4087615,119.50638341903687,33000
-0.001153271,0.029596,0.0033086191,54546,133,0.9541516713798046,0.020314412,3325000,0.0119689675,250.0,2.9922418975391154,2.4095762,120.32115364074707,33250
-0.001813041,0.048276,0.0044052736,55031,134,0.9617496803402901,0.018423153,3350000,0.012161208,250.0,3.040302145107116,2.4082084,121.12966656684875,33500
-0.0011311888,0.243456,0.020879405,47931,135,0.23792362213134766,1.3971684,3375000,0.006689901,244.47,3.1220883154021575,2.4098816,121.93828248977661,33750
-0.0017633832,0.0308,0.0033606724,53895,136,0.9559376500546932,0.017429117,3400000,0.013827804,250.0,3.456951129067932,2.41079,122.80801630020142,34000
-0.0020439923,0.169748,0.012963223,53743,137,0.27554136514663696,0.9329554,3425000,0.008320779,246.11,3.0610143458901864,2.4091227,123.62708282470703,34250
-0.0012732776,0.084028006,0.00647614,47699,138,0.45161086320877075,0.47009698,3450000,0.011725284,247.57,3.4346999380202785,2.4111013,124.45228695869446,34500
-0.0016899802,0.12154399,0.009516085,39646,139,0.3021922707557678,1.7303978,3475000,0.0048580794,243.36,3.2117862383054763,2.4125,125.30630826950073,34750
-0.0010513796,0.023912,0.0029168576,48400,140,0.5162611901760101,0.4364976,3500000,0.0115628075,247.6,3.364619073092058,2.413245,126.2833240032196,35000
-0.0021141213,0.072620004,0.0063261753,54835,141,0.4127339720726013,0.8332945,3525000,0.009055863,247.74,3.25730044241006,2.4138389,127.15768790245056,35250
-0.0014048001,0.038056,0.0038051545,52351,142,0.9678761251270771,0.023238298,3550000,0.013900265,250.0,3.4750663910233066,2.4146888,127.98253464698792,35500
-0.0011791035,0.12539199,0.0090998085,51600,143,0.31733548641204834,1.2538966,3575000,0.0067350273,246.6,3.1452523181634513,2.4154665,128.8157250881195,35750
-0.0013797956,0.0348,0.003565935,54789,144,0.9624660275876522,0.015351646,3600000,0.01321144,250.0,3.3028599556321727,2.4151187,129.6796588897705,36000
-0.0011793727,0.07734,0.0064255237,51382,145,0.3678239583969116,0.9085096,3625000,0.0069434564,246.22,2.7302716448937248,2.4107807,130.50936031341553,36250
-0.0018686954,0.065492004,0.005790067,52852,146,0.4889664053916931,0.7832699,3650000,0.009377132,246.77,3.3343783269937903,2.4109902,131.35465717315674,36500
-0.001244127,0.06624,0.005603709,54000,147,0.4911196231842041,0.46814552,3675000,0.011369333,247.99,3.3343199568980424,2.4094415,132.1894428730011,36750
-0.0018312794,0.068151996,0.005497807,51903,148,0.40338534116744995,0.8445203,3700000,0.009563945,248.96,3.3872663519170545,2.4067757,132.99570870399475,37000
-0.0016868254,0.055167995,0.0048312643,53002,149,0.45056331157684326,0.8411439,3725000,0.009334367,246.4,3.2913657084608827,2.4031634,133.82651352882385,37250
-0.0022968545,0.061308004,0.005105582,55075,150,0.4470316767692566,1.1251218,3750000,0.00779795,245.58,3.408455458845815,2.404818,134.6531639099121,37500
-0.0013124928,0.06701599,0.005519002,45147,151,0.4331933259963989,0.8227453,3775000,0.0093131205,247.36,3.3144247342012556,2.4083393,135.4517958164215,37750
-0.002627309,0.043816,0.003973513,54909,152,0.9801111835986376,0.04724533,3800000,0.014475886,250.0,3.6189711296496307,2.4137597,136.35464453697205,38000
-0.0007720109,0.092548,0.0071706297,54835,153,0.4893258810043335,0.78809154,3825000,0.008598496,246.4,3.175557650963825,2.4135299,137.15399050712585,38250
-0.0014235278,0.08840399,0.007157211,54392,154,0.5895856320858002,0.47468776,3850000,0.011101366,248.54,3.2792030949361357,2.4149187,137.965500831604,38500
-0.0010482648,0.12818,0.010231515,54508,155,0.3147791028022766,1.6318489,3875000,0.0043580425,245.89,3.0918152699709434,2.414379,138.77823209762573,38750
-0.0026198362,0.034808002,0.0037222542,55078,156,0.9595422446727753,0.023562388,3900000,0.012791392,250.0,3.1978482716175383,2.4139724,139.5919668674469,39000
-0.0012090489,0.089412004,0.0074481787,53313,157,0.5505774021148682,0.8291351,3925000,0.008346537,246.53,3.053926193094984,2.4112916,140.40225553512573,39250
-0.0021910605,0.081704006,0.0065730913,54221,158,0.7723623514175415,0.3981028,3950000,0.011408317,248.89,3.3578680735043793,2.4126508,141.23138427734375,39500
-0.0023022518,0.036356002,0.0037960806,54509,159,0.9472814984619617,0.017758463,3975000,0.014064289,250.0,3.5160718407053384,2.413383,142.02942848205566,39750
-0.0012059821,0.12734799,0.010348706,54045,160,0.4769693613052368,0.46702448,4000000,0.010866631,248.07,3.2219144830549733,2.4055507,142.84503030776978,40000
-0.0011588621,0.122651994,0.010470381,53155,161,0.7849650681018829,0.7696937,4025000,0.00705693,242.89,3.1119613421313157,2.4035692,143.65470957756042,40250
-0.0016577648,0.0588,0.0050750235,49524,162,0.9430634938180447,0.020587038,4050000,0.014793482,250.0,3.6983700386537635,2.4052882,144.47370839118958,40500
-0.0011203133,0.16302,0.012369652,52575,163,0.33994758129119873,0.9215442,4075000,0.009513453,246.4,3.3594448100617456,2.4037623,145.32358384132385,40750
-0.0018390107,0.055124003,0.0049043647,53140,164,0.9521724507212639,0.017945591,4100000,0.013362156,250.0,3.340539133977337,2.4018579,146.17751574516296,41000
-0.0016207735,0.044804,0.0042633414,54469,165,0.9566466435790062,0.018927336,4125000,0.0144200325,250.0,3.605008263818303,2.3982975,147.00345873832703,41250
-0.0009382296,0.051648002,0.0047689676,36142,166,0.9573226608335972,0.01783932,4150000,0.01322669,250.0,3.3066723418444055,2.392362,147.81030988693237,41500
-0.0016425407,0.084064,0.0065086046,54241,167,0.4342502951622009,0.83509314,4175000,0.00838514,248.48,3.100083958309296,2.38411,148.83902025222778,41750
-0.0022974887,0.083524,0.0066836933,55324,168,0.5989178121089935,0.37493375,4200000,0.0106176315,248.73,3.149325547489638,2.3814094,149.64044857025146,42000
-0.00043711337,0.064683996,0.0055792807,54659,169,0.6713713109493256,0.5884676,4225000,0.009155098,245.49,3.1770958829191045,2.3796248,150.45859336853027,42250
-0.0021671539,0.049892,0.004542285,45249,170,0.9533746987581253,0.018182281,4250000,0.014065484,250.0,3.516370928432634,2.37759,151.26730275154114,42500
-0.0017592355,0.04496,0.004248022,54061,171,0.9774721637368202,0.025405794,4275000,0.012465044,250.0,3.1162608701607297,2.375489,152.18515467643738,42750
-0.001130083,0.109224,0.0081648175,54151,172,0.5182233452796936,0.4031652,4300000,0.011083989,248.45,3.2592775077620924,2.3707142,152.99423933029175,43000
-0.0014850344,0.057639997,0.005355214,54933,173,0.8827827349305153,0.53392065,4325000,0.0076290504,246.33,2.848888471908067,2.3707747,153.7978868484497,43250
-0.0023372143,0.034695998,0.0036338367,54668,174,0.9700044859200716,0.02344945,4350000,0.012276167,250.0,3.0690419318284343,2.3694625,154.60882258415222,43500
-0.0017477314,0.04334,0.004319026,55223,175,0.9752600528299809,0.020895453,4375000,0.012268971,250.0,3.0672429773072896,2.3615882,155.40973162651062,43750
