clipfrac,policy_loss,explained_variance,ep_reward_mean,true_reward,n_updates,fps,time_elapsed,policy_entropy,value_loss,serial_timesteps,ep_len_mean,total_timesteps,approxkl
0.044656,-0.0017271821,0.8806187584996223,15.648050399917913,0.06023211,159,49329,141.74797534942627,1.2341307,1.9607159,39750,238.59,3975000,0.004214893
0.04142,-0.0013593829,0.8866526484489441,16.266209550373922,0.0633545,160,55213,142.614360332489,1.2327712,1.8100157,40000,241.84,4000000,0.003857663
0.032084,-0.0012471854,0.8847082331776619,16.94544643893685,0.066731386,161,53795,143.43103098869324,1.2274243,1.7503916,40250,245.17,4025000,0.0033733523
0.036792003,-0.0017983473,0.8801096379756927,14.793618788877689,0.05669632,162,52969,144.28102469444275,1.2231419,1.8169895,40500,242.8,4050000,0.0038776204
0.043023996,-0.0016825382,0.897572472691536,16.24784120728571,0.06130949,163,48602,145.1163592338562,1.2162521,2.0658438,40750,229.49,4075000,0.0041321674
0.032688,-0.0014624575,0.8854858800768852,14.847965803201582,0.057652958,164,46467,145.97843647003174,1.2091224,1.7196324,41000,243.27,4100000,0.0034247264
0.052655995,-0.0011692639,0.8858579024672508,12.934729853606678,0.051058598,165,55518,146.86923027038574,1.2031454,1.4389076,41250,243.24,4125000,0.0046611996
0.043027997,-0.00063535874,0.8496330678462982,17.71252473208335,0.069842614,166,53289,147.694233417511,1.2007583,2.2785926,41500,243.72,4150000,0.004085562
0.056212,-0.0009350679,0.8582557290792465,18.357903247825217,0.071326144,167,54763,148.5218231678009,1.1971631,2.2668538,41750,245.79,4175000,0.004853183
0.036748,-0.0020543416,0.8739634901285172,16.745257817602795,0.066029154,168,54523,149.3513548374176,1.1933817,1.9841006,42000,246.2,4200000,0.0038413375
0.090644,-0.00075265596,0.8851881176233292,16.826287150481658,0.06534749,169,51930,150.18177127838135,1.1907067,1.9795583,42250,244.3,4225000,0.0069118505
0.033791997,-0.0016863156,0.8859743103384972,17.201411673962227,0.06694855,170,55287,151.02621865272522,1.1867847,1.9022077,42500,245.05,4250000,0.0036192778
0.046335995,-0.0017010029,0.8763672262430191,15.40170492678918,0.057326265,171,42758,151.84071040153503,1.1772138,2.1706402,42750,236.75,4275000,0.0043191416
0.057792,-0.0012907536,0.9041799902915955,17.963179815484768,0.06815759,172,51294,152.80091285705566,1.1678516,2.1468666,43000,238.28,4300000,0.0049877986
