policy_loss,ep_len_mean,fps,policy_entropy,n_updates,serial_timesteps,true_reward,approxkl,time_elapsed,clipfrac,ep_reward_mean,value_loss,explained_variance,total_timesteps
-0.0021146429,114.91,46178,5.1184764,118,29500,-0.0006119313,0.0029213734,111.1775553226471,0.02678,2.955097892518811,0.14611241,0.9710956383496523,2950000
-0.0021513677,119.99,54645,5.1133637,119,29750,0.0014900852,0.0030777378,112.08822178840637,0.029288,3.074344044750942,0.13966794,0.9682736359536648,2975000
-0.0014626301,116.02,53477,5.1053696,120,30000,0.004381243,0.0022931432,112.90981364250183,0.016636,3.1071644748720293,0.14387323,0.968019112944603,3000000
-0.00208609,121.68,52758,5.0973544,121,30250,0.0044554584,0.0022785987,113.74802255630493,0.017764,3.1291126770993203,0.15842554,0.9635626338422298,3025000
-0.0023608415,107.56,54454,5.091923,122,30500,0.0016081356,0.0030176905,114.5892550945282,0.026800001,2.891577850671074,0.15310803,0.9669748321175575,3050000
-0.0021060074,127.45,54410,5.087162,123,30750,0.006499079,0.003758811,115.41249632835388,0.036183998,3.5179512826148494,0.13919702,0.9662404805421829,3075000
-0.0015423172,130.57,53928,5.0808353,124,31000,0.00984074,0.0029528518,116.24823832511902,0.027152002,3.581207410851184,0.108330175,0.9762681815773249,3100000
-0.0015344418,134.96,55156,5.0750675,125,31250,0.008274731,0.001687546,117.07793712615967,0.012368,3.7520963824793228,0.14233756,0.9668513685464859,3125000
-0.0020868618,134.07,37288,5.070304,126,31500,0.0054714666,0.002515088,117.90457844734192,0.022428,3.4263037316723195,0.109812655,0.9760359153151512,3150000
-0.0017027843,121.61,54783,5.069612,127,31750,0.006329986,0.0023630778,118.93730735778809,0.020172,3.2592167127125005,0.122651085,0.9704617876559496,3175000
-0.002194144,103.26,48166,5.0710416,128,32000,0.0028556671,0.0031843663,119.75289297103882,0.032387998,2.586650120750868,0.15278298,0.9690743461251259,3200000
-0.0030384294,125.71,51440,5.071971,129,32250,0.0075458996,0.004118876,120.63971829414368,0.044168003,3.7582123614678857,0.15802236,0.9677222184836864,3225000
-0.0017224287,114.07,46537,5.0695887,130,32500,0.0034432737,0.002791895,121.52818155288696,0.020860001,2.84754889568454,0.16388287,0.96528684720397,3250000
-0.0015420072,112.11,44835,5.0663123,131,32750,0.0025309194,0.0020512792,122.4601583480835,0.012512,3.2026126275238855,0.12076296,0.97560253739357,3275000
-0.002210978,124.47,44934,5.059589,132,33000,0.0027749466,0.0027878839,123.38926434516907,0.023576,2.915338801671537,0.13742626,0.9745688196271658,3300000
-0.001787932,118.28,54555,5.05136,133,33250,0.005410412,0.0027635514,124.31101083755493,0.023756001,3.3240567708719935,0.17139594,0.9589890465140343,3325000
-0.0023180791,139.14,47423,5.047029,134,33500,0.008172245,0.0033428937,125.1308228969574,0.034468,4.024481772560884,0.1630969,0.9639713317155838,3350000
-0.0026645297,132.25,53978,5.0440617,135,33750,0.008745639,0.0035017445,126.020822763443,0.033476,3.3544959717604272,0.10410641,0.9780011363327503,3375000
