total_timesteps,clipfrac,policy_entropy,policy_loss,n_updates,fps,true_reward,value_loss,approxkl,explained_variance,serial_timesteps,ep_reward_mean,ep_len_mean,time_elapsed
17925000,0.069768,1.5669519,-0.00045981602,717,56266,0.04062735,0.055596273,0.0056515643,0.9310344532132149,179250,10.158047115338196,246.07,593.0291726589203
17950000,0.064892,1.5659277,-0.0008134983,718,56511,0.040294603,0.043020986,0.005380628,0.9362411424517632,179500,10.06516208484085,247.8,593.8076701164246
17975000,0.044336,1.5632353,-0.0011993696,719,53234,0.040685043,0.058691014,0.0041281227,0.9262225031852722,179750,10.195076675464897,245.8,594.5888986587524
18000000,0.046615995,1.5628849,-0.0014149789,720,54898,0.040937416,0.06381833,0.004361721,0.9261500015854836,180000,10.254701404990046,246.18,595.3941447734833
18025000,0.099344,1.5638107,-0.0006633756,721,52857,0.04168994,0.05342692,0.0076059215,0.9321369901299477,180250,10.421575579078016,245.86,596.1982614994049
18050000,0.062019996,1.5652207,-0.0013841843,722,54120,0.042338017,0.05499339,0.005418856,0.9317930787801743,180500,10.578822981491903,245.68,597.0205039978027
18075000,0.040888,1.568044,-0.0013370895,723,55121,0.040112562,0.038647886,0.004089124,0.9507755525410175,180750,9.99652642421658,247.87,597.8181173801422
18100000,0.074952,1.5673645,-0.00093982404,724,54714,0.039881382,0.032110754,0.0060246782,0.9576022773981094,181000,9.99445249035125,247.81,598.5987567901611
18125000,0.052076,1.5625253,-0.00079577137,725,52804,0.04077063,0.06667958,0.004695504,0.91302789747715,181250,10.13918524806173,246.01,599.394293308258
18150000,0.094344,1.5571272,-0.00057217415,726,55785,0.040763725,0.052195944,0.00713216,0.9297627657651901,181500,10.185823732571553,245.67,600.2032651901245
18175000,0.043652,1.5543354,-0.0013132878,727,54193,0.04235846,0.041230552,0.0042474465,0.9459286332130432,181750,10.608503019142809,247.57,600.9785387516022
18200000,0.084128,1.5490396,-0.001104593,728,54544,0.039013583,0.038172986,0.006535961,0.955092690885067,182000,9.79453392308509,245.33,601.7766134738922
18225000,0.037688,1.5434091,-0.0012835694,729,52349,0.04219652,0.03968131,0.0038009821,0.9534663520753384,182250,10.592229112589994,245.39,602.5685248374939
18250000,0.073640004,1.5370834,-0.0012020229,730,52625,0.03953538,0.025541022,0.005885025,0.9665146730840206,182500,9.910722524123049,247.89,603.3848400115967
18275000,0.055448003,1.5338336,-0.0012720433,731,55442,0.042774435,0.021641623,0.004823649,0.9658725559711456,182750,10.693608409666957,250.0,604.1881046295166
18300000,0.06330799,1.5277636,-0.0013827488,732,54273,0.04016275,0.03030786,0.005266895,0.9643754214048386,183000,10.091227797651154,245.62,604.9902601242065
18325000,0.093908,1.5229324,-0.00033597197,733,53949,0.040789947,0.020370515,0.006978246,0.9670716822147369,183250,10.197486790394304,250.0,605.7930970191956
18350000,0.098424,1.522385,-0.00059234875,734,53593,0.039955758,0.030524245,0.007589479,0.9571058489382267,183500,10.006172477709661,247.52,606.5911178588867
18375000,0.065468,1.5217118,-0.0012437304,735,48753,0.041287303,0.029334355,0.0055056647,0.9598425664007664,183750,10.343678370220587,247.67,607.4047057628632
18400000,0.062544,1.5178521,-0.0014626653,736,54174,0.040742096,0.027127963,0.005365089,0.9630526155233383,184000,10.208539097052416,247.72,608.2411477565765
18425000,0.076896004,1.51356,-0.0005699411,737,55611,0.042420696,0.02279314,0.0061871824,0.9648704938590527,184250,10.605175835534137,250.0,609.0426018238068
18450000,0.065412,1.5096883,-0.0011207829,738,54896,0.038970385,0.09616713,0.0054463055,0.8831419944763184,184500,9.780789035714243,241.87,609.8291647434235
18475000,0.052776,1.5078999,-0.0015797364,739,55577,0.0425837,0.03907068,0.0045511704,0.9422337785363197,184750,10.679078437900467,248.44,610.6212103366852
18500000,0.060127996,1.5053005,-0.0021253966,740,42947,0.04234978,0.023515955,0.0052217366,0.9669965542852879,185000,10.58744562746876,250.0,611.4099061489105
18525000,0.09714401,1.5044037,0.00020860918,741,50898,0.04003355,0.019555788,0.0073188795,0.9673823900520802,185250,10.008386490359953,250.0,612.3165891170502
18550000,0.039316002,1.5035844,-0.0012285996,742,54961,0.041814707,0.020672347,0.0039089625,0.9689484387636185,185500,10.45367631980509,250.0,613.1340658664703
18575000,0.07164399,1.4962168,-0.001766339,743,55479,0.04213528,0.043185122,0.0058048614,0.94189428165555,185750,10.497284586358,247.81,613.9306783676147
18600000,0.072724,1.4903679,-0.00072539056,744,55409,0.040234614,0.018950604,0.0059011932,0.9725773558020592,186000,10.058653880081984,250.0,614.7166478633881
18625000,0.053940006,1.4839882,-0.0014319641,745,53137,0.042585578,0.020416664,0.004815443,0.9689600765705109,186250,10.64639372729669,250.0,615.5051913261414
18650000,0.074044004,1.4784418,-0.001677837,746,55611,0.040873025,0.078732386,0.0059867795,0.9122032821178436,186500,10.252883307140692,243.03,616.3109908103943
18675000,0.08732801,1.4763802,-0.001476346,747,49214,0.040982425,0.038914718,0.0068780305,0.9535342790186405,186750,10.29802833652815,245.61,617.0955200195312
18700000,0.07448,1.474505,-0.0009639412,748,52101,0.039725136,0.05380423,0.005975485,0.9245945885777473,187000,9.957264723516127,245.7,617.9509217739105
18725000,0.086608,1.4727515,-3.0398387e-05,749,54131,0.042187475,0.050172824,0.0068372013,0.9420527815818787,187250,10.551638618167608,245.33,618.7672719955444
18750000,0.038076002,1.4721549,-0.0015035911,750,54754,0.039189506,0.059833407,0.003856019,0.9198123589158058,187500,9.765128698483531,245.12,619.5657458305359
18775000,0.055172004,1.4696827,-0.0017914877,751,54651,0.039608914,0.06074478,0.0047896234,0.9270148053765297,187750,9.976824109992585,245.64,620.3575022220612
18800000,0.092748,1.4658363,9.233155e-05,752,55796,0.041801743,0.021725236,0.007215882,0.9655076675117016,188000,10.450435970383932,250.0,621.1544525623322
18825000,0.07476399,1.4653062,-0.0015975127,753,51375,0.040668447,0.032041397,0.0060705026,0.958714883774519,188250,10.187665859530899,247.58,621.9429807662964
18850000,0.03118,1.46874,-0.0010851482,754,50188,0.041488834,0.02215762,0.0035133865,0.9670344069600105,188500,10.372208475707394,250.0,622.7617907524109
18875000,0.060448,1.4687946,-0.0007707262,755,55766,0.041257583,0.021968974,0.0052009244,0.9681443460285664,188750,10.314395924468217,250.0,623.591409444809
18900000,0.050088,1.4650257,-0.0013523337,756,55460,0.04239212,0.0470209,0.0046792543,0.9335422217845917,189000,10.573366602296792,247.6,624.3724703788757
18925000,0.038452007,1.4586707,-0.00150045,757,54531,0.040256515,0.019563418,0.0038418756,0.9643338546156883,189250,10.064129352737146,250.0,625.1571941375732
18950000,0.07542,1.4521705,-0.00027713797,758,54432,0.04116603,0.020198885,0.005905299,0.9691244121640921,189500,10.291507893809449,250.0,625.9509308338165
18975000,0.083348,1.4492139,-0.0013523189,759,55128,0.040058833,0.018495739,0.006642583,0.9715531431138515,189750,10.014708305065232,250.0,626.7388169765472
19000000,0.070768,1.4484273,-0.001342329,760,53699,0.040831473,0.059514828,0.0059165526,0.9203690811991692,190000,10.28228937100277,245.29,627.5350589752197
19025000,0.070052,1.448952,-0.0011872478,761,53893,0.042037647,0.022414025,0.005872699,0.9615522772073746,190250,10.509411032483513,250.0,628.3578639030457
19050000,0.072124004,1.4462441,-0.0015050719,762,55760,0.04203875,0.03392158,0.0059414445,0.9525966867804527,190500,10.48845459418917,247.55,629.1637969017029
19075000,0.080304,1.4429083,-0.0004824254,763,55090,0.04115482,0.021473806,0.0062580705,0.9660066328942776,190750,10.288704779979598,250.0,629.9482667446136
19100000,0.057804,1.4406664,-0.0017771777,764,54644,0.042030435,0.021337869,0.005062338,0.9706055652350187,191000,10.50760942527093,250.0,630.7280778884888
19125000,0.054627996,1.4377304,-0.0014504079,765,55199,0.04099762,0.020310981,0.004803839,0.9709013383835554,191250,10.249404734659672,250.0,631.5164532661438
19150000,0.065680005,1.4334624,-0.0011321878,766,49645,0.04205424,0.022518164,0.0054989858,0.970056788995862,191500,10.513559223462106,250.0,632.306985616684
19175000,0.059244,1.4261754,-0.0013688724,767,55521,0.042557325,0.023019379,0.0050586266,0.9650802724063396,191750,10.639330965084373,250.0,633.1431877613068
19200000,0.060208,1.4184785,-0.00041885325,768,52401,0.040214088,0.016526723,0.0051328978,0.9782106894999743,192000,10.053522012254252,250.0,633.9223430156708
19225000,0.055152,1.414796,-0.0017570045,769,52920,0.04144185,0.040742017,0.004907549,0.9495648145675659,192250,10.320284788250511,245.11,634.729786157608
19250000,0.076915994,1.4144396,-0.001624795,770,56061,0.03897056,0.066122636,0.006280785,0.9189130514860153,192500,9.80032187621524,243.2,635.5495975017548
19275000,0.07148,1.415725,-0.0009786526,771,53854,0.042367246,0.021570845,0.005778247,0.9691345989704132,192750,10.591811565909065,250.0,636.3229463100433
19300000,0.11471599,1.4147686,0.00044098304,772,55308,0.04013094,0.019556269,0.00857619,0.9722490217536688,193000,10.032735061150888,250.0,637.1227240562439
19325000,0.108568,1.4136219,-0.0015750732,773,48599,0.042358723,0.04708422,0.007901368,0.9388108886778355,193250,10.6348953288966,247.52,637.9034743309021
19350000,0.06792,1.4126762,-0.001908445,774,55891,0.041629165,0.020670835,0.0056406627,0.9728697407990694,193500,10.407290966060026,250.0,638.7600495815277
19375000,0.049136,1.4082564,-0.0017720552,775,49671,0.040550627,0.032192446,0.0045860857,0.9618814885616302,193750,10.16434888373826,247.79,639.5502982139587
19400000,0.07118,1.4078982,-0.0010716557,776,53006,0.040326454,0.08736859,0.0059864107,0.9043112769722939,194000,10.168228535891831,246.59,640.3821089267731
19425000,0.050912,1.4106506,-0.0018393619,777,53950,0.0414862,0.022846684,0.0046063447,0.9702319074422121,194250,10.346130883379374,247.51,641.1864323616028
19450000,0.08212,1.4115055,-0.00097487884,778,54257,0.04124617,0.019095987,0.00635413,0.972892377525568,194500,10.311541928437618,250.0,641.9792258739471
19475000,0.046964005,1.4123312,-0.0017192824,779,53766,0.039361034,0.03595386,0.0042857206,0.948734313249588,194750,9.820607359660244,247.55,642.7751324176788
19500000,0.080052,1.4140017,-0.0005494264,780,50343,0.041682377,0.021705871,0.006170992,0.9673877693712711,195000,10.420595189456362,250.0,643.5760643482208
19525000,0.0561,1.4129293,-0.0019153195,781,44617,0.04026617,0.0315826,0.005004461,0.957333616912365,195250,10.041248204761796,247.51,644.4041452407837
19550000,0.060112,1.4107352,-0.0017110311,782,49236,0.042837005,0.03602934,0.0052160923,0.9558367505669594,195500,10.735722772092817,247.76,645.3025226593018
19575000,0.052604,1.4073495,-0.0018865826,783,44428,0.040316056,0.067715265,0.0046514003,0.9111595749855042,195750,10.044125392735005,245.03,646.1339755058289
19600000,0.067003995,1.4064953,-0.0023156707,784,56624,0.041750245,0.058472387,0.0054906174,0.9376467280089855,196000,10.378931303935387,242.76,647.0211851596832
19625000,0.056431998,1.4067767,-0.0010700065,785,56297,0.04006622,0.045668364,0.0049035004,0.9469616003334522,196250,10.018830738289726,245.25,647.8047556877136
19650000,0.055115998,1.4016526,-0.0012553667,786,55413,0.04078506,0.08007218,0.0047672866,0.9303261861205101,196500,10.13879246148179,237.93,648.5897316932678
19675000,0.039716,1.396821,-0.001773203,787,54234,0.040271617,0.07536496,0.003790278,0.9358230382204056,196750,10.018482101335977,238.41,649.3708391189575
19700000,0.049752,1.395404,-0.0014465112,788,53037,0.041261412,0.041216105,0.0045638294,0.9461651630699635,197000,10.322517730556829,247.64,650.1795454025269
19725000,0.034131996,1.3952721,-0.001642832,789,54552,0.040505316,0.031522937,0.0035127408,0.96247323974967,197250,10.103138714949983,245.15,650.9929890632629
19750000,0.071464,1.3927765,-0.001260633,790,54720,0.042907875,0.060741894,0.00583277,0.9302630349993706,197500,10.73299439289336,245.3,651.776754617691
