true_reward,serial_timesteps,n_updates,ep_reward_mean,ep_len_mean,time_elapsed,approxkl,policy_loss,total_timesteps,value_loss,policy_entropy,explained_variance,clipfrac,fps
-0.014453844,31500,126,5.026203195362687,101.35,116.7474639415741,0.0031093624,-0.001280929,3150000,19.15711,5.310669,0.46637171506881714,0.031168003,46991
-0.039385833,31750,127,4.683541430784444,91.11,117.74902081489563,0.0022297497,-0.0014012903,3175000,12.087267,5.3058996,0.5921983122825623,0.019428,47377
-0.03501924,32000,128,4.75564372956964,84.75,118.73140287399292,0.0029049,-0.0013835141,3200000,14.444565,5.3012447,0.5523716509342194,0.028555999,45617
-0.029621787,32250,129,2.866420339464103,101.18,119.72466015815735,0.0027400183,-0.0011551342,3225000,14.495503,5.2963386,0.5171105861663818,0.023591999,53149
-0.0012216754,32500,130,6.897918961492223,102.17,120.62905859947205,0.0024475055,-0.0007599491,3250000,23.70932,5.290441,0.4289727210998535,0.021047998,54673
0.0035557721,32750,131,4.684480710903124,104.29,121.5014419555664,0.0027063938,-0.0007293193,3275000,25.784512,5.2872725,0.41466355323791504,0.023860002,51951
-0.029087573,33000,132,2.593119844456073,92.12,122.41885161399841,0.002880492,-0.0012353362,3300000,16.008587,5.2878137,0.5163676738739014,0.028736,46498
-0.024812678,33250,133,3.8530420840847044,90.02,123.47493290901184,0.0033237296,-0.0013891634,3325000,17.112236,5.2907543,0.5106979310512543,0.035304002,49937
-5.928711e-05,33500,134,4.781662954252729,87.39,124.4235737323761,0.0047162515,-0.00076116476,3350000,28.374334,5.2916,0.36215245723724365,0.052644003,53548
-0.01776064,33750,135,6.688941513657337,95.04,125.313485622406,0.0026455296,-0.001316106,3375000,18.899593,5.2900467,0.4937390089035034,0.024268,46495
-0.025015652,34000,136,3.7565977052035033,96.98,126.33578681945801,0.0027462188,-0.0011102172,3400000,16.222538,5.285988,0.5147469937801361,0.024872001,42812
-0.022204177,34250,137,4.775259916649656,100.48,127.39911532402039,0.0035227234,-0.001536691,3425000,17.873564,5.2806206,0.46658599376678467,0.034787998,49209
-0.012735725,34500,138,4.887377983187439,96.55,128.3640148639679,0.0026920578,-0.0014234299,3450000,22.484488,5.276659,0.41806572675704956,0.026136,48798
-0.025877887,34750,139,3.8221284373968274,95.65,129.32214975357056,0.0029582935,-0.0014380548,3475000,15.765211,5.275118,0.5106848180294037,0.030664003,51411
-0.01052981,35000,140,3.7885900088554108,97.17,130.22334480285645,0.0012878717,-0.00044662133,3500000,23.7041,5.2729993,0.4337712526321411,0.0059359996,53281
-0.010453486,35250,141,6.9381660662666285,109.07,131.10582518577576,0.003963853,-0.001722776,3525000,19.227367,5.26949,0.4528477191925049,0.043548,54013
-0.013865874,35500,142,4.8171968444214075,98.4,131.99889540672302,0.003375046,-0.0010823121,3550000,19.002176,5.2654433,0.47603291273117065,0.034932,53626
-0.03730976,35750,143,5.7894977450298395,96.47,132.87778520584106,0.0027677375,-0.0006582459,3575000,12.482846,5.2625504,0.5829110741615295,0.026356,49574
-0.017613275,36000,144,5.099531066513291,106.81,133.7848072052002,0.004211802,-0.0012636676,3600000,17.720974,5.2595453,0.4599173665046692,0.048095994,53358
-0.030633466,36250,145,3.7537758980830223,91.19,134.65575695037842,0.0025446676,-0.0009216138,3625000,15.860764,5.2566066,0.46849822998046875,0.022916,54061
0.0010916431,36500,146,6.884874752368669,105.94,135.52988386154175,0.0029017532,-0.0010448163,3650000,25.445103,5.254838,0.39008140563964844,0.029211998,54820
-0.0056448914,36750,147,2.899900891025609,97.64,136.39726972579956,0.003490273,-0.0011783917,3675000,22.557655,5.2536077,0.4099823832511902,0.037464,50124
-0.022853248,37000,148,8.100476226923037,107.48,137.31145071983337,0.0018738483,-0.0011826465,3700000,13.107748,5.2519646,0.5272178649902344,0.015964,54948
-0.033581186,37250,149,4.923665837441636,96.38,138.17518162727356,0.0043112384,-0.0013928992,3725000,11.494081,5.2497187,0.5595456957817078,0.047592003,53058
-0.013513612,37500,150,3.0991602926370616,101.55,139.05705952644348,0.003989204,-0.0010933499,3750000,17.402088,5.244767,0.463212251663208,0.042859998,53376
-0.016646944,37750,151,6.861369198616963,96.65,139.93093132972717,0.00326894,-0.0013478376,3775000,17.822687,5.242524,0.4648537039756775,0.034408003,52808
-0.01765619,38000,152,10.084371591152985,108.8,140.80655574798584,0.0012457321,-0.00066832016,3800000,17.4139,5.2440314,0.4685862064361572,0.0077319993,55138
-0.028120307,38250,153,1.788061680673395,106.9,141.67101645469666,0.0029302058,-0.00132038,3825000,10.640075,5.245974,0.5594425797462463,0.026012,54778
-0.023756046,38500,154,4.143608216954663,103.14,142.52874040603638,0.0031787318,-0.0011210587,3850000,14.139816,5.247592,0.5268325209617615,0.033212,54740
-0.024046762,38750,155,4.169025777178412,106.68,143.39184498786926,0.0033095567,-0.0017334437,3875000,13.849962,5.2466755,0.530652791261673,0.035608,54500
-0.00776293,39000,156,8.268998541863079,111.99,144.26698899269104,0.003256882,-0.0010334947,3900000,18.569117,5.247274,0.4896441102027893,0.033668,54229
-0.021317564,39250,157,2.8550586303147427,105.39,145.12122297286987,0.0025997902,-0.0008357352,3925000,15.418699,5.2470145,0.5016225576400757,0.020836,54619
-0.031496573,39500,158,7.828936013086395,91.9,145.9872007369995,0.0041112266,-0.0010588444,3950000,14.574117,5.2436233,0.5242973268032074,0.045364,54127
-0.023446523,39750,159,2.935293921308238,102.27,146.84979271888733,0.002775489,-0.0011364205,3975000,13.406052,5.239957,0.530104011297226,0.025796,55697
