policy_loss,ep_len_mean,clipfrac,explained_variance,n_updates,true_reward,total_timesteps,approxkl,ep_reward_mean,time_elapsed,policy_entropy,value_loss,fps,serial_timesteps
0.0009271415,50.36,0.040096,0.8708491623401642,140,0.16478305,3500000,0.003962909,9.378611881583929,127.62426424026489,5.711868,2.073817,48493,35000
0.0071642757,50.03,0.17303601,0.8711863905191422,141,0.16473821,3525000,0.019104173,9.315832657814026,128.52910542488098,5.712166,1.8577341,52237,35250
-0.00040632108,50.07,0.012484001,0.8675314486026764,142,0.16458063,3550000,0.0016259521,9.32067614004016,129.3984386920929,5.7116876,1.8267133,42835,35500
-8.685016e-05,49.71,0.029,0.8590487986803055,143,0.16463637,3575000,0.002969561,9.253150619715452,130.42908191680908,5.711164,1.8331913,52290,35750
-0.0012760132,52.45,0.016472,0.8779815509915352,144,0.16499366,3600000,0.0018445533,9.761060931235551,131.29421067237854,5.712205,1.5287057,52540,36000
5.7345724e-06,49.97,0.045628004,0.8523982018232346,145,0.16479047,3625000,0.0045696767,9.307611157894135,132.17698502540588,5.713838,1.7868799,52115,36250
-0.00059460284,53.03,0.027892,0.8527286350727081,146,0.16491517,3650000,0.0029100126,9.865219092965127,133.05057668685913,5.7161584,1.7608608,52003,36500
0.0024564366,53.45,0.07300801,0.8646110892295837,147,0.16484396,3675000,0.006854795,9.916827787607907,133.92550420761108,5.7167673,1.5078148,53126,36750
-0.00051067426,52.13,0.032656,0.874290943145752,148,0.16474426,3700000,0.0033437032,9.677966737747193,134.78326869010925,5.715386,1.4324803,52927,37000
-0.0012667374,55.73,0.032544,0.870245024561882,149,0.1651659,3725000,0.0033808206,10.339930934160948,135.6369309425354,5.7096925,1.5218946,51737,37250
0.0034446479,49.84,0.098295994,0.880048118531704,150,0.16491795,3750000,0.009229006,9.28749124094844,136.5377004146576,5.706888,1.3194714,51911,37500
-0.0017307866,51.79,0.028444001,0.9009849727153778,151,0.16509,3775000,0.002884347,9.638476747572422,137.46141934394836,5.7054415,1.0048459,51493,37750
-0.00036755233,50.35,0.032472,0.8702323287725449,152,0.16489714,3800000,0.0032566607,9.37075511738658,138.33740496635437,5.703784,1.362602,52876,38000
0.00044243707,51.32,0.06092,0.8751218169927597,153,0.16497257,3825000,0.005595353,9.556314803361893,139.19617080688477,5.7012177,1.3558422,53040,38250
0.0061017396,50.79,0.11496399,0.89685969799757,154,0.16508904,3850000,0.011000405,9.458864965736867,140.06569504737854,5.6995726,0.9886322,53257,38500
0.0002662198,51.23,0.060832005,0.9086447507143021,155,0.16509525,3875000,0.005267012,9.541536325365305,140.93078446388245,5.6997604,0.7923791,51213,38750
0.0026108313,50.84,0.09042801,0.8991126492619514,156,0.1649826,3900000,0.007895385,9.489066836386918,141.83575224876404,5.6994963,0.9296476,52457,39000
0.0023921314,52.16,0.088724,0.9067352712154388,157,0.16512887,3925000,0.008016997,9.714382154196501,142.71629786491394,5.6968255,0.8785547,50543,39250
0.0014626909,52.56,0.048956,0.8886784613132477,158,0.16491593,3950000,0.004349542,9.756686145663261,143.60503911972046,5.6942306,1.1111335,53135,39500
0.0015911296,52.57,0.0884,0.8825268968939781,159,0.16500726,3975000,0.007984421,9.799591760635376,144.46888732910156,5.6926794,1.1769567,53633,39750
0.0029172655,50.99,0.103444,0.905646912753582,160,0.16490161,4000000,0.009075399,9.4901800096035,145.3376166820526,5.690816,0.8505782,48965,40000
0.0031319174,52.47,0.092188,0.8982530832290649,161,0.16517314,4025000,0.008361815,9.768163175284862,146.38919711112976,5.6856604,0.9126648,48684,40250
-0.00018039075,52.52,0.023263998,0.8963554427027702,162,0.1651243,4050000,0.002464574,9.773425585329532,147.33796763420105,5.6803117,0.9764724,45391,40500
