n_updates,fps,ep_reward_mean,total_timesteps,true_reward,policy_entropy,ep_len_mean,clipfrac,time_elapsed,approxkl,explained_variance,value_loss,serial_timesteps,policy_loss
172,46868,9.067902201401244,4300000,0.041543867,-2.5313303,218.14,0.090804,146.7674081325531,0.007235495,0.9866173071786761,0.00990322,43000,-0.0029201538
173,56291,8.803023468010615,4325000,0.04206561,-2.5335155,212.72,0.18840799,147.64342164993286,0.014186194,0.9932697000913322,0.005119217,43250,0.0025386305
174,54997,9.135454863546364,4350000,0.0445297,-2.534494,207.8,0.173312,148.43139362335205,0.012371279,0.9904535925015807,0.007418069,43500,0.0016552681
175,53660,9.04562989845028,4375000,0.04247312,-2.5316348,212.09,0.09912801,149.2459933757782,0.0075347186,0.9880142444744706,0.009788088,43750,-0.0018837051
176,55002,8.49648910735772,4400000,0.04137689,-2.5307772,208.41,0.16637999,150.05642557144165,0.012239764,0.990849974565208,0.0080417,44000,6.665176e-05
177,52100,8.638390519896493,4425000,0.042671043,-2.5331743,205.12,0.32291204,150.85345458984375,0.027353313,0.9864145033061504,0.010904008,44250,0.008277684
178,53998,8.84238040464581,4450000,0.04361102,-2.5332723,204.53,0.111568,151.6818618774414,0.008619444,0.9887315118685365,0.008675908,44500,-0.00080353906
179,54560,9.44521687306495,4475000,0.043711778,-2.5330522,216.25,0.173552,152.48721432685852,0.013173839,0.9818383473902941,0.012935174,44750,-0.00067317626
180,56159,8.355752264630828,4500000,0.042722724,-2.5319862,196.95,0.19896,153.29339265823364,0.0148050515,0.9709435738623142,0.026025634,45000,-0.00024873
181,55643,9.75692720886378,4525000,0.043127105,-2.5325952,226.64,0.13734801,154.07965230941772,0.009866745,0.9928957698866725,0.0048619527,45250,-0.0014058107
182,56427,9.221367404794256,4550000,0.042965215,-2.5356317,212.86,0.132332,154.88388466835022,0.009919919,0.9892148161306977,0.0091639655,45500,-0.0018305432
183,54054,8.672548577247653,4575000,0.04365345,-2.5377977,200.68,0.154392,155.67773914337158,0.011308566,0.9805250223726034,0.014971411,45750,-0.0006914113
184,52303,8.592824950408977,4600000,0.043276876,-2.5366797,199.3,0.16704799,156.4824833869934,0.012359256,0.987454772926867,0.009967682,46000,-0.00030936798
185,53440,8.481169344023364,4625000,0.043587543,-2.5353484,197.65,0.12867601,157.320818901062,0.00956786,0.9849401712417603,0.010832388,46250,-0.0005193893
186,52572,8.807400203320858,4650000,0.042558413,-2.5349555,209.0,0.24052799,158.14337825775146,0.019080395,0.9927395451813936,0.0053436332,46500,0.0056247087
187,55073,8.17728854935076,4675000,0.04278605,-2.5337937,196.73,0.23473999,158.97208642959595,0.019293819,0.9917439352720976,0.0066030473,46750,0.0055805575
188,53201,8.88970271326074,4700000,0.043270856,-2.5319037,209.39,0.142568,159.77837586402893,0.010865899,0.9899222599342465,0.007918695,47000,0.0006623745
189,54727,8.962386159116214,4725000,0.043603644,-2.529451,207.77,0.19827598,160.60217785835266,0.014856689,0.984322028234601,0.011695618,47250,0.00017964536
190,55705,9.024038723784033,4750000,0.04212683,-2.527342,217.25,0.16240801,161.44088339805603,0.011614281,0.9931940324604511,0.0047079325,47500,0.00084480736
191,55451,9.402916177615406,4775000,0.043175485,-2.5255187,217.96,0.280708,162.23399877548218,0.024482023,0.9912720927968621,0.006425758,47750,0.0063026072
192,54518,8.429981546846612,4800000,0.042090762,-2.5243607,205.63,0.272756,163.02950310707092,0.020981494,0.9908410916104913,0.0072704153,48000,0.006928881
193,54833,8.65811559651549,4825000,0.041672662,-2.5228128,208.35,0.241304,163.83453369140625,0.019550506,0.9868057519197464,0.010963051,48250,0.0033371064
194,56109,8.32569053231302,4850000,0.04358804,-2.5198543,194.92,0.15350398,164.63983035087585,0.011174577,0.993203985504806,0.006173961,48500,-0.00018400737
195,54959,8.39094685837139,4875000,0.042363048,-2.51716,203.59,0.14586,165.43490982055664,0.0116930865,0.9824285302311182,0.0135860415,48750,-0.0013557409
196,54811,9.182846293481997,4900000,0.042930245,-2.5137882,216.36,0.151808,166.25017285346985,0.011051315,0.9933248781599104,0.0048861904,49000,0.0008005778
197,55398,9.580575705224183,4925000,0.043124765,-2.5133398,222.26,0.133068,167.0692536830902,0.010074629,0.9886195128783584,0.0077239266,49250,-0.0017011613
198,54622,8.71498990478687,4950000,0.04189168,-2.5175629,210.61,0.150664,167.8661539554596,0.011250703,0.9866925645619631,0.010339799,49500,-0.0005039308
199,56144,8.761725118902161,4975000,0.041849624,-2.5232763,209.62,0.171764,168.69052243232727,0.012456624,0.9752733465284109,0.018703839,49750,-0.00037886924
200,56642,8.78912924891367,5000000,0.044465937,-2.5267143,203.42,0.180252,169.481205701828,0.013802163,0.9890521885827184,0.008244117,50000,0.00138653
201,54691,9.089764581593627,5025000,0.041983183,-2.5282595,216.31,0.21532401,170.27013039588928,0.017630097,0.9803345911204815,0.015103908,50250,0.0033411444
202,55080,8.202023797234125,5050000,0.041787427,-2.528111,198.87,0.21475999,171.0739734172821,0.018455602,0.9815153311938047,0.016896503,50500,0.0010805394
203,53942,8.856865816428318,5075000,0.04278709,-2.5279205,210.48,0.141152,171.86952829360962,0.010972662,0.9777820724993944,0.01577378,50750,-0.0018973605
204,54066,8.829693964558658,5100000,0.04335878,-2.5281017,206.13,0.22060399,172.68601250648499,0.016948229,0.9887132477015257,0.008668714,51000,0.0020939938
205,52859,8.811810953954154,5125000,0.04109971,-2.5299294,213.43,0.11458,173.52396440505981,0.00877449,0.9825667981058359,0.012750457,51250,-0.0019683759
206,54363,9.312093444163493,5150000,0.04267258,-2.5337942,217.3,0.19847998,174.3461000919342,0.015263343,0.977851614356041,0.017759115,51500,0.00043794085
207,53688,8.195569299619455,5175000,0.043638818,-2.5341277,193.43,0.280264,175.15340065956116,0.024719836,0.9729899298399687,0.021210877,51750,0.00604909
208,53559,8.760041929169093,5200000,0.043916497,-2.5337377,200.06,0.20148797,175.96144938468933,0.014804497,0.9841213151812553,0.014258091,52000,-0.00022676613
209,56342,7.49887618289109,5225000,0.04199148,-2.5329204,185.21,0.37436,176.77558732032776,0.040422656,0.9844162948429585,0.015393244,52250,0.0140968785
210,54993,8.34323843090002,5250000,0.042884625,-2.532505,197.82,0.3401,177.5761947631836,0.031372536,0.982134522870183,0.015410716,52500,0.011185027
211,54730,8.218932232895167,5275000,0.041974697,-2.5333564,200.68,0.263748,178.37282395362854,0.022060033,0.9833237379789352,0.013789317,52750,0.0044591497
212,54189,8.517183770012052,5300000,0.042376015,-2.5333233,203.3,0.33069998,179.1782410144806,0.03172574,0.968275710940361,0.026688099,53000,0.0083247665
213,54119,9.536850885414678,5325000,0.043279722,-2.5305457,217.3,0.310184,179.99753046035767,0.025688369,0.9718350507318974,0.025374789,53250,0.0057119178
214,55193,8.365771401343245,5350000,0.041979995,-2.5280416,199.91,0.23210803,180.8182418346405,0.017539043,0.9688165839761496,0.03440405,53500,0.0019260154
215,52704,8.372999649562695,5375000,0.04200334,-2.527151,199.66,0.17194,181.61847114562988,0.01261162,0.9828881323337555,0.019307783,53750,0.0015712439
216,54075,9.20082280291419,5400000,0.043115895,-2.5261815,214.88,0.1671,182.42317056655884,0.012590466,0.9832450654357672,0.013433114,54000,0.00054430385
217,55163,8.308627421699248,5425000,0.04351186,-2.5217128,194.41,0.17371199,183.2257902622223,0.012738836,0.9896261347457767,0.009416368,54250,0.0013531577
218,54432,7.5892180366146205,5450000,0.042589925,-2.5182817,183.56,0.21324798,184.02707958221436,0.016563436,0.9744231142103672,0.024958987,54500,0.0026950291
219,54851,8.387534541070272,5475000,0.04314005,-2.5178914,197.94,0.36175603,184.82858872413635,0.03495534,0.9521580450236797,0.04391873,54750,0.009801289
220,56290,8.601229072669884,5500000,0.041765872,-2.5182061,204.59,0.348944,185.64102745056152,0.030321613,0.9799859877675772,0.019106071,55000,0.009582309
221,54270,8.460799937835914,5525000,0.042791925,-2.520167,201.3,0.14135201,186.43383407592773,0.010393228,0.9853017060086131,0.012242311,55250,0.00081158214
222,55274,8.234064106110454,5550000,0.042851377,-2.5212936,195.91,0.17921999,187.23512744903564,0.013538185,0.9713086597621441,0.024589702,55500,0.00049812114
223,54357,9.454465812427951,5575000,0.043504532,-2.5210097,220.14,0.143692,188.03723573684692,0.010214131,0.9918870683759451,0.0068028034,55750,-0.0002990035
224,54047,8.86401586939537,5600000,0.042136386,-2.5212514,210.66,0.16296801,188.84769654273987,0.012046993,0.9801759030669928,0.01770931,56000,0.00093044835
225,53440,8.910754314510632,5625000,0.043338604,-2.5211089,208.2,0.15480001,189.66009283065796,0.011771089,0.9780798144638538,0.01663678,56250,0.00016693733
226,56342,8.981545907537665,5650000,0.043226827,-2.5208564,206.3,0.145052,190.47011184692383,0.010732676,0.988061910495162,0.011536892,56500,-0.00028331124
227,51262,8.807946036813009,5675000,0.04252576,-2.5241082,208.64,0.12929198,191.2689368724823,0.00983718,0.9794869162142277,0.016671885,56750,-0.0009869342
228,54791,8.734453926712959,5700000,0.042216916,-2.5298429,207.89,0.18103601,192.11268496513367,0.013338397,0.9885278893634677,0.012519878,57000,0.0011189297
229,54444,8.156951305783878,5725000,0.042521372,-2.530428,194.09,0.15866801,192.91038990020752,0.011804967,0.9780804421752691,0.020027097,57250,1.1909014e-05
230,54731,8.673191544025231,5750000,0.04325945,-2.530236,201.39,0.20723598,193.7076394557953,0.015919797,0.9831113442778587,0.015818058,57500,0.002838117
231,56476,8.898671493432376,5775000,0.04242353,-2.5278795,210.47,0.19438401,194.50752091407776,0.017194994,0.9820530992001295,0.015967641,57750,0.0021819926
232,55152,9.28488092555839,5800000,0.043485902,-2.525988,214.57,0.11889599,195.29095649719238,0.00884958,0.9895439399406314,0.007983866,58000,-0.001503377
233,54003,8.747675311175954,5825000,0.04202426,-2.5268788,207.17,0.13518,196.08356428146362,0.010001613,0.9830465111881495,0.015574656,58250,-0.000782435
234,55025,8.619347128592016,5850000,0.042279005,-2.5298243,207.99,0.25908,196.8982002735138,0.021982823,0.9905889816582203,0.009756818,58500,0.0073861643
235,53954,8.694349844538374,5875000,0.04295756,-2.5316863,203.73,0.192444,197.7163209915161,0.014214518,0.9813559781759977,0.016394418,58750,0.001411158
236,54405,8.832204846474454,5900000,0.043165416,-2.5342374,206.25,0.17513199,198.55015635490417,0.012602331,0.9780751802027225,0.017120566,59000,-0.0017559056
237,55301,8.891003192232548,5925000,0.045102887,-2.5314538,198.2,0.205372,199.35276699066162,0.015534937,0.9824251029640436,0.014512968,59250,0.0032451511
238,54655,8.283634067913736,5950000,0.04225674,-2.5316849,195.86,0.153936,200.1588671207428,0.011555699,0.9837141614407301,0.015111549,59500,-0.0007346786
239,52999,8.282264445954933,5975000,0.04267293,-2.5317676,199.27,0.18019599,200.95480728149414,0.01409931,0.984349125996232,0.013804128,59750,0.0019068752
240,53602,8.775761283373285,6000000,0.042494833,-2.5329592,207.54,0.166144,201.76884007453918,0.012315092,0.9820303227752447,0.016070144,60000,-0.00040600385
241,46303,9.028770830877475,6025000,0.04150984,-2.5334547,217.69,0.17677198,202.5989706516266,0.01271866,0.9811878427863121,0.0140548,60250,0.00011422262
242,55926,7.723513695955771,6050000,0.042062238,-2.5344992,186.02,0.17881599,203.47232842445374,0.014073625,0.9773658495396376,0.021478008,60500,0.00096576253
243,35313,8.35098339912769,6075000,0.04371998,-2.5340843,193.31,0.110452,204.25354838371277,0.008484142,0.9856638191267848,0.012553731,60750,-0.0018226926
244,48356,8.362605453348879,6100000,0.043253213,-2.5332587,195.07,0.2146,205.3021650314331,0.017241733,0.9854099806398153,0.013958911,61000,0.0038460072
245,55603,9.587048451587325,6125000,0.044796076,-2.5350776,214.12,0.201948,206.15630865097046,0.016498176,0.9890882093459368,0.008517029,61250,0.0026709149
246,54840,8.206748323864197,6150000,0.042373203,-2.5377018,194.64,0.177732,206.9395432472229,0.013386379,0.970972154289484,0.02873317,61500,-5.9759805e-05
247,56049,8.84483258907836,6175000,0.044785604,-2.5374558,201.41,0.12169199,207.75954341888428,0.009024134,0.9817531667649746,0.01469938,61750,-0.0007300701
248,56041,8.702043900460048,6200000,0.042205848,-2.5348363,207.48,0.193604,208.5431089401245,0.014122114,0.9766639731824398,0.022348953,62000,0.0026991596
249,55317,9.119130917813381,6225000,0.042915113,-2.5318446,214.64,0.19216402,209.34207582473755,0.014199814,0.9868783755227923,0.012405244,62250,0.0019157721
250,54530,9.020221991596264,6250000,0.043884367,-2.5282726,204.0,0.12995599,210.1508502960205,0.009527855,0.9683308303356171,0.027572025,62500,-0.0021615303
251,54906,9.297593093446013,6275000,0.042847462,-2.5237408,215.44,0.11688401,210.95146369934082,0.008984746,0.976875176653266,0.020816464,62750,-0.0017532485
252,53248,8.869491256128532,6300000,0.044454526,-2.517749,201.15,0.22110398,211.74674439430237,0.017750429,0.9818647690117359,0.014578325,63000,0.0035011987
253,55985,8.439976109804338,6325000,0.043417335,-2.5123749,195.02,0.30111998,212.56772923469543,0.025948454,0.9825184643268585,0.01463761,63250,0.006828339
254,55104,8.492455177762022,6350000,0.04293477,-2.5109677,201.55,0.19369999,213.3645830154419,0.0143972505,0.9799660313874483,0.01699562,63500,0.0017173117
255,53392,9.169330442786741,6375000,0.043304406,-2.5113075,212.02,0.12346399,214.163072347641,0.009189634,0.9830333720892668,0.013336139,63750,-0.0018801767
256,54796,7.694679603304121,6400000,0.042804677,-2.5138822,184.16,0.139728,214.9698522090912,0.0104145575,0.9828318320214748,0.015549628,64000,-0.0001021174
257,44505,8.629949440046802,6425000,0.042728826,-2.5169058,205.9,0.19383599,215.7655258178711,0.015688544,0.9789077527821064,0.0155429635,64250,0.0016453242
258,55615,8.61842642461037,6450000,0.041861758,-2.519487,205.41,0.265232,216.67089653015137,0.022648748,0.9703319650143385,0.024879042,64500,0.0040778248
259,54507,8.624397586839878,6475000,0.04310361,-2.5210497,202.58,0.18381998,217.467209815979,0.0142473355,0.9903059313073754,0.007613106,64750,0.001347198
260,53236,9.566423789758101,6500000,0.04400423,-2.5204685,215.27,0.15848,218.26339197158813,0.011288093,0.987390698865056,0.00950298,65000,0.00024762918
261,55262,8.834106962051301,6525000,0.043361362,-2.5210521,204.35,0.12542,219.07978081703186,0.009924321,0.9804527778178453,0.015777951,65250,-0.00094761606
262,55422,9.538624560632597,6550000,0.044196773,-2.5223267,215.04,0.21863201,219.87084817886353,0.018573787,0.9847289901226759,0.01132949,65500,0.0018972052
263,41258,8.809716800154419,6575000,0.042244613,-2.5228896,207.99,0.19066802,220.663400888443,0.0146647515,0.9853799557313323,0.012720525,65750,0.0016245656
264,56894,8.810936165292878,6600000,0.04303896,-2.524225,205.8,0.13131599,221.60286927223206,0.009968567,0.9839334487915039,0.012118022,66000,-0.002850037
265,55867,9.38443994421221,6625000,0.0443364,-2.5265927,214.01,0.25686002,222.39458346366882,0.021464035,0.9892249442636967,0.007908905,66250,0.006119882
266,54640,9.607568236812513,6650000,0.04399965,-2.529481,217.54,0.13755599,223.18984842300415,0.010326211,0.9895132798701525,0.008365882,66500,-0.00093388616
267,53528,8.33211748930833,6675000,0.041690003,-2.533715,202.41,0.103351995,223.99616742134094,0.008150316,0.9891594583168626,0.009097145,66750,-0.002247904
268,54966,10.010903405184072,6700000,0.04418889,-2.5387104,226.55,0.22886798,224.80866813659668,0.017300218,0.983978621661663,0.010025741,67000,0.0027003484
269,53549,9.207359496149401,6725000,0.04233286,-2.5409446,219.06,0.2419,225.60881924629211,0.019547205,0.9907784545794129,0.0069715106,67250,0.004282673
270,52136,8.706668272158458,6750000,0.042925097,-2.5417147,206.89,0.152228,226.4219970703125,0.011554158,0.9831838272511959,0.01124835,67500,-0.0010640144
271,47229,9.165020245377054,6775000,0.0429875,-2.5423148,214.6,0.178012,227.25700330734253,0.014900751,0.9848125651478767,0.011653386,67750,0.0007339069
272,51653,9.01278253560733,6800000,0.042645585,-2.5406342,210.37,0.15443201,228.12793040275574,0.011658302,0.9878996973857284,0.0097505925,68000,0.00047343038
273,55275,9.328489915487207,6825000,0.043383095,-2.542176,216.38,0.165016,228.9524531364441,0.0124785295,0.9926903476007283,0.0053340057,68250,0.00043237497
274,54989,8.016916172767232,6850000,0.041925076,-2.5443842,193.7,0.21566398,229.76549696922302,0.016522147,0.9844902195036411,0.014818782,68500,0.0015527556
275,54772,8.892823059924412,6875000,0.04362962,-2.5469909,204.3,0.256628,230.58187580108643,0.02079701,0.9926044512540102,0.006446594,68750,0.0058762827
276,55506,8.349417647065893,6900000,0.042256903,-2.5488038,199.9,0.229884,231.3871660232544,0.01768974,0.9845998911187053,0.012970069,69000,0.003174716
277,56145,8.693980855609915,6925000,0.04251958,-2.5477402,205.07,0.11302799,232.18767428398132,0.008529822,0.9879282535985112,0.009058652,69250,-0.0014434856
278,53808,8.779915882622737,6950000,0.04373491,-2.5432258,202.69,0.18196401,232.98828029632568,0.013060704,0.9903988614678383,0.007836893,69500,0.001017647
279,56204,8.027739265857017,6975000,0.041329756,-2.5411267,199.31,0.10446401,233.80261826515198,0.008011131,0.993248026818037,0.005943871,69750,-0.0019005232
280,55662,8.848714610894858,7000000,0.04375367,-2.5425458,206.54,0.146196,234.59215259552002,0.011063663,0.990949671715498,0.0067063123,70000,-7.349445e-05
281,54038,9.232121964525746,7025000,0.043322925,-2.5432026,213.58,0.34588,235.37881326675415,0.036598332,0.9887196896597743,0.008585554,70250,0.01021163
282,52566,8.698838774930138,7050000,0.042927764,-2.5444763,205.71,0.281812,236.20365738868713,0.023562128,0.9864334994927049,0.010092263,70500,0.0063105286
283,53937,9.368433049200757,7075000,0.04191465,-2.5469456,221.52,0.1214,237.0136845111847,0.009397135,0.987193183042109,0.009498222,70750,-0.0012557624
284,54751,8.568445457973475,7100000,0.04187867,-2.5500677,205.09,0.12033199,237.8325879573822,0.009098181,0.9877364747226238,0.009865848,71000,-0.0018870909
285,55192,8.558039351878687,7125000,0.043739825,-2.5502262,199.0,0.202316,238.627272605896,0.016504774,0.9869591230526567,0.010731889,71250,0.0036669697
286,53669,8.946611726712144,7150000,0.042619906,-2.5525591,213.77,0.19068399,239.4185106754303,0.01398431,0.9868848379701376,0.009528036,71500,0.00094397535
287,55198,9.60941740800714,7175000,0.04418989,-2.5565763,216.37,0.119624,240.23046040534973,0.008856064,0.9858590150251985,0.009954421,71750,-0.0013270366
288,54447,8.610971641288597,7200000,0.04326486,-2.5621314,201.64,0.190684,241.03054118156433,0.014018741,0.9902657773345709,0.008493496,72000,0.0023809792
289,54964,9.193674181997649,7225000,0.043023895,-2.5665998,212.38,0.206212,241.83832597732544,0.016151475,0.9807707127183676,0.015906962,72250,0.0012345479
290,55091,9.308942190610852,7250000,0.042559918,-2.5705488,219.1,0.18314,242.63186120986938,0.013271171,0.9888072460889816,0.009394055,72500,0.0018148154
