approxkl,n_updates,clipfrac,true_reward,value_loss,fps,serial_timesteps,ep_reward_mean,ep_len_mean,explained_variance,total_timesteps,time_elapsed,policy_loss,policy_entropy
0.003009706,131,0.025708001,-0.02570883,0.28155175,58303,32750,2.12743429624451,71.44,0.8989944234490395,3275000,117.47362518310547,-0.0017028998,4.23228
0.0026923162,132,0.02064,-0.023813,0.29543635,59570,33000,2.2328743562764064,78.99,0.8982729762792587,3300000,118.32592177391052,-0.002058678,4.226108
0.0037804027,133,0.036216,-0.016284432,0.26680356,59016,33250,2.538669219505873,79.98,0.9095374867320061,3325000,119.13976836204529,-0.0021845417,4.2198052
0.0037124634,134,0.035768,-0.014870369,0.3034548,58231,33500,2.5168442297067575,84.54,0.8936714828014374,3350000,119.94213962554932,-0.0015762706,4.213983
0.004071207,135,0.041408002,-0.010239376,0.313413,59208,33750,2.7603523693515375,83.73,0.8909822702407837,3375000,120.74714660644531,-0.001470314,4.2088695
0.003889174,136,0.04126,-0.007887265,0.33839074,37541,34000,2.8316563650914213,86.93,0.8774894252419472,3400000,121.52948713302612,-0.0015302955,4.203713
0.0045145196,137,0.051515996,-0.006067724,0.39403367,48671,34250,2.7753906509652735,87.67,0.8607710301876068,3425000,122.68177056312561,-0.001412722,4.1983485
0.0040251752,138,0.042364,-0.00052020996,0.36828458,57753,34500,3.4359359294639944,104.9,0.8624158352613449,3450000,123.58536696434021,-0.0026602766,4.193614
0.0043774922,139,0.047188,0.00392164,0.40987435,56496,34750,3.965394323211375,115.52,0.8517617583274841,3475000,124.45575737953186,-0.0020052579,4.189278
0.0037526232,140,0.037660003,0.003067214,0.42781767,60114,35000,3.7195353584177067,112.01,0.8386285603046417,3500000,125.27770042419434,-0.0017372355,4.185053
0.006279295,141,0.080603994,0.008562606,0.41424364,59491,35250,4.451036400434478,128.39,0.8432764261960983,3525000,126.05175495147705,-0.0015365438,4.181077
0.005505082,142,0.065584,0.014170175,0.440149,59392,35500,5.448405950504102,159.18,0.8003306537866592,3550000,126.85100436210632,-0.0015448068,4.1775723
0.00791199,143,0.105328,0.013449251,0.3992538,59434,35750,5.040820873049142,159.39,0.7945562899112701,3575000,127.64782500267029,-0.0014509017,4.1742077
0.0053460794,144,0.064348,0.020363828,0.31674975,59387,36000,6.279093300321912,204.54,0.7891979217529297,3600000,128.44190859794617,-0.0019110646,4.170952
0.005939635,145,0.076724,0.02527364,0.26323718,59216,36250,6.804413160561121,223.11,0.7484441101551056,3625000,129.2376036643982,-0.0007407834,4.167641
0.006319576,146,0.080544,0.024897639,0.18294601,58458,36500,6.717816254857271,238.51,0.6500318646430969,3650000,130.09436750411987,-0.0007344399,4.1640925
0.0062091,147,0.08121601,0.02718548,0.17815128,59902,36750,7.09507255414768,245.55,0.39649027585983276,3675000,130.90877413749695,0.0001433894,4.160573
0.007145102,148,0.093264,0.028958973,0.12421111,59343,37000,7.301116393454449,245.27,0.5670337378978729,3700000,131.71282148361206,0.00012018508,4.1566644
0.007413637,149,0.098144,0.028093982,0.10018845,49333,37250,7.1096020771231725,245.73,0.45650821924209595,3725000,132.51327443122864,-0.0005104487,4.1521387
0.0098869605,150,0.141304,0.030101402,0.144751,60182,37500,7.712844904417286,242.8,0.35178303718566895,3750000,133.39735198020935,0.0001750974,4.147998
0.00795764,151,0.106576,0.031523697,0.13450179,46524,37750,8.068980485902376,242.01,0.3223978281021118,3775000,134.18155360221863,0.00033297777,4.1438513
0.009712194,152,0.13738,0.03017766,0.21484402,55861,38000,7.986222139628087,240.98,0.23877114057540894,3800000,135.08911800384521,-0.00030911333,4.13955
0.006814909,153,0.090652004,0.030590737,0.11350317,58545,38250,7.794877302682217,245.12,0.29426807165145874,3825000,135.94788599014282,-0.0019306634,4.135159
0.006255541,154,0.079367995,0.030059066,0.10739213,56105,38500,7.60905061220062,243.27,0.34600162506103516,3850000,136.77820754051208,-0.0016078872,4.1306787
0.0052268677,155,0.064431995,0.02433329,0.30616212,58381,38750,6.857637389703086,236.38,0.22821885347366333,3875000,137.60067009925842,-0.0018261479,4.126441
0.0070072785,156,0.089192,0.024594143,0.1731509,56158,39000,6.666814893471333,247.81,0.2202123999595642,3900000,138.4823338985443,-0.0014544952,4.121305
0.0066342643,157,0.08706801,0.022668568,0.27435932,57282,39250,6.352597800597923,243.43,0.14657533168792725,3925000,139.42789554595947,-0.0019255547,4.1166053
0.004072907,158,0.043276,0.024157463,0.24348092,61148,39500,6.6362717488922405,239.24,0.25803184509277344,3950000,140.25797605514526,-0.0018394578,4.1119585
0.012910332,159,0.166168,0.025227005,0.15055814,47472,39750,6.674525123258027,246.48,0.14982092380523682,3975000,141.14753818511963,0.00049441255,4.1065297
0.006618085,160,0.087132,0.025576768,0.17859027,58753,40000,6.566021174195814,234.14,0.436057448387146,4000000,142.1188681125641,-0.0016459838,4.101799
0.0070350217,161,0.08979601,0.02320028,0.24379346,59954,40250,6.3762188797689,242.56,0.05701863765716553,4025000,142.90878438949585,-0.0018175959,4.0968294
0.0073161973,162,0.097343996,0.02389153,0.22959137,47871,40500,6.452608898703765,241.15,0.09226906299591064,4050000,143.69030618667603,-0.0015125698,4.0913744
0.0037452118,163,0.037724,0.02608575,0.14051914,61529,40750,6.775709532579592,241.29,0.3319671154022217,4075000,144.57084679603577,-0.0014918053,4.0857315
0.0059654815,164,0.07374401,0.026214575,0.10200515,60386,41000,6.771007687974463,245.89,0.17182201147079468,4100000,145.37187838554382,-0.0015823494,4.0794153
0.004821066,165,0.055108003,0.027460279,0.12418286,55037,41250,7.038531941423753,242.99,0.1617451310157776,4125000,146.16381216049194,-0.0022497005,4.071395
0.007676029,166,0.10381601,0.02425599,0.35798922,59945,41500,6.838159072435542,231.63,0.15742021799087524,4150000,146.9802725315094,-0.002574503,4.062134
0.008480455,167,0.115616,0.027224561,0.26362985,59461,41750,7.310610154777769,233.58,0.24248528480529785,4175000,147.76066660881042,-0.00075357466,4.054738
0.0066206395,168,0.086987995,0.02875562,0.06720208,60484,42000,7.278065065791195,246.56,0.2700239419937134,4200000,148.55682396888733,-0.001046429,4.0473304
0.0063577765,169,0.083716,0.028796256,0.042014636,59202,42250,7.260416667357394,248.2,0.38983893394470215,4225000,149.3256595134735,-0.002157155,4.0374656
0.0074744546,170,0.099180005,0.029347021,0.01742333,59611,42500,7.336755378944435,250.0,0.06183576583862305,4250000,150.1075620651245,-0.0011698502,4.0259852
