serial_timesteps,ep_reward_mean,time_elapsed,approxkl,explained_variance,clipfrac,ep_len_mean,fps,n_updates,true_reward,value_loss,policy_entropy,policy_loss,total_timesteps
40250,21.05822548483251,7338.440757989883,0.005973664,0.5576314032077789,0.073656,232.14,59743,161,0.09006609,0.29614836,4.751417,-0.0023608184,4025000
40500,20.07565247744755,7339.30718255043,0.003635219,0.5915905237197876,0.034819998,220.77,61084,162,0.08970194,0.31845924,4.7480235,-0.0019727738,4050000
40750,20.597793608014218,7340.138972997665,0.0051310523,0.6385143101215363,0.060671996,224.28,65062,163,0.09061684,0.2793615,4.7439756,-0.003148041,4075000
41000,20.370133830702397,7340.94812130928,0.0040345374,0.656071662902832,0.043708,224.58,62729,164,0.08890603,0.29522723,4.7367144,-0.0023618746,4100000
41250,18.98423982479494,7341.773683309555,0.0044059297,0.39628541469573975,0.050552,211.39,62163,165,0.08896958,0.6003788,4.7317305,-0.002193262,4125000
41500,19.980789643974504,7342.605362176895,0.004770437,0.5179885625839233,0.054307997,220.52,55379,166,0.089347176,0.3798777,4.7286086,-0.001955438,4150000
41750,20.428976178817138,7343.480213880539,0.0040370855,0.5767353177070618,0.041784,226.16,58642,167,0.08941751,0.44002375,4.7268524,-0.0023304138,4175000
42000,21.258637221417285,7344.315245628357,0.0035792906,0.7217310667037964,0.035795998,230.84,61462,168,0.091564424,0.21536186,4.7199183,-0.001651388,4200000
42250,21.764172604178892,7345.161916017532,0.0047291378,0.652452826499939,0.055740006,235.12,65067,169,0.09196548,0.26492935,4.714154,-0.0019637388,4225000
42500,21.010396867206147,7345.9913854599,0.0050266497,0.7246689200401306,0.059564,226.4,59425,170,0.0926246,0.25674543,4.7097445,-0.0021820902,4250000
42750,21.662838010086126,7346.819593429565,0.0058028055,0.575052410364151,0.070472,233.35,70790,171,0.09192394,0.2978972,4.705232,-0.0025953786,4275000
43000,20.82813396581683,7347.595098018646,0.005411572,0.5764854252338409,0.066484004,222.32,68959,172,0.09245446,0.4098695,4.7012773,-0.0025571752,4300000
43250,20.363657040542225,7348.363096237183,0.0046085143,0.5856029987335205,0.054500002,219.99,67286,173,0.09157281,0.3796552,4.70082,-0.002146599,4325000
43500,22.124780088335655,7349.14866399765,0.0047582723,0.7519513368606567,0.057464004,236.52,70088,174,0.09293269,0.1684045,4.7014713,-0.0030453696,4350000
43750,20.41592943704265,7349.919857263565,0.005178595,0.6387990117073059,0.062567994,222.24,67857,175,0.09044901,0.33674246,4.6997128,-0.0025934805,4375000
44000,22.397451038939106,7350.7038588523865,0.005100249,0.6937356889247894,0.062412,234.16,59077,176,0.095114075,0.22535631,4.6954484,-0.0026079174,4400000
44250,21.41230570679053,7351.570685625076,0.0054007466,0.5492932498455048,0.066608,226.82,67212,177,0.093565986,0.38866252,4.691844,-0.0025713388,4425000
44500,22.269436489360785,7352.347200155258,0.004462936,0.6831697225570679,0.053208,236.52,65667,178,0.09375481,0.23243979,4.688578,-0.0025268788,4450000
44750,21.050665269922103,7353.149141073227,0.006889279,0.42470961809158325,0.091076,222.25,66582,179,0.09384979,0.57966745,4.6834955,-0.0024714991,4475000
45000,21.953567243211438,7353.96494269371,0.004997981,0.6706656813621521,0.059896,231.41,56315,180,0.09447633,0.24185368,4.679938,-0.0027736211,4500000
45250,21.731573501773564,7354.875881195068,0.005474617,0.6017237603664398,0.068428,231.91,60159,181,0.09344366,0.2487674,4.677174,-0.0023753163,4525000
45500,19.739318639357005,7355.745227098465,0.005590705,0.4969140887260437,0.06932001,213.17,61614,182,0.09213191,0.55673885,4.6744857,-0.0027955375,4550000
45750,21.76737409353773,7356.604307174683,0.007449054,0.5719443559646606,0.098680004,230.25,56402,183,0.09436977,0.31001335,4.672349,-0.003029683,4575000
46000,18.08949709647015,7357.504181146622,0.0046072835,0.4813345670700073,0.054535996,193.87,56873,184,0.092183076,0.66946965,4.6723757,-0.0012601551,4600000
46250,20.393725751106068,7358.405433177948,0.0064211697,0.543939620256424,0.084936,215.81,54294,185,0.0937785,0.45897827,4.669976,-0.0026130225,4625000
46500,22.341649267127213,7359.342216014862,0.006702437,0.6624548733234406,0.086123995,234.22,63640,186,0.09502579,0.26315436,4.6688905,-0.0023911588,4650000
46750,23.745395758418418,7360.137117862701,0.0049452432,0.7164871394634247,0.058215994,243.88,65925,187,0.09697912,0.1639247,4.669256,-0.0023849162,4675000
47000,22.49776452149861,7360.923862695694,0.0036650598,0.7787552028894424,0.036344,235.01,66290,188,0.09530048,0.1840085,4.6652904,-0.002290951,4700000
47250,21.935410143171758,7361.795609235764,0.0049988977,0.5193473696708679,0.059587996,226.77,46933,189,0.0958665,0.39761996,4.655415,-0.0022202136,4725000
47500,21.566104953604917,7362.917596340179,0.004096805,0.5392691791057587,0.045804,224.4,66542,190,0.09579901,0.37405357,4.647541,-0.0018718466,4750000
47750,22.685340951595645,7363.714617013931,0.004706139,0.6449066400527954,0.054428,233.19,67627,191,0.0964169,0.26939708,4.6419992,-0.0025393446,4775000
48000,22.689167493220484,7364.486937761307,0.004946594,0.7147144675254822,0.057448007,236.03,66961,192,0.09525524,0.2237293,4.6367745,-0.0024863167,4800000
48250,22.890681640463082,7365.274560928345,0.005059599,0.7047733664512634,0.060360003,235.88,67021,193,0.097000316,0.20080581,4.631028,-0.0024395064,4825000
48500,21.16977779086159,7366.047064304352,0.006035484,0.5311309099197388,0.078064,220.25,64033,194,0.095377825,0.43701968,4.625825,-0.002970244,4850000
48750,21.28026203069021,7366.848428010941,0.00726669,0.5178543925285339,0.092904,218.31,67997,195,0.09663738,0.44732943,4.6244483,-0.0024792878,4875000
49000,23.277991960874786,7367.6141238212585,0.006275773,0.7380244731903076,0.0813,235.9,66618,196,0.09783963,0.17881589,4.621903,-0.002997514,4900000
49250,21.917000729394022,7368.391062736511,0.005512948,0.6908216178417206,0.06795601,228.05,67532,197,0.09544903,0.2898108,4.616555,-0.0030962995,4925000
49500,21.719815904484058,7369.164340019226,0.0038871397,0.5826711654663086,0.041936003,219.59,66548,198,0.097525105,0.37944454,4.6139097,-0.0016470788,4950000
49750,20.544017064829823,7369.971783399582,0.005957295,0.5126710832118988,0.075976,217.64,62975,199,0.093529716,0.49307346,4.611027,-0.0021987788,4975000
50000,22.4999190182251,7370.813360691071,0.0060488894,0.6705039441585541,0.075488,231.85,60779,200,0.096928984,0.24931681,4.6041017,-0.002512129,5000000
50250,21.908272183605714,7371.646433353424,0.004460912,0.4664578437805176,0.049732,222.33,65605,201,0.09761895,0.4303723,4.599211,-0.0017680252,5025000
50500,23.608336084843614,7372.463745832443,0.0045964094,0.7523718774318695,0.053940006,240.38,50044,202,0.0980454,0.17693189,4.5938783,-0.002434123,5050000
50750,22.95667205354359,7373.408411741257,0.0049966816,0.7667063176631927,0.058576,237.43,59579,203,0.09650751,0.20463867,4.5861397,-0.002526695,5075000
51000,22.40087593281911,7374.276091098785,0.0054242425,0.6629066169261932,0.066868,229.31,58841,204,0.097303055,0.3139114,4.577128,-0.0031161392,5100000
51250,23.766165939771525,7375.120213985443,0.0066117393,0.6550168395042419,0.087368,237.31,69119,205,0.099395365,0.26618886,4.5687065,-0.0030620866,5125000
51500,23.349114964045622,7375.917851448059,0.0068380297,0.6956601440906525,0.088231996,235.33,65759,206,0.098700315,0.19964673,4.5605555,-0.001967307,5150000
51750,22.3208391062392,7376.729425907135,0.005235078,0.6106023192405701,0.065432,229.46,65112,207,0.096360244,0.37134182,4.551004,-0.0026465042,5175000
52000,22.70285398899132,7377.51446557045,0.005623932,0.5954692959785461,0.069928,227.96,70464,208,0.09894641,0.36634085,4.54292,-0.0020619058,5200000
52250,22.508033816209135,7378.255846977234,0.0058117406,0.5949231684207916,0.072996,228.79,67637,209,0.09758814,0.3484849,4.538058,-0.0025879545,5225000
52500,24.089534685148394,7379.011966466904,0.0049092076,0.6997308731079102,0.058124,241.85,66684,210,0.0989213,0.17840075,4.532065,-0.0026964168,5250000
52750,24.017510671932033,7379.779894351959,0.0059578563,0.6857312023639679,0.07502,237.67,69811,211,0.100300245,0.20460415,4.525505,-0.0033471347,5275000
53000,23.902316943907994,7380.535196065903,0.0057029,0.7041732370853424,0.073188,237.91,71125,212,0.09987317,0.22186506,4.5177183,-0.0036303098,5300000
53250,22.209650348937213,7381.280651330948,0.005615647,0.5631498396396637,0.068016,223.48,71391,213,0.09819856,0.35599098,4.5104685,-0.0021395765,5325000
53500,21.044216731472716,7382.018769025803,0.0075810836,0.483665406703949,0.098335996,213.75,70534,214,0.0979344,0.51564544,4.508789,-0.0025250732,5350000
53750,23.394342849152164,7382.757174015045,0.007087956,0.6080366671085358,0.089347996,235.0,70450,215,0.09879357,0.25637808,4.5086493,-0.002418906,5375000
54000,24.616184314543645,7383.488379955292,0.006557589,0.8815210163593292,0.085195996,245.55,69148,216,0.100108966,0.06784531,4.503731,-0.0030879786,5400000
54250,24.075781796194022,7384.245084762573,0.0048974426,0.6183483600616455,0.057044,233.24,59099,217,0.10231578,0.28622994,4.497916,-0.0028504771,5425000
54500,24.13453932057753,7385.086450099945,0.0053762267,0.7411794662475586,0.06657999,233.9,67822,218,0.1023943,0.18490048,4.4910893,-0.0029519207,5450000
54750,24.80668652516397,7385.887330055237,0.0051267734,0.634553998708725,0.062692,238.86,60501,219,0.103145555,0.23225555,4.4887586,-0.0023820228,5475000
55000,23.19762803611526,7386.7223081588745,0.005527638,0.4688190221786499,0.067268,226.39,64139,220,0.10075125,0.4876503,4.487811,-0.0024768326,5500000
55250,23.523613308597977,7387.5313358306885,0.007938357,0.5690590143203735,0.097583994,230.37,66052,221,0.100596316,0.36895806,4.4855957,-0.0021027946,5525000
55500,24.61870502544363,7388.344373464584,0.005981618,0.7055773138999939,0.076084,237.08,65390,222,0.10319983,0.20444246,4.4844303,-0.0027087296,5550000
55750,22.762118599476672,7389.153631448746,0.006155083,0.5315876007080078,0.077832,220.87,69646,223,0.10154289,0.52343553,4.4813657,-0.0019532875,5575000
56000,23.93148018581516,7389.908256053925,0.0047300765,0.61725053191185,0.054384004,232.21,69199,224,0.102457754,0.29634523,4.481275,-0.002079564,5600000
56250,24.016637712114097,7390.665182590485,0.005360888,0.6975942552089691,0.066344,233.13,66667,225,0.102199934,0.3039715,4.4796066,-0.0037735566,5625000
56500,24.324112335097162,7391.433539390564,0.005665263,0.5870968401432037,0.072032,234.21,71079,226,0.10311735,0.3388508,4.4770823,-0.0024038504,5650000
56750,24.45260832390544,7392.172563552856,0.007134378,0.6739157140254974,0.093668,233.6,70864,227,0.103756234,0.266487,4.4732714,-0.003219939,5675000
57000,24.98118961346816,7392.905823230743,0.004921521,0.7704841941595078,0.057944,238.34,72849,228,0.10427784,0.17494938,4.468571,-0.0022745514,5700000
57250,25.421656950900868,7393.642134189606,0.006898155,0.6578174233436584,0.090172,243.75,71291,229,0.10385009,0.1750495,4.4636292,-0.0020349803,5725000
57500,23.147476103734633,7394.390591621399,0.007381515,0.5939663946628571,0.097424,224.53,70642,230,0.10247554,0.43400565,4.460253,-0.0023362644,5750000
57750,24.422381092627766,7395.130838394165,0.0059600817,0.5345670282840729,0.078028,231.46,69949,231,0.10471091,0.3729732,4.4569874,-0.0032730314,5775000
58000,24.684567980808353,7395.877212047577,0.0050318902,0.5631459653377533,0.061263997,233.18,67758,232,0.104851834,0.3675747,4.453288,-0.0022541373,5800000
58250,24.44905077806924,7396.627604961395,0.0055807037,0.6585748791694641,0.068504,232.26,66126,233,0.10420046,0.31939372,4.4458594,-0.0029323872,5825000
58500,24.554871042831365,7397.393922805786,0.0051460606,0.601118415594101,0.062135994,230.99,69550,234,0.10549085,0.3365344,4.439087,-0.0022836577,5850000
58750,24.297558808261073,7398.1357345581055,0.004966003,0.6545393764972687,0.059035998,229.29,70240,235,0.10506447,0.30894524,4.4345713,-0.0022793636,5875000
59000,26.191320621928607,7398.885811090469,0.006195204,0.8481372594833374,0.078408,244.78,71181,236,0.10690563,0.08130975,4.429224,-0.002044705,5900000
59250,23.3250256167927,7399.615501642227,0.0066380305,0.48977887630462646,0.08391999,215.18,70214,237,0.106451996,0.6094237,4.4214764,-0.0023687377,5925000
59500,24.988062944741323,7400.367842197418,0.005189904,0.5666832327842712,0.06253199,232.49,70668,238,0.1064963,0.3520602,4.415064,-0.0017110228,5950000
59750,25.46706467750817,7401.10203909874,0.005964243,0.599938303232193,0.075916,238.78,68707,239,0.10580833,0.29456633,4.410409,-0.002246345,5975000
60000,24.676925880599594,7401.853121995926,0.0068745343,0.6631248891353607,0.09011199,231.03,71023,240,0.10607737,0.2702896,4.407158,-0.0021289033,6000000
60250,25.472770920979976,7402.614337921143,0.006601481,0.6517751514911652,0.08745201,235.8,69656,241,0.10733875,0.30261904,4.4052186,-0.0025403674,6025000
60500,25.829539456493695,7403.36021232605,0.0062371646,0.6574224829673767,0.081232,237.3,67528,242,0.107901916,0.2673058,4.4032726,-0.0018447528,6050000
60750,23.697447115802152,7404.111918926239,0.0066681565,0.4382118582725525,0.088908,222.43,67199,243,0.105158634,0.5804018,4.397765,-0.002605952,6075000
61000,22.88830471024565,7404.878309726715,0.0073138895,0.41761666536331177,0.099360004,213.62,70453,244,0.10494414,0.6935415,4.3969626,-0.0022478853,6100000
61250,23.324627137692733,7405.637401580811,0.008376155,0.4739012122154236,0.10036401,217.47,70115,245,0.10620095,0.52617985,4.395602,-0.0012718595,6125000
61500,24.318615406231565,7406.381026506424,0.007899948,0.5554709732532501,0.106351994,228.76,69792,246,0.10528763,0.4086551,4.3933825,-0.0020736887,6150000
61750,26.876630829997886,7407.126316785812,0.0057039084,0.7332617044448853,0.07196,246.94,71388,247,0.10844935,0.1250968,4.390803,-0.0017018648,6175000
62000,26.31562232052107,7407.8641974925995,0.0062266313,0.7987585812807083,0.07945601,241.05,70108,248,0.10913494,0.12917069,4.3872576,-0.0022116166,6200000
62250,26.816227798286235,7408.623291730881,0.007342279,0.8954255878925323,0.098956004,247.19,69992,249,0.10837786,0.060791712,4.383072,-0.002389842,6225000
62500,23.859252265509568,7409.354590415955,0.006155901,0.5772790014743805,0.079376,222.45,68402,250,0.10665551,0.4356745,4.3795576,-0.0023331982,6250000
62750,25.117512976914586,7410.097830295563,0.0051695416,0.5746455788612366,0.062984005,231.29,66975,251,0.10746808,0.4016215,4.3766804,-0.0017697454,6275000
63000,25.931519689588168,7410.875751256943,0.007605102,0.6440277993679047,0.101376,239.6,71259,252,0.107387654,0.28534788,4.3738775,-0.0030385286,6300000
63250,25.41023892926549,7411.604866504669,0.005620629,0.5345488786697388,0.070748,232.45,70956,253,0.10843926,0.34796056,4.372301,-0.0021812231,6325000
63500,24.503914457375977,7412.345435857773,0.0074580396,0.48493289947509766,0.097916,226.14,71596,254,0.1072571,0.46201167,4.3711205,-0.0026961064,6350000
63750,26.642305841179194,7413.0748410224915,0.0054073883,0.631124347448349,0.065671995,242.95,73127,255,0.10924478,0.23365283,4.367695,-0.0024691697,6375000
64000,26.451818862538058,7413.792624950409,0.005225375,0.8011310547590256,0.063812,244.65,67235,256,0.10805928,0.11801307,4.363017,-0.0022841764,6400000
64250,26.495716938693967,7414.586170911789,0.0059659192,0.7570673823356628,0.075716004,243.91,63792,257,0.108275555,0.1517133,4.357424,-0.0025853263,6425000
64500,25.74919669846164,7415.399424314499,0.006589794,0.6462608277797699,0.086848006,234.07,67859,258,0.109442316,0.29048806,4.352103,-0.0023408076,6450000
64750,24.398840124439847,7416.186071395874,0.007221847,0.583175003528595,0.098072,226.57,66912,259,0.10726645,0.37880415,4.347335,-0.0011769101,6475000
65000,25.90621618827059,7416.996073007584,0.008293779,0.6384427547454834,0.11035202,236.23,67470,260,0.109016195,0.24617675,4.345549,-0.0023196773,6500000
65250,23.78442473281728,7417.784903764725,0.007532769,0.43280863761901855,0.10254,223.45,66923,261,0.105824016,0.4205717,4.3433,-0.0019062525,6525000
65500,24.698470330271665,7418.606808423996,0.009043516,0.577260285615921,0.120272,232.46,65019,262,0.10570384,0.29734522,4.341806,-0.0022199529,6550000
65750,25.090270373231235,7419.372619867325,0.008216495,0.5504653453826904,0.112448,235.54,67949,263,0.106067605,0.28887314,4.3386455,-0.0020232864,6575000
66000,25.874088625364603,7420.126716375351,0.0069830357,0.6433702409267426,0.090764,243.02,67166,264,0.10598872,0.18194652,4.3343573,-0.0025645043,6600000
66250,23.512305628437318,7420.897417068481,0.008439762,0.49213194847106934,0.11600399,221.19,70303,265,0.10537798,0.41283974,4.3308587,-0.00295842,6625000
66500,25.926434274446446,7421.631823539734,0.006608782,0.7593754529953003,0.088364,244.23,66706,266,0.10597319,0.10628488,4.3283224,-0.002844877,6650000
66750,25.89724045478295,7422.406064748764,0.006964722,0.6407136023044586,0.09575601,240.36,58806,267,0.107065775,0.18815856,4.326203,-0.0036214422,6675000
67000,25.614895610922687,7423.238046169281,0.00659263,0.567509114742279,0.085348,232.91,71025,268,0.109903835,0.21899721,4.326291,-0.002649346,6700000
67250,26.27839240776804,7423.983821153641,0.007010781,0.6566216349601746,0.092428,243.31,71223,269,0.10760736,0.18225819,4.322913,-0.002271504,6725000
67500,23.977029190515605,7424.713499546051,0.004526393,0.6084081530570984,0.05152,225.07,69951,270,0.10577496,0.4007376,4.3181005,-0.0023973857,6750000
67750,25.823641947212018,7425.464963674545,0.0070017884,0.5568236708641052,0.094412,235.99,70585,271,0.10902132,0.27595338,4.316495,-0.0031354998,6775000
68000,25.93785740378109,7426.201972961426,0.0072773458,0.53529292345047,0.098264,236.59,71806,272,0.1086444,0.25423485,4.3131814,-0.0023400509,6800000
68250,25.973803908578702,7426.932314157486,0.0058206096,0.5673861503601074,0.07455601,235.87,71713,273,0.109628156,0.27915534,4.3073597,-0.0026582833,6825000
68500,25.80378328626477,7427.660103559494,0.007003942,0.576177567243576,0.09035601,234.68,70896,274,0.109760076,0.25707057,4.2994447,-0.001860183,6850000
68750,26.956169425522532,7428.390627622604,0.0064604455,0.6150239109992981,0.085628,240.11,72011,275,0.11115546,0.26919764,4.291986,-0.0027075398,6875000
69000,25.950366585350057,7429.117261648178,0.0074602454,0.4754754900932312,0.102976,232.26,69736,276,0.11045729,0.35763603,4.284296,-0.0023520375,6900000
69250,26.189097587702125,7429.857746601105,0.005806125,0.6077062487602234,0.074907996,237.9,71758,277,0.108915664,0.26674,4.282307,-0.002548543,6925000
69500,26.595019466744233,7430.586345434189,0.007297079,0.5891999006271362,0.096784,243.62,71130,278,0.108113796,0.2126247,4.2769527,-0.0023862086,6950000
69750,26.83786992738209,7431.3145751953125,0.008438904,0.6445715725421906,0.116008,243.93,71844,279,0.10936294,0.23371327,4.2694283,-0.0026271308,6975000
70000,26.00028987220001,7432.037824869156,0.006234683,0.5966969728469849,0.079619996,234.83,71425,280,0.109835245,0.35668424,4.263531,-0.002217538,7000000
70250,25.938383711880743,7432.775840759277,0.0065803314,0.7118876576423645,0.088012,235.93,71599,281,0.10957664,0.22055069,4.258025,-0.002869534,7025000
70500,26.76128699112647,7433.511890888214,0.0078661945,0.6381597518920898,0.103896,244.59,71606,282,0.10862214,0.2390903,4.2502737,-0.0034173788,7050000
70750,26.19934325660695,7434.246500253677,0.009445217,0.5311954021453857,0.13040401,236.65,67923,283,0.10994139,0.28537145,4.2416368,-0.0029019087,7075000
71000,26.81470710341109,7434.995394706726,0.009036484,0.5795727670192719,0.126072,240.01,67412,284,0.110977225,0.26689118,4.237812,-0.0021973606,7100000
71250,25.887874800965218,7435.751752614975,0.007177788,0.4953958988189697,0.096039996,233.01,70767,285,0.109539844,0.4276256,4.234585,-0.0021069138,7125000
71500,26.236296536246318,7436.485822200775,0.007853248,0.6666779518127441,0.106936,238.77,69520,286,0.109120704,0.25642565,4.2290473,-0.0028301063,7150000
71750,27.173908133438964,7437.224793672562,0.005209881,0.6962196528911591,0.062812,243.13,68443,287,0.1110308,0.20782194,4.223551,-0.0029646435,7175000
72000,26.89747893027401,7437.976137638092,0.0056195585,0.7565599232912064,0.069928005,242.51,69695,288,0.11071019,0.14106965,4.217793,-0.0024340232,7200000
72250,26.496171295802597,7438.723677873611,0.008900167,0.5907317399978638,0.123456,238.93,68918,289,0.11058652,0.22016485,4.2128916,-0.0031639107,7225000
72500,27.125065607023352,7439.474849700928,0.00802338,0.7259964942932129,0.108844,243.27,66952,290,0.111539505,0.12694311,4.209683,-0.0028000264,7250000
72750,26.64280481132606,7440.224400520325,0.006418567,0.6055607497692108,0.080740005,235.78,68808,291,0.11197747,0.291622,4.2063847,-0.0025255335,7275000
73000,27.24161281366076,7440.977042675018,0.0085518565,0.6093798577785492,0.116367996,238.41,72144,292,0.11360038,0.2606054,4.203485,-0.0027650078,7300000
73250,27.833980054147215,7441.708018779755,0.0072427304,0.6286637485027313,0.099052,240.7,68973,293,0.114856906,0.25149974,4.2011404,-0.0023321789,7325000
73500,24.27654020063288,7442.453097105026,0.0076602967,0.35514557361602783,0.096088,212.66,65348,294,0.112728566,0.6579647,4.1972165,-0.0020659934,7350000
73750,27.294405361315803,7443.219205856323,0.0058595617,0.557580977678299,0.072216,235.3,66649,295,0.115177676,0.28495407,4.19517,-0.0018683318,7375000
74000,27.366770357243368,7443.9948790073395,0.0075905933,0.6127472519874573,0.099208,239.92,62317,296,0.11320899,0.2863711,4.192636,-0.0024507013,7400000
74250,28.203384042851976,7444.816173553467,0.0053850748,0.8009144216775894,0.065552,244.05,67156,297,0.11523227,0.096515134,4.1909547,-0.0026125156,7425000
74500,26.90942822274519,7445.605810403824,0.006366603,0.5343095064163208,0.082876004,235.92,64041,298,0.11334083,0.347861,4.1894536,-0.0022708774,7450000
74750,26.463534528356377,7446.423700332642,0.0064090183,0.6732154786586761,0.0862,233.44,64541,299,0.113025896,0.28022537,4.191173,-0.0027084365,7475000
75000,27.161945766265273,7447.231417894363,0.0045743855,0.5322164595127106,0.052240003,237.88,65054,300,0.1127266,0.39882487,4.189434,-0.0028443648,7500000
75250,27.20897526507564,7448.053985118866,0.0062889988,0.6024636626243591,0.079647996,238.7,63677,301,0.113183014,0.25338453,4.1842613,-0.0020907081,7525000
75500,26.83369874355775,7448.871312379837,0.0069860024,0.5061170160770416,0.090936005,235.19,69674,302,0.11315685,0.38482037,4.1775103,-0.0030528484,7550000
75750,27.154378346994644,7449.616897344589,0.00893146,0.5468716621398926,0.113328,237.23,71076,303,0.11376584,0.29573298,4.1711307,-0.0029640584,7575000
76000,27.700221369537893,7450.348775148392,0.0059263925,0.6709602475166321,0.073139995,242.13,71414,304,0.11381925,0.19022493,4.1640005,-0.0024340476,7600000
76250,27.362078342359744,7451.0778777599335,0.006795944,0.6212887763977051,0.092304,237.52,72231,305,0.114267364,0.2602049,4.157368,-0.0025647045,7625000
76500,26.825431407961023,7451.826914310455,0.007223463,0.6009734869003296,0.097316004,234.76,70841,306,0.11343614,0.30398625,4.1540084,-0.0023286273,7650000
76750,26.672287013382956,7452.563751220703,0.00637789,0.5557201206684113,0.082132,230.91,70926,307,0.11489714,0.32315877,4.1507654,-0.0027415976,7675000
77000,27.325703868975687,7453.303027153015,0.0065181786,0.4955151081085205,0.086236,235.06,70269,308,0.11500183,0.37079945,4.1512747,-0.0029817992,7700000
77250,27.563390315049766,7454.0648601055145,0.007089856,0.6540523767471313,0.094648,237.22,68589,309,0.11589425,0.19832271,4.149621,-0.003020063,7725000
77500,27.828598244834758,7454.827227115631,0.0056548375,0.59407639503479,0.07090001,240.92,69363,310,0.11489875,0.25227413,4.1447916,-0.0022922005,7750000
77750,28.129048529103784,7455.585561037064,0.006475039,0.6646124720573425,0.087332,243.49,70696,311,0.1151549,0.16284671,4.140183,-0.0019579418,7775000
78000,28.138558357651128,7456.314545631409,0.0071987077,0.7880984544754028,0.093796,242.97,65097,312,0.11561649,0.11602026,4.1354685,-0.003052725,7800000
78250,27.32920688734077,7457.08473610878,0.0075848876,0.5038042068481445,0.100824,235.21,69023,313,0.11561217,0.30204147,4.131426,-0.0023392362,7825000
78500,26.900259367291174,7457.825304508209,0.0076238476,0.4819519519805908,0.10299601,232.74,70510,314,0.11492993,0.4116303,4.13032,-0.003042534,7850000
78750,28.40483265995674,7458.56334733963,0.005258221,0.8531423956155777,0.064508006,246.07,71484,315,0.11534513,0.069364674,4.125669,-0.0021858013,7875000
79000,27.210777983889237,7459.292464494705,0.005474939,0.555091917514801,0.065352,234.5,72185,316,0.11525266,0.30950564,4.116249,-0.0022291578,7900000
79250,27.740753080591166,7460.015604972839,0.0076144845,0.6065503358840942,0.10064,237.53,72185,317,0.11616045,0.2369262,4.108392,-0.0021391413,7925000
79500,28.357267222159752,7460.746057033539,0.007612411,0.7088691294193268,0.100307986,242.54,71473,318,0.11645071,0.17847264,4.1027937,-0.0029224036,7950000
79750,27.481747183427796,7461.473522186279,0.010989935,0.5631315112113953,0.14778398,235.23,69353,319,0.11634754,0.308661,4.0978746,-0.002225411,7975000
80000,28.194387306221653,7462.245782852173,0.0077575296,0.7001015841960907,0.102556005,243.8,66378,320,0.11532134,0.16033763,4.093911,-0.0024266206,8000000
80250,26.512864432800562,7463.0063898563385,0.008121808,0.4636412262916565,0.10444399,227.2,70625,321,0.1159994,0.3949309,4.089865,-0.0017160751,8025000
80500,27.234551087927684,7463.746729850769,0.009859261,0.562228798866272,0.1255,237.94,71109,322,0.11398612,0.23113267,4.087476,-0.0013059438,8050000
80750,27.585689744274536,7464.479543924332,0.007521095,0.6096383929252625,0.100652,236.1,70864,323,0.11648436,0.23565614,4.084154,-0.0027202065,8075000
81000,28.54476587717636,7465.210529565811,0.0074440716,0.6924781799316406,0.10082799,244.41,69373,324,0.11641615,0.13794066,4.08194,-0.0027315007,8100000
81250,27.391496108762066,7465.953284978867,0.00923323,0.6074329614639282,0.12957199,237.93,68980,325,0.11515704,0.19109972,4.079296,-0.0024722456,8125000
81500,27.794296067126126,7466.692863941193,0.0068595633,0.5914112329483032,0.090008005,241.11,71588,326,0.11483102,0.21462819,4.0769935,-0.001954841,8150000
81750,28.249364044597115,7467.423337697983,0.0106654335,0.7295168340206146,0.14408001,243.73,69658,327,0.115747645,0.10034251,4.073435,-0.001880204,8175000
82000,27.410226286791804,7468.160368680954,0.011249505,0.4659962058067322,0.14846002,236.13,70925,328,0.115036525,0.38594192,4.069235,-0.0029150092,8200000
82250,26.91517210089267,7468.895989894867,0.0068192095,0.5098645389080048,0.087923996,232.6,71376,329,0.115496345,0.29314378,4.065571,-0.0026123147,8225000
82500,27.611210831011995,7469.61709189415,0.006159873,0.6285310387611389,0.07842,237.71,70235,330,0.11591441,0.21374075,4.0605226,-0.002583806,8250000
82750,28.10959080647066,7470.345748662949,0.008224713,0.7056867778301239,0.113235995,243.47,71076,331,0.11526964,0.13569014,4.052678,-0.0023138146,8275000
83000,27.703795710153756,7471.087965726852,0.006753528,0.5017247498035431,0.084912,238.32,70282,332,0.11539649,0.28161475,4.0431128,-0.002735269,8300000
83250,28.44319392893569,7471.819616556168,0.0086967405,0.7383918464183807,0.12101601,245.48,71576,333,0.11570165,0.11640682,4.0357556,-0.0036498576,8325000
83500,28.784105028626655,7472.546523094177,0.007585333,0.8685755878686905,0.103348,248.07,72511,334,0.11601594,0.03733669,4.027999,-0.0025798227,8350000
83750,28.369830870719117,7473.2652842998505,0.009695461,0.72793048620224,0.12737599,244.17,70738,335,0.11617384,0.10079117,4.0202613,-0.0027084728,8375000
84000,28.494634787394535,7473.995276927948,0.008768272,0.6360010802745819,0.115540005,243.17,69235,336,0.11642678,0.2038383,4.014064,-0.0025352272,8400000
84250,27.825538775378664,7474.795887470245,0.00677861,0.5978729724884033,0.090123996,237.9,62985,337,0.116175264,0.2970101,4.011725,-0.002315825,8425000
84500,28.221398795845307,7475.6119956970215,0.0095773535,0.6110987961292267,0.134292,240.84,66009,338,0.11649574,0.21073167,4.0085425,-0.0031092581,8450000
