serial_timesteps,true_reward,explained_variance,n_updates,ep_reward_mean,total_timesteps,time_elapsed,approxkl,policy_loss,policy_entropy,value_loss,ep_len_mean,clipfrac,fps
43250,0.045100775,0.9106956720352173,173,4.298328284341842,4325000,169.3320438861847,0.0025439903,-0.0015755432,4.554222,0.67251414,48.87,0.021256,52822
43500,0.051907007,0.9235220402479172,174,4.679933753339574,4350000,170.23506331443787,0.0034536652,-0.0015044091,4.5530863,0.58708876,49.61,0.030952001,52567
43750,0.041545834,0.9210526496171951,175,3.789485879264539,4375000,171.10976219177246,0.0029043425,-0.0016519038,4.5492225,0.60456157,50.2,0.025016,52975
44000,0.04298544,0.9288048595190048,176,4.8165581035313245,4400000,171.9940116405487,0.0029682335,-0.0017657459,4.5441365,0.5444295,59.78,0.025064,45127
44250,0.040967915,0.9247905239462852,177,4.290984680799884,4425000,172.9424524307251,0.0022771792,-0.0015912019,4.539708,0.64601916,55.18,0.020440001,54283
44500,0.037624195,0.9293860793113708,178,3.795518103521608,4450000,173.80956292152405,0.002423023,-0.0010565441,4.5369554,0.64731276,46.84,0.020348001,51212
44750,0.04742131,0.9244905188679695,179,5.265861145853268,4475000,174.70729541778564,0.003127984,-0.0009913894,4.5342913,0.6888417,58.05,0.031472,54665
45000,0.0496348,0.9139646217226982,180,4.8441269067926624,4500000,175.5672001838684,0.0028989464,-0.00032658555,4.5325265,0.71277124,52.59,0.026736,53226
45250,0.04393966,0.9140854105353355,181,3.9393086973172466,4525000,176.44667434692383,0.0028203768,-0.0016104805,4.5321937,0.7358151,48.99,0.026604,50856
45500,0.041444365,0.9109119921922684,182,4.119106841731627,4550000,177.34695744514465,0.002990486,-0.0012537,4.531099,0.7131574,50.51,0.025164003,54866
45750,0.04469251,0.9181008040904999,183,4.26810104687931,4575000,178.22593808174133,0.0023424737,-0.0015865419,4.527635,0.68757474,53.82,0.015872,52250
46000,0.043279987,0.8945559859275818,184,4.215717131334241,4600000,179.10615491867065,0.0044158334,-0.0009502385,4.52379,0.8495474,50.8,0.051464,50883
46250,0.044363603,0.9087244868278503,185,5.246564275826568,4625000,180.03148341178894,0.003499976,-0.0012983044,4.5185533,0.7493397,59.32,0.035811998,53355
46500,0.04496933,0.9218266308307648,186,4.849714942369828,4650000,180.91034817695618,0.0026913385,-0.0016085731,4.513364,0.6883865,55.97,0.018336,56341
46750,0.042817052,0.9088764563202858,187,4.158405083272519,4675000,181.75538516044617,0.0022846006,-0.0010137673,4.511691,0.7359271,53.95,0.015812,50476
47000,0.05041651,0.9174118712544441,188,4.437090166258859,4700000,182.64481806755066,0.0032258488,-0.001778213,4.5108175,0.6442556,50.84,0.034112,54992
47250,0.042003214,0.9294939413666725,189,4.070609258394179,4725000,183.51269626617432,0.0027253877,-0.0015293453,4.5101194,0.5679455,49.88,0.0247,55219
47500,0.045712773,0.9366826936602592,190,3.190315124488261,4750000,184.3687789440155,0.0040880446,-0.002591236,4.5066366,0.5041701,45.1,0.043272,51038
47750,0.04282657,0.9238890707492828,191,4.93348777025145,4775000,185.26394701004028,0.003008895,-0.0008589631,4.502693,0.6048919,61.73,0.025439998,51531
48000,0.04327834,0.9234762415289879,192,4.275023119910702,4800000,186.15954041481018,0.0036245454,-0.0018844644,4.4994893,0.6152977,56.15,0.038767997,44900
48250,0.046394166,0.9226914569735527,193,4.240441290431263,4825000,187.11529541015625,0.0032798506,-0.0017790906,4.494634,0.688194,52.98,0.0284,54307
48500,0.052284095,0.9260333925485611,194,4.9838290399058405,4850000,188.0458700656891,0.0026227403,-0.00109233,4.488967,0.6229966,57.8,0.02214,53488
48750,0.046508584,0.9251095876097679,195,4.56951794038061,4875000,188.92644834518433,0.0027711075,-0.00153278,4.4859443,0.61093664,55.11,0.022224,53143
49000,0.04956286,0.908441074192524,196,4.987733193324239,4900000,189.78624415397644,0.0022200823,-0.0011918431,4.483458,0.7478227,61.38,0.01408,54503
49250,0.04681547,0.8995176553726196,197,4.992200714562496,4925000,190.65146112442017,0.0022944254,-0.001270904,4.479886,0.7958794,55.32,0.019352,52931
49500,0.052674647,0.8885492384433746,198,5.159561517959719,4950000,191.5316526889801,0.0021382696,-0.0009100358,4.475538,0.81774265,58.01,0.01346,52637
49750,0.05206358,0.8937117159366608,199,6.274296285989695,4975000,192.4210696220398,0.002511877,-0.00131223,4.4727993,0.7575687,63.87,0.020156,55816
50000,0.05334764,0.8923901990056038,200,5.712363374815323,5000000,193.27187871932983,0.002755051,-0.0017504959,4.4701223,0.8213564,61.45,0.024879998,54120
50250,0.05433771,0.9109126999974251,201,5.820094406694843,5025000,194.147066116333,0.0020529032,-0.0010627827,4.4655604,0.7671925,61.78,0.015176,54912
50500,0.054136083,0.905737966299057,202,6.073353439703351,5050000,195.01306128501892,0.002594845,-0.0013188336,4.4614816,0.70776415,65.41,0.017843999,55706
50750,0.052459892,0.918270118534565,203,5.651233011247869,5075000,195.87424302101135,0.0035777357,-0.0022359844,4.456197,0.62009573,68.23,0.035263997,56344
51000,0.052135374,0.9251139760017395,204,5.547864343498668,5100000,196.70389914512634,0.0029570612,-0.0018483205,4.4503946,0.56392324,63.92,0.025564,49535
51250,0.05269361,0.9092204570770264,205,5.2857386547210625,5125000,197.60771417617798,0.0024695103,-0.0015787643,4.4435034,0.718415,59.99,0.02058,54057
51500,0.053881127,0.9064011871814728,206,5.673805810582417,5150000,198.51094555854797,0.0032217032,-0.0014736754,4.434749,0.7443181,63.13,0.030792002,52370
51750,0.05232123,0.907508097589016,207,6.2549257637246045,5175000,199.41019320487976,0.0046472936,-0.00033011578,4.4291105,0.7547045,71.01,0.051227998,53560
52000,0.055116978,0.9127771109342575,208,6.651970589488482,5200000,200.28770351409912,0.0020773262,-0.0012472938,4.427375,0.72297,77.31,0.014304,53796
52250,0.05077933,0.9182491302490234,209,6.026207003972668,5225000,201.145822763443,0.0021584705,-0.0015902221,4.4275203,0.63917005,72.57,0.013924,54205
52500,0.055717096,0.9112034887075424,210,5.920746130067273,5250000,202.0454523563385,0.0025391122,-0.0011010065,4.425647,0.74072516,65.33,0.022367999,53874
52750,0.054721363,0.9201748296618462,211,6.093932589315227,5275000,202.92120552062988,0.0032538765,-0.0022104443,4.423167,0.6390904,60.26,0.029655999,55623
53000,0.05542668,0.9024479389190674,212,5.345889479113684,5300000,203.76632285118103,0.0033216397,-0.0012276189,4.418521,0.7589098,59.78,0.030184,44523
53250,0.0539836,0.9072349295020103,213,6.135129319166881,5325000,204.72890448570251,0.0034199632,-0.001820537,4.414218,0.7817872,63.7,0.028979998,52475
53500,0.052530997,0.9010440036654472,214,5.412664801168575,5350000,205.60820317268372,0.002969196,-0.0019494982,4.4122176,0.7928704,59.54,0.027808001,54106
53750,0.047624018,0.9134558364748955,215,5.019447209586506,5375000,206.46494436264038,0.002636052,-0.0013657687,4.4107313,0.6984108,59.33,0.022712,55423
54000,0.058509,0.9139290899038315,216,7.884578256883796,5400000,207.31592392921448,0.003140327,-0.0016729214,4.407452,0.6887299,79.59,0.028515998,55910
54250,0.052184418,0.8983796611428261,217,6.640891093587052,5425000,208.16886734962463,0.003668214,-0.0012401838,4.404364,0.8530575,68.55,0.039036,54575
54500,0.05641627,0.9038228020071983,218,6.508783673547914,5450000,209.02021074295044,0.003751866,-0.0017636238,4.400801,0.7966272,66.31,0.03488,54172
54750,0.0591909,0.8889452517032623,219,5.730274192290089,5475000,209.8943829536438,0.0022698075,-0.001076482,4.396702,0.85632354,61.01,0.016676001,54001
55000,0.061781496,0.9195835441350937,220,7.157448174196125,5500000,210.7573037147522,0.003097877,-0.0014737594,4.393414,0.66344965,76.32,0.030628001,45398
55250,0.056098413,0.9230861216783524,221,5.811663604890782,5525000,211.70395231246948,0.0027936825,-0.0018153612,4.389982,0.5959114,63.82,0.02216,55364
55500,0.05976311,0.915094867348671,222,5.639269886108523,5550000,212.56252574920654,0.0033195235,-0.0018590953,4.3845816,0.5990202,63.13,0.028608,55062
55750,0.058264405,0.91042410582304,223,6.88287217462057,5575000,213.42963767051697,0.0031293097,-0.0022745829,4.3763323,0.67259717,73.04,0.030340001,54805
56000,0.056445587,0.9025164395570755,224,6.005094739460401,5600000,214.34067559242249,0.0027674777,-0.0014402476,4.3644533,0.7964175,65.61,0.024880001,55361
56250,0.061606124,0.9192468747496605,225,6.5912156423226405,5625000,215.195782661438,0.00338809,-0.0011617284,4.356007,0.6375356,71.85,0.032844,54782
56500,0.059361115,0.9057180434465408,226,7.851909827609197,5650000,216.05775046348572,0.00290565,-0.00222141,4.3487115,0.7623116,78.04,0.023087999,48744
56750,0.06323021,0.926334947347641,227,6.160052848314226,5675000,216.9746265411377,0.0030245916,-0.0013383077,4.3413897,0.5581129,69.54,0.026092002,54741
57000,0.05681936,0.929468959569931,228,6.140755792430573,5700000,217.85194301605225,0.0031061694,-0.0015424949,4.338151,0.5700923,66.26,0.02676,43532
57250,0.05638944,0.9402333609759808,229,6.431939213944425,5725000,218.81964755058289,0.002995766,-0.0013807408,4.337243,0.4780857,70.02,0.027104001,52749
57500,0.05405188,0.9123606458306313,230,7.032608343281972,5750000,219.70315098762512,0.0020366465,-0.0013037339,4.3348427,0.8016691,73.63,0.015996,54607
57750,0.063423045,0.8941913470625877,231,7.266629428995075,5775000,220.5666208267212,0.003808193,-0.0018287575,4.3330545,0.7726816,75.08,0.040156,53143
58000,0.05960327,0.9214945584535599,232,7.4966482244474175,5800000,221.4472393989563,0.003143736,-0.0009822964,4.3305554,0.60051006,77.84,0.025943998,53985
58250,0.06403893,0.8989684730768204,233,8.025138721155127,5825000,222.31423449516296,0.003175275,-0.0018942542,4.327109,0.7647947,82.81,0.029719999,44897
58500,0.063535355,0.9188486337661743,234,8.262615142305888,5850000,223.26885747909546,0.0039215446,-0.0018616697,4.3238544,0.619854,83.72,0.043064002,51627
58750,0.06682319,0.9213448315858841,235,8.190023952824705,5875000,224.15703701972961,0.0019678217,-0.0014012908,4.321059,0.58044016,83.38,0.012999999,54160
59000,0.06291542,0.899681381881237,236,6.819059514475002,5900000,225.00918579101562,0.003822606,-0.00092263595,4.3197455,0.72168833,76.2,0.04138,54519
59250,0.067696184,0.9257302954792976,237,8.281839668000249,5925000,225.88329005241394,0.002647637,-0.00097308884,4.3187437,0.5677422,83.27,0.019119998,56112
59500,0.0692449,0.9044268429279327,238,8.32830262018775,5950000,226.73806428909302,0.0015314743,-0.00076885486,4.316667,0.68948495,83.57,0.009804,53415
59750,0.06366456,0.9115520268678665,239,7.180185064997058,5975000,227.62223148345947,0.0035769586,-0.001533075,4.3140235,0.69313014,73.62,0.035804,51600
60000,0.06351953,0.9259925708174706,240,6.883018780293278,6000000,228.51024436950684,0.0032619599,-0.0022992268,4.3108597,0.5608063,76.55,0.032212,54271
60250,0.06767795,0.9111661016941071,241,7.684207947124378,6025000,229.37033486366272,0.0038369428,-0.0026296147,4.305875,0.6217167,80.65,0.040232003,51782
60500,0.06882016,0.8969241678714752,242,7.917805146435858,6050000,230.27701020240784,0.0035486245,-0.0019077302,4.3023586,0.7346332,81.6,0.035504,54636
60750,0.06349213,0.908825121819973,243,7.169587154068431,6075000,231.15582990646362,0.0024667175,-0.0011134429,4.3009405,0.6225117,75.2,0.020792002,55662
61000,0.06807977,0.9037414789199829,244,6.985572947023611,6100000,232.00413537025452,0.0034557327,-0.0020578553,4.2992935,0.72672963,76.26,0.034368,49454
61250,0.0674406,0.89458779245615,245,7.84598090272757,6125000,232.91584730148315,0.0032754503,-0.0022253173,4.2970643,0.776939,81.52,0.030552,53141
61500,0.06831528,0.8917456194758415,246,8.528965028315142,6150000,233.79461812973022,0.0030035034,-0.0019070593,4.2953486,0.84156466,83.3,0.029996002,52259
61750,0.06700963,0.907258652150631,247,6.717523819118651,6175000,234.6890470981598,0.0027094749,-0.0011321093,4.2921586,0.66607547,77.29,0.022904,47954
62000,0.07054775,0.8897262960672379,248,8.045594347093248,6200000,235.60979509353638,0.0036980207,-0.0018354468,4.2884054,0.7608048,81.93,0.03608,54378
62250,0.06684178,0.8978728801012039,249,8.050252046237837,6225000,236.48700404167175,0.0028388076,-0.0014086316,4.282938,0.6630925,88.81,0.020556,53090
62500,0.07048488,0.9221595153212547,250,7.8541743011970535,6250000,237.36778140068054,0.0030105906,-0.0012532829,4.2774363,0.5394766,87.98,0.027835999,54502
62750,0.06734438,0.9043831303715706,251,7.035333810611124,6275000,238.22489666938782,0.0034503955,-0.0014028589,4.2717633,0.7144347,76.04,0.034492,51732
63000,0.0703307,0.894491545855999,252,7.3601805451206745,6300000,239.1524429321289,0.002468245,-0.0017697026,4.2670445,0.75281686,80.88,0.018167999,54400
63250,0.068853535,0.9070982784032822,253,8.132410379803478,6325000,240.0124273300171,0.0023539176,-0.0013465368,4.2625623,0.72564787,82.36,0.01946,50008
63500,0.07183235,0.9149149805307388,254,8.7652630500331,6350000,240.92467856407166,0.0026570754,-0.0011139234,4.2602854,0.6342188,90.29,0.021388,52717
63750,0.07373458,0.91041149944067,255,8.861407226423143,6375000,241.79754900932312,0.0028228934,-0.0016455578,4.25753,0.6345662,90.38,0.025484001,53939
64000,0.07232951,0.9045137614011765,256,8.617496686833329,6400000,242.66594457626343,0.0032384333,-0.0017440362,4.2518196,0.71969426,91.33,0.029428,53163
64250,0.07052443,0.915887638926506,257,8.453689884488995,6425000,243.5350649356842,0.0032437537,-0.0018684661,4.245656,0.6667419,87.42,0.030256,54576
64500,0.076428436,0.9136547669768333,258,7.759058584389968,6450000,244.3911452293396,0.002272556,-0.0012977475,4.239796,0.62320817,81.57,0.018796,53766
64750,0.07694403,0.9164801612496376,259,9.075269780185044,6475000,245.26201462745667,0.0029811026,-0.0019150637,4.2339053,0.5820564,92.0,0.025748,53629
65000,0.077308655,0.9061732739210129,260,8.592705457665579,6500000,246.13124299049377,0.0031875458,-0.0014307869,4.227866,0.6948174,86.9,0.02992,52040
65250,0.075570725,0.9198406264185905,261,9.061859804807463,6525000,247.01943349838257,0.002646104,-0.0017555129,4.223964,0.60498154,88.24,0.021483999,54631
65500,0.073346,0.9198271930217743,262,9.186844853679723,6550000,247.89833188056946,0.0033585257,-0.0015033087,4.221369,0.63009894,94.19,0.029856002,52733
65750,0.07462363,0.9162170067429543,263,8.102105846022313,6575000,248.78989481925964,0.0033396631,-0.0008941426,4.2175226,0.67373335,80.19,0.031712003,52181
66000,0.08051261,0.9202729985117912,264,10.302268283302546,6600000,249.6654770374298,0.0039680963,-0.0025418059,4.214303,0.6274737,93.79,0.04138,53189
66250,0.07895231,0.9273282811045647,265,8.81342830203117,6625000,250.53256034851074,0.0035759907,-0.0016926214,4.2099943,0.5807148,85.36,0.037184,54593
66500,0.07708829,0.9115892201662064,266,8.838428326818066,6650000,251.3862452507019,0.0035115655,-0.0016603286,4.2028875,0.6577593,88.71,0.031964,55071
66750,0.0779725,0.9155259281396866,267,8.461394974183058,6675000,252.2509741783142,0.0030445242,-0.0022568894,4.193322,0.61491,83.17,0.024152,54680
67000,0.0809784,0.9234069883823395,268,9.927334882413561,6700000,253.11230325698853,0.002782672,-0.0014656386,4.1827903,0.6472244,93.21,0.021512,53649
67250,0.0744849,0.8960645124316216,269,8.269925800899946,6725000,253.97785544395447,0.003338281,-0.0014256581,4.174861,0.81832993,79.84,0.029731998,53189
67500,0.08389062,0.9151746481657028,270,9.857633003559531,6750000,254.85193490982056,0.0036408883,-0.0017432619,4.170249,0.67699707,91.34,0.039775997,50809
67750,0.07552182,0.8832224979996681,271,8.527634515118553,6775000,255.74740767478943,0.0021721255,-0.0010204703,4.1683693,0.86131775,89.35,0.016076,45679
68000,0.07967956,0.9008468016982079,272,7.703185942992604,6800000,256.77150654792786,0.003445269,-0.0017982271,4.1667304,0.7344134,78.31,0.03522,46727
68250,0.07909855,0.8795194327831268,273,7.685069863552053,6825000,257.74224376678467,0.003955804,-0.0019743978,4.1643944,0.97231877,78.8,0.041504,50162
68500,0.079043694,0.8917215839028358,274,8.770787582634949,6850000,258.6775531768799,0.0038745392,-0.0018254214,4.1602573,0.8540722,85.85,0.040691994,44074
68750,0.07936197,0.9211786985397339,275,8.671688965320428,6875000,259.6944627761841,0.0026935379,-0.0008659415,4.155953,0.62193316,85.38,0.019887999,53013
69000,0.08550202,0.9104916900396347,276,9.313224618827517,6900000,260.56432580947876,0.0029964927,-0.0016315833,4.152159,0.680707,89.94,0.025228003,54118
69250,0.087479115,0.9096859320998192,277,8.891325255960691,6925000,261.4505488872528,0.002841126,-0.0013749914,4.146995,0.6721249,86.81,0.02556,52548
69500,0.081737176,0.8985469862818718,278,8.74485229786922,6950000,262.3565163612366,0.003476269,-0.0017614176,4.143304,0.74544865,87.45,0.036788,52484
69750,0.083496526,0.8988353461027145,279,9.55518200140359,6975000,263.3277049064636,0.0026278258,-0.001757518,4.139837,0.76531386,91.54,0.0221,44998
70000,0.08543741,0.9108614400029182,280,8.925465357021167,7000000,264.53233551979065,0.0033913082,-0.0015627993,4.138,0.6552321,88.35,0.032936,42702
70250,0.08336218,0.9195213839411736,281,8.924123570699011,7025000,265.62647223472595,0.0038461376,-0.0013954894,4.1365385,0.6230952,89.68,0.035716,47739
70500,0.08535986,0.9140166565775871,282,8.230437059373944,7050000,266.59476017951965,0.002562019,-0.0012450555,4.134617,0.6872526,82.32,0.019439999,51577
70750,0.077703826,0.8819053024053574,283,7.591790102840023,7075000,267.510041475296,0.0018852754,-0.0014375881,4.1306396,0.93558866,81.94,0.012596001,51266
71000,0.08003263,0.898954339325428,284,8.293295235853147,7100000,268.4399347305298,0.0043689283,-0.0017822668,4.1269155,0.8410803,84.31,0.048072003,50945
71250,0.086803,0.921414814889431,285,8.231467592686567,7125000,269.36121344566345,0.0025262095,-0.0012494683,4.1232033,0.6385339,79.75,0.018276002,49564
71500,0.08144999,0.9055893495678902,286,7.958404666777933,7150000,270.26216769218445,0.003594068,-0.0014123558,4.1174235,0.7213243,82.96,0.035672,52340
71750,0.07751675,0.9058285728096962,287,7.235227964257865,7175000,271.14423394203186,0.0033726166,-0.0022699113,4.1118383,0.73601866,79.44,0.03188,47363
72000,0.07932377,0.9176672697067261,288,7.997730840980076,7200000,272.07600569725037,0.002375828,-0.0016987352,4.10794,0.6588044,81.95,0.018860001,52447
72250,0.08247597,0.9163184762001038,289,8.708526131395047,7225000,272.97063159942627,0.0032387362,-0.0017302396,4.1039915,0.6193689,90.04,0.026292,54969
72500,0.07964165,0.9189184680581093,290,7.881197527648765,7250000,273.8254237174988,0.002900239,-0.0020064053,4.098167,0.62168586,84.5,0.028716002,55417
72750,0.086903855,0.9064720645546913,291,8.3456874657562,7275000,274.6774263381958,0.002816542,-0.0013229167,4.091712,0.6966628,80.97,0.022532,52313
73000,0.083058566,0.9202043190598488,292,8.09862149622851,7300000,275.5773992538452,0.00371677,-0.0014819106,4.087523,0.6051703,88.88,0.039124,54443
73250,0.08082933,0.9081885293126106,293,8.417385450014772,7325000,276.44660687446594,0.004205581,-0.00109329,4.082519,0.69508916,87.81,0.044948,54328
73500,0.08381336,0.9095481187105179,294,8.147486251486772,7350000,277.3174316883087,0.0031292133,-0.0021891296,4.078787,0.6734828,83.57,0.028112,52493
73750,0.08542495,0.9189048632979393,295,8.839426971382382,7375000,278.20214581489563,0.0042891037,-0.0015817996,4.076977,0.6365003,88.86,0.04864,43032
74000,0.088085294,0.9228451251983643,296,8.479182354683541,7400000,279.18218302726746,0.0031605859,-0.0014982496,4.0776663,0.60840404,87.61,0.02716,54772
74250,0.085765176,0.9138249978423119,297,7.976344083952281,7425000,280.0390944480896,0.0039818585,-0.0010296691,4.078987,0.69607794,83.56,0.0419,55806
74500,0.089192376,0.9259150698781013,298,8.732126400996458,7450000,280.89000487327576,0.003493464,-0.0012807801,4.078106,0.58746016,86.4,0.032239996,54264
74750,0.083426766,0.9229220226407051,299,7.98821059562936,7475000,281.76050567626953,0.0027605786,-0.0018057836,4.076211,0.63697433,82.12,0.025551999,55246
75000,0.08245937,0.9265543669462204,300,8.26635339385015,7500000,282.62110567092896,0.004313208,-0.0021221943,4.0738454,0.63435036,85.64,0.04662,55734
75250,0.07942216,0.916921079158783,301,6.850319327272173,7525000,283.45506501197815,0.0023237288,-0.0019536663,4.07141,0.71148455,82.24,0.018392,55081
75500,0.08065506,0.9014559388160706,302,7.731833488355988,7550000,284.30427718162537,0.0039317594,-0.0013020332,4.068759,0.81748456,82.32,0.040836,55293
75750,0.08474386,0.9277456775307655,303,8.577165310203563,7575000,285.16540026664734,0.0034065754,-0.0019627404,4.0657525,0.5990026,82.4,0.033464,49348
76000,0.08782325,0.9285343587398529,304,8.27302502813749,7600000,286.0836594104767,0.0031834492,-0.002010393,4.0611806,0.60460484,80.55,0.029012,54433
76250,0.08453741,0.912020206451416,305,7.854376252800721,7625000,286.9470593929291,0.0031565994,-0.001710552,4.055725,0.78428733,80.58,0.031392,51739
76500,0.08697987,0.9156356081366539,306,8.354457259590198,7650000,287.83470726013184,0.0030649074,-0.0014311539,4.052054,0.7155342,80.96,0.02558,54070
76750,0.084044084,0.899034708738327,307,7.544845621941204,7675000,288.70272970199585,0.0036509137,-0.0020089792,4.04951,0.85775566,75.11,0.036291998,55073
77000,0.085016474,0.918035551905632,308,7.421358693256698,7700000,289.5590012073517,0.002317455,-0.0018765327,4.0446253,0.7174332,77.19,0.01688,54238
77250,0.082305275,0.9221894443035126,309,8.11637403957575,7725000,290.42869877815247,0.0032382435,-0.0015054079,4.040649,0.68627703,85.17,0.031339996,54194
77500,0.08014019,0.915959045290947,310,7.043043639926837,7750000,291.2979905605316,0.003906532,-0.0019450199,4.0362406,0.733557,79.75,0.041435998,42553
77750,0.084046476,0.9262210428714752,311,7.429736070207436,7775000,292.28234028816223,0.0045323195,-0.001995966,4.03223,0.6349727,83.45,0.048015997,54161
78000,0.08340991,0.8942664861679077,312,7.778726455560718,7800000,293.16259503364563,0.0051785773,-0.0018789016,4.026726,0.9087082,81.35,0.061764,53589
78250,0.08723,0.9187477827072144,313,8.942957445739303,7825000,294.0486149787903,0.0041859904,-0.0012903033,4.023863,0.7364144,86.46,0.042775996,53386
78500,0.08285409,0.9162281230092049,314,7.731422226021823,7850000,294.9179615974426,0.0025929874,-0.00091935106,4.0222425,0.7253712,84.66,0.018283999,50560
78750,0.08449805,0.9225114956498146,315,7.167560002561077,7875000,295.816059589386,0.0029683884,-0.0013527004,4.021497,0.6965832,75.15,0.025912002,54282
79000,0.0819538,0.8863332271575928,316,7.914811030395286,7900000,296.67582845687866,0.0029840092,-0.0021401402,4.020362,0.90395975,84.48,0.027436,54554
79250,0.087397225,0.930583044886589,317,8.485189254201396,7925000,297.54039216041565,0.0036485274,-0.0012599168,4.016258,0.6016368,85.73,0.034528,54228
79500,0.08440578,0.9198803827166557,318,8.56187802627057,7950000,298.4160740375519,0.0031751562,-0.0015971921,4.0097203,0.6837058,88.42,0.025791999,55134
79750,0.08709343,0.9222967624664307,319,7.897556202302804,7975000,299.3095226287842,0.0042374325,-0.0017425912,4.0032754,0.68068653,79.22,0.047932003,52666
80000,0.085303955,0.905395619571209,320,8.388128601916833,8000000,300.1832070350647,0.0026450302,-0.0019128792,3.9989753,0.82998216,85.86,0.022572001,54559
80250,0.08153826,0.9117792546749115,321,7.000833420628624,8025000,301.0358693599701,0.0037949055,-0.0011305719,3.9948666,0.8049342,75.8,0.037544,50000
80500,0.08634081,0.9039346575737,322,7.631815354866121,8050000,301.9239182472229,0.0030620748,-0.001471515,3.9907355,0.8364008,79.3,0.028408,53637
80750,0.08426737,0.9111391752958298,323,7.2606051898180155,8075000,302.7931854724884,0.0025271394,-0.0013117571,3.986651,0.72684085,81.16,0.019984001,56446
81000,0.082708,0.9165667071938515,324,7.359903745807332,8100000,303.64711022377014,0.00387232,-0.0021216273,3.9801307,0.7261551,81.07,0.039644,54666
81250,0.084450066,0.9109000265598297,325,7.549235576298416,8125000,304.5085508823395,0.003749819,-0.0014946883,3.9732456,0.7788825,80.64,0.040428,54902
81500,0.08407007,0.9094145074486732,326,7.578841393731145,8150000,305.37418031692505,0.0029809128,-0.0015479036,3.9677472,0.743145,80.64,0.026532,55034
81750,0.085692726,0.9271396994590759,327,6.217353419197071,8175000,306.2281107902527,0.003510756,-0.0012270056,3.9620426,0.63463366,73.16,0.032716,53891
82000,0.08590949,0.9079132303595543,328,7.870666561773942,8200000,307.0944347381592,0.0028767802,-0.0016379267,3.9585457,0.7729506,84.07,0.029095998,50400
82250,0.08268623,0.8909233883023262,329,7.746787040815398,8225000,308.01814365386963,0.0026372243,-0.001762834,3.9576163,0.8788289,88.18,0.019696001,55571
82500,0.090288185,0.9254836812615395,330,6.524123789645964,8250000,308.8663229942322,0.0028715767,-0.0015573634,3.9573963,0.6673945,70.74,0.026576001,54434
82750,0.08790765,0.900687463581562,331,7.5609211322167535,8275000,309.7322881221771,0.0029279678,-0.001942353,3.9567807,0.8217726,77.93,0.025751999,53234
83000,0.0902058,0.9147251173853874,332,8.262409120572997,8300000,310.5963616371155,0.0032997665,-0.0018365334,3.9545777,0.7598552,86.2,0.028688002,55387
83250,0.08695353,0.9253377169370651,333,6.813803177751834,8325000,311.4669678211212,0.0035143238,-0.0013846512,3.9549775,0.6874746,78.71,0.032027997,54557
83500,0.08566712,0.9114056453108788,334,7.630143578757143,8350000,312.33644342422485,0.004477548,-0.0024694237,3.9549031,0.8017275,82.49,0.048628,55199
83750,0.09176311,0.9204490780830383,335,8.497962241434143,8375000,313.1877393722534,0.0030863436,-0.0019302757,3.9503853,0.70089734,87.88,0.026364002,49389
84000,0.09201992,0.9250681102275848,336,8.343924937867923,8400000,314.0947947502136,0.0038410001,-0.0017973114,3.9432857,0.7319593,81.21,0.035944,48865
84250,0.08979941,0.9122350290417671,337,8.42170716929919,8425000,315.02280139923096,0.0028050793,-0.0010833386,3.9372535,0.84149635,82.81,0.024456,55341
84500,0.08928393,0.9114723205566406,338,6.942004784235032,8450000,315.8757178783417,0.0023448602,-0.0013546785,3.93362,0.79633296,74.22,0.019491998,54394
84750,0.08347758,0.895668163895607,339,6.411900404272019,8475000,316.7369203567505,0.006233616,-0.00071305677,3.9298377,1.0285861,75.38,0.082,54946
85000,0.08902532,0.854532316327095,340,8.17391669093221,8500000,317.58955550193787,0.008535969,0.00044492795,3.9257717,1.3265693,80.58,0.110072,52789
85250,0.084058195,0.8617808818817139,341,6.622707486736435,8525000,318.46614146232605,0.0047998237,-0.001056974,3.9218032,1.3390723,66.8,0.057196,32473
85500,0.091427766,0.9022218957543373,342,6.756607960668498,8550000,319.6149983406067,0.0067108655,-0.00043599875,3.9183018,0.8686538,74.05,0.08799599,54011
85750,0.08797248,0.8478535264730453,343,7.355144147267274,8575000,320.45462441444397,0.005634134,-0.0017424418,3.9150784,1.3672425,77.1,0.06813599,53156
86000,0.086518124,0.896940715610981,344,7.122598355717928,8600000,321.3453722000122,0.0041954955,-0.001423513,3.9129078,0.9077223,77.6,0.045272,54748
86250,0.08397418,0.9175974354147911,345,6.688724685704655,8625000,322.21102023124695,0.002291596,-0.0014265862,3.9112408,0.7368037,76.5,0.015556,54406
86500,0.090335354,0.9140634164214134,346,7.766619080909041,8650000,323.0788326263428,0.0036188613,-0.0024445036,3.9095168,0.8164321,78.6,0.036464,54127
86750,0.09311462,0.9049864932894707,347,8.11736541102371,8675000,323.9416584968567,0.0036583915,-0.0013025376,3.9068027,0.8272338,78.6,0.036767997,50168
87000,0.08481128,0.8977817445993423,348,7.335129687134104,8700000,324.8505744934082,0.0042769066,-0.001329777,3.9029737,0.95250386,78.28,0.04436,53963
87250,0.092035525,0.9220782369375229,349,7.710578968194023,8725000,325.74193835258484,0.0029368377,-0.0010782696,3.8996994,0.71571755,80.74,0.025311997,54001
