n_updates,time_elapsed,value_loss,policy_entropy,total_timesteps,policy_loss,approxkl,explained_variance,serial_timesteps,fps,clipfrac,ep_reward_mean,ep_len_mean,true_reward
298,256.22254371643066,0.14908555,4.434936,7450000,-0.0022350445,0.0032352568,0.9572597742080688,74500,54156,0.032572,8.996990688406207,198.49,0.037234694
299,257.0239911079407,0.076519206,4.4334407,7475000,-0.0020271707,0.0039004076,0.9791979398578405,74750,55667,0.04226,9.993670873318298,206.64,0.04115591
300,257.80480313301086,0.11107943,4.43239,7500000,-0.0014140067,0.0049194107,0.9617269299924374,75000,55260,0.057699997,9.862405148732378,212.15,0.039787333
301,258.60880994796753,0.04807922,4.431193,7525000,-0.0017570099,0.003028007,0.9791346993297338,75250,53802,0.029088,10.108292785475857,228.7,0.040962372
302,259.4089126586914,0.04310455,4.427735,7550000,-0.0019796344,0.0034514547,0.9797335043549538,75500,54597,0.033716,10.516375438969844,238.96,0.042529542
303,260.2063572406769,0.102684125,4.420111,7575000,-0.0015864599,0.0036172527,0.9531828016042709,75750,47562,0.038336,10.268400400009119,235.65,0.04095319
304,261.0514874458313,0.100302495,4.4165826,7600000,-0.0022271213,0.004647992,0.9542647935450077,76000,55294,0.0574,10.310537040996968,228.64,0.04219302
305,261.8361711502075,0.049112853,4.4143953,7625000,-0.0020187867,0.00328229,0.981838658452034,76250,50169,0.029412001,10.921911691211108,232.38,0.044275586
306,262.6813690662384,0.052104115,4.4144125,7650000,-0.0015441743,0.0035481479,0.9786333739757538,76500,47556,0.03604,10.66557732263571,231.22,0.04332962
307,263.5591061115265,0.10730386,4.413134,7675000,-0.002652346,0.0043842653,0.9594872482120991,76750,52903,0.048772,10.363099014247341,233.74,0.041772965
308,264.39255023002625,0.06560345,4.4089394,7700000,-0.001674265,0.003698072,0.981376651674509,77000,48992,0.040140003,10.278183802215354,217.69,0.04218508
309,265.2488856315613,0.07749294,4.4053717,7725000,-0.0014961859,0.005334669,0.9767252281308174,77250,44053,0.061667997,8.637293595953633,200.54,0.036075182
310,266.14082407951355,0.04007163,4.404315,7750000,-0.0009199766,0.0041173585,0.9841022118926048,77500,56676,0.045676,10.028856164425571,229.17,0.041235916
311,266.9209268093109,0.18288234,4.4033146,7775000,-0.0008569133,0.0033488784,0.9337732940912247,77750,53802,0.033032004,8.92613592630657,203.04,0.036148638
312,267.7407419681549,0.11752734,4.4022045,7800000,-0.0018680401,0.003738676,0.9653446339070797,78000,53443,0.040724,8.245999319435459,192.3,0.034889862
313,268.5358371734619,0.2333134,4.401777,7825000,-0.0010280756,0.004152705,0.9283977970480919,78250,53523,0.048104,9.157949792964887,201.07,0.03707719
314,269.3403444290161,0.20103726,4.40084,7850000,-1.2206304e-05,0.005532301,0.9316709712147713,78500,54743,0.064371996,10.00116769269001,222.55,0.039980438
315,270.1431128978729,0.07970399,4.399419,7875000,-0.0010510118,0.005572123,0.9761296026408672,78750,49088,0.064412005,9.795561696197602,220.88,0.039527424
316,270.9955954551697,0.11139152,4.399362,7900000,-0.0015328948,0.00336116,0.9511532448232174,79000,39539,0.035176,9.269792181112935,223.27,0.03721449
317,271.95216846466064,0.052382212,4.3991747,7925000,-0.0014102125,0.0035263714,0.9790583662688732,79250,55653,0.037928004,9.513455451884711,227.17,0.038166914
318,272.7409725189209,0.0981607,4.397983,7950000,-0.0025842446,0.0036929988,0.9654303006827831,79500,55367,0.036004,10.218850273525886,228.81,0.040637143
319,273.52338218688965,0.12116617,4.3974295,7975000,-0.0019266622,0.005357885,0.9619032517075539,79750,54993,0.063920006,9.510718336537666,213.31,0.038426217
320,274.3161506652832,0.06772764,4.392066,8000000,-0.0024807008,0.003686925,0.9761704262346029,80000,54286,0.039128,9.886562626294968,222.48,0.039462715
321,275.10591888427734,0.04835828,4.3830256,8025000,-0.0019402674,0.0045975186,0.9849799424409866,80250,55827,0.049904,10.077741147892302,224.46,0.04047218
322,275.8888692855835,0.16251826,4.377879,8050000,-0.0020064735,0.0038206608,0.9518579058349133,80500,27826,0.040464003,9.637076681798067,213.08,0.038041115
323,277.1323869228363,0.070154116,4.3788786,8075000,-0.0018387934,0.002614626,0.9821893069893122,80750,54840,0.022956,8.668645862265766,194.15,0.036233343
324,277.9100275039673,0.0780342,4.377269,8100000,-0.0019426398,0.0032095634,0.9800708889961243,81000,57087,0.031368002,9.168495214798954,200.03,0.038013052
325,278.67767667770386,0.13668443,4.3742,8125000,-0.0016707957,0.0050530443,0.9645238816738129,81250,38809,0.059451997,8.929818714443682,200.81,0.03610375
326,279.65173745155334,0.084657185,4.3705616,8150000,-0.0015441875,0.0039413213,0.9691827837377787,81500,55512,0.043044,10.143637284191627,227.45,0.040778816
327,280.4426736831665,0.11345835,4.368316,8175000,-0.0016329999,0.00500089,0.9598691277205944,81750,50330,0.060336,9.34279325982232,210.79,0.037884444
328,281.2717459201813,0.04222873,4.367396,8200000,-0.0019359651,0.0042957426,0.9850551262497902,82000,55432,0.048236,10.222910439882861,231.73,0.040831592
329,282.06287002563477,0.057577707,4.3619223,8225000,-0.00212424,0.0033369095,0.9817220140248537,82250,42597,0.031436,9.919548093088379,222.72,0.03952762
330,282.983567237854,0.15869136,4.3554215,8250000,-0.0019343043,0.0053138486,0.933795191347599,82500,56417,0.063224,10.12128589116608,231.2,0.03983741
331,283.7634086608887,0.080426015,4.357705,8275000,-0.0023995803,0.004089533,0.9675219282507896,82750,56017,0.048012,10.13031010949664,225.31,0.040673714
332,284.5514512062073,0.10796354,4.359372,8300000,-0.0023165864,0.004277739,0.9585581906139851,83000,55397,0.047652,10.162971436092084,220.3,0.040833123
333,285.34147691726685,0.13361195,4.3605194,8325000,-0.0015360459,0.0041408427,0.9414300918579102,83250,54462,0.04594,9.708338639143763,226.51,0.038609106
334,286.13081097602844,0.15681449,4.3611712,8350000,-0.0021170261,0.003732454,0.9528603255748749,83500,54321,0.03924,8.633722125542876,199.22,0.034429394
335,286.9345097541809,0.07035215,4.3625865,8375000,-0.0021476138,0.0037604284,0.9742100108414888,83750,55657,0.041768,9.856269934414108,222.37,0.03968742
336,287.72594380378723,0.06870255,4.3621106,8400000,-0.0014936427,0.0036043786,0.969202259555459,84000,48647,0.038528,10.03388987233653,231.04,0.039878037
337,288.57422256469727,0.09166598,4.3596163,8425000,-0.001685858,0.0035402454,0.9705285411328077,84250,56039,0.039740004,9.473509422955084,214.0,0.038073327
338,289.3601076602936,0.16442426,4.3542604,8450000,-0.0013335943,0.003058967,0.9560898840427399,84500,40860,0.030528,8.059984769199582,177.22,0.03347528
339,290.28805923461914,0.1586072,4.352185,8475000,-0.0008872943,0.0043917694,0.9486355856060982,84750,46126,0.048992,8.792525128661591,198.6,0.035579257
340,291.1613988876343,0.10627993,4.3523808,8500000,-0.001255729,0.0036215284,0.9716420471668243,85000,54804,0.037851997,8.703250539430382,193.19,0.036135
341,291.9547529220581,0.10837667,4.3516016,8525000,-0.0019062797,0.0032101807,0.9681374654173851,85250,54212,0.030508,8.82517399940225,200.85,0.03560462
342,292.75087547302246,0.08311891,4.3483515,8550000,-0.001970115,0.0036215796,0.9651544243097305,85500,53364,0.038756,9.25935683155487,219.86,0.037126157
343,293.5679814815521,0.07135631,4.345281,8575000,-0.0018624917,0.0043016793,0.9745060130953789,85750,33265,0.047755998,9.470557454950649,221.57,0.037482247
344,294.6523518562317,0.079575375,4.3418946,8600000,-0.0020464298,0.0041951505,0.9714861419051886,86000,55769,0.046468005,8.771908670275717,214.75,0.034463592
345,295.4493956565857,0.08153534,4.3411083,8625000,-0.001668669,0.0032205023,0.975885046645999,86250,55246,0.033908002,8.266386674275154,201.32,0.03223456
346,296.2573893070221,0.11706424,4.343742,8650000,-0.0022340412,0.0031106977,0.9688172750174999,86500,49997,0.032296,7.793602614670217,192.56,0.030302862
347,297.0971522331238,0.096693866,4.343731,8675000,-0.0027030515,0.0033635045,0.9686443731188774,86750,54178,0.033876,8.440123191941163,205.28,0.033783317
348,297.9050495624542,0.08497204,4.3392477,8700000,-0.0010929494,0.0037559674,0.975250480696559,87000,34720,0.038960002,7.781430131581692,193.64,0.031366386
349,298.9633059501648,0.0876189,4.337742,8725000,-0.0017533362,0.0026454176,0.974541375413537,87250,49818,0.022992002,8.532859858826766,197.79,0.03494499
350,299.79765343666077,0.18093066,4.335733,8750000,-0.0026206614,0.0057508973,0.9482358656823635,87500,56454,0.072384,8.735555064017376,207.0,0.03581311
351,300.5667314529419,0.0838952,4.3348913,8775000,-0.0019042777,0.0032754063,0.9657227247953415,87750,55860,0.031051999,9.059580090904742,226.69,0.035853915
352,301.34902691841125,0.07833909,4.334348,8800000,-0.0016326817,0.004721475,0.9740510787814856,88000,55896,0.053436,9.230585120874903,215.83,0.03765095
353,302.1482617855072,0.057945006,4.3299017,8825000,-0.0018163018,0.0043137437,0.9772327821701765,88250,54393,0.049879998,9.66384672336253,235.78,0.03871277
354,302.9483141899109,0.04412264,4.3249564,8850000,-0.0017167709,0.0039533647,0.9818037170916796,88500,54312,0.041883998,9.837850362761118,240.8,0.039694257
355,303.75127601623535,0.04717745,4.321105,8875000,-0.0019037329,0.004142738,0.9769472740590572,88750,46168,0.044676,9.168096188963215,240.61,0.03634706
