approxkl,value_loss,n_updates,clipfrac,fps,policy_loss,ep_len_mean,true_reward,explained_variance,total_timesteps,serial_timesteps,policy_entropy,ep_reward_mean,time_elapsed
0.005821188,0.61902463,492,0.06934,53735,-0.0020364213,247.12,0.064063035,0.9275273978710175,12300000,123000,-2.2224164,16.22602470816636,414.38602328300476
0.0078332145,0.7089174,493,0.098951995,53966,0.00018810142,247.03,0.065842204,0.9123591631650925,12325000,123250,-2.2261167,16.68137142561354,415.18680810928345
0.005597923,0.4709012,494,0.066428,55337,-0.0020247619,248.21,0.0678166,0.9466916024684906,12350000,123500,-2.2289171,17.126066272801328,415.99484944343567
0.0069922446,0.58697045,495,0.086348005,42168,0.00013966743,247.33,0.06841769,0.9403752870857716,12375000,123750,-2.2337332,17.632796416148196,416.7841820716858
0.006816973,0.57865745,496,0.086624004,50333,-0.00083149754,248.25,0.06414245,0.9381660930812359,12400000,124000,-2.2386389,16.607126083043404,417.71270060539246
0.006999132,0.59680307,497,0.090156004,55712,-0.00043148003,246.09,0.06365595,0.9325444251298904,12425000,124250,-2.244729,16.15061952630882,418.5334792137146
0.0058388566,0.5844859,498,0.071048,54911,-0.0014183233,249.43,0.06788082,0.939163263887167,12450000,124500,-2.2517195,17.15726245424321,419.3264174461365
0.015023535,0.69709873,499,0.20398,55079,0.0035587072,246.09,0.06690116,0.9293616637587547,12475000,124750,-2.2551656,17.00042807483482,420.1161332130432
0.0073562367,0.5149343,500,0.093116,46895,-0.0001806607,248.38,0.062239144,0.937451682984829,12500000,125000,-2.2586467,15.757370316227899,420.9095232486725
0.006252636,0.6960529,501,0.076704,54536,-0.00020368778,243.33,0.062137984,0.9284799471497536,12525000,125250,-2.2622406,16.00452012183989,421.80968165397644
0.012945433,0.60922265,502,0.15166399,51852,0.002774607,245.55,0.06495183,0.9315871298313141,12550000,125500,-2.260654,16.50385259698771,422.62154507637024
0.013339892,0.87952125,503,0.16276,51827,0.0041781827,239.57,0.059962105,0.9112900570034981,12575000,125750,-2.2596626,15.576558992065648,423.48366594314575
0.009272298,0.5630091,504,0.124699995,53961,0.00067529234,246.24,0.06306614,0.935823418200016,12600000,126000,-2.258699,16.007234168157037,424.3103711605072
0.0070285313,0.54712766,505,0.091352,53719,-0.0010766352,248.63,0.06570182,0.9331559911370277,12625000,126250,-2.25899,16.591661631912803,425.11551904678345
0.015638035,0.5749277,506,0.190072,48979,0.0049503045,248.56,0.067028314,0.9423903748393059,12650000,126500,-2.2589908,16.90013875790035,425.9169192314148
0.006271509,0.5773486,507,0.07886801,55093,-0.0019292859,247.79,0.06627252,0.9388314038515091,12675000,126750,-2.2601829,16.901876704900868,426.7776265144348
0.0072592683,0.43937594,508,0.09338,45386,-0.000998082,248.96,0.064696394,0.955991018563509,12700000,127000,-2.2634118,16.339364445635447,427.5877146720886
0.009694198,0.60825336,509,0.127076,56089,0.0014124468,246.93,0.06639785,0.9310477375984192,12725000,127250,-2.267671,16.87868613125667,428.47422885894775
0.010768613,0.68511665,510,0.14065202,53166,0.0013599573,242.19,0.060007695,0.9278539791703224,12750000,127500,-2.2702823,15.456530133310535,429.27502489089966
0.011286306,0.553923,511,0.14667599,55092,0.0030759918,245.47,0.071221374,0.9545767083764076,12775000,127750,-2.2726607,18.110661149857986,430.0971426963806
0.01808442,0.52401567,512,0.24214801,40965,0.005801965,248.84,0.07097057,0.9398349709808826,12800000,128000,-2.278142,17.902353303191923,430.8913040161133
0.007911417,0.62611943,513,0.103507996,55893,-0.0012949237,248.29,0.0694907,0.9279972389340401,12825000,128250,-2.2848053,17.502271459078838,431.844083070755
0.010405208,0.58452415,514,0.138088,56076,0.0014958621,248.09,0.06434975,0.9292935356497765,12850000,128500,-2.2905097,16.181372912485095,432.6600511074066
0.0067133023,0.57937634,515,0.08466001,53714,-0.0010859591,246.98,0.06780814,0.9392694756388664,12875000,128750,-2.2915883,17.181885449766988,433.45034980773926
0.006050865,0.6024746,516,0.073992,52867,-0.0014233529,247.1,0.072073944,0.9373253807425499,12900000,129000,-2.2938895,18.34497804324841,434.25751066207886
0.0064690583,0.5639962,517,0.08229999,54646,-0.0010700967,250.0,0.07055118,0.9277457818388939,12925000,129250,-2.2959747,17.637794587689235,435.07013034820557
0.0066539496,0.62269455,518,0.081856005,55156,0.0002950995,243.62,0.066487625,0.9371957257390022,12950000,129500,-2.2992768,16.91599033958382,435.87407302856445
0.007227154,0.64461285,519,0.087688,55367,-0.0007674283,247.65,0.065220416,0.9241927266120911,12975000,129750,-2.3039558,16.61114172697824,436.6708390712738
0.01759391,0.6119009,520,0.19839601,53722,0.0062147705,244.95,0.06420791,0.9398187026381493,13000000,130000,-2.3110256,16.50571144586165,437.45880651474
0.0123733925,0.6250634,521,0.15909201,54991,0.0027082805,245.51,0.06830822,0.9312039390206337,13025000,130250,-2.3157368,17.307506956682804,438.2789480686188
0.009475184,0.48866862,522,0.12708399,53616,0.00034796738,250.0,0.064180665,0.9378475360572338,13050000,130500,-2.3192983,16.04516567500963,439.0931396484375
0.0050324053,0.4803632,523,0.057264,53357,-0.0014900335,250.0,0.06476324,0.9460334666073322,13075000,130750,-2.3230548,16.19080970468567,439.8977861404419
