X,Y,Z,VX,VY,VZ,R,P,Ya,VR,VP,VYa
-2.3371682,1.354774,-0.033517182,0.0008297192398458719,0.0004885068046860397,-0.07990019768476486,-0.08452487830948378,0.13357616864851465,0.08587934350851566,-6.972301500978621,6.5795762958734665,3.4130094563188176
-2.3371418,1.3547899,-0.03482548,0.001315182656981051,0.0007969186990521848,-0.06541486084461212,-0.24878214331788331,0.26383796132185416,0.14123466499773688,-8.222458345522735,6.505012828251729,2.786683670749587
-2.3370962,1.3548241,-0.035837807,0.0022761819418519735,0.0017098988173529506,-0.05061633139848709,-0.4380744862232927,0.39299505093822346,0.18348654870876632,-9.47672184130532,6.445078345171691,2.151231044901927
-2.337022,1.3548905,-0.03654816,0.0037067499943077564,0.0033192893024533987,-0.03551775589585304,-0.6525228160482558,0.5212855336232209,0.21240424897349128,-10.733946224093105,6.400478063665154,1.5068219066182647
-2.33691,1.3550048,-0.03695031,0.005602228920906782,0.005717259831726551,-0.020107319578528404,-0.8922199806768023,0.6489272016979201,0.22776479746810782,-11.992697154160386,6.371155207784643,0.8539487765707813
-2.336751,1.3551848,-0.03703777,0.007959281094372272,0.00899622030556202,-0.004373086616396904,-1.1571960489495363,0.7761282692103004,0.2293496414793888,-13.249784079391125,6.3576233223783785,0.19296398313090116
-2.3365355,1.3554497,-0.036804486,0.010775563307106495,0.013247985392808914,0.01166408322751522,-1.4474576376122161,0.9030913473187883,0.21694208258374495,-14.50398354215024,6.360617933442605,-0.4758704852538954
-2.3362544,1.355821,-0.036244936,0.01404999103397131,0.018563758581876755,0.02797749824821949,-1.7630424727878355,1.0299794000681117,0.19037272675367467,-15.756822943490876,6.37913457628251,-1.1500323544489566
-2.3358989,1.3563217,-0.035354603,0.01778237335383892,0.025033555924892426,0.04451682046055794,-2.1038931381986843,1.156903631475695,0.14948733444389736,-17.0035151745785,6.411567302669493,-1.8286217870517725
-2.3354592,1.3569766,-0.034129556,0.021974047645926476,0.03274687007069588,0.06125219166278839,-2.469923189263079,1.2839660674922655,0.09413667535919745,-18.24255076360654,6.458477895662787,-2.511194607322881
-2.3349268,1.3578124,-0.032566525,0.02662767469882965,0.041792020201683044,0.07815171778202057,-2.8610200345814207,1.4112615837142624,0.024176355031652663,-19.472563672740996,6.52052845672506,-3.1972815599219615
-2.3342917,1.3588575,-0.03066311,0.031747084110975266,0.05225544422864914,0.09517061710357666,-3.2770752449006353,1.5388807868698946,-0.0605135483855023,-20.69373660954216,6.598460061381259,-3.8853975055913583
-2.333545,1.360142,-0.028417824,0.03733762726187706,0.06422203779220581,0.11226436495780945,-3.7179712129009514,1.666908627436964,-0.160035240935873,-21.90558804567355,6.692932676659937,-4.574365517359714
-2.332677,1.3616974,-0.025830021,0.043406348675489426,0.07777518033981323,0.1293901801109314,-4.183561729845449,1.7954221584870447,-0.2744836115561124,-23.10664949046361,6.804509793167619,-5.263506418291437
-2.3316777,1.3635575,-0.022899996,0.04996192827820778,0.09299621731042862,0.14650121331214905,-4.673672199023469,1.92449010879866,-0.4039455784054728,-24.295396104180142,6.93372331188592,-5.9520782790879325
-2.3305373,1.3657568,-0.019628653,0.05701541528105736,0.10996580868959427,0.1635671705007553,-5.18814125721587,2.054171495475107,-0.5484828132896827,-25.472570669895376,7.0808968130267695,-6.63846533312367
-2.3292458,1.3683319,-0.016018061,0.06457888334989548,0.12876056134700775,0.1805296242237091,-5.7267750978049525,2.1845301380964433,-0.7081094568347582,-26.636492961073493,7.246970728261514,-7.319847992931904
-2.3277924,1.371321,-0.012071653,0.0726659744977951,0.14945365488529205,0.197320356965065,-6.289334664169767,2.3156460779420045,-0.8827673723914748,-27.785078062470348,7.433165953904293,-7.992081187460083
-2.3261666,1.3747633,-0.0077945655,0.08129163086414337,0.17211352288722992,0.2138543725013733,-6.87557919214207,2.447580359827498,-1.0723959420309488,-28.918180832566076,7.63920031776502,-8.654629173745183
-2.3243573,1.3786994,-0.0031932932,0.09047339856624603,0.19680704176425934,0.23006361722946167,-7.485327254822034,2.580396803332981,-1.2769532774836605,-30.038724592325444,7.865965159530382,-9.30786675841791
-2.3223524,1.3831716,0.0017252667,0.10023315250873566,0.22360439598560333,0.24592800438404083,-8.118404682385822,2.714158160821453,-1.4963806818114307,-31.14708670970009,8.11393859244228,-9.95037582345184
-2.3201406,1.3882233,0.006956278,0.11060148477554321,0.25259140133857727,0.26155057549476624,-8.774738904073503,2.8489453273458962,-1.7305985406217461,-32.24836250581085,8.384449088294282,-10.580354052679734
-2.3177085,1.3938999,0.012492941,0.12160220742225647,0.2838269770145416,0.27683311700820923,-9.454281254787242,2.984822122486368,-1.9795363108670851,-33.34364822601951,8.677236246124279,-11.19767935647018
-2.3150432,1.4002472,0.018326493,0.13326118886470795,0.3173665702342987,0.2916776239871979,-10.1568464656458,3.1218515120492794,-2.2431811859427544,-34.42601805850768,8.993234094301274,-11.804458848182128
-2.3121312,1.4073122,0.024444534,0.1456013172864914,0.35324719548225403,0.30590200424194336,-10.882159621535088,3.2600744771696504,-2.521488769619148,-35.490984568990655,9.331635816729554,-12.39860932011872
-2.3089583,1.415142,0.030830938,0.15864631533622742,0.39149752259254456,0.31932032108306885,-11.629883481864832,3.3993204765616425,-2.814271658580915,-36.53584300255711,9.681064025799175,-12.974412196397367
-2.3055098,1.4237851,0.037466943,0.17242346704006195,0.43214866518974304,0.331800252199173,-12.399538225845841,3.5393278286026795,-3.1212662502147737,-37.553749509658694,10.036460112656096,-13.52885536359409
