X,Y,Z,VX,VY,VZ,R,P,Ya,VR,VP,VYa
4.858947,4.6615515,-0.25205058,0.000336011522449553,0.00037741605774499476,0.08237180858850479,-0.07059486090969484,1.6404659769520826,-0.08039459488328964,-1.5240657863950196,32.931118460529085,-2.032725341811502
4.8600955,4.6616173,-0.23299134,0.022973768413066864,0.0013143412070348859,0.3811849057674408,0.7461040916402467,2.651205801345326,-0.4886386167727351,16.639209959722944,20.166439175428007,-8.278355759916474
4.8630238,4.6611595,-0.19984338,0.058564744889736176,-0.0091567886993289,0.662959098815918,2.4132524693892488,3.082346551663572,-1.1828557890008047,34.036813389032844,8.237463417355606,-14.099952239534598
4.867927,4.659057,-0.15359193,0.09806489944458008,-0.042049724608659744,0.9250289797782898,4.841751201666435,3.0321239572530563,-2.1602383568698813,49.61134199867066,-2.237599854173796,-19.418688848115227
4.87463,4.6537137,-0.09485873,0.13406148552894592,-0.10686226189136505,1.1746641397476196,7.8187104957576485,2.704745733258352,-3.4167848433825423,60.79427753804372,-9.275907449517774,-24.227382787972445
4.882677,4.643245,-0.02437401,0.16093812882900238,-0.20937524735927582,1.4096943140029907,11.019202244589517,2.3961547983494142,-4.91934215063778,65.34325865735309,-11.00282942737535,-28.610566187821625
4.891492,4.6258674,0.056248125,0.1763014942407608,-0.34755632281303406,1.6124426126480103,14.184231651250677,2.350386554494805,-6.623585766016797,64.70736121543572,-8.324353668881924,-33.039943864574894
4.9005637,4.6001525,0.14471982,0.18143577873706818,-0.5142991542816162,1.7694339752197266,17.1624758746795,2.67268589251137,-8.481863807557941,61.18815405691085,-3.825436555528286,-37.495030373364095
4.909522,4.5651073,0.23841655,0.17916375398635864,-0.7009041905403137,1.8739347457885742,19.827301500116654,3.3641770188478115,-10.456886430600706,55.37057799739292,0.6012735588281228,-41.79929947509024
4.918134,4.520096,0.3348586,0.1722409427165985,-0.9002294540405273,1.9288408756256104,22.118995598743304,4.351215980099405,-12.532772164664342,48.62106360676178,3.6042024594433415,-45.74820749467896
4.926258,4.4648013,0.4317516,0.16248111426830292,-1.1058850288391113,1.9378598928451538,24.010174234629577,5.530679086073418,-14.716359736655324,41.57915223285697,4.65530923543989,-49.27529327641145
4.9337897,4.3991065,0.5271672,0.15063577890396118,-1.3138978481292725,1.9083119630813599,25.47886127412096,6.798058679496542,-17.022648241991,34.32174839063826,3.821546762795964,-52.25957709461385
4.9406137,4.322839,0.619948,0.1364763230085373,-1.525352120399475,1.8556169271469116,26.497210035971303,8.059099857369894,-19.474346352114367,26.702861909238507,1.3612374916765007,-54.75770170807309
4.946566,4.2356215,0.7098628,0.11904482543468475,-1.7443456649780273,1.798295259475708,27.05858328385465,9.233903493669489,-22.086775888881064,19.08024272945734,-2.299895234829132,-56.70055243257781
4.9514246,4.137017,0.79723483,0.09716851264238358,-1.9720970392227173,1.7474403381347656,27.188536170550606,10.260711444806892,-24.86173489959009,11.994811097708505,-6.663649094367154,-58.04420432157564
4.95492,4.0267653,0.88246965,0.06990712881088257,-2.2050294876098633,1.7046971321105957,26.954074559364283,11.074864017456889,-27.796358119884623,6.17672704287106,-11.753497953011015,-58.76796531697604
4.956742,3.9049041,0.96582013,0.03643796592950821,-2.4372215270996094,1.6670094728469849,26.435376333415174,11.606233098090017,-30.879326218762667,1.753256946141323,-17.666511392027882,-58.78471977101008
4.956519,3.7716775,1.0475314,-0.004451299551874399,-2.6645357608795166,1.6342251300811768,25.709038649150386,11.817742712344156,-34.07591280693658,-1.5454828050329465,-23.714365571865496,-58.08892157007171
4.9538383,3.6275883,1.127699,-0.05361952632665634,-2.8817849159240723,1.6033514738082886,24.8497291345765,11.691349207979423,-37.33961966408421,-3.8841142838010425,-29.574678125020192,-56.706050734859666
4.948222,3.4732287,1.2065636,-0.11232134699821472,-3.0871877670288086,1.5772922039031982,23.891697773286538,11.243176954078928,-40.61986240921244,-6.112707252893707,-34.69317066260897,-54.86849762169446
4.9391975,3.309418,1.2841914,-0.1804884523153305,-3.2762160301208496,1.5525553226470947,22.918144807107723,10.487102333715196,-43.87279805803895,-7.202200545799373,-39.253407933670516,-52.630562234477686
4.926295,3.1371112,1.3605641,-0.2580566108226776,-3.4461357593536377,1.5274548530578613,22.00740567563093,9.454134405720087,-47.0491741164588,-7.210261022793635,-42.99343852315649,-49.930031795154285
4.90905,2.9573436,1.4356066,-0.344894677400589,-3.5953502655029297,1.500849723815918,21.193709871881676,8.18751509772895,-50.09505941078555,-6.927911674675885,-45.70881437864091,-46.64727554041149
4.887001,2.7711642,1.5092981,-0.4409765303134918,-3.7235918045043945,1.473830223083496,20.494742463168425,6.74410274637438,-52.96180591865579,-6.525740744835426,-47.202211335002104,-42.859628287126775
