X,Y,Z,Roll,Pitch,Yaw
-237.51671314239502,201.47502422332764,152.26221084594727,0.29895876735363325,0.4548154666419791,-0.11073485546544162
-235.04889011383057,205.02142906188965,156.34303092956543,0.6123601297898171,-3.770249907695052,-0.6836946254814303
-232.3983907699585,208.55724811553955,161.1371874809265,1.3667221335800208,-9.833786201867014,-1.266257948295361
-229.4564962387085,212.0976448059082,165.25100469589233,2.4726936847451655,-16.916100706033387,-1.9433824120429153
-226.07903480529785,215.65990447998047,168.3858871459961,3.9405824458772996,-24.81616900008964,-2.863547418017737
-222.09415435791016,219.26321983337402,170.40865421295166,5.928109437743065,-33.38496062521433,-4.22846851609099
-217.2497034072876,222.93429374694824,171.3059663772583,8.88884745944232,-42.40147285798066,-6.373673413154262
-211.01629734039307,226.73425674438477,171.28957509994507,13.899086621328278,-51.383219427871616,-10.023598866448962
-202.60319709777832,230.78577518463135,170.5553650856018,22.672425336621927,-59.40537906088914,-16.52664331955926
-190.87300300598145,235.3438138961792,169.23664808273315,35.75706824848684,-65.30481835270426,-26.527611207967027
-173.8558292388916,240.97411632537842,167.5179123878479,48.80622662006624,-68.35796072302415,-36.267508775729404
-150.57560205459595,248.21131229400635,165.0943636894226,57.074764836824464,-69.47705306758489,-41.004145927390276
-120.53114175796509,257.61988162994385,161.7517590522766,57.09919300839102,-69.09168696442359,-37.101625137549696
-84.63363647460938,269.4183826446533,157.40783214569092,50.458521097278606,-67.30627551538227,-26.486985242783792
-44.23125386238098,283.55603218078613,152.18093395233154,44.24159753736838,-64.32010314987434,-16.500085836518956
0.21362502593547106,300.2979516983032,146.45891189575195,39.990108722453506,-60.340431958263885,-8.138869636686472
48.64821434020996,320.25694847106934,140.91434478759766,37.584748323206796,-55.741798778783114,-1.7643914351489132
100.38633346557617,343.5866117477417,135.9088897705078,35.78726451480746,-50.44915007773735,3.528107962230464
154.3832540512085,369.90716457366943,131.40166997909546,33.72137817768873,-44.14224219060679,8.525275636148896
209.8325252532959,398.87282848358154,127.44261026382446,31.186701806886166,-36.7873032470403,13.327172684008307
266.1313772201538,430.277156829834,124.32183027267456,27.906491505156495,-28.526250917612405,17.811137232608317
322.647500038147,463.6078357696533,122.05303907394409,23.79662837022913,-19.42810426388609,21.924917481024686
378.84435653686523,498.13432693481445,120.27318477630615,19.14194495087194,-9.690373573637903,25.41010175974644
434.3372344970703,533.3289623260498,118.88997554779053,13.949827242898657,0.3839671416810533,27.939944064163925
488.9404296875,568.6021327972412,117.2569990158081,8.587560131190243,11.134964559511124,29.74396436359896
542.39182472229,603.5550594329834,115.35571813583374,3.3823619706261474,22.757739521997266,30.644108164125768
594.3237781524658,637.7328872680664,113.23868036270142,-1.946212244793416,34.74226606236302,30.353808048927302
642.2805786132812,669.263219833374,113.90204429626465,-10.676157701072919,44.10642809369382,27.09939024905089
686.5013122558594,697.6200103759766,115.94409942626953,-23.697428410271158,51.93480842976892,20.14075937169605
727.1931171417236,722.300910949707,118.3423638343811,-40.54965147963929,58.26836429994629,8.497749973793745
763.2524967193604,741.3177967071533,121.02688550949097,-57.78660373702861,61.09552986157631,-5.0248489365206135
794.2700862884521,753.5651683807373,123.24806451797485,-70.49104929138663,60.24217285686408,-14.194041510446109
820.3657150268555,758.5429668426514,124.34765100479126,-76.16342577443385,57.09101727195451,-15.750704801541836
841.855525970459,755.6978702545166,124.10725355148315,-77.05262078172113,52.37913955603493,-11.814473613052659
858.7026596069336,743.0097103118896,122.90023565292358,-77.18605535734649,46.93698142915217,-7.485711452962847
871.4023590087891,718.7901973724365,121.18731737136841,-77.56123764845529,41.72461477161073,-4.554096504110879
880.994701385498,683.4305286407471,119.05852556228638,-77.21515196321074,36.81305647530583,-2.8385971638665035
888.282299041748,638.2200717926025,116.52793884277344,-75.76605902890084,32.17695287803837,-2.5222757354775807
893.5835838317871,584.3095779418945,113.75933885574341,-73.73053288264282,28.195886620289937,-4.34380906683135
896.7164039611816,522.416877746582,111.05915307998657,-70.31226908986156,25.1831157906067,-7.963509652388273
897.2004890441895,453.4853458404541,108.85037183761597,-63.725671786408135,22.920916156363454,-11.70589068072238
895.1211929321289,379.95691299438477,107.20555782318115,-54.83136871336627,21.354830619307695,-14.357061050461388
890.9014701843262,303.82256507873535,106.0187578201294,-45.16906892476441,20.5847626488819,-16.101404279570726
884.9035263061523,226.33366584777832,105.20291328430176,-35.76581772081362,20.880629368253928,-17.709585980028567
877.3538589477539,148.3098864555359,104.69253063201904,-26.625183875355244,22.260710071190022,-19.22494711721323
868.461799621582,70.38951516151428,104.2960524559021,-17.815199487617182,24.61533753282917,-20.382570266429305
858.405590057373,-6.945598870515823,103.76172065734863,-9.282414912249504,27.695160329594422,-20.951446477115912
847.2186088562012,-83.29891562461853,103.03577184677124,-1.0093621538933109,31.38920667049329,-20.734628952103026
834.7540855407715,-158.20761919021606,102.32076644897461,7.019202275574983,35.83740151840994,-19.331368294671197
820.9781646728516,-231.2791347503662,101.48967504501343,15.174960835644782,40.859335671702254,-16.37315360098344
805.8023452758789,-302.1495580673218,100.3780722618103,24.0878164100197,46.315499101478125,-11.24600550616896
786.3654136657715,-367.1114683151245,101.95472240447998,33.36637568048273,51.51935875840831,-2.6138715604552134
759.824275970459,-423.075532913208,107.38556385040283,41.514538643308654,55.74351315626479,8.091245288924913
725.6469249725342,-470.62830924987793,115.22637605667114,49.09826160331389,59.83200633682648,21.10381775221514
682.5982093811035,-510.50591468811035,124.45311546325684,58.148269083769954,62.84464568536819,35.35627274799049
631.2320232391357,-544.6537017822266,133.59307050704956,67.72574475306942,64.22555284119386,48.67922608263902
571.8337059020996,-574.2508888244629,141.72052145004272,72.35379214221085,63.98237078598473,56.42246811070991
505.09910583496094,-600.3612995147705,148.43378067016602,68.45931390011796,62.587290987631285,55.26226144244028
431.5584659576416,-623.6343383789062,154.0166139602661,57.05782596768283,59.323348488957286,45.72592058741721
351.5126705169678,-644.2484378814697,159.43470001220703,42.683143029162814,52.14917733196435,31.878275535822883
265.8612251281738,-662.146520614624,166.13163948059082,30.74189598247284,39.605166091020756,18.75920334789923
177.3955225944519,-677.72536277771,174.52425956726074,23.564408768637865,22.778614287648118,8.554513114664783
89.05263543128967,-692.403507232666,182.1611762046814,20.799071786922095,4.876748664086757,0.8483867614305695
1.3672673143446445,-706.4741134643555,188.54024410247803,21.316137597659573,-13.097824323189387,-6.249633762732246
-85.25171279907227,-719.9674129486084,193.64919662475586,24.937143603121616,-30.918541749882294,-14.001968907022533
-169.43670511245728,-732.5261116027832,198.3055591583252,31.81919781459686,-47.35328487415903,-23.6689926252091
-248.90868663787842,-743.8720226287842,202.99222469329834,43.68123515748219,-61.098958616539655,-37.35401428776001
-321.085000038147,-753.9649486541748,207.36939907073975,63.702223746987485,-70.66431753025152,-58.05694262437771
-384.118127822876,-762.9181861877441,210.35380363464355,89.5845425878338,-75.71813159149487,-83.89215365051845
-436.6199493408203,-770.7596778869629,210.8351707458496,109.8414766471226,-78.37390038609259,-103.5906309526995
-475.8918285369873,-777.172327041626,208.0390214920044,118.28596736708953,-80.6646023997423,-112.59529280725584
-501.2759208679199,-782.1958065032959,201.89313888549805,113.88284493750578,-83.7844552276857,-109.2470179628997
