total_timesteps,ep_len_mean,value_loss,policy_loss,explained_variance,policy_entropy,serial_timesteps,time_elapsed,n_updates,approxkl,true_reward,fps,ep_reward_mean,clipfrac
3025000,247.28,0.45067716,-0.0017440194,0.9087299257516861,0.5378268,30250,112.26467156410217,121,0.0061149434,0.042635906,50709,10.982243479705955,0.074747995
3050000,250.0,0.24637833,-0.00017841891,0.9353731349110603,0.5322396,30500,113.22378063201904,122,0.0065620057,0.041039795,55231,10.259948258465732,0.085315995
3075000,247.87,0.5547375,-0.0014155549,0.8623179495334625,0.5281879,30750,114.05625510215759,123,0.004943662,0.046099395,55074,11.659054904132326,0.054512
3100000,247.87,0.3269691,-0.0017579179,0.915033333003521,0.5234458,31000,114.89256620407104,124,0.0045864005,0.040919997,55244,10.365397128420781,0.050936002
3125000,242.98,0.50638115,0.00013135876,0.8924481943249702,0.51709175,31250,115.73650002479553,125,0.0058818883,0.047688395,54622,12.200558742038847,0.071308
3150000,244.6,0.6709489,-0.0018888569,0.8517524152994156,0.51277286,31500,116.57406854629517,126,0.0054813973,0.046398032,55366,11.945496184418275,0.06456
3175000,248.49,0.45296636,-0.0015549699,0.9016700685024261,0.50830936,31750,117.42399072647095,127,0.004455572,0.045442246,56212,11.514804331414298,0.047160003
3200000,250.0,0.38546997,-0.0013094909,0.9097190424799919,0.5038362,32000,118.2590720653534,128,0.004595322,0.046773773,53515,11.69344353433812,0.050936002
3225000,242.44,0.63954836,-0.0017665953,0.8523666113615036,0.5005639,32250,119.0980761051178,129,0.004166997,0.03935735,54619,10.413957082233944,0.046196
3250000,247.63,0.47455055,-0.0014305792,0.9021559432148933,0.49878994,32500,120.0306339263916,130,0.003523669,0.04655084,48916,11.67294301386109,0.03632
3275000,250.0,0.32778507,-0.002042502,0.9253577888011932,0.4977633,32750,120.95796942710876,131,0.004389904,0.043669127,53183,10.917281169474728,0.046280004
3300000,240.61,0.6221124,-0.0018690533,0.8732151091098785,0.4944244,33000,121.83654761314392,132,0.0027999089,0.04099601,55627,10.549573062709523,0.02482
3325000,247.58,0.476494,-0.001469575,0.8916077837347984,0.4943952,33250,122.67230319976807,133,0.004343954,0.043953363,55977,11.119503177647148,0.047556005
3350000,241.32,0.70696795,-0.0011435929,0.8533429354429245,0.49380097,33500,123.49829387664795,134,0.0045645405,0.042554025,55476,11.050017259596679,0.051116
3375000,247.64,0.67874074,-0.0019681104,0.8471410125494003,0.49123892,33750,124.34601926803589,135,0.0042037982,0.04586245,51775,11.797822765719784,0.046988
3400000,246.01,0.47182798,-0.0012354851,0.8877089023590088,0.48893628,34000,125.2018723487854,136,0.003948863,0.041820873,56083,10.63486349799783,0.039636
3425000,248.29,0.44145903,-0.0016549686,0.8624725043773651,0.4887836,34250,126.0275092124939,137,0.0047592027,0.041733947,49309,10.574464160156767,0.052652
3450000,250.0,0.25001258,-0.0010202366,0.9168704450130463,0.48752332,34500,126.90139675140381,138,0.0045236507,0.037916683,58103,9.479170146582828,0.05082
3475000,248.06,0.3767534,-0.0014929418,0.8910362869501114,0.4858829,34750,127.70794892311096,139,0.0044447375,0.039935622,57888,10.119596188484456,0.049816
3500000,247.63,0.39313167,0.0001493217,0.8773746266961098,0.48589247,35000,128.51485323905945,140,0.007016854,0.042651143,57346,10.695413077403543,0.092896
3525000,250.0,0.3143169,0.00031836337,0.9142997860908508,0.48056975,35250,129.3253734111786,141,0.0078059398,0.04298728,54960,10.746819081287532,0.1055
3550000,250.0,0.38600665,0.00012355666,0.9089218974113464,0.47627124,35500,130.16341853141785,142,0.0060379743,0.0461865,56590,11.546624678713888,0.07655199
3575000,250.0,0.3777007,-0.0019068413,0.9030623435974121,0.4696649,35750,130.98849487304688,143,0.0049133394,0.044965122,56733,11.241280826816396,0.057939995
3600000,247.65,0.36198458,-0.0012138134,0.8980433717370033,0.4639097,36000,131.8284022808075,144,0.0042545185,0.039126165,52197,9.785070814412894,0.04664
3625000,247.61,0.41588402,-0.0019041825,0.8788498491048813,0.46104884,36250,132.69222378730774,145,0.004302024,0.042019356,54204,10.534796265776873,0.047420003
3650000,247.59,0.37294665,-0.001339568,0.8835813403129578,0.45971113,36500,133.53912043571472,146,0.0051810867,0.038394827,51174,9.628500091800404,0.060956
3675000,245.37,0.42515698,-0.0011532902,0.8998584151268005,0.46014294,36750,134.427414894104,147,0.0037623788,0.03963834,56067,9.963700248170573,0.037488002
3700000,247.5,0.36514398,-0.0011903052,0.8954905495047569,0.46027383,37000,135.26348304748535,148,0.0038512736,0.042170692,56817,10.542630543038504,0.038579997
3725000,240.73,0.44322485,-0.0022981316,0.8973844572901726,0.45647988,37250,136.12737727165222,149,0.0043503935,0.03983715,56817,10.281400911144047,0.047696
3750000,250.0,0.32565635,-0.0012192981,0.9254887700080872,0.4510313,37500,136.95615243911743,150,0.0066019683,0.0437977,52280,10.949424623424346,0.08272
3775000,247.52,0.39550698,-0.0007780753,0.9015670567750931,0.44449574,37750,137.80878520011902,151,0.008480535,0.043316152,50529,10.967730643579998,0.113312006
3800000,241.73,0.48591375,-0.0008355059,0.8891599178314209,0.44015488,38000,138.76707816123962,152,0.005536177,0.039123222,51910,10.364195265329231,0.066364005
3825000,250.0,0.2180843,-0.0014542035,0.9370228573679924,0.436206,38250,139.67646527290344,153,0.0042803017,0.03830045,51951,9.575113631295476,0.045816
3850000,247.85,0.39810854,-0.0015425688,0.9019566774368286,0.429524,38500,140.59031867980957,154,0.004457901,0.04422527,50800,11.190868037876117,0.046728
3875000,250.0,0.34571844,-0.0013743119,0.9132197499275208,0.42497697,38750,141.54557538032532,155,0.0032543973,0.047452018,51871,11.863004232174767,0.031252
3900000,250.0,0.4586745,-0.001282178,0.908538430929184,0.4192586,39000,142.4579827785492,156,0.0042733843,0.052631073,51882,13.157769913444215,0.044000003
3925000,250.0,0.28952804,-0.0013671055,0.9185159578919411,0.41264352,39250,143.3640320301056,157,0.004662415,0.044026554,51559,11.006638244254559,0.054284
3950000,245.46,0.44738907,-0.0021304481,0.8945671394467354,0.40954906,39500,144.2532021999359,158,0.0037924561,0.043940898,56546,11.02328857119017,0.039275996
3975000,250.0,0.28150135,-0.0020026849,0.9360079690814018,0.40728062,39750,145.08742690086365,159,0.004481009,0.041730724,49159,10.432680023865341,0.049220003
4000000,250.0,0.31123695,-0.0013663213,0.9289544150233269,0.40407792,40000,145.97500109672546,160,0.005341365,0.04409626,56289,11.024065113354341,0.064752005
4025000,247.51,0.3169677,-0.0014166201,0.9010713025927544,0.4004403,40250,146.80745458602905,161,0.0038253583,0.03852286,56575,9.762296879949547,0.03514
4050000,247.73,0.24035771,-0.0012263773,0.929790772497654,0.39739498,40500,147.62674832344055,162,0.0042498587,0.035902396,51976,9.107178118259153,0.045304008
4075000,245.37,0.33176294,-0.0018122386,0.9173666089773178,0.3944932,40750,148.48536324501038,163,0.005148286,0.04093834,54942,10.496267612159535,0.060548
4100000,250.0,0.34719035,-0.001739523,0.9132404029369354,0.39017224,41000,149.33609223365784,164,0.0065409457,0.043644194,57170,10.91104801907135,0.08554
4125000,250.0,0.37760523,-0.00064901327,0.8998885080218315,0.38679603,41250,150.1630358695984,165,0.0061165327,0.04649377,42787,11.623442842953752,0.07594399
4150000,245.54,0.91768396,-0.0010464792,0.7949865609407425,0.38755283,41500,151.10832381248474,166,0.0057709278,0.04581091,55077,12.028968053260085,0.068016
4175000,247.31,0.4522528,-0.0019493519,0.8637919276952744,0.38881233,41750,151.9422092437744,167,0.0044149416,0.036041502,53764,9.232289814530104,0.048568003
4200000,246.39,0.3905128,-0.0013687343,0.8968324735760689,0.38999772,42000,152.7994623184204,168,0.0068434565,0.038850866,52692,10.002248907751818,0.089152
4225000,244.32,0.73318344,-0.0013720387,0.8265522569417953,0.38716802,42250,153.67062377929688,169,0.004517754,0.03901276,51417,10.395067477087423,0.05144
4250000,248.52,0.38874206,-0.0013662885,0.8792106881737709,0.38451743,42500,154.61841583251953,170,0.0051639983,0.03932522,56489,9.99154930248049,0.061004005
4275000,248.06,0.5037321,-0.0018607161,0.8404220789670944,0.38385716,42750,155.48048567771912,171,0.006052456,0.040169366,49924,10.387698017286368,0.075864
4300000,238.58,0.8985058,-0.0022301276,0.79487144947052,0.38383383,43000,156.38432002067566,172,0.0062132846,0.04100921,52497,11.035134818705183,0.077851996
4325000,241.21,0.61551017,-0.0014014442,0.8778838142752647,0.38562256,43250,157.28508138656616,173,0.0039948085,0.043636583,51838,11.468923698560776,0.039336
4350000,245.71,0.42587575,-0.0018449873,0.8893503695726395,0.382636,43500,158.1335380077362,174,0.004646822,0.04020314,51465,10.324517946718792,0.050476003
4375000,246.5,0.4307669,-0.001505574,0.8765209317207336,0.37968266,43750,159.0742437839508,175,0.0048081866,0.03483976,46011,9.026142430797645,0.054516
4400000,247.7,0.37741536,-0.0012136416,0.9051530957221985,0.37550908,44000,160.1081738471985,176,0.003707103,0.043400094,53458,10.8797706253334,0.037456
4425000,245.31,0.38542154,-0.0011728952,0.8955788090825081,0.3722327,44250,161.01151585578918,177,0.00381331,0.04051767,54572,10.168085359830293,0.038488
4450000,241.49,0.7540411,-0.0014430538,0.826881930232048,0.36641252,44500,161.89369344711304,178,0.004370352,0.040473428,56288,10.757499315484717,0.049092
4475000,247.52,0.3407407,-0.0014517215,0.9195843264460564,0.36369947,44750,162.75993490219116,179,0.0044101207,0.04356146,57076,11.019089529856755,0.046023995
4500000,243.26,0.465362,-0.0014602138,0.9084656909108162,0.36183244,45000,163.58093452453613,180,0.0042494396,0.04420446,56699,11.335747472825332,0.047011998
4525000,249.55,0.4104733,-0.0013699553,0.8996447324752808,0.36138093,45250,164.40696096420288,181,0.004831884,0.042474754,54736,10.80919612268184,0.057871997
4550000,241.25,0.82390654,-0.00079072284,0.8199591636657715,0.36160687,45500,165.26967978477478,182,0.0062282053,0.043270316,46798,11.349537450484515,0.077116
4575000,249.54,0.466779,-0.0015655721,0.8935258612036705,0.3634792,45750,166.1915237903595,183,0.0057881093,0.0420723,56909,10.70852707332925,0.069768004
4600000,247.12,0.5338193,-0.0025097593,0.8859778121113777,0.364145,46000,167.03271174430847,184,0.004177205,0.044495724,55202,11.333374096567422,0.043687996
4625000,244.05,0.5903674,-0.0015278484,0.8480711579322815,0.36222547,46250,167.87724208831787,185,0.006171108,0.0405389,52159,10.34961623772988,0.078264
4650000,247.86,0.39321774,-0.0012257752,0.9135749116539955,0.3590452,46500,168.77611780166626,186,0.005474694,0.04725416,51009,11.947886290042716,0.067848004
4675000,247.64,0.28077322,-0.0021648053,0.9286836162209511,0.35646436,46750,169.68423008918762,187,0.0036851312,0.041677274,47811,10.549335291894922,0.035655998
4700000,248.01,0.41695228,-0.00067470205,0.9054706022143364,0.3520218,47000,170.63506603240967,188,0.0056243213,0.04770498,52974,11.959582433876504,0.069588
4725000,247.25,0.5170458,-0.0012596373,0.8912753462791443,0.34794837,47250,171.57897114753723,189,0.005339222,0.047123287,45028,12.002524784135852,0.063236
4750000,247.28,0.43679562,-0.0016299093,0.9028702303767204,0.3447258,47500,172.55152893066406,190,0.0038590208,0.04425031,50168,11.276268128873623,0.03806
4775000,247.24,0.57911694,-0.0025208183,0.8718502074480057,0.3400192,47750,173.45337343215942,191,0.005803773,0.047387015,54432,12.155522989671972,0.070156
4800000,244.9,0.70435226,-0.0014982811,0.8532990217208862,0.3350449,48000,174.31046843528748,192,0.004822788,0.04608882,54406,11.863579457205741,0.053492002
4825000,249.15,0.3718723,-0.0014078286,0.8928669765591621,0.33238617,48250,175.15059852600098,193,0.006239799,0.04143241,53795,10.53779152549294,0.079164
4850000,247.17,0.44318047,-0.0012333398,0.8900286331772804,0.33145288,48500,176.0047266483307,194,0.004835668,0.03790386,55090,9.698069265448593,0.05624001
4875000,239.81,0.739919,-0.0011023817,0.8451796472072601,0.3306778,48750,176.84275078773499,195,0.004095631,0.042810835,56545,11.183720053695694,0.0445
4900000,247.69,0.33778104,-0.0010462773,0.9130700975656509,0.32825822,49000,177.6795723438263,196,0.0036123327,0.045274716,53961,11.447694262158585,0.034523997
4925000,247.8,0.4102837,-0.0017390575,0.8998210579156876,0.32348233,49250,178.53709626197815,197,0.0048814076,0.043754,54820,10.970952421116191,0.057724
4950000,243.68,0.4907197,-0.002145085,0.8899797201156616,0.31868306,49500,179.37943053245544,198,0.0044948966,0.04425234,54765,11.267385568510681,0.049268
4975000,250.0,0.38744923,-0.00048775534,0.9078203365206718,0.31423932,49750,180.22350907325745,199,0.00754998,0.049931046,55481,12.482760441801442,0.099552
5000000,245.09,0.54268706,-0.00044595814,0.8743997663259506,0.3122836,50000,181.06345772743225,200,0.0074898363,0.04062523,56373,10.501044404316117,0.09736399
5025000,250.0,0.40302458,-0.00077253877,0.9000338390469551,0.31314737,50250,181.93093180656433,201,0.0052807936,0.048322562,55193,12.080640797309265,0.060863994
5050000,241.6,0.7005075,-0.0011904192,0.8616741001605988,0.31181645,50500,182.82185626029968,202,0.0040256297,0.0470841,55202,12.189613318505126,0.041908
5075000,250.0,0.45339113,-0.0011472458,0.9067043885588646,0.3072024,50750,183.67746496200562,203,0.0048238514,0.050281815,54865,12.570454150047446,0.054916
5100000,244.34,0.6347961,-0.0013841413,0.8609158992767334,0.3011005,51000,184.55037331581116,204,0.0039848974,0.047615156,53575,12.333652985047628,0.040643997
5125000,240.19,0.811684,-0.0013885632,0.8204250931739807,0.2966154,51250,185.41055750846863,205,0.0053266957,0.0409644,56329,10.588410915608883,0.06326799
5150000,240.86,1.0034233,-0.0011289893,0.8085356205701828,0.29292837,51500,186.25796246528625,206,0.004292133,0.04511642,48389,11.978770531288403,0.045896
5175000,240.19,0.86841524,-0.0019080695,0.8326177150011063,0.28579888,51750,187.15626287460327,207,0.0055369604,0.04740967,55643,12.323829042351054,0.06912801
5200000,239.94,0.88525677,-0.0016124288,0.824152797460556,0.2815979,52000,188.00445795059204,208,0.0054785423,0.047209505,52831,11.955600817569772,0.066792
5225000,241.67,0.56544036,-0.0017361536,0.8780714645981789,0.2790042,52250,188.87791466712952,209,0.004543609,0.04161279,56501,10.729409738772029,0.049532
5250000,236.09,0.9148935,-0.0005233362,0.8048797249794006,0.2777549,52500,189.7094841003418,210,0.0058875647,0.0366564,55908,10.130035252122669,0.07411601
5275000,246.04,0.5935215,-0.0013918302,0.8824999183416367,0.2762193,52750,190.5395164489746,211,0.004298819,0.050659776,50504,12.73930527800493,0.047660004
5300000,225.88,1.2286856,-0.00028434768,0.7837537825107574,0.27497804,53000,191.42982530593872,212,0.0036775372,0.041734066,55823,10.956206961981056,0.036984004
5325000,245.55,0.35316533,-0.0015739456,0.9180174246430397,0.27531767,53250,192.25820088386536,213,0.002765362,0.042468727,56215,10.787596441744482,0.025464002
5350000,243.35,0.5316534,-0.0015181855,0.8823538348078728,0.27510005,53500,193.08112359046936,214,0.004038503,0.045310136,55548,11.498960256811916,0.04258
5375000,236.11,0.6668488,-0.00090098364,0.8743895888328552,0.27361655,53750,193.94770979881287,215,0.0044148783,0.044104945,57378,11.399668761713736,0.049196
5400000,241.2,0.6429879,-0.0007568686,0.8615919649600983,0.27310628,54000,194.77670621871948,216,0.006021072,0.040726326,54293,10.399711961244575,0.073688
5425000,240.4,0.77518654,-0.0008931357,0.8356727957725525,0.27225095,54250,195.6395869255066,217,0.005815304,0.04079978,55479,10.800031629581644,0.067312
5450000,242.08,0.6941799,-0.0014043355,0.8103747963905334,0.27115923,54500,196.4751899242401,218,0.005448591,0.039833862,55951,10.168655210155084,0.06544
5475000,243.02,0.38176966,-0.0013561506,0.919531412422657,0.26846698,54750,197.3183238506317,219,0.0055199247,0.04326418,55580,10.987952564457728,0.065428
5500000,241.52,0.54836524,-0.000999159,0.8882360681891441,0.2655829,55000,198.17325401306152,220,0.00611158,0.044887166,46924,11.448896400272442,0.074328
5525000,238.51,0.9499445,-0.0012528631,0.8230189234018326,0.2631809,55250,199.14104557037354,221,0.005295339,0.043562464,52617,11.305868669907941,0.062556
5550000,240.63,0.39591435,-0.0017779408,0.9284786805510521,0.26218387,55500,200.03528714179993,222,0.004792778,0.041800868,51160,10.55728860682574,0.051844
5575000,241.22,0.51196593,-0.0015660834,0.9006518870592117,0.2587366,55750,200.93052053451538,223,0.0046410197,0.04698112,51359,11.951533615918606,0.051191997
5600000,245.83,0.5447914,-0.0024322057,0.8923943787813187,0.25408933,56000,201.83976984024048,224,0.005878246,0.044022255,50522,11.172655790366553,0.073075995
5625000,246.05,0.5401134,-0.00074244244,0.8703668266534805,0.25230214,56250,202.7521858215332,225,0.0047345273,0.043668535,50357,10.977036539703736,0.054472
5650000,250.0,0.32966334,-0.0016025829,0.9178739115595818,0.24985595,56500,203.64635968208313,226,0.004065844,0.04196266,54178,10.49066574452695,0.041772
5675000,241.41,0.50221074,-0.0022810264,0.8899760246276855,0.2444261,56750,204.51602935791016,227,0.0040405737,0.04362844,46003,11.01744439744396,0.043008
5700000,238.15,0.5403956,-0.0020521707,0.8916985616087914,0.24038425,57000,205.44895958900452,228,0.004741889,0.041073754,54960,10.612020349157197,0.052575998
5725000,247.5,0.37200162,-0.0018392863,0.9216887578368187,0.23643339,57250,206.2964415550232,229,0.0045066383,0.04645932,51498,11.744548939306451,0.051799994
5750000,240.98,0.55931747,-0.0018322443,0.8736645132303238,0.22929642,57500,207.18485641479492,230,0.004401537,0.044009376,53756,11.060117958590936,0.046496
5775000,240.7,0.63810265,-0.0015499167,0.8671476989984512,0.22355855,57750,208.03778910636902,231,0.004341352,0.042911205,54804,11.01177688936881,0.050003998
5800000,245.22,0.40023217,-0.0010830417,0.9227409139275551,0.22039993,58000,208.89326763153076,232,0.006605352,0.048967116,56014,12.297863626454799,0.084204
5825000,250.0,0.2688345,-0.0013290227,0.9300060197710991,0.21633819,58250,209.7463800907135,233,0.0050412873,0.041385345,55181,10.346337179131169,0.058804005
5850000,243.21,0.38055792,-0.0014239426,0.9250181838870049,0.21160205,58500,210.59542679786682,234,0.0045519425,0.041627407,55192,10.485006256994074,0.052539997
5875000,239.04,0.54811156,-0.0016697705,0.892563670873642,0.20505078,58750,211.439621925354,235,0.0051449914,0.041865684,55966,10.951618891407088,0.060608
5900000,245.38,0.56568587,-0.0015157666,0.8898963183164597,0.19907808,59000,212.28661227226257,236,0.0060751773,0.047654096,55310,12.17782553557403,0.073740005
5925000,246.7,0.5645205,-0.0016943496,0.8871733024716377,0.19489445,59250,213.16219902038574,237,0.006179502,0.042837627,53649,11.118288991065391,0.07604
5950000,248.16,0.35292652,-0.0019346455,0.9156398177146912,0.1924831,59500,214.02170372009277,238,0.0061943093,0.044012755,56072,11.045079376902686,0.077008
5975000,243.32,0.51589644,-0.0018279419,0.9084698259830475,0.18784918,59750,214.86682963371277,239,0.0071391677,0.04174569,52094,10.714678381445287,0.088635996
6000000,242.8,0.4692048,-0.0016264648,0.9154164046049118,0.18541846,60000,215.7557761669159,240,0.0052568745,0.044585712,52672,11.446094043532671,0.0606
6025000,250.0,0.30981168,-0.0011123306,0.904865600168705,0.18421216,60250,216.64279222488403,241,0.005347828,0.041790303,51317,10.447576074630415,0.06311999
6050000,250.0,0.38447616,-0.0012615973,0.9113530665636063,0.18164885,60500,217.54009628295898,242,0.0044955118,0.049360454,55822,12.340114669860618,0.050984003
6075000,245.02,0.40616313,-0.00053136627,0.9073624610900879,0.17727263,60750,218.38389921188354,243,0.0075370865,0.042017445,55001,10.75901559989059,0.096812
6100000,245.81,0.32996395,-0.002351767,0.9249275848269463,0.17420433,61000,219.2493281364441,244,0.0044129873,0.04170855,55756,10.596775750704209,0.045851998
6125000,247.8,0.42997503,-0.00163228,0.9046888276934624,0.17084196,61250,220.08843541145325,245,0.004109117,0.04639934,45231,11.604931333240838,0.04428
6150000,243.5,0.6019742,-0.0019039896,0.8725993782281876,0.16676044,61500,221.0271065235138,246,0.0040495982,0.04285067,55021,11.129681375129904,0.043564003
6175000,246.09,0.42255345,-0.001283773,0.898035541176796,0.1641096,61750,221.8904893398285,247,0.0053270785,0.043464273,55482,10.93487482953152,0.062728
6200000,242.43,0.612406,-0.002517093,0.8548549860715866,0.16271767,62000,222.73908472061157,248,0.004387473,0.040104207,54816,10.367853201811185,0.046375997
6225000,250.0,0.3721742,-0.001770686,0.9177692607045174,0.16039509,62250,223.58906149864197,249,0.0051985937,0.04841435,54508,12.103587803210043,0.060328
6250000,242.85,0.31453517,-0.0015991784,0.9343936145305634,0.15802583,62500,224.49250864982605,250,0.005117028,0.039080255,53950,10.054016519050442,0.059187997
6275000,250.0,0.3129461,-0.0021668996,0.9035555273294449,0.15654221,62750,225.34507822990417,251,0.004083742,0.041726757,52928,10.431690696548102,0.045096
6300000,247.03,0.44611496,-0.001934054,0.8906574845314026,0.1536927,63000,226.20713663101196,252,0.0048515243,0.04365532,55414,11.234138556292965,0.056212
6325000,248.01,0.4003306,-0.0013863522,0.9090015515685081,0.15190251,63250,227.03189373016357,253,0.0043361816,0.042862114,54518,10.754472954782022,0.048492
6350000,247.71,0.37470445,-0.0014690115,0.8963458091020584,0.14962783,63500,227.86813807487488,254,0.0056069614,0.042836074,54134,10.839585678636444,0.066552
6375000,247.59,0.35936278,-0.00052297773,0.9246449694037437,0.14534587,63750,228.72673845291138,255,0.0061346986,0.04211423,49074,10.656406769787617,0.077056006
6400000,245.68,0.41315866,-0.0018129684,0.8978393822908401,0.14241874,64000,229.6578459739685,256,0.0050282283,0.04351043,50622,10.9360464723943,0.058048
6425000,247.6,0.34052736,-0.000807626,0.9169161692261696,0.13815865,64250,230.57432913780212,257,0.005840423,0.0427555,51707,10.711765917596493,0.071464
6450000,245.19,0.4819023,-0.001310081,0.9045151397585869,0.13571648,64500,231.4722249507904,258,0.004837798,0.044423833,50911,11.243579662933325,0.057976
6475000,250.0,0.31416762,-0.0011744988,0.9212625846266747,0.13360658,64750,232.4478678703308,259,0.00448437,0.041517314,49011,10.37932897252057,0.049259998
6500000,245.75,0.3633527,-0.002108805,0.9247314631938934,0.13271353,65000,233.38683199882507,260,0.0052710185,0.04268858,51930,10.741143851794995,0.06314
6525000,243.24,0.48883158,-0.0012853969,0.8891181722283363,0.13507415,65250,234.24608707427979,261,0.004540691,0.043898292,55603,11.265280966275913,0.050383996
6550000,245.39,0.37256977,-0.0018642407,0.907516211271286,0.13030402,65500,235.08149576187134,262,0.004536886,0.044205245,55164,11.11750726757502,0.049616005
6575000,247.64,0.37868083,-0.0014839757,0.910676896572113,0.12675093,65750,235.91871309280396,263,0.0041047456,0.04376155,45742,10.936921567668632,0.043176003
6600000,247.84,0.31779405,-0.0017157777,0.914461761713028,0.12556413,66000,236.8365716934204,264,0.002938075,0.042619962,55826,10.688263323794509,0.025755998
6625000,242.28,0.47787213,-0.0025625266,0.9082562476396561,0.12232729,66250,237.6627480983734,265,0.0058342153,0.04282047,53885,11.143488760618503,0.071784
6650000,247.6,0.23253083,-0.0017838093,0.914717823266983,0.12333183,66500,238.50774812698364,266,0.0047395453,0.037889868,54555,9.603104235451301,0.054583997
6675000,241.29,0.42826605,-0.001187076,0.9078287780284882,0.12382593,66750,239.3466477394104,267,0.0052896384,0.042450853,55526,10.921209440865569,0.06052
6700000,247.86,0.45153993,-0.0015109545,0.9003964439034462,0.121737346,67000,240.19040775299072,268,0.004770784,0.047721483,53973,11.967870371900208,0.053400002
6725000,243.47,0.422999,-0.001927499,0.901138611137867,0.11459659,67250,241.07819414138794,269,0.0039086505,0.043100175,54335,10.824379320281892,0.038616
6750000,236.77,0.5082779,-0.0016373968,0.8936280384659767,0.10930923,67500,241.92089557647705,270,0.0037859927,0.039840702,56858,10.202083358353432,0.0389
6775000,241.26,0.5078569,-0.0018262102,0.8695984780788422,0.10824337,67750,242.7394585609436,271,0.005469251,0.03745782,54576,9.542624326058904,0.065504
6800000,250.0,0.34991693,0.0005426349,0.9175933599472046,0.10835929,68000,243.56832647323608,272,0.0065464377,0.046369467,56165,11.592367579203001,0.084723994
6825000,247.64,0.36654967,-0.0007983831,0.9156572669744492,0.10624951,68250,244.3818805217743,273,0.005228934,0.04553789,55351,11.379417684223949,0.061295997
6850000,246.39,0.41482362,-0.0024814934,0.8796837255358696,0.1019825,68500,245.22869420051575,274,0.004433265,0.03989575,56271,10.175782688421814,0.045352
6875000,238.77,0.6825925,-0.0022252924,0.8569003790616989,0.09147936,68750,246.06180453300476,275,0.005314101,0.046460167,54690,11.709005760235359,0.061684
6900000,240.63,0.5885271,-0.0018082252,0.8682901859283447,0.08637186,69000,246.8929214477539,276,0.0053701,0.042227194,53117,10.826595206689163,0.063424006
6925000,234.08,0.72000676,-0.0007652066,0.857072576880455,0.084712416,69250,247.7542688846588,277,0.005233074,0.041794613,53328,10.895998462172237,0.062131993
6950000,245.38,0.34569973,-0.002081462,0.908755399286747,0.08413117,69500,248.7119710445404,278,0.004036672,0.041104276,55335,10.302491733834108,0.041048
6975000,241.08,0.49601907,-0.0012006745,0.8546677678823471,0.0833863,69750,249.54459643363953,279,0.0028264115,0.038094465,54834,9.7099518901741,0.022108
7000000,241.72,0.48286486,-0.0020312038,0.8966893926262856,0.08118046,70000,250.3838403224945,280,0.004853645,0.041364565,55032,10.606521315376526,0.05362
7025000,236.38,0.6243318,-0.0016975,0.8738549500703812,0.07856629,70250,251.22282481193542,281,0.004494407,0.04213875,54972,10.746279975492834,0.05082
7050000,230.5,0.7414427,-0.0012132826,0.8545172065496445,0.07476939,70500,252.06587839126587,282,0.0041405624,0.03636602,50665,9.24772284169746,0.042724
7075000,239.37,0.57192194,-0.0007910862,0.8784249648451805,0.07198769,70750,252.93166637420654,283,0.005001817,0.040847488,45215,10.392227821511947,0.058900006
7100000,232.84,0.6246634,-0.00085948315,0.8711403906345367,0.06945038,71000,253.86267590522766,284,0.004611362,0.03578194,54286,9.54371349082241,0.048359998
7125000,236.74,0.6310139,-0.0024213614,0.8621283322572708,0.06780736,71250,254.74703931808472,285,0.003896723,0.041613016,52532,10.689800364784826,0.03898
7150000,245.93,0.5123037,-0.0016707542,0.8687583208084106,0.06953717,71500,255.67636060714722,286,0.006698611,0.047810156,46117,12.013937654429437,0.085404
7175000,239.5,0.44689137,-0.0011140077,0.911077231168747,0.068987444,71750,256.6135296821594,287,0.0044538,0.03780146,55077,9.706778094885577,0.049468
7200000,242.6,0.4894761,-0.0017694527,0.863746777176857,0.069398984,72000,257.4501781463623,288,0.0045938054,0.04060066,51765,10.400085915735172,0.052332003
7225000,241.1,0.5451136,-0.0017730014,0.8656852692365646,0.06763409,72250,258.32244777679443,289,0.00529876,0.038729582,49659,10.172152134718187,0.06324799
7250000,236.79,0.4098876,-0.0018456976,0.9093670025467873,0.063791,72500,259.2408995628357,290,0.0043700435,0.040926166,51957,10.391086088034099,0.04852
7275000,245.52,0.44161296,-0.0017192606,0.8964539617300034,0.060353983,72750,260.1443884372711,291,0.003860896,0.047441993,50741,11.894719969554098,0.037380002
7300000,239.2,0.5821266,-0.0017369904,0.8765274062752724,0.056665488,73000,261.05757689476013,292,0.0040177563,0.04356974,51308,11.033384263085763,0.040844
7325000,241.12,0.44395065,-0.0015800658,0.8959939926862717,0.055309556,73250,261.9575572013855,293,0.0052821953,0.043822274,50427,11.063109983148074,0.06383599
7350000,247.74,0.25652438,-7.047453e-05,0.9241679683327675,0.053757507,73500,262.8867063522339,294,0.0070472015,0.03863824,37288,9.660695786129182,0.093412004
7375000,243.84,0.40712804,0.0026884095,0.8934146538376808,0.051473103,73750,263.9234163761139,295,0.013389711,0.04212753,55839,10.687765789849044,0.17060801
7400000,243.61,0.32824042,0.00033178373,0.9105783700942993,0.04905966,74000,264.7506561279297,296,0.007437875,0.039101224,47641,9.861213318838946,0.098611996
