total_timesteps,ep_len_mean,value_loss,policy_loss,explained_variance,policy_entropy,serial_timesteps,time_elapsed,n_updates,approxkl,true_reward,fps,ep_reward_mean,clipfrac
2125000,248.09,0.48009714,-0.0022629579,0.8978808596730232,0.69391966,21250,81.58053231239319,85,0.0040211515,0.048327994,51374,12.218805799443807,0.03916
2150000,248.52,0.34375128,-0.0013889009,0.9155589863657951,0.6896203,21500,82.51324367523193,86,0.006559697,0.038961016,50198,9.902612114155708,0.08158
2175000,247.63,0.3981159,-0.0018426406,0.9068534672260284,0.685201,21750,83.41747951507568,87,0.0056494297,0.046234258,55640,11.55903244577708,0.068904
2200000,250.0,0.37246078,-0.0015627351,0.9146019294857979,0.67938286,22000,84.24857211112976,88,0.0034752295,0.047699984,56591,11.924995545606897,0.034388
2225000,246.03,0.40780288,-0.0014627676,0.8943466991186142,0.67324847,22250,85.07076406478882,89,0.004886123,0.040053435,51732,10.31939249003617,0.056148004
2250000,248.64,0.40425158,0.0010466032,0.9003026038408279,0.6686567,22500,85.94758462905884,90,0.008839108,0.041782353,55377,10.611450385013121,0.120075986
2275000,250.0,0.29513255,0.0030569555,0.9177948534488678,0.66516745,22750,86.77869510650635,91,0.0126648275,0.042865742,58241,10.71643497606823,0.16378
2300000,245.19,0.3451337,-0.0016853791,0.9109592512249947,0.6613349,23000,87.60354328155518,92,0.0062149763,0.037437122,57019,9.627673316129933,0.078724004
2325000,250.0,0.3113749,-0.0010903426,0.9158879369497299,0.65643114,23250,88.4478690624237,93,0.0038197096,0.044049416,51908,11.01235291009827,0.037644
2350000,248.9,0.38898605,-0.001901309,0.9001996144652367,0.6505685,23500,89.33738994598389,94,0.0041649034,0.042393085,54055,10.77256993321662,0.047944
2375000,250.0,0.2976115,-0.0014209996,0.9070500284433365,0.64421237,23750,90.20340633392334,95,0.00448884,0.041003574,57804,10.250893246973083,0.049488
2400000,246.8,0.43400985,-0.0017608509,0.8588338643312454,0.6360686,24000,91.0208477973938,96,0.0044320785,0.038033426,55121,9.844389726104364,0.05
2425000,247.73,0.38029358,-0.00062527054,0.8928444236516953,0.62805843,24250,91.85900115966797,97,0.005912167,0.04365831,56789,10.919389603594208,0.070708
2450000,247.5,0.36710572,-0.0013167976,0.9116752743721008,0.621556,24500,92.68082928657532,98,0.004796855,0.043928243,55488,11.108808332294084,0.055336
2475000,246.22,0.55831736,-0.0011439018,0.8764185011386871,0.6156181,24750,93.51369380950928,99,0.0054702633,0.047247373,56093,11.982078693451932,0.06556801
2500000,245.3,0.4286523,-0.0013810747,0.9026191309094429,0.6123129,25000,94.33432388305664,100,0.0057039144,0.042358838,56489,10.736334161785516,0.069639996
2525000,250.0,0.35056555,-0.0015771413,0.921177327632904,0.6102047,25250,95.16455912590027,101,0.0049391794,0.045905024,55147,11.476256345812535,0.055791996
2550000,247.66,0.31605285,-0.0012433843,0.9205710366368294,0.60826,25500,96.00170373916626,102,0.003933279,0.040625893,57382,10.183087849342446,0.038408004
2575000,247.56,0.3659411,-0.0014233739,0.9064848572015762,0.6044241,25750,96.8080427646637,103,0.004798493,0.042408273,56348,10.726734088483468,0.055967998
2600000,248.78,0.4274786,-0.0016694956,0.8931222558021545,0.5993217,26000,97.64185643196106,104,0.0050520166,0.042318262,56911,10.745335362944356,0.059912007
2625000,250.0,0.35337588,-0.0009867923,0.9105071574449539,0.59750426,26250,98.47938966751099,105,0.0056037186,0.04468209,57179,11.170522854969672,0.067592
2650000,249.45,0.42551345,-0.001437999,0.8845339044928551,0.59590626,26500,99.30397486686707,106,0.0046731336,0.041796494,57601,10.637455486717554,0.050608
2675000,250.0,0.33395666,-0.0021353557,0.9178406447172165,0.5938856,26750,100.12108850479126,107,0.005098829,0.04613197,56590,11.53299146980693,0.057852
2700000,245.77,0.60298014,-0.001572252,0.8835112079977989,0.5919508,27000,100.94305205345154,108,0.005385205,0.04796313,57266,12.258554896286432,0.06424
2725000,244.37,0.64481765,-0.0018685088,0.8555252254009247,0.59061396,27250,101.78291869163513,109,0.003950547,0.04408998,55829,11.467001440068325,0.040428
2750000,250.0,0.3218659,-0.0014435523,0.9186474978923798,0.5892234,27500,102.60431432723999,110,0.004661566,0.043682806,57033,10.920702605004609,0.050496
2775000,250.0,0.3333374,-0.001476195,0.9345667213201523,0.5838021,27750,103.42511940002441,111,0.0046346923,0.047724042,57626,11.931011585318752,0.049832005
2800000,248.1,0.39665836,-0.0014218823,0.8928364589810371,0.5744585,28000,104.25496935844421,112,0.005499286,0.037922017,56243,9.618971711298927,0.064408
2825000,248.25,0.4311412,-0.0007106773,0.8948065266013145,0.5673032,28250,105.09387540817261,113,0.0036567114,0.04205687,54358,10.654600356574738,0.035031997
2850000,246.97,0.49762765,-0.002286388,0.8896942064166069,0.56220096,28500,105.93881344795227,114,0.00491762,0.04492037,55650,11.547440319228462,0.057559997
2875000,250.0,0.32290655,-0.0018700485,0.9249473959207535,0.5567367,28750,106.75664234161377,115,0.0048943525,0.04470205,56393,11.175512720218066,0.056764
2900000,246.22,0.4673496,-0.0016579072,0.9123201370239258,0.5502849,29000,107.59290552139282,116,0.0062199086,0.044199277,55879,11.334558808309957,0.077816
2925000,248.36,0.46977767,-0.0022705235,0.8901796489953995,0.54570925,29250,108.45007228851318,117,0.0037888377,0.04573362,47528,11.581238868415149,0.036383998
2950000,248.21,0.49374127,-0.0017037473,0.8866446986794472,0.5429332,29500,109.43302369117737,118,0.005258957,0.045362413,50284,11.479820350667579,0.062612005
2975000,246.42,0.5462886,-0.000864569,0.8675488084554672,0.54184043,29750,110.36817717552185,119,0.0050649266,0.04076844,52070,10.47829260836803,0.058992
3000000,250.0,0.31224823,-0.0018788654,0.9195886850357056,0.54128015,30000,111.28747224807739,120,0.004249478,0.043904874,47329,10.976219283002429,0.045875996
