ep_len_mean,policy_loss,fps,n_updates,true_reward,serial_timesteps,total_timesteps,policy_entropy,clipfrac,explained_variance,approxkl,time_elapsed,ep_reward_mean,value_loss
194.76,-0.0012427756,52396,105,0.009734573,26250,2625000,5.462294,0.027172,0.9542492218315601,0.0030740178,102.95024347305298,4.11089979586033,0.11941519
163.58,-0.0011058478,48594,106,0.004391382,26500,2650000,5.4597926,0.014144001,0.9517919309437275,0.0020765548,103.87359070777893,3.3915924133943234,0.16933896
168.39,-0.0009906488,49797,107,0.005381056,26750,2675000,5.4574366,0.0173,0.9527942165732384,0.0022745878,104.84837937355042,3.666690421168105,0.15585956
152.81,-0.001077973,50839,108,0.0015893665,27000,2700000,5.455947,0.022988003,0.9492022506892681,0.0026378909,105.78515601158142,3.3819173164553287,0.17559703
179.37,-0.0015418779,51436,109,0.009816092,27250,2725000,5.4551716,0.033491995,0.9348794147372246,0.0032934337,106.71824097633362,4.1518009304567025,0.17854217
179.86,-0.0011093526,52000,110,0.010757457,27500,2750000,5.453087,0.021776,0.9042609855532646,0.0025521747,107.63028001785278,4.2788266385940155,0.23478886
155.26,-0.00090797583,48811,111,0.0075355843,27750,2775000,5.4489927,0.011004,0.9279230833053589,0.0019318318,108.58476686477661,3.6935495411140162,0.20745268
133.92,-0.000606232,51463,112,0.00440885,28000,2800000,5.4474177,0.0071440004,0.9185323193669319,0.0012596503,109.53866529464722,2.9204844223097495,0.25203046
145.36,-0.0010473437,51540,113,0.006471693,28250,2825000,5.4472814,0.01898,0.9252604320645332,0.0024149055,110.47851061820984,3.1614360536461574,0.2256263
125.89,-0.0009217183,51621,114,0.0015883113,28500,2850000,5.448007,0.012748,0.9218293204903603,0.0020624942,111.43418526649475,2.6657702772789684,0.26325533
111.09,-0.0008905786,48944,115,-0.0008500455,28750,2875000,5.450281,0.00934,0.9329183772206306,0.001519882,112.37047338485718,2.49371957045405,0.25655743
128.21,-0.00048013305,51798,116,0.0010213215,29000,2900000,5.450715,0.00886,0.9391023367643356,0.0013255936,113.31006646156311,2.7834658908420282,0.21379466
125.19,-0.00045114197,49440,117,-0.0005415642,29250,2925000,5.449314,0.013620001,0.9504779987037182,0.0018599132,114.24360370635986,2.5612553808262417,0.1909103
113.18,-0.0022524497,50679,118,0.0009157313,29500,2950000,5.4470997,0.032883998,0.95371413230896,0.0034900866,115.1969850063324,2.6776959104828895,0.17615595
163.43,-0.0016001791,50577,119,0.008419337,29750,2975000,5.4432173,0.020912,0.949544932693243,0.0026268468,116.12172603607178,3.6683992842435953,0.14629702
154.45,-0.0018616018,53296,120,0.008777751,30000,3000000,5.437639,0.029391998,0.9685832224786282,0.0032964875,117.04893136024475,3.46974191007753,0.10485761
129.29,-0.0007570874,52867,121,0.0029001725,30250,3025000,5.432238,0.015148001,0.9539439640939236,0.0018740147,117.95165848731995,2.9463182649318695,0.17163691
161.55,-0.0011387954,51757,122,0.00905039,30500,3050000,5.430333,0.021536,0.9497004002332687,0.0025554032,118.85602593421936,3.87537639683268,0.149192
168.82,-0.0007016407,49744,123,0.00832631,30750,3075000,5.4281187,0.011944001,0.9464885890483856,0.0014944006,119.79920697212219,3.8488462188635673,0.15813248
160.75,-0.0012345628,50105,124,0.007857649,31000,3100000,5.425914,0.017763998,0.942335207015276,0.0025222034,120.74064350128174,3.739940617092361,0.18216619
182.22,-0.0015389558,51602,125,0.012107656,31250,3125000,5.4226847,0.032512,0.9643343426287174,0.0031989433,121.66466665267944,4.249382304362261,0.116277814
166.58,-0.0018419649,52056,126,0.011597037,31500,3150000,5.4195075,0.038288005,0.9665338099002838,0.0036215752,122.58797001838684,4.153453375447875,0.12019265
154.23,-0.0014512978,51602,127,0.0065749157,31750,3175000,5.416248,0.025764,0.9636178836226463,0.0028484785,123.5017957687378,3.5063931863166364,0.12548196
198.81,-0.0015639756,52282,128,0.01351112,32000,3200000,5.4162498,0.030083999,0.9533998928964138,0.0032594868,124.42662477493286,4.544742806920822,0.12163494
191.24,-0.00095688755,53180,129,0.010417769,32250,3225000,5.414785,0.01744,0.9633426629006863,0.002309795,125.34122920036316,4.036194148560953,0.10736202
193.84,-0.0018116024,51536,130,0.01060782,32500,3250000,5.410519,0.022096,0.9611926823854446,0.002580321,126.23564386367798,4.206508460804225,0.11961037
193.99,-0.0014984788,51585,131,0.009771689,32750,3275000,5.405692,0.032211997,0.9650474302470684,0.002957049,127.13612532615662,4.038420623332378,0.11290201
197.32,-0.001767046,53406,132,0.012459417,33000,3300000,5.401217,0.026128,0.9784010276198387,0.003056386,128.05022263526917,4.264731220395529,0.06867335
183.06,-0.0016392823,51973,133,0.010458461,33250,3325000,5.391439,0.021676,0.9645469971001148,0.0027291966,128.94096279144287,4.10542172658151,0.105321124
208.94,-0.001472829,52168,134,0.014606697,33500,3350000,5.382622,0.035655998,0.960040595382452,0.0035155113,129.8590636253357,4.559125445256341,0.10037942
220.64,-0.0010296751,53087,135,0.014964819,33750,3375000,5.3791337,0.012615999,0.9739627465605736,0.0018668445,130.77064871788025,4.430921745265032,0.06816243
225.57,-0.0013656848,51287,136,0.017645441,34000,3400000,5.374912,0.030427998,0.9731234349310398,0.0032397788,131.6732621192932,4.85063857198559,0.059976645
191.32,-0.0014033952,52609,137,0.012964156,34250,3425000,5.3712993,0.018768001,0.914343498647213,0.0024497977,132.6165943145752,4.434941867643293,0.18681908
204.11,-0.0020495309,51766,138,0.01564594,34500,3450000,5.3691244,0.04452,0.94365169480443,0.0039719557,133.54143834114075,4.958688768874749,0.14209446
213.59,-0.0015732212,45446,139,0.01529324,34750,3475000,5.366939,0.036356,0.9662601314485073,0.0037659653,134.51117634773254,4.529509374341715,0.09441271
199.71,-0.0011835113,52008,140,0.015348019,35000,3500000,5.360753,0.027376002,0.9583953395485878,0.0032216683,135.5324501991272,4.847302325332812,0.11004367
226.16,-0.0011822507,49381,141,0.017902628,35250,3525000,5.353835,0.019172,0.968625508248806,0.0025966528,136.41281461715698,5.066860061009156,0.08075455
207.27,-0.0016514435,53607,142,0.014510059,35500,3550000,5.350722,0.035592,0.9549709521234035,0.003404939,137.2970151901245,4.564144482394895,0.09656498
230.7,-0.0013570839,54290,143,0.01901492,35750,3575000,5.348696,0.034140002,0.9455221109092236,0.0033325865,138.1290385723114,5.157645201666392,0.08819957
218.68,-0.001278602,46151,144,0.01867225,36000,3600000,5.3458447,0.021128003,0.9179454892873764,0.0026259776,138.95785999298096,5.18357070161207,0.1215886
214.82,-0.001131617,50187,145,0.017629024,36250,3625000,5.340119,0.017056,0.9400616735219955,0.0023706316,139.88039660453796,5.165927955867637,0.11331552
217.66,-0.0013792429,42506,146,0.018948184,36500,3650000,5.3315496,0.036907997,0.9227317869663239,0.0035564625,140.9323923587799,5.25012177563367,0.13363367
188.98,-0.0012228535,45571,147,0.013012101,36750,3675000,5.3214283,0.023268,0.9026899561285973,0.0026990862,142.01321244239807,4.45116793596706,0.2029609
219.16,-0.0016807711,46876,148,0.017189592,37000,3700000,5.3119287,0.023244,0.912330649793148,0.0026026885,143.00599145889282,4.929787569188668,0.13193992
217.26,-0.0021560397,51113,149,0.016290866,37250,3725000,5.306546,0.044536002,0.8801895007491112,0.0041072625,144.00419735908508,4.812756719422941,0.17544779
206.8,-0.000999128,47668,150,0.013095177,37500,3750000,5.3006625,0.025988001,0.8606377393007278,0.0028370607,144.90782928466797,4.451491435246326,0.23360446
182.66,-0.0009999739,45824,151,0.009966002,37750,3775000,5.2962456,0.02658,0.8877445757389069,0.0027902592,145.89137959480286,4.015536900918078,0.23808181
212.31,-0.0013844433,42723,152,0.015956877,38000,3800000,5.2945185,0.03182,0.9302126839756966,0.003377777,146.9445538520813,4.758757753714581,0.13572624
229.44,-0.0010638932,45674,153,0.018447556,38250,3825000,5.295933,0.022300001,0.9207831770181656,0.0027477718,148.03046202659607,5.033730224492793,0.12976533
230.88,-0.0016416296,44057,154,0.016990043,38500,3850000,5.2944903,0.045787998,0.9044526070356369,0.0039028996,149.0304615497589,4.848012563493956,0.14582703
221.19,-0.0014763059,48102,155,0.015262129,38750,3875000,5.2913275,0.036376,0.919919528067112,0.0035500024,150.03833508491516,4.613309529154879,0.14859977
221.5,-0.0020052136,50884,156,0.017566368,39000,3900000,5.284785,0.03646,0.950345017015934,0.0034697733,151.00665283203125,4.9161505612003475,0.11152448
226.16,-0.0022235082,45004,157,0.018125672,39250,3925000,5.277158,0.056347996,0.9257903918623924,0.0049153324,151.98912048339844,5.057326562561547,0.11128112
220.87,-0.0011902822,46876,158,0.018360734,39500,3950000,5.27262,0.026712,0.9321480318903923,0.0029674005,153.00272607803345,5.077989006117179,0.10160979
208.84,-0.0011345551,47078,159,0.017208828,39750,3975000,5.2739234,0.020359997,0.9006713330745697,0.0028548767,153.99109435081482,5.212617045240477,0.15116268
228.94,-0.0011109203,47880,160,0.019800672,40000,4000000,5.2727265,0.024584,0.9160346314311028,0.0026355884,154.96588945388794,5.383241364898277,0.10505022
229.81,-0.0011828141,46072,161,0.01997355,40250,4025000,5.268722,0.025588,0.9502386413514614,0.0030144383,155.9311547279358,5.362363488697436,0.07982772
