value_loss,ep_len_mean,true_reward,clipfrac,policy_entropy,n_updates,total_timesteps,policy_loss,explained_variance,serial_timesteps,time_elapsed,approxkl,fps,ep_reward_mean
0.47658443,217.35,0.13077202,0.033836,4.609773,176,4400000,-0.0029025278,0.7976916134357452,44000,152.24624943733215,0.0034714662,60750,29.192714127078652
0.4467598,222.4,0.13181783,0.075748004,4.6034517,177,4425000,-0.0010198234,0.7458989322185516,44250,153.04038786888123,0.0065135076,59082,29.856349017173052
0.45092434,225.52,0.13417818,0.042552,4.5972676,178,4450000,-0.0017376028,0.7022833228111267,44500,153.8483386039734,0.0040477244,58973,30.729724248349665
0.396362,225.74,0.13286842,0.041016,4.591536,179,4475000,-0.0026557439,0.7894458621740341,44750,154.666362285614,0.0039926893,58285,30.62277108885348
0.6516358,212.81,0.1331358,0.062712,4.5871897,180,4500000,-0.0034239676,0.6535672843456268,45000,155.48185443878174,0.0053040665,60194,28.935670800358057
0.36038658,231.56,0.13306983,0.038971998,4.5839863,181,4525000,-0.0020182622,0.8128582835197449,45250,156.29839253425598,0.00377631,57611,31.30996041890234
0.27692577,234.34,0.13548914,0.016904,4.5800943,182,4550000,-0.0020022339,0.8234524726867676,45500,157.11768460273743,0.0025265808,59289,32.23390199206769
0.43698335,229.41,0.13517033,0.037695996,4.5750623,183,4575000,-0.0027046062,0.7718430906534195,45750,157.9394884109497,0.003716122,58565,31.54068569779396
0.3614553,231.66,0.13449736,0.050200004,4.5691423,184,4600000,-0.001005606,0.7770221084356308,46000,158.86896920204163,0.0046646763,54391,31.63116836719215
0.16801217,245.09,0.13593005,0.042535998,4.563495,185,4625000,-0.001588023,0.8289074152708054,46250,159.79352259635925,0.00391791,56750,33.54298961795867
0.25310147,238.3,0.13520484,0.051568,4.5593214,186,4650000,-0.0024277128,0.8457933068275452,46500,160.6735291481018,0.004735769,46122,32.56361190833152
0.2660114,237.94,0.13489476,0.053771995,4.5547743,187,4675000,-0.0015756611,0.8394689410924911,46750,161.6529517173767,0.004842569,58122,32.46074190862477
0.22567877,242.34,0.13538165,0.04676,4.549489,188,4700000,-0.002778211,0.7837222218513489,47000,162.48517894744873,0.0044398764,55747,32.992267870828506
0.4775114,226.9,0.13565294,0.052823998,4.545324,189,4725000,-0.003125641,0.6961225271224976,47250,163.4058804512024,0.004669948,54162,31.386858725845812
0.3011896,234.43,0.13700679,0.066860005,4.5414605,190,4750000,-0.0020615244,0.7630368918180466,47500,164.30325412750244,0.0056715724,57218,32.500847480148074
0.25738126,237.64,0.13661687,0.045748003,4.5390396,191,4775000,-0.0026034832,0.7606537789106369,47750,165.1759111881256,0.0042609693,49939,32.83091799326241
0.27542073,235.46,0.136047,0.021727998,4.537109,192,4800000,-0.002211708,0.8304798305034637,48000,166.11131620407104,0.0026325947,48523,32.52694737456739
0.24070618,240.59,0.1368639,0.045056,4.534375,193,4825000,-0.0023979852,0.7794355899095535,48250,167.0652620792389,0.0040639113,51730,33.1572372995317
0.21448068,240.14,0.13633852,0.043136,4.528847,194,4850000,-0.0034539648,0.855900764465332,48500,167.9915714263916,0.0041058054,47299,33.17073458854109
0.20494246,239.63,0.13802877,0.046928003,4.518476,195,4875000,-0.0025670093,0.8273543119430542,48750,168.98737001419067,0.004231083,49789,33.41065874561667
0.15123793,243.52,0.13836017,0.035176,4.506048,196,4900000,-0.0031765774,0.8539922535419464,49000,169.9408884048462,0.0035975284,51730,33.925610802695154
0.20621161,239.99,0.13926914,0.08648799,4.493956,197,4925000,-0.003932618,0.8206798583269119,49250,170.8256175518036,0.0067348303,58774,33.74026869520545
0.15734166,245.51,0.13935691,0.087244004,4.4838815,198,4950000,-0.002028014,0.7551494240760803,49500,171.65633845329285,0.006981398,60045,34.33854018829763
0.2702387,240.8,0.13947698,0.074284,4.47408,199,4975000,-0.0016801622,0.6128499805927277,49750,172.48203778266907,0.0062490725,57292,33.74967841796577
0.20202608,242.89,0.14035778,0.051788002,4.4659305,200,5000000,-0.0032529023,0.737206369638443,50000,173.34862637519836,0.0046453653,56857,34.28628296002746
0.10361425,247.3,0.14034562,0.047716,4.4572544,201,5025000,-0.0034465038,0.7575078457593918,50250,174.20490407943726,0.004412245,59162,34.79817065119743
0.33781987,236.01,0.14051208,0.066312,4.449605,202,5050000,-0.002441024,0.39955073595046997,50500,175.0691454410553,0.0054183486,55354,33.36871261052787
0.13152215,242.96,0.1406143,0.061555993,4.4434013,203,5075000,-0.0034459927,0.8186160176992416,50750,175.92227721214294,0.006226748,57955,34.314248106479646
0.16521873,242.21,0.14009604,0.076607995,4.435258,204,5100000,-0.0024141993,0.7702983468770981,51000,176.76454257965088,0.006206951,60174,34.108737589046356
0.23431464,239.44,0.14130986,0.06965999,4.42811,205,5125000,-0.0027339926,0.7355842590332031,51250,177.58295464515686,0.005829228,60366,34.09457483775914
0.102825746,247.97,0.14191112,0.070383996,4.423668,206,5150000,-0.0026775294,0.6993344724178314,51500,178.39041113853455,0.0056546084,60603,35.23204535532743
0.17009939,244.95,0.14122826,0.066916004,4.4185777,207,5175000,-0.0025904533,0.7597667723894119,51750,179.19184374809265,0.0055999714,59402,34.70608562894166
0.33338028,235.09,0.14198999,0.067991994,4.411467,208,5200000,-0.0031160717,0.6665636599063873,52000,180.04849290847778,0.005584986,55929,33.714062071889636
0.27201152,239.31,0.14208461,0.074548,4.4051275,209,5225000,-0.0020526946,0.65866819024086,52250,180.93783330917358,0.0060711415,58114,34.318131306171416
0.19570366,244.3,0.1431304,0.076363996,4.400401,210,5250000,-0.0016930416,0.5052418410778046,52500,181.7977216243744,0.006031603,59047,35.02717646442354
0.11734675,246.07,0.14242855,0.056383997,4.394749,211,5275000,-0.0030533373,0.7996518909931183,52750,182.62695598602295,0.00505568,59383,35.21380455166101
0.12665246,244.82,0.14304079,0.06336,4.3832226,212,5300000,-0.0036344316,0.7766509801149368,53000,183.45285820960999,0.0054248804,59664,35.166859396100044
0.325695,235.73,0.14234392,0.074492,4.373408,213,5325000,-0.001996995,0.5402358770370483,53250,184.2726695537567,0.0059640524,59889,33.75681457843631
0.2548456,240.76,0.14231099,0.06826799,4.3651404,214,5350000,-0.0017344778,0.6967268884181976,53500,185.09386110305786,0.0056590056,59131,34.49566982321441
0.17412344,242.8,0.14337462,0.070135996,4.358037,215,5375000,-0.0032275904,0.7532414197921753,53750,185.91565227508545,0.0058009117,59196,35.01902751557529
0.077283934,246.33,0.14224923,0.055759996,4.3512926,216,5400000,-0.0039360584,0.8514546900987625,54000,186.73538875579834,0.0049802503,51442,35.19627339154482
0.080153376,247.98,0.14361586,0.047668,4.339348,217,5425000,-0.0036712843,0.8671159148216248,54250,187.6603298187256,0.004567259,56306,35.74225136701018
0.12256545,243.89,0.14269097,0.047687996,4.3270135,218,5450000,-0.0026795578,0.723599910736084,54500,188.5706753730774,0.00448794,51367,34.899948896467684
0.07488717,248.61,0.14256254,0.061608005,4.3160925,219,5475000,-0.003051359,0.8043714016675949,54750,189.46323204040527,0.005293342,54439,35.51712947681546
0.26150006,240.47,0.14274786,0.094532,4.3070593,220,5500000,-0.0032199305,0.6101006269454956,55000,190.36522579193115,0.007435689,47179,34.57147631667554
0.098305956,245.61,0.14335296,0.089256,4.2996945,221,5525000,-0.0031796154,0.7143305838108063,55250,191.3064455986023,0.006891736,58541,35.331112424582244
0.21384124,241.86,0.14358293,0.094972,4.292937,222,5550000,-0.0013227159,0.7371614575386047,55500,192.1276979446411,0.0074032233,58388,35.010389458984136
0.14241046,244.85,0.14204246,0.099204004,4.289187,223,5575000,-0.003986239,0.8292735815048218,55750,192.94099354743958,0.0076547936,57764,35.00909496426582
0.07385029,248.17,0.14325975,0.052679997,4.2820997,224,5600000,-0.0031832843,0.7590544819831848,56000,193.7557225227356,0.0047588125,58790,35.57772339195013
0.117511176,246.57,0.14447452,0.062864,4.269477,225,5625000,-0.0031062434,0.8030695915222168,56250,194.56821393966675,0.005326157,59213,35.782242701202634
0.14721282,244.33,0.1446838,0.09394799,4.2611423,226,5650000,-0.0017854273,0.5735641419887543,56500,195.3574824333191,0.007621909,58495,35.46591324180365
0.10764837,247.1,0.14432557,0.054924,4.2550592,227,5675000,-0.0030422274,0.7488288283348083,56750,196.19027376174927,0.0052096145,57348,35.76346587538719
0.053795315,248.89,0.14527428,0.04456,4.2476497,228,5700000,-0.0034789816,0.8801287487149239,57000,197.0239508152008,0.004202991,59270,36.23714462652802
0.11997856,243.42,0.14530542,0.069192,4.236533,229,5725000,-0.0030194588,0.7415501177310944,57250,197.8182008266449,0.0057233702,60035,35.488990923315285
0.17768727,242.37,0.14522475,0.093523994,4.2263308,230,5750000,-0.0036414885,0.8313664048910141,57500,198.6279318332672,0.00738976,58935,35.58825390651822
0.2411005,239.43,0.1454665,0.075852,4.2191963,231,5775000,-0.0018247791,0.45841097831726074,57750,199.4292230606079,0.0060464134,60547,34.97869430802763
0.19755273,242.63,0.14523555,0.065055996,4.2160397,232,5800000,-0.0022391337,0.5934548079967499,58000,200.23405599594116,0.005429437,57564,35.377383673414585
0.055903714,248.42,0.14474772,0.040404,4.2128234,233,5825000,-0.0032322824,0.742878258228302,58250,201.04804015159607,0.0039135935,58595,35.99624053925276
0.12850419,246.85,0.1460472,0.048584003,4.204452,234,5850000,-0.002520406,0.40770381689071655,58500,201.8593783378601,0.0043352153,57611,36.098152850344775
0.1065428,246.61,0.14571258,0.082708,4.1969233,235,5875000,-0.0030510358,0.7934041023254395,58750,202.6791796684265,0.0066192397,58647,36.07275051161647
0.22008905,238.87,0.14452633,0.0676,4.190616,236,5900000,-0.0026311679,0.7686786204576492,59000,203.48551511764526,0.005547946,59200,34.86519120030105
0.06488538,247.01,0.14626993,0.053544004,4.1847916,237,5925000,-0.002918326,0.8572576642036438,59250,204.28628277778625,0.004788842,58205,36.25423489294946
0.14060631,244.02,0.1452876,0.054783992,4.1772604,238,5950000,-0.0032300646,0.7923340648412704,59500,205.09160542488098,0.004904721,59297,35.63864324979484
0.14039339,246.23,0.14560159,0.068628,4.1691165,239,5975000,-0.0033139153,0.6170656681060791,59750,205.90681290626526,0.0056865807,53703,35.908933547902855
0.060769416,247.6,0.14650922,0.081376,4.157078,240,6000000,-0.0020785097,0.7554163783788681,60000,206.7668251991272,0.006592769,58116,36.31447450555861
0.12565005,245.67,0.14727384,0.038204003,4.1455407,241,6025000,-0.0019021913,0.44679540395736694,60250,207.5776493549347,0.0038337398,58575,36.20965619035065
0.24253623,239.97,0.14660023,0.07426,4.1380167,242,6050000,-0.0028712342,0.5457365810871124,60500,208.37958908081055,0.0059455647,59563,35.36398669943213
0.18352315,244.79,0.14648476,0.083576,4.1308227,243,6075000,-0.0026124436,0.7330055832862854,60750,209.18706607818604,0.007991725,59108,36.052082503922286
