time_elapsed,n_updates,total_timesteps,policy_loss,policy_entropy,fps,explained_variance,value_loss,serial_timesteps,approxkl,clipfrac,ep_reward_mean,ep_len_mean,true_reward
0.0011875629425048828,1,25000,-0.0050032865,5.673849,5083,-25.119850158691406,0.5005106,250,0.004798661,0.050947994,0.06547985427081585,0.71,0.08032638
6.080243349075317,2,50000,-0.011351695,5.66895,49075,-8.329587936401367,0.06147051,500,0.0100584235,0.14038,0.06727163769304752,0.73,0.08117936
7.566835641860962,3,75000,-0.014383798,5.6623545,50306,-4.261870384216309,0.024947802,750,0.017010605,0.21066399,0.0737964740395546,0.8,0.08177225
8.99385690689087,4,100000,-0.014365306,5.6561575,50498,-2.248807907104492,0.020029511,1000,0.011822879,0.140292,0.0958991587907076,1.04,0.082855694
10.38460397720337,5,125000,-0.021238586,5.646848,52352,-0.9979462623596191,0.019020379,1250,0.01760466,0.19656399,0.14806719489395617,1.61,0.08420522
11.680840253829956,6,150000,-0.020394508,5.6317616,46933,-0.47048628330230713,0.021436768,1500,0.0129487235,0.14694801,0.15932502582669258,1.73,0.085449226
12.964428663253784,7,175000,-0.019295668,5.615158,53706,-0.21037030220031738,0.027568907,1750,0.01461724,0.176188,0.249219024553895,2.71,0.086463965
14.115572452545166,8,200000,-0.01570885,5.597088,53837,-0.11560928821563721,0.03623251,2000,0.009464542,0.119576,0.2763179834932089,3.01,0.08716858
15.236063241958618,9,225000,-0.015157262,5.579406,55095,-0.06563198566436768,0.047371298,2250,0.011087052,0.14095199,0.3474968837946653,3.79,0.08770084
16.309563875198364,10,250000,-0.01099928,5.562347,54937,-0.0069391727447509766,0.06487113,2500,0.007487122,0.098976,0.44875367745757105,4.89,0.08812229
17.3434956073761,11,275000,-0.009927108,5.546064,56483,0.022683024406433105,0.07201702,2750,0.0075083426,0.098092005,0.5345317353308201,5.83,0.0883587
18.34850788116455,12,300000,-0.007895938,5.5302014,55978,0.06828498840332031,0.08809955,3000,0.005969278,0.07472,0.5506488499045372,6.01,0.088538975
19.33309507369995,13,325000,-0.007097885,5.514951,54665,0.09344887733459473,0.10044744,3250,0.005998924,0.076176,0.6301591969281435,6.89,0.08863839
20.313416957855225,14,350000,-0.006241642,5.501222,56318,0.12679791450500488,0.10829731,3500,0.005510385,0.069408,0.7663469332456588,8.4,0.08865625
21.265316247940063,15,375000,-0.0052855853,5.487909,57603,0.16758602857589722,0.12241801,3750,0.004884172,0.056796003,0.9930469936132431,10.9,0.08868201
22.2046320438385,16,400000,-0.005648948,5.4743867,57968,0.19394606351852417,0.12549433,4000,0.005191201,0.063516006,0.8977060047537089,9.86,0.08865772
23.132402181625366,17,425000,-0.005607025,5.4611344,57024,0.21226632595062256,0.12721491,4250,0.0051560197,0.062256,0.9314032566547393,10.24,0.08865679
24.063726902008057,18,450000,-0.00481026,5.448421,57990,0.23819172382354736,0.13140875,4500,0.0044042636,0.048448004,1.06254886880517,11.66,0.088630185
24.975715398788452,19,475000,-0.004651291,5.435486,55530,0.2838372588157654,0.13165435,4750,0.004904442,0.056632005,1.0053845735639333,11.03,0.08867088
25.89492630958557,20,500000,-0.0042824033,5.423833,58217,0.3147226572036743,0.13335635,5000,0.005527557,0.066723995,1.2477746510505676,13.75,0.08861293
26.77891182899475,21,525000,-0.004363029,5.412539,58652,0.35951727628707886,0.12810695,5250,0.0043401695,0.04838,1.2988215748220682,14.33,0.08867217
27.67081308364868,22,550000,-0.0037637916,5.4004865,56768,0.3446374535560608,0.13809326,5500,0.0041999724,0.045576,1.0852935864031314,11.97,0.0885589
28.573290824890137,23,575000,-0.004043309,5.388124,57111,0.39828264713287354,0.1313232,5750,0.0048613558,0.056599997,1.1227445267140865,12.37,0.08862644
29.469974517822266,24,600000,-0.003940913,5.37666,58103,0.4132140278816223,0.13235615,6000,0.0041363128,0.044804,1.1204965249449015,12.34,0.08854299
30.357476711273193,25,625000,-0.0030803198,5.3659744,59270,0.437985360622406,0.13554862,6250,0.0051049786,0.058032,1.2849340396374465,14.14,0.08857151
31.229103326797485,26,650000,-0.0032614977,5.35564,57023,0.4166267514228821,0.13820438,6500,0.0037741475,0.037112005,1.2669976381212473,13.97,0.08851137
32.116018295288086,27,675000,-0.003112168,5.3442907,56740,0.44782525300979614,0.13931303,6750,0.0035908546,0.034944,1.1768638909608127,12.97,0.0885373
33.00766205787659,28,700000,-0.003579876,5.333144,57571,0.48909997940063477,0.1313827,7000,0.003914172,0.039564,1.4392375762015581,15.87,0.08846409
33.88649773597717,29,725000,-0.003316018,5.3222036,57244,0.48600393533706665,0.13301985,7250,0.003962529,0.038796,1.4916953559964896,16.44,0.08849727
34.77985620498657,30,750000,-0.0034537264,5.311004,58198,0.4899466037750244,0.13741167,7500,0.0048085423,0.05324,1.3656016258150339,15.06,0.08846031
35.669700622558594,31,775000,-0.0030124108,5.3002243,51080,0.5142286717891693,0.12856978,7750,0.0041342694,0.041792,1.5095950432866811,16.64,0.08848557
36.595207929611206,32,800000,-0.00304986,5.2900677,57343,0.4888192415237427,0.13791333,8000,0.0039776927,0.040456,1.417981430441141,15.61,0.08847296
37.47947311401367,33,825000,-0.003691639,5.280466,58352,0.5351717174053192,0.12911132,8250,0.0052141207,0.061972003,1.4050781323760748,15.48,0.088514306
38.354928493499756,34,850000,-0.0033294535,5.271209,58569,0.5335376858711243,0.13188064,8500,0.0039939582,0.040308,1.5314710468053818,16.91,0.08848869
39.21421813964844,35,875000,-0.0035178638,5.261289,57577,0.5411367416381836,0.1325368,8750,0.0043774294,0.046928,1.3992669636011124,15.42,0.08852682
40.088135957717896,36,900000,-0.0032725655,5.2505183,58786,0.5454389154911041,0.13278158,9000,0.0046119248,0.051956005,1.4188568606972694,15.64,0.08853098
40.96202087402344,37,925000,-0.0034207255,5.240117,58220,0.5512588024139404,0.12828076,9250,0.0051927026,0.060452003,1.3867422584444284,15.27,0.08848973
41.82036781311035,38,950000,-0.0031809392,5.2303567,57322,0.5638967156410217,0.13088474,9500,0.0034033328,0.030968001,1.6045507393032312,17.69,0.08851735
42.68121886253357,39,975000,-0.0029691255,5.2200637,57570,0.5712618827819824,0.12692565,9750,0.0039339075,0.04008,1.717021763920784,18.95,0.088541135
43.55607724189758,40,1000000,-0.0034432567,5.2100873,58921,0.5911487936973572,0.1264467,10000,0.0050177737,0.058536,1.569030945673585,17.31,0.08851716
44.41576170921326,41,1025000,-0.0032751132,5.201086,55304,0.5799517929553986,0.13055304,10250,0.004891114,0.055432003,1.5064953298866748,16.62,0.088556156
45.310176372528076,42,1050000,-0.0030279527,5.1919785,58776,0.5907129049301147,0.1314058,10500,0.0041226065,0.042696,1.516142782792449,16.72,0.08853313
46.15596127510071,43,1075000,-0.0033306975,5.1823106,49778,0.6028955578804016,0.13195255,10750,0.0050078137,0.058547996,1.5424271835386754,16.99,0.0885269
47.09893274307251,44,1100000,-0.0030904165,5.1734304,58099,0.6095827519893646,0.13127042,11000,0.0044050612,0.046448,1.560820671841502,17.23,0.088520154
47.97457456588745,45,1125000,-0.0031290925,5.1638856,58713,0.6050796210765839,0.13462347,11250,0.00414503,0.04368,1.423771076798439,15.71,0.0884702
48.85430932044983,46,1150000,-0.0026459272,5.154262,47320,0.609929084777832,0.13833539,11500,0.003935652,0.04052,1.5324625703692436,16.94,0.08854466
49.82724118232727,47,1175000,-0.0023175408,5.1440854,57618,0.6220167875289917,0.13344494,11750,0.0035480403,0.03252,1.5604914221912622,17.19,0.088537835
50.71406936645508,48,1200000,-0.0029535166,5.1344023,57495,0.6087532639503479,0.13590725,12000,0.005374688,0.063871995,1.34566512234509,14.85,0.08848332
51.59937119483948,49,1225000,-0.002777829,5.1258645,57837,0.6061666309833527,0.13350365,12250,0.005212872,0.0606,1.5850418476015329,17.44,0.08857575
52.48036599159241,50,1250000,-0.0027307563,5.11747,58124,0.6304998993873596,0.12551935,12500,0.004164836,0.042588,1.6095446104556321,17.76,0.08854941
53.36478400230408,51,1275000,-0.0033690832,5.109642,58420,0.6380986869335175,0.12746917,12750,0.0050866557,0.058132004,1.5689731896668673,17.3,0.08860997
54.23601150512695,52,1300000,-0.0026302307,5.102536,58101,0.6480027437210083,0.12365572,13000,0.0046871207,0.053044,1.6202471398562193,17.83,0.08863451
55.11905789375305,53,1325000,-0.002699534,5.095482,59181,0.6367925405502319,0.12456547,13250,0.0056275306,0.067711994,1.9350651314109564,21.37,0.0887258
55.99589943885803,54,1350000,-0.0024383983,5.0886908,58500,0.6341800093650818,0.12487967,13500,0.0043729674,0.046292003,1.474452724158764,16.23,0.08872842
56.87642288208008,55,1375000,-0.0030455166,5.0805173,57886,0.6587905585765839,0.118212305,13750,0.004567474,0.051392,1.77944300763309,19.62,0.088737674
57.75798845291138,56,1400000,-0.00313549,5.0717435,57912,0.6618211567401886,0.120291375,14000,0.005208971,0.061824,1.6327273056656122,17.98,0.088787064
58.61921405792236,57,1425000,-0.0029958556,5.06297,59680,0.6716821491718292,0.11396623,14250,0.0047743963,0.054231994,1.6374868914484977,18.01,0.08888067
59.470760345458984,58,1450000,-0.002707726,5.054041,58359,0.6890998780727386,0.109259166,14500,0.0047869664,0.053472005,1.5916534581780433,17.5,0.08891644
60.3446249961853,59,1475000,-0.002943795,5.045686,56966,0.6818400025367737,0.11107087,14750,0.0046880916,0.052871995,1.8911801347136497,20.84,0.08892373
