serial_timesteps,policy_entropy,ep_reward_mean,fps,policy_loss,value_loss,explained_variance,clipfrac,approxkl,true_reward,n_updates,total_timesteps,time_elapsed,ep_len_mean
170000,4.527156,4.803709275838319,56905,-0.0010120581,0.58942056,0.9681861847639084,0.021357,0.0025262819,-0.03841005,170,17000000,620.4506821632385,130.11
171000,4.519157,4.293000045271756,45907,-0.0010456545,0.63081443,0.9661445692181587,0.024409,0.003003899,-0.041220233,171,17100000,623.9586644172668,123.97
172000,4.513558,4.035315324350827,56573,-0.0011817351,0.6763827,0.9643867760896683,0.030075997,0.0031708733,-0.037046153,172,17200000,627.8736999034882,120.46
173000,4.508706,4.286047948569267,58496,-0.0010852632,0.53524315,0.9717151969671249,0.021384,0.0026866118,-0.03977385,173,17300000,631.3896100521088,125.63
174000,4.501437,3.8601470482829745,56795,-0.0005880054,0.58875567,0.9690084364265203,0.021901,0.0026912913,-0.036237005,174,17400000,634.8415160179138,117.78
175000,4.495108,4.207598396380493,49775,-0.0008095689,0.61998475,0.9676732383668423,0.014951999,0.0020349885,-0.038149334,175,17500000,638.355614900589,116.75
176000,4.4915357,4.090951094784323,56563,-0.00070452085,0.60115445,0.9683166369795799,0.019093,0.0023705424,-0.035071056,176,17600000,642.1276433467865,118.58
177000,4.488523,3.3395502675948228,57470,-0.00093698193,0.5153687,0.9723218735307455,0.027177,0.0031510468,-0.04013752,177,17700000,645.6609644889832,106.48
178000,4.4837775,4.584957814395202,57386,-0.0009033593,0.6362464,0.966142013669014,0.026970003,0.0032199312,-0.035125926,178,17800000,649.1271531581879,121.33
179000,4.4758015,3.523491972036918,56751,-0.000933782,0.5532093,0.9701847769320011,0.016999,0.0023200163,-0.038529836,179,17900000,652.5794725418091,109.17
180000,4.4663854,3.6910360576738004,56742,-0.0010968165,0.6260025,0.9665703475475311,0.020794999,0.0027192768,-0.037084024,180,18000000,656.0777187347412,112.13
181000,4.4589076,4.049338242571257,56500,-0.0010962456,0.536339,0.9709603562951088,0.01845,0.0025728217,-0.034281813,181,18100000,659.5797622203827,127.32
182000,4.451432,4.597950736250714,57787,-0.000785038,0.56509846,0.9703167304396629,0.023511,0.0028424135,-0.039538767,182,18200000,663.0950136184692,131.43
183000,4.4432993,3.9729139217970895,44513,-0.0011775426,0.61332524,0.9675809107720852,0.02705,0.0032335245,-0.03521857,183,18300000,666.5624759197235,145.4
184000,4.4350767,3.373659689190626,52275,-0.0008741319,0.58494383,0.967509787529707,0.0148680005,0.0021113409,-0.036373205,184,18400000,670.5941190719604,119.14
185000,4.4256725,4.208747787513467,57700,-0.00085054076,0.65213424,0.9651191644370556,0.014539999,0.0021812622,-0.033064455,185,18500000,674.2916281223297,126.4
186000,4.415856,4.131785638615531,57241,-0.00096276915,0.53217554,0.9705924447625875,0.017952,0.0023142123,-0.033187047,186,18600000,677.740149974823,126.61
187000,4.4062138,4.71842357262401,58281,-0.0011094337,0.65871745,0.9646825790405273,0.018738002,0.0024432214,-0.031218156,187,18700000,681.2111530303955,131.15
188000,4.3979864,4.22718952735946,47239,-0.0012009055,0.6121255,0.9670094177126884,0.022970002,0.0029333793,-0.03327317,188,18800000,684.66384100914,134.26
189000,4.387488,4.116032475089269,45343,-0.00088434556,0.6368648,0.9662773087620735,0.018226001,0.0024980016,-0.03249168,189,18900000,688.5003304481506,118.93
190000,4.376715,5.027541899727098,53451,-0.00019460687,0.7373301,0.9602506719529629,0.029532,0.0032231375,-0.028139118,190,19000000,692.4285743236542,138.32
191000,4.368881,4.801579201510922,51967,-0.00089663937,0.6509737,0.9643439650535583,0.017844,0.0025259033,-0.029766854,191,19100000,696.0646951198578,131.61
192000,4.36315,4.158984083654194,56904,-0.0011222458,0.62210256,0.9671352356672287,0.022001,0.002752193,-0.032010365,192,19200000,699.7219121456146,124.04
193000,4.360054,4.641316804434077,57868,-0.0005811599,0.66933876,0.9649285823106766,0.022202998,0.0027844398,-0.029214585,193,19300000,703.2166273593903,141.45
194000,4.3561125,4.417790332199586,56291,-0.0008157723,0.676859,0.9640729129314423,0.020843,0.0027015663,-0.030465556,194,19400000,706.6975383758545,128.48
195000,4.35007,4.542746771409993,52928,-0.0010492739,0.684182,0.9635870419442654,0.020901,0.0026403817,-0.030053575,195,19500000,710.1919529438019,135.85
196000,4.3419704,4.364990170963869,53953,-0.0010666602,0.73619187,0.9614014625549316,0.022233998,0.0027135052,-0.02667132,196,19600000,713.8225708007812,131.89
197000,4.334035,4.723973302945069,56428,-0.0008895833,0.73224545,0.9610127918422222,0.019389,0.0025156855,-0.028648252,197,19700000,717.4169681072235,120.11
198000,4.329801,4.1853333274785705,53101,-0.0009679296,0.6389889,0.9664746560156345,0.017574001,0.0023795578,-0.027537463,198,19800000,720.9191122055054,127.35
199000,4.3257794,5.6228404907037115,53880,-0.0011440486,0.62873447,0.9662653282284737,0.015257001,0.0022367346,-0.029036999,199,19900000,724.5319738388062,149.29
200000,4.3173504,4.783341554058024,43063,-0.0010076816,0.6260393,0.9662629999220371,0.017784,0.0025335047,-0.026872927,200,20000000,728.111466884613,150.46
201000,4.309907,4.2899162537210325,56093,-0.00091518846,0.7758662,0.9587908647954464,0.014440002,0.0024049354,-0.025289847,201,20100000,732.1373021602631,125.49
202000,4.305153,4.987216625411093,50557,-0.000942522,0.6534988,0.9632287733256817,0.014156001,0.0022752595,-0.026754456,202,20200000,735.6741292476654,134.2
203000,4.300885,4.766708760934836,51213,-0.0010219205,0.6702621,0.9646271839737892,0.021762,0.00283677,-0.026410718,203,20300000,739.4024505615234,131.71
204000,4.2942543,3.9334545242416334,58422,-0.0011580853,0.6392776,0.9657397270202637,0.019999,0.0026189487,-0.029137375,204,20400000,743.0830674171448,128.38
205000,4.2899218,4.183701069964782,57057,-0.0001709039,0.7051047,0.9622795581817627,0.014291001,0.0022498793,-0.029232042,205,20500000,746.5346808433533,127.53
206000,4.28617,5.09913698784836,57833,-0.0010496351,0.7479036,0.9599491395056248,0.020542001,0.002769998,-0.025448803,206,20600000,750.033637046814,134.73
207000,4.2808385,5.591132098757189,58234,-0.0011406596,0.69759244,0.9603228084743023,0.021308001,0.0026653185,-0.02386267,207,20700000,753.4984440803528,144.81
208000,4.2749825,4.978806174103993,56678,-0.001080714,0.63965195,0.964254729449749,0.022303998,0.002657602,-0.025125835,208,20800000,756.9592270851135,134.83
209000,4.271192,4.127530745893109,57000,-0.0008311742,0.68928564,0.9607954770326614,0.018981,0.0025155446,-0.025997628,209,20900000,760.4856224060059,127.25
210000,4.2665267,4.14307070097635,54134,-0.0007339414,0.74517953,0.9589937478303909,0.013054,0.002138606,-0.026468394,210,21000000,763.9712414741516,127.72
211000,4.264044,5.269462605574376,58071,-0.0009020469,0.679865,0.9625499844551086,0.013796,0.001973847,-0.02612702,211,21100000,767.5639984607697,143.87
212000,4.262055,5.129546700982662,45934,-0.0010489586,0.748877,0.9593138992786407,0.018927,0.0026124679,-0.025193222,212,21200000,771.0243072509766,134.06
213000,4.2575245,4.416024081398518,52170,-0.0010333618,0.7154883,0.9608421474695206,0.022907998,0.002889699,-0.024497587,213,21300000,774.9045782089233,125.8
214000,4.2489843,4.530154042409569,54124,-0.0009902652,0.67187595,0.9633685015141964,0.018774,0.0026017344,-0.025281206,214,21400000,778.5405502319336,138.55
215000,4.242612,4.908060853807333,50446,-0.0010464081,0.62331367,0.9665061570703983,0.020634,0.0026093193,-0.02454051,215,21500000,782.1617875099182,135.02
216000,4.2382464,4.149244860656973,57516,-0.0012086331,0.6373494,0.9653031453490257,0.025154,0.0029461116,-0.029489124,216,21600000,785.887571811676,131.54
217000,4.2366576,5.027604313506472,57954,-0.000722954,0.6899995,0.9612764790654182,0.026656002,0.0032029308,-0.023569299,217,21700000,789.4076671600342,139.24
218000,4.235213,4.6376976833630605,43162,-0.00078791956,0.62915546,0.9655575416982174,0.012858999,0.0018892966,-0.028920678,218,21800000,792.848459482193,139.52
219000,4.234068,4.68297200868461,57382,-0.0013971359,0.5961978,0.9673480689525604,0.021128,0.002630268,-0.026098,219,21900000,796.895280122757,120.99
220000,4.230624,5.071423612590595,56855,-0.0010286208,0.63409877,0.9656765386462212,0.027155,0.003070902,-0.024508113,220,22000000,800.3554403781891,134.74
221000,4.229082,5.672613769972377,55477,-0.0012003668,0.6545689,0.9650401510298252,0.026902998,0.003184644,-0.023305481,221,22100000,803.8660454750061,137.55
222000,4.224451,5.4682897018774295,58018,-0.0004664273,0.72136664,0.9618580788373947,0.019655999,0.002753044,-0.023257256,222,22200000,807.4306211471558,137.87
223000,4.2201495,5.6465633868966645,52496,-0.0009479219,0.6880054,0.9633182473480701,0.022507,0.0027160724,-0.023921808,223,22300000,810.8909337520599,141.68
224000,4.2160883,4.755070599220276,52206,-0.000836746,0.6324288,0.9660672508180141,0.023082,0.002852476,-0.023781696,224,22400000,814.5284297466278,146.46
225000,4.212358,5.202243758018849,53354,-0.00071669335,0.6869113,0.9624804630875587,0.024318,0.0030165613,-0.022525495,225,22500000,818.188836812973,134.56
226000,4.208801,6.309785359687003,55126,-0.0011645271,0.6828628,0.9630770422518253,0.020484,0.0027158882,-0.020403935,226,22600000,821.8015596866608,155.51
227000,4.2037926,4.434376634513192,56830,-0.0012425936,0.7201332,0.9614918418228626,0.03312,0.0035449427,-0.023866229,227,22700000,825.3465390205383,136.86
228000,4.198867,5.096353717104876,53517,-0.0011539469,0.71657413,0.9614147953689098,0.023718001,0.002854287,-0.023370758,228,22800000,828.8263342380524,147.24
229000,4.1934004,5.899611801111579,54989,-0.0009201762,0.707888,0.9618010632693768,0.01937,0.0025593962,-0.020050438,229,22900000,832.4383230209351,144.78
230000,4.187161,5.7794163435982595,55839,-0.0006672291,0.92526305,0.9511272013187408,0.029342998,0.003191668,-0.020388901,230,23000000,836.0055921077728,135.81
231000,4.181601,5.584833319264426,50774,-0.0011161335,0.7629352,0.9580205529928207,0.020565,0.002815271,-0.021799836,231,23100000,839.5415802001953,154.44
232000,4.174568,4.453579667457834,50659,-0.0008837113,0.7025051,0.9607342854142189,0.02188,0.002684047,-0.01961855,232,23200000,843.2514734268188,143.55
233000,4.166963,3.9481783435764783,53488,-0.0007215983,0.7099966,0.962468221783638,0.017010998,0.00238862,-0.020059902,233,23300000,846.9526309967041,123.94
234000,4.1594286,5.065708600545372,56130,-0.00089389633,0.6382575,0.9643248170614243,0.016539998,0.0023009048,-0.019342085,234,23400000,850.5655465126038,128.94
235000,4.1533685,4.424081265041891,57318,-0.0006291327,0.77238613,0.9578923285007477,0.013808,0.002056707,-0.016889207,235,23500000,854.0583202838898,139.95
236000,4.148085,4.391448520419212,48655,-0.0009648514,0.63159865,0.9656798578798771,0.017370999,0.0023877143,-0.018197892,236,23600000,857.5215649604797,135.18
237000,4.1430044,5.528771186319977,44242,-0.0010191265,0.6516105,0.9637922532856464,0.016080001,0.0023052779,-0.019154053,237,23700000,861.3044059276581,138.92
238000,4.1371984,6.485675267606289,57008,-0.0007702428,0.6829134,0.9641138948500156,0.023319002,0.002855159,-0.017759042,238,23800000,865.2716653347015,152.02
239000,4.130915,5.089241220963181,51726,-0.000755201,0.72621286,0.961144533008337,0.026190002,0.0030619148,-0.020731973,239,23900000,868.7622487545013,144.68
240000,4.124775,5.360286656007529,52022,-0.00069836824,0.67379725,0.9626088291406631,0.020590002,0.0028754342,-0.019035926,240,24000000,872.4144906997681,148.2
241000,4.1191773,5.202023983871658,57781,-0.0010032059,0.61419326,0.9667721018195152,0.018803999,0.002480974,-0.017602315,241,24100000,876.064747095108,150.82
242000,4.1154275,5.316292414449299,57684,-0.0011788013,0.64353085,0.9650416895747185,0.019453,0.002767496,-0.017848408,242,24200000,879.5382423400879,141.87
243000,4.106347,5.124859373808549,57159,-0.001263519,0.6185145,0.9667300917208195,0.03141,0.0034677698,-0.019072887,243,24300000,883.0143074989319,140.2
244000,4.097323,5.239728245076558,53324,-0.0010405172,0.83044595,0.9559656865894794,0.024685,0.0029681458,-0.016476233,244,24400000,886.4974265098572,145.28
245000,4.0898647,5.806760225987384,48938,-0.0012148658,0.6875071,0.9621864184737206,0.026045,0.0030590254,-0.017339954,245,24500000,890.0913252830505,150.94
246000,4.084388,4.672920131908504,51558,-0.0011311843,0.74790287,0.9600060284137726,0.024170002,0.002939721,-0.021451,246,24600000,893.8435826301575,126.8
247000,4.0778666,7.147041467931876,51549,-0.00091381127,0.65886277,0.9631017372012138,0.018567,0.002482172,-0.015916515,247,24700000,897.504359960556,162.66
248000,4.070689,5.48581489799838,56859,-0.0008015974,0.77083665,0.9582393281161785,0.015155,0.0023898627,-0.016054193,248,24800000,901.1888842582703,138.36
249000,4.065914,5.932619432152796,55030,-0.0009346097,0.6165674,0.9647373035550117,0.024599,0.002909954,-0.017009577,249,24900000,904.6745257377625,152.81
250000,4.061782,5.318924150391458,56499,-0.0010279868,0.6834677,0.9632525630295277,0.020204,0.0025388221,-0.015440143,250,25000000,908.2230417728424,144.15
251000,4.0566463,5.119091357727602,56472,-0.0012029909,0.6813301,0.9633162096142769,0.023126999,0.0028043098,-0.01809087,251,25100000,911.7296102046967,146.46
252000,4.0473166,5.435933607562492,55952,-0.001205123,0.746265,0.960220530629158,0.022275,0.0027475255,-0.016614497,252,25200000,915.2407970428467,146.09
253000,4.0388637,6.341172363173327,54838,-0.0010925235,0.6798441,0.9638638868927956,0.02176,0.00274092,-0.014543849,253,25300000,918.7631502151489,148.53
254000,4.0322313,4.893987088804328,56206,-0.0009177981,0.70665586,0.9622061029076576,0.019675998,0.002736854,-0.0158596,254,25400000,922.3355250358582,147.48
255000,4.0283837,5.511538635558099,43967,-0.00077287504,0.653499,0.9650750495493412,0.017465001,0.0022139223,-0.016739868,255,25500000,925.8373312950134,134.61
256000,4.0259542,5.6443586722319745,55696,-0.0011505962,0.6568835,0.964545726776123,0.01956,0.0025704463,-0.018413814,256,25600000,929.849463224411,147.93
257000,4.0175967,7.113187407886635,56609,-0.0011244221,0.6957332,0.9621086232364178,0.018138,0.0026890393,-0.014913019,257,25700000,933.3902351856232,166.21
258000,4.0081205,5.957512411637463,51033,-0.0013908411,0.7412785,0.9595985449850559,0.021207001,0.0028043112,-0.0149225285,258,25800000,936.9106769561768,156.58
259000,3.9980903,6.315196589705028,57254,-0.0011620091,0.72065485,0.9603704996407032,0.025171,0.0030852694,-0.011748898,259,25900000,940.6040990352631,167.03
260000,3.9889026,5.307784594643044,57663,-0.0008542435,0.6832894,0.9620356597006321,0.037416,0.0037667882,-0.0153176,260,26000000,944.0768940448761,159.73
261000,3.9822433,5.203033556149803,56799,-0.0010165714,0.6070003,0.9674760550260544,0.024478,0.0029664421,-0.017145868,261,26100000,947.6081337928772,155.96
262000,3.9756558,4.756446211515017,57710,-0.0011012023,0.8048232,0.9567998461425304,0.023687001,0.0029565827,-0.014339529,262,26200000,951.0909333229065,132.49
263000,3.9706383,4.949292985765481,56868,-0.0009275699,0.6040155,0.9677523858845234,0.017384,0.0025694063,-0.016717821,263,26300000,954.5492360591888,145.24
264000,3.9610343,5.410203801861265,54090,-0.0010392106,0.66547656,0.9645392559468746,0.025335997,0.0028960244,-0.013843183,264,26400000,958.0448472499847,138.76
265000,3.9492989,5.53887984946828,56854,-0.0011368232,0.5994774,0.96779865026474,0.026806,0.0030644503,-0.016672798,265,26500000,961.6300618648529,157.5
266000,3.9395592,5.460872276886575,49366,-0.00072517316,0.6185662,0.9668863527476788,0.028345,0.003304384,-0.014488241,266,26600000,965.1409766674042,149.53
267000,3.930741,6.529877556102738,47353,-0.00061617384,0.666576,0.9629509784281254,0.029548999,0.003377194,-0.012047687,267,26700000,968.8772294521332,161.78
268000,3.9230049,5.948010745903723,51751,-0.0006805868,0.64485115,0.9649790823459625,0.017814001,0.002512879,-0.013288368,268,26800000,972.6939027309418,160.76
269000,3.9151783,5.610855988362446,45452,-0.0010778931,0.6560658,0.9641411043703556,0.01479,0.0022512705,-0.015784219,269,26900000,976.3582887649536,157.89
270000,3.9064693,5.870213530186233,55417,-0.0011763631,0.598508,0.9678712673485279,0.02115,0.0027842303,-0.013245326,270,27000000,980.2785720825195,150.77
271000,3.9006724,5.717387537187306,57796,-0.0008852752,0.70038104,0.9621277302503586,0.027562002,0.0031384428,-0.011001965,271,27100000,983.8107109069824,156.25
272000,3.8948712,5.752142771789446,56492,-0.00091057754,0.7958411,0.9564340710639954,0.025404,0.0028449588,-0.0125480555,272,27200000,987.2605428695679,159.1
273000,3.8900914,6.557916676729264,48573,-0.0010899532,0.70540285,0.9614981599152088,0.026893001,0.003117045,-0.0142572755,273,27300000,990.7770080566406,160.56
274000,3.8850226,5.369205145633877,46925,-0.00073314516,0.6815667,0.9632242172956467,0.023525,0.0027656746,-0.014721274,274,27400000,994.5731203556061,153.75
275000,3.879956,5.857783973828933,54190,-0.00078827934,0.76588285,0.9585321322083473,0.022783,0.0028058453,-0.01327491,275,27500000,998.425586938858,164.73
276000,3.874125,6.2460334470690215,57737,-0.0009231165,0.6728368,0.963958028703928,0.018233,0.0023508049,-0.0119120665,276,27600000,1002.0277419090271,162.15
277000,3.8676205,5.555007883756916,58433,-0.0010550211,0.69679624,0.9631023667752743,0.01294,0.001983644,-0.014864253,277,27700000,1005.4920313358307,154.49
278000,3.8606746,6.171041283664367,58390,-0.0009420171,0.6806646,0.9648214541375637,0.030391002,0.00334473,-0.011323873,278,27800000,1008.9138765335083,174.97
279000,3.8545349,6.243341822924558,58230,-0.00084108365,0.6111069,0.967796865850687,0.021387,0.0029069446,-0.012692323,279,27900000,1012.343955039978,148.96
280000,3.8497872,5.319781261350872,58240,-0.0009857949,0.6617576,0.9653602950274944,0.021905001,0.0028082682,-0.0117575815,280,28000000,1015.7922902107239,139.5
281000,3.8442001,6.084193861551439,50381,-0.0006844432,0.75604624,0.9601420648396015,0.018655,0.0026190719,-0.00984737,281,28100000,1019.2126760482788,149.66
282000,3.8406754,6.477374464925606,50223,-0.00086327846,0.68294024,0.9639277197420597,0.025081998,0.0030680534,-0.011771491,282,28200000,1022.9414772987366,166.1
283000,3.8394978,6.488688677415467,56153,-0.0006577298,0.74354905,0.959058616310358,0.017077,0.002361271,-0.010500655,283,28300000,1026.6749563217163,148.33
284000,3.836692,5.586279938062876,44712,-0.0011580415,0.6943971,0.9631477035582066,0.019338,0.0025545147,-0.011717511,284,28400000,1030.2173173427582,139.99
285000,3.8332489,6.009306845453157,54981,-0.00089191337,0.6737253,0.9630994535982609,0.020154,0.0025752322,-0.010272754,285,28500000,1034.1655066013336,159.6
286000,3.8293343,5.548276315744042,57186,-0.0012885325,0.6400411,0.9664410538971424,0.023044,0.0028108042,-0.012448174,286,28600000,1037.7062356472015,143.73
287000,3.8241997,7.345574877726781,55321,-0.00068784656,0.79534847,0.9577787034213543,0.023060001,0.002973073,-0.006048723,287,28700000,1041.1970129013062,171.14
288000,3.8199391,6.896070039687498,41200,-0.0010325572,0.6793002,0.9632251784205437,0.019782,0.002626344,-0.008492721,288,28800000,1044.7280733585358,172.63
289000,3.8143601,5.854156756948194,53646,-0.0008974198,0.6822554,0.9627131968736649,0.01613,0.002296678,-0.009154098,289,28900000,1048.8890833854675,161.35
290000,3.8065777,4.9246974690900425,55415,-0.0011253145,0.64813936,0.966489277780056,0.023086,0.0028162203,-0.012108972,290,29000000,1052.4855654239655,151.93
291000,3.8015988,6.314290872528491,54438,-0.001151173,0.711719,0.9606101587414742,0.021259,0.0026466907,-0.008841609,291,29100000,1056.0015592575073,166.12
292000,3.799424,6.458797731500672,56140,-0.0010770712,0.6631219,0.9634164832532406,0.018933,0.0027686683,-0.008959989,292,29200000,1059.590210199356,157.91
293000,3.7959495,5.986327283758774,47112,-0.0010627756,0.6769028,0.9643587209284306,0.022834001,0.002772605,-0.01134761,293,29300000,1063.1195726394653,161.51
294000,3.7885227,5.51130155917137,57739,-0.0013488829,0.75119853,0.9609180353581905,0.026764998,0.0031270317,-0.0115101645,294,29400000,1066.9882657527924,146.91
295000,3.7820287,6.548647649036411,55506,-0.0009982365,0.63544613,0.9661520943045616,0.019798,0.0025478725,-0.009323576,295,29500000,1070.4594678878784,162.69
296000,3.774252,6.336174186713042,50844,-0.00072240474,0.70994425,0.9620899669826031,0.021856,0.0027456128,-0.0065442463,296,29600000,1073.9971227645874,167.21
297000,3.7658741,5.837359830332462,51853,-0.0009416685,0.68294835,0.9641645401716232,0.025286999,0.0030658715,-0.009074891,297,29700000,1077.682966709137,142.58
298000,3.757237,5.635578378783935,55071,-0.00081047637,0.5899788,0.9683979861438274,0.013394999,0.001985345,-0.0098821195,298,29800000,1081.3461909294128,181.29
299000,3.7510238,5.712458678560875,49664,-0.0010380181,0.6622371,0.9650058038532734,0.019746,0.002645148,-0.01120129,299,29900000,1084.972188949585,147.2
300000,3.746261,4.458812290629924,56095,-0.0010660773,0.7057886,0.9631349891424179,0.024488002,0.0028834427,-0.011482562,300,30000000,1088.7041130065918,143.87
301000,3.7426243,5.779382067498816,43878,-0.0009360295,0.8636273,0.955850675702095,0.027484003,0.003172451,-0.010207996,301,30100000,1092.2389295101166,158.65
302000,3.7395248,6.267242254365779,56362,-0.0008710554,0.66772324,0.964161716401577,0.020156,0.0027484992,-0.012252168,302,30200000,1096.2561361789703,179.65
303000,3.7371852,5.741034438993001,53226,-0.0012401447,0.7145496,0.9622720815241337,0.026595,0.0031887013,-0.008878861,303,30300000,1099.7640721797943,165.1
304000,3.733989,5.316413849894698,55597,-0.0005187953,0.65181816,0.9652096480131149,0.032984998,0.003525074,-0.009898429,304,30400000,1103.4014313220978,148.19
305000,3.7285314,6.652541443453219,56093,-0.0008767882,0.706119,0.9603448957204819,0.030429002,0.0033747077,-0.010372134,305,30500000,1106.9231598377228,172.8
306000,3.7211595,6.168935670293149,54811,-0.0011215166,0.81508845,0.9551818482577801,0.027368,0.0030877767,-0.00935832,306,30600000,1110.4340436458588,160.74
307000,3.7129426,6.564890165734592,50192,-0.00095090456,0.6126548,0.966154906898737,0.029341001,0.003228935,-0.0108913835,307,30700000,1113.9832825660706,183.04
308000,3.7051404,6.48305726220633,55633,-0.00054652564,0.7715293,0.9587967954576015,0.021120999,0.0025718205,-0.0067175203,308,30800000,1117.6977889537811,158.28
309000,3.700646,5.922360294316404,50075,-0.00090113917,0.724079,0.9610686600208282,0.029945001,0.0031640478,-0.008519533,309,30900000,1121.243024110794,152.27
310000,3.6964269,6.272548490560866,48278,-0.00048205853,0.82835025,0.9565998837351799,0.014145,0.0022716871,-0.008299325,310,31000000,1124.9549477100372,158.31
311000,3.6928124,7.376714436475668,55267,-0.0011468703,0.70414084,0.9623723700642586,0.016882,0.002398069,-0.0074818647,311,31100000,1128.7628726959229,168.61
312000,3.6866326,6.04240501839939,57537,-0.0009693055,0.68789804,0.9635019637644291,0.018859,0.0027405592,-0.0075102625,312,31200000,1132.3012731075287,141.78
313000,3.680078,6.846440146879688,55081,-0.00065750437,0.6722928,0.9643856585025787,0.013852,0.0022126904,-0.007897036,313,31300000,1135.757007598877,170.86
314000,3.6761565,6.027915858935667,53269,-0.0006958575,0.59858197,0.9666223898530006,0.018885,0.0024489681,-0.0097623505,314,31400000,1139.2858402729034,161.66
315000,3.6742096,6.675376653657545,55856,-0.00076387805,0.72343075,0.9602727256715298,0.022426998,0.0027459445,-0.006270659,315,31500000,1142.9221076965332,172.96
316000,3.6715045,6.989889542020682,53609,-0.0010697483,0.6540593,0.9641959890723228,0.021738002,0.0029064522,-0.005391493,316,31600000,1146.4489731788635,182.51
317000,3.6666875,5.136853080220317,53422,-0.0006099138,0.5941528,0.9692117180675268,0.023272,0.0029480667,-0.012513367,317,31700000,1150.0449583530426,152.99
318000,3.662994,6.316888894692129,56347,-0.00065410614,0.6387949,0.9659015089273453,0.017859,0.0024358784,-0.0067361007,318,31800000,1153.6580486297607,164.04
319000,3.6588318,7.463122801304774,53257,-0.0008480182,0.62397397,0.9657682962715626,0.012419,0.0021902788,-0.004765186,319,31900000,1157.1778056621552,175.78
320000,3.6506023,7.100736255100286,53834,-0.0007182902,0.66407907,0.9650412760674953,0.02712,0.0030052466,-0.0048265895,320,32000000,1160.834838628769,179.36
321000,3.6439824,6.074293764905633,46495,-0.0009837924,0.71671313,0.9615012593567371,0.023005,0.0028660875,-0.006540094,321,32100000,1164.4113569259644,164.01
322000,3.6369457,6.180722417400034,51119,-0.00063564326,0.71442735,0.9614830948412418,0.029583002,0.0033580903,-0.006272583,322,32200000,1168.3092093467712,158.33
323000,3.6313965,6.812398603539741,52440,-0.0005036746,0.7464334,0.9595484435558319,0.019123,0.0027832515,-0.003404423,323,32300000,1171.9813477993011,175.71
324000,3.627203,6.730890528877244,39475,-0.00064832513,0.6459654,0.9646274074912071,0.04037,0.003988932,-0.0075725513,324,32400000,1175.6112883090973,171.86
325000,3.6235993,7.178937870114913,55488,-0.0008276835,0.70361525,0.9610603675246239,0.023056,0.0029460718,-0.004855953,325,32500000,1179.9016041755676,164.61
326000,3.6199849,6.293324238219521,55795,-0.00066027,0.65311515,0.9647762477397919,0.029279,0.0032648016,-0.0034862019,326,32600000,1183.41858959198,175.87
327000,3.61759,6.127456236936012,52962,-0.001031845,0.6241015,0.9653061181306839,0.020985998,0.0027386602,-0.0063941698,327,32700000,1186.9637653827667,166.06
328000,3.6156604,7.039556026738537,48647,-0.0009912248,0.778586,0.9589169733226299,0.024327999,0.0029983667,-0.0050269337,328,32800000,1190.593385219574,169.69
329000,3.613063,7.86763327149135,44233,-0.0009124821,0.6703444,0.9630744457244873,0.017847,0.0024772875,-0.0045423186,329,32900000,1194.3683745861053,173.95
330000,3.610623,6.872290936017919,54310,-0.000595351,0.79051346,0.9577388875186443,0.018315,0.0025078831,-0.0055286377,330,33000000,1198.3848021030426,171.64
331000,3.6065934,6.0869672074551815,48914,-0.0010076318,0.6978317,0.9624757170677185,0.019451,0.00270638,-0.0043995,331,33100000,1201.9466791152954,149.86
332000,3.5976157,6.843976696719483,58393,-0.0009908073,0.71456444,0.9617308042943478,0.017213998,0.0025274283,-0.005844197,332,33200000,1205.7378332614899,168.6
333000,3.5890355,7.2564875194952405,51237,-0.00110558,0.81511915,0.9552219547331333,0.025222998,0.0031087566,-0.0052247033,333,33300000,1209.2040748596191,181.89
334000,3.5834496,6.2534220408030885,55899,-0.0009400799,0.7159623,0.9604472182691097,0.019106999,0.0025878882,-0.0042646257,334,33400000,1212.8823606967926,149.7
335000,3.5797093,6.702142286182971,54775,-0.0010089704,0.6275903,0.964636068791151,0.018348001,0.0025292975,-0.0055712303,335,33500000,1216.3997542858124,162.7
336000,3.5725312,6.26694316793295,54217,-0.0011293811,0.64318675,0.9648340679705143,0.022501001,0.0027434784,-0.0039451644,336,33600000,1219.9488644599915,157.26
337000,3.5642655,7.3983242119720645,55675,-0.0010375918,0.65221703,0.9637770913541317,0.012243,0.0021326493,-0.0036742035,337,33700000,1223.527233839035,186.54
338000,3.5552735,6.30827470584114,56320,-0.0007823401,0.6956687,0.9631632752716541,0.024923999,0.0029408638,-0.00541105,338,33800000,1227.0625865459442,161.27
339000,3.5473537,5.220192564255103,58744,-0.00094250555,0.7702406,0.9579146057367325,0.014465,0.002369159,-0.0022945802,339,33900000,1230.5570094585419,150.27
340000,3.5410323,6.740926206836982,55261,-0.0007292252,0.65776074,0.9642950296401978,0.017967,0.0024751732,-0.00035485116,340,34000000,1234.0041773319244,164.16
341000,3.53653,6.812802574691968,50101,-0.0008558793,0.766449,0.9588273167610168,0.016637,0.002274043,0.00013900235,341,34100000,1237.5528407096863,163.57
342000,3.5311966,7.823818101881297,58342,-0.0010841216,0.73863494,0.9572585970163345,0.020665,0.0025706093,0.00088996056,342,34200000,1241.268931388855,184.8
