serial_timesteps,policy_entropy,ep_reward_mean,fps,policy_loss,value_loss,explained_variance,clipfrac,approxkl,true_reward,n_updates,total_timesteps,time_elapsed,ep_len_mean
75000,5.230683,3.0462653104986748,51948,-0.0009803975,0.71188885,0.9562403783202171,0.010619,0.0017683462,-0.060523663,75,7500000,276.6479778289795,103.52
76000,5.2172613,2.7183803089649516,57180,-0.0009306233,0.61700875,0.9605331420898438,0.011171,0.0019947914,-0.06272586,76,7600000,280.2884829044342,97.21
77000,5.2043304,3.4773076502925324,52099,-0.0010862553,0.6442579,0.9593213349580765,0.012330001,0.0020058907,-0.064098455,77,7700000,283.76772689819336,103.33
78000,5.1913934,2.541438137415448,56645,-0.0009694514,0.5508372,0.9653713665902615,0.016351,0.0026127866,-0.066423796,78,7800000,287.42931389808655,100.14
79000,5.1814885,2.7004190539654274,53602,-0.0010894026,0.6952365,0.9559727571904659,0.015376,0.0022200746,-0.062588476,79,7900000,290.96940994262695,87.74
80000,5.17307,3.3082008259550855,54545,-0.0010419494,0.6870042,0.9569170214235783,0.016228002,0.0022784928,-0.064701475,80,8000000,294.57253766059875,97.75
81000,5.1656103,3.0049952514278813,51981,-0.00079713174,0.59568036,0.9632845781743526,0.0099720005,0.0019002187,-0.060260773,81,8100000,298.1712763309479,99.67
82000,5.1590586,3.183101608660168,50336,-0.0009921687,0.62934184,0.9620991833508015,0.015049,0.0022023711,-0.06304552,82,8200000,301.8450880050659,95.72
83000,5.149113,2.9253030913217435,51497,-0.0010119776,0.678156,0.9588102512061596,0.018339,0.002561904,-0.061290953,83,8300000,305.543105840683,102.02
84000,5.1417,3.0134906860331387,57957,-0.00091789785,0.66056097,0.9603266417980194,0.014719,0.0021840248,-0.06318846,84,8400000,309.2429127693176,95.42
85000,5.133112,3.7445751419766564,49588,-0.0011170749,0.6331562,0.9609992243349552,0.0153979985,0.0021908067,-0.06091367,85,8500000,312.7583487033844,113.92
86000,5.126672,2.845299832750807,53185,-0.001063426,0.6005596,0.9627677127718925,0.0144380005,0.0021412396,-0.062484846,86,8600000,316.4992780685425,94.93
87000,5.1188383,2.6884087101335172,57364,-0.00089012587,0.57895494,0.9649385288357735,0.014491001,0.0021661106,-0.06305935,87,8700000,320.11058259010315,95.04
88000,5.111776,2.7791053523041636,56995,-0.0010490216,0.59069264,0.9638408496975899,0.011873001,0.0018815199,-0.062310707,88,8800000,323.6287500858307,99.43
