value_loss,time_elapsed,explained_variance,clipfrac,fps,ep_len_mean,true_reward,ep_reward_mean,total_timesteps,approxkl,serial_timesteps,policy_entropy,n_updates,policy_loss
0.030856166,25.59142231941223,0.9401621110737324,0.1952,2314,17.32,0.08874188,1.4786450399458408,43250,0.013428392,43250,4.998908,173,-0.006235705
0.028691769,25.723395109176636,0.9434667564928532,0.4344,2447,17.32,0.088739805,1.4786395518481732,43500,0.054704808,43500,4.9988403,174,-0.012320556
0.050469756,25.849652767181396,0.8996962159872055,0.37800002,2425,17.14,0.08082892,1.4441738829016686,43750,0.044235002,43750,4.998212,175,-0.01827463
0.017111072,25.97687554359436,0.9649241976439953,0.25000003,2284,17.5,0.088742845,1.5132905535399914,44000,0.02211177,44000,4.99879,176,-0.013055658
0.030825779,26.110412120819092,0.9384251274168491,0.26320004,2374,17.5,0.0887451,1.5133201071619988,44250,0.022776341,44250,4.9997153,177,-0.0062663793
0.03053031,26.239096879959106,0.9388184025883675,0.39959997,2393,17.63,0.088735685,1.558392578959465,44500,0.05486802,44500,4.999148,178,-0.018694725
0.082200535,26.367449522018433,0.8357929289340973,0.374,2335,17.5,0.080893815,1.5135701075196266,44750,0.04350528,44750,4.996848,179,-0.020614628
0.017267754,26.49849247932434,0.9604659453034401,0.4132,2402,17.5,0.08873829,1.513561109751463,45000,0.039992977,45000,4.9922667,180,-0.010729858
0.07830556,26.625893354415894,0.8528532832860947,0.3856,2263,17.32,0.08084137,1.4791304741799831,45250,0.036994863,45250,4.9886246,181,0.0006602099
0.02466202,26.760048151016235,0.9505734667181969,0.2504,2366,17.5,0.088749364,1.5136161424219607,45500,0.019524619,45500,4.9870744,182,-0.014362563
0.026573654,26.88903546333313,0.9439724981784821,0.178,2317,17.5,0.088740066,1.5136091959476472,45750,0.011581941,45750,4.983133,183,-0.008734977
0.03474695,27.02138590812683,0.9291787073016167,0.23760001,2413,17.5,0.08875136,1.5136248543858528,46000,0.018075144,46000,4.971404,184,-0.010606536
0.06357278,27.153133153915405,0.8752484247088432,0.20320001,2396,17.14,0.07280866,1.444433414041996,46250,0.01684631,46250,4.96511,185,-0.015363431
0.02128716,27.2822425365448,0.9571008943021297,0.33960003,2393,17.32,0.08874429,1.4787523126602173,46500,0.0342554,46500,4.9616747,186,-0.012158105
0.026866302,27.41017723083496,0.9496183395385742,0.25640002,2400,17.32,0.088741824,1.4787477979063988,46750,0.020872166,46750,4.9577055,187,-0.009809013
0.026213517,27.538602113723755,0.9481780268251896,0.1948,2463,17.5,0.08874894,1.5132112860679627,47000,0.013133837,47000,4.9571214,188,-0.013429034
0.026607051,27.663691759109497,0.9463852792978287,0.3088,2514,17.32,0.08079312,1.4786328110098839,47250,0.034682296,47250,4.959281,189,-0.02449787
0.042655222,27.786977767944336,0.9181132912635803,0.3136,2475,17.14,0.08077711,1.444031038582325,47500,0.02421304,47500,4.9617505,190,-0.0067707403
0.05245901,27.911690711975098,0.8959563821554184,0.2776,2403,16.96,0.08077347,1.409407991617918,47750,0.022159059,47750,4.9619713,191,-0.009042567
0.03735777,28.039066076278687,0.925895981490612,0.412,2392,17.14,0.08076324,1.4439777681231498,48000,0.05508117,48000,4.9619493,192,-0.015586622
0.0129679125,28.1670925617218,0.9734228122979403,0.24039999,2419,16.96,0.080773905,1.409364996701479,48250,0.016344283,48250,4.960879,193,-0.011436997
0.007714737,28.29387879371643,0.9836679752916098,0.17000002,2389,16.96,0.088751376,1.4093829374015332,48500,0.012926942,48500,4.9593368,194,-0.0062698526
0.02407672,28.422250270843506,0.9515350572764874,0.272,2337,17.13,0.088745564,1.4420561490952968,48750,0.021912986,48750,4.9570274,195,-0.011098042
0.06558323,28.553022623062134,0.8662771135568619,0.3364,2376,16.96,0.080793194,1.4093864330649375,49000,0.03580527,49000,4.9558764,196,-0.016196163
0.07860644,28.68150234222412,0.8368881344795227,0.16480002,2301,17.13,0.08089191,1.4423878704011441,49250,0.013758923,49250,4.953876,197,-0.0138672935
0.042259715,28.81418490409851,0.9128819182515144,0.21039999,2384,17.17,0.08877741,1.4500221121311188,49500,0.017094515,49500,4.951601,198,-0.008435733
0.04293267,28.942514181137085,0.91323272138834,0.30839998,2403,17.32,0.08874779,1.4789996711909772,49750,0.0271267,49750,4.949485,199,-0.014196709
0.041783914,29.070269346237183,0.9170917272567749,0.2148,2425,17.5,0.08874266,1.513624766767025,50000,0.017211631,50000,4.947479,200,-0.011511301
0.019953487,29.197073936462402,0.9589457884430885,0.31199998,2359,17.5,0.0887509,1.5136235953867436,50250,0.027716717,50250,4.9458222,201,-0.009474118
0.044425536,29.326597213745117,0.9099038913846016,0.2064,2397,17.5,0.08875763,1.5136537471413611,50500,0.017168302,50500,4.944358,202,-0.010088866
0.030992825,29.45458149909973,0.9392066299915314,0.3952,2509,17.67,0.08874916,1.5663592103123665,50750,0.062326193,50750,4.942218,203,-0.020847872
0.033046972,29.577677488327026,0.9341612085700035,0.26999998,2438,17.75,0.0887503,1.5815329825878144,51000,0.023244528,51000,4.9409156,204,-0.011796115
0.035851013,29.703622817993164,0.9252412170171738,0.3588,2474,17.85,0.08874792,1.6006125451624393,51250,0.049131643,51250,4.937144,205,-0.0062526464
0.03385155,29.828139305114746,0.928595744073391,0.24200001,2310,17.84,0.08875307,1.598742222338915,51500,0.019109821,51500,4.9353094,206,-0.015148746
0.04404518,29.95976233482361,0.9105245545506477,0.2428,2409,17.84,0.088756226,1.5987780703604222,51750,0.016686961,51750,4.9331026,207,-0.009704255
0.07349697,30.087568283081055,0.8540042638778687,0.2648,2514,17.32,0.06482791,1.4786664843559265,52000,0.021450888,52000,4.9311576,208,-0.0123051405
0.063325986,30.21036386489868,0.8721204996109009,0.33840004,2460,17.14,0.08086551,1.444251321554184,52250,0.036874887,52250,4.928977,209,-0.022020847
0.037397765,30.33603000640869,0.9233771115541458,0.3124,2463,17.14,0.088798806,1.4443754868209362,52500,0.023001935,52500,4.9261446,210,-0.0030415119
0.029248502,30.46254563331604,0.9423521645367146,0.1932,2312,17.14,0.088750854,1.4443763540685177,52750,0.014175668,52750,4.9246645,211,-0.009538439
0.026284004,30.594964027404785,0.9465653784573078,0.1904,2435,17.14,0.08874953,1.4443659767508508,53000,0.017719228,53000,4.919033,212,-0.016228667
0.048182253,30.721051931381226,0.905806839466095,0.22680001,2475,16.96,0.08078335,1.409770495146513,53250,0.018103879,53250,4.9176,213,-0.013936998
0.014753577,30.846174240112305,0.9686462096869946,0.22479999,1665,17.18,0.08875908,1.4519700710475445,53500,0.01513358,53500,4.9176188,214,-0.007685141
0.027858948,31.020092248916626,0.9435264281928539,0.2964,2446,17.5,0.08875293,1.5136501090228558,53750,0.022401512,53750,4.9159775,215,-0.006556873
0.051718734,31.14604139328003,0.8969716429710388,0.25120002,2421,17.5,0.0808164,1.5135273280739785,54000,0.017253425,54000,4.9134216,216,-0.013719772
0.032532178,31.272758722305298,0.9307631850242615,0.1504,2429,17.32,0.0807816,1.478797926902771,54250,0.009889061,54250,4.9125605,217,-0.00872301
0.12385595,31.399483680725098,0.7533184587955475,0.412,2309,16.96,0.07292228,1.4098516681790352,54500,0.0452727,54500,4.913179,218,-0.018861398
0.026062116,31.531811237335205,0.9483705088496208,0.21799998,2354,16.96,0.08874347,1.4098382151126863,54750,0.017234063,54750,4.9118376,219,-0.01013976
0.040699895,31.66159987449646,0.915894016623497,0.2928,2429,16.96,0.08074006,1.4096942557394505,55000,0.02341115,55000,4.908567,220,-0.011382018
0.004961554,31.78878402709961,0.9881005911156535,0.2256,2361,16.96,0.08875239,1.409697635471821,55250,0.01953138,55250,4.904544,221,-0.014322342
0.043858785,31.91810369491577,0.9080519676208496,0.31960002,2432,16.78,0.08077725,1.3750752611458301,55500,0.032348517,55500,4.9010572,222,-0.013247577
0.021609612,32.04456877708435,0.9585822410881519,0.3464,2268,16.96,0.08874547,1.4095956133306027,55750,0.03060717,55750,4.897307,223,-0.013722764
0.11006607,32.17832350730896,0.7902998328208923,0.3692,2221,16.96,0.080843076,1.40974768191576,56000,0.038402077,56000,4.8956265,224,-0.012061215
0.058402233,32.314826250076294,0.8882417753338814,0.34760004,2331,17.14,0.08084045,1.4442313693463802,56250,0.031436343,56250,4.891421,225,-0.0079202065
0.033498254,32.44721484184265,0.9310974255204201,0.23960002,2340,16.96,0.08079611,1.4096758903563023,56500,0.01908334,56500,4.8867097,226,-0.014215549
0.025191624,32.578017234802246,0.9472916387021542,0.2792,1787,16.96,0.08077229,1.4097389195859433,56750,0.021132827,56750,4.886489,227,-0.013774166
0.030855661,32.74198007583618,0.9356515184044838,0.35719997,2372,16.96,0.08874469,1.409734845906496,57000,0.034396317,57000,4.8874583,228,-0.010729251
0.022749122,32.87191653251648,0.9549219124019146,0.38840002,2387,17.14,0.08873623,1.4443266259133816,57250,0.047934763,57250,4.8870654,229,-0.0078481445
0.03608701,33.00056791305542,0.9298410043120384,0.33720002,2349,16.96,0.080773756,1.4097165052592755,57500,0.027310818,57500,4.8848534,230,-0.007448052
0.0029753852,33.130964517593384,0.992626927793026,0.27319998,2431,17.14,0.088746354,1.4441537360846997,57750,0.020886643,57750,4.8844085,231,-0.022940597
0.021882031,33.25843691825867,0.9559835381805897,0.27000004,2468,17.32,0.08873553,1.4785752953588962,58000,0.021205097,58000,4.883877,232,-0.009094654
0.030564869,33.383264780044556,0.9381731003522873,0.4144,2455,17.5,0.08874863,1.513143699467182,58250,0.048890043,58250,4.8825917,233,-0.020432718
0.024491515,33.508809328079224,0.9512030184268951,0.3524,2395,17.65,0.08875263,1.562128137946129,58500,0.039691262,58500,4.8815317,234,-0.009986747
0.02253536,33.63778328895569,0.9563243985176086,0.234,2430,17.67,0.08874487,1.5659076054394245,58750,0.019429881,58750,4.8838744,235,0.0005348662
0.021231385,33.76481795310974,0.9580927900969982,0.31160003,2337,17.66,0.088743486,1.5640377129614353,59000,0.029121276,59000,4.886515,236,-0.006770081
0.0684055,33.896459102630615,0.862917497754097,0.5104,2393,17.51,0.08080701,1.5351509460806847,59250,0.0945457,59250,4.88714,237,-0.011883632
0.014772022,34.02516579627991,0.9691809844225645,0.4256,2391,17.66,0.088738136,1.5641012217104435,59500,0.04613368,59500,4.8872976,238,-0.010672113
0.024338031,34.15389823913574,0.951629288494587,0.41600004,2433,17.66,0.08875176,1.5641417208313941,59750,0.04225921,59750,4.88774,239,-0.011112364
0.03270291,34.28096556663513,0.9347348064184189,0.45,2400,17.66,0.08876129,1.5641730070114135,60000,0.062485743,60000,4.892328,240,-0.010390379
0.022992378,34.40812420845032,0.9525504410266876,0.2864,2406,17.66,0.08873814,1.5641353423893452,60250,0.028259035,60250,4.8958216,241,-0.007311928
