value_loss,ep_len_mean,true_reward,ep_reward_mean,policy_loss,policy_entropy,total_timesteps,clipfrac,approxkl,n_updates,fps,explained_variance,time_elapsed,serial_timesteps
0.045301866,248.0,0.05503569,13.75951517059353,-0.0012075736,3.7379832,4275000,0.044832002,0.00414496,171,58699,0.8296434581279755,143.90106654167175,42750
0.006966947,250.0,0.05733066,14.332664758828978,-0.0012626427,3.7231832,4300000,0.052732002,0.0045636804,172,58169,0.9782728552818298,144.69352197647095,43000
0.005018111,250.0,0.05707471,14.268677494515844,-0.0017722889,3.7094395,4325000,0.0411,0.004016535,173,58798,0.9804033730179071,145.49248886108398,43250
0.005588189,250.0,0.057760317,14.440079692598738,-0.0022125018,3.6915581,4350000,0.034384,0.0036826772,174,53175,0.9775601271539927,146.28759908676147,43500
0.005806506,250.0,0.05878311,14.69577781269707,-0.0026847722,3.6718452,4375000,0.038784,0.0040128557,175,57221,0.9751005806028843,147.11603617668152,43750
0.0060555125,250.0,0.05832954,14.582384973562258,-0.0021931385,3.651765,4400000,0.023116,0.003113324,176,58358,0.9769209437072277,147.91849756240845,44000
0.0054288893,250.0,0.058670778,14.667695038338188,-0.00273965,3.6305134,4425000,0.018492,0.0025016605,177,59271,0.9794080518186092,148.73079419136047,44250
0.005728436,250.0,0.05891329,14.728322157866897,-0.002213207,3.6074595,4450000,0.026552001,0.0032109115,178,59243,0.9799976460635662,149.52458715438843,44500
0.0053951107,250.0,0.058538917,14.63472917935434,-0.0021267938,3.5872836,4475000,0.026988,0.0031081126,179,59648,0.9786192439496517,150.30549550056458,44750
0.005751237,250.0,0.06066112,15.165280888576236,-0.001274957,3.568521,4500000,0.054868,0.004912491,180,60862,0.9784842301160097,151.08244013786316,45000
0.0049489094,250.0,0.060221855,15.05546310190708,-0.0006193036,3.553082,4525000,0.06310799,0.005208353,181,62095,0.9792522247880697,151.87273120880127,45250
0.03277812,249.36,0.060117435,15.103032009165908,-0.0016792609,3.5401993,4550000,0.025636002,0.003209792,182,59685,0.8739326000213623,152.66988921165466,45500
0.0065526823,250.0,0.05991389,14.978471960184585,-0.0012829121,3.530704,4575000,0.059252,0.005005372,183,58302,0.9802665431052446,153.47780537605286,45750
0.005442473,250.0,0.05890241,14.725602249875896,-0.001692041,3.5183575,4600000,0.023675999,0.003128472,184,58410,0.9789555836468935,154.2771499156952,46000
0.0048050378,250.0,0.06059268,15.14816980284652,-0.002522575,3.500426,4625000,0.027,0.0030661954,185,58654,0.9791488759219646,155.07553029060364,46250
0.06070769,248.25,0.0607179,15.321989141934246,-0.0018593328,3.483205,4650000,0.062736,0.0053498717,186,59435,0.7879879176616669,155.8683078289032,46500
0.0051364903,250.0,0.06008713,15.02178313557195,-0.0013931808,3.4717064,4675000,0.025668,0.0031122798,187,58720,0.9764376729726791,156.66903638839722,46750
0.020165158,248.85,0.06066533,15.215224884521804,-0.0030806018,3.4588985,4700000,0.065264,0.0055008978,188,58929,0.9357557073235512,157.47225952148438,47000
0.0056775985,250.0,0.06051411,15.128528198791555,-0.00070579536,3.4476333,4725000,0.0658,0.0054920935,189,57549,0.9769643601030111,158.24998211860657,47250
0.04983838,249.47,0.060753614,15.273843455025126,-0.0028660563,3.4377468,4750000,0.069387995,0.0057810307,190,59802,0.7901138216257095,159.0507390499115,47500
0.041551925,248.19,0.0609084,15.241085894906501,-0.0015204904,3.4307632,4775000,0.075215995,0.0058976025,191,59766,0.8277566730976105,159.8344373703003,47750
0.0747028,246.79,0.05961782,14.937049423716271,-0.0028702063,3.4250915,4800000,0.091819994,0.006973085,192,58768,0.7601413577795029,160.6308913230896,48000
0.0038456402,250.0,0.061565995,15.39149970387709,-0.00057945,3.4194655,4825000,0.077644,0.0061674165,193,59117,0.9800713639706373,161.41332602500916,48250
0.0030952673,250.0,0.060922552,15.23063856394423,-0.0014937915,3.4091537,4850000,0.070184,0.005592006,194,59961,0.9829883761703968,162.2159185409546,48500
0.0054012616,250.0,0.06156416,15.391039012013572,-0.0022424574,3.3955066,4875000,0.050744005,0.004766949,195,58334,0.968116071075201,163.0112645626068,48750
