value_loss,ep_len_mean,true_reward,ep_reward_mean,policy_loss,policy_entropy,total_timesteps,clipfrac,approxkl,n_updates,fps,explained_variance,time_elapsed,serial_timesteps
0.037731126,247.78,0.041371588,10.328443832646185,1.7972361e-05,4.2199955,3625000,0.07366801,0.0057864366,145,57132,0.8569014966487885,123.19177556037903,36250
0.041346766,247.61,0.041422423,10.322155898783294,-0.001137161,4.2113733,3650000,0.07701601,0.0061597014,146,58088,0.8511392921209335,123.97833800315857,36500
0.02124386,250.0,0.042260054,10.565012987295331,-0.0009877158,4.2020082,3675000,0.032356,0.0035205383,147,55637,0.9121687859296799,124.77811050415039,36750
0.042942714,248.78,0.04324081,10.849211722050903,-0.0018385884,4.1903234,3700000,0.027924001,0.0030752663,148,59001,0.8482268899679184,125.58138656616211,37000
0.015691971,250.0,0.044880085,11.220021024512938,-0.0019652913,4.177385,3725000,0.026591998,0.003271918,149,58277,0.9304648712277412,126.3596625328064,37250
0.018128404,250.0,0.045715187,11.428796014901659,-0.0021248101,4.16141,3750000,0.035860002,0.0037244856,150,53706,0.9194633141160011,127.1771788597107,37500
0.016143242,250.0,0.046610095,11.652522475846908,-0.0022536095,4.144015,3775000,0.027635997,0.0034810468,151,59600,0.9331411197781563,128.0225911140442,37750
0.013241944,250.0,0.048622686,12.155671813197932,-0.0022237464,4.1251464,3800000,0.029971998,0.0035943545,152,59581,0.93775899335742,128.78890538215637,38000
0.042835657,248.41,0.04778168,11.963368042521497,-0.0016854445,4.106126,3825000,0.0159,0.002708679,153,58137,0.8433903902769089,129.57161378860474,38250
0.01354627,250.0,0.046915125,11.728781047300181,-0.0020389508,4.0891886,3850000,0.042292003,0.0039305687,154,59581,0.9539450965821743,130.3790431022644,38500
0.017447677,250.0,0.04880317,12.200791608559262,-0.0022461058,4.0734553,3875000,0.058356,0.0050285696,155,56912,0.9375270009040833,131.16238713264465,38750
0.013360558,250.0,0.050630737,12.657683696836665,-0.0023420055,4.057833,3900000,0.032412,0.003567135,156,59309,0.9467608965933323,131.9731662273407,39000
0.010297518,250.0,0.050548937,12.637233308363625,-0.002255239,4.0399942,3925000,0.026907999,0.003261951,157,60000,0.9609412923455238,132.74936962127686,39250
0.008215593,250.0,0.05167035,12.917587500033418,-0.0015712494,4.018468,3950000,0.027728,0.0032123688,158,58501,0.9662285298109055,133.52913856506348,39500
0.0076670707,250.0,0.05229454,13.073634673684392,-0.0023101375,3.9950264,3975000,0.023303999,0.0031001314,159,58024,0.9703131057322025,134.32127952575684,39750
0.008221559,250.0,0.05221063,13.052657078968739,-0.0015944038,3.9723747,4000000,0.048504002,0.0043400666,160,59004,0.9698975030332804,135.10693836212158,40000
0.0073467977,250.0,0.05224199,13.060497003174225,-0.0022201936,3.952856,4025000,0.035444,0.003820348,161,57067,0.9716091491281986,135.89602899551392,40250
0.0075575123,250.0,0.0532736,13.3184000016348,-0.002032083,3.9332118,4050000,0.026736002,0.0033464178,162,58337,0.9691151492297649,136.70811438560486,40500
0.0075458377,250.0,0.052690316,13.172578845394277,-0.0018390988,3.9125748,4075000,0.038592,0.0040198886,163,59015,0.9726487714797258,137.5170886516571,40750
0.0069607934,250.0,0.055135243,13.783811523865152,-0.0024583035,3.892985,4100000,0.027420003,0.0030059633,164,57800,0.9686456955969334,138.30382180213928,41000
0.0072407713,250.0,0.053966034,13.491508289303797,-0.0021720454,3.8710697,4125000,0.028528001,0.0031788393,165,58422,0.9722365234047174,139.11911797523499,41250
0.0073959767,250.0,0.054462396,13.61559985050848,-0.002575298,3.8493881,4150000,0.027664,0.0033130166,166,60732,0.974095294252038,139.91214203834534,41500
0.0072297915,250.0,0.05595329,13.988322438193523,-0.0021765549,3.8272903,4175000,0.021448001,0.003024775,167,57894,0.9675799086689949,140.69324564933777,41750
0.0060922904,250.0,0.055590734,13.89768302822978,-0.002729487,3.8052936,4200000,0.052331995,0.004610851,168,59664,0.9748101569712162,141.4959135055542,42000
0.005955625,250.0,0.055846017,13.961503444034896,-0.0021975036,3.783886,4225000,0.014956,0.0021322453,169,55990,0.9754042364656925,142.28380846977234,42250
0.006023748,250.0,0.055184375,13.796093313724013,-0.0024312462,3.7602584,4250000,0.023664,0.002984205,170,58339,0.9777353294193745,143.1014802455902,42500
