ep_len_mean,policy_entropy,ep_reward_mean,serial_timesteps,explained_variance,n_updates,time_elapsed,policy_loss,value_loss,true_reward,clipfrac,approxkl,fps,total_timesteps
70.87,4.0947137,8.464908282980906,91000,0.8950572609901428,364,314.48951506614685,-0.0010303014,1.0648284,0.11405737,0.029291999,0.0031004292,56771,9100000
85.34,4.09058,10.43835572384647,91250,0.8755555599927902,365,315.2748701572418,-0.0019434912,1.1658401,0.109755166,0.028311998,0.003133957,45640,9125000
76.19,4.0872927,9.345351657817664,91500,0.9023728370666504,366,316.1840147972107,-0.000933597,0.9665276,0.112244084,0.02052,0.0025503896,45499,9150000
92.43,4.084328,11.402350816653634,91750,0.8780980184674263,367,317.0865795612335,-0.0015906409,1.1098226,0.115332834,0.025479998,0.0029242318,44074,9175000
85.85,4.0790925,11.496977937663905,92000,0.9006147086620331,368,318.00068831443787,-0.0013909361,0.99661887,0.11829414,0.027051996,0.0031914383,46423,9200000
77.4,4.0748034,9.939614756154478,92250,0.8907942399382591,369,318.8874046802521,-0.00063337496,1.0910736,0.116005234,0.022004,0.0026833874,35714,9225000
88.7,4.07038,10.855360469321022,92500,0.8848322257399559,370,319.93712759017944,-0.0021776662,1.0973055,0.115956165,0.035788003,0.0036487817,49445,9250000
85.84,4.0668435,10.960378478281783,92750,0.8919530063867569,371,320.7926354408264,-0.0010504818,1.12484,0.11243063,0.039572,0.0037852377,51447,9275000
79.61,4.064469,9.704903407818056,93000,0.8973722457885742,372,321.62848711013794,-0.0009272783,1.0635087,0.11729701,0.03664,0.003736686,56353,9300000
76.45,4.0610332,9.34289065787685,93250,0.8721484839916229,373,322.41207814216614,-0.000970119,1.387712,0.113760196,0.018984,0.0025945401,50405,9325000
87.19,4.0575233,10.880098405222524,93500,0.8859564587473869,374,323.25831508636475,-0.0017838466,1.0912628,0.117409706,0.034044,0.0035383787,50438,9350000
88.68,4.053324,10.926109471151431,93750,0.8930162116885185,375,324.10162687301636,-0.0015168941,1.0346367,0.11523336,0.03138,0.0034484547,50594,9375000
88.94,4.050093,11.25221896707575,94000,0.9090715274214745,376,324.94748759269714,0.00057497865,0.9367002,0.11140048,0.097803995,0.0076549975,38079,9400000
89.07,4.046939,11.10406545246893,94250,0.9103676006197929,377,325.9479377269745,-0.0018988075,0.92938316,0.11332251,0.026160002,0.0031203884,57453,9425000
88.32,4.0416136,10.687728859439376,94500,0.896529495716095,378,326.7321207523346,-0.0016940683,1.0887258,0.11131477,0.034704,0.0036257703,55323,9450000
72.93,4.0357485,8.642326246398733,94750,0.8983365744352341,379,327.5383005142212,-0.00072053296,1.1053594,0.11517349,0.025332,0.0032002549,47739,9475000
72.46,4.028373,9.574669655648176,95000,0.8857941031455994,380,328.4009246826172,-0.0013674799,1.2797735,0.11193483,0.027292002,0.0029418766,51266,9500000
79.46,4.022627,10.523574391649891,95250,0.9020819291472435,381,329.23796486854553,-0.0012942913,1.0966367,0.11321378,0.017096002,0.0022493668,56010,9525000
83.6,4.017349,10.893128159289482,95500,0.9000981003046036,382,330.0394837856293,-0.0014123025,1.0603889,0.11754132,0.041128002,0.0039340258,55624,9550000
86.32,4.0133433,11.451644188378705,95750,0.8921628966927528,383,330.84944772720337,-0.00081006903,1.1390352,0.11835125,0.021608,0.0027820342,44025,9575000
86.63,4.01163,11.665545554605195,96000,0.905606672167778,384,331.7639558315277,-0.0014354909,1.0341198,0.116127685,0.033024002,0.003295033,57431,9600000
89.45,4.0085955,12.002651726708281,96250,0.8931999877095222,385,332.5542333126068,-0.0012223865,1.1360866,0.118290335,0.03152,0.003199536,55644,9625000
87.31,4.004561,11.432204582256164,96500,0.9107238352298737,386,333.36358547210693,-0.0006276566,0.90707856,0.12101288,0.062712,0.0051895604,55762,9650000
79.14,4.0019636,9.555532206695935,96750,0.8753642141819,387,334.16686153411865,-0.000933676,1.3112311,0.110592455,0.017728,0.0025574982,47719,9675000
88.4,4.0015526,11.686997385027352,97000,0.8940056040883064,388,335.0335190296173,-0.0012217839,1.080456,0.11281956,0.019052,0.0023340513,55067,9700000
90.23,4.000099,11.064540007270988,97250,0.8939716070890427,389,335.8382351398468,-0.0013340639,1.1202285,0.11444753,0.031940002,0.0034342494,55717,9725000
81.24,3.9983165,10.034255743964023,97500,0.8962968438863754,390,336.63747215270996,-0.0013861367,1.0755075,0.116454445,0.022052,0.002554908,45916,9750000
83.0,3.9980206,10.350725630138768,97750,0.9044637754559517,391,337.5278377532959,-0.0010280304,0.9984996,0.11176993,0.013040001,0.002115908,55067,9775000
90.87,3.9971147,11.940227942341345,98000,0.9018935412168503,392,338.33583307266235,-0.0012173993,1.0562499,0.12138233,0.026164,0.0028953012,55751,9800000
92.07,3.9938133,11.482447199787712,98250,0.9085056334733963,393,339.139689207077,-0.0021101579,0.97857153,0.1134031,0.020092001,0.002581254,54250,9825000
90.13,3.9896367,12.052974395781057,98500,0.8941799849271774,394,339.96060967445374,-0.001761194,1.1817343,0.118694134,0.034900002,0.003617479,40869,9850000
91.47,3.988158,11.817002590519841,98750,0.9055782705545425,395,340.9124565124512,-0.00104286,0.9834875,0.11834594,0.025819998,0.0030261776,36208,9875000
98.81,3.987023,12.378577542902494,99000,0.9063724875450134,396,341.9464907646179,-0.0017854711,0.9583305,0.12142967,0.022007998,0.0027148947,28304,9900000
96.4,3.984117,11.954262695536599,99250,0.9108413904905319,397,343.1852135658264,-0.0017210463,0.9167258,0.11786181,0.028776,0.0030562675,57681,9925000
88.89,3.976564,11.356594383158372,99500,0.899798721075058,398,343.9906792640686,-0.00105839,1.0772011,0.12010665,0.024504,0.003052957,54245,9950000
89.02,3.9716682,11.17216328209848,99750,0.9044798016548157,399,344.80822110176086,-0.0009477745,1.0236768,0.12258889,0.016536001,0.0023351377,54802,9975000
87.21,3.9673457,10.694814500801149,100000,0.8960414230823517,400,345.6341094970703,-0.0013152224,1.1561098,0.115438275,0.02502,0.0030814724,55565,10000000
84.62,3.9608703,11.125863324718084,100250,0.8976894319057465,401,346.44908452033997,-0.0017208053,1.1427119,0.12099108,0.03706,0.0036876637,56031,10025000
87.03,3.9537792,11.264555660523474,100500,0.9024885222315788,402,347.2520081996918,-0.0010327238,1.1044359,0.11967496,0.023959998,0.0028352956,56210,10050000
78.35,3.9457302,9.238358037346043,100750,0.9035703986883163,403,348.0494875907898,-0.00022412292,1.097818,0.11103946,0.026503999,0.0029752033,44915,10075000
79.45,3.9402127,9.774315362102062,101000,0.8966359570622444,404,348.95262598991394,-0.0009622791,1.1658261,0.11807712,0.013483999,0.0021474746,34272,10100000
88.17,3.9353034,11.762091451063752,101250,0.9098913371562958,405,350.0309913158417,-0.001740894,1.0262216,0.12544289,0.027839998,0.003043019,55627,10125000
82.97,3.9308982,10.563835948496125,101500,0.9071117863059044,406,350.8267834186554,-0.00038852054,1.0453275,0.121440224,0.058288,0.0050744987,55542,10150000
88.61,3.9254756,11.491834704228095,101750,0.9070932269096375,407,351.6205379962921,-0.001255017,0.9578341,0.12182535,0.024756,0.0029938438,56156,10175000
87.87,3.9187863,11.497837786525487,102000,0.8978630602359772,408,352.4324426651001,-0.0017151732,1.104082,0.11864709,0.033856,0.0035083785,55608,10200000
91.24,3.9151485,11.291953114656499,102250,0.9143232330679893,409,353.2296783924103,-0.001316379,0.9079773,0.118293494,0.020615999,0.0023879292,56203,10225000
95.38,3.9073017,11.653905055500946,102500,0.9195769652724266,410,354.0272879600525,-0.0011839904,0.83252156,0.115543135,0.040448003,0.0038857516,54928,10250000
96.46,3.901733,12.798239332194207,102750,0.9104316681623459,411,354.83121371269226,-0.000953746,0.91565955,0.12184526,0.057156004,0.0049124234,50290,10275000
90.2,3.8974404,10.964488268035929,103000,0.905708834528923,412,355.6761875152588,-0.0007301153,1.0311298,0.115937,0.038451992,0.003986153,56779,10300000
91.78,3.8925729,11.906281699703541,103250,0.9079880341887474,413,356.47543382644653,-0.0013614885,1.042423,0.12001825,0.021327998,0.0024699862,55829,10325000
93.37,3.8878124,12.14409935585485,103500,0.9213235750794411,414,357.28042674064636,-0.0016953662,0.86621636,0.120242305,0.044112004,0.004096264,54922,10350000
86.68,3.8832192,10.629700317675015,103750,0.9058053717017174,415,358.0847158432007,-0.0007354667,1.0638502,0.11740684,0.022656,0.0027845497,55161,10375000
87.0,3.8798683,10.993549191858328,104000,0.9093111306428909,416,358.89802837371826,-0.0016960874,1.0075433,0.117003605,0.028628003,0.003116969,56549,10400000
87.6,3.8755126,10.881615324769664,104250,0.9161754474043846,417,359.6955394744873,-0.0018371405,0.948794,0.11672257,0.024272002,0.0028141441,43601,10425000
90.98,3.8703485,11.778389206860448,104500,0.9254461526870728,418,360.6140966415405,-0.0011607253,0.88784534,0.12729356,0.030188,0.0034847572,44853,10450000
85.18,3.865892,10.206716813658714,104750,0.9041143581271172,419,361.5134210586548,-0.00097210816,1.0881386,0.11999189,0.012032,0.0018908794,50869,10475000
91.15,3.8618007,11.292230442734436,105000,0.9147090688347816,420,362.34906673431396,-0.001396256,0.8982814,0.11739993,0.018376,0.0024132864,53045,10500000
86.3,3.857338,10.593323571191867,105250,0.9025567397475243,421,363.17185258865356,-0.0013994813,1.1222556,0.121909454,0.027716001,0.0029942323,45961,10525000
87.21,3.8547206,10.184674890327733,105500,0.9134747311472893,422,364.0763051509857,-0.0019815932,0.941179,0.11184604,0.02836,0.0031077522,43880,10550000
88.48,3.8532672,10.872464153356123,105750,0.912196934223175,423,364.9930956363678,-0.0012179774,0.95670176,0.1178592,0.018919999,0.0026459394,48212,10575000
85.42,3.8495739,10.162645959447254,106000,0.9211380556225777,424,365.85510063171387,-0.0013405554,0.8505128,0.11928646,0.053308,0.0047329003,55501,10600000
91.47,3.84504,10.685057961181737,106250,0.9085960164666176,425,366.65910601615906,-0.0015982311,1.0332274,0.11779901,0.024611998,0.0029356466,43393,10625000
85.57,3.8390782,10.028086554445327,106500,0.9004720076918602,426,367.5764329433441,-0.0011498408,1.1045738,0.120946504,0.027724002,0.0031072304,55446,10650000
81.53,3.8351567,8.943624358735324,106750,0.8981583938002586,427,368.38387751579285,-0.00088080147,1.1883022,0.11464072,0.028808001,0.0032373094,51208,10675000
84.88,3.8301215,9.227380496212282,107000,0.9175733998417854,428,369.22744631767273,-0.0012744184,0.9531312,0.112326995,0.019639999,0.002623822,53132,10700000
76.4,3.8235314,9.499053319196683,107250,0.9075339362025261,429,370.05339527130127,-0.0013234129,1.176496,0.11654452,0.039516,0.003979965,54845,10725000
73.97,3.8192012,8.041979664654646,107500,0.8761000856757164,430,370.8707175254822,-0.00092753145,1.5112311,0.11438001,0.025231998,0.0031943363,36922,10750000
87.91,3.8142235,10.972545680147595,107750,0.9059816375374794,431,371.89798498153687,-0.0011569133,1.0876763,0.122968584,0.028067997,0.0033860444,54866,10775000
79.82,3.8091424,10.53040102947969,108000,0.8945637494325638,432,372.6976900100708,-0.001574932,1.2447917,0.12032606,0.019916,0.002607849,43723,10800000
88.68,3.8055413,11.300787871113279,108250,0.9139840006828308,433,373.6138620376587,-0.0011185973,1.0163953,0.1253391,0.013544001,0.0019229206,55989,10825000
85.0,3.8030903,9.771614015342202,108500,0.9167374074459076,434,374.4227418899536,-0.0014809808,0.9952916,0.11315136,0.030252,0.0030458304,55678,10850000
82.79,3.8021874,10.441219816897647,108750,0.8844216242432594,435,375.23645067214966,-0.0021060538,1.388641,0.12342705,0.045092005,0.0042241737,44600,10875000
80.05,3.8011384,9.34039193307457,109000,0.8982992619276047,436,376.148672580719,-0.00059107225,1.1588954,0.11887235,0.041924004,0.003952152,53782,10900000
84.22,3.7987454,10.387821602346667,109250,0.9211570024490356,437,376.99150347709656,-0.0015177245,0.9536389,0.118377015,0.032220002,0.0032530557,54505,10925000
88.54,3.7956645,11.087670335952716,109500,0.9052835032343864,438,377.8093912601471,-0.001355709,1.153498,0.12300315,0.025428003,0.0029963942,55923,10950000
79.56,3.7925925,9.643412662539632,109750,0.9137393310666084,439,378.6214973926544,-0.001144986,1.0499196,0.12057985,0.028384,0.003129018,53079,10975000
92.19,3.7884471,11.473307292414828,110000,0.9232770726084709,440,379.4372191429138,-0.0012017338,0.9533216,0.12154841,0.034287997,0.0035864306,31847,11000000
87.28,3.7850509,10.40557900974527,110250,0.9163611680269241,441,380.5786633491516,-0.0012030221,0.98442686,0.124002375,0.0147,0.0022004165,55429,11025000
83.43,3.782835,10.37794226158061,110500,0.9296353831887245,442,381.3734314441681,-0.0014679276,0.8764426,0.12261843,0.03618,0.0036863417,48908,11050000
85.21,3.7801242,11.006681340557407,110750,0.924108698964119,443,382.22525811195374,-0.001573168,0.8600122,0.121793136,0.032504,0.0035035461,47183,11075000
83.09,3.77676,9.765411584761459,111000,0.9106915816664696,444,383.1142997741699,-0.0012600808,1.0165241,0.12211379,0.022847999,0.002848818,55838,11100000
75.33,3.7742686,9.292901471716469,111250,0.9278731420636177,445,383.9169714450836,-0.0015829063,0.92314196,0.11709667,0.028088,0.0029685623,38527,11125000
83.28,3.771625,9.803326791429427,111500,0.9241727218031883,446,384.9074215888977,-0.0012043964,0.9447929,0.121102646,0.017096,0.0021908134,47778,11150000
79.02,3.7689567,9.152158737757908,111750,0.9133675619959831,447,385.77717566490173,-0.0012815018,1.0914868,0.119365394,0.015460001,0.0020369976,51140,11175000
87.78,3.7650394,11.10590228609275,112000,0.904679037630558,448,386.62246656417847,-0.0019088894,1.1795205,0.12591884,0.020272,0.0027278247,48974,11200000
87.1,3.7609715,11.751767942992446,112250,0.9158631563186646,449,387.47644805908203,-0.0014550688,0.99672145,0.12984283,0.037392,0.003749109,55782,11225000
81.49,3.7591465,9.851767101914156,112500,0.9229286089539528,450,388.2735528945923,-0.0014095532,0.9460608,0.1229847,0.02114,0.0029210583,56724,11250000
86.13,3.757628,9.925064614517032,112750,0.9179125353693962,451,389.0652747154236,-0.0016315721,1.01496,0.11849658,0.021876002,0.0025315888,44970,11275000
88.11,3.7551162,10.412619973033435,113000,0.9246989339590073,452,389.9686498641968,-0.0015235454,0.9139862,0.12098382,0.043936003,0.004035263,46622,11300000
90.3,3.7534668,11.066961385729373,113250,0.9107677936553955,453,390.8497734069824,-0.001259654,1.026465,0.12275635,0.01472,0.0021702298,54930,11325000
83.53,3.75148,10.171456696312525,113500,0.9046330899000168,454,391.65414667129517,-0.0011478442,1.1437566,0.12285707,0.031200001,0.0032772205,55785,11350000
81.51,3.749612,10.346984394411557,113750,0.9292098730802536,455,392.4496719837189,-0.0009897707,0.91691434,0.12847216,0.012228,0.0020629645,55376,11375000
93.1,3.7478116,11.35359143226171,114000,0.921985886991024,456,393.2555422782898,-0.0011617424,0.9469789,0.12233319,0.016951999,0.00233851,54830,11400000
86.39,3.7473743,11.172143786033411,114250,0.9164136201143265,457,394.07247734069824,-0.0011683636,1.0065295,0.12465465,0.018516,0.0023375188,56302,11425000
86.27,3.7464738,11.434430183547084,114500,0.8962565958499908,458,394.86719155311584,-0.0019410672,1.35148,0.12819725,0.028772,0.0031059587,54038,11450000
84.44,3.7445781,10.416531598370057,114750,0.9215348958969116,459,395.68330931663513,-0.0009175333,0.95174086,0.12681934,0.025176,0.0029505934,54267,11475000
92.85,3.7434685,12.190545433672378,115000,0.90921600908041,460,396.50243878364563,-0.0018547319,1.1143707,0.12688646,0.024519999,0.0029802006,56391,11500000
83.96,3.7417412,10.981703796765068,115250,0.9131111353635788,461,397.3039665222168,-0.0014684232,1.0702415,0.12814534,0.021099998,0.0029545338,55301,11525000
93.73,3.740334,11.673099197905977,115500,0.9154391437768936,462,398.11439275741577,-0.0023713626,1.0091578,0.12928358,0.026872,0.0030321262,56734,11550000
85.87,3.7389958,10.592538154319046,115750,0.9242605268955231,463,398.90802121162415,-0.0003412279,0.94506025,0.131274,0.081136,0.006345155,56452,11575000
87.18,3.7378888,11.002735490062042,116000,0.9095966219902039,464,399.70717334747314,-0.0016203603,1.1102841,0.1318636,0.027096,0.0033597262,55547,11600000
82.24,3.7341409,9.925305887565482,116250,0.9203637316823006,465,400.5123598575592,-0.0013664592,0.9976702,0.12802228,0.026420001,0.0031107138,56548,11625000
79.97,3.727073,10.050719641120777,116500,0.9038048088550568,466,401.3056468963623,-0.0014647612,1.1873707,0.1299586,0.053272,0.0046009673,56705,11650000
87.18,3.7207122,10.986795745817945,116750,0.9129258021712303,467,402.0982744693756,0.0006199678,1.0462515,0.13177925,0.071416,0.0057159774,50101,11675000
95.7,3.715416,11.702460285393753,117000,0.897018276154995,468,402.9377145767212,-0.00033157007,1.175037,0.13191524,0.026627999,0.0031527746,56394,11700000
89.05,3.7115579,10.522451910817763,117250,0.9107479974627495,469,403.72978019714355,-0.0012232703,1.1103756,0.12431005,0.025255999,0.0029411463,55454,11725000
83.94,3.7082095,9.717773095155135,117500,0.9084404557943344,470,404.53712153434753,-0.0012949712,1.0810485,0.12207679,0.028840002,0.0031569481,54637,11750000
80.38,3.7056706,9.293129302917514,117750,0.9089638814330101,471,405.3611295223236,-0.0007956332,1.1082792,0.13050552,0.034528,0.003507312,56343,11775000
86.29,3.7038188,10.315065247751772,118000,0.9109109565615654,472,406.15509128570557,-0.00077249255,1.0560058,0.13160881,0.035003997,0.00370479,56450,11800000
85.39,3.6990795,9.830946140509331,118250,0.9164765477180481,473,406.94801902770996,-0.0013218235,1.0086406,0.12568337,0.020732,0.0026980683,47458,11825000
81.8,3.691618,9.23923276023488,118500,0.9223963990807533,474,407.8392446041107,-0.0023046017,0.9154836,0.12442922,0.0392,0.003981088,54498,11850000
84.99,3.686086,10.841109057208524,118750,0.9189959093928337,475,408.6658034324646,-0.0009845335,0.9835097,0.13218062,0.031328,0.003363584,52185,11875000
75.2,3.6800385,8.195351013555191,119000,0.9112536236643791,476,409.5023958683014,-0.0009234338,1.078431,0.122633375,0.040376,0.0039602444,55781,11900000
90.74,3.673243,10.565045998115675,119250,0.8962750807404518,477,410.307329416275,-0.00080247584,1.2408234,0.12728769,0.046732,0.0042292643,50296,11925000
87.94,3.668248,10.98840572912246,119500,0.9110767468810081,478,411.1554663181305,0.0009208011,1.1178734,0.13653207,0.086564,0.006558013,55534,11950000
85.2,3.6644661,10.115337157166142,119750,0.910143069922924,479,411.96136379241943,-0.00142245,1.101198,0.12561718,0.041740004,0.004187713,48746,11975000
88.47,3.66248,9.703090513639308,120000,0.8987039402127266,480,412.8270297050476,-0.0009820712,1.2234422,0.11807579,0.028711999,0.0032560297,54903,12000000
97.18,3.6593585,10.764610759993666,120250,0.897291786968708,481,413.6335391998291,-0.0016871637,1.260082,0.12653211,0.0148519995,0.0022767354,48065,12025000
92.52,3.6534126,11.200737450144139,120500,0.8999972343444824,482,414.4895839691162,-0.0020547176,1.1859236,0.12835032,0.035444,0.0035947065,56386,12050000
81.23,3.64916,9.073008858072571,120750,0.9023101180791855,483,415.2904770374298,-0.0012138848,1.289392,0.13044974,0.02536,0.0029821948,54441,12075000
92.92,3.6450276,10.435460799576967,121000,0.8985549360513687,484,416.113689661026,-0.0013684399,1.2552621,0.1266442,0.030727997,0.0035002392,44727,12100000
86.12,3.6398017,9.831660507618217,121250,0.8805486187338829,485,417.02988028526306,-0.0009923696,1.518008,0.1245202,0.023664001,0.002855301,56631,12125000
86.65,3.6351542,9.949695603579748,121500,0.8703558295965195,486,417.8224775791168,-0.0011726056,1.572015,0.12226977,0.025127998,0.0027235174,56652,12150000
88.95,3.6316726,9.887864039951165,121750,0.8962385728955269,487,418.6246483325958,-0.0017183876,1.2015707,0.12387508,0.033864,0.0034294687,56568,12175000
83.77,3.6266618,9.695456185709627,122000,0.8876053020358086,488,419.4161870479584,-0.0010343355,1.3724195,0.12799825,0.042227995,0.00391497,31971,12200000
96.37,3.6215522,11.553289504856657,122250,0.8770748674869537,489,420.54057908058167,-0.0011826693,1.4814541,0.13137878,0.025604,0.0029359492,48901,12225000
83.39,3.617,10.524025647695817,122500,0.9137436971068382,490,421.3900954723358,-0.0018499577,1.1848633,0.13143554,0.019352,0.002533427,55140,12250000
93.34,3.6111941,11.521494806765112,122750,0.8974489122629166,491,422.18871331214905,-0.00084804633,1.2920313,0.13414988,0.045088,0.004160485,55528,12275000
82.13,3.60509,9.857290637228871,123000,0.8919246047735214,492,422.9817976951599,-0.00076904206,1.3264155,0.13659506,0.0343,0.0037503839,46239,12300000
83.05,3.601581,9.10418068748375,123250,0.9018513634800911,493,423.86966013908386,-0.00092106976,1.2336308,0.12911232,0.029764,0.0034465413,56621,12325000
85.11,3.598711,10.169526833102573,123500,0.9074151739478111,494,424.66676139831543,-0.0013141688,1.185985,0.13094707,0.023784,0.0029583564,55157,12350000
88.77,3.5975602,10.103284708447172,123750,0.8989652916789055,495,425.4660701751709,-0.0022128012,1.2580249,0.12836799,0.03506,0.0034530864,50838,12375000
88.73,3.5966194,10.16795507010298,124000,0.9009389281272888,496,426.30884742736816,-0.0013530696,1.2601684,0.1369773,0.031252,0.0033441926,56340,12400000
88.57,3.5947335,10.31182372207055,124250,0.9031323045492172,497,427.1074028015137,-0.0013758775,1.2685143,0.12961288,0.022832,0.0029170518,56123,12425000
85.71,3.5911593,10.012347258602386,124500,0.9051006734371185,498,427.91123819351196,-0.0014042585,1.302415,0.12558532,0.014616,0.0022212542,55551,12450000
92.71,3.5878975,10.343364392093498,124750,0.9185802042484283,499,428.70905351638794,-0.00097421557,1.0279511,0.13726477,0.019688,0.0025671655,51540,12475000
77.64,3.583971,9.131764895037632,125000,0.9145068675279617,500,429.5451171398163,-0.0019304178,1.1805855,0.13391925,0.028468002,0.003130865,37545,12500000
91.33,3.5803218,11.326301212588442,125250,0.9171967282891273,501,430.55875039100647,-0.0012937936,1.1090136,0.13438633,0.051132,0.0044874,44369,12525000
86.58,3.5779011,10.496261782455258,125500,0.909918949007988,502,431.46100330352783,-0.0012789026,1.1453091,0.13247114,0.049292002,0.004393478,56416,12550000
91.7,3.574424,10.268187585578998,125750,0.9229710772633553,503,432.2438099384308,-0.0014005884,1.0181042,0.13346566,0.043155998,0.0041148374,55575,12575000
95.88,3.5713303,10.64059069031442,126000,0.9087106361985207,504,433.04498410224915,-0.0011003108,1.1426845,0.12752537,0.0347,0.0035975047,56098,12600000
107.96,3.5681171,12.482575089661987,126250,0.9122484028339386,505,433.8429505825043,-0.0008884743,0.9806185,0.13539852,0.035288,0.0034647353,56370,12625000
84.61,3.5655932,10.112696420999127,126500,0.8997457474470139,506,434.638290643692,-0.001375622,1.3177145,0.1383125,0.029184002,0.0031952187,55037,12650000
90.92,3.5598283,10.181478037219641,126750,0.9170867502689362,507,435.45051407814026,-0.0013290154,1.0549875,0.134078,0.036176004,0.0037596978,56247,12675000
84.77,3.553723,9.725358405513326,127000,0.9170358628034592,508,436.23902320861816,-0.001346635,1.0911186,0.13878997,0.033272002,0.003321079,56405,12700000
94.8,3.5488763,10.4109704204624,127250,0.9070308655500412,509,437.03499937057495,-0.00035298348,1.0810077,0.12929761,0.037188,0.0036146422,56416,12725000
86.96,3.5441823,9.952899934875894,127500,0.9119526520371437,510,437.84316325187683,-0.00050467945,1.1382663,0.13525751,0.041596003,0.0039591263,54804,12750000
100.45,3.5399303,11.793704178130646,127750,0.910148486495018,511,438.6708562374115,-0.0009185923,1.1481564,0.134839,0.036504004,0.0036620107,54032,12775000
96.45,3.5328128,11.495722891457845,128000,0.9164439588785172,512,439.50545835494995,-0.0019104335,1.0379511,0.13523623,0.055080004,0.004800645,54512,12800000
95.66,3.5265076,11.60935982185416,128250,0.9044065624475479,513,440.33697962760925,-0.0013625512,1.2038194,0.13914834,0.061288,0.0052299956,55376,12825000
99.42,3.5226052,11.848262359293585,128500,0.9205595403909683,514,441.15487456321716,-0.0010027653,0.9523633,0.13942969,0.034452,0.0034627474,54848,12850000
97.98,3.517741,11.54906723247579,128750,0.9175672754645348,515,441.964941740036,-0.0013446871,0.9976207,0.13327487,0.025228,0.0029791056,31428,12875000
109.73,3.5121486,13.668163732051035,129000,0.9223582521080971,516,443.0972213745117,-0.001291849,0.9533011,0.14450559,0.018663999,0.0025980358,34803,12900000
94.56,3.509618,10.832081391816027,129250,0.8891255855560303,517,444.15576171875,-0.0015322418,1.4415524,0.13206388,0.026384002,0.0028692326,56091,12925000
95.39,3.507957,11.26894125996012,129500,0.8925251513719559,518,444.9479675292969,-0.0013543802,1.309296,0.13747284,0.049084,0.004350015,54821,12950000
123.83,3.5046487,15.223940549204418,129750,0.901173010468483,519,445.74965357780457,-0.0016622648,1.0737079,0.13879003,0.035664,0.0037916496,56972,12975000
122.77,3.498359,15.242488432074897,130000,0.9137348756194115,520,446.5240821838379,-0.0020407245,1.0320485,0.13879111,0.05618,0.00488967,55213,13000000
101.67,3.493815,11.912365223939997,130250,0.9091159701347351,521,447.32861614227295,-0.0009994276,1.1364812,0.1390394,0.027711999,0.0029980163,54798,13025000
104.24,3.4906342,13.42485155347931,130500,0.9083933532238007,522,448.1366436481476,-0.0017423338,1.1603125,0.14222862,0.020639997,0.0025768278,56360,13050000
127.56,3.486005,15.617419473319314,130750,0.9050722569227219,523,448.92990589141846,-0.0014019422,1.0505819,0.13843775,0.030268002,0.0031711913,55168,13075000
134.33,3.480395,17.2741362913372,131000,0.8855673596262932,524,449.73141622543335,-0.0013721857,1.2502625,0.14126897,0.016688,0.0024167753,55781,13100000
109.43,3.4752884,12.810298416628138,131250,0.9014974534511566,525,450.5240213871002,-0.0011517347,1.1262271,0.13424936,0.014864,0.0022231464,47587,13125000
133.84,3.4713483,16.077090728002805,131500,0.8987886682152748,526,451.39849305152893,-0.0018846272,1.0267712,0.13572727,0.031400003,0.0033775207,56849,13150000
116.51,3.4674282,14.017637119881801,131750,0.9113724902272224,527,452.1842975616455,-0.0010705125,1.0378807,0.13587923,0.02172,0.0027838503,56613,13175000
125.99,3.463771,15.544211153949545,132000,0.9214848056435585,528,452.9764492511749,-0.001155605,0.87837696,0.14511679,0.021648,0.0027612452,55711,13200000
117.0,3.4582849,13.591089055831471,132250,0.9092246890068054,529,453.7838945388794,-0.0020359377,1.0918992,0.1369414,0.034755997,0.0036068223,55602,13225000
137.57,3.4506764,15.278972850564605,132500,0.9152229130268097,530,454.59125232696533,-0.00026262272,0.8640293,0.13354859,0.067536,0.005763327,54967,13250000
137.64,3.4434674,16.28673603150819,132750,0.911695808172226,531,455.3950593471527,-0.00012001296,0.9697784,0.14405917,0.06416799,0.0054065,56721,13275000
160.45,3.4383533,21.56510596765327,133000,0.9004806205630302,532,456.1846613883972,-0.00040617958,0.9729169,0.14704277,0.03772,0.003798797,55911,13300000
144.02,3.4354796,17.0781142634993,133250,0.8913389444351196,533,456.98620772361755,-0.001784407,1.1012791,0.13870996,0.017036,0.0024128053,48072,13325000
122.16,3.4332619,15.056861855170283,133500,0.9017685651779175,534,457.85005354881287,-0.0013309878,1.1868534,0.1417877,0.011984,0.0019041381,56573,13350000
143.34,3.4295144,16.83372324111362,133750,0.8816200420260429,535,458.6424398422241,-0.000909158,1.2915355,0.13679875,0.045415998,0.0042467983,38419,13375000
149.74,3.4269524,19.82894341794832,134000,0.8632853925228119,536,459.630740404129,-0.0012475053,1.5201992,0.147035,0.030671999,0.0032578092,57114,13400000
149.82,3.4253254,19.82570191505001,134250,0.8992932364344597,537,460.41557145118713,-0.0012721029,1.0844895,0.14509392,0.021188002,0.00271323,34084,13425000
130.58,3.423282,18.509872079056223,134500,0.9062760844826698,538,461.4985976219177,-0.0012901009,1.2240133,0.15452515,0.028792003,0.0031629473,57192,13450000
152.13,3.420758,19.146757501448302,134750,0.886284813284874,539,462.28207755088806,-0.0025072345,1.1668533,0.14065793,0.029832002,0.003218906,55000,13475000
140.5,3.416884,18.327360498231137,135000,0.8735023140907288,540,463.11767053604126,-0.0015748687,1.4423951,0.14629738,0.038784,0.0036753514,54134,13500000
