approxkl,n_updates,total_timesteps,ep_reward_mean,ep_len_mean,true_reward,policy_entropy,explained_variance,time_elapsed,serial_timesteps,value_loss,clipfrac,policy_loss,fps
0.02554202,165,4125000,90.97447414833819,249.63,0.36360723,-5.208995,0.9381043165922165,141.73385071754456,41250,0.5297896,0.26238,0.0010667392,53933
0.01206429,166,4150000,90.09421631336271,250.0,0.36037683,-5.2108765,0.9833403807133436,142.53612852096558,41500,0.14519402,0.164768,-0.00018064049,53474
0.016451024,167,4175000,88.9355533001003,249.31,0.35589552,-5.215698,0.9388203285634518,143.34956884384155,41750,0.5643553,0.20132,-0.00025602922,53629
0.026996944,168,4200000,89.98860194221838,250.0,0.35995442,-5.2166433,0.9836720880120993,144.14849162101746,42000,0.14767367,0.27670398,0.008566624,54256
0.027304867,169,4225000,89.08742336510782,250.0,0.35634968,-5.217093,0.9848982384428382,144.94850301742554,42250,0.14179714,0.31006798,0.009692518,48354
0.03701893,170,4250000,90.46999839849384,250.0,0.36187997,-5.216326,0.9864766420796514,145.79867148399353,42500,0.13545206,0.357376,0.0146319065,53778
0.05623023,171,4275000,89.6594769485123,249.56,0.35843128,-5.2152267,0.9389659501612186,146.59359908103943,42750,0.5984794,0.442616,0.012092759,54056
0.027688092,172,4300000,88.95713475456523,249.76,0.3554828,-5.2148905,0.9522444754838943,147.39387488365173,43000,0.46771145,0.29784003,0.003093259,53694
0.027492922,173,4325000,89.79195287498034,250.0,0.3591678,-5.2168384,0.9873609626665711,148.2078721523285,43250,0.11746733,0.2951,0.008494971,52907
0.034093875,174,4350000,89.37168849106412,248.64,0.35794547,-5.220436,0.9036114811897278,149.02921295166016,43500,0.95110875,0.324716,0.0022277916,54838
0.034555703,175,4375000,89.73145779581391,250.0,0.35892585,-5.221877,0.9849631236866117,149.8391671180725,43750,0.1352292,0.352532,0.012979761,54869
0.024053363,176,4400000,90.25431027491518,250.0,0.36101726,-5.220317,0.9813923258334398,150.62796902656555,44000,0.16270635,0.27132797,0.007842661,48989
0.026845288,177,4425000,90.71228659946239,249.89,0.36246786,-5.2205954,0.9631079882383347,151.4749138355255,44250,0.3465131,0.29901204,0.0037973144,53108
