serial_timesteps,fps,time_elapsed,ep_reward_mean,explained_variance,total_timesteps,ep_len_mean,true_reward,clipfrac,approxkl,policy_entropy,n_updates,policy_loss,value_loss
44000,56486,162.472069978714,8.839646527578044,0.8064497709274292,4400000,28.56,0.42042848,0.0021880001,0.00070433365,5.3459635,176,-0.00069786963,14.150255
44250,53565,163.3533387184143,11.128310919010547,0.7875862419605255,4425000,30.33,0.42879406,0.009408,0.0015665904,5.3446283,177,-0.0009413802,14.935984
44500,54341,164.23894023895264,7.749237506522913,0.82586769759655,4450000,28.16,0.40359566,0.009352,0.0014291187,5.3430758,178,-0.00085817603,12.674302
44750,55434,165.14506149291992,10.35539431140387,0.8082310706377029,4475000,28.02,0.4365189,0.004348,0.0010449446,5.3414354,179,-0.0006702287,14.310692
45000,56038,166.03729128837585,9.99417111165065,0.8115801215171814,4500000,28.79,0.42894605,0.007828,0.001118197,5.3404193,180,-0.00074647606,13.996287
45250,55517,166.92158555984497,9.548297784726856,0.8068834692239761,4525000,30.32,0.4058072,0.012456,0.0015235066,5.33965,181,-0.0006007556,14.449667
45500,56179,167.78784561157227,11.768213383194524,0.8103867471218109,4550000,29.66,0.4185405,0.0047720005,0.001122407,5.3384266,182,-0.0005280472,14.537973
45750,57694,168.6562201976776,9.942354585786743,0.8134034276008606,4575000,30.71,0.4135268,0.010264,0.0015035039,5.336623,183,-0.00054720615,14.341374
46000,56660,169.51688027381897,12.512533207109955,0.8216662853956223,4600000,29.4,0.4795304,0.014103999,0.0019456245,5.3348746,184,-0.0008690713,14.434772
46250,57266,170.38357090950012,9.210470821502385,0.8123704195022583,4625000,28.55,0.43577692,0.001028,0.00039141727,5.333548,185,-0.0005054749,14.790558
46500,57480,171.24798583984375,12.347990794596116,0.7956321388483047,4650000,31.53,0.41883966,0.009092,0.0015855322,5.331788,186,-0.0010821971,14.231354
46750,55949,172.08817982673645,9.553404795084498,0.8108355104923248,4675000,27.74,0.42445946,0.005728,0.0012117252,5.3296514,187,-0.0010977158,15.41934
47000,55780,172.971923828125,11.927213323398028,0.7673955708742142,4700000,30.97,0.42169046,0.028616,0.002962086,5.3265085,188,-0.00053820614,18.281721
47250,56020,173.85197687149048,6.602652843352989,0.8125476688146591,4725000,27.1,0.4297671,0.017584,0.0022421284,5.3233986,189,-0.0004024016,14.882578
47500,57528,174.71955800056458,11.192947401323327,0.7942162156105042,4750000,28.52,0.4211935,0.013064,0.0018710953,5.321298,190,-0.0012332108,15.495722
47750,54356,175.58516836166382,11.305381782854965,0.8120928555727005,4775000,32.02,0.43355915,0.016364,0.0021707627,5.3196664,191,-0.0009032992,14.152201
48000,56239,176.48490691184998,11.247114166070242,0.8193369954824448,4800000,31.06,0.41634265,0.0013240001,0.0006886961,5.319066,192,-0.000375481,13.473413
48250,57339,177.3571012020111,9.8958430994425,0.7936343848705292,4825000,28.65,0.43662643,0.01454,0.00202465,5.318394,193,-0.00087740517,14.563411
48500,55754,178.2267997264862,12.576688434330718,0.8208247125148773,4850000,30.76,0.44022563,0.006104,0.0012360843,5.317477,194,-0.00081436883,14.323715
48750,54918,179.10977411270142,8.736815476148331,0.8211248964071274,4875000,27.68,0.41616753,0.0038120002,0.0008170173,5.316369,195,-0.0007226292,14.746692
49000,54388,179.99742436408997,8.664225433090177,0.813056692481041,4900000,26.78,0.4476012,0.009052,0.0013698426,5.315055,196,-0.00090020953,15.2567005
49250,53488,180.88626432418823,10.30718475807109,0.8104008585214615,4925000,29.92,0.44038633,0.014012,0.0019651784,5.313754,197,-0.0009079312,14.892787
49500,54336,181.77870917320251,11.841948725574476,0.8103144019842148,4950000,29.59,0.44154313,0.024640003,0.0027894801,5.312328,198,-0.0010415729,13.847326
49750,56039,182.6658546924591,11.085341929058268,0.8183235973119736,4975000,33.41,0.46134317,0.004176,0.0010385267,5.310622,199,-0.0007738378,14.795627
50000,56936,183.5421450138092,11.923316450955609,0.7984847873449326,5000000,29.91,0.42775574,0.013272,0.002100303,5.308513,200,-0.0014060548,16.38795
50250,56372,184.40359592437744,9.812709345450857,0.8119566589593887,5025000,31.03,0.4564346,0.015612001,0.0021983087,5.3060465,201,-0.0014443679,15.465691
50500,56159,185.27579379081726,13.068101193400762,0.8177368342876434,5050000,32.26,0.41840515,0.0173,0.002333319,5.303184,202,-0.0014774905,14.178526
50750,57391,186.14771175384521,9.981098453387167,0.8210915774106979,5075000,33.54,0.4340768,0.017004,0.0020469832,5.3008394,203,-0.0009220891,14.223081
51000,54592,187.0238790512085,10.724145135196158,0.825208842754364,5100000,31.22,0.4484978,0.015368,0.0022719272,5.298257,204,-0.0009649495,14.560491
51250,56549,187.90550589561462,9.315309956175625,0.8098401576280594,5125000,28.34,0.4353885,0.027732,0.0029745193,5.2962427,205,-0.0013048039,16.397835
51500,55921,188.7772078514099,11.657260416437985,0.8098909258842468,5150000,30.48,0.44360763,0.027371999,0.0030460923,5.2942915,206,-0.0011006998,16.015915
51750,56571,189.65989351272583,8.803412617021241,0.8166179358959198,5175000,27.02,0.45541203,0.024704,0.0027373857,5.290738,207,-0.0012724662,14.631009
52000,55546,190.5116319656372,10.445981912324932,0.8125005215406418,5200000,29.93,0.4631402,0.016948,0.0023285397,5.287329,208,-0.00107776,14.071843
52250,54582,191.3826835155487,9.698976726072724,0.8230791538953781,5225000,27.87,0.4431468,0.025208002,0.0028450927,5.2857065,209,-0.0015429899,15.383362
52500,56103,192.2701542377472,12.596047216647067,0.8169198930263519,5250000,29.49,0.43928954,0.024372,0.0027499094,5.283641,210,-0.0012988003,15.445381
52750,56407,193.13279676437378,8.687903155228069,0.8366091400384903,5275000,29.44,0.44460288,0.027916,0.003035298,5.2802143,211,-0.0013683779,14.662578
53000,56608,193.99632906913757,11.776699310132608,0.8243772983551025,5300000,30.6,0.462344,0.008344,0.0015692773,5.2765837,212,-0.0008123068,14.934537
53250,56801,194.85064840316772,10.30882863216102,0.82708540558815,5325000,29.2,0.49282333,0.012032,0.0018430423,5.274517,213,-0.00105811,14.77083
53500,56905,195.71631455421448,11.708685872828646,0.8115552812814713,5350000,31.67,0.4648676,0.009044,0.0017767942,5.273291,214,-0.00086902286,14.220029
53750,54667,196.57854771614075,9.286950215921097,0.8460087329149246,5375000,28.61,0.46161062,0.006712,0.0014734139,5.272058,215,-0.0008024303,12.998555
54000,54317,197.47021341323853,10.397494157689344,0.8262588381767273,5400000,31.89,0.45235547,0.010424,0.0014448421,5.271245,216,-0.0009018332,13.9732685
54250,55381,198.3659610748291,10.972462122209254,0.8419530689716339,5425000,29.46,0.45858628,0.020548,0.0025450885,5.270539,217,-0.0014814239,13.674345
54500,56738,199.23911356925964,8.858832191616676,0.8333543986082077,5450000,29.65,0.45703593,0.015711999,0.0018918226,5.269686,218,-0.0011926728,14.845471
54750,55291,200.09963393211365,13.36184477572875,0.8473760336637497,5475000,30.58,0.49511656,0.0148640005,0.0021532008,5.26896,219,-0.00090103596,13.076526
55000,55635,200.97903895378113,12.312743754395377,0.8448008447885513,5500000,29.26,0.48223466,0.016688,0.0022604212,5.2665653,220,-0.0012307327,13.183591
55250,56794,201.85280466079712,8.797734638958355,0.8423126190900803,5525000,29.23,0.45350185,0.02496,0.0027226186,5.263587,221,-0.00064242573,14.993723
55500,56721,202.70126748085022,9.999129195708855,0.8351742178201675,5550000,29.8,0.46544954,0.031467997,0.003257481,5.2613196,222,-0.0015150865,14.721623
55750,57091,203.55863666534424,11.116970323306523,0.824975922703743,5575000,30.15,0.45839265,0.016412,0.002391362,5.258646,223,-0.0013330873,14.61902
56000,57545,204.4196355342865,9.441893261961049,0.8231113255023956,5600000,28.49,0.45327058,0.030199999,0.0032603606,5.25472,224,-0.002313918,16.241098
56250,56526,205.2817347049713,11.2186198859258,0.831669345498085,5625000,29.52,0.44879857,0.014092,0.0022212574,5.251512,225,-0.0009311787,14.970322
56500,54157,206.1386992931366,8.79319447362912,0.8384154438972473,5650000,29.37,0.4252212,0.021784002,0.0026184567,5.2482977,226,-0.0010812499,15.054825
56750,56631,207.0169129371643,11.65584349103825,0.823112890124321,5675000,29.74,0.4994152,0.023616,0.0028225707,5.246569,227,-0.0013929626,15.796148
57000,55927,207.8693470954895,10.17493784916791,0.8407158702611923,5700000,28.88,0.4498594,0.018204,0.0023188868,5.244266,228,-0.0012227693,14.312819
57250,55867,208.7353971004486,11.090562397075555,0.8383303433656693,5725000,32.59,0.4390059,0.0336,0.0033174078,5.240356,229,-0.002080957,14.428602
57500,48799,209.64939737319946,13.740017339917394,0.8630288392305374,5750000,33.95,0.49589124,0.027236,0.0031323265,5.235737,230,-0.0011816714,12.436571
57750,55929,210.58901357650757,13.7029081518987,0.8523131757974625,5775000,30.99,0.51293737,0.019399997,0.0023908108,5.23154,231,-0.0010107808,13.139087
58000,56790,211.4633708000183,9.213693562595363,0.859866738319397,5800000,29.28,0.50255543,0.017824,0.0026418015,5.227571,232,-0.0010118758,12.516378
58250,57786,212.31481981277466,12.116678780084667,0.8483581691980362,5825000,31.93,0.5026677,0.016716,0.0021939608,5.223884,233,-0.0011563724,13.875198
58500,55272,213.19757866859436,10.854076305066119,0.8500271737575531,5850000,30.11,0.48706394,0.017563999,0.0024052684,5.22095,234,-0.0014281189,13.042964
58750,57964,214.0623345375061,10.560241213606204,0.8572360575199127,5875000,29.05,0.49558797,0.018547999,0.0023628082,5.2172685,235,-0.0011816096,13.606232
59000,53690,214.93037962913513,10.101930338688543,0.8615483343601227,5900000,33.21,0.46425456,0.024823999,0.0028599622,5.2134547,236,-0.0014198447,12.268118
59250,56130,215.80913090705872,10.38643955474603,0.8627903163433075,5925000,31.24,0.4842764,0.022956003,0.002905095,5.2083683,237,-0.0010055617,12.979757
59500,56557,216.67602157592773,11.243274652433174,0.819965735077858,5950000,30.74,0.49236938,0.033708,0.003456438,5.20223,238,-0.0015621211,17.104101
59750,57415,217.5316288471222,8.726378749234136,0.8587121963500977,5975000,29.82,0.48719063,0.02318,0.0028729388,5.1970882,239,-0.0015321113,12.833074
60000,57445,218.37709856033325,10.72218285405077,0.8563434332609177,6000000,30.14,0.52575403,0.009636,0.0016652759,5.1930275,240,-0.00086687814,12.849277
60250,57190,219.22823476791382,9.365202134408465,0.8125901371240616,6025000,31.93,0.4479577,0.022384,0.0025998978,5.189832,241,-0.0015121957,15.716022
60500,57229,220.10563349723816,8.445629581656467,0.8562151491641998,6050000,24.44,0.4657644,0.027372003,0.0029458343,5.1874204,242,-0.0016707076,13.546336
