fps,ep_len_mean,total_timesteps,policy_entropy,true_reward,serial_timesteps,approxkl,clipfrac,explained_variance,value_loss,policy_loss,time_elapsed,n_updates,ep_reward_mean
62508,250.0,2825000,1.5285904,0.18332928,28250,0.0061250296,0.075008,0.8102455884218216,0.011176413,-0.0032634004,92.108971118927,113,45.832321080714465
61968,248.66,2850000,1.5198007,0.18257564,28500,0.0067798533,0.085484006,0.922429695725441,0.028025016,-0.0036017827,92.8877489566803,114,45.48721963658929
61394,250.0,2875000,1.5141661,0.1827892,28750,0.0072888867,0.093512,0.8751700669527054,0.014163363,-0.0021797314,93.66171431541443,115,45.697299902662635
61396,250.0,2900000,1.5115626,0.18271399,29000,0.0073448895,0.09544001,0.8119895160198212,0.01129072,-0.0014508646,94.44648957252502,116,45.678498874306676
62772,247.91,2925000,1.5083331,0.18243857,29250,0.010531752,0.134168,0.9256416112184525,0.04607748,-0.0024279458,95.23529648780823,117,45.37431706175208
62093,247.85,2950000,1.5047166,0.1816635,29500,0.011680482,0.14798,0.9280721843242645,0.040240843,-0.00062740175,96.02134680747986,118,45.11774191409349
61805,250.0,2975000,1.4999375,0.18270722,29750,0.0069638067,0.083104,0.7999313175678253,0.014333816,-0.0012303558,96.82895731925964,119,45.676811121702194
61779,250.0,3000000,1.4930013,0.18293753,30000,0.005569361,0.06679599,0.7999088317155838,0.011743873,-0.0029865908,97.62082028388977,120,45.73438405692578
60313,245.95,3025000,1.4851816,0.1821526,30250,0.008834079,0.11948399,0.26372021436691284,0.23784593,-0.002600129,98.40216755867004,121,44.888160176128146
61653,250.0,3050000,1.4809266,0.18220574,30500,0.008981788,0.117416,0.9333812817931175,0.023520112,-0.0029030112,99.19422674179077,122,45.55143114887178
61610,250.0,3075000,1.4770262,0.18345636,30750,0.006057191,0.075424,0.7782142460346222,0.010086712,-0.0017016402,99.96843457221985,123,45.864090907275674
61314,249.2,3100000,1.4719623,0.18262167,31000,0.007993561,0.106468,0.8939823359251022,0.035345193,-0.002445364,100.75346541404724,124,45.582143935263154
60730,249.07,3125000,1.4682121,0.1826677,31250,0.011312244,0.151844,0.9106126576662064,0.029254135,-0.0030701237,101.5458014011383,125,45.57825713977218
61208,248.1,3150000,1.4649565,0.18247922,31500,0.009423761,0.123459995,0.890003465116024,0.03360561,-0.0035349163,102.31650352478027,126,45.37159033164382
62586,248.96,3175000,1.4618342,0.1829623,31750,0.008992509,0.114259996,0.9099510237574577,0.026863972,-0.0033215515,103.10665273666382,127,45.61598797515035
62949,250.0,3200000,1.4580545,0.18309936,32000,0.007044082,0.089092,0.8360225558280945,0.010514675,-0.0022886056,103.89155530929565,128,45.77484131023288
61054,250.0,3225000,1.4494032,0.18288869,32250,0.0133024575,0.181984,0.8541091829538345,0.012909944,0.0019403247,104.66394233703613,129,45.72217662528157
60944,250.0,3250000,1.4417369,0.1828296,32500,0.016358843,0.207028,0.8432059586048126,0.012308825,0.002715818,105.43957948684692,130,45.707401867061854
61517,249.41,3275000,1.4362869,0.18269977,32750,0.007935705,0.101611994,0.8885230869054794,0.035542466,-0.003202206,106.24268746376038,131,45.6240968323499
61892,250.0,3300000,1.4314024,0.1831022,33000,0.010456881,0.13560799,0.8109673410654068,0.010006435,0.0009965943,107.02425050735474,132,45.77555046543479
61784,250.0,3325000,1.4264568,0.18351476,33250,0.011939324,0.14584401,0.7850564867258072,0.010497801,0.0013880646,107.79905390739441,133,45.87869056940079
62190,249.17,3350000,1.4212143,0.18239437,33500,0.012620181,0.16054001,0.9135045409202576,0.030437995,0.0002335649,108.57477283477783,134,45.52520697534084
61994,248.21,3375000,1.418487,0.18265574,33750,0.016181078,0.203088,0.7703293114900589,0.1099396,-0.00056023395,109.3508791923523,135,45.43974915549159
60932,250.0,3400000,1.41671,0.18317573,34000,0.015729683,0.19513199,0.8236646503210068,0.014028043,0.005151999,110.12435007095337,136,45.79393278941512
60963,250.0,3425000,1.4136232,0.18285556,34250,0.007843819,0.102235995,0.806603416800499,0.011270576,0.00029656145,110.90480279922485,137,45.71389070659876
62358,249.03,3450000,1.409664,0.1827616,34500,0.011247411,0.154,0.38392072916030884,0.08417752,-0.0021586455,111.69576621055603,138,45.539883590787646
63015,248.97,3475000,1.4071615,0.18228337,34750,0.020921405,0.25962803,0.44685518741607666,0.08795078,0.0011219997,112.47453951835632,139,45.409092679768804
63351,250.0,3500000,1.4042286,0.18305662,35000,0.0062921294,0.07766,0.815712571144104,0.010370536,-0.002245971,113.25288200378418,140,45.76415528818965
61886,250.0,3525000,1.3986608,0.18315104,35250,0.017715095,0.200996,0.8216131031513214,0.011831181,0.004474573,114.03631353378296,141,45.78775884091854
62267,249.49,3550000,1.3944532,0.18281394,35500,0.0074452152,0.096467994,0.896604485809803,0.02841216,-0.0027923593,114.81945776939392,142,45.66360215336084
63137,247.99,3575000,1.3933189,0.1826784,35750,0.013622722,0.1815,0.26851993799209595,0.15870707,-0.0010417898,115.5955159664154,143,45.36441237702966
59925,250.0,3600000,1.3914856,0.18309498,36000,0.009032365,0.118764,0.8297247588634491,0.0136655,0.00018516145,116.34783911705017,144,45.77374483570456
61052,248.57,3625000,1.3876095,0.18271813,36250,0.0100343935,0.10984,0.6656832098960876,0.1262986,-0.0014013728,117.15103006362915,145,45.49517259702086
62728,250.0,3650000,1.3852262,0.18281071,36500,0.00604764,0.070632,0.8009569048881531,0.014332442,0.00069696066,117.9447889328003,146,45.702675697281954
58668,249.11,3675000,1.3803265,0.182951,36750,0.0096438425,0.12996,0.38531768321990967,0.08340536,-0.0018360254,118.71692538261414,147,45.60708849593997
63333,250.0,3700000,1.3770049,0.18300508,37000,0.0107684415,0.13554801,0.8232532292604446,0.011964882,0.0008215477,119.50653958320618,148,45.751274464130404
62841,250.0,3725000,1.3728772,0.18294708,37250,0.009714389,0.124915995,0.8166985362768173,0.015108923,0.0016274794,120.2758002281189,149,45.736773277819154
60600,249.43,3750000,1.3693352,0.1827278,37500,0.005152978,0.059320003,0.8818401768803596,0.029585466,-0.0040059197,121.04806613922119,150,45.63459479771554
61502,249.45,3775000,1.3685358,0.18321145,37750,0.008524123,0.11031201,0.8984569162130356,0.028336743,-0.0025608148,121.84029650688171,151,45.75686675608158
61869,250.0,3800000,1.3662403,0.18308094,38000,0.006347379,0.079884,0.8476014137268066,0.015916403,-0.0027535304,122.62367367744446,152,45.77023297980428
61155,250.0,3825000,1.3624675,0.1833144,38250,0.008731404,0.105224,0.8000901192426682,0.009839465,-0.001113563,123.39614868164062,153,45.82859586417675
63232,248.99,3850000,1.3596667,0.18294533,38500,0.013858621,0.17841598,0.5545847415924072,0.089411706,-0.00056403485,124.18160319328308,154,45.58228025913238
62528,248.34,3875000,1.357214,0.18274622,38750,0.007490893,0.0987,0.21693581342697144,0.1558694,-0.0023505345,124.95596480369568,155,45.44067716047168
60267,250.0,3900000,1.3535599,0.18333645,39000,0.009266238,0.12256799,0.8055101782083511,0.01369035,0.00026622866,125.73294448852539,156,45.83411441996694
62703,250.0,3925000,1.3524904,0.18339142,39250,0.013121061,0.17191601,0.8318959027528763,0.019867575,0.0025125602,126.52649188041687,157,45.84785230025649
60589,250.0,3950000,1.3504668,0.18347411,39500,0.007825302,0.104324,0.8386872857809067,0.0116091715,-0.0014813818,127.29645776748657,158,45.868529085963964
59934,250.0,3975000,1.346469,0.18309215,39750,0.008310194,0.10663601,0.8319172412157059,0.011139582,-0.0018088447,128.08857011795044,159,45.77303152307868
61523,250.0,4000000,1.3419766,0.18240988,40000,0.0077553494,0.10222401,0.908935621380806,0.016908968,-0.002621302,128.88456773757935,160,45.60247114218772
59779,247.96,4025000,1.337521,0.18272066,40250,0.011609946,0.159096,0.269778847694397,0.159533,-0.0023323367,129.67411303520203,161,45.36398244515061
62121,248.13,4050000,1.3369645,0.18251173,40500,0.011013961,0.153364,0.7216368019580841,0.10589574,-0.002726886,130.47230792045593,162,45.38857783727348
62008,249.06,4075000,1.3348982,0.18326561,40750,0.0078071705,0.105672,0.37032729387283325,0.08591871,-0.00233883,131.25553441047668,163,45.67018512755632
59837,250.0,4100000,1.3333479,0.18318272,41000,0.0082367305,0.109827995,0.832934245467186,0.015842753,-0.00021102202,132.07261300086975,164,45.79567585468292
59077,248.01,4125000,1.3313391,0.18271348,41250,0.005935145,0.068772,0.909101203083992,0.06507691,-0.0042235577,132.8928735256195,165,45.4960165771842
57047,248.91,4150000,1.3315809,0.182727,41500,0.008586527,0.11219201,0.9182015955448151,0.036769155,-0.0021752163,133.72636079788208,166,45.54765441462398
58363,250.0,4175000,1.3304638,0.18310994,41750,0.011009703,0.14512,0.8465965390205383,0.011035411,0.0011816142,134.6112928390503,167,45.77748357713222
53139,250.0,4200000,1.3266294,0.18303509,42000,0.006764719,0.084664,0.841118261218071,0.01219255,-0.0020103385,135.42908334732056,168,45.758773725777864
60279,249.47,4225000,1.3223736,0.18280901,42250,0.008970404,0.11694801,0.9139876887202263,0.026408821,-0.00243424,136.38003635406494,169,45.65713225245476
59913,248.65,4250000,1.3196229,0.18238388,42500,0.009128636,0.116895996,0.9181726798415184,0.044656597,-0.0025603254,137.18484807014465,170,45.47194096252322
60703,250.0,4275000,1.3192414,0.18356037,42750,0.008244572,0.11116,0.8358958661556244,0.008836921,-0.0005953023,138.0016496181488,171,45.89009081408381
60847,250.0,4300000,1.3166745,0.18328549,43000,0.007478933,0.098,0.8418354541063309,0.011695181,-0.0018133314,138.81392812728882,172,45.821369161307814
59837,247.85,4325000,1.3125231,0.18266016,43250,0.017528921,0.210476,0.7819590121507645,0.09975533,-0.00017270652,139.61380696296692,173,45.38045462489128
62041,248.95,4350000,1.311102,0.18300243,43500,0.020212583,0.257972,0.4919559359550476,0.08619694,0.001423934,140.41616702079773,174,45.590210974067446
60774,247.5,4375000,1.3119837,0.18293354,43750,0.014255551,0.187604,0.6373408734798431,0.1704338,-0.00296897,141.21847987174988,175,45.404003951251504
55238,250.0,4400000,1.3131899,0.18346167,44000,0.005743783,0.069488004,0.8232173323631287,0.014130292,-0.0027093336,142.03961157798767,176,45.86541042968631
56431,250.0,4425000,1.3090947,0.18337017,44250,0.00785978,0.104524,0.8704164773225784,0.013416221,-0.0022204514,142.96578431129456,177,45.84254091158509
58982,250.0,4450000,1.3011522,0.18383273,44500,0.007962616,0.103636004,0.8404979556798935,0.008826498,-0.0013088493,143.85287356376648,178,45.95818318963051
61069,250.0,4475000,1.2931886,0.18354434,44750,0.0099303145,0.131548,0.8474802672863007,0.010144094,-0.001470797,144.6706383228302,179,45.88608612805605
63342,248.94,4500000,1.2865039,0.1834026,45000,0.024726056,0.27724,0.37428903579711914,0.08376465,0.0018065532,145.47745203971863,180,45.69183861061931
60527,247.81,4525000,1.281469,0.18319334,45250,0.04845645,0.39357197,0.9272478148341179,0.029217478,0.011005214,146.24419951438904,181,45.474853577315805
55671,248.46,4550000,1.2797225,0.18258475,45500,0.027470738,0.280108,0.7823136895895004,0.09720431,0.0020064637,147.03854417800903,182,45.46501543864608
58055,248.03,4575000,1.2784245,0.18318054,45750,0.024666015,0.271988,0.31631410121917725,0.15988207,-8.035358e-06,147.89146852493286,183,45.510056627243756
60591,248.95,4600000,1.2755278,0.18268317,46000,0.014996892,0.18635198,0.912796750664711,0.03354562,-0.00038134944,148.7566328048706,184,45.54918103680015
58810,250.0,4625000,1.271317,0.18307301,46250,0.008243054,0.11046801,0.8138740807771683,0.015102138,-0.0029848942,149.57594418525696,185,45.768252919912335
62171,249.21,4650000,1.2676387,0.18245469,46500,0.0107554495,0.11946,0.9320427402853966,0.02779607,-0.002072452,150.3793466091156,186,45.54429902091622
57011,249.03,4675000,1.2664862,0.18284893,46750,0.009179092,0.12621199,0.5302443206310272,0.08785655,-0.0021004705,151.1590702533722,187,45.56935147799552
61936,250.0,4700000,1.2654989,0.18355522,47000,0.00744816,0.09651999,0.8531004637479782,0.011030257,-0.0016756039,151.98587703704834,188,45.8888052777946
60325,250.0,4725000,1.2649294,0.18338835,47250,0.008904216,0.11807599,0.8659121841192245,0.011552338,-0.0013174812,152.78078508377075,189,45.84709038890898
61772,246.33,4750000,1.267658,0.18229441,47500,0.010222881,0.135988,0.8602299094200134,0.11978207,-0.0026831143,153.56892657279968,190,45.144233048558235
60105,249.15,4775000,1.2699313,0.1830383,47750,0.010002716,0.13245198,0.9180149808526039,0.029317474,-0.0026777086,154.36204934120178,191,45.676559293866156
61093,249.37,4800000,1.2714425,0.18315412,48000,0.008512614,0.112248,0.9211941212415695,0.027787548,-0.0028916919,155.16724801063538,192,45.732772281542424
62392,250.0,4825000,1.2713273,0.18309477,48250,0.008188697,0.109148,0.8853710517287254,0.0119519085,-0.0022516816,155.9645266532898,193,45.77369371205568
62211,250.0,4850000,1.267401,0.18338569,48500,0.017152864,0.21650401,0.8566290736198425,0.009406492,0.0036833077,156.75701427459717,194,45.84642397850752
61627,248.4,4875000,1.263406,0.18260436,48750,0.015215975,0.18925999,0.9403731934726238,0.040474206,-0.00096414256,157.5395815372467,195,45.49170667663216
61634,248.38,4900000,1.2605793,0.18247798,49000,0.010051451,0.134828,0.26297527551651,0.16408941,-0.0017744247,158.32633924484253,196,45.37612135201692
60189,248.62,4925000,1.2580438,0.18217437,49250,0.0097770775,0.12273999,0.9263708665966988,0.04597481,-0.0040487526,159.10575675964355,197,45.41163174524903
60611,248.28,4950000,1.2547529,0.18238758,49500,0.02272616,0.266208,0.45062386989593506,0.16098884,-0.0009439393,159.90590739250183,198,45.340010073557494
61701,246.54,4975000,1.2494919,0.18225825,49750,0.008814815,0.11298399,0.7847088128328323,0.12830459,-0.003805381,160.7135260105133,199,45.080358599871396
61573,250.0,5000000,1.2415172,0.18330787,50000,0.008536065,0.114828005,0.8253980278968811,0.010229388,-0.0018422896,161.50145983695984,200,45.82697076231241
61233,247.45,5025000,1.236038,0.1822563,50250,0.013683778,0.17558,0.6498593389987946,0.1733654,-0.0021702063,162.28679537773132,201,45.21850263908505
60254,248.4,5050000,1.2331562,0.18235308,50500,0.012353064,0.164448,0.7611770182847977,0.102719724,-0.0015106115,163.07793951034546,202,45.378829225748774
63006,249.29,5075000,1.2354683,0.18299302,50750,0.009986968,0.137716,0.5707349181175232,0.08754679,-0.0031122244,163.86387825012207,203,45.64315740801394
60749,250.0,5100000,1.2345855,0.18326479,51000,0.008039218,0.10656401,0.8914386555552483,0.019950803,-0.0018129809,164.62639355659485,204,45.81619765251875
61410,250.0,5125000,1.230671,0.18317501,51250,0.008493019,0.112684,0.8625862300395966,0.011407049,-0.0020730123,165.4231255054474,205,45.79375786229968
61540,248.11,5150000,1.2271087,0.18302034,51500,0.009825984,0.12639599,0.901849590241909,0.0367725,-0.0027432782,166.22238326072693,206,45.53486304759979
61374,248.6,5175000,1.2241074,0.18254828,51750,0.0091349045,0.12217201,0.9349799007177353,0.04059978,-0.0028475088,167.0137176513672,207,45.50966953530908
61437,248.86,5200000,1.218424,0.18287185,52000,0.008677533,0.112296,0.9345050528645515,0.024784673,-0.0031713329,167.8094024658203,208,45.5883711630106
61394,250.0,5225000,1.214123,0.18306,52250,0.009501582,0.13054399,0.8500399440526962,0.010962816,-0.0010436382,168.58795070648193,209,45.764998050928114
61289,247.52,5250000,1.2097354,0.18274386,52500,0.013872112,0.18202798,0.18313801288604736,0.23263355,-0.0025645779,169.37085437774658,210,45.31337254345417
62081,249.27,5275000,1.2053401,0.18291365,52750,0.008230865,0.1102,0.42122381925582886,0.0825353,-0.0021996263,170.15905165672302,211,45.62294475786388
63436,250.0,5300000,1.2036619,0.18342736,53000,0.014179638,0.18208,0.857975035905838,0.016790317,0.00379887,170.9401240348816,212,45.85684192031622
61676,250.0,5325000,1.2006438,0.18331465,53250,0.008008784,0.106528,0.8429362028837204,0.011732551,-0.00026887277,171.70851588249207,213,45.82866227447987
61039,250.0,5350000,1.1974144,0.1833146,53500,0.0092992745,0.127264,0.8154676258563995,0.013090526,-0.0010451637,172.49693250656128,214,45.828653740286825
61016,250.0,5375000,1.1940155,0.18288809,53750,0.0087239165,0.11906,0.9074212163686752,0.012769642,-0.001232936,173.28944563865662,215,45.72202634729445
60860,250.0,5400000,1.1893696,0.18359022,54000,0.007879359,0.104931995,0.8524364978075027,0.009399179,-0.0013905396,174.07755064964294,216,45.89755080774427
62659,250.0,5425000,1.1861584,0.18385227,54250,0.009751724,0.13369998,0.8919760510325432,0.010194754,-0.0019487711,174.87153124809265,217,45.963067511990666
61972,250.0,5450000,1.183264,0.18378557,54500,0.009112058,0.124228,0.8622962534427643,0.0093374485,-0.0011480438,175.6477916240692,218,45.94639582574368
60077,249.39,5475000,1.1801792,0.18292563,54750,0.008688871,0.116307996,0.9161438792943954,0.02529791,-0.002425936,176.42714953422546,219,45.678684798851606
60404,250.0,5500000,1.1757284,0.1836667,55000,0.010750486,0.151796,0.8624022901058197,0.008488916,-0.00016110498,177.22320294380188,220,45.916675139069554
60410,249.28,5525000,1.1731637,0.18318217,55250,0.0077515794,0.09951599,0.931545615196228,0.023724375,-0.0034984362,178.01578640937805,221,45.732002925127745
61371,250.0,5550000,1.1719856,0.18353684,55500,0.008119698,0.107356,0.8592761754989624,0.009728601,-0.0001668312,178.80722641944885,222,45.8842098133266
62328,250.0,5575000,1.1688907,0.18341576,55750,0.0072397077,0.09332,0.8927410840988159,0.015687792,-0.0023785264,179.58085346221924,223,45.8539360614121
61677,250.0,5600000,1.1622839,0.18360929,56000,0.008137512,0.107388,0.859970286488533,0.0090389745,-0.0010352315,180.36620688438416,224,45.902328605502845
62672,250.0,5625000,1.1572033,0.18355232,56250,0.0076873363,0.100108005,0.8840099573135376,0.009855743,-0.0026094767,181.15485310554504,225,45.88808274112642
61961,250.0,5650000,1.1518495,0.18359885,56500,0.016736774,0.21682401,0.8581522107124329,0.008377554,0.00453244,181.93313264846802,226,45.899713947176934
62053,250.0,5675000,1.1472617,0.1835933,56750,0.0063569127,0.0789,0.8507718741893768,0.008336203,-0.0028099152,182.71178436279297,227,45.89832649126649
61598,250.0,5700000,1.1426533,0.18328731,57000,0.009248116,0.12518401,0.9168241620063782,0.011862469,-0.0012960418,183.47736048698425,228,45.821824303343895
61012,250.0,5725000,1.1365722,0.18320031,57250,0.005976574,0.07254,0.9288536012172699,0.012738762,-0.0037861462,184.26928901672363,229,45.80007849156856
62310,249.0,5750000,1.127224,0.18332314,57500,0.010212226,0.13906801,0.3550129532814026,0.088820904,-0.0009889675,185.05481958389282,230,45.67841367781162
62343,245.43,5775000,1.1251975,0.1824626,57750,0.012697503,0.161416,0.22202473878860474,0.2543891,-0.0014126115,185.834454536438,231,44.86767559058964
62076,248.46,5800000,1.1259676,0.18269148,58000,0.017772937,0.205508,0.22673898935317993,0.15885574,-0.00084726175,186.61164665222168,232,45.446433909982446
63448,250.0,5825000,1.1265321,0.18296953,58250,0.013625612,0.180608,0.8107570707798004,0.0139872935,0.0029912284,187.40223622322083,233,45.74238428220153
62384,250.0,5850000,1.1249484,0.18298537,58500,0.010322694,0.139112,0.8419328033924103,0.013638057,0.0010775139,188.1864573955536,234,45.74633961774409
61019,248.93,5875000,1.1217867,0.18332154,58750,0.020438384,0.214336,0.332446813583374,0.08378108,0.0011805583,188.96720266342163,235,45.664328186959025
62302,250.0,5900000,1.1185112,0.18302764,59000,0.0081832595,0.111296,0.875144861638546,0.010133375,-0.0013110794,189.76035976409912,236,45.75690953530371
62771,250.0,5925000,1.1172144,0.18326624,59250,0.016536,0.185764,0.8793000131845474,0.012726692,0.0020717531,190.53095769882202,237,45.81655861400068
