clipfrac,policy_entropy,ep_reward_mean,serial_timesteps,fps,time_elapsed,value_loss,total_timesteps,true_reward,policy_loss,explained_variance,approxkl,n_updates,ep_len_mean
0.036148,3.743524,10.56464664198662,9000,57115,35.682929039001465,0.04226584,900000,0.042229746,-0.0010733692,0.9522316716611385,0.0036822103,36,243.13
0.027711999,3.7411857,10.018011233489988,9250,57916,36.50733971595764,0.0980773,925000,0.039269395,-0.0014158756,0.9140545278787613,0.0030908228,37,237.34
0.052636005,3.7381063,10.253400129414604,9500,57011,37.30331110954285,0.091590084,950000,0.04079459,-0.0013335862,0.9020822569727898,0.0047336067,38,240.52
0.065308,3.7380931,10.375860781686207,9750,56984,38.121222496032715,0.08769502,975000,0.040888995,-0.003031704,0.9268363565206528,0.0052756993,39,240.61
0.050648004,3.7401257,10.139008252388303,10000,57034,38.94080924987793,0.09563008,1000000,0.03978539,-0.0014420679,0.9218167886137962,0.0045544114,40,237.69
0.028492,3.736835,10.067475891222111,10250,56736,39.7507381439209,0.11225258,1025000,0.039826393,-0.0017075846,0.9210917502641678,0.0030560724,41,232.51
0.044228,3.7332153,10.215192656628352,10500,53067,40.5927529335022,0.20882747,1050000,0.039759796,-0.0018384712,0.8162071257829666,0.003906414,42,235.11
0.060704,3.7308311,9.409112445083373,10750,54847,41.495842933654785,0.18237956,1075000,0.037068687,-0.001875096,0.8793002367019653,0.0050777863,43,225.83
0.058183998,3.7254398,9.965329508833285,11000,44196,42.35441255569458,0.122961566,1100000,0.03888336,-0.0018936998,0.8904480561614037,0.0051173996,44,234.75
0.051844,3.720736,9.927993779612345,11250,43809,43.49150896072388,0.15909393,1125000,0.03891945,-0.0009352684,0.9091833233833313,0.0046317326,45,225.72
0.07877199,3.7189713,9.877470997628988,11500,49971,44.626813888549805,0.17022322,1150000,0.038850114,-0.0018887116,0.8646726161241531,0.006204701,46,229.45
0.031827997,3.7202415,8.8254807447156,11750,49655,45.58329796791077,0.26250288,1175000,0.03541272,-0.00081468764,0.8594549298286438,0.0034223213,47,209.1
0.031011999,3.720243,9.85361675993223,12000,52685,46.52505421638489,0.16696914,1200000,0.03842495,-0.002064915,0.9039366468787193,0.0032157567,48,223.91
0.042784,3.717223,8.959528475550142,12250,50839,47.40213656425476,0.37748462,1225000,0.034973226,-0.0011300108,0.804018035531044,0.0039389404,49,209.96
0.040664002,3.715273,9.913452898696415,12500,53883,48.3088653087616,0.122200035,1250000,0.03850969,-0.0016590122,0.9012496396899223,0.0038869015,50,237.01
0.037504,3.7131653,9.250947014215344,12750,55989,49.22533631324768,0.24118564,1275000,0.03568469,-0.0017619149,0.9039672240614891,0.0036988328,51,209.55
0.03814,3.711129,9.801350872851907,13000,55763,50.07813000679016,0.15752038,1300000,0.03864464,-0.001980409,0.9037541002035141,0.0035636234,52,221.87
0.03904,3.7092934,9.183485403546946,13250,53736,50.93695378303528,0.17846936,1325000,0.03608607,-0.0014959101,0.9108461812138557,0.0037609048,53,218.53
0.023876,3.7084732,9.536820755461013,13500,55630,51.812389612197876,0.09873326,1350000,0.037567027,-0.0021963245,0.947377622127533,0.0027636625,54,226.19
0.030384,3.7068858,10.458717887698185,13750,49037,52.684927225112915,0.12085599,1375000,0.04145348,-0.0014926338,0.8871183022856712,0.0033639916,55,238.68
0.040952,3.7050545,9.373670998219314,14000,53900,53.65097522735596,0.21188708,1400000,0.035638306,-0.0015148768,0.9099253192543983,0.00390929,56,217.96
0.04928,3.7011585,9.47119300271741,14250,43925,54.65401887893677,0.17873952,1425000,0.03591298,-0.0021870087,0.9144287705421448,0.004495899,57,223.73
