value_loss,policy_loss,n_updates,total_timesteps,serial_timesteps,ep_reward_mean,time_elapsed,true_reward,clipfrac,explained_variance,ep_len_mean,fps,policy_entropy,approxkl
0.2009952,-0.0027689287,85,2125000,21250,7.069023488856174,69.62787747383118,0.06534123,0.049484003,0.7558387219905853,118.3,72319,5.0722237,0.004311508
0.2296308,-0.002360838,86,2150000,21500,6.7107538311299955,70.37671065330505,0.06696425,0.040236,0.7244556248188019,108.13,70754,5.0671616,0.0038551744
0.17962356,-0.0033410613,87,2175000,21750,7.623819252222975,71.12165951728821,0.067747965,0.081848,0.7722122222185135,125.97,73375,5.0604296,0.0063656094
0.194642,-0.0031265758,88,2200000,22000,8.28633461780395,71.84218287467957,0.06938103,0.064899996,0.7611803710460663,131.74,72483,5.0545435,0.0054116966
0.244628,-0.0025132038,89,2225000,22250,8.363424457896835,72.57311129570007,0.070285365,0.048088003,0.7054674029350281,122.73,72866,5.0500603,0.004353152
0.24909349,-0.0024768016,90,2250000,22500,8.236435165529738,73.30747056007385,0.072026536,0.055304,0.7181783020496368,121.27,70615,5.0454464,0.004682894
0.22856398,-0.00233197,91,2275000,22750,8.8692397229567,74.05513405799866,0.07081844,0.046579998,0.7242392003536224,136.38,71398,5.0416665,0.0042056097
0.26119766,-0.002196779,92,2300000,23000,10.511790002653207,74.79481077194214,0.07038184,0.042288,0.6568657755851746,153.83,72936,5.039908,0.0038120884
0.21881108,-0.0022481047,93,2325000,23250,10.678467780023075,75.5395884513855,0.07126335,0.0555,0.709149032831192,155.65,74404,5.039967,0.004675544
0.24905327,-0.0028047063,94,2350000,23500,10.101444576615432,76.27698159217834,0.07147021,0.064899996,0.6795806884765625,151.55,72975,5.039403,0.0052623153
0.19921488,-0.0022762741,95,2375000,23750,11.254178163522356,77.00536680221558,0.07030778,0.047384,0.7111619412899017,167.23,71569,5.037023,0.004183625
0.18653688,-0.0036485195,96,2400000,24000,12.106220834985828,77.75058627128601,0.070614025,0.043848,0.7307608723640442,177.17,72935,5.0319357,0.003938633
0.17487763,-0.0020056516,97,2425000,24250,13.773510995686657,78.48686981201172,0.072323054,0.050520003,0.7201593518257141,194.45,66698,5.0257487,0.004434259
0.2726364,-0.0024824508,98,2450000,24500,13.521930585887057,79.25807213783264,0.07222905,0.034536,0.5804443657398224,187.14,69724,5.0192714,0.0033890933
0.26431072,-0.0023362576,99,2475000,24750,14.29956902013999,80.0228636264801,0.072568595,0.043844,0.5323711931705475,199.26,72422,5.0131364,0.0039078635
0.29928315,-0.0021885145,100,2500000,25000,14.980523508960124,80.7836651802063,0.07333725,0.03686,0.34752923250198364,203.26,71870,5.0092096,0.003662572
0.21971145,-0.002363161,101,2525000,25250,15.747462948932188,81.5330376625061,0.0773183,0.047688,0.5723654925823212,205.08,73482,5.003068,0.004062985
0.27739084,-0.0018124569,102,2550000,25500,14.766668406761127,82.26450705528259,0.07822009,0.035348,0.5556530654430389,189.0,71318,4.9985495,0.0032529973
0.29674911,-0.0016433861,103,2575000,25750,15.620698850012705,82.99731969833374,0.078206845,0.031668,0.48935699462890625,200.26,74765,4.994832,0.0032939676
0.2680009,-0.0014753572,104,2600000,26000,16.06312207550436,83.71944665908813,0.07679094,0.027960002,0.43827831745147705,211.11,71528,4.9899607,0.0029039397
0.23108514,-0.0025704796,105,2625000,26250,17.05670007377991,84.46520233154297,0.0795046,0.04512,0.5068252682685852,214.94,72924,4.9852037,0.0040215324
0.28214383,-0.0018525936,106,2650000,26500,16.806593723430122,85.19490313529968,0.07912019,0.03176,0.470389723777771,211.09,73605,4.9792128,0.0031874632
0.29899684,-0.002096306,107,2675000,26750,16.408208682351265,85.93478512763977,0.08015256,0.037667997,0.46908652782440186,203.39,72703,4.976169,0.0035938392
0.2573126,-0.0022071614,108,2700000,27000,17.519508163045867,86.66874766349792,0.079698205,0.0322,0.43170005083084106,219.63,72180,4.971692,0.0033755414
0.316823,-0.001799864,109,2725000,27250,17.97887146770081,87.40277600288391,0.08307338,0.034959998,0.33025872707366943,214.42,73873,4.968824,0.003442793
0.39409655,-0.0021732019,110,2750000,27500,15.748903067777132,88.13225603103638,0.078936346,0.0354,0.3339347243309021,199.14,71511,4.964629,0.0034515515
0.40019283,-0.0024031403,111,2775000,27750,16.7523818903048,88.85383343696594,0.08150644,0.043588005,0.36966872215270996,205.24,73795,4.95926,0.0040346608
0.4646334,-0.0017411069,112,2800000,28000,16.876047600538513,89.59080815315247,0.08216296,0.02834,0.25757312774658203,203.75,74098,4.9561486,0.0029254374
0.48951316,-0.0028482354,113,2825000,28250,15.749475049487373,90.31194353103638,0.08291443,0.051904,0.35210877656936646,187.58,71416,4.9522285,0.0046266746
0.41698283,-0.003170861,114,2850000,28500,16.46293722299046,91.05112195014954,0.08089904,0.043595996,0.32999759912490845,202.79,73585,4.9472284,0.0040957336
0.35136002,-0.0025099695,115,2875000,28750,17.79449203824297,91.7944004535675,0.0823667,0.04694,0.3617715835571289,212.91,71818,4.9417267,0.0042207646
0.2584286,-0.0026002931,116,2900000,29000,18.3334773830196,92.53233885765076,0.081526384,0.043036,0.4969107508659363,222.61,74435,4.9369597,0.0039231265
0.20121796,-0.0030937942,117,2925000,29250,19.191293445171105,93.2716269493103,0.08286585,0.062460005,0.5299305617809296,230.22,74718,4.9307833,0.0050791292
0.16254368,-0.0035344437,118,2950000,29500,18.540423845984915,93.99891233444214,0.079361424,0.07192,0.6278769075870514,231.6,72854,4.9250135,0.005622245
0.25911584,-0.0025982298,119,2975000,29750,18.48003588675114,94.74730896949768,0.0825056,0.043795995,0.5074281692504883,220.6,72610,4.9177504,0.0041064373
0.27909604,-0.0031719194,120,3000000,30000,18.55803042721549,95.48944544792175,0.081918605,0.066208,0.4625014066696167,225.59,70888,4.9113092,0.0053526135
0.32122368,-0.003252042,121,3025000,30250,18.867324196549088,96.22400665283203,0.08228843,0.065239996,0.39220547676086426,227.78,72497,4.90334,0.005466954
0.29128268,-0.0025238094,122,3050000,30500,18.7976831526465,96.95524096488953,0.08376097,0.045387994,0.49958187341690063,223.13,66154,4.89712,0.0041345493
0.24169144,-0.00194737,123,3075000,30750,19.5668486636671,97.71512651443481,0.085782655,0.072175995,0.46860814094543457,227.53,72561,4.8942976,0.00565625
0.23325332,-0.0028600353,124,3100000,31000,19.5121015360254,98.4427900314331,0.085323125,0.092776,0.5690022706985474,226.8,73614,4.8910866,0.0069197165
0.23144639,-0.0024905163,125,3125000,31250,19.827579620658362,99.16807126998901,0.085261434,0.073148,0.4772743582725525,232.44,71908,4.8879175,0.0057908893
0.39017466,-0.00291067,126,3150000,31500,18.98515243353826,99.89312267303467,0.08450425,0.059884,0.36494940519332886,223.23,72988,4.8807116,0.0049244277
0.38628277,-0.002828827,127,3175000,31750,18.951019772354485,100.62474322319031,0.086924426,0.064155996,0.3185211420059204,216.44,72309,4.8736734,0.005221116
0.3560849,-0.0026833762,128,3200000,32000,19.435902322262553,101.3595871925354,0.0889253,0.06318,0.3875401020050049,218.53,71900,4.8660827,0.0052387062
0.33263245,-0.0031049098,129,3225000,32250,19.93675300229399,102.11685299873352,0.089443006,0.104540005,0.3864442706108093,222.05,71553,4.8596544,0.007717423
0.19324614,-0.0032601492,130,3250000,32500,21.13909529781988,102.84652638435364,0.08876863,0.084204,0.5350791215896606,237.15,73745,4.856325,0.006399403
0.25604615,-0.0027672448,131,3275000,32750,20.86124523698618,103.57301354408264,0.08835323,0.068151996,0.4233717918395996,234.63,73535,4.853254,0.005427099
0.21588512,-0.0025457495,132,3300000,33000,20.770579588161418,104.27994799613953,0.089771114,0.046727996,0.49434763193130493,230.3,72265,4.8485646,0.0042778747
0.35354835,-0.0033017485,133,3325000,33250,19.912644405898174,105.00668120384216,0.08952931,0.072128,0.3830937147140503,220.82,71379,4.844119,0.005666953
0.28248468,-0.0028812503,134,3350000,33500,20.492902855079663,105.74514770507812,0.089747794,0.07371999,0.4250158667564392,228.3,72962,4.839653,0.0058711367
0.33167848,-0.0021679353,135,3375000,33750,19.955762673172796,106.48420095443726,0.08921423,0.0671,0.37823474407196045,223.46,66265,4.8396544,0.0052574216
0.3089131,-0.0022880516,136,3400000,34000,20.983977424742733,107.23648452758789,0.0932409,0.050479997,0.3887643814086914,223.32,74573,4.8396707,0.0044165
0.39131564,-0.002339643,137,3425000,34250,21.59509483142465,107.94697332382202,0.09468834,0.07464,0.3251416087150574,226.02,73658,4.8378286,0.005821104
0.2770748,-0.0023331083,138,3450000,34500,21.293924492931055,108.6701922416687,0.09421375,0.053628005,0.4940131902694702,225.14,72921,4.8337617,0.00445687
0.34321898,-0.0029418683,139,3475000,34750,20.607197656455284,109.38471221923828,0.093653455,0.060679995,0.5009303390979767,218.67,72325,4.828554,0.004933582
0.2086323,-0.0030717172,140,3500000,35000,21.821460680448798,110.11291694641113,0.09364021,0.07796,0.5958271324634552,231.02,70246,4.8234353,0.0060543166
0.52230424,-0.0030238908,141,3525000,35250,19.33181682115005,110.85863184928894,0.09242333,0.065364,0.3694233298301697,208.24,73764,4.817124,0.005333203
0.1860044,-0.0021541717,142,3550000,35500,22.770760421545283,111.60897040367126,0.0950149,0.064756,0.5925900042057037,239.15,67297,4.810319,0.005245759
0.12283622,-0.0024044616,143,3575000,35750,22.609117815578937,112.35325145721436,0.093435206,0.061227996,0.6842145621776581,241.07,73452,4.8044643,0.005033148
0.2650352,-0.0028312162,144,3600000,36000,21.683613214551077,113.07368898391724,0.093788445,0.088028,0.4764479994773865,230.12,61040,4.7970967,0.0069124997
0.38222054,-0.0031781618,145,3625000,36250,21.112288050745992,113.8533947467804,0.09278309,0.083868004,0.3924809694290161,225.55,72207,4.791913,0.006554292
0.17651597,-0.0027454118,146,3650000,36500,22.97418831195697,114.58201241493225,0.096400075,0.046968006,0.5660699903964996,237.82,71852,4.7863483,0.004112421
0.24305204,-0.001696111,147,3675000,36750,22.08533518687851,115.2976462841034,0.094092734,0.051691998,0.4645965099334717,232.74,70744,4.7822037,0.004534266
0.19150403,-0.0023883025,148,3700000,37000,23.308666031475877,116.04022026062012,0.097181164,0.084764004,0.5745490491390228,237.86,74664,4.77855,0.0064799637
0.2917816,-0.0035213805,149,3725000,37250,21.975191366199432,116.76207113265991,0.0950125,0.10064401,0.5139818787574768,229.61,71379,4.771565,0.007661915
0.19996889,-0.002348404,150,3750000,37500,23.088977094437578,117.5003182888031,0.09657325,0.083904,0.524077981710434,237.56,72767,4.7649646,0.0064641363
0.24905062,-0.002889498,151,3775000,37750,22.875119872362628,118.22560143470764,0.09595695,0.088727996,0.5848703682422638,236.64,73301,4.7602415,0.0067640245
0.4222955,-0.0028658877,152,3800000,38000,22.200197945060207,118.93723130226135,0.09562124,0.065012,0.45199716091156006,227.5,73577,4.7545915,0.0054434706
0.21446232,-0.003228654,153,3825000,38250,22.92186115005432,119.66200923919678,0.098297395,0.080832005,0.6366931200027466,232.2,75035,4.747674,0.006325452
0.497016,-0.0029914402,154,3850000,38500,21.08613698775749,120.37454986572266,0.09806515,0.062580004,0.4788486361503601,213.63,73169,4.739574,0.0051385723
0.35368517,-0.0034126304,155,3875000,38750,23.858163828353682,121.09586262702942,0.0992443,0.062492,0.5059356689453125,237.8,72934,4.7317157,0.0052105663
0.5155441,-0.002821229,156,3900000,39000,21.06268824800325,121.81257605552673,0.09727892,0.066992,0.30680298805236816,214.91,72144,4.728858,0.0052386555
0.4634776,-0.0025570416,157,3925000,39250,21.565988721274188,122.5390408039093,0.098821044,0.09766799,0.2764049768447876,216.51,74958,4.7287297,0.007324905
0.22135289,-0.0028549791,158,3950000,39500,23.751163202799034,123.2499270439148,0.09976309,0.069724,0.5901049971580505,236.69,70571,4.7277136,0.005709597
0.44008154,-0.0032170482,159,3975000,39750,22.544472200859456,123.98210072517395,0.09995952,0.071144,0.3971385359764099,223.5,71472,4.72267,0.0056627234
0.3680687,-0.003116624,160,4000000,40000,22.979031981629998,124.734689950943,0.10042766,0.081716,0.46423977613449097,227.32,72871,4.715804,0.0063322536
0.46471292,-0.0032300209,161,4025000,40250,23.538332374065067,125.46270680427551,0.10302793,0.085064,0.3855900168418884,226.29,70392,4.709401,0.006486206
0.6377889,-0.0017525876,162,4050000,40500,21.29714359970305,126.20848846435547,0.102245495,0.065096,0.3317785859107971,205.76,73979,4.706234,0.005343431
0.6650342,-0.0020832256,163,4075000,40750,21.49463508021836,126.91495108604431,0.10009844,0.06892,0.3614566922187805,211.29,71200,4.704615,0.005380238
0.479779,-0.0021373779,164,4100000,41000,22.205204299652834,127.6433355808258,0.10074152,0.052708,0.4649718999862671,216.86,72760,4.70241,0.004546264
0.37343666,-0.002454719,165,4125000,41250,21.59194811151916,128.36300110816956,0.09972638,0.046315998,0.5361116528511047,215.59,72058,4.698153,0.0042552995
0.45691985,-0.002570091,166,4150000,41500,22.391895436558478,129.08323454856873,0.09837874,0.07385199,0.41037529706954956,224.47,74042,4.6944804,0.005883966
0.42550603,-0.003073726,167,4175000,41750,23.01202834421434,129.7992970943451,0.10161429,0.065359995,0.4317970871925354,224.22,73403,4.691839,0.005291992
0.23818013,-0.002251224,168,4200000,42000,24.07709501471283,130.50940084457397,0.10166382,0.059932,0.6085033416748047,235.74,73252,4.6901417,0.0050074286
0.37071735,-0.002332727,169,4225000,42250,23.03420067205778,131.24318504333496,0.10315079,0.06020399,0.4361991286277771,222.21,61590,4.688747,0.004910133
0.47606334,-0.0023117822,170,4250000,42500,22.63503388420431,132.0252275466919,0.10040862,0.11845599,0.3648570775985718,223.55,73766,4.685469,0.008994052
0.3504944,-0.0018008929,171,4275000,42750,23.255874124876282,132.75272583961487,0.10201926,0.051471997,0.46011221408843994,226.85,71500,4.6805034,0.0044739977
0.34447592,-0.0031522862,172,4300000,43000,23.858122881252495,133.50008940696716,0.10188549,0.076772,0.4256124496459961,232.38,71210,4.6763105,0.006007676
0.5507767,-0.002638938,173,4325000,43250,21.994144037463556,134.2513608932495,0.1014559,0.098656,0.2539833188056946,214.56,71700,4.6730814,0.007472628
0.3570853,-0.0026803731,174,4350000,43500,23.263419422261357,134.97503924369812,0.10245629,0.063768,0.3994901180267334,224.69,74539,4.672423,0.0053430055
