explained_variance,true_reward,n_updates,ep_reward_mean,clipfrac,time_elapsed,fps,value_loss,approxkl,ep_len_mean,total_timesteps,policy_loss,policy_entropy,serial_timesteps
0.8709240853786469,0.14435248,343,11.59668157387212,0.066227995,272.27162766456604,69176,1.6451877,0.0053082583,97.15,8575000,-0.0023376523,4.439817,85750
0.907994955778122,0.13334025,344,14.121322287168914,0.05898,273.02109360694885,70568,1.2871463,0.0050740093,133.05,8600000,-0.002290897,4.438721,86000
0.916004978120327,0.14378068,345,10.723287356653794,0.059456002,273.75438714027405,70781,1.1953242,0.005000906,104.02,8625000,-0.0023613225,4.4364004,86250
0.8645938038825989,0.14020777,346,11.312857353454469,0.051208,274.48093938827515,68302,1.9554237,0.0045165187,102.57,8650000,-0.0014935709,4.4326663,86500
0.9046003669500351,0.13842183,347,10.600951141159385,0.067872,275.23963165283203,69004,1.2928779,0.0055198786,107.71,8675000,-0.0022469957,4.430063,86750
0.867406815290451,0.1258269,348,12.007649382827683,0.046108,275.9944705963135,69931,1.8530267,0.0041874833,114.78,8700000,-0.0014430757,4.429097,87000
0.9111244902014732,0.13909072,349,10.100575517300584,0.04266,276.74043011665344,60657,1.2777749,0.003972492,100.11,8725000,-0.0016820204,4.4282823,87250
0.9069950729608536,0.14395806,350,8.5521956376675,0.051031996,277.5477063655853,67297,1.2173386,0.0045290804,90.08,8750000,-0.0027917773,4.427014,87500
0.9427033811807632,0.14390606,351,11.513612370701486,0.052239995,278.31632924079895,59048,0.77076125,0.004500051,108.47,8775000,-0.003023572,4.4262953,87750
0.9210901856422424,0.13984202,352,11.436339909242815,0.082496,279.13749837875366,67691,1.0386151,0.006700399,109.8,8800000,-0.0026118986,4.425863,88000
0.9198189750313759,0.14444043,353,10.57746922900903,0.056887995,279.9002950191498,69794,1.1906087,0.004941652,103.15,8825000,-0.0026892696,4.4247794,88250
0.9073426276445389,0.14322072,354,13.198538682153776,0.048263997,280.6403925418854,68917,1.1893489,0.0044103246,117.26,8850000,-0.001941119,4.4239984,88500
0.9141606464982033,0.1446183,355,10.126636315480082,0.057612002,281.3856027126312,67506,1.2954834,0.004923746,105.49,8875000,-0.0029393448,4.4257984,88750
0.9173036590218544,0.13715522,356,9.083278418655828,0.09033201,282.1337685585022,67297,1.282953,0.007041103,96.43,8900000,-0.0009251508,4.4248986,89000
0.9345587939023972,0.14610429,357,10.63311860818394,0.081852004,282.9072916507721,67816,0.9914443,0.0064955065,102.55,8925000,-0.0009067267,4.423257,89250
0.920198567211628,0.13865659,358,12.199916401986183,0.058780003,283.6815576553345,64572,1.1556286,0.0051016007,118.19,8950000,-0.0034298457,4.4207964,89500
0.913218654692173,0.14500551,359,12.54774730469091,0.0671,284.4694519042969,67311,1.1109226,0.005552962,117.02,8975000,-0.0020492808,4.419138,89750
0.9106338396668434,0.134067,360,8.633020141071102,0.089688,285.22675800323486,67427,1.2738644,0.006982683,97.47,9000000,-0.0014115515,4.4192543,90000
0.8955814242362976,0.14891747,361,10.589050202732178,0.057763994,285.9777593612671,67899,1.5212934,0.004988634,100.79,9025000,-0.0024747108,4.420031,90250
0.9263158813118935,0.15047689,362,10.640642075372817,0.057136007,286.72595500946045,67396,1.0861346,0.0049030446,98.88,9050000,-0.0026302193,4.4173307,90500
0.927396297454834,0.14230739,363,10.20511179639806,0.05294,287.48616671562195,67651,1.0605329,0.0047499873,102.69,9075000,-0.0031358558,4.411408,90750
0.9100962057709694,0.14416718,364,10.034031477018067,0.06724401,288.23156547546387,66536,1.1683526,0.0055228425,97.0,9100000,-0.0014141329,4.407286,91000
0.8987478539347649,0.14627875,365,10.443239145022963,0.066504,289.00044107437134,69248,1.3977968,0.005457456,97.83,9125000,-0.0021252355,4.404371,91250
0.9248902946710587,0.1397022,366,10.38648355166988,0.048216004,289.752822637558,66756,1.153681,0.0044829785,99.77,9150000,-0.0022461407,4.4006743,91500
0.9207855835556984,0.14452381,367,9.972194236626,0.046308,290.50204062461853,68374,1.1679885,0.0041661616,101.07,9175000,-0.0024708256,4.3962264,91750
0.9262450337409973,0.1461409,368,10.237635620665188,0.07552,291.24883556365967,68415,1.0617807,0.0063463836,98.46,9200000,-0.0025914824,4.3947062,92000
0.9214797839522362,0.13962233,369,11.840717973846877,0.06424,291.98931527137756,68680,1.0808773,0.0054596355,113.59,9225000,-0.003545085,4.391593,92250
0.916206918656826,0.14614494,370,12.649129231229395,0.053000003,292.7321310043335,68633,1.1519817,0.004625736,109.01,9250000,-0.002347167,4.3847322,92500
0.9088951647281647,0.14519002,371,12.821311559255328,0.061136,293.48293256759644,67535,1.2582836,0.0051756976,112.75,9275000,-0.002480634,4.381165,92750
0.9158181771636009,0.13410863,372,9.670295781109061,0.058452,294.2294280529022,70254,1.258528,0.004928227,113.09,9300000,-0.0016866375,4.379999,93000
0.9407124407589436,0.14739387,373,11.607943235446509,0.245156,294.98270440101624,71119,0.9361045,0.021735683,111.64,9325000,0.0072229356,4.3781877,93250
0.9263932034373283,0.13525623,374,9.708417586355736,0.098391995,295.71564245224,69723,1.0996959,0.0076392787,109.92,9350000,-0.001358757,4.3756924,93500
0.9389028027653694,0.14836189,375,11.84134265216584,0.055592,296.4537630081177,70543,0.9044472,0.0048156413,100.13,9375000,-0.0023088383,4.3724523,93750
0.9337397441267967,0.15403152,376,9.937007361085898,0.073924005,297.1930642127991,68694,0.90700084,0.005985413,90.46,9400000,-0.0022088091,4.3685555,94000
0.9351331368088722,0.13535571,377,11.425540877066778,0.07372,297.957715511322,69998,0.9615029,0.0060779536,111.9,9425000,-0.0015374694,4.3651533,94250
0.9161237105727196,0.14558285,378,9.610671090868346,0.06672801,298.70335364341736,67878,1.1675975,0.005606918,96.55,9450000,-0.0022067775,4.3609004,94500
0.9095218405127525,0.14100207,379,13.094969510104775,0.064268,299.4491710662842,67919,1.3008224,0.0053811995,121.88,9475000,-0.0015751148,4.355716,94750
0.9198951572179794,0.14616978,380,12.040537051185256,0.046924,300.2067537307739,69666,1.1398957,0.004396017,107.32,9500000,-0.0030073072,4.3529377,95000
0.9057159125804901,0.14508717,381,11.496388889232884,0.162988,300.946405172348,69453,1.3553864,0.012819161,111.81,9525000,0.0023851378,4.349067,95250
0.9191383719444275,0.14686584,382,9.971188385469613,0.158628,301.68447828292847,67901,1.077895,0.012316167,100.67,9550000,0.0021225302,4.3445997,95500
0.892356276512146,0.14653644,383,10.332972698486074,0.073632,302.44055366516113,70269,1.5556176,0.0059592174,106.29,9575000,-0.0017531326,4.3405943,95750
0.9318512678146362,0.14580525,384,10.688404457003362,0.067604,303.1794548034668,69433,1.0156785,0.0056654485,108.82,9600000,-0.0028723343,4.3383102,96000
0.9052103832364082,0.14895634,385,10.81813086598344,0.08178,303.91517162323,68112,1.4258888,0.006525169,102.07,9625000,-0.0031549726,4.3372784,96250
0.9291796684265137,0.15136942,386,10.699353650829853,0.045968004,304.6573269367218,69136,1.0638883,0.0042392286,103.59,9650000,-0.002670738,4.3358436,96500
0.9401921257376671,0.15014076,387,10.284774319955398,0.06466,305.4050672054291,68733,0.8588605,0.005370586,103.17,9675000,-0.0020640546,4.3350973,96750
0.937051497399807,0.1491351,388,13.770261714184544,0.089976,306.1490013599396,68518,0.8105857,0.007137865,123.99,9700000,-0.0007880057,4.3329415,97000
0.9431996233761311,0.1517624,389,11.817355100782734,0.056364,306.89974546432495,69406,0.6868616,0.0049698297,107.55,9725000,-0.0023040308,4.329285,97250
0.9183564260601997,0.1480537,390,11.30715306222366,0.06699599,307.64865803718567,64149,1.0818613,0.0056315926,102.62,9750000,-0.0027578943,4.327212,97500
0.9472384825348854,0.1425107,391,10.7191607614036,0.070508,308.43670892715454,70449,0.89639056,0.0058197086,107.0,9775000,-0.002594468,4.3239965,97750
0.9375737458467484,0.15066783,392,11.832976170542825,0.072408006,309.16914892196655,70472,0.8584488,0.006133157,110.68,9800000,-0.0026106157,4.319376,98000
0.934420645236969,0.15229324,393,11.475191119605169,0.10293599,309.90490674972534,67592,0.9202256,0.008011905,103.34,9825000,-0.00045929351,4.316372,98250
0.9397501796483994,0.14498605,394,9.81031283558671,0.065804005,310.6546998023987,67030,0.9011243,0.0056557423,101.76,9850000,-0.0020913153,4.315,98500
0.9277267307043076,0.14659193,395,12.382431868010162,0.063640006,311.41286277770996,69911,0.9777338,0.0054833787,110.13,9875000,-0.0036386705,4.315299,98750
0.9270883500576019,0.14154135,396,10.765943282024386,0.049016,312.19932317733765,69085,1.0902872,0.0044283555,110.07,9900000,-0.0017451426,4.3162417,99000
0.9383809976279736,0.15442435,397,11.658830708395286,0.068064,312.9588952064514,63022,0.789384,0.005912675,101.99,9925000,-0.0024126754,4.31573,99250
0.9220899865031242,0.14107831,398,10.106805378244623,0.053892005,313.8348982334137,62010,1.2071068,0.0046989257,104.5,9950000,-0.0026001025,4.3134165,99500
0.9345965459942818,0.14900474,399,13.048236015092135,0.064664,314.6455931663513,64338,0.9706319,0.0054523,119.21,9975000,-0.0024806778,4.3114166,99750
0.9143052995204926,0.1528504,400,11.710691649653535,0.090508,315.43292760849,67420,1.2134281,0.007165388,102.06,10000000,-0.0011031829,4.307614,100000
0.924782894551754,0.1515887,401,13.105777860384514,0.070508,316.20787048339844,68975,1.0435994,0.00572109,119.65,10025000,-0.0023454423,4.3032656,100250
0.932091012597084,0.15750886,402,11.532868873411717,0.069404006,316.96132826805115,68651,0.9721778,0.0056336313,96.74,10050000,-0.0015751024,4.299321,100500
