n_updates,serial_timesteps,fps,ep_reward_mean,policy_loss,total_timesteps,true_reward,policy_entropy,explained_variance,time_elapsed,clipfrac,ep_len_mean,value_loss,approxkl
403,100750,54995,3.374008526247635,-0.0026645458,10075000,0.043464586,3.7485898,0.9709915611892939,349.81042671203613,0.0443,94.45,0.028865572,0.0040857
404,101000,56843,4.994728174339216,-0.0021818082,10100000,0.04429549,3.744721,0.9611330553889275,350.6392638683319,0.034636,121.79,0.043078862,0.0036795405
405,101250,57201,4.50007248692953,-0.0014106858,10125000,0.042860698,3.7425308,0.9666693098843098,351.4573976993561,0.047568,108.06,0.03567488,0.004391442
406,101500,54505,4.925343955285193,-0.0026128753,10150000,0.043570805,3.7400544,0.9648522809147835,352.27918434143066,0.04174,121.2,0.03686599,0.0038977477
407,101750,56637,4.331636490021415,-0.0028608362,10175000,0.043839883,3.7346325,0.9715927243232727,353.10628843307495,0.04604,108.31,0.02926512,0.0041595604
408,102000,56374,4.153214217075292,-0.002287901,10200000,0.044243243,3.7290006,0.9789016898721457,353.9275133609772,0.037852,99.43,0.023450455,0.0037204425
409,102250,54494,4.014440110815849,-0.0021728142,10225000,0.042137545,3.7213047,0.9675408639013767,354.74755811691284,0.029275998,105.38,0.035112612,0.0031832573
410,102500,56578,5.858209327909917,-0.0020650828,10250000,0.04466775,3.7175307,0.970673767849803,355.5881245136261,0.032116003,137.86,0.030481229,0.0033379372
411,102750,56038,4.796972714181248,-0.0024035634,10275000,0.04332168,3.7148418,0.9683701880276203,356.45285415649414,0.038496,120.36,0.033563264,0.003769623
412,103000,49257,4.876639413517592,-0.0027160873,10300000,0.042250812,3.7137954,0.9597458727657795,357.30385398864746,0.042756,124.56,0.039043806,0.004171347
413,103250,51882,4.3564887516977615,-0.0026488001,10325000,0.042439014,3.7114635,0.9709161650389433,358.27401399612427,0.033379998,110.42,0.02759124,0.0035101883
414,103500,48299,4.880122683488008,-0.0025994745,10350000,0.044441693,3.7057357,0.958645686507225,359.22275280952454,0.030876,117.94,0.03931409,0.0032325159
415,103750,52291,5.074368122970955,-0.0016536549,10375000,0.04337979,3.7010498,0.9570748992264271,360.18063378334045,0.051020004,120.22,0.046160698,0.004618648
416,104000,54494,5.6489841995478125,-0.001233823,10400000,0.045533907,3.697358,0.9613224007189274,361.0958936214447,0.05014,127.06,0.040592037,0.004492289
417,104250,53586,6.496084128017447,-0.0025278353,10425000,0.04396187,3.6954708,0.9669268056750298,361.94781732559204,0.036352,149.88,0.038484566,0.0037271022
418,104500,54901,4.637731901427153,-0.0023185485,10450000,0.04447394,3.6949165,0.9427054487168789,362.85927510261536,0.036399998,112.47,0.055647522,0.0036818732
419,104750,52595,5.925194268755222,-0.0022632712,10475000,0.042636562,3.6909416,0.9684082083404064,363.7250678539276,0.033547997,140.29,0.03711149,0.0034931079
420,105000,50604,5.676463041947609,-0.0018132279,10500000,0.04473239,3.6855233,0.960865929722786,364.6183886528015,0.020408,127.79,0.041176345,0.002589407
421,105250,47370,5.19118152617797,-0.0026510681,10525000,0.04440916,3.6835122,0.9614375233650208,365.5422008037567,0.031752,121.83,0.041215703,0.0032323245
422,105500,45496,5.439971041855424,-0.0020430684,10550000,0.042811543,3.6830697,0.9665183834731579,366.5205645561218,0.024500001,133.81,0.035695337,0.002814724
423,105750,52288,5.320787315000589,-0.0024313526,10575000,0.044301167,3.6839345,0.9593380652368069,367.5240786075592,0.046344,123.34,0.044079743,0.004229205
424,106000,49710,4.705626326412943,-0.0018289788,10600000,0.042866513,3.6846905,0.9579490013420582,368.45692014694214,0.029716,118.15,0.041168462,0.0030422283
425,106250,57355,4.459793190884498,-0.002431388,10625000,0.041195385,3.6839263,0.9523901380598545,369.38788199424744,0.036383998,116.91,0.04414161,0.0037027274
426,106500,55721,4.527599788407533,-0.0023386027,10650000,0.04384224,3.68403,0.9569384343922138,370.24282336235046,0.03258,109.45,0.044581596,0.0033783861
427,106750,55671,5.076913830753965,-0.002326069,10675000,0.043106828,3.6805491,0.9551763385534286,371.0973882675171,0.054316003,123.56,0.043520596,0.0047623087
428,107000,57108,6.421555098728386,-0.0013613413,10700000,0.045565538,3.6730132,0.9568513333797455,371.93507862091064,0.018199999,137.6,0.046243124,0.002363619
429,107250,57178,4.891750363395841,-0.002820017,10725000,0.04356453,3.6637986,0.956805519759655,372.76279163360596,0.036859997,116.13,0.044809643,0.0037752702
430,107500,56306,4.971816504402741,-0.0018789952,10750000,0.043295365,3.654564,0.9576187618076801,373.564395904541,0.029796,120.59,0.0402764,0.0031660344
431,107750,56660,4.384996747114928,-0.0018443139,10775000,0.044132553,3.643053,0.9507322385907173,374.37696290016174,0.048108004,109.82,0.052787732,0.004476127
432,108000,46871,4.99801569238286,-0.0024454151,10800000,0.041294105,3.6324692,0.9587292298674583,375.1881687641144,0.046884,127.13,0.037794854,0.0043369425
433,108250,56335,4.908238258230776,-0.0022585453,10825000,0.044971533,3.624921,0.9513935633003712,376.0876362323761,0.058288,117.22,0.04841455,0.0051204134
434,108500,58369,3.685704302637,-0.0018865432,10850000,0.042212773,3.6222649,0.9582351744174957,376.8991186618805,0.041836,96.42,0.04138697,0.0039924597
435,108750,57439,4.018742224768894,-0.0018410941,10875000,0.043048073,3.6227863,0.9459683485329151,377.70942187309265,0.025071999,104.2,0.05263854,0.0027819965
436,109000,58331,4.642679713488542,-0.0025311443,10900000,0.044349037,3.6234937,0.9622617475688457,378.5106825828552,0.03376,115.29,0.03813846,0.0034569197
437,109250,58489,5.361438452969214,-0.0025721416,10925000,0.042636715,3.623382,0.9609375260770321,379.3155405521393,0.044324,128.9,0.04141682,0.004188995
438,109500,56342,5.1361335045240954,-0.001640852,10950000,0.04418574,3.6234524,0.96114906296134,380.12611174583435,0.043232,123.25,0.041386135,0.0041660876
439,109750,56703,5.388844924159603,-0.0019026764,10975000,0.045970887,3.6239994,0.9554287642240524,380.947945356369,0.023592,122.63,0.04188947,0.002853163
440,110000,57790,4.690497184080959,-0.00252951,11000000,0.043394517,3.6231627,0.9597306624054909,381.7559266090393,0.04282,122.11,0.04004054,0.0040408345
441,110250,57746,4.541065580740305,-0.0021331245,11025000,0.04288054,3.622731,0.9526689909398556,382.5614335536957,0.024079999,112.74,0.04809289,0.0026988029
442,110500,57408,4.907837060590177,-0.0023067228,11050000,0.04423399,3.6218483,0.9706957433372736,383.366423368454,0.030427998,119.35,0.030352658,0.0032994212
443,110750,57867,4.316052926589272,-0.0028162275,11075000,0.042117637,3.6172886,0.9631352685391903,384.1638162136078,0.049083997,113.14,0.040860374,0.004488745
444,111000,56676,4.989014289327137,-0.0023064145,11100000,0.044248573,3.6151245,0.954602163285017,384.9640431404114,0.043511998,122.2,0.043263137,0.00397371
445,111250,57682,5.147719912127255,-0.0017608214,11125000,0.046204478,3.6114318,0.9600835852324963,385.7813787460327,0.027851999,122.84,0.038684737,0.0031305652
446,111500,59090,3.866993008400523,-0.002189607,11150000,0.043271665,3.6072297,0.9708539918065071,386.6181573867798,0.024671998,105.45,0.02981719,0.002928653
447,111750,55716,5.326267519909452,-0.0025997595,11175000,0.045369156,3.6103504,0.9551587589085102,387.4589030742645,0.033412002,123.1,0.044685923,0.0033551883
448,112000,57364,4.649656232157067,-0.0021503305,11200000,0.04353424,3.6117702,0.9599018171429634,388.2776665687561,0.043672003,115.94,0.04350951,0.0042642406
449,112250,51801,6.189480241706369,-0.0023191343,11225000,0.04605483,3.6104074,0.9701035022735596,389.1002106666565,0.047408,140.81,0.030978346,0.0042670933
450,112500,56687,5.539371391335735,-0.0024146638,11250000,0.044942606,3.6099243,0.9648317918181419,389.9531829357147,0.027576,130.93,0.03973022,0.0030927802
451,112750,58113,5.783992170553811,-0.002317426,11275000,0.043371294,3.609972,0.9669354893267155,390.75701236724854,0.037155997,136.67,0.039805364,0.003619359
452,113000,57722,5.2596004275977615,-0.0019271368,11300000,0.04412617,3.6052537,0.9752539470791817,391.5602967739105,0.040556002,123.66,0.027101163,0.0040792436
453,113250,56921,5.529946056949321,-0.002067998,11325000,0.045415614,3.6009498,0.9715094156563282,392.3639750480652,0.035251997,127.91,0.03134816,0.0035608583
454,113500,57355,6.402349636061699,-0.0023137236,11350000,0.043373372,3.5988584,0.9679764173924923,393.16863226890564,0.036567997,148.9,0.03577397,0.0036262486
455,113750,56131,5.966370871318938,-0.002221568,11375000,0.044738553,3.5979323,0.9703492093831301,393.9755070209503,0.026528,138.46,0.034046005,0.0030010804
456,114000,55668,5.123099113358239,-0.0024707012,11400000,0.04377176,3.5979183,0.9704690650105476,394.8065917491913,0.026696,126.35,0.034368206,0.0029518194
457,114250,56562,5.86600210153545,-0.0019727643,11425000,0.044081908,3.5983315,0.9690438527613878,395.6535379886627,0.022048,130.23,0.03529159,0.0027657906
458,114500,49928,5.321488797408165,-0.0022292312,11450000,0.044068046,3.5976157,0.9548389241099358,396.5112392902374,0.023880001,126.09,0.050548296,0.0027481257
459,114750,58254,5.313593890097963,-0.0029552628,11475000,0.044773854,3.5960102,0.96277766674757,397.3853509426117,0.043984003,125.91,0.040626258,0.004154972
460,115000,56416,6.295229940304234,-0.0024507637,11500000,0.044735514,3.59227,0.9624930433928967,398.1915376186371,0.030848,144.53,0.04342891,0.0033372368
461,115250,57359,6.48670682338883,-0.0016104592,11525000,0.04498273,3.5873077,0.9700916633009911,399.01772117614746,0.035120003,143.57,0.038368963,0.0035146184
462,115500,57504,4.9753011305826655,-0.0019263464,11550000,0.043631196,3.5849636,0.957675889134407,399.81849336624146,0.038484,118.96,0.044049393,0.0036503214
463,115750,57387,5.337218976971198,-0.0011205864,11575000,0.046843104,3.5821834,0.9737478438764811,400.6263761520386,0.065676,116.08,0.029920885,0.0054929126
464,116000,56295,5.575416344677742,-0.002420549,11600000,0.044302236,3.5786705,0.9652601256966591,401.43276381492615,0.039944,133.32,0.037184827,0.004119315
465,116250,57178,6.357452227802496,-0.0022808649,11625000,0.04436618,3.5741138,0.9693942964076996,402.2498140335083,0.024499997,143.87,0.03649179,0.0028118487
466,116500,52083,4.835575795841319,-0.0023569975,11650000,0.043555032,3.5704455,0.9732275996357203,403.0560414791107,0.027392,116.49,0.0301303,0.0031337223
467,116750,56327,6.42105360591544,-0.0027324609,11675000,0.044295225,3.5647194,0.9721850771456957,403.89880108833313,0.037784003,150.41,0.029244676,0.0037931185
468,117000,56067,4.716641277721756,-0.0022533878,11700000,0.042568393,3.5600133,0.9636567868292332,404.7117040157318,0.036,123.14,0.037299287,0.0035200163
469,117250,59373,4.7134048718987245,-0.0022754527,11725000,0.04508344,3.5575614,0.9766525644809008,405.52844309806824,0.038536005,113.66,0.03178145,0.0038258962
470,117500,59176,4.543640979298361,-0.0025889524,11750000,0.044534683,3.554915,0.9623246230185032,406.32166600227356,0.039132,118.43,0.03909911,0.0038607358
471,117750,57369,5.116685213555794,-0.002796072,11775000,0.04585602,3.551538,0.9727627355605364,407.13890647888184,0.035491996,117.92,0.028706092,0.003693544
472,118000,56702,6.547472215362505,-0.0025151449,11800000,0.044990797,3.5462832,0.9730695076286793,407.9491910934448,0.036288,150.39,0.030019041,0.0036808148
473,118250,57815,5.335809590462668,-0.0021666847,11825000,0.04463394,3.5395942,0.9730046074837446,408.7679181098938,0.035152,128.93,0.030090263,0.0035954763
474,118500,56541,5.5618062338340675,-0.0020885323,11850000,0.044921312,3.537311,0.9651252515614033,409.57200717926025,0.038283996,131.44,0.04051126,0.0036902647
475,118750,57045,6.567556986732652,-0.0021848013,11875000,0.04535886,3.5364823,0.9640364050865173,410.3910176753998,0.051524006,145.39,0.04124906,0.004531371
476,119000,56439,6.3641719915670185,-0.002295346,11900000,0.044784687,3.5361786,0.9740671925246716,411.2013781070709,0.026644,146.41,0.026440684,0.003114237
477,119250,58281,6.439055708501255,-0.0027777012,11925000,0.044915248,3.5327308,0.9718226343393326,412.0178678035736,0.026352,145.06,0.031055173,0.002968201
478,119500,57318,6.261055644324419,-0.0021367953,11950000,0.046918675,3.5320148,0.962202962487936,412.82326912879944,0.036787998,135.95,0.037293255,0.00363403
479,119750,53747,6.470582113450004,-0.001988778,11975000,0.044233385,3.5321853,0.9689206425100565,413.66279315948486,0.038344,147.49,0.03384795,0.0037106718
480,120000,58154,5.898102145266057,-0.0016815653,12000000,0.044384193,3.530908,0.959153737872839,414.5057318210602,0.024996001,137.52,0.045892213,0.0028287622
481,120250,56536,5.759720575923275,-0.0021408466,12025000,0.046026528,3.5270667,0.9654917269945145,415.3581943511963,0.030092001,129.19,0.037298843,0.0031709163
482,120500,58232,5.678739157856362,-0.002445549,12050000,0.045032565,3.524091,0.9662630148231983,416.2081444263458,0.035752,132.9,0.03622709,0.00356524
483,120750,56002,5.461911202018091,-0.0021712366,12075000,0.044887725,3.519731,0.9526459239423275,417.00885677337646,0.039435994,127.78,0.052684955,0.0038211294
484,121000,56840,5.237022339633549,-0.0022429023,12100000,0.042753495,3.5164444,0.9722479414194822,417.8267593383789,0.034052,129.38,0.034418456,0.0035194117
485,121250,56267,7.004989108407608,-0.001801654,12125000,0.044948604,3.5119674,0.9662522710859776,418.6394236087799,0.050015997,154.95,0.038838997,0.0044883387
486,121500,56017,5.122157659221302,-0.0015669543,12150000,0.043926835,3.5066986,0.9620261117815971,419.45180320739746,0.029360002,129.41,0.038149185,0.0032122328
487,121750,56956,4.730695166254518,-0.0023975119,12175000,0.045295376,3.4999268,0.9632865488529205,420.2650625705719,0.038948,112.51,0.03629163,0.0038525262
488,122000,55559,5.898130571027032,-0.0017059688,12200000,0.045830358,3.493953,0.9664490073919296,421.0746521949768,0.053315997,136.61,0.034774967,0.0047437623
489,122250,59289,5.206325516426605,-0.001852057,12225000,0.041927394,3.489101,0.9458349421620369,421.9093315601349,0.023072,133.35,0.060394388,0.0028279263
490,122500,58014,5.637382318578729,-0.0025260798,12250000,0.04564586,3.486494,0.9705152045935392,422.70061445236206,0.0375,129.3,0.033734474,0.0037516193
491,122750,58566,6.987943035422795,-0.0024748715,12275000,0.046091475,3.4823246,0.96320915594697,423.50691270828247,0.047516003,154.08,0.039967094,0.0043020844
492,123000,56722,6.122579158906892,-0.0014403237,12300000,0.04458016,3.4772103,0.9718235563486814,424.3156645298004,0.042536,141.89,0.032948606,0.00410317
493,123250,52163,6.282037597299568,-0.0024001854,12325000,0.044255786,3.4732652,0.9657727591693401,425.1371841430664,0.040264,146.77,0.038028993,0.003952683
494,123500,47934,6.28887072879159,-0.00181103,12350000,0.0451537,3.472374,0.9763198867440224,425.98880672454834,0.0316,140.37,0.027715907,0.0032540269
495,123750,56900,5.552090878131039,-0.0024239654,12375000,0.04497082,3.4702785,0.9672146663069725,426.9850227832794,0.030715998,130.41,0.0347432,0.0030626466
496,124000,57777,6.992670750521711,-0.0016279531,12400000,0.04556233,3.4633484,0.9563616700470448,427.82685256004333,0.041564003,154.3,0.048688326,0.003964743
497,124250,56159,5.783865205109679,-0.0022870845,12425000,0.04604581,3.45818,0.9643938988447189,428.6406719684601,0.031568,129.0,0.041691132,0.0031696116
498,124500,56642,6.32956343548496,-0.0013961241,12450000,0.04499337,3.4525032,0.9566847085952759,429.46301007270813,0.050564002,143.03,0.043084092,0.0045353896
499,124750,55008,6.116903588769128,-0.0021269363,12475000,0.04524674,3.4468815,0.9683513939380646,430.27613401412964,0.044476,138.25,0.03553129,0.0042228666
500,125000,56337,6.086166316935833,-0.0021179612,12500000,0.044879157,3.4455943,0.9620489850640297,431.102255821228,0.029303998,136.26,0.04102062,0.0032114494
501,125250,58327,5.36480546363935,-0.001954669,12525000,0.044796288,3.4445355,0.9584936387836933,431.94749689102173,0.054336,124.77,0.039078303,0.0047148606
502,125500,58003,5.687462909229725,-0.0016459586,12550000,0.045521762,3.4450355,0.9595156498253345,432.77901244163513,0.033212,129.04,0.040489532,0.0034094867
503,125750,57034,7.237319169219608,-0.0014858753,12575000,0.047208447,3.4401047,0.9687812738120556,433.5890169143677,0.037128,151.4,0.032929856,0.0036665983
504,126000,58073,6.0861269257008095,-0.0023594855,12600000,0.044557136,3.434801,0.9550287537276745,434.39856219291687,0.036599997,138.16,0.046856273,0.0036402424
505,126250,56372,6.981364337965779,-0.0022047493,12625000,0.046950664,3.4302864,0.9670947641134262,435.19207739830017,0.047228,155.14,0.034863885,0.0043771877
506,126500,56360,6.91094982254418,-0.0015271681,12650000,0.047612626,3.4298203,0.9629392065107822,436.00062704086304,0.025288,152.13,0.037762593,0.003093528
507,126750,55035,6.49797497567346,-0.0026614144,12675000,0.046569012,3.4301598,0.967578649520874,436.8495397567749,0.030952001,140.5,0.03831349,0.003264778
508,127000,55995,7.781684630053179,-0.0018983809,12700000,0.046949986,3.4301877,0.9652908593416214,437.69091272354126,0.057668,166.0,0.04562205,0.004914536
509,127250,56112,6.452063329529301,-0.001716511,12725000,0.04710621,3.4285145,0.9708561934530735,438.5140929222107,0.042168,140.46,0.036256436,0.0040823794
510,127500,51649,7.454399186232863,-0.001675285,12750000,0.047407173,3.423015,0.9628662131726742,439.3833827972412,0.042059995,153.86,0.042639233,0.003962663
511,127750,56910,6.578294866494778,-0.002348614,12775000,0.047354795,3.4178367,0.9630688279867172,440.25600242614746,0.03272,143.22,0.040834837,0.0034802854
512,128000,55458,7.070597210180549,-0.0031715643,12800000,0.046658594,3.4118805,0.9545515812933445,441.07064509391785,0.034599997,156.99,0.044874806,0.0034572459
513,128250,56446,7.164359144786231,-0.002292081,12825000,0.04607626,3.4076877,0.9524357952177525,441.89371943473816,0.038016,161.4,0.04836201,0.0037022948
514,128500,56951,6.719826339372494,-0.0020040101,12850000,0.04603522,3.4058266,0.9724031016230583,442.70613956451416,0.030887997,148.6,0.032500226,0.0033553515
515,128750,55575,7.019831106411984,-0.0024400358,12875000,0.04385687,3.4037316,0.956611879169941,443.5099015235901,0.026956001,162.2,0.05243349,0.0029597643
516,129000,57015,7.293916163302328,-0.0017678624,12900000,0.044960078,3.4018197,0.9678982011973858,444.3238582611084,0.039952002,166.78,0.03534978,0.00392709
517,129250,57242,6.601256231351244,-0.0026449347,12925000,0.046480846,3.3990777,0.9780247621238232,445.13160395622253,0.042236,147.55,0.027253669,0.0039251754
518,129500,57702,6.960349590302508,-0.0021263626,12950000,0.04548367,3.3953674,0.9644836895167828,445.9460418224335,0.037340004,154.37,0.03606792,0.0036843359
519,129750,57635,8.170221617815368,-0.0008051427,12975000,0.04854761,3.393397,0.9585065953433514,446.7526295185089,0.043876,166.46,0.05408275,0.0041805026
520,130000,57018,7.125497296345202,-0.0016146399,13000000,0.044999033,3.3928494,0.9684391729533672,447.54378867149353,0.04904,162.19,0.04195236,0.004398267
521,130250,57028,6.6242178267885174,-0.0018140555,13025000,0.045254644,3.3920264,0.9675368256866932,448.3518822193146,0.03982,153.8,0.037537698,0.0039340067
522,130500,55789,8.238930592131638,-0.0020267698,13050000,0.04703497,3.39047,0.9576953239738941,449.1551601886749,0.031920005,177.27,0.04550772,0.0034442407
523,130750,58043,6.26887529257745,-0.002112918,13075000,0.045027316,3.3915508,0.963114820420742,449.9616014957428,0.045916002,145.23,0.043428387,0.0041801995
524,131000,58326,8.314327741163206,-0.0020417,13100000,0.04900807,3.3931625,0.9712792672216892,450.75503301620483,0.030916,172.33,0.039600383,0.003280004
525,131250,57651,7.887945274536407,-0.0017376011,13125000,0.045163374,3.392882,0.9696644451469183,451.56496119499207,0.0407,178.01,0.039551448,0.0038607854
526,131500,55415,7.341305441733138,-0.0021402682,13150000,0.04577032,3.3881161,0.9765500109642744,452.36796140670776,0.034028,161.46,0.027969176,0.0033652827
527,131750,56884,8.247450146595325,-0.0014360404,13175000,0.045411177,3.3796604,0.9613799229264259,453.19073128700256,0.063116,182.98,0.05053727,0.0052354084
528,132000,58897,7.938842829778468,-0.0019071468,13200000,0.04676027,3.3736851,0.9718513879925013,453.99464178085327,0.05692,167.82,0.03916761,0.004865906
529,132250,57223,8.152050787719563,-0.0025616365,13225000,0.047588088,3.36866,0.9705176558345556,454.785208940506,0.042832,170.52,0.031502016,0.0039955345
530,132500,57031,8.402141130947566,-0.0022908254,13250000,0.046742402,3.3665962,0.9530464261770248,455.58759331703186,0.038156,176.52,0.04377142,0.0036509521
531,132750,48793,7.16293321953454,-0.0017379897,13275000,0.045829892,3.3635592,0.9574016407132149,456.42395877838135,0.03838,156.71,0.043953527,0.00366657
532,133000,54474,7.361325716159118,-0.0020292462,13300000,0.04575852,3.359195,0.9495573937892914,457.30657291412354,0.048167996,159.83,0.05538007,0.0044341474
533,133250,49753,7.74324983698134,-0.0026857657,13325000,0.045570947,3.3545938,0.9719251673668623,458.2008707523346,0.041808,168.24,0.032633472,0.003965826
534,133500,49296,7.931565513763889,-0.0019873546,13350000,0.045249566,3.3485768,0.9720505829900503,459.1758577823639,0.037655998,170.68,0.0304708,0.0037536055
535,133750,57992,7.516473394611221,-0.0026934256,13375000,0.046824526,3.3404324,0.9635813906788826,460.1220724582672,0.044007998,161.2,0.038745157,0.0041273693
536,134000,55101,7.42302353295454,-0.002174775,13400000,0.04586212,3.3349864,0.9635267481207848,460.9796152114868,0.040412,162.43,0.04414426,0.0038830792
537,134250,56633,7.35479914415937,-0.0028542227,13425000,0.045238193,3.335937,0.971112122759223,461.8061134815216,0.053104002,164.34,0.034843363,0.0046717576
538,134500,53933,7.793789419493712,-0.0019377044,13450000,0.045793068,3.3356023,0.9746409803628922,462.62169647216797,0.034755997,170.95,0.02709004,0.003549759
539,134750,56294,8.716011586660661,-0.0019203557,13475000,0.04898879,3.3337193,0.9826520271599293,463.50682187080383,0.050812006,178.69,0.019856356,0.004614669
540,135000,58780,7.816938174990355,-0.0028652528,13500000,0.047158223,3.3293037,0.9717649780213833,464.32103991508484,0.04454,166.88,0.03344322,0.0041625374
541,135250,55986,7.529304914720578,-0.0025322516,13525000,0.045691494,3.3269348,0.9613375999033451,465.1560878753662,0.037708003,167.85,0.038462516,0.003761011
542,135500,58002,7.593389519092743,-0.0023615556,13550000,0.047061484,3.3278832,0.9709064215421677,465.98220133781433,0.039532,163.78,0.0323261,0.0038977996
543,135750,55491,7.065781808679385,-0.0019369017,13575000,0.04557862,3.3251686,0.9664252661168575,466.8126838207245,0.058516003,156.73,0.037673008,0.0049790246
544,136000,59248,7.41910273371137,-0.0021388805,13600000,0.046586487,3.3216846,0.9592319913208485,467.6340501308441,0.03904,160.03,0.042729564,0.0038730502
545,136250,55044,7.4439051870341295,-0.0023254252,13625000,0.046156693,3.318233,0.976429408416152,468.4520695209503,0.038992,159.97,0.02641281,0.0038373745
546,136500,56171,6.440492355858969,-0.002212415,13650000,0.046259955,3.3103848,0.9769454263150692,469.30817198753357,0.025224,144.56,0.02520839,0.0029951069
547,136750,55307,7.030803955991705,-0.0022112888,13675000,0.045306973,3.299905,0.9636024199426174,470.13182163238525,0.056712,157.05,0.04103157,0.005043035
548,137000,58245,8.58460395977503,-0.001738148,13700000,0.047207095,3.2958179,0.9681200310587883,470.967898607254,0.042376004,186.79,0.028483126,0.0040899785
549,137250,57744,7.940455259738956,-0.002871574,13725000,0.046805117,3.2950191,0.9682272896170616,471.7646396160126,0.052311998,164.83,0.03375482,0.0045411168
550,137500,46324,6.939246592445779,-0.0016995466,13750000,0.044584498,3.2962158,0.9669861868023872,472.59965682029724,0.047767997,156.28,0.042754494,0.00444228
551,137750,56535,8.083277756455987,-0.0019682746,13775000,0.046513412,3.2943962,0.9739384148269892,473.5390589237213,0.034104,172.23,0.029082173,0.0035239146
552,138000,56580,7.381373482942145,-0.0033654019,13800000,0.046595782,3.2902768,0.9623603783547878,474.38469529151917,0.047232006,160.94,0.039156094,0.004196723
553,138250,56550,6.840090223285697,-0.0025954721,13825000,0.04443573,3.2875092,0.9627422913908958,475.19262647628784,0.033419997,153.56,0.042968147,0.00337633
554,138500,55680,8.417873280628209,-0.0019616224,13850000,0.04710926,3.2839684,0.961212407797575,476.0376687049866,0.05556,176.12,0.04170391,0.004845632
555,138750,55060,7.8975368036063625,-0.0025210911,13875000,0.047009427,3.2812533,0.9734321292489767,476.8837368488312,0.037752,170.43,0.02951338,0.0037945453
556,139000,57658,7.51339512252569,-0.0020888392,13900000,0.045526,3.2818692,0.9614372812211514,477.74530577659607,0.049755998,162.0,0.043677095,0.0044195624
557,139250,59375,8.029747982370754,-0.0023650038,13925000,0.048212115,3.2834167,0.9646091721951962,478.58992433547974,0.045376003,166.28,0.037498437,0.0042021135
558,139500,54345,7.890177088156688,-0.0023186363,13950000,0.046427075,3.2839687,0.9529928378760815,479.40069460868835,0.038868003,168.91,0.057758845,0.0036879112
559,139750,53525,6.800682962018072,-0.0017297094,13975000,0.047418598,3.284031,0.9553513191640377,480.26453495025635,0.035616,144.03,0.046543304,0.0034511345
560,140000,47928,8.104863910371883,-0.0016512038,14000000,0.047065683,3.2815247,0.9573521949350834,481.1438829898834,0.028524,174.83,0.044771127,0.002959359
561,140250,51823,6.352328842145762,-0.0022211499,14025000,0.043816943,3.2789383,0.9679747894406319,482.09367299079895,0.039264,150.88,0.0359279,0.0037859282
562,140500,50667,8.278456302818995,-0.0020881963,14050000,0.04646033,3.2781117,0.9558896273374557,483.0130293369293,0.041663997,176.9,0.047448598,0.003910151
563,140750,51745,7.690369756409163,-0.0018383985,14075000,0.045555536,3.2787929,0.9572160020470619,483.88476824760437,0.039623998,171.56,0.050462235,0.0039735697
564,141000,47602,9.241337565887443,-0.0017030587,14100000,0.0494368,3.2759373,0.9680968038737774,484.80018377304077,0.034632,185.64,0.032575127,0.0035269991
565,141250,46317,7.983061145779466,-0.0019524038,14125000,0.046500433,3.2723355,0.9357255101203918,485.7729260921478,0.035488006,168.95,0.06810998,0.0035374374
566,141500,47003,8.135631532529041,-0.0018399846,14150000,0.04609094,3.2711422,0.9516853131353855,486.82014870643616,0.029496003,176.32,0.05465672,0.0033307995
567,141750,49778,7.724723882870171,-0.0021881885,14175000,0.046925507,3.2691102,0.9670662097632885,487.7916593551636,0.03304,164.85,0.033830427,0.0033620805
568,142000,54290,7.439443694166312,-0.0021283547,14200000,0.046490368,3.2664077,0.9645443111658096,488.723032951355,0.039628007,159.28,0.03500587,0.0038695566
569,142250,57830,7.674062677826004,-0.0027626534,14225000,0.04785724,3.2636833,0.9498634859919548,489.5801753997803,0.059584,161.78,0.051887114,0.0049571153
570,142500,44452,8.806012790573295,-0.0020148966,14250000,0.047934894,3.2584145,0.9614924266934395,490.44836711883545,0.050120004,184.77,0.042320885,0.0045044264
571,142750,46357,8.358135625301403,-0.002638518,14275000,0.04791956,3.2507553,0.9493894465267658,491.46619296073914,0.046495996,172.04,0.046865262,0.0042725066
572,143000,53339,8.162090765856602,-0.0020025559,14300000,0.047606714,3.2429988,0.9567003101110458,492.4499464035034,0.040228,170.58,0.045215942,0.0038817674
573,143250,51448,8.577498479903733,-0.0023679356,14325000,0.0460805,3.239006,0.9592146016657352,493.3426342010498,0.039108,185.74,0.044976436,0.0035990502
574,143500,56686,8.21234576881996,-0.0020512354,14350000,0.046918713,3.2358406,0.9593879617750645,494.2426965236664,0.033744,176.62,0.04239764,0.0035456296
575,143750,56613,9.083489742532523,-0.0019226605,14375000,0.04716476,3.2321746,0.9697487596422434,495.104700088501,0.029380003,189.53,0.040168196,0.0033202064
576,144000,56629,8.021194142625202,-0.001862533,14400000,0.046103522,3.2283916,0.9630659446120262,495.9261977672577,0.056576002,177.07,0.0387741,0.004890963
577,144250,57430,8.541964729730061,-0.001987479,14425000,0.045134503,3.2217078,0.9596972353756428,496.733412027359,0.042692,187.0,0.039969616,0.0040591797
578,144500,55919,9.438473155323772,-0.0020610078,14450000,0.047094896,3.2150993,0.9700270518660545,497.5475778579712,0.031407997,201.17,0.03163543,0.0032717206
