n_updates,serial_timesteps,fps,ep_reward_mean,policy_loss,total_timesteps,true_reward,policy_entropy,explained_variance,time_elapsed,clipfrac,ep_len_mean,value_loss,approxkl
832,208000,48912,9.680552999067077,-0.0022566847,20800000,0.048080903,2.2791588,0.969639616087079,709.2002468109131,0.052276004,203.29,0.027414322,0.0045766467
833,208250,59029,8.823278899622528,-0.0024152535,20825000,0.04702907,2.2712493,0.9834205582737923,710.1168417930603,0.038960002,192.25,0.015963944,0.0038203206
834,208500,55577,10.069567293295695,-0.0017755914,20850000,0.049217105,2.2657514,0.9780497010797262,710.9168221950531,0.051248003,206.39,0.020930313,0.0044287024
835,208750,56554,9.907684948624965,-0.0011898028,20875000,0.049617972,2.2614915,0.9860099824145436,711.7560393810272,0.061704002,199.08,0.014092848,0.0052214325
836,209000,56847,9.103975405322272,-0.0019085023,20900000,0.048159394,2.257489,0.9793829061090946,712.588937997818,0.054932006,186.72,0.022462966,0.004899675
837,209250,57750,10.072766183143539,-0.0025233235,20925000,0.04729051,2.2542052,0.9799654074013233,713.4357442855835,0.04574,212.51,0.019785915,0.004306619
838,209500,56672,10.96286518826375,-0.0021009534,20950000,0.04930083,2.2486882,0.9678940176963806,714.2728950977325,0.0604,219.69,0.02821758,0.0050206007
839,209750,57030,10.051190436788499,-0.0015281511,20975000,0.047448065,2.2437012,0.9743610303848982,715.114251613617,0.072936,209.83,0.023126215,0.005988084
840,210000,50754,10.058782412434011,-0.0027109508,21000000,0.048346847,2.2400167,0.9730329290032387,715.9526689052582,0.039155997,205.72,0.024150975,0.0038317046
841,210250,56743,10.47986559244364,-0.00102169,21025000,0.048802588,2.236628,0.9790010247379541,716.8321459293365,0.070688,215.76,0.017821547,0.0057286196
842,210500,55992,10.306663123285471,-0.0014504063,21050000,0.04948978,2.233543,0.9851230001077056,717.6465740203857,0.074136004,210.71,0.013428223,0.0061533023
843,210750,57112,10.387196012445383,-0.0017853004,21075000,0.048025977,2.2304912,0.9729523342102766,718.4684977531433,0.061512,214.86,0.022938918,0.0053482302
844,211000,57644,9.74237511028834,-0.0020490815,21100000,0.04701212,2.2290797,0.9670892767608166,719.2842104434967,0.041604,208.9,0.028933788,0.0038278475
845,211250,58131,10.287381770815191,-0.0021695332,21125000,0.04733619,2.2277937,0.9690462350845337,720.0911149978638,0.047420003,217.91,0.023991069,0.004413714
846,211500,57702,8.956860041306346,-0.0010985676,21150000,0.04625763,2.226914,0.9575150273740292,720.9012033939362,0.08018799,193.8,0.04154524,0.006398469
847,211750,56950,9.810947401469749,-0.0019051196,21175000,0.04792631,2.2263603,0.976590383797884,721.7191700935364,0.03872,206.59,0.019041399,0.0037174602
848,212000,57081,9.67547708696875,-0.0021402924,21200000,0.04871035,2.2262852,0.973929651081562,722.5371005535126,0.040760003,198.68,0.02343091,0.0038330897
849,212250,57626,9.660077247749514,-0.0021170413,21225000,0.04850082,2.223729,0.9787468891590834,723.3535060882568,0.051808,199.62,0.020368036,0.004741532
850,212500,57821,10.198785572842317,-0.0021757886,21250000,0.04742293,2.2229507,0.9806508906185627,724.1729488372803,0.04194,215.5,0.018050496,0.004014806
851,212750,57239,9.776791993903034,-0.0025724792,21275000,0.048580527,2.2207856,0.9699846468865871,724.9859387874603,0.041883998,201.74,0.026895572,0.0039184857
852,213000,57047,10.479613579361976,-0.0017864635,21300000,0.049503047,2.2146287,0.9847397981211543,725.7980515956879,0.046412,210.35,0.014951411,0.0041315258
853,213250,58077,9.955161093791302,-0.0020853444,21325000,0.04842402,2.2105267,0.9691141955554485,726.6274499893188,0.045900006,205.22,0.031937696,0.0043720817
854,213500,55433,9.277369785599985,-0.0013092195,21350000,0.047602516,2.2104268,0.9688931684941053,727.448379278183,0.047604002,198.29,0.028764535,0.004287208
855,213750,58293,9.547753063280124,-0.0019342145,21375000,0.048189964,2.2075658,0.9740045890212059,728.2726602554321,0.064916,199.83,0.024223864,0.0053620976
856,214000,57965,9.045981991053923,-0.0017709385,21400000,0.04659607,2.204681,0.9567074067890644,729.0814678668976,0.073004,191.59,0.039860472,0.0059221406
857,214250,56808,9.387390373179715,-0.0023105498,21425000,0.04848509,2.2022827,0.9608009047806263,729.8987920284271,0.049004,194.22,0.03425995,0.0044457177
858,214500,50258,9.810232989103643,-0.0019145571,21450000,0.046935678,2.1997569,0.9807962272316217,730.7376103401184,0.05172,209.94,0.018352773,0.004603149
859,214750,57595,10.1543922431984,-0.000568644,21475000,0.048115205,2.1980684,0.9719769228249788,731.6473026275635,0.072156,210.61,0.02519831,0.0058729076
860,215000,59132,9.303019896688056,-0.0011286627,21500000,0.048883002,2.1961384,0.969624875113368,732.4789407253265,0.06277601,190.41,0.02952469,0.0052817985
861,215250,56685,9.177630529386542,-0.0011255,21525000,0.047363877,2.1938343,0.9729812666773796,733.2676396369934,0.085436,196.49,0.025961518,0.0067140968
862,215500,51530,9.611892422894202,-0.0012690086,21550000,0.04861422,2.1915784,0.9734397474676371,734.1248819828033,0.06768,194.46,0.027412063,0.0055500586
863,215750,58581,8.456135786753876,-0.00031408473,21575000,0.048898105,2.1897638,0.9644695594906807,735.0225419998169,0.055167995,182.19,0.033365645,0.004844836
864,216000,57133,9.566692069087075,-0.0022263764,21600000,0.048669737,2.1880279,0.9694233145564795,735.8269515037537,0.045371998,198.84,0.026090998,0.004218683
865,216250,58392,9.40975477729803,-0.0016689192,21625000,0.047730934,2.1847994,0.9668830446898937,736.6337840557098,0.047796,199.04,0.02740093,0.0043579526
866,216500,56525,9.10287643882286,-0.0015357581,21650000,0.047880292,2.1816413,0.9659034721553326,737.4447298049927,0.078144,195.88,0.027160797,0.0063593923
867,216750,58629,8.608572485883702,-0.001820829,21675000,0.048225235,2.1786797,0.9708560388535261,738.2559194564819,0.033808,182.84,0.028952604,0.003636981
868,217000,54272,8.09634245162728,-0.00087625143,21700000,0.04853893,2.1753953,0.9601838923990726,739.0808675289154,0.092140004,170.4,0.041992288,0.0070061376
869,217250,59126,9.610097486423328,-0.0024171923,21725000,0.04989215,2.173707,0.9781092945486307,739.9109897613525,0.041424002,194.61,0.020519426,0.004023024
870,217500,56469,7.941864382963222,-0.0023165673,21750000,0.046362404,2.1718423,0.9702643118798733,740.700172662735,0.054668,174.43,0.029530104,0.0048465915
871,217750,55441,9.369808320434867,-0.002352089,21775000,0.047511954,2.1722581,0.9641312062740326,741.5048761367798,0.051836003,198.21,0.03247035,0.004688609
872,218000,52283,8.624134568653243,-0.002524502,21800000,0.049518827,2.1755896,0.9635936953127384,742.3196012973785,0.059292,177.89,0.035483133,0.005133558
873,218250,58639,8.914241090051673,-0.0010558108,21825000,0.04815168,2.1781752,0.9656900726258755,743.1609609127045,0.09379201,189.03,0.030600708,0.0074137906
874,218500,56569,9.415145482827624,-0.0019191481,21850000,0.04909503,2.1774201,0.9749592784792185,743.9583048820496,0.046052,193.93,0.022769794,0.004286494
875,218750,57618,8.447074636615799,-0.0020148256,21875000,0.0470569,2.1761475,0.9555550180375576,744.7629497051239,0.058348,183.13,0.040005278,0.004931857
876,219000,56683,8.561160217216823,-0.0021732976,21900000,0.04790627,2.174914,0.9716174900531769,745.5578966140747,0.038012,182.85,0.026472662,0.0038695347
877,219250,51365,8.90332368231553,-0.0025666186,21925000,0.048362363,2.1743584,0.9756377413868904,746.4454798698425,0.092627995,187.97,0.023175726,0.007069341
878,219500,55685,8.719478890415457,-0.0030501517,21950000,0.04833809,2.1742659,0.9739953950047493,747.3219656944275,0.042279996,184.92,0.024510616,0.0039705783
879,219750,55769,9.604927106358518,-0.0017426747,21975000,0.04716215,2.1736374,0.9716978259384632,748.142828464508,0.057208,203.05,0.023147408,0.0049462495
880,220000,57230,9.045545153727517,-0.0017091375,22000000,0.046884213,2.174376,0.9746884498745203,748.9852135181427,0.072112,197.46,0.019704785,0.005730499
881,220250,57166,8.240058389720508,-0.0020822373,22025000,0.045400273,2.1751788,0.9724351242184639,749.8009297847748,0.025799999,184.97,0.024732409,0.0029522937
882,220500,58299,9.316430567052475,-0.0020575782,22050000,0.04707549,2.1748967,0.962822999805212,750.6099708080292,0.030923998,198.83,0.03196506,0.0033196292
883,220750,51114,9.264901165587908,-0.0010950568,22075000,0.048472423,2.1709266,0.9684838801622391,751.406896352768,0.092104,196.6,0.02617305,0.0071619176
884,221000,56806,9.213127275524384,-0.0024396968,22100000,0.048320606,2.168219,0.9728803522884846,752.2607159614563,0.048324,193.88,0.021806713,0.0045077824
885,221250,58703,9.766134466445374,-0.0017705016,22125000,0.048199013,2.1674545,0.9769683629274368,753.0695366859436,0.043648,202.89,0.019221265,0.0040661627
886,221500,58896,8.576954590753958,-0.0021572527,22150000,0.048469566,2.164938,0.9804878085851669,753.8721749782562,0.061264,184.6,0.016162585,0.005243752
887,221750,54938,8.4494119009531,-0.0021268562,22175000,0.04873642,2.1636584,0.9739732630550861,754.6559524536133,0.055587996,177.34,0.02448864,0.0049110195
888,222000,58384,9.00262243027566,-0.0023352043,22200000,0.04798111,2.1599581,0.976298775523901,755.5327534675598,0.053644,189.67,0.02253753,0.0046713175
889,222250,58042,8.962017977479846,-0.0020233712,22225000,0.047307495,2.1615024,0.969730619341135,756.3260834217072,0.088908,189.62,0.027380746,0.007006063
890,222500,57161,8.660391664630296,-0.0017174758,22250000,0.046220496,2.1671486,0.967844232916832,757.158769607544,0.06889601,192.54,0.028389921,0.0057055736
891,222750,57894,8.007081963657402,-0.0023488156,22275000,0.04815897,2.1724372,0.9831369984894991,757.960949420929,0.057988,167.4,0.019249398,0.0050126994
892,223000,58874,9.545007129572095,-0.0017451303,22300000,0.04879673,2.173778,0.9779695123434067,758.7604718208313,0.050784,198.59,0.020476934,0.0046118433
893,223250,56679,8.77342742544366,-0.0023494717,22325000,0.046856698,2.1731343,0.9785869065672159,759.5647015571594,0.036404,194.32,0.018034985,0.0036530402
894,223500,58742,9.077296053006975,-0.0023722001,22350000,0.048413623,2.1699777,0.9742112718522549,760.3720092773438,0.040636003,191.37,0.022958318,0.003969136
895,223750,56460,8.117529861257548,-0.0025031616,22375000,0.048116285,2.165427,0.9780572298914194,761.1620781421661,0.060760003,173.35,0.01862776,0.005358954
896,224000,56779,9.078589899956278,-0.0012760067,22400000,0.047857262,2.158276,0.9792085774242878,761.9664709568024,0.079303995,193.73,0.019358572,0.0063036955
897,224250,57373,8.575047676822724,-0.00068422785,22425000,0.04948585,2.151785,0.9811393450945616,762.7772204875946,0.095136,176.1,0.01966319,0.0072865663
898,224500,56547,9.206702507070732,-0.0023891334,22450000,0.048267134,2.1462665,0.9720128178596497,763.5816950798035,0.051708,195.58,0.023810755,0.0047084647
899,224750,55012,7.935262921877438,-0.0018409805,22475000,0.046673514,2.141112,0.9737611524760723,764.396399974823,0.050012,175.04,0.023676787,0.0045770467
900,225000,56858,9.64668211631586,-0.0009800498,22500000,0.048270963,2.1364243,0.9768498130142689,765.2248287200928,0.08695601,198.79,0.021534873,0.0068898806
901,225250,57281,9.427670583520813,-0.0020199686,22525000,0.048560962,2.1348276,0.9830277599394321,766.0363819599152,0.060255997,197.72,0.015909096,0.0051027564
902,225500,57045,8.209804137069495,-0.002030308,22550000,0.04561564,2.1329517,0.9637078121304512,766.8402495384216,0.044328,181.6,0.03431919,0.004269355
903,225750,57838,8.836616517549965,-0.001814755,22575000,0.047520112,2.130384,0.9773225001990795,767.6451723575592,0.051336,189.0,0.02087598,0.0046601975
904,226000,58797,9.418700868136511,-0.0017020574,22600000,0.048090845,2.1296093,0.9692356996238232,768.4407076835632,0.050432004,199.59,0.026907047,0.004527104
905,226250,54701,9.338676454877078,-0.0025038654,22625000,0.047054395,2.1276374,0.9868610287085176,769.2417623996735,0.027519997,203.08,0.012129052,0.0030145354
906,226500,58535,9.525422521720756,-0.0014381685,22650000,0.046870824,2.1240375,0.9810543246567249,770.0561904907227,0.059784003,207.17,0.017054277,0.0051732883
907,226750,58618,9.210651225251494,-0.002221442,22675000,0.047690585,2.1226635,0.969056935980916,770.8871276378632,0.052176,195.66,0.029120415,0.0047529577
908,227000,54532,9.370672954110232,-0.0023538421,22700000,0.04762136,2.1259856,0.9684870950877666,771.7230687141418,0.052612,193.91,0.030604938,0.00476172
909,227250,49383,9.380050420281478,-0.0019815932,22725000,0.048881836,2.1319165,0.9859641110524535,772.6340086460114,0.05492,195.68,0.012822242,0.0048069875
910,227500,51390,8.98705693364671,-0.0013097308,22750000,0.048100464,2.13246,0.9874651972204447,773.5924289226532,0.057532005,189.78,0.012813397,0.0049730446
911,227750,56423,9.939312807323077,-0.0017122198,22775000,0.049245548,2.128447,0.9865660443902016,774.4915812015533,0.040292002,205.67,0.011645406,0.003902593
912,228000,57482,9.109265864371473,-0.0022351413,22800000,0.04810402,2.122882,0.9716733675450087,775.3255438804626,0.065468,192.02,0.025590468,0.005454228
913,228250,54452,9.653839899108116,-0.0023110919,22825000,0.049603797,2.1212914,0.9786800015717745,776.1945662498474,0.060059994,195.9,0.019011617,0.005163062
914,228500,57144,10.321572774895467,-0.0016288202,22850000,0.050152462,2.1209474,0.9844184182584286,777.0607311725616,0.071356,209.3,0.012667999,0.005840844
915,228750,54337,9.823477138390471,-0.0021837926,22875000,0.047176,2.1156209,0.9811936859041452,777.9210662841797,0.049416,211.09,0.015160714,0.004568082
916,229000,53517,10.73846304693869,-0.0025519868,22900000,0.04822035,2.1100712,0.9836017563939095,778.78715467453,0.047468,220.37,0.014842631,0.0042820144
917,229250,53853,11.21796898400411,-0.0017641311,22925000,0.050348975,2.1047668,0.9722640421241522,779.6927590370178,0.045780003,222.13,0.024173114,0.004190524
918,229500,57235,10.782679257004311,-0.0007217701,22950000,0.04934717,2.0999205,0.9810116607695818,780.5540504455566,0.077796,219.25,0.01585888,0.00618289
919,229750,50647,11.030509661074321,-0.0013117385,22975000,0.04867623,2.0995538,0.9807236418128014,781.407469034195,0.057995997,225.59,0.016509017,0.004957415
920,230000,54683,10.178439161998968,-0.0026008547,23000000,0.04775132,2.1012752,0.9777086302638054,782.3108751773834,0.068196,212.79,0.018837053,0.005711542
921,230250,54155,10.837966741611018,-0.0021307128,23025000,0.04956842,2.1023185,0.9740845933556557,783.1582243442535,0.049236003,218.23,0.01990002,0.0045313253
922,230500,56569,10.359755014482653,-0.0021108785,23050000,0.048366092,2.1012418,0.9692252669483423,784.0165646076202,0.059736002,210.19,0.026368316,0.0051642815
923,230750,55711,10.63998701585857,-0.0016246904,23075000,0.048104584,2.0992475,0.9417620897293091,784.8549358844757,0.056199998,219.62,0.04522696,0.004869909
924,231000,49038,10.414551836386659,-0.0010882095,23100000,0.047734253,2.1002939,0.9815987907350063,785.761328458786,0.051907998,217.66,0.015923189,0.00462304
925,231250,45603,10.75228741886669,-0.0018891987,23125000,0.048031148,2.0994878,0.9685377925634384,786.7292265892029,0.047604,222.06,0.026115209,0.0042413417
926,231500,58385,11.185570785756063,-0.0023432362,23150000,0.04746513,2.0953834,0.9865059889853001,787.7655956745148,0.061179996,231.61,0.011144464,0.005159135
927,231750,57826,11.90935669008366,-0.0011842435,23175000,0.048732437,2.0886753,0.9760988969355822,788.5740406513214,0.074116,241.42,0.019194957,0.006261272
928,232000,56844,11.925990189000261,-0.0018271646,23200000,0.04964575,2.0824494,0.9836802687495947,789.4089341163635,0.031779997,235.76,0.014159905,0.00326759
929,232250,52670,11.539799031291858,-0.0021325103,23225000,0.0492967,2.0755765,0.9580633789300919,790.291989326477,0.067527995,232.54,0.03206928,0.0057038153
930,232500,55007,10.658863745601462,-0.0014274651,23250000,0.048794627,2.07325,0.9758234228938818,791.1928372383118,0.06739999,217.18,0.021209765,0.005542706
931,232750,53381,10.424666005781473,-0.00211999,23275000,0.047751725,2.0713916,0.9685628563165665,792.0749185085297,0.045096003,216.63,0.02583378,0.004306356
932,233000,56279,11.0973731956775,-0.0023693875,23300000,0.04867279,2.068526,0.9566969983279705,792.9356606006622,0.065015994,225.83,0.035482943,0.0053805774
933,233250,56756,10.909562759573637,-0.0023114807,23325000,0.04936561,2.0641127,0.9513736888766289,793.7569065093994,0.061624,219.22,0.039795578,0.0052243317
934,233500,53764,9.962249545742662,-0.0023020445,23350000,0.04648717,2.061183,0.9709684904664755,794.5963313579559,0.048903998,212.15,0.027443003,0.0044148187
935,233750,54606,9.979716449438584,-0.0019827331,23375000,0.047481906,2.058474,0.9717516582459211,795.4894711971283,0.059868,207.03,0.02764162,0.0051482515
936,234000,52611,9.898725071997383,-0.0015570676,23400000,0.04803228,2.0567489,0.9771383982151747,796.371693611145,0.054756004,204.76,0.020696428,0.0047509647
937,234250,54691,10.06283379273773,-0.0011357015,23425000,0.049101178,2.0517292,0.9812517911195755,797.2792778015137,0.056796003,201.59,0.019740907,0.0049912794
938,234500,56541,10.550271198870032,-0.0019684352,23450000,0.049060766,2.0468187,0.9710512924939394,798.1495063304901,0.08584,209.33,0.029157728,0.0068098134
939,234750,57332,10.361131140122398,-0.0015641777,23475000,0.048108164,2.0442147,0.971387630328536,798.9864659309387,0.079767995,215.11,0.028082231,0.006347008
940,235000,56768,10.849138947561222,-0.002135618,23500000,0.04886147,2.0419698,0.9701872915029526,799.8229827880859,0.06728,219.91,0.026998525,0.00573918
941,235250,58238,10.353635811090662,-0.0012073175,23525000,0.048881948,2.0373511,0.9619814902544022,800.6710438728333,0.07092,210.34,0.03381204,0.0058292765
942,235500,58316,9.855345902812724,-0.0028650705,23550000,0.048396427,2.0341988,0.9804063402116299,801.4843459129333,0.050756,203.35,0.019267332,0.004399785
943,235750,56047,10.316643532799462,-0.0015306353,23575000,0.048192155,2.031831,0.9566895514726639,802.2875139713287,0.04402,215.6,0.03315234,0.0041363207
944,236000,49511,10.666952575415744,-0.0017191668,23600000,0.04875468,2.0302618,0.9611735381186008,803.1472206115723,0.03616,214.81,0.03437457,0.0037102364
945,236250,58496,11.128495781546226,-0.0017273333,23625000,0.0486978,2.0277977,0.975549353286624,804.0458564758301,0.060148,225.37,0.02070513,0.0051016663
946,236500,55116,10.445912168897767,-0.0022134436,23650000,0.049009867,2.024548,0.9613251350820065,804.8492960929871,0.066036,207.16,0.03343854,0.0054490305
947,236750,56310,10.753172602545437,-0.0018623176,23675000,0.047800705,2.0162063,0.969115387648344,805.6846776008606,0.06460799,221.79,0.028277656,0.005315494
948,237000,56479,10.998102213679777,-0.0011408032,23700000,0.04858292,2.0079467,0.959742333739996,806.5132260322571,0.073879994,222.82,0.031475708,0.0059101437
949,237250,58079,11.237895674409229,-0.0021373606,23725000,0.04888672,2.0035615,0.9716965332627296,807.3751122951508,0.05226,225.39,0.02504855,0.0047202255
950,237500,57471,10.47972035301129,-0.002115692,23750000,0.04851647,2.000259,0.9647807069122791,808.1846520900726,0.066092,214.81,0.03008682,0.005529501
951,237750,58189,10.470205420861458,-0.0023220712,23775000,0.047326382,1.9986398,0.9675801880657673,809.0186126232147,0.058856,220.04,0.025273949,0.005091942
952,238000,57066,11.071768360622228,-0.0014611927,23800000,0.04766984,1.9966524,0.953706294298172,809.8161518573761,0.043872003,229.6,0.03602766,0.0041162577
953,238250,53486,10.302864245718737,-0.0024282555,23825000,0.047155045,1.9923427,0.9492600932717323,810.6453869342804,0.047555998,216.28,0.047388874,0.0042903605
954,238500,56870,11.360564029347733,-0.001308758,23850000,0.048535805,1.9869875,0.980476500466466,811.5244250297546,0.080088004,230.17,0.015473073,0.0063087395
955,238750,57197,10.512657704672911,-0.0020317277,23875000,0.047168564,1.9821165,0.9706562831997871,812.3599362373352,0.068356,224.04,0.024722226,0.0057969913
956,239000,58888,11.143822107021187,-0.0020365317,23900000,0.048128136,1.9821678,0.9762611519545317,813.1698870658875,0.054759998,230.26,0.022622341,0.0047739986
957,239250,56951,10.876093561410089,-0.0019067761,23925000,0.047419067,1.9832846,0.977358166128397,813.9898819923401,0.05514,226.74,0.021455746,0.0047346517
958,239500,55760,11.527070658462158,-0.0020028448,23950000,0.04834461,1.9833181,0.9730568565428257,814.8669173717499,0.053152002,234.53,0.021890398,0.0047638756
959,239750,56581,10.989325240259605,-0.0013879857,23975000,0.047574636,1.9810578,0.9685641415417194,815.7213201522827,0.090996,226.5,0.029449796,0.006962902
960,240000,56726,10.595086373700251,-0.0017650429,24000000,0.04550443,1.9785137,0.9516290985047817,816.5670504570007,0.075384,229.4,0.03879721,0.006048399
961,240250,55225,10.696854750926704,-0.0017016871,24025000,0.048105225,1.977668,0.9541329927742481,817.4236311912537,0.053427994,221.63,0.0373752,0.004694361
962,240500,53845,10.601093864077892,-0.001395833,24050000,0.048801973,1.9793208,0.9538442455232143,818.2904348373413,0.078344,217.27,0.037621733,0.006166339
963,240750,55505,10.464305786618425,-0.0018821389,24075000,0.046699222,1.9772326,0.9711710009723902,819.1886491775513,0.038528,222.44,0.026378121,0.0038392178
964,241000,59089,9.392046608195379,-0.0018791829,24100000,0.046696812,1.9704844,0.9709853176027536,820.0479748249054,0.062672004,201.58,0.030745406,0.0053501176
965,241250,54127,10.618484055865265,-0.0015781382,24125000,0.04726384,1.9642261,0.9729322530329227,820.8566417694092,0.059191994,224.86,0.023443714,0.005053078
966,241500,56195,10.325614826511119,-0.002051433,24150000,0.047869194,1.9599577,0.9724349398165941,821.7312622070312,0.063972,211.44,0.02531471,0.0053852326
967,241750,56135,10.692221057058314,-0.00095875125,24175000,0.04721121,1.9563481,0.9673738442361355,822.6008186340332,0.076712,223.75,0.0303212,0.006065433
968,242000,56045,9.776762501264312,-0.000976736,24200000,0.046490707,1.9540501,0.9653680548071861,823.4517269134521,0.099616,209.21,0.036600478,0.008095484
969,242250,52442,10.811348746994927,-0.0013901355,24225000,0.048596174,1.9520794,0.9729340504854918,824.3039240837097,0.046852,221.4,0.026181797,0.0042477585
970,242500,57299,11.103082177223405,-0.0021292237,24250000,0.048318963,1.949968,0.9714941997081041,825.1871008872986,0.054943997,226.89,0.024979688,0.004878423
971,242750,56036,10.881261484210846,-0.0013904993,24275000,0.048158504,1.9475542,0.9634010195732117,826.0395333766937,0.070163995,223.17,0.032342453,0.0057642767
972,243000,56538,11.13525600533305,-0.0024291337,24300000,0.049783424,1.9467071,0.9666960053145885,826.9179759025574,0.063187994,219.85,0.028498346,0.0054185377
973,243250,46560,11.241502780873924,-0.0010519866,24325000,0.048652157,1.9456508,0.9715006183832884,827.8099377155304,0.06953199,228.56,0.025421705,0.005769645
974,243500,47169,11.13366969784256,-0.0014453031,24350000,0.050069652,1.9435562,0.9706291165202856,828.8254935741425,0.086068004,217.87,0.028512627,0.0066548674
975,243750,56359,10.595710550208896,-0.001959588,24375000,0.04731169,1.9437478,0.9725280441343784,829.7966544628143,0.070976004,220.38,0.025641967,0.005724606
976,244000,58919,10.707572829158162,-0.002412678,24400000,0.04830998,1.94456,0.9835151825100183,830.6139988899231,0.044664,216.45,0.016517386,0.0042691855
977,244250,55719,10.31080550550967,-0.0017837791,24425000,0.04664827,1.9439694,0.9564925022423267,831.4242713451385,0.051348,218.96,0.039046343,0.004566236
978,244500,56405,11.247530294330222,-0.0017579962,24450000,0.047680195,1.9440739,0.9713550973683596,832.2401196956635,0.059196003,233.83,0.026706856,0.0051293704
979,244750,51255,10.966367112722455,-0.0020609898,24475000,0.04679045,1.9439023,0.9767790213227272,833.1024851799011,0.043632004,233.27,0.022827469,0.0039448724
980,245000,53442,11.739032015615521,-0.0010837852,24500000,0.048112262,1.9433441,0.9840990230441093,834.0163643360138,0.05496,243.06,0.01266246,0.0047859494
981,245250,54145,11.272679713941034,-0.0015685244,24525000,0.04797555,1.9427042,0.977285522967577,834.9089255332947,0.083068006,235.25,0.018085612,0.0065906956
982,245500,55893,11.202678728179272,-0.0020366546,24550000,0.048943687,1.9395643,0.9786024838685989,835.795975446701,0.042496,227.18,0.018067501,0.0040742047
983,245750,54962,10.801854443549146,-0.0022645805,24575000,0.04772295,1.9351184,0.9735894743353128,836.6527819633484,0.071492,225.42,0.022941288,0.0058725183
984,246000,56879,11.332063776068827,-0.0009675259,24600000,0.04794918,1.933871,0.9818219281733036,837.4722158908844,0.081644,236.52,0.015085024,0.0064568357
985,246250,56899,10.695509808580391,-0.001690731,24625000,0.048069835,1.9316437,0.9722792785614729,838.2745409011841,0.047648,220.85,0.023780238,0.0043815775
986,246500,56825,10.48069430041287,-0.001695646,24650000,0.04803659,1.9294306,0.9746593348681927,839.1142776012421,0.042796,216.28,0.02436813,0.004008224
987,246750,58533,10.7871112276215,-0.001711628,24675000,0.048110384,1.9264892,0.9580231755971909,839.9406661987305,0.061688,221.59,0.033595555,0.0051281066
988,247000,58582,11.109125882853242,-0.0021413465,24700000,0.048667915,1.9238815,0.9689515512436628,840.7269785404205,0.049052,223.54,0.028249156,0.0045034504
989,247250,58074,11.203115123724256,-0.0026420967,24725000,0.04875403,1.9231526,0.9683908596634865,841.5123116970062,0.063132,228.1,0.027077148,0.00544825
990,247500,57415,10.431035548628715,-0.0019382823,24750000,0.04689177,1.9226892,0.9728719498962164,842.3083868026733,0.059728004,222.13,0.024355859,0.0050547286
991,247750,56608,11.556608666867978,-0.002589398,24775000,0.049703497,1.9210075,0.9832802210003138,843.1170310974121,0.047088,229.43,0.015849836,0.0041959854
992,248000,56899,11.597284920332749,-0.0015728684,24800000,0.049878497,1.9171337,0.9738723300397396,843.9302113056183,0.073432,230.49,0.022772219,0.0058121723
993,248250,57458,11.20651968611055,-0.0025114592,24825000,0.04794395,1.9158623,0.9671742506325245,844.7278761863708,0.068184,230.08,0.030734787,0.0055490783
994,248500,59126,11.247587111525936,-0.0019881912,24850000,0.04886415,1.9158233,0.969049483537674,845.5157263278961,0.063747995,230.38,0.02445524,0.0053697606
995,248750,58827,11.01772220233408,-0.0018873818,24875000,0.048096564,1.9148251,0.9672082886099815,846.3016881942749,0.102188006,230.49,0.027598802,0.008201712
996,249000,57932,10.898726797363597,-0.0015589586,24900000,0.048420995,1.9143162,0.9801318533718586,847.0859906673431,0.056884002,224.23,0.018022323,0.0049865292
997,249250,57888,10.944362229637854,-0.0012779611,24925000,0.04706816,1.9115471,0.9856289913877845,847.8805031776428,0.07646,235.12,0.011389321,0.006252916
998,249500,56415,11.768686689034512,-0.0022616214,24950000,0.04926895,1.9080559,0.9859586078673601,848.6721074581146,0.059384,239.72,0.010903251,0.0052169776
999,249750,58864,11.474239231484763,-0.0022940214,24975000,0.048737817,1.903744,0.9818557370454073,849.474930524826,0.050436,234.85,0.016196623,0.0045576557
1000,250000,57956,11.543576924935842,-0.0019125085,25000000,0.04888188,1.9018097,0.9716881979256868,850.2572906017303,0.045907997,234.68,0.02275385,0.004176931
1001,250250,55328,11.006784127089086,-0.002215622,25025000,0.047880903,1.901927,0.9701375626027584,851.0511431694031,0.054488003,224.94,0.029428925,0.0047850152
1002,250500,58276,10.576385496509738,-0.0026692897,25050000,0.047564242,1.8983116,0.9690855666995049,851.8663861751556,0.066580005,219.37,0.028804686,0.0054776464
1003,250750,57287,11.444175328598357,-0.0017012712,25075000,0.049551763,1.895366,0.9812915343791246,852.6537911891937,0.06084,225.11,0.01973181,0.0051385825
1004,251000,58377,10.430605013619715,-0.0024944986,25100000,0.04721343,1.8926532,0.9584627076983452,853.4445571899414,0.055483997,219.85,0.03907174,0.0047800993
1005,251250,57956,10.021197684667527,-0.0011919154,25125000,0.047655895,1.8912903,0.9618913531303406,854.2298147678375,0.04778,206.54,0.039103925,0.004293763
1006,251500,57150,11.26977389910405,-0.0015769701,25150000,0.04840655,1.8915606,0.9709039144217968,855.017725944519,0.072812006,225.68,0.030903649,0.005857163
1007,251750,57422,11.165927036670036,-0.0016726594,25175000,0.048729062,1.8898222,0.9679833650588989,855.8109872341156,0.054832,224.58,0.03218127,0.0048174313
1008,252000,58900,10.56491329537188,-0.0025670875,25200000,0.047378384,1.8893147,0.9662035629153252,856.607063293457,0.052924,219.88,0.033146698,0.004780962
