total_timesteps,approxkl,fps,value_loss,serial_timesteps,time_elapsed,true_reward,explained_variance,policy_loss,clipfrac,n_updates,ep_reward_mean,ep_len_mean,policy_entropy
4125000,0.0063546924,56018,0.02157751,41250,147.43559432029724,0.04039313,0.9743120782077312,-0.002226446,0.079472,165,8.449159765534423,207.23,0.6269363
4150000,0.0066598454,55555,0.01934534,41500,148.2787435054779,0.04091838,0.9769778195768595,-0.001969961,0.085996,166,8.674672179594623,211.32,0.6238502
4175000,0.008219304,54477,0.013277585,41750,149.14120602607727,0.04160286,0.9823091123253107,0.0006371817,0.10692401,167,9.422902411985707,225.67,0.61817354
4200000,0.01056284,55776,0.019185985,42000,149.9790599346161,0.042639326,0.9754518754780293,-2.7765078e-05,0.134764,168,9.409484312821842,220.53,0.61574364
4225000,0.0055745086,53045,0.021568615,42250,150.81137800216675,0.041180003,0.9757194556295872,-0.0027838026,0.06692,169,8.782612584557627,214.15,0.615556
4250000,0.0047677336,55888,0.00946991,42500,151.65517616271973,0.041548476,0.9868693919852376,-0.0022375956,0.053516,170,9.046654403426656,221.57,0.6165949
4275000,0.005218654,54945,0.026613778,42750,152.5067036151886,0.042372383,0.9677945636212826,-0.0025611043,0.061343998,171,8.682536309748539,203.77,0.61826575
4300000,0.007400336,56222,0.021053787,43000,153.34794545173645,0.04132357,0.9744350574910641,-0.00238798,0.093063995,172,9.013038548841141,218.89,0.61882645
4325000,0.008170151,50237,0.018803004,43250,154.19290447235107,0.041699067,0.9800799917429686,-0.0010654094,0.106019996,173,8.468555052956399,201.74,0.61747676
4350000,0.0071876096,54048,0.019580461,43500,155.0919930934906,0.041147757,0.9763501174747944,-0.0030762535,0.09453999,174,9.030408161194982,221.02,0.6168169
4375000,0.0057540843,53931,0.01197626,43750,155.97162556648254,0.04100257,0.9867116874083877,-0.0019370718,0.070028,175,9.503122366044554,229.14,0.6173102
4400000,0.0058010938,56422,0.018498238,44000,156.8470048904419,0.04221766,0.9750574678182602,-0.0026577045,0.071343996,176,9.622673062995418,225.64,0.6165048
4425000,0.0070076855,55097,0.021994296,44250,157.6777184009552,0.041966498,0.9744693487882614,-0.0026278698,0.089568004,177,8.58700948349553,204.29,0.6135768
4450000,0.0063340627,55327,0.01539403,44500,158.5268270969391,0.042043168,0.9818518366664648,-0.0025535494,0.081116006,178,9.09847592820839,217.14,0.6096881
4475000,0.004998876,56009,0.011734291,44750,159.3649525642395,0.040873855,0.9853557730093598,-0.0024611796,0.05732,179,9.172487208807851,224.02,0.61021316
4500000,0.0059786513,56021,0.018853296,45000,160.22070574760437,0.041640762,0.9788080770522356,-0.0029936836,0.073756,180,7.954278007259236,195.65,0.6154278
4525000,0.005677101,55286,0.030895997,45250,161.04425501823425,0.042077877,0.9689423479139805,-0.0022575024,0.068023995,181,8.341066750751997,197.24,0.61929864
4550000,0.0073986105,56258,0.02323258,45500,161.8795669078827,0.04210522,0.9723089057952166,-0.002169533,0.096627995,182,8.956937909810094,213.35,0.6181613
4575000,0.006772048,56609,0.008709202,45750,162.72525668144226,0.042105537,0.9885851619765162,-0.0017104291,0.085896,183,9.593050231552851,227.55,0.61534595
4600000,0.0062275184,54773,0.023773488,46000,163.54411125183105,0.042070117,0.9711757656186819,-0.0026285723,0.077976,184,9.231687504719211,219.16,0.61234367
4625000,0.0060886843,56868,0.020367472,46250,164.38876104354858,0.042075265,0.9749857801944017,-0.002500662,0.074084,185,9.551782540392706,225.61,0.6107915
4650000,0.007815918,55785,0.02661178,46500,165.2024703025818,0.043279223,0.9693733230233192,-0.0015203969,0.105428,186,9.592859744529406,219.92,0.6075427
4675000,0.005862415,55692,0.01243416,46750,166.0366234779358,0.04163703,0.982959471642971,-0.001263384,0.073272005,187,9.627591543697417,229.34,0.6027612
4700000,0.010059109,53989,0.0151693,47000,166.87289452552795,0.041531127,0.9835073221474886,0.001143672,0.13466801,188,8.844809065241625,211.99,0.5974285
4725000,0.0056012664,55439,0.008243367,47250,167.7245659828186,0.04183759,0.988538428209722,-0.0023759,0.06602,189,9.759796870175778,234.93,0.5922069
4750000,0.007977364,55779,0.015445979,47500,168.57456827163696,0.041297067,0.9821958392858505,-0.0022302552,0.102900006,190,9.479856945486945,227.54,0.5867528
4775000,0.009060577,55927,0.015256947,47750,169.4172089099884,0.04160522,0.9811361897736788,-0.0003632542,0.121508,191,9.079518247604025,217.38,0.5838959
4800000,0.0073749633,55615,0.016248222,48000,170.25625085830688,0.040487796,0.9813066255301237,-0.0007599043,0.097803995,192,8.882085874884142,218.05,0.58393276
4825000,0.00619542,53752,0.0126113165,48250,171.08572101593018,0.041530244,0.9860621746629477,-0.0025051236,0.07653199,193,9.069657337922617,218.75,0.58252597
4850000,0.005495903,55892,0.020138592,48500,171.96115446090698,0.043704174,0.9761741049587727,-0.0019460336,0.066204,194,8.959536168637992,207.03,0.5782912
4875000,0.0056361407,56673,0.030568535,48750,172.82144856452942,0.042523585,0.9656428098678589,-0.0029534302,0.068243995,195,9.156724755112883,211.14,0.57423365
4900000,0.0065106144,56311,0.019768707,49000,173.64980721473694,0.04226351,0.9745932091027498,-0.0019160414,0.083088,196,9.13095058816194,214.48,0.56983584
4925000,0.005809152,55300,0.020135755,49250,174.48265743255615,0.04113896,0.9742944911122322,-0.002180344,0.07279201,197,9.434475111028114,225.09,0.56752145
4950000,0.0052743834,56577,0.01584031,49500,175.32119035720825,0.042884648,0.97960533387959,-0.0033979565,0.060684003,198,9.044822052095078,211.81,0.56837845
4975000,0.0060776225,54926,0.021205328,49750,176.147127866745,0.042350885,0.9756817743182182,-0.0029045744,0.074092,199,9.063094174925554,212.53,0.56245875
5000000,0.0054103564,55999,0.019546803,50000,176.9826319217682,0.042686835,0.9759641718119383,-0.002397019,0.064932,200,9.25337743748165,216.85,0.55886114
5025000,0.0066385656,50783,0.020749297,50250,177.83727741241455,0.04323126,0.9760532137006521,-0.0018611646,0.08392799,201,9.204104647360728,213.96,0.55818164
5050000,0.00514087,55209,0.01417803,50500,178.71530508995056,0.042514615,0.9845635062083602,-0.002721856,0.059936,202,9.131642707299834,215.29,0.5556922
5075000,0.0066875694,53095,0.037023913,50750,179.5492923259735,0.041242167,0.9553625471889973,-0.0011141573,0.082292005,203,8.705073304547915,213.16,0.5522191
5100000,0.010174387,55819,0.033312473,51000,180.40187191963196,0.04199777,0.9611582569777966,-0.0003670362,0.135012,204,9.006536562889378,213.74,0.5511717
5125000,0.006018533,55039,0.019062424,51250,181.2406177520752,0.040099,0.9777030888944864,-0.0024056702,0.073072,205,8.397471881229812,207.82,0.5494462
5150000,0.006706815,55655,0.03673619,51500,182.0714418888092,0.041830562,0.9610589258372784,-0.0028355941,0.086236,206,8.619886281771665,204.95,0.5470614
5175000,0.0067082234,55057,0.020948535,51750,182.90399146080017,0.040964086,0.9758123066276312,-0.0020689447,0.084107995,207,8.88581899286226,218.16,0.5441664
5200000,0.0056593884,53025,0.032510985,52000,183.7365279197693,0.040409714,0.9625994749367237,-0.0027239327,0.069156006,208,8.30384434847172,206.08,0.5404645
5225000,0.0072663045,53054,0.026040822,52250,184.5971395969391,0.041601215,0.9687523040920496,-0.0031360954,0.095724,209,9.05799584426808,216.59,0.5396932
5250000,0.010153854,53093,0.026920807,52500,185.48077845573425,0.041533627,0.9685525596141815,-0.00060184463,0.134932,210,8.633075207986368,207.59,0.5391719
5275000,0.0067779347,54897,0.024722446,52750,186.3479311466217,0.04209617,0.969778573140502,-0.0022859431,0.08771199,211,8.522074537778826,202.61,0.5397512
5300000,0.005592515,53910,0.010639173,53000,187.1993601322174,0.041991796,0.9869610071182251,-0.0024217512,0.06802,212,8.825949148008512,211.84,0.538486
5325000,0.0058386866,53517,0.028469648,53250,188.10109758377075,0.042251065,0.9663155600428581,-0.0020887088,0.070708,213,8.411711746521906,200.7,0.5355392
5350000,0.0069364384,55744,0.012690321,53500,188.97198939323425,0.0410036,0.9856872400268912,-0.0009546946,0.087428,214,8.89249013133629,216.62,0.5336729
5375000,0.0073266374,54821,0.017004915,53750,189.82716727256775,0.04090975,0.9784695506095886,-0.0025485693,0.096548,215,9.08658354966503,221.12,0.53321207
5400000,0.0069947885,56468,0.02602849,54000,190.65866041183472,0.040822104,0.9683695361018181,-0.0027714611,0.090628006,216,8.551047197432226,209.99,0.53448117
5425000,0.0056406436,54599,0.015602894,54250,191.48262763023376,0.0412067,0.9816881585866213,-0.002003984,0.068976,217,9.24650616181394,222.85,0.5336224
5450000,0.008187557,55339,0.025827471,54500,192.32451677322388,0.041254852,0.9736345894634724,-0.0016995299,0.108739994,218,8.734940156093844,211.17,0.53124696
5475000,0.0053499984,55676,0.02245542,54750,193.16915702819824,0.04148377,0.973277535289526,-0.0025840644,0.05874,219,9.220296650123382,220.97,0.53148663
5500000,0.005936687,55428,0.024129482,55000,194.00848245620728,0.04163966,0.9736027885228395,-0.0020262622,0.072596,220,9.024579425334814,213.88,0.5333699
5525000,0.0059749503,55666,0.016838899,55250,194.83409357070923,0.04163596,0.9798367898911238,-0.0020104868,0.073624,221,9.702152744824948,231.75,0.5364776
5550000,0.008084388,56263,0.027538683,55500,195.66558957099915,0.041756168,0.9663209058344364,-0.00094866415,0.107824005,222,8.92832975279489,215.06,0.5362961
5575000,0.005016554,56458,0.014086783,55750,196.4870822429657,0.04203278,0.9809568617492914,-0.002413251,0.056743998,223,9.27392497664223,221.63,0.5356215
5600000,0.0063769124,54592,0.034568753,56000,197.3149733543396,0.042436007,0.9589686095714569,-0.0022213003,0.07838,224,8.518821313864919,201.57,0.53276265
5625000,0.0058134543,55477,0.03151181,56250,198.15497040748596,0.04219575,0.9590072445571423,-0.0021384938,0.072032,225,9.086888261959793,214.64,0.5344675
5650000,0.008156423,55589,0.021708416,56500,198.98419880867004,0.041024525,0.9762718603014946,-0.0012471958,0.10925599,226,8.752960456489664,213.0,0.5363274
5675000,0.004817929,54440,0.010710912,56750,199.81725239753723,0.041941818,0.9877381771802902,-0.002941424,0.052812,227,8.57827984604366,206.29,0.53576076
5700000,0.007923635,54700,0.014118912,57000,200.65745425224304,0.04183306,0.9826765134930611,-0.00077528844,0.099708,228,8.595250947554705,207.54,0.53131163
5725000,0.005787905,54312,0.016009796,57250,201.48368859291077,0.041322958,0.9796768501400948,-0.0026711829,0.069008,229,8.902290199520067,216.02,0.530027
5750000,0.006080497,55109,0.0141685875,57500,202.32130527496338,0.042752802,0.9831685237586498,-0.0025166015,0.075752005,230,8.85925831528988,207.23,0.52960646
5775000,0.005905918,54075,0.03121056,57750,203.1705801486969,0.040694986,0.9632900319993496,-0.002915517,0.073796,231,8.728432574591134,212.86,0.5263343
5800000,0.0054051806,54242,0.019315476,58000,204.0279312133789,0.042560108,0.9773231688886881,-0.0025919382,0.065132,232,8.62428699412645,205.2,0.52373517
5825000,0.0062702945,56127,0.029172435,58250,204.87789058685303,0.042306755,0.9668499492108822,-0.001726952,0.077992,233,9.106657067586784,212.92,0.5234585
5850000,0.0060070613,52585,0.030644868,58500,205.72578358650208,0.04182897,0.960469663143158,-0.0019191082,0.073968,234,9.060670932737903,216.39,0.5224303
5875000,0.007102295,49091,0.03353049,58750,206.6256685256958,0.041120112,0.961665078997612,-0.002191219,0.093788,235,8.937324788451104,211.8,0.5189148
5900000,0.005613937,53722,0.017316166,59000,207.5516815185547,0.042729225,0.9821131229400635,-0.0014432371,0.068236,236,8.749493675536941,207.46,0.513694
5925000,0.0054805023,51809,0.017067881,59250,208.42823219299316,0.042681772,0.9784675650298595,-0.0024584103,0.06442,237,9.630404398101403,224.78,0.50909716
5950000,0.0106650675,53597,0.05936262,59500,209.2991976737976,0.04083022,0.9300049319863319,-0.0016132708,0.13488398,238,8.432187468701159,203.55,0.5052356
5975000,0.006847115,54236,0.021725664,59750,210.15305733680725,0.04232824,0.974127821624279,-0.001946653,0.090256,239,9.140063175241012,217.49,0.5033909
6000000,0.00849038,55762,0.033955455,60000,210.998117685318,0.041610472,0.962413128465414,-0.001602618,0.114212,240,9.1838598177037,218.51,0.5022842
6025000,0.005764992,55089,0.020392105,60250,211.8361804485321,0.042220633,0.9774262364953756,-0.002657222,0.069188006,241,8.234467588931658,196.59,0.5015422
6050000,0.004917928,54371,0.019791123,60500,212.6729211807251,0.042168047,0.976131135597825,-0.0027292385,0.055204004,242,8.873290310723979,211.74,0.50320476
6075000,0.0063435147,54646,0.014170391,60750,213.542005777359,0.042136457,0.985630908049643,-0.0029433807,0.081291996,243,7.9339988636913406,191.47,0.5047296
6100000,0.004919901,52712,0.024343118,61000,214.394104719162,0.041350566,0.9755299277603626,-0.0022088767,0.055876005,244,7.970298527347941,195.24,0.50450677
6125000,0.008594165,52513,0.036484905,61250,215.25122261047363,0.04168629,0.9576878510415554,-0.0017227577,0.112763986,245,8.523773716085707,205.2,0.50377357
6150000,0.0067860214,54662,0.043168336,61500,216.13305401802063,0.041510485,0.9484952576458454,-0.0018192971,0.086168006,246,8.618340394972439,206.57,0.50306416
6175000,0.008006319,54795,0.05037093,61750,216.97427916526794,0.042245448,0.9364500939846039,-0.0012727819,0.105952,247,9.006178185586377,209.54,0.50105464
6200000,0.0066609094,52753,0.023396712,62000,217.8257565498352,0.042037733,0.9741011075675488,-0.0014925852,0.083928004,248,8.578976078736451,204.94,0.4977188
6225000,0.009898547,55260,0.03504984,62250,218.67794227600098,0.04224646,0.9519722200930119,-0.0011729822,0.131708,249,9.287998360764758,217.83,0.49639195
6250000,0.0045586573,52783,0.023935106,62500,219.54357385635376,0.042473346,0.9715493991971016,-0.002245354,0.049443997,250,8.940902067922089,209.48,0.49858913
6275000,0.0060406206,52691,0.016042087,62750,220.41617560386658,0.04205742,0.9813045114278793,-0.0024014157,0.074832,251,8.975584742242027,212.98,0.5044491
6300000,0.006161746,55198,0.017635293,63000,221.27684497833252,0.043153595,0.9792840275913477,-0.00328624,0.076872006,252,8.821125731128213,205.41,0.50509053
6325000,0.008662146,55988,0.01727901,63250,222.11196303367615,0.04236662,0.979808870702982,-0.0016408938,0.115272,253,9.378164407985293,220.09,0.5011334
6350000,0.00636874,55003,0.020904355,63500,222.9433789253235,0.042091865,0.9739222005009651,-0.0030537697,0.07962,254,9.207549625194115,218.52,0.4976214
6375000,0.008376813,53731,0.032118607,63750,223.7709138393402,0.039619654,0.9684359282255173,-0.0018446611,0.11063999,255,7.92221872246384,199.46,0.49584335
6400000,0.007903947,55649,0.025501534,64000,224.63381814956665,0.041492924,0.9697592426091433,-0.0017318291,0.105708,256,8.644213564811539,210.85,0.494327
6425000,0.0052144495,56290,0.0155826155,64250,225.4589958190918,0.040445663,0.9820520095527172,-0.0035508282,0.059743993,257,8.91880246317226,219.61,0.49220806
6450000,0.005991473,54643,0.010333443,64500,226.28105473518372,0.043159813,0.9869989957660437,-0.0026414103,0.074776,258,8.698312809856201,201.82,0.48850316
6475000,0.0056963125,54563,0.015867492,64750,227.1098439693451,0.04157396,0.9789744727313519,-0.0036656905,0.067820005,259,8.68548741188879,211.8,0.48347774
6500000,0.010440568,55435,0.00882252,65000,227.94605350494385,0.04266578,0.9884688910096884,-0.0010971427,0.132664,260,9.785342000527308,228.08,0.47829422
6525000,0.005363958,54129,0.020517582,65250,228.76654052734375,0.043322984,0.9754542876034975,-0.002999036,0.063248,261,9.141392608561,212.39,0.47410527
6550000,0.005055969,55821,0.013910202,65500,229.6036651134491,0.042215917,0.9832118209451437,-0.0020777385,0.057288002,262,9.16400955197836,217.98,0.47421035
6575000,0.0051033422,54200,0.018727165,65750,230.43364715576172,0.04176994,0.9781557787209749,-0.0022280128,0.057344,263,8.712742757011874,209.46,0.47540814
6600000,0.006271931,55078,0.018732402,66000,231.26052045822144,0.04138873,0.9786452297121286,-0.003560561,0.078379996,264,8.620908367881203,210.83,0.47707415
6625000,0.0045935246,56562,0.019090619,66250,232.1193447113037,0.041683316,0.9788706675171852,-0.0029113619,0.0495,265,8.603555693989037,203.47,0.47816855
6650000,0.0053618317,50407,0.018270824,66500,232.95036387443542,0.041390333,0.9792065545916557,-0.0026584726,0.06476,266,8.99458151712994,215.72,0.4777163
6675000,0.0070181773,56273,0.023438629,66750,233.84587287902832,0.041663412,0.9713144153356552,-0.0028207176,0.08840799,267,9.181727062803693,218.43,0.47605687
6700000,0.0063783997,56166,0.028287616,67000,234.67675518989563,0.041798443,0.9675883091986179,-0.0031497437,0.080852,268,8.429703379813054,202.36,0.4736654
6725000,0.0075176833,55777,0.021721017,67250,235.50171065330505,0.043427963,0.9737754501402378,-0.0032425541,0.093188,269,9.118537168053663,211.66,0.47200045
6750000,0.0059726676,54410,0.013058914,67500,236.35081362724304,0.042319644,0.9834093451499939,-0.0026427826,0.06994,270,9.403291160370626,221.44,0.47139978
6775000,0.007419503,55922,0.0139050735,67750,237.1944704055786,0.041384615,0.9828502591699362,-0.002898162,0.09705199,271,8.890360699604734,215.1,0.46960673
6800000,0.00714653,54690,0.03134297,68000,238.0301649570465,0.041582458,0.9639953970909119,-0.0023260585,0.086352006,272,8.165168714315133,196.85,0.4667465
6825000,0.0060615437,55059,0.012982453,68250,238.86525797843933,0.043259867,0.9842912163585424,-0.0022959337,0.077116,273,9.279625378330039,215.47,0.46732077
6850000,0.005368046,54287,0.025792832,68500,239.7055790424347,0.041131783,0.970807297155261,-0.0024128258,0.06305599,274,7.916281678562373,196.64,0.4692092
6875000,0.006203508,52703,0.032833032,68750,240.55968809127808,0.0411828,0.9652169235050678,-0.0031501162,0.07808401,275,8.292194678432425,202.06,0.46760708
6900000,0.0055533806,51288,0.012214157,69000,241.44016003608704,0.04243024,0.9845707854256034,-0.003261441,0.066756,276,9.114846372727488,215.46,0.4615508
6925000,0.0072192266,54583,0.023838127,69250,242.29380249977112,0.04305499,0.9720378071069717,-0.00238947,0.093544,277,9.24924927775276,214.9,0.45217356
6950000,0.006666067,54817,0.017242473,69500,243.12138485908508,0.042798184,0.9785958640277386,-0.0020922862,0.084932,278,9.162332374881535,211.68,0.44758803
6975000,0.0054704896,55102,0.012041465,69750,243.96334981918335,0.040867023,0.9850413678213954,-0.0021876416,0.064124,279,8.712043014550959,213.76,0.44530806
7000000,0.005076872,54340,0.015431223,70000,244.8085482120514,0.042359497,0.9798023067414761,-0.0023418725,0.057496,280,8.62383412708652,205.49,0.4416675
7025000,0.0057624737,55196,0.011149792,70250,245.66584849357605,0.041048862,0.9866197323426604,-0.0025247221,0.067728,281,9.182336375613303,222.7,0.43622437
7050000,0.0063635884,56611,0.014185479,70500,246.4892225265503,0.040972296,0.9843157194554806,-0.0028781309,0.07966401,282,8.869807124238305,216.61,0.43323487
7075000,0.0064188414,53373,0.025547434,70750,247.31312894821167,0.040026873,0.9708044826984406,-0.0030365116,0.081204005,283,7.9600037734926214,200.51,0.43012872
7100000,0.005799178,55264,0.024425602,71000,248.18733191490173,0.04250241,0.9697661232203245,-0.0024779807,0.069979995,284,9.02139749532027,213.4,0.42646542
7125000,0.0059474786,54986,0.016660992,71250,249.02710723876953,0.04256313,0.9791807234287262,-0.0022287173,0.073756,285,8.479024247298584,203.38,0.42192817
7150000,0.0065146573,55795,0.016816484,71500,249.86784958839417,0.041690264,0.9808911550790071,-0.002117249,0.08180399,286,8.328466321172309,201.06,0.42013687
7175000,0.009121721,56049,0.015666883,71750,250.6931757926941,0.042146664,0.9806655291467905,-0.00032318308,0.122159995,287,8.82727643950645,214.32,0.42052555
7200000,0.009591655,54004,0.044845853,72000,251.52604031562805,0.04111816,0.9443449527025223,0.0004541344,0.12868801,288,8.01147841066625,197.52,0.4188881
7225000,0.022030175,53006,0.02585176,72250,252.3750660419464,0.041903272,0.9682960733771324,0.005447105,0.233392,289,9.155455395857562,218.42,0.41677365
7250000,0.0065140314,55649,0.033254623,72500,253.23184037208557,0.041177783,0.9573040306568146,-0.0029303636,0.083560005,290,8.52749326325822,206.53,0.4186786
7275000,0.0052527906,55737,0.021375798,72750,254.06058979034424,0.041091967,0.9764507003128529,-0.0025507808,0.063563995,291,8.142378410413512,199.07,0.4230349
7300000,0.0051655592,55529,0.016535291,73000,254.8897566795349,0.04161465,0.9797785095870495,-0.0033069314,0.058780003,292,8.8266808530227,212.35,0.42742696
7325000,0.007255652,56176,0.015650291,73250,255.73471426963806,0.041020483,0.9816510938107967,-0.0018343374,0.09568799,293,8.532181097145495,210.59,0.43082747
7350000,0.005319329,55647,0.012308467,73500,256.56657361984253,0.042512964,0.9845406329259276,-0.0025521466,0.062928,294,8.76524513683862,208.9,0.4321341
7375000,0.0071429284,55972,0.030605057,73750,257.39637899398804,0.04195636,0.9590972810983658,-0.0016597057,0.09599201,295,9.2058419947762,218.6,0.43060893
7400000,0.0068449145,54872,0.04574997,74000,258.21928811073303,0.040182136,0.9503911323845387,-0.002978899,0.088700004,296,8.360763594832529,205.25,0.4248932
7425000,0.0055185235,55268,0.028432686,74250,259.04255056381226,0.04201316,0.9697076082229614,-0.0016879268,0.065295994,297,9.072563915880874,212.61,0.4175476
7450000,0.0075475187,52912,0.030986685,74500,259.8748779296875,0.041895587,0.9649178571999073,-0.0017885652,0.092804,298,8.934728631578254,214.27,0.41597468
7475000,0.00836377,53765,0.025142467,74750,260.7307379245758,0.040959954,0.9685213454067707,-0.0008007141,0.112844005,299,8.628173495503797,212.01,0.41656056
7500000,0.0051398454,55907,0.017400416,75000,261.5680058002472,0.04219938,0.9788431022316217,-0.002335922,0.059248,300,8.874969801388797,210.6,0.41705337
7525000,0.00638709,51841,0.02821807,75250,262.38913679122925,0.04044214,0.974374458193779,-0.0022295252,0.080492,301,8.916042301724211,215.47,0.41542506
7550000,0.0054836115,55049,0.022466207,75500,263.26374340057373,0.040881805,0.9756002984941006,-0.0032880423,0.065303996,302,8.472120342244379,205.07,0.41187686
7575000,0.0072127245,55421,0.022414712,75750,264.1125330924988,0.04191647,0.9763431958854198,-0.002626111,0.09556001,303,8.981205111675518,212.06,0.40736246
7600000,0.0070710145,56066,0.023590028,76000,264.96872425079346,0.041430566,0.9706324432045221,-0.0025857673,0.090459995,304,8.981973814028533,216.88,0.4040479
7625000,0.0072222166,57039,0.019199211,76250,265.7825527191162,0.042056065,0.9750111326575279,-0.0016362648,0.091368,305,9.26466259420289,220.65,0.4032804
7650000,0.0051490534,55677,0.017633393,76500,266.5910551548004,0.041048802,0.979393906891346,-0.0022730767,0.060583998,306,8.489903894249329,208.41,0.40171832
7675000,0.0061496636,55851,0.014941563,76750,267.4111588001251,0.04048759,0.9828423298895359,-0.0019697482,0.077332,307,8.93690344392573,221.95,0.39966393
7700000,0.0068934322,55609,0.01805665,77000,268.2314064502716,0.041848104,0.9816474746912718,-0.0017798012,0.084823996,308,8.458106201561096,203.24,0.39730054
7725000,0.006036792,55922,0.016559731,77250,269.05750823020935,0.041573197,0.9801206104457378,-0.0021649473,0.073468,309,9.116283938741399,219.01,0.3946079
7750000,0.0058546057,53658,0.019574184,77500,269.8933894634247,0.04151822,0.9767705518752337,-0.0018722151,0.072288,310,9.270069124306449,222.07,0.39129668
7775000,0.0077198716,55763,0.019900413,77750,270.75015234947205,0.041709237,0.9781536925584078,-0.0022209524,0.10353999,311,8.978741406777663,212.74,0.39108855
7800000,0.007376019,56130,0.022939488,78000,271.5732729434967,0.041853424,0.9734685737639666,-0.0014972736,0.096436,312,8.514217261703779,202.04,0.39172596
7825000,0.008051773,55108,0.023957666,78250,272.41695523262024,0.041463792,0.9735721964389086,-0.00060872716,0.101924,313,8.518073192635221,205.62,0.38983434
7850000,0.0064477054,53647,0.02826941,78500,273.24403405189514,0.041192006,0.9650177173316479,-0.0025311462,0.082572,314,8.948247333841174,216.06,0.38682497
7875000,0.00634979,53951,0.02747027,78750,274.0834102630615,0.041725423,0.9659295529127121,-0.0021820064,0.08183999,315,9.124117123295036,215.92,0.38200954
7900000,0.0057442044,55500,0.021264613,79000,274.9266097545624,0.04273295,0.9751680474728346,-0.0028519449,0.068816,316,8.99115321350704,207.0,0.37766898
7925000,0.005913712,52329,0.019260962,79250,275.7539098262787,0.04100951,0.9810394626110792,-0.0035568695,0.069947995,317,8.362745807217442,202.34,0.37713096
7950000,0.0058713597,54032,0.014184612,79500,276.6013844013214,0.042190414,0.9836517162621021,-0.00289046,0.071844,318,9.902677048142177,231.02,0.37604365
7975000,0.0069223656,56249,0.01804164,79750,277.452449798584,0.040029958,0.97884108312428,-0.0022604605,0.08905999,319,8.455941445596945,212.69,0.3717482
8000000,0.005838192,56513,0.01572082,80000,278.28292059898376,0.042604886,0.9810131713747978,-0.0025946423,0.071956,320,9.154841933098924,215.88,0.36738613
8025000,0.009628517,55959,0.02449495,80250,279.10326504707336,0.040756866,0.9732305910438299,-0.0012462946,0.130652,321,8.815631326919174,214.15,0.3632205
8050000,0.004875556,56041,0.008300352,80500,279.9250326156616,0.043152828,0.9897938380017877,-0.00344758,0.055756003,322,9.567405285828608,221.5,0.3607253
8075000,0.0073998333,55871,0.025441404,80750,280.7424273490906,0.040545803,0.9657587148249149,-0.0027432747,0.096984,323,8.89441244827458,219.5,0.35867772
8100000,0.00953153,56515,0.02744419,81000,281.5678083896637,0.04233975,0.9705384913831949,-0.0019873988,0.121031985,324,9.200150541173025,214.88,0.36060548
8125000,0.006231877,54728,0.018227862,81250,282.38107109069824,0.04166331,0.9796405285596848,-0.0031118996,0.075440004,325,8.50979665218239,205.99,0.35948658
8150000,0.0077453614,54661,0.028495122,81500,283.23369884490967,0.042781625,0.9669130183756351,-0.0019687812,0.099712,326,9.044213343414867,208.18,0.35259336
8175000,0.0054357373,54365,0.037740044,81750,284.07403469085693,0.0420403,0.9576553739607334,-0.0025057564,0.063836,327,9.417385318095153,217.29,0.34840417
8200000,0.0062429113,53945,0.023463394,82000,284.92332792282104,0.041927855,0.9712365064769983,-0.002259702,0.077532,328,9.254731817145062,219.35,0.34572536
8225000,0.005691462,52871,0.03328546,82250,285.77060532569885,0.04152251,0.9600329659879208,-0.0020479748,0.066856,329,8.959285457589676,211.84,0.34657735
8250000,0.010285972,56687,0.009204674,82500,286.61203598976135,0.04269986,0.9894397668540478,0.00064975617,0.14181599,330,9.91700095868826,230.73,0.3508366
8275000,0.010512311,54800,0.019441934,82750,287.43237137794495,0.041932587,0.9757377710193396,-0.0005579331,0.139548,331,9.240176378186115,220.58,0.3508882
8300000,0.011465004,55657,0.027012661,83000,288.2715425491333,0.041953966,0.9702160190790892,-1.8004002e-05,0.15686001,332,9.118112662664208,212.73,0.34845987
8325000,0.018959235,53062,0.027246157,83250,289.0869371891022,0.042490568,0.9663299098610878,0.004276679,0.235944,333,9.267942432461568,217.13,0.34819657
8350000,0.006180529,55294,0.016290652,83500,289.9319567680359,0.041389342,0.9824183396995068,-0.0015965533,0.079004005,334,8.819537572656854,210.54,0.34702593
8375000,0.004960227,55321,0.021941293,83750,290.757230758667,0.04167877,0.977813733741641,-0.0026451247,0.054364003,335,8.77374670349763,209.4,0.34633788
8400000,0.0063716555,53709,0.029335583,84000,291.59092950820923,0.04218686,0.9672135375440121,-0.0016037412,0.080424,336,9.17875105128096,213.71,0.3456892
8425000,0.008807699,55884,0.0210731,84250,292.4333031177521,0.04217869,0.9728004466742277,-0.0010937803,0.117636,337,9.730236323402583,230.24,0.34637052
8450000,0.005565028,56572,0.012516956,84500,293.2555913925171,0.041232485,0.9841927662491798,-0.0024625212,0.064164,338,9.337250393534159,224.38,0.34922814
8475000,0.00569989,54582,0.01599161,84750,294.07158637046814,0.04229263,0.9783155266195536,-0.001972068,0.06896799,339,9.360609825040155,221.09,0.34713414
8500000,0.006491338,55942,0.023649437,85000,294.91334772109985,0.04202917,0.96866574883461,-0.0019994867,0.081304,340,9.267547013876683,219.08,0.34317195
