fps,clipfrac,ep_reward_mean,n_updates,serial_timesteps,explained_variance,true_reward,policy_loss,value_loss,policy_entropy,time_elapsed,total_timesteps,ep_len_mean,approxkl
40145,0.038935997,9.037499237811426,173,43250,0.9567539468407631,0.044364613,-0.0011221225,0.15922825,5.178836,160.7973403930664,4325000,181.64,0.003693518
44549,0.034552,9.639188664396315,174,43500,0.9611640721559525,0.04443345,-0.001094225,0.1450631,5.178253,161.80536103248596,4350000,189.81,0.0033501717
53911,0.029660001,8.710064890888207,175,43750,0.9674300476908684,0.044954497,-0.001204898,0.13280436,5.17832,162.76163172721863,4375000,176.06,0.003318128
53142,0.0207,8.312640843885456,176,44000,0.9613935016095638,0.04154153,-0.00081380445,0.17578602,5.1756635,163.61518096923828,4400000,169.42,0.0026108003
52892,0.005932,7.177373306402878,177,44250,0.9522558636963367,0.04034896,-0.0008126494,0.2552094,5.1700335,164.487557888031,4425000,145.93,0.0012868654
55075,0.018532,9.227374314776753,178,44500,0.979456253349781,0.047363758,-0.0015449657,0.09395793,5.165418,165.37037062644958,4450000,177.73,0.0027217371
50948,0.025888002,10.064454343127817,179,44750,0.9573015905916691,0.046941612,-0.0019316688,0.14639604,5.160426,166.2457344532013,4475000,193.54,0.002981083
55196,0.027684,9.25776009393172,180,45000,0.9730509202927351,0.046464365,-0.0013094066,0.10560207,5.15819,167.15880870819092,4500000,179.92,0.0030693922
53308,0.025272,8.35324873180556,181,45250,0.9309759512543678,0.041202452,-0.00048299524,0.31504148,5.1560774,168.0351526737213,4525000,160.16,0.0030175757
53442,0.043948,8.61273682201252,182,45500,0.9672255255281925,0.04455068,-0.001554942,0.14189723,5.1524453,168.92142343521118,4550000,170.7,0.004056746
55675,0.02726,7.576100742031413,183,45750,0.9588104300200939,0.04001034,-0.0011408395,0.20901766,5.150672,169.79592156410217,4575000,149.6,0.0028530392
54030,0.054896004,10.050135943929781,184,46000,0.9263960048556328,0.04547696,-0.0013880148,0.29147252,5.1540375,170.65832257270813,4600000,192.33,0.0048197596
55793,0.026448,9.256760132945493,185,46250,0.9376000203192234,0.042193323,-0.00096730853,0.2672549,5.156613,171.52600002288818,4625000,182.9,0.0029155314
55692,0.020804001,10.957130006574552,186,46500,0.9627177007496357,0.04976341,-0.0011015816,0.14800139,5.153501,172.3758146762848,4650000,203.41,0.0027523227
54885,0.01568,10.838065139181271,187,46750,0.9661196731030941,0.049200762,-0.0010271644,0.11993231,5.1470957,173.2188708782196,4675000,204.99,0.0023237912
54394,0.011659999,9.859149959862952,188,47000,0.9571669436991215,0.046652414,-0.0009217827,0.15948665,5.1384726,174.0701744556427,4700000,193.24,0.0017088674
46058,0.022024,10.004239237166184,189,47250,0.9579697214066982,0.046714794,-0.001084124,0.20565863,5.133349,174.926518201828,4725000,185.1,0.0026287776
52672,0.030331999,9.367580159560603,190,47500,0.9791400879621506,0.04725603,-0.0015658137,0.10167962,5.1312046,175.88507294654846,4750000,176.72,0.0029362063
50832,0.034196,9.13982074414358,191,47750,0.9393294639885426,0.044683386,-0.0011389998,0.26268142,5.130524,176.76250576972961,4775000,180.29,0.0033492162
55411,0.033356,10.128379742258694,192,48000,0.953046690672636,0.048234098,-0.0016217763,0.21229085,5.12667,177.64991188049316,4800000,187.17,0.0033274316
54803,0.054344006,10.847397815071572,193,48250,0.9630545154213905,0.049785707,-0.0018808406,0.1407354,5.1239243,178.5067744255066,4825000,204.11,0.004632795
56104,0.030028,9.429244469126715,194,48500,0.9704047292470932,0.04563594,-0.0015871935,0.11098377,5.124302,179.3626024723053,4850000,184.33,0.0034643195
55259,0.032247998,9.175675967297412,195,48750,0.9762821160256863,0.0465051,-0.0016024236,0.10277323,5.118129,180.21288561820984,4875000,174.4,0.0034662553
54399,0.032244,10.779562614761161,196,49000,0.9458500295877457,0.048592355,-0.0012309591,0.20903805,5.1109934,181.0694239139557,4900000,197.84,0.0034186593
51585,0.102504,9.882189212782759,197,49250,0.9147038236260414,0.045216,-0.0013190242,0.33498284,5.109466,181.92976427078247,4925000,190.58,0.0073942454
53211,0.024176,9.167411656306358,198,49500,0.9398218244314194,0.045398027,-0.0010329604,0.23507993,5.1098046,182.83235955238342,4950000,181.13,0.0031570077
53419,0.019172002,11.177335434164378,199,49750,0.948382031172514,0.048510037,-0.0015473487,0.13641112,5.1115103,183.70554280281067,4975000,221.5,0.0025165656
47720,0.022259999,8.643645117622073,200,50000,0.9547639787197113,0.04430946,-0.0013521833,0.19439313,5.110564,184.59422779083252,5000000,169.7,0.0027517707
47627,0.017856,10.200181835686271,201,50250,0.9471003413200378,0.04650479,-0.0016751532,0.17514025,5.1094866,185.5851857662201,5025000,199.51,0.0022356366
49955,0.048564002,9.479274835916586,202,50500,0.9538085944950581,0.044776417,-0.0014743797,0.18462102,5.107329,186.5743489265442,5050000,187.62,0.004248391
53734,0.04844,10.240720276823804,203,50750,0.9375892765820026,0.046722572,-0.001403555,0.22787175,5.103546,187.5361840724945,5075000,198.87,0.0041296366
49360,0.016532,10.028989778003197,204,51000,0.9524870850145817,0.04698484,-0.0014245368,0.16566661,5.099027,188.414897441864,5100000,195.81,0.0022449403
53978,0.018532,11.52670603992916,205,51250,0.9532400518655777,0.050206058,-0.0011219184,0.14721341,5.090623,189.33507776260376,5125000,211.21,0.0021607967
54098,0.023092,12.105272233927954,206,51500,0.9590448588132858,0.05248514,-0.0015784365,0.13747747,5.0851173,190.20593452453613,5150000,221.07,0.0026161473
53257,0.014943999,12.301624750731426,207,51750,0.9675604216754436,0.0526748,-0.0015892513,0.10307138,5.081519,191.07578325271606,5175000,221.6,0.0021608274
55109,0.042984,10.590257512209055,208,52000,0.9396183378994465,0.048159834,-0.0012825232,0.1808872,5.080072,191.97202563285828,5200000,204.61,0.0039462475
49203,0.061583996,10.714393118637782,209,52250,0.9380539022386074,0.04816373,-0.0020058553,0.24009311,5.0791245,192.8664755821228,5225000,197.82,0.005142796
54369,0.029099997,10.155186576820014,210,52500,0.9451030045747757,0.04583557,-0.00090194336,0.19788691,5.0776587,193.76917624473572,5250000,200.88,0.0031570725
54495,0.012396,10.224865181966598,211,52750,0.934895932674408,0.046078358,-0.0012175087,0.26561755,5.0733037,194.61684250831604,5275000,192.2,0.0019441464
49400,0.026872,10.494074643953645,212,53000,0.9496023580431938,0.04770787,-0.0013424923,0.19107234,5.0677032,195.47852849960327,5300000,197.74,0.0030447165
53446,0.027771998,8.592688158383972,213,53250,0.9374621957540512,0.04208355,-0.0010746074,0.27376252,5.063205,196.377756357193,5325000,166.25,0.0029742734
55583,0.029491996,8.829219131018036,214,53500,0.9285885989665985,0.041744947,-0.0010632826,0.2952027,5.058941,197.2605059146881,5350000,168.82,0.0027043293
53949,0.04002,8.855584223592304,215,53750,0.9400429204106331,0.04283522,-0.0011057521,0.2792207,5.0554814,198.11789965629578,5375000,166.9,0.003706994
55242,0.035256006,9.15866715496697,216,54000,0.9681517966091633,0.04458214,-0.001421961,0.12892771,5.0537033,198.99063205718994,5400000,178.42,0.0035899829
49077,0.036427997,9.646325591065924,217,54250,0.8975917249917984,0.044469044,-0.0010765018,0.3892657,5.051083,199.8730754852295,5425000,177.92,0.003589182
53187,0.01904,9.726203521480475,218,54500,0.9604495391249657,0.04418508,-0.0013152651,0.14440955,5.0474963,200.80702829360962,5450000,190.97,0.0021489952
53541,0.030560002,9.797085249623123,219,54750,0.9572850279510021,0.04617694,-0.0015641212,0.18319093,5.040892,201.68587350845337,5475000,182.29,0.0033214253
54662,0.040608,10.140171957995117,220,55000,0.9290363639593124,0.04559344,-0.00095202134,0.26272005,5.0352764,202.56702995300293,5500000,192.1,0.004111208
54103,0.014708,10.4245980412274,221,55250,0.9670779779553413,0.048365206,-0.0012793973,0.13318136,5.0338697,203.4396755695343,5525000,188.49,0.0021070372
51592,0.02756,10.764310324919379,222,55500,0.9296689257025719,0.048340753,-0.0012635145,0.25591627,5.032017,204.32582330703735,5550000,199.8,0.0031732619
52343,0.025199998,11.079239447056098,223,55750,0.9714563954621553,0.04996486,-0.0012745471,0.103095554,5.027108,205.22741103172302,5575000,206.08,0.0030333158
53092,0.04496,10.60913153450958,224,56000,0.9625455476343632,0.04842838,-0.0020710141,0.12606975,5.0223947,206.11943173408508,5600000,200.79,0.0039453665
54374,0.033304002,10.517064733839652,225,56250,0.9601626358926296,0.047374766,-0.0009112136,0.16323112,5.020179,207.03106570243835,5625000,189.87,0.0033675465
54057,0.018124,9.572193444407457,226,56500,0.9439384266734123,0.04441433,-0.0011236353,0.21992357,5.01982,207.9042935371399,5650000,186.39,0.0022862419
54138,0.036248002,11.039523651442577,227,56750,0.9338876828551292,0.047916107,-0.0011571799,0.26934177,5.0185137,208.83198380470276,5675000,202.89,0.003571237
53995,0.06502,9.73013985358819,228,57000,0.9035604596138,0.040179554,-0.0012108925,0.36706394,5.0156536,209.70831537246704,5700000,189.89,0.0052201496
54399,0.024812,11.482345727121283,229,57250,0.9447491243481636,0.047904838,-0.0009053295,0.23036727,5.012698,210.58306908607483,5725000,208.3,0.0029712631
54962,0.044519998,11.279275649864958,230,57500,0.9408118650317192,0.049833413,-0.0021478753,0.23710613,5.0104585,211.43908953666687,5750000,200.34,0.004276366
55268,0.024308,11.786321036814552,231,57750,0.9337441027164459,0.048778117,-0.0013742804,0.1921794,5.005985,212.3027229309082,5775000,228.43,0.002789119
50037,0.028819999,11.124473614766975,232,58000,0.9124374687671661,0.046548292,-0.0011029332,0.26307762,5.0016894,213.15851068496704,5800000,217.06,0.0032624465
54245,0.046648,11.481420897417992,233,58250,0.9205938130617142,0.046305723,-0.0009692387,0.28905195,4.9982862,214.05879139900208,5825000,222.51,0.0042147757
53613,0.038143996,11.107941434984387,234,58500,0.9326780065894127,0.0456347,-0.00069782126,0.29752558,4.994711,214.92115306854248,5850000,214.78,0.003761774
49517,0.023335999,11.487577397238038,235,58750,0.9471038170158863,0.04732173,-0.00048074016,0.24810891,4.990895,215.80886816978455,5875000,222.4,0.002843673
53790,0.0102200005,11.33133097411679,236,59000,0.9261387661099434,0.046784528,-0.00065048743,0.31555897,4.9872713,216.72955536842346,5900000,213.94,0.0018276622
55031,0.044315998,10.886415827535203,237,59250,0.8908755257725716,0.043740712,-0.0010415983,0.4915495,4.9851127,217.61280751228333,5925000,209.4,0.003938637
54732,0.017812002,12.214294633772006,238,59500,0.9609583839774132,0.049783766,-0.0011719672,0.15161344,4.982984,218.47369718551636,5950000,230.9,0.0027099282
52644,0.013620001,10.974683738722051,239,59750,0.9177685007452965,0.045008387,-0.0009817758,0.37154478,4.978214,219.33103156089783,5975000,205.49,0.0019890626
53759,0.030315999,10.794578753868208,240,60000,0.943913895636797,0.045137983,-0.0011243365,0.28543305,4.9757214,220.22074127197266,6000000,213.0,0.0030607423
53857,0.014204,10.230734540076664,241,60250,0.9018033370375633,0.042193443,-0.0011106841,0.41135836,4.9771333,221.0965611934662,6025000,198.52,0.0017056325
54343,0.01836,9.994628321938217,242,60500,0.9172855541110039,0.042734634,-0.0017305929,0.37832326,4.978314,221.97937989234924,6050000,187.91,0.0023019933
53469,0.031136002,9.44062548386748,243,60750,0.9073597714304924,0.03913183,-0.0009065727,0.40495056,4.977014,222.85165762901306,6075000,187.49,0.0032350428
53659,0.013440001,8.820168606196093,244,61000,0.8911144956946373,0.03731575,-0.00094957155,0.4490138,4.9734554,223.72687911987305,6100000,178.59,0.0020587014
55166,0.037676,8.331064137219983,245,61250,0.8520721048116684,0.034976516,-0.0007107848,0.5942629,4.969034,224.59545278549194,6125000,169.59,0.0036276274
55035,0.009036,11.214379471585417,246,61500,0.942356787621975,0.04609511,-0.0008077794,0.26424566,4.9674134,225.4530735015869,6150000,214.33,0.0016001184
53137,0.015179999,8.965648791144313,247,61750,0.9232079386711121,0.038400304,-0.00089363736,0.32458878,4.966886,226.3137857913971,6175000,183.06,0.0020833353
48074,0.041275997,8.917024820330845,248,62000,0.9198549166321754,0.037840936,-0.0010386666,0.32322598,4.9656324,227.19741916656494,6200000,179.66,0.003965075
54952,0.017192,10.100102313390272,249,62250,0.9460168145596981,0.04222717,-0.0011217522,0.22280748,4.964443,228.13116192817688,6225000,201.13,0.0023287332
54351,0.037224002,10.292950213414152,250,62500,0.9086306020617485,0.041695196,-0.0007110796,0.3276577,4.9646673,228.99587059020996,6250000,200.17,0.0036217696
55031,0.055087995,8.245606353644398,251,62750,0.9083486273884773,0.03574646,-0.0013364225,0.38937375,4.9632406,229.8753273487091,6275000,162.45,0.004726048
52433,0.0074159997,9.644954259528003,252,63000,0.9428972452878952,0.040390357,-0.0005163956,0.25031215,4.9621687,230.74370074272156,6300000,184.53,0.0017349015
52584,0.011956001,8.638595713154137,253,63250,0.9358350560069084,0.037270576,-0.00038118806,0.33629444,4.960072,231.64656352996826,6325000,175.09,0.0021510334
53680,0.014103999,10.154426535509119,254,63500,0.951885100454092,0.042191513,-0.0006644002,0.23992851,4.958084,232.5469651222229,6350000,196.71,0.0020729017
50581,0.027624002,9.497457017201931,255,63750,0.9497477114200592,0.040222432,-0.00094322936,0.25229806,4.955425,233.42665719985962,6375000,187.25,0.0029236428
54634,0.004944,9.17852554242534,256,64000,0.9481494911015034,0.038457654,-0.00046248455,0.2581373,4.9537253,234.32015776634216,6400000,178.5,0.0014633003
54126,0.021275999,10.878500487478432,257,64250,0.9421027712523937,0.044660993,-0.0011333309,0.24351926,4.9533587,235.2063364982605,6425000,210.68,0.0024359757
53571,0.021932,10.433448642705335,258,64500,0.9289412051439285,0.04261762,-0.0008581545,0.2845777,4.9508877,236.0800178050995,6450000,205.65,0.0025036396
54162,0.011887999,9.87639827850433,259,64750,0.9291375130414963,0.040852208,-0.00031956675,0.30747768,4.948558,236.96947646141052,6475000,197.57,0.001823587
52999,0.0223,10.944358561735207,260,65000,0.954737551510334,0.045510948,-0.0009811246,0.22556674,4.945842,237.84825730323792,6500000,202.14,0.0026912496
54150,0.012416,10.388594925546494,261,65250,0.9102048575878143,0.042773508,-0.001039628,0.38873276,4.943803,238.7288782596588,6525000,188.76,0.0015896022
51952,0.0116719995,10.888015916230215,262,65500,0.954254325479269,0.04468728,-0.0012205701,0.22038683,4.941785,239.60486364364624,6550000,201.06,0.0016495654
54238,0.030307999,9.232012919433656,263,65750,0.9307880103588104,0.039639294,-0.0010704958,0.3165723,4.9390326,240.50020694732666,6575000,180.55,0.0030841415
50502,0.008264,10.129899584260839,264,66000,0.949726015329361,0.042033,-0.0009096946,0.25734794,4.9366074,241.36540842056274,6600000,194.55,0.0016797844
56311,0.051620007,9.818314299548838,265,66250,0.9352959841489792,0.041378863,-0.0007026572,0.29816213,4.934127,242.26412320137024,6625000,183.36,0.0044083977
53650,0.051096,10.016652750384747,266,66500,0.9021218493580818,0.04078822,-0.00086178456,0.43169826,4.930394,243.1242287158966,6650000,191.43,0.0044050994
44542,0.037467998,9.42007885260813,267,66750,0.9131607040762901,0.038200904,-0.0007077882,0.38899785,4.92711,243.9985671043396,6675000,181.09,0.0037368268
56307,0.021648,10.891241187260821,268,67000,0.9530108757317066,0.045900617,-0.0015466075,0.20227873,4.9228477,244.96591234207153,6700000,202.62,0.002669888
52261,0.035683997,9.485512667798611,269,67250,0.9418059960007668,0.039920673,-0.000467759,0.23861969,4.9144015,245.81945300102234,6725000,185.81,0.0036890798
54061,0.059608,10.27027390875116,270,67500,0.9363554045557976,0.041980732,-0.0009942874,0.2321972,4.910501,246.71135783195496,6750000,199.72,0.0050022854
54978,0.041240003,10.046385792517139,271,67750,0.9139954075217247,0.040694993,-0.00110664,0.3118963,4.9100146,247.59857392311096,6775000,194.51,0.0040265257
53443,0.032584,9.986749407501156,272,68000,0.8905752301216125,0.040520143,-0.0015298608,0.34607822,4.908665,248.4731662273407,6800000,200.1,0.0033063558
55597,0.058712,9.79939682955206,273,68250,0.8538933247327805,0.039258666,-0.0012201886,0.45782834,4.907521,249.35919880867004,6825000,197.07,0.0048500006
55606,0.017787999,9.010048899117901,274,68500,0.8425409495830536,0.036454108,-0.00072976144,0.49449545,4.9063616,250.22027969360352,6850000,186.2,0.002322365
56016,0.01436,11.242317631401857,275,68750,0.9326160028576851,0.045068543,-0.001122671,0.20328026,4.903156,251.08389735221863,6875000,225.66,0.0022566773
54126,0.0148,10.548763845720968,276,69000,0.9100574031472206,0.041603275,-0.0012566422,0.31023312,4.896979,251.92521834373474,6900000,206.27,0.0020000446
54952,0.046127997,10.262824761189695,277,69250,0.8934237435460091,0.040945694,-0.0010638895,0.311498,4.8920164,252.79291009902954,6925000,208.43,0.003990204
56493,0.043372,11.055890816072852,278,69500,0.9300434589385986,0.04465639,-0.0011153495,0.22024012,4.888715,253.66807293891907,6950000,220.73,0.004014157
54694,0.038192,11.170897675905326,279,69750,0.9479253850877285,0.04558529,-0.0017617777,0.17341599,4.8883047,254.52163171768188,6975000,219.03,0.0038336671
54144,0.039884,10.373567862528741,280,70000,0.9239476695656776,0.042220257,-0.0019712965,0.26328325,4.8864307,255.3847312927246,7000000,207.75,0.0040901424
54775,0.020576,9.68628939464179,281,70250,0.9324507340788841,0.039075933,-0.00082055933,0.27180663,4.880722,256.28788709640503,7025000,199.2,0.002767845
54621,0.035200004,10.675433318956857,282,70500,0.9546889811754227,0.042765792,-0.0013403225,0.22393593,4.877141,257.14968848228455,7050000,214.09,0.0035193518
54760,0.05248,10.175144810677011,283,70750,0.94491196423769,0.041289203,-0.001281698,0.21098533,4.877032,258.00976753234863,7075000,210.86,0.0043503456
52373,0.032452,9.00871985701524,284,71000,0.904456801712513,0.03685017,-0.0016086765,0.3550375,4.8769236,258.8847932815552,7100000,186.33,0.0031761066
53698,0.050456006,10.175054510528572,285,71250,0.9255404099822044,0.041247085,-0.0015059966,0.2646367,4.873992,259.7767405509949,7125000,201.72,0.004333875
50935,0.035128,10.834808733745149,286,71500,0.9220606982707977,0.042974316,-0.0011279493,0.28901368,4.868703,260.6773443222046,7150000,212.07,0.0035380728
53043,0.071476005,9.984853145257803,287,71750,0.9306315779685974,0.04076722,-0.0014154592,0.2999107,4.8655934,261.6048572063446,7175000,195.83,0.005745171
51282,0.025284002,8.907768358096073,288,72000,0.8823646605014801,0.03514582,-0.0003074615,0.45308557,4.8627334,262.47941493988037,7200000,175.18,0.002976073
51978,0.020356001,10.334389625273179,289,72250,0.9403546415269375,0.040919337,-0.0009841715,0.23723078,4.8602514,263.38008642196655,7225000,202.19,0.0027001887
53527,0.033031996,10.688508981555934,290,72500,0.9468604475259781,0.043129012,-0.0019956524,0.19437437,4.857057,264.2908787727356,7250000,203.34,0.003305563
54825,0.025884002,10.247559607165968,291,72750,0.933259628713131,0.04143352,-0.00082389655,0.23211482,4.8567405,265.1710305213928,7275000,199.13,0.0032496173
53137,0.011352,10.247393923269264,292,73000,0.9568035937845707,0.041551117,-0.00095904915,0.19117393,4.8566256,266.030380487442,7300000,196.92,0.0019438103
54041,0.036064,9.790304251817433,293,73250,0.9169108793139458,0.040252455,-0.00094984984,0.30072504,4.853302,266.93836212158203,7325000,186.85,0.0034935407
53413,0.049751997,10.003221406826487,294,73500,0.9379805624485016,0.040525973,-0.0011384987,0.23718297,4.8499665,267.80563592910767,7350000,192.95,0.0045525082
54644,0.045039997,10.966254682275467,295,73750,0.9364104643464088,0.044204038,-0.0019742753,0.22164264,4.847399,268.6773190498352,7375000,209.21,0.004265956
54499,0.028839996,10.63580610114106,296,74000,0.948428887873888,0.042285174,-0.0018213041,0.18855742,4.8434296,269.5338318347931,7400000,197.97,0.003252399
54335,0.019248001,10.796232486963854,297,74250,0.9624693244695663,0.044232592,-0.0014439938,0.13985783,4.8375654,270.40097093582153,7425000,201.33,0.0025411888
53557,0.068128005,10.859380755456277,298,74500,0.9632720313966274,0.044038158,-0.0014903885,0.13725792,4.830188,271.26311230659485,7450000,206.31,0.0056048324
55439,0.057143997,9.731045181189943,299,74750,0.9331411719322205,0.040155843,-0.00067578757,0.23476963,4.823839,272.1309723854065,7475000,189.93,0.0051130606
55092,0.039072,11.348750471786479,300,75000,0.9564609453082085,0.045950282,-0.0015823221,0.14585224,4.8211765,272.99296474456787,7500000,214.89,0.0038373093
54864,0.047912,9.695142240228597,301,75250,0.9347362741827965,0.039658457,-0.0022671092,0.25281313,4.8184977,273.8441960811615,7525000,184.17,0.0043652332
54540,0.031643998,10.617032620121755,302,75500,0.9511506296694279,0.04245269,-0.0011773414,0.17546028,4.8122263,274.7002079486847,7550000,201.54,0.0033829552
54538,0.040684,10.419251079946498,303,75750,0.9522533752024174,0.04213756,-0.0027046693,0.18010148,4.8051486,275.5651533603668,7575000,204.35,0.0039531863
52740,0.038872004,10.480284826625883,304,76000,0.9412883520126343,0.041774012,-0.0017614078,0.20596853,4.7987432,276.4333927631378,7600000,201.57,0.0039441762
49916,0.013556001,12.365371635863266,305,76250,0.9673737585544586,0.049611915,-0.0002730154,0.11531551,4.7938924,277.3572771549225,7625000,225.99,0.002229263
55379,0.033883996,10.790524877474308,306,76500,0.9644788093864918,0.043579623,-0.0019074207,0.12230071,4.789565,278.2488512992859,7650000,206.99,0.0035676744
54984,0.039804,10.599853301346302,307,76750,0.9224745482206345,0.043337744,-0.0015560498,0.25447658,4.782147,279.1098265647888,7675000,200.44,0.0038046713
52066,0.035003997,11.335229983699973,308,77000,0.9667912721633911,0.045830026,-0.0016317151,0.112938,4.775062,279.96377968788147,7700000,213.6,0.003472887
55721,0.027772,10.163008436365054,309,77250,0.9385932832956314,0.041224644,-0.0016089389,0.18537542,4.768369,280.8308916091919,7725000,200.34,0.0029605762
54083,0.026688,10.349952280492143,310,77500,0.9349509701132774,0.0433132,-0.00223443,0.19842798,4.761379,281.6851782798767,7750000,201.8,0.0030977794
54800,0.023948,10.4729296580737,311,77750,0.9499893076717854,0.04335798,-0.0013221296,0.16860548,4.7542963,282.5580699443817,7775000,197.33,0.0027523541
54497,0.039063998,11.05474361676901,312,78000,0.9472977742552757,0.045747682,-0.0014970402,0.16925827,4.7538342,283.4093985557556,7800000,210.4,0.0040374063
54113,0.033292003,11.46846644828096,313,78250,0.9488171711564064,0.04700901,-0.0016087636,0.13780618,4.7523947,284.27712988853455,7825000,221.95,0.0033676096
52618,0.093236,11.169273627552029,314,78500,0.9223535135388374,0.044852905,-0.0016202657,0.25534505,4.7506785,285.12819814682007,7850000,208.78,0.0068008816
55515,0.03616,11.53765789121273,315,78750,0.9718646984547377,0.04710509,-0.0013974464,0.09273432,4.7496424,286.01428985595703,7875000,218.57,0.0037679994
54262,0.028436,11.617603271697954,316,79000,0.9739299193024635,0.04718041,-0.0010742223,0.10020747,4.746691,286.87689208984375,7900000,213.72,0.003192079
51136,0.050559998,11.362224655307509,317,79250,0.9395005702972412,0.046565708,-0.0012077055,0.151181,4.743254,287.7622971534729,7925000,216.27,0.0046567456
52617,0.028111998,11.990116777463554,318,79500,0.962572667747736,0.050444033,-0.00083786465,0.12684686,4.7388735,288.66404128074646,7950000,210.9,0.0033463761
52438,0.020044003,11.30571289646905,319,79750,0.9615384712815285,0.046440776,-0.00094477565,0.12829517,4.731609,289.5417478084564,7975000,208.2,0.0023648767
54413,0.021304,11.74866381042354,320,80000,0.9526728577911854,0.04809536,-0.0010628602,0.1447135,4.724316,290.4566776752472,8000000,212.58,0.002618999
53390,0.012988001,12.642956312104065,321,80250,0.933438703417778,0.05186279,-0.0008536351,0.17709175,4.7187643,291.3281714916229,8025000,222.18,0.0020687373
44945,0.03402,11.835820965970633,322,80500,0.9272018522024155,0.048330292,-0.0017180027,0.19655484,4.7162447,292.1917977333069,8050000,215.47,0.0033704676
53807,0.026632,12.727085654751864,323,80750,0.9547340385615826,0.051483262,-0.0011899407,0.118479274,4.7153997,293.1363685131073,8075000,226.79,0.0027916802
56126,0.025568,13.342977026295484,324,81000,0.9680179767310619,0.05356655,-0.001523175,0.061322372,4.713085,294.0052213668823,8100000,242.9,0.0031547837
53526,0.018811999,13.539872791764791,325,81250,0.9560885988175869,0.054344196,-0.0015672395,0.08633051,4.7053065,294.8652105331421,8125000,241.01,0.0025244034
54531,0.020668002,12.797372209014576,326,81500,0.9537215903401375,0.051318124,-0.0010680688,0.09072863,4.6973534,295.7462577819824,8150000,234.89,0.002510916
54394,0.01746,11.37902381851447,327,81750,0.9158886671066284,0.04738494,-0.0011140702,0.19061245,4.6916776,296.6159636974335,8175000,214.39,0.002286833
54363,0.032,11.703909585455257,328,82000,0.9323287978768349,0.047953404,-0.0010059348,0.20060806,4.6874704,297.4805963039398,8200000,214.66,0.0032094452
55170,0.022796,12.497929799444828,329,82250,0.9167894721031189,0.051365998,-0.0012395952,0.17776604,4.684908,298.347265958786,8225000,223.87,0.0027257598
53725,0.04454,12.311736219152792,330,82500,0.9341388419270515,0.051477503,-0.0019989887,0.1634425,4.6820993,299.2056791782379,8250000,223.33,0.0041061444
54377,0.040443998,11.57765511665541,331,82750,0.9071724638342857,0.046911452,-0.0015859039,0.23317063,4.677245,300.08530592918396,8275000,215.28,0.0037755966
54169,0.037800003,12.148839230437153,332,83000,0.9591449201107025,0.049362987,-0.002209403,0.12391124,4.6760464,300.94587659835815,8300000,225.59,0.0036228627
51617,0.031076,12.691480566593764,333,83250,0.9472215324640274,0.051941153,-0.0013056727,0.1276535,4.676971,301.8133227825165,8325000,228.39,0.0030057747
55667,0.021875998,13.340554374986386,334,83500,0.9382539168000221,0.053834204,-0.0011213117,0.15458985,4.677188,302.7053904533386,8350000,229.48,0.0026107472
53878,0.048540004,12.45846257994619,335,83750,0.9480392262339592,0.05134278,-0.001677786,0.15365501,4.6763,303.5610177516937,8375000,221.91,0.004220949
54016,0.032259997,12.675061948983567,336,84000,0.9369715303182602,0.05219149,-0.0013925936,0.1742192,4.6758685,304.43194222450256,8400000,225.07,0.0033617057
54280,0.023643998,11.737462711117018,337,84250,0.9401434138417244,0.049334303,-0.0010302623,0.18597396,4.6725874,305.29439425468445,8425000,216.73,0.0030744697
52230,0.037692,12.118720765705147,338,84500,0.9359399452805519,0.04936866,-0.0020802284,0.16887073,4.6644545,306.1811203956604,8450000,225.13,0.003692702
53237,0.023564,12.852220119194717,339,84750,0.9115118533372879,0.051593553,-0.0014188094,0.2394636,4.6557293,307.1098470687866,8475000,218.0,0.002779629
53944,0.027036,12.40974206818486,340,85000,0.9227995276451111,0.051713392,-0.0012307875,0.23462403,4.6510134,308.0129539966583,8500000,216.63,0.0030015842
53678,0.053116,11.945470879639407,341,85250,0.945343479514122,0.05043317,-0.0016348332,0.18285075,4.648566,308.8870584964752,8525000,208.01,0.0046012797
52400,0.028064001,13.198565507344028,342,85500,0.953674491494894,0.054656625,-0.0021740666,0.13215582,4.644842,309.74295353889465,8550000,226.27,0.0031979464
54863,0.034596004,12.748071538888828,343,85750,0.9238731861114502,0.051696327,-0.0014735872,0.1905601,4.6411114,310.6211574077606,8575000,228.56,0.0035914644
53029,0.035979997,12.440883265535764,344,86000,0.9188825711607933,0.051805016,-0.0017782658,0.23756003,4.636628,311.49867010116577,8600000,224.94,0.0035681676
50608,0.057196,12.536448773717675,345,86250,0.8979093059897423,0.052076425,-0.0019274394,0.3512767,4.6347094,312.3778808116913,8625000,220.59,0.0048612338
45152,0.020488,12.752420677348969,346,86500,0.9450950846076012,0.053132,-0.0017885936,0.21557078,4.626216,313.316618680954,8650000,220.45,0.0026953698
51259,0.021044001,13.750791491796535,347,86750,0.9659149460494518,0.05672896,-0.0016601909,0.13392878,4.615531,314.32568645477295,8675000,234.17,0.0026976068
54648,0.039688,12.164377378341033,348,87000,0.9427773915231228,0.05228874,-0.001588268,0.20438775,4.606865,315.22406935691833,8700000,211.97,0.00392554
55427,0.023004,12.399159831369053,349,87250,0.9165344536304474,0.050667346,-0.0018849287,0.26327235,4.601524,316.08627128601074,8725000,223.98,0.0027293493
