fps,approxkl,policy_entropy,time_elapsed,policy_loss,value_loss,ep_len_mean,true_reward,explained_variance,serial_timesteps,clipfrac,total_timesteps,n_updates,ep_reward_mean
72319,0.0055945977,4.772395,126.7533323764801,-0.0030583101,0.2533165,236.02,0.10900844,0.5135970711708069,40250,0.067080006,4025000,161,25.834065457830583
69129,0.007215229,4.763512,127.50336837768555,-0.0028300975,0.26199102,236.63,0.10834751,0.5484240651130676,40500,0.097788,4050000,162,25.79187845575136
75558,0.0060930806,4.755988,128.2967176437378,-0.0034088201,0.5024885,216.97,0.10754536,0.46288543939590454,40750,0.077496,4075000,163,23.482874817333794
73306,0.006278145,4.749248,129.0229811668396,-0.002874549,0.46954116,231.71,0.10773586,0.40884101390838623,41000,0.081796,4100000,164,25.274942888263904
70409,0.0071172724,4.7440786,129.7596161365509,-0.002888341,0.27172485,232.24,0.10756617,0.5728899538516998,41250,0.098248005,4125000,165,25.125489794949534
63696,0.008303547,4.7382607,130.52045583724976,-0.0028952463,0.49376887,218.35,0.10699333,0.4488314390182495,41500,0.11614801,4150000,166,23.593715473542883
74920,0.0059385886,4.7319827,131.3475091457367,-0.0030425596,0.41302198,224.91,0.1080251,0.38597893714904785,41750,0.075976,4175000,167,24.542319013105153
74325,0.009136686,4.722235,132.08665657043457,-0.003006037,0.5364672,219.05,0.105212286,0.2755392789840698,42000,0.11815599,4200000,168,23.28194446447422
73110,0.0068434477,4.7121515,132.8167688846588,-0.0031055848,0.21368161,238.73,0.10635873,0.6137070059776306,42250,0.087147996,4225000,169,25.497445669685057
75132,0.00858862,4.701951,133.5419933795929,-0.002503107,0.52221125,221.78,0.10662921,0.2715539336204529,42500,0.111672,4250000,170,23.824712351602884
75650,0.0057302136,4.696475,134.29776883125305,-0.0031839795,0.20726423,236.19,0.10784417,0.6235830783843994,42750,0.071104005,4275000,171,25.655284047826242
60344,0.00737701,4.6918707,135.0658004283905,-0.0032122582,0.2983121,234.95,0.10917505,0.4404209852218628,43000,0.10169198,4300000,172,25.792130436428486
52724,0.0071753873,4.6847997,135.9658739566803,-0.0025446743,0.28213865,240.3,0.10994906,0.47621744871139526,43250,0.09758001,4325000,173,26.543132131452747
