serial_timesteps,total_timesteps,n_updates,clipfrac,explained_variance,value_loss,policy_entropy,ep_reward_mean,fps,time_elapsed,true_reward,ep_len_mean,approxkl,policy_loss
7750,775000,31,0.037108,0.7554476410150528,1.6399126,5.6171303,-0.13387261238465953,56257,34.69466996192932,-0.11577512,77.02,0.0035494957,-0.00252063
8000,800000,32,0.047492,0.7349080145359039,1.7529732,5.606534,0.05295770541802767,49466,35.515158891677856,-0.109628044,82.8,0.0041589737,-0.0026161124
8250,825000,33,0.040436,0.8041461855173111,1.3643956,5.5963125,-0.47916727933898107,55458,36.38671898841858,-0.105336316,88.63,0.0038593654,-0.0034049116
8500,850000,34,0.016892,0.808610588312149,1.4486027,5.591012,0.04026052211270553,54305,37.230756521224976,-0.09871585,90.86,0.0020998893,-0.0021692063
8750,875000,35,0.037728004,0.8564155101776123,1.073837,5.593685,-0.2964870530605924,54560,38.07624411582947,-0.09909739,89.49,0.003700136,-0.0024219018
9000,900000,36,0.020896,0.8857366964221001,0.903693,5.5967565,-0.19674561990644407,47545,38.927420139312744,-0.097379826,79.58,0.002577943,-0.0021620959
9250,925000,37,0.04,0.8777539283037186,0.9502896,5.5980883,-0.34147047697342287,54643,39.83884525299072,-0.09543618,86.54,0.0037380694,-0.0022187843
9500,950000,38,0.02794,0.8858039081096649,0.9923545,5.600545,-0.13132979880680637,54645,40.70875549316406,-0.08691173,95.96,0.0030003027,-0.0024544182
9750,975000,39,0.025663998,0.9041774570941925,0.84602225,5.597629,-0.21512121567964188,56653,41.57274866104126,-0.08353597,94.37,0.0027578976,-0.002232271
10000,1000000,40,0.030896002,0.9075529128313065,0.8398644,5.5899844,-0.30868954092676293,56478,42.40206217765808,-0.087737404,94.83,0.0030739447,-0.002740033
10250,1025000,41,0.052088,0.9030002802610397,0.9287243,5.5855203,-0.36469207254118885,55927,43.22600817680359,-0.09290317,87.12,0.004462267,-0.0015883523
10500,1050000,42,0.022984,0.9136631861329079,0.80196476,5.5799704,-0.036434019960892954,50875,44.03636026382446,-0.08023542,100.33,0.0025776047,-0.0019858917
10750,1075000,43,0.022676,0.9441503174602985,0.49986354,5.5762963,-0.4860681643572531,49172,44.90462684631348,-0.08158847,94.98,0.002703845,-0.0020798626
11000,1100000,44,0.029660001,0.9013078883290291,0.93140286,5.5751824,0.02225600437748426,55809,45.79648303985596,-0.07585948,98.63,0.003031813,-0.0016110374
11250,1125000,45,0.022059998,0.9321214035153389,0.6737967,5.569215,0.1382235327985711,54955,46.61719989776611,-0.087623,93.4,0.0026697337,-0.0012742614
