policy_entropy,n_updates,true_reward,approxkl,serial_timesteps,value_loss,ep_len_mean,ep_reward_mean,clipfrac,policy_loss,time_elapsed,explained_variance,total_timesteps,fps
4.9711423,111,0.16989188,0.01008252,27750,0.004916356,10.63,1.8031373218633235,0.15239999,-0.009651232,18.165476322174072,0.9679403677582741,27750,2252
4.971768,112,0.168301,0.024933673,28000,0.01870228,10.56,1.7899564767349512,0.2676,-0.016432608,18.30068349838257,0.8815346658229828,28000,2173
4.9676065,113,0.16989546,0.011220874,28250,0.00086754124,10.63,1.8031132134236396,0.1712,-0.0062208185,18.439958572387695,0.9952446012757719,28250,2272
4.9630055,114,0.16989702,0.010460535,28500,0.007045424,10.63,1.803119069961831,0.15,-0.0074356236,18.574825286865234,0.9548539742827415,28500,2143
4.956075,115,0.16989593,0.0135415,28750,0.0070026903,10.63,1.8031261559948326,0.1864,-0.011389786,18.715823888778687,0.956209771335125,28750,2258
4.9516144,116,0.16989276,0.010502283,29000,0.0051542,10.66,1.8087117869220675,0.14760001,-0.0037648492,18.85042905807495,0.9671380668878555,29000,2261
4.943199,117,0.16989625,0.021593723,29250,0.0071650543,10.85,1.8443557496275753,0.2164,-0.016244153,18.98468255996704,0.9546425268054008,29250,2189
4.9391737,118,0.16989252,0.009868023,29500,0.010882663,10.87,1.8480704237800092,0.1212,-0.015013504,19.12328314781189,0.9282790571451187,29500,2165
4.940547,119,0.16989285,0.014029662,29750,0.007472155,10.85,1.844336824119091,0.1956,-0.010926634,19.26218581199646,0.9511164650321007,29750,2212
4.942031,120,0.16989586,0.007274717,30000,0.004438389,10.85,1.8443423790112137,0.096,-0.007607886,19.39926528930664,0.9724974390119314,30000,2264
4.9388857,121,0.16989806,0.011292818,30250,0.006026294,10.86,1.8462151838745922,0.1428,-0.0074996375,19.534175395965576,0.9597735404968262,30250,2175
4.9283614,122,0.16989575,0.013666715,30500,0.0055549196,10.85,1.8443485172092915,0.194,-0.009498842,19.67367911338806,0.9651968032121658,30500,2212
4.925082,123,0.16989878,0.01267492,30750,0.008157082,10.85,1.8443688663467765,0.1796,-0.011341246,19.810704469680786,0.9477853812277317,30750,2299
4.923421,124,0.16989394,0.015122791,31000,0.008743251,10.85,1.8443674959614873,0.1932,-0.010030983,19.94362473487854,0.9407537505030632,31000,2198
4.920308,125,0.16989669,0.02981078,31250,0.0045469864,10.85,1.8443724865466355,0.312,-0.009780315,20.08086133003235,0.9717917498201132,31250,2204
4.9189787,126,0.16989414,0.014784609,31500,0.0045954296,10.85,1.844357309648767,0.2148,-0.011363933,20.218442916870117,0.9700793940573931,31500,2246
4.9184065,127,0.16989733,0.013176885,31750,0.0072474657,10.86,1.8462209607288242,0.16560002,-0.011454972,20.353976011276245,0.9529201909899712,31750,2240
4.9144354,128,0.16989438,0.011254709,32000,0.0055813054,10.85,1.8443539420701562,0.1656,-0.010038462,20.489935636520386,0.9653497599065304,32000,2164
4.913459,129,0.16989651,0.019707177,32250,0.004412587,10.85,1.8443570028431713,0.19880001,-0.0089400355,20.62988567352295,0.9721885230392218,32250,2147
4.9111753,130,0.16989718,0.019077038,32500,0.0040637315,10.85,1.8443600823823363,0.25439999,-0.009326454,20.770631551742554,0.974735289812088,32500,2207
4.910319,131,0.16989607,0.027874624,32750,0.0044738865,10.86,1.8462261064909398,0.324,-0.008760594,20.908308744430542,0.9718131870031357,32750,2241
4.9088326,132,0.16989264,0.010494648,33000,0.012347061,10.85,1.844354350697249,0.1336,-0.011300637,21.04348921775818,0.9152286648750305,33000,2217
4.901748,133,0.1698957,0.007799817,33250,0.006557673,10.85,1.8443538726959376,0.1116,-0.0049765063,21.180553436279297,0.9579080156981945,33250,2194
4.8979735,134,0.16989554,0.012479931,33500,0.004379363,10.85,1.8443499210197478,0.1836,-0.0076670134,21.31894040107727,0.972906207665801,33500,2338
4.895763,135,0.1698974,0.014779702,33750,0.005965209,10.86,1.8462204482406377,0.178,-0.011281521,21.450748920440674,0.9601427800953388,33750,2166
4.893468,136,0.16989568,0.006835976,34000,0.005450977,10.85,1.8443508476670831,0.0912,-0.009653426,21.59055471420288,0.9663694985210896,34000,2305
4.891053,137,0.16989674,0.00879365,34250,0.0042945407,10.85,1.8443604827206581,0.1172,-0.005046216,21.722763776779175,0.9728750716894865,34250,2294
4.887063,138,0.16989785,0.031336963,34500,0.0040109083,10.85,1.8443669860996306,0.3084,-0.0071764737,21.85637640953064,0.9750028848648071,34500,2295
4.88334,139,0.16989636,0.011510951,34750,0.0043479917,10.86,1.8462340725585817,0.152,-0.011897254,21.98888373374939,0.9724774826318026,34750,2296
4.880557,140,0.16989644,0.010001744,35000,0.0058833146,10.85,1.8443701221700757,0.15959999,-0.01074685,22.12159276008606,0.9625784084200859,35000,2247
4.874875,141,0.16989496,0.0075366003,35250,0.005707131,10.85,1.8443645912315696,0.0972,-0.0059938394,22.256795167922974,0.9640811458230019,35250,2302
4.868552,142,0.16989736,0.012950259,35500,0.0040092776,10.85,1.8443643000163137,0.1812,-0.008859744,22.389920234680176,0.9749919753521681,35500,2280
4.8642216,143,0.16989765,0.02429229,35750,0.0040250337,10.85,1.8443643317371607,0.2376,-0.0066029713,22.52377986907959,0.9749626647680998,35750,2183
4.8580976,144,0.16989663,0.01765672,36000,0.0041018752,10.85,1.8443686108291149,0.20960002,-0.007696527,22.66332221031189,0.9742549564689398,36000,2206
4.856004,145,0.16989669,0.009685082,36250,0.004011969,10.85,1.8443724403902888,0.119200006,-0.0046099643,22.801088333129883,0.9751077871769667,36250,2222
4.8570204,146,0.16989695,0.0092283,36500,0.004174657,10.85,1.844370741508901,0.1332,-0.0067079514,22.938096523284912,0.9739774353802204,36500,2192
4.8551297,147,0.1698968,0.009854654,36750,0.0039551393,10.85,1.8443696720805018,0.1472,-0.0011886832,23.075936794281006,0.9754109084606171,36750,2226
4.8468175,148,0.16989514,0.018790975,37000,0.0044743763,10.85,1.8443641138076783,0.2292,-0.010519708,23.21274209022522,0.971976725384593,37000,2280
4.8413134,149,0.16989225,0.01576241,37250,0.0079692695,10.85,1.8443541286792606,0.19960001,-0.0083607035,23.346527576446533,0.9489769749343395,37250,2291
4.83688,150,0.16989475,0.008213878,37500,0.007157544,10.85,1.8443492428213357,0.1064,-0.0038818102,23.479727745056152,0.9548181146383286,37500,2257
