time_elapsed,ep_len_mean,approxkl,ep_reward_mean,serial_timesteps,fps,clipfrac,true_reward,policy_entropy,total_timesteps,n_updates,value_loss,policy_loss,explained_variance
13.712514638900757,22.16,0.024049351,1.9389060915261507,17000,2189,0.27,0.08755098,5.36129,17000,68,0.13541672,-0.025510702,0.4413890838623047
13.850546598434448,21.95,0.013740319,1.919234115704894,17250,2210,0.15480001,0.0872557,5.362071,17250,69,0.10118393,-0.028751433,0.5412251651287079
13.987184286117554,21.25,0.013678921,1.8573453714326025,17500,2317,0.174,0.08738031,5.3600454,17500,70,0.1345862,-0.017216425,0.43418294191360474
14.118295907974243,19.89,0.009323627,1.7381211452186107,17750,2286,0.0984,0.08768072,5.357614,17750,71,0.14747939,-0.021369034,0.37429845333099365
14.250574827194214,19.34,0.013530294,1.691306690312922,18000,2368,0.1864,0.08764215,5.354532,18000,72,0.117698506,-0.026266102,0.4133903980255127
14.379854917526245,19.68,0.015776927,1.720670118443668,18250,2261,0.2092,0.087321915,5.35262,18250,73,0.13253061,-0.018097486,0.364496648311615
14.513766765594482,19.29,0.011417227,1.6868878592178225,18500,2363,0.152,0.08721854,5.3507924,18500,74,0.1127488,-0.02430537,0.4709319472312927
14.642916202545166,18.73,0.011483755,1.6387725969403981,18750,2318,0.1472,0.08771088,5.3451524,18750,75,0.11553328,-0.019707203,0.4252382516860962
14.775174140930176,19.57,0.010296241,1.710683999285102,19000,2337,0.14680001,0.08706417,5.3394804,19000,76,0.067572,-0.017895982,0.6959364116191864
14.905396461486816,18.84,0.019749846,1.647082394361496,19250,2248,0.2464,0.08736082,5.3357773,19250,77,0.08735625,-0.024174284,0.616639256477356
15.039635419845581,20.08,0.014133831,1.7556864354386925,19500,2320,0.20319998,0.087355316,5.331037,19500,78,0.07604999,-0.018747283,0.6715740263462067
15.170916080474854,20.12,0.0110085085,1.7585185094177722,19750,2295,0.148,0.087359406,5.327684,19750,79,0.20341118,-0.022209771,0.2370663285255432
15.303104400634766,21.06,0.020408148,1.8402342470362782,20000,2281,0.2424,0.08742906,5.326271,20000,80,0.115640566,-0.016144494,0.4609367251396179
15.436212301254272,19.27,0.013443718,1.683148917928338,20250,2307,0.19280002,0.087041155,5.3247848,20250,81,0.20248358,-0.019865265,0.17621642351150513
15.568444967269897,18.39,0.014423351,1.6060670843720437,20500,2328,0.1612,0.087492414,5.3216496,20500,82,0.15484798,-0.026105648,0.2869815230369568
