total_timesteps,time_elapsed,fps,value_loss,ep_len_mean,policy_loss,policy_entropy,approxkl,serial_timesteps,explained_variance,true_reward,n_updates,ep_reward_mean,clipfrac
4375000,141.2663426399231,62120,0.13743092,248.69,-0.002962096,2.799992,0.005086813,43750,0.8526349812746048,0.17178468,175,42.76361600413919,0.057728
4400000,142.03819227218628,61528,0.152943,246.1,-0.0013014637,2.789369,0.006793324,44000,0.758564367890358,0.17382939,176,42.86747808128595,0.08316799
4425000,142.82398796081543,63361,0.15061148,245.75,-0.0023556857,2.7779136,0.006830957,44250,0.86220782995224,0.17387578,177,42.903909948393704,0.086216
4450000,143.59877157211304,62701,0.31697923,240.5,-0.0036196213,2.7635093,0.0057944907,44500,0.8237248957157135,0.1721098,178,41.726825346648695,0.070104
4475000,144.38091325759888,62265,0.29051623,241.73,-0.0025940095,2.751709,0.0070414827,44750,0.8063900023698807,0.17236508,179,41.988340186029674,0.091452
4500000,145.1583273410797,61714,0.28995612,243.42,-0.0033022221,2.7411454,0.005747292,45000,0.7274337410926819,0.17367408,180,42.502981565892696,0.068615995
4525000,145.94156789779663,60497,0.1754313,246.33,-0.0030981852,2.731206,0.0051522614,45250,0.6299146711826324,0.17453353,181,43.07316844135523,0.05972
4550000,146.72896599769592,59791,0.23051953,245.56,-0.0021363024,2.7216923,0.0081108315,45500,0.7336834073066711,0.17365344,182,42.77197486534715,0.103712
4575000,147.52528071403503,61042,0.13814116,245.68,-0.0037918023,2.7142918,0.005734441,45750,0.8750396892428398,0.17405085,183,42.949008480906485,0.067856
4600000,148.3003113269806,62419,0.16599807,244.66,-0.0025111795,2.70303,0.006454901,46000,0.8738635629415512,0.17365317,184,42.7519843788445,0.082584
4625000,149.07407641410828,61301,0.22431715,244.63,-0.0023995866,2.694458,0.008592897,46250,0.8119344413280487,0.17398232,185,42.80391580298543,0.102919996
4650000,149.85598921775818,62036,0.12310328,248.67,0.0032903813,2.6907313,0.013273883,46500,0.8694244772195816,0.17449023,186,43.465056770816446,0.171352
4675000,150.6451735496521,62001,0.1683861,246.82,-0.0026957032,2.6850483,0.0077992803,46750,0.6083781719207764,0.17493595,187,43.24521143198013,0.09723599
4700000,151.43616199493408,59753,0.20422593,242.34,0.0036490187,2.6769304,0.018817393,47000,0.8565923422574997,0.17378388,188,42.45522066950798,0.211116
4725000,152.23393392562866,61120,0.16838735,246.16,-0.0009154306,2.6725967,0.008753876,47250,0.7542103677988052,0.17414553,189,42.994595940858126,0.114776
4750000,153.0166871547699,61910,0.115868315,248.83,-0.0040037297,2.667588,0.0051369765,47500,0.8198291510343552,0.174751,190,43.526551947817204,0.059463996
4775000,153.797913312912,60364,0.13002883,246.89,-0.0037791948,2.6566398,0.005251539,47750,0.8468808233737946,0.17515753,191,43.353615103513,0.060932
4800000,154.5800440311432,60123,0.2392724,244.28,-0.0027258315,2.6436691,0.009509783,48000,0.7161693572998047,0.17567492,192,43.07478319570422,0.12384399
4825000,155.37306022644043,61070,0.25197095,245.9,-0.0028202182,2.6340861,0.0073348666,48250,0.37969911098480225,0.17587504,193,43.33842901736498,0.091204
4850000,156.1615960597992,59608,0.18650484,245.54,-0.0028625792,2.6253343,0.0062189074,48500,0.8119195848703384,0.17536958,194,43.19696588017047,0.077616
4875000,156.97100043296814,61594,0.11756736,245.34,-0.004427106,2.616836,0.005307483,48750,0.8956677988171577,0.17532422,195,43.22881354436279,0.06128799
4900000,157.75639486312866,61964,0.29333717,240.01,-0.0021712142,2.6090972,0.008696727,49000,0.8128486424684525,0.17509605,196,42.38457850277424,0.118232
4925000,158.52593541145325,60814,0.10551953,247.88,-0.00028841785,2.6019123,0.008516955,49250,0.7866309732198715,0.17632395,197,43.76109722062945,0.107596
4950000,159.29742121696472,60720,0.16666284,244.95,-0.0029020002,2.594119,0.005271783,49500,0.7304466068744659,0.17625909,198,43.30676778182387,0.062
4975000,160.08042073249817,59360,0.16326764,244.37,-0.0026594785,2.5878224,0.0062814327,49750,0.7883060127496719,0.17586957,199,43.14177611589432,0.079016
5000000,160.87967920303345,61530,0.18552993,247.08,-0.0031985212,2.5820372,0.0076842853,50000,0.49002760648727417,0.17676346,200,43.73817387327552,0.096884
5025000,161.68345046043396,60302,0.11212132,247.26,0.0020641682,2.5735066,0.015785241,50250,0.8322632610797882,0.17603162,201,43.64946235209703,0.193188
5050000,162.48760104179382,60562,0.12663649,243.21,-0.0036535964,2.5668628,0.005162266,50500,0.8633808046579361,0.17620355,202,43.01900835774839,0.060035996
5075000,163.27615308761597,62422,0.1017483,248.13,-0.002911783,2.5624464,0.0071988227,50750,0.8322980850934982,0.17706697,203,44.03047626510263,0.093568
5100000,164.06350326538086,61864,0.25667,244.01,0.0031160675,2.559345,0.019474441,51000,0.7519363909959793,0.17669666,204,43.308343191146854,0.23592798
5125000,164.83982849121094,61083,0.07338204,248.91,-0.0028904018,2.5561414,0.0049783876,51250,0.8674382716417313,0.17700805,205,44.13398574411869,0.054951996
5150000,165.62690210342407,59957,0.07548165,249.59,-0.0039868155,2.5503361,0.004801411,51500,0.8134197741746902,0.1774175,206,44.31939707450569,0.052984
5175000,166.42233753204346,60806,0.12958561,246.28,-0.0014848349,2.5428164,0.009069966,51750,0.8436582535505295,0.17674796,207,43.68105279870331,0.121096
5200000,167.21316504478455,61720,0.07130913,248.8,-0.0007208811,2.5383456,0.009494692,52000,0.8500349223613739,0.17705798,208,44.131235369741916,0.124400005
5225000,167.9968183040619,61494,0.14866161,245.61,-0.0028742244,2.5359423,0.005962829,52250,0.875497356057167,0.17650834,209,43.55421686984599,0.07142399
5250000,168.76652193069458,61246,0.18622859,246.3,-0.002566155,2.529646,0.006923067,52500,0.4436160922050476,0.17765154,210,43.79522295720875,0.08466
5275000,169.55741357803345,61680,0.21901469,243.7,-0.0025637709,2.5216188,0.009504722,52750,0.7638015747070312,0.17692997,211,43.331142841428516,0.126964
5300000,170.34695672988892,61093,0.103535734,246.65,-0.003289979,2.5140164,0.0070030214,53000,0.8191397488117218,0.17714795,212,43.8188624945283,0.089559995
5325000,171.12178206443787,62661,0.114557065,246.29,-0.0028921398,2.5003753,0.007518108,53250,0.8091698437929153,0.17719956,213,43.76342270344496,0.095476
5350000,171.8946888446808,61752,0.056922704,250.0,-0.0024702868,2.4886608,0.0069344537,53500,0.8765364214777946,0.17700681,214,44.251701634526256,0.08961199
5375000,172.6748387813568,61624,0.09130775,248.4,-0.0030319183,2.4806304,0.006661532,53750,0.7217048108577728,0.17743531,215,44.12508456468582,0.080224
5400000,173.4573769569397,61262,0.14551802,245.97,-0.0021311971,2.4721923,0.008297888,54000,0.6457349061965942,0.17752825,216,43.7418645581603,0.108036004
5425000,174.2658405303955,60300,0.15013616,246.86,-0.0033690378,2.462211,0.005953663,54250,0.705680638551712,0.17743942,217,43.871100132539866,0.070572
5450000,175.08577489852905,60001,0.12236376,248.48,-0.00084469933,2.4522805,0.01012743,54500,0.6211119294166565,0.17708631,218,44.02888830751181,0.138248
5475000,175.8844873905182,61421,0.20370114,242.9,-0.0021957657,2.44398,0.008642857,54750,0.7528177201747894,0.17736576,219,43.297242356091736,0.11133601
5500000,176.663672208786,60750,0.21597831,241.98,8.663386e-05,2.441078,0.012233386,55000,0.7492386400699615,0.17718129,220,43.099401616454124,0.13968399
5525000,177.47681283950806,61362,0.05170367,250.0,0.008125592,2.4388053,0.020415891,55250,0.7430398166179657,0.17820875,221,44.55218883305788,0.21646002
5550000,178.27460646629333,60187,0.09965131,246.75,0.00038886437,2.4351618,0.009094937,55500,0.8035306930541992,0.17758548,222,43.918994823247196,0.112468004
5575000,179.05785870552063,62484,0.05491801,248.26,-0.0031899263,2.4293697,0.0048616705,55750,0.9018063470721245,0.1773331,223,44.13974335089326,0.055516005
5600000,179.83822560310364,61401,0.082824536,246.54,-0.0029742604,2.4199939,0.0080268225,56000,0.9139208495616913,0.17674604,224,43.76348509699106,0.106812
5625000,180.6306974887848,63213,0.1703358,244.0,-0.0016083276,2.4130445,0.008709553,56250,0.639518141746521,0.17739531,225,43.441283792853355,0.115632
5650000,181.3946657180786,60972,0.062255144,248.78,-0.0031269803,2.406518,0.0063799224,56500,0.8597570955753326,0.17762586,226,44.26188891544938,0.0796
5675000,182.19330382347107,60928,0.1671422,245.81,-0.0024547735,2.3987777,0.0082911905,56750,0.7920619696378708,0.17673758,227,43.60325481638312,0.108968005
5700000,182.98280549049377,61857,0.10376847,247.89,-0.0024172664,2.3925428,0.006244149,57000,0.7622223943471909,0.17746435,228,44.049436691328886,0.079684004
5725000,183.77054858207703,61360,0.24075349,244.87,-0.0024892665,2.385501,0.0066664107,57250,0.5733048021793365,0.17747799,229,43.594544545263055,0.085948005
5750000,184.5687780380249,59687,0.11898498,248.31,-0.0025290067,2.3829088,0.007501024,57500,0.6433526575565338,0.1778636,230,44.19664663180709,0.098916
5775000,185.37552070617676,61089,0.21138127,243.67,-0.0005032289,2.3815658,0.012442885,57750,0.5564432442188263,0.1776252,231,43.35115674600005,0.163316
5800000,186.1611771583557,61018,0.038710147,250.0,-0.0019050415,2.3813703,0.008792323,58000,0.8103474825620651,0.17827064,232,44.567663413658735,0.1164
5825000,186.95077395439148,62557,0.041383974,250.0,-0.0014546396,2.378683,0.0066474415,58250,0.8219884186983109,0.17755659,233,44.38914449006319,0.08488
5850000,187.72866415977478,61716,0.24791744,242.46,-0.0033494714,2.3707035,0.006903856,58500,0.7183215916156769,0.17715275,234,43.16265928387642,0.088192
5875000,188.50264477729797,60311,0.032456256,250.0,-0.0022008894,2.3628802,0.00557115,58750,0.70018669962883,0.17834748,235,44.58687195882201,0.0668
5900000,189.29354071617126,62523,0.13902564,246.84,-0.003145159,2.3539658,0.0076102028,59000,0.6614853143692017,0.1779698,236,44.01193778388202,0.09809999
5925000,190.066987991333,60835,0.060399033,248.65,-0.0007077565,2.3480985,0.009084792,59250,0.8294310718774796,0.17766194,237,44.23103098891676,0.11867199
5950000,190.8533570766449,60803,0.08567391,248.34,-0.001995661,2.3432727,0.0070915306,59500,0.6420903503894806,0.17810838,238,44.28646165445447,0.088244006
5975000,191.63487935066223,59229,0.10820993,245.29,-0.003176481,2.3385215,0.0062860064,59750,0.853077620267868,0.17781547,239,43.81530182495713,0.078016005
6000000,192.42943239212036,59127,0.055577397,248.19,-0.0020156163,2.3316138,0.007642777,60000,0.8919649571180344,0.17757885,240,44.1774705208838,0.099428006
6025000,193.23189043998718,60795,0.03502308,250.0,-0.0027593407,2.3222218,0.007416916,60250,0.8139619529247284,0.17759936,241,44.39983847379685,0.09783201
6050000,194.0257260799408,60819,0.11034818,248.5,-0.0003176653,2.312836,0.0103730885,60500,0.5910198986530304,0.17761505,242,44.16192007049918,0.14066
6075000,194.81948375701904,60746,0.047335424,248.88,-0.0018474665,2.307013,0.00875831,60750,0.8702033460140228,0.17851855,243,44.50049693673849,0.115828
6100000,195.60037684440613,61235,0.067813054,248.03,-0.0030751848,2.3007774,0.0072675585,61000,0.8181007355451584,0.17828166,244,44.29894906818867,0.091224
6125000,196.38934683799744,61505,0.085220054,247.01,-0.0034347915,2.2940762,0.0061626295,61250,0.8097655177116394,0.17821556,245,44.12807633139193,0.076968
6150000,197.16833519935608,60890,0.21905036,244.65,-0.0021552858,2.2903829,0.007776115,61500,0.450617253780365,0.17780633,246,43.6142159627378,0.103719994
6175000,197.95553398132324,61910,0.12680414,246.51,-0.0021002658,2.286867,0.0072779655,61750,0.6927816867828369,0.17792691,247,43.951591055840254,0.095475994
6200000,198.72887229919434,60880,0.17354865,245.87,-0.002264642,2.2832563,0.0073074205,62000,0.41593796014785767,0.17782807,248,43.78008739098907,0.094308004
6225000,199.52381348609924,61873,0.18558359,246.18,-0.00333016,2.2818615,0.0064270184,62250,0.6231878995895386,0.17781553,249,43.91219925567508,0.079516
6250000,200.29646182060242,62208,0.06522162,248.43,-0.0013545945,2.2777138,0.008319765,62500,0.7789230793714523,0.17833127,250,44.35057456061244,0.1105
6275000,201.07232761383057,62546,0.030796308,250.0,0.00032644873,2.2724671,0.008932535,62750,0.7439557611942291,0.17909917,251,44.7747956161201,0.11250398
6300000,201.86350178718567,60653,0.0885724,247.2,-0.003545393,2.266501,0.0062629534,63000,0.8416750878095627,0.17820121,252,44.17243932634592,0.07425599
6325000,202.69670605659485,57968,0.13310853,246.07,-0.0028550965,2.260976,0.007506445,63250,0.695114403963089,0.17842108,253,44.000877788215874,0.09872
6350000,203.5278468132019,60674,0.27943316,241.88,-0.002594548,2.2569547,0.006633375,63500,0.6538252830505371,0.17708914,254,43.07785004258156,0.08300399
6375000,204.3140299320221,61411,0.16282527,244.95,-0.0025077355,2.2557669,0.005841824,63750,0.7499977946281433,0.17804118,255,43.770308392196895,0.071272
6400000,205.08188462257385,60183,0.038971286,250.0,-0.003046371,2.2510037,0.004450963,64000,0.8030728697776794,0.17856887,256,44.6422171484679,0.046251997
6425000,205.87559604644775,59303,0.44982728,235.6,-0.0026001984,2.240514,0.0069952877,64250,0.6926728188991547,0.17716955,257,42.16447440832853,0.088815995
6450000,206.6666522026062,60319,0.13214216,247.6,-0.0019016418,2.2310207,0.007721331,64500,0.6387897729873657,0.17880782,258,44.34672507956624,0.101724006
6475000,207.4538962841034,61539,0.14113075,245.24,-0.0039154324,2.2214854,0.0076219877,64750,0.8164112567901611,0.17810787,259,43.83001454561949,0.098704
6500000,208.23679518699646,61262,0.124196574,246.54,-0.002152337,2.2142031,0.007782499,65000,0.8055582493543625,0.178304,260,44.10852077268064,0.09951601
6525000,209.01008105278015,62166,0.053714562,248.28,-0.004117436,2.2077954,0.0067448304,65250,0.8359529078006744,0.17841776,261,44.36667961657047,0.085172005
6550000,209.78311777114868,62221,0.29390115,243.31,-0.0026994152,2.20052,0.008684327,65500,0.3268458843231201,0.17835313,262,43.506912341862915,0.11109201
6575000,210.54882621765137,59359,0.37433833,241.01,-0.0021450254,2.1968107,0.012568796,65750,0.2591930627822876,0.17798388,263,43.05253187797964,0.158992
6600000,211.35702466964722,61335,0.4281804,241.79,-0.0025949553,2.1997788,0.008541322,66000,0.49808788299560547,0.17818782,264,43.329571318253876,0.11672399
6625000,212.13566160202026,61015,0.15502883,248.3,-0.0019107435,2.2021136,0.008622964,66250,0.42035990953445435,0.17951585,265,44.64596213191748,0.11415601
6650000,212.91960096359253,59400,0.2068197,244.26,-0.0024569961,2.2063599,0.0072373087,66500,0.8049590885639191,0.178417,266,43.85510872408748,0.092988
6675000,213.7076120376587,62559,0.14731315,245.23,-0.0025637774,2.2068686,0.008466336,66750,0.768135741353035,0.17929642,267,44.10670727849006,0.109392
6700000,214.47324299812317,54560,0.052184373,250.0,-0.0031181886,2.2038972,0.0057268073,67000,0.8116060048341751,0.17933725,268,44.83430999979377,0.069392
6725000,215.30404710769653,61149,0.13436468,243.41,0.0007487803,2.1980948,0.013391575,67250,0.8748055398464203,0.17895934,269,43.797590953409674,0.17748399
6750000,216.0779161453247,61700,0.109982416,245.27,-0.0031306606,2.1917791,0.008425849,67500,0.8674212247133255,0.17891604,270,44.04287563130259,0.10892799
6775000,216.85004806518555,60155,0.09650039,247.58,-0.0037052326,2.1879725,0.0072650933,67750,0.8302789777517319,0.1797133,271,44.61456364110112,0.092232004
6800000,217.6496033668518,60000,0.07019912,249.32,-0.0027725673,2.1865895,0.005931175,68000,0.8190314620733261,0.1792943,272,44.74169740691781,0.07002799
6825000,218.43272304534912,59847,0.097959295,247.02,-0.0027018418,2.1836557,0.006879171,68250,0.8817395865917206,0.17916144,273,44.37241220831871,0.086592
6850000,219.2188491821289,61414,0.08017663,247.14,-0.0038937381,2.1776185,0.006891667,68500,0.9136381447315216,0.17876652,274,44.330230459198354,0.086155996
6875000,219.9952211380005,60969,0.09830781,246.44,-0.0042998935,2.1705174,0.0057403073,68750,0.8458242416381836,0.17933196,275,44.30569547645748,0.069488004
6900000,220.77222275733948,61412,0.072962634,248.09,-0.0020685352,2.1665564,0.008640626,69000,0.9101967513561249,0.17908008,276,44.5484854516387,0.11116799
6925000,221.54621601104736,61621,0.17338765,243.24,-0.002602111,2.161737,0.007322398,69250,0.7938422560691833,0.17922506,277,43.80909928143024,0.095688
6950000,222.31304597854614,60179,0.12436409,247.39,-0.002437977,2.1558063,0.005980704,69500,0.6692583858966827,0.17968258,278,44.53990681692958,0.074347995
6975000,223.10203957557678,60393,0.08782329,248.34,-0.0048678145,2.149699,0.0064533846,69750,0.8919410929083824,0.17909141,279,44.58265218988061,0.079344
7000000,223.88990139961243,60270,0.05917272,249.04,-0.0024214995,2.1459231,0.008086916,70000,0.8625697791576385,0.17911054,280,44.665666867494586,0.100968
7025000,224.68319869041443,61238,0.030920556,250.0,0.0017575203,2.1406722,0.011839159,70250,0.7901973277330399,0.1791745,281,44.79362433969975,0.14068
7050000,225.46279525756836,61018,0.101336,248.94,-0.001810476,2.1350703,0.010981358,70500,0.45866620540618896,0.1792233,282,44.64454012200236,0.143216
7075000,226.25709223747253,60079,0.13435307,246.88,0.0013691572,2.1318798,0.017759915,70750,0.7996528595685959,0.17826049,283,44.093234656825665,0.206268
7100000,227.0511565208435,60427,0.2037799,246.2,-0.0027520028,2.130432,0.007620238,71000,0.5167510211467743,0.17919113,284,44.23371187120676,0.097272
7125000,227.837073802948,50860,0.17124973,247.11,-0.0020832561,2.1296682,0.008897411,71250,0.41027218103408813,0.17962728,285,44.45408015266061,0.116543986
7150000,228.70071840286255,60371,0.13530666,247.24,-0.0036094538,2.128759,0.006702406,71500,0.8255575448274612,0.17926715,286,44.48484991788864,0.08342
7175000,229.50400924682617,60554,0.17903374,244.08,-0.0039272914,2.1302533,0.006852007,71750,0.72800013422966,0.179396,287,43.97459523901343,0.087448
7200000,230.29435348510742,60598,0.09827645,247.07,-0.0036886265,2.1272912,0.0052028988,72000,0.8318601250648499,0.17938396,288,44.41529444560408,0.060084004
7225000,231.06051993370056,63086,0.10037434,248.65,-0.0017599098,2.1217923,0.0069831335,72250,0.4756646156311035,0.17999603,289,44.79477822870016,0.089392
7250000,231.82466077804565,61493,0.06295794,248.04,-0.003466494,2.117518,0.0058645033,72500,0.867245152592659,0.17987901,290,44.67225358717143,0.07064
7275000,232.59937858581543,62473,0.1166931,248.55,-0.0021741444,2.115011,0.008951408,72750,0.6159132122993469,0.17959215,291,44.6690138040483,0.119696
7300000,233.36754941940308,62093,0.04982584,248.2,-0.0019264373,2.111965,0.009146583,73000,0.8406255692243576,0.18004724,292,44.73503059387207,0.111904
7325000,234.1424641609192,60019,0.09735211,249.14,-0.002477121,2.1061006,0.007253591,73250,0.577202171087265,0.17976926,293,44.82586549624801,0.09376
7350000,234.9266438484192,60456,0.0543015,249.28,-0.0009786409,2.0990288,0.008740013,73500,0.8147146105766296,0.1798076,294,44.876327845752236,0.109060004
7375000,235.70392441749573,62208,0.028641578,250.0,-0.0033720485,2.091106,0.0064908965,73750,0.8057849556207657,0.17989713,295,44.97428033992648,0.080727994
7400000,236.46591520309448,59927,0.0587551,247.96,-0.0018785906,2.0830636,0.007273192,74000,0.8134778738021851,0.17958063,296,44.608105055093766,0.093404
7425000,237.25225448608398,61128,0.12829599,247.46,-0.0031832207,2.0759299,0.007276683,74250,0.6483649909496307,0.17929286,297,44.467469240427015,0.093868
7450000,238.03609895706177,63173,0.06522863,248.44,-0.001084789,2.0694025,0.009643933,74500,0.7510053962469101,0.18014902,298,44.81570612430573,0.13171601
7475000,238.79040002822876,61110,0.025983796,250.0,-0.0013977018,2.0626955,0.006594546,74750,0.8473634272813797,0.18002245,299,45.00560549557209,0.083048
7500000,239.6300711631775,57469,0.09507005,246.04,-0.00414987,2.053074,0.0076048085,75000,0.7904588133096695,0.17977248,300,44.3456305500865,0.091984
7525000,240.46763396263123,60092,0.07664322,247.7,-0.0045257774,2.0456853,0.006893306,75250,0.8412446230649948,0.17974651,301,44.632794910669325,0.086872004
7550000,241.25238013267517,59865,0.14380233,247.46,-0.0018937632,2.039445,0.009943066,75500,0.7215958535671234,0.17949086,302,44.50610489353537,0.12746401
7575000,242.05855989456177,59926,0.08786623,247.65,-0.0024533765,2.032929,0.008212704,75750,0.8381486237049103,0.1795885,303,44.58395107537508,0.105756
7600000,242.84206008911133,61423,0.08629584,247.75,-0.0012164256,2.031548,0.013219057,76000,0.8527829796075821,0.1795805,304,44.63386321857572,0.16658
7625000,243.62543201446533,62268,0.0515215,248.77,-0.0045006652,2.0307446,0.0057053124,76250,0.8849818557500839,0.17942348,305,44.6914794780314,0.067052
7650000,244.39861512184143,61767,0.024701567,250.0,-0.0026823543,2.0264206,0.005737228,76500,0.8007124960422516,0.17978299,306,44.945747680962086,0.070212
7675000,245.18145871162415,62625,0.028953496,250.0,-0.0031249055,2.0178604,0.007700278,76750,0.8491867184638977,0.17992632,307,44.981584303081036,0.09758
7700000,245.952223777771,62228,0.09755603,248.9,-0.0023418579,2.0127242,0.0072599514,77000,0.4868432879447937,0.1803475,308,44.92273096159101,0.09262
7725000,246.72989082336426,60593,0.023457747,250.0,-0.0026744062,2.0104182,0.0061271237,77250,0.781139001250267,0.18073435,309,45.1835920085758,0.074916
