fps,value_loss,policy_entropy,total_timesteps,time_elapsed,clipfrac,ep_reward_mean,policy_loss,ep_len_mean,true_reward,serial_timesteps,approxkl,explained_variance,n_updates
57522,0.023929734,0.55563855,4275000,142.87646770477295,0.120872,19.1827170482761,-0.0029073642,248.43,0.076673195,42750,0.009486133,0.9215998724102974,171
58465,0.002327806,0.55050576,4300000,143.67846131324768,0.052864004,19.089495791803092,-0.0022323686,250.0,0.07635799,43000,0.0048449533,0.9890973931178451,172
58793,0.031863876,0.5445299,4325000,144.46215534210205,0.105808,19.240131648684038,-0.00276362,248.58,0.07685047,43250,0.008094987,0.9164779335260391,173
57575,0.025377098,0.5404211,4350000,145.2373697757721,0.054247998,19.04928027476475,-0.0026250018,247.77,0.07635817,43500,0.0048814076,0.9361370429396629,174
59263,0.001622536,0.5364361,4375000,146.03487014770508,0.037556,19.220723235794104,-0.0015880989,250.0,0.07688289,43750,0.003949114,0.9925390868447721,175
57269,0.0021255855,0.5304842,4400000,146.8116328716278,0.058239996,19.095220739051,-0.0023970548,250.0,0.076380886,44000,0.0051929806,0.9898491725325584,176
59140,0.024700861,0.52562815,4425000,147.6326446533203,0.14372799,19.042495397947388,-0.0015159998,248.54,0.0760677,44250,0.010812222,0.9227544963359833,177
57861,0.01897828,0.52255166,4450000,148.41948914527893,0.06724,19.248978421369557,-0.002688856,248.59,0.07688166,44500,0.0058005587,0.9432142488658428,178
57833,0.024822902,0.5190417,4475000,149.20482540130615,0.053740002,19.114546526300327,-0.0025262106,247.76,0.076598145,44750,0.00496328,0.9357364475727081,179
57601,0.0025059353,0.51420116,4500000,149.98992896080017,0.056404002,19.332142711930647,-0.0026138409,250.0,0.07732858,45000,0.005262145,0.9871403146535158,180
58482,0.0662158,0.5083646,4525000,150.78018617630005,0.086155996,18.8609601803837,-0.001985621,245.58,0.075139366,45250,0.00676613,0.9050422757863998,181
58014,0.0024164377,0.5036567,4550000,151.56824159622192,0.071432,19.221772761634785,-0.0011547727,250.0,0.07688709,45500,0.0059269974,0.9896133644506335,182
57867,0.019009877,0.4992128,4575000,152.33142018318176,0.072476,19.066438695390534,-0.002062935,248.54,0.07613637,45750,0.0060214913,0.9439829289913177,183
55958,0.018973922,0.495993,4600000,153.11256504058838,0.096503995,19.106756988706476,-0.0016871014,247.77,0.07656606,46000,0.007463553,0.9511214382946491,184
57161,0.042459425,0.49199146,4625000,153.92477655410767,0.063492,18.979590918309476,-0.0024189784,246.3,0.075956605,46250,0.005525543,0.9263407364487648,185
57975,0.037922844,0.48789233,4650000,154.7247383594513,0.056896,18.822947970014937,-0.0025475337,246.25,0.075336926,46500,0.005135802,0.9305386766791344,186
58859,0.020288674,0.4845687,4675000,155.50966238975525,0.08024,18.9567109394251,-0.0019881162,248.48,0.07574442,46750,0.006614781,0.9422436989843845,187
57912,0.0037437833,0.48222023,4700000,156.27759742736816,0.067716,18.981465147354175,-0.0017140852,250.0,0.075925864,47000,0.005846877,0.9814182221889496,188
58546,0.0025243491,0.477729,4725000,157.05949640274048,0.044332,19.115635836935255,-0.0021220788,250.0,0.07646255,47250,0.0044061546,0.9874133644625545,189
57834,0.001390115,0.46989512,4750000,157.837504863739,0.07349999,18.942222668951434,-0.0002860953,250.0,0.07576889,47500,0.00596968,0.9932690626010299,190
57328,0.0015410271,0.46174926,4775000,158.64138650894165,0.112448,19.21998959781049,0.0011511043,250.0,0.07687996,47750,0.008434398,0.9920191178098321,191
59655,0.0009123599,0.4538479,4800000,159.4501509666443,0.053384,19.2062929091791,-0.001309925,250.0,0.07682517,48000,0.0047744913,0.9950250163674355,192
60273,0.00091719656,0.4441166,4825000,160.21952271461487,0.031772,19.21106180406947,-0.0014630168,250.0,0.076844245,48250,0.0035776324,0.9951792331412435,193
58017,0.00097572914,0.43253842,4850000,161.00915932655334,0.045416005,19.187884029870474,-0.0021791751,250.0,0.07675153,48500,0.004377523,0.9951590918935835,194
56602,0.000906833,0.4196096,4875000,161.80279111862183,0.056992,18.99220308541926,-0.002015698,250.0,0.07596882,48750,0.0050661853,0.9959010845050216,195
58314,0.0008105088,0.40710312,4900000,162.604101896286,0.026436001,19.23449013484227,-0.0021768757,250.0,0.07693796,49000,0.003135432,0.9959426955319941,196
57385,0.0008240176,0.3948363,4925000,163.3776867389679,0.073228,19.425515997114417,-0.0015555334,250.0,0.07770207,49250,0.006079142,0.9958153087645769,197
59190,0.0011678145,0.38401625,4950000,164.17564058303833,0.050300002,19.50673823704885,-0.0012768636,250.0,0.07802696,49500,0.0046110824,0.9942123587243259,198
57661,0.00083680294,0.37334156,4975000,164.95205235481262,0.065156,19.51660724619549,-0.00159359,250.0,0.07806642,49750,0.005623442,0.9951330116018653,199
57548,0.001083618,0.36364043,5000000,165.73287534713745,0.08534801,19.260071017491864,0.00030091644,250.0,0.077040285,50000,0.0065153325,0.9947493895888329,200
58563,0.019392217,0.357116,5025000,166.51097559928894,0.090064004,19.190463565101382,-0.0025021755,248.51,0.076646134,50250,0.007447599,0.9477574825286865,201
58921,0.0015797683,0.35213605,5050000,167.2754511833191,0.057756,19.4221386747784,-0.0018226684,250.0,0.07768855,50500,0.005215374,0.9929729998111725,202
59631,0.0014131081,0.3445803,5075000,168.05415630340576,0.050772,19.289587686284648,-0.002304673,250.0,0.07715835,50750,0.004655842,0.9933099295012653,203
57663,0.018917622,0.33640903,5100000,168.81719493865967,0.060576003,19.212533286561083,-0.0019408284,248.41,0.07676039,51000,0.005272779,0.9468418769538403,204
58756,0.04454531,0.33220062,5125000,169.6048903465271,0.050063998,18.88574000980181,-0.0029726175,246.2,0.075617254,51250,0.00456164,0.9164958596229553,205
58920,0.004441579,0.32927936,5150000,170.3850531578064,0.093232,19.33817428304824,0.0009129167,250.0,0.0773527,51500,0.0072313724,0.9925335529260337,206
58361,0.00249431,0.3257515,5175000,171.16405320167542,0.087016,19.557739384869905,7.955071e-05,250.0,0.078230955,51750,0.006696962,0.9881680896505713,207
58101,0.0016566319,0.321608,5200000,171.94543051719666,0.067439996,19.304899898517114,-0.00020527866,250.0,0.0772196,52000,0.005608461,0.9931074678897858,208
56285,0.0014312498,0.31554782,5225000,172.74060678482056,0.062607996,19.614485338577943,-0.0012394888,250.0,0.07845794,52250,0.0054635094,0.9954017135314643,209
57044,0.0016599823,0.30760944,5250000,173.55388736724854,0.041812,19.210677785207807,-0.0025155384,250.0,0.07684272,52500,0.0040883454,0.9924274035729468,210
56508,0.00084790064,0.29841572,5275000,174.34225749969482,0.055607997,19.315194381400104,-0.0018503505,250.0,0.07726078,52750,0.0050379317,0.9958826038055122,211
59351,0.0010964848,0.28892338,5300000,175.13137292861938,0.068424,19.37135371908247,-0.0018193682,250.0,0.07748541,53000,0.0060235346,0.9945137603208423,212
57610,0.02760928,0.28108272,5325000,175.901837348938,0.079632,18.900706933286802,-0.002046512,247.84,0.07573497,53250,0.006735468,0.9317367374897003,213
58386,0.0016656939,0.27556577,5350000,176.69043946266174,0.040612,19.340665249452503,-0.0022546756,250.0,0.077362664,53500,0.0040954873,0.9919919958338141,214
56405,0.0013542366,0.267582,5375000,177.49646377563477,0.048600003,19.02765219017361,-0.0019865385,250.0,0.07611061,53750,0.004595021,0.9939392381347716,215
59803,0.0012564376,0.25863576,5400000,178.27427434921265,0.09207599,19.500003509301024,-0.00046974327,250.0,0.07800002,54000,0.007171946,0.9934596577659249,216
57774,0.0010139077,0.2505637,5425000,179.04838514328003,0.10507999,19.429327062042503,0.000670832,250.0,0.077717304,54250,0.007954118,0.9949318980798125,217
58141,0.0011327021,0.24329467,5450000,179.82123565673828,0.074632004,19.27995075746934,-0.0003779632,250.0,0.077119805,54500,0.005871047,0.9946077223867178,218
56741,0.0009852108,0.23591428,5475000,180.61019039154053,0.04184,19.431970579873905,-0.002341643,250.0,0.077727884,54750,0.0042471034,0.9948751917108893,219
59019,0.0013690705,0.22635944,5500000,181.4239318370819,0.045012,19.18871210383637,-0.0020331515,250.0,0.076754846,55000,0.004467067,0.9937884430401027,220
59005,0.058619957,0.21794939,5525000,182.20858812332153,0.071444005,18.98291055603986,-0.00339184,246.07,0.07597958,55250,0.006156925,0.8788365423679352,221
57343,0.0012374341,0.21295981,5550000,182.9781002998352,0.11478001,19.43607382290604,0.0019115995,250.0,0.0777443,55500,0.00840116,0.9950804710388184,222
58728,0.0036296695,0.20895576,5575000,183.76267051696777,0.21125598,19.398301406020035,0.004824396,250.0,0.07759321,55750,0.017167475,0.9841490667313337,223
57513,0.018293072,0.20614429,5600000,184.54375910758972,0.076584004,18.958877919805236,-0.0022029686,248.43,0.07574,56000,0.0062621296,0.9497434198856354,224
57024,0.047230903,0.2049069,5625000,185.31972455978394,0.09384,18.944369864517046,-0.0021283668,245.98,0.07593681,56250,0.0076548927,0.9063373953104019,225
49533,0.07488288,0.20376143,5650000,186.10908579826355,0.076276,18.765023851548612,-0.0018002823,245.26,0.074823305,56500,0.0061967555,0.9086479544639587,226
58533,0.0018676877,0.20147173,5675000,186.96730637550354,0.11239201,19.429254099191677,0.0006296329,250.0,0.07771701,56750,0.008228039,0.9904237687587738,227
58123,0.08598486,0.19791552,5700000,187.7303283214569,0.093384,18.814869440581678,-0.002125503,246.19,0.07527434,57000,0.0073301704,0.8819712102413177,228
57450,0.029253084,0.19501668,5725000,188.54080247879028,0.083607994,19.1159077752335,-0.0015684813,247.65,0.07662646,57250,0.0066330186,0.9138060510158539,229
58951,0.0027099287,0.1909859,5750000,189.3282971382141,0.037596002,19.28519669419402,-0.0019004954,250.0,0.077140786,57500,0.0039145174,0.9918358996510506,230
59431,0.0018986899,0.18347578,5775000,190.117933511734,0.052892,19.33977039241154,-0.0019532715,250.0,0.07735909,57750,0.0048635597,0.9905713154003024,231
59364,0.0012110242,0.17546213,5800000,190.89268398284912,0.084604,19.09507621048244,0.0009149463,250.0,0.076380305,58000,0.0066534667,0.9946493091993034,232
58853,0.028774604,0.16854359,5825000,191.67863631248474,0.109032,19.184809684387872,-0.0008399597,248.31,0.0766866,58250,0.008676906,0.9098506569862366,233
56184,0.0021587035,0.16342407,5850000,192.4542920589447,0.103420004,19.05658536299685,0.0011723217,250.0,0.07622634,58500,0.007617224,0.9909912925213575,234
57117,0.0021026935,0.1583449,5875000,193.24635863304138,0.18174002,19.39737377029902,0.0043345974,250.0,0.0775895,58750,0.013753554,0.9896781910210848,235
56243,0.0013773167,0.15328102,5900000,194.04220461845398,0.068404004,19.365375852389946,-0.0011252596,250.0,0.0774615,59000,0.005734723,0.9927154858596623,236
58805,0.017451253,0.1475679,5925000,194.8281855583191,0.096907996,18.92085710302017,-0.0022669951,248.32,0.07560837,59250,0.00756242,0.9542307257652283,237
58038,0.0013923527,0.14294297,5950000,195.61656498908997,0.11996801,19.30177023479733,0.0017378915,250.0,0.07720708,59500,0.0085104685,0.9933883715420961,238
57378,0.0010908947,0.13577017,5975000,196.3927948474884,0.041612,19.22985523095995,-0.0024966164,250.0,0.07691942,59750,0.0043044602,0.994716455694288,239
58190,0.0013450973,0.12485745,6000000,197.1846902370453,0.038788,19.22338041657804,-0.0026587832,250.0,0.07689352,60000,0.0041014096,0.993274956010282,240
57848,0.0008754128,0.111591354,6025000,197.96723437309265,0.036224,19.25835738849695,-0.001836081,250.0,0.07703343,60250,0.0038572203,0.9956550318747759,241
58094,0.000753067,0.09845012,6050000,198.7461235523224,0.06379999,19.344687240452913,-0.00040681026,250.0,0.07737874,60500,0.005725739,0.9960979723837227,242
60270,0.0008032046,0.08719158,6075000,199.53718423843384,0.042012,19.380379615767453,-0.0023476551,250.0,0.07752152,60750,0.004335221,0.9959856295026839,243
59695,0.0006789164,0.07586278,6100000,200.28799700737,0.117988005,19.18727882735093,0.0022345777,250.0,0.07674911,61000,0.009268612,0.9969851265195757,244
58751,0.0007967258,0.06732422,6125000,201.05307602882385,0.055663995,19.35716779546172,-0.0016237935,250.0,0.07742867,61250,0.004762116,0.9962111040949821,245
59047,0.0007109536,0.05959829,6150000,201.80594992637634,0.14713201,19.391959584660945,0.004511607,250.0,0.07756784,61500,0.010539926,0.996775332139805,246
55748,0.0008929811,0.052743323,6175000,202.58757758140564,0.05937601,19.32327062844095,-0.002275267,250.0,0.07729308,61750,0.0051715784,0.9961032830178738,247
57357,0.0007001551,0.042511534,6200000,203.38225102424622,0.071615994,19.469008009509125,-0.0014557336,250.0,0.07787603,62000,0.0057460354,0.996528229676187,248
57678,0.00078759575,0.031673394,6225000,204.18324542045593,0.085964,19.571846454911284,-0.0001767275,250.0,0.078287385,62250,0.006745007,0.9960847906768322,249
57991,0.0007419215,0.023183774,6250000,204.97731280326843,0.076391995,19.65394269956101,-0.00029028705,250.0,0.07861577,62500,0.006221914,0.9961651773191988,250
58464,0.0008875014,0.01419701,6275000,205.76394367218018,0.053872,19.61253565438579,-0.0026836754,250.0,0.07845014,62750,0.0050325296,0.9954389119520783,251
57105,0.00075742474,0.0035812836,6300000,206.5584590435028,0.043388,19.47421059450171,-0.0022046,250.0,0.07789684,63000,0.004316047,0.9963340470567346,252
58170,0.000706511,-0.0069477907,6325000,207.345041513443,0.0796,19.63764834808826,-0.0010236537,250.0,0.07855059,63250,0.006162077,0.9962269905954599,253
53758,0.00090437673,-0.016294794,6350000,208.13929343223572,0.025616,19.57150798105009,-0.0022390275,250.0,0.07828604,63500,0.0031798445,0.9955374258570373,254
53832,0.00072283106,-0.02762494,6375000,208.96638321876526,0.096535996,19.59482435548647,0.00020622015,250.0,0.07837929,63750,0.007448718,0.9964452644344419,255
58881,0.00083960145,-0.037193324,6400000,209.762797832489,0.06998001,19.419724105552596,-0.0010363455,250.0,0.077678904,64000,0.00574807,0.9959972421638668,256
58369,0.00073643925,-0.045233104,6425000,210.53896260261536,0.059175998,19.682538699316993,0.0005509527,250.0,0.07873016,64250,0.0053803995,0.9960785307921469,257
59393,0.0007493533,-0.05223917,6450000,211.301509141922,0.190284,19.62693067414715,0.0068428293,250.0,0.07850772,64500,0.014234799,0.9962933589704335,258
59422,0.0006952738,-0.0582005,6475000,212.07330632209778,0.040627997,19.70381320261782,-0.002135367,250.0,0.07881525,64750,0.0041834554,0.9963178054895252,259
52370,0.00073158124,-0.06799252,6500000,212.83142590522766,0.093152,19.513519025185378,-0.00026337273,250.0,0.07805407,65000,0.0072675487,0.9964530647266656,260
58801,0.00068964384,-0.07804585,6525000,213.67350959777832,0.070216,19.737523312849042,-0.0012327223,250.0,0.07895009,65250,0.005822866,0.9961886822711676,261
59519,0.000769315,-0.08839771,6550000,214.45153403282166,0.054788,19.57487573095501,-0.0018428244,250.0,0.0782995,65500,0.0049054907,0.9960142415948212,262
59908,0.00074382115,-0.0985483,6575000,215.21948671340942,0.043844003,19.77602427838352,-0.0015784554,250.0,0.07910409,65750,0.0043954635,0.9958147006109357,263
48709,0.0010119847,-0.10820105,6600000,216.00398588180542,0.043643996,19.6384143916858,-0.0020180508,250.0,0.078553654,66000,0.004339637,0.9946803562343121,264
57836,0.00065434986,-0.11837027,6625000,216.86364245414734,0.047480002,19.71183691275015,-0.0017429075,250.0,0.078847356,66250,0.0046494775,0.996506977127865,265
45311,0.0010991662,-0.12695779,6650000,217.64113068580627,0.043927997,19.579985315286994,-0.0017832497,250.0,0.078319944,66500,0.004078635,0.9946157913655043,266
60017,0.00066259963,-0.13499364,6675000,218.5432949066162,0.04394,19.700203632569174,-0.0022025055,250.0,0.07880081,66750,0.0043085054,0.9963599427137524,267
57648,0.0006399088,-0.14518991,6700000,219.33035945892334,0.080208,19.674984052359942,-0.00038229133,250.0,0.07869994,67000,0.006664009,0.996705493889749,268
60018,0.0006041005,-0.1549211,6725000,220.12118458747864,0.13092,19.64987797510461,0.0033303727,250.0,0.07859952,67250,0.009518089,0.9969013754744083,269
59909,0.0005357906,-0.16201758,6750000,220.89057278633118,0.10572799,19.55640294040495,0.0020348146,250.0,0.07822561,67500,0.008032857,0.9972889877390116,270
59371,0.00054640113,-0.16809729,6775000,221.65997648239136,0.084508,19.761263528046257,4.9305218e-05,250.0,0.07904506,67750,0.0066956393,0.9971304116770625,271
60431,0.0005716915,-0.17413136,6800000,222.43013334274292,0.107704,19.661296409339265,0.0019542861,250.0,0.078645185,68000,0.008359504,0.9971689160447568,272
58667,0.00068712665,-0.18063143,6825000,223.20088028907776,0.057083994,19.708588231114263,-0.00096416194,250.0,0.07883435,68250,0.004987439,0.996362978592515,273
56398,0.00062214053,-0.1890609,6850000,223.96895623207092,0.047039997,19.774211158273683,-0.0016991267,250.0,0.07909685,68500,0.0044711675,0.9966580392792821,274
60483,0.0005895075,-0.19778982,6875000,224.76314735412598,0.068708,19.69325412782724,-0.001968252,250.0,0.078773014,68750,0.0058359676,0.9968723435886204,275
58869,0.0008329901,-0.20550211,6900000,225.52384567260742,0.057499994,19.620658015842515,-0.0016078412,250.0,0.078482635,69000,0.005055236,0.9956310833804309,276
56070,0.0007011475,-0.2133023,6925000,226.29916977882385,0.075596,19.777982205250083,-0.0014773456,250.0,0.079111926,69250,0.0062958226,0.9961130605079234,277
58968,0.0008231234,-0.22079018,6950000,227.08849835395813,0.08404,19.791269222062038,0.00034053586,250.0,0.07916507,69500,0.006899234,0.9953647735528648,278
58725,0.0007235954,-0.22737458,6975000,227.85178589820862,0.088232,19.899555090414943,3.7322498e-05,250.0,0.079598226,69750,0.007037544,0.9958377969451249,279
58357,0.0006351385,-0.2341423,7000000,228.62873005867004,0.081412,19.906678987670457,0.0011867046,250.0,0.07962672,70000,0.006762261,0.996323382249102,280
55383,0.00065493444,-0.24068284,7025000,229.41028237342834,0.086040005,19.383185984792362,0.0010668437,250.0,0.077532746,70250,0.0070771845,0.9971388194244355,281
53811,0.0007193005,-0.24747007,7050000,230.28636503219604,0.047459997,19.8009276420431,-0.0011721181,250.0,0.07920371,70500,0.0044272467,0.9960715603083372,282
56982,0.0007027331,-0.25565618,7075000,231.1276741027832,0.096628,19.715620647175673,-0.00023682164,250.0,0.07886249,70750,0.0072458736,0.9964197422377765,283
53408,0.0006607144,-0.26373145,7100000,232.00485801696777,0.031448,19.73847117985308,-0.0021753279,250.0,0.078953885,71000,0.0036255766,0.9964185806456953,284
55155,0.00056408223,-0.2742327,7125000,232.8376076221466,0.044828,19.878728714590725,-0.0019639325,250.0,0.07951492,71250,0.0045368723,0.997012269217521,285
58001,0.0005590718,-0.28331676,7150000,233.6568694114685,0.10064801,19.87569678310254,0.0010755522,250.0,0.07950279,71500,0.0077242358,0.9967360065784305,286
58903,0.0006329686,-0.29041812,7175000,234.4352569580078,0.06828,19.741169104235688,-0.0018734519,250.0,0.07896468,71750,0.0056303455,0.9967787589412183,287
56975,0.0005481948,-0.2970866,7200000,235.21609354019165,0.153148,19.7629348168226,0.0038480423,250.0,0.07905174,72000,0.010978138,0.9972581253387034,288
56761,0.0006359033,-0.3029764,7225000,236.02950048446655,0.118360005,19.703600814309322,0.002698497,250.0,0.0788144,72250,0.009023116,0.9967892833519727,289
57117,0.00059775903,-0.30856746,7250000,236.8338692188263,0.07473601,19.915753426942466,-0.00050304935,250.0,0.079663016,72500,0.0061191237,0.9967470231931657,290
58291,0.000792207,-0.31617793,7275000,237.64477443695068,0.053736,19.636257152943955,-0.0016871982,250.0,0.07854503,72750,0.004841297,0.9962072647176683,291
58507,0.00055604737,-0.32596058,7300000,238.43164467811584,0.071212,19.861472940798265,-0.0013620097,250.0,0.07944589,73000,0.0059420476,0.9969295377377421,292
58236,0.00061481073,-0.3357839,7325000,239.22060322761536,0.14064,19.65792207276776,0.003057871,250.0,0.07863169,73250,0.010365332,0.9969872343353927,293
57508,0.0005911089,-0.34256905,7350000,240.00072765350342,0.050560005,19.974480581712342,-0.00088056485,250.0,0.079897925,73500,0.0046792575,0.9964949069544673,294
59828,0.0006230545,-0.34904256,7375000,240.7851037979126,0.04858,19.567130137044003,-0.00089845574,250.0,0.07826853,73750,0.0046795174,0.9971284503117204,295
53511,0.0005747356,-0.35602406,7400000,241.568208694458,0.08775599,19.533341633213713,0.0018831132,250.0,0.07813337,74000,0.0071553374,0.9973812713287771,296
59134,0.0006369473,-0.36290413,7425000,242.37702870368958,0.042836,19.716161322521803,-0.0013685353,250.0,0.07886464,74250,0.004255661,0.9967152127064764,297
40047,0.0007939063,-0.37187386,7450000,243.18348050117493,0.061591994,19.916256434971146,-0.0014106634,250.0,0.07966502,74500,0.0054693096,0.9956206465139985,298
58627,0.0005289055,-0.3807947,7475000,244.15289330482483,0.064512,19.810853891551123,-0.0008721142,250.0,0.07924342,74750,0.0053454502,0.9971077013760805,299
60321,0.0006432444,-0.39000887,7500000,244.91961646080017,0.051432002,19.691591267074436,-0.0015378129,250.0,0.078766376,75000,0.0049497476,0.9966725874692202,300
58879,0.00060604385,-0.39869255,7525000,245.69258451461792,0.14972802,19.876745357462568,0.0052030683,250.0,0.079506986,75250,0.011558784,0.996593457646668,301
59475,0.00058168493,-0.4048112,7550000,246.46521019935608,0.055956006,19.95679920716015,-0.0020735355,250.0,0.07982719,75500,0.0050070053,0.9967175675556064,302
58269,0.0007820255,-0.41203022,7575000,247.24612855911255,0.057900004,19.785881392406445,-0.0014492566,250.0,0.079143524,75750,0.005189256,0.9956227894872427,303
58850,0.0005599297,-0.42049193,7600000,248.02586674690247,0.044235997,19.97858007206698,-0.0019530617,250.0,0.07991432,76000,0.0044389637,0.9965104013681412,304
57508,0.00280288,-0.42985192,7625000,248.7822391986847,0.070112005,19.708581746319542,-0.0019121334,250.0,0.078834325,76250,0.0058960714,0.9863826101645827,305
58759,0.0006824342,-0.4373471,7650000,249.5717179775238,0.093076,19.88086969191936,0.00033403456,250.0,0.07952348,76500,0.007398772,0.9962739860638976,306
59366,0.00066864374,-0.44369632,7675000,250.33103370666504,0.044152,19.942151999268827,-0.0015414903,250.0,0.079768606,76750,0.004360041,0.99622713890858,307
57350,0.0006359749,-0.4513758,7700000,251.10147333145142,0.047668,19.93399508264905,-0.0021688347,250.0,0.07973598,77000,0.0045161406,0.9963605909142643,308
57375,0.0007779567,-0.45974582,7725000,251.8934051990509,0.05008,19.907778307444676,-0.0017753554,250.0,0.079631105,77250,0.004718446,0.9953860100358725,309
57564,0.00060237345,-0.46717453,7750000,252.68688201904297,0.049647994,20.003679483948943,-0.0017643621,250.0,0.08001471,77500,0.0045661004,0.9961852876003832,310
59046,0.00057415897,-0.47475728,7775000,253.46667051315308,0.057639997,20.081385834570902,-0.0016144555,250.0,0.080325544,77750,0.0049550603,0.996169765945524,311
58004,0.0009973977,-0.48344922,7800000,254.23080730438232,0.101679996,19.94536038530932,-0.0004542261,250.0,0.07978144,78000,0.007639084,0.9936765925958753,312
57032,0.0005675369,-0.4911189,7825000,255.0142903327942,0.07984,19.856765746709208,-2.765489e-05,250.0,0.07942706,78250,0.006718264,0.9967897434253246,313
58584,0.00082642183,-0.49778205,7850000,255.79961967468262,0.095216,19.722422498891465,0.00018968899,250.0,0.07888969,78500,0.0074749975,0.9958390463143587,314
58474,0.00053576386,-0.5038434,7875000,256.5682861804962,0.0644,20.02190209807035,-0.00045512506,250.0,0.08008761,78750,0.00545595,0.9969862950965762,315
58953,0.0005904494,-0.51203763,7900000,257.33660364151,0.048708,19.803344394495653,-0.0023754751,250.0,0.07921337,79000,0.0045343307,0.9967541787773371,316
57146,0.00073362014,-0.5213919,7925000,258.11162877082825,0.055655997,19.70522300166049,-0.00177719,250.0,0.07882089,79250,0.005034154,0.9963259904179722,317
58212,0.0005377696,-0.52892864,7950000,258.89722776412964,0.12314,20.04441057418255,0.0026332538,250.0,0.08017765,79500,0.009449879,0.9967540910001844,318
59609,0.0006490697,-0.53461254,7975000,259.6780138015747,0.159276,19.789724909053703,0.005132421,250.0,0.079158895,79750,0.012476202,0.9966404105070978,319
57893,0.0005870365,-0.53961277,8000000,260.449156999588,0.153112,19.860608184717858,0.004160424,250.0,0.079442434,80000,0.011057454,0.9967644372954965,320
59061,0.00061413675,-0.54502386,8025000,261.2332739830017,0.096244,19.871551526054535,0.00060950476,250.0,0.0794862,80250,0.0074270493,0.9965311095584184,321
59917,0.0004960587,-0.5512521,8050000,262.0076870918274,0.062828,19.977171784380626,-0.00040197308,250.0,0.07990869,80500,0.005535251,0.9970961497165263,322
58815,0.0031181849,-0.5579082,8075000,262.76149320602417,0.096408,19.875905574752487,-0.0021566823,250.0,0.07950362,80750,0.0072841607,0.9839960373938084,323
57708,0.0007087706,-0.5647757,8100000,263.56293630599976,0.029563999,20.089722977601994,-0.002536788,250.0,0.0803589,81000,0.003500289,0.996066942345351,324
58980,0.00055237545,-0.57463443,8125000,264.33335185050964,0.077088006,19.8327456080135,-0.0003705139,250.0,0.07933098,81250,0.0061291023,0.9970937201287597,325
58154,0.00067646237,-0.5833566,8150000,265.1076900959015,0.043371998,19.998378069324534,-0.0019660103,250.0,0.07999351,81500,0.004247895,0.9960078028962016,326
59805,0.0005567014,-0.5914718,8175000,265.8924379348755,0.054516,20.156550335742214,-0.0013665567,250.0,0.080626205,81750,0.004860862,0.9964368452783674,327
57146,0.0005084983,-0.5991642,8200000,266.6567726135254,0.056027997,20.03677869018551,-0.0023459345,250.0,0.08014712,82000,0.0051060417,0.9969315275084227,328
57961,0.00046977642,-0.6078266,8225000,267.4587230682373,0.066928,19.843661070089837,-0.0010201859,250.0,0.07937464,82250,0.0056864372,0.9974514981731772,329
57716,0.00043209837,-0.6164275,8250000,268.23299622535706,0.12361201,20.12553376832482,0.002307154,250.0,0.08050213,82500,0.009614883,0.9971886917483062,330
59097,0.0004202012,-0.624986,8275000,269.0185978412628,0.050107997,20.028206991590924,-0.0017901057,250.0,0.08011283,82750,0.0046489695,0.9974090463947505,331
57768,0.00046921842,-0.63594586,8300000,269.7777442932129,0.04828,20.114762652020328,-0.0027845677,250.0,0.08045905,83000,0.0046963845,0.997228980762884,332
58518,0.00045171185,-0.6460397,8325000,270.56235361099243,0.09429599,20.249998129822345,0.0012577918,250.0,0.08099999,83250,0.0074004373,0.9969936667475849,333
57885,0.00053368683,-0.6529738,8350000,271.3431029319763,0.055176,20.198507718335314,-0.0015300111,250.0,0.08079403,83500,0.0050673066,0.9965769958216697,334
59183,0.015768383,-0.6581618,8375000,272.1188495159149,0.13003601,20.091049090057204,-0.0027234994,250.0,0.0803642,83750,0.009519068,0.942145399749279,335
60680,0.0006568829,-0.66186655,8400000,272.89913392066956,0.07218399,20.107914534078446,-0.00069583923,250.0,0.08043166,84000,0.0058623734,0.9963372638449073,336
50280,0.00069265655,-0.66766465,8425000,273.6863582134247,0.14829199,20.12992330540088,0.0030766437,250.0,0.0805197,84250,0.011075912,0.9958611731417477,337
60187,0.0007138893,-0.67307603,8450000,274.52714586257935,0.23562798,20.038934981348977,0.010984374,250.0,0.08015574,84500,0.018963309,0.9968407154083252,338
58309,0.0005880894,-0.6771022,8475000,275.27926206588745,0.141544,19.815734810891737,0.003375128,250.0,0.079262935,84750,0.010512283,0.9969845868181437,339
58488,0.0005637781,-0.6806992,8500000,276.0611979961395,0.113520004,20.106472680987352,0.0028367066,250.0,0.08042589,85000,0.009005037,0.9965382746886462,340
58639,0.0008874051,-0.6852621,8525000,276.85002994537354,0.077967994,20.072480992242856,-0.00037189494,250.0,0.08028993,85250,0.0064895353,0.9944985066540539,341
59934,0.00044750905,-0.6916512,8550000,277.6227869987488,0.043404,20.220195635282725,-0.0010622203,250.0,0.08088078,85500,0.004592576,0.9969671727158129,342
49605,0.00062406465,-0.69994617,8575000,278.3832767009735,0.059512,19.835107884513164,-0.0016440647,250.0,0.079340436,85750,0.005312469,0.9965968111064285,343
54701,0.00047231754,-0.707821,8600000,279.2512230873108,0.065832,20.083062629470515,-0.0011905751,250.0,0.08033225,86000,0.005455722,0.9970970961730927,344
