fps,value_loss,policy_entropy,total_timesteps,n_updates,true_reward,clipfrac,serial_timesteps,ep_reward_mean,policy_loss,ep_len_mean,time_elapsed,approxkl,explained_variance
57235,0.15967557,4.7208924,4400000,176,-0.01863454,0.096756,44000,1.488571354656815,-0.00077443605,27.76,155.6576488018036,0.008170289,0.7885462641716003
57878,0.17229237,4.7114496,4425000,177,-0.01886201,0.146844,44250,1.2941586597503738,0.0043373224,23.29,156.52588295936584,0.018568257,0.7856958508491516
59288,0.1684089,4.7057695,4450000,178,-0.017155418,0.11272,44500,1.4969133959639294,0.0013729205,26.52,157.37488865852356,0.009423095,0.7988984733819962
58064,0.18537188,4.7000837,4475000,179,-0.016024495,0.194764,44750,1.6238148197998452,0.005505269,29.4,158.21742153167725,0.01913382,0.7955548167228699
59330,0.1773911,4.6936913,4500000,180,-0.016910823,0.12320401,45000,1.3847793734244624,0.0012164556,25.97,159.07974338531494,0.010062432,0.7826696485280991
57731,0.1787692,4.6883,4525000,181,-0.01593357,0.14593999,45250,1.5569800616640714,0.0026645083,27.85,159.9132959842682,0.013045631,0.7923339605331421
60282,0.16888213,4.6835265,4550000,182,-0.014887098,0.088356,45500,1.6907237252557024,-6.0646493e-05,30.04,160.76144647598267,0.0073726377,0.78535495698452
57086,0.17578666,4.6794634,4575000,183,-0.015773524,0.111168005,45750,1.8962678149903696,0.0016447451,32.85,161.5968987941742,0.009706913,0.7772306799888611
59095,0.17010762,4.6748347,4600000,184,-0.015914962,0.088732,46000,1.547745095737555,-0.0009717053,27.01,162.46639442443848,0.007388387,0.7898136526346207
59301,0.17675261,4.6685476,4625000,185,-0.014928583,0.144348,46250,1.5334157988630068,0.0023404818,26.77,163.30744695663452,0.012196706,0.7878697067499161
59378,0.18345033,4.6636095,4650000,186,-0.014008622,0.202988,46500,1.6398809811505088,0.007576351,29.88,164.14980626106262,0.01819575,0.7946714609861374
58884,0.1831718,4.6599874,4675000,187,-0.014037014,0.24870399,46750,1.4378067646889394,0.013566649,25.74,165.00108003616333,0.06575157,0.7886822670698166
60868,0.18727165,4.655214,4700000,188,-0.01375757,0.18212399,47000,1.6490731768251725,0.007207001,27.22,165.85282349586487,0.016997019,0.7892284095287323
58899,0.20071642,4.65036,4725000,189,-0.013822612,0.149512,47250,1.2873303355695862,0.0030710883,24.07,166.69460225105286,0.013812159,0.7810859233140945
58676,0.19259013,4.6441774,4750000,190,-0.012779068,0.17132801,47500,1.5736610154255322,0.005241163,30.19,167.5334677696228,0.016650409,0.7824988514184952
56948,0.20181291,4.638792,4775000,191,-0.013601363,0.23829198,47750,1.808798220522508,0.010778751,31.67,168.3908200263977,0.026061371,0.7796414792537689
58318,0.200785,4.636921,4800000,192,-0.014756749,0.13351999,48000,1.5362397653791413,0.0027363219,28.38,169.25621366500854,0.0116561,0.7824123203754425
57486,0.20037846,4.6367636,4825000,193,-0.013201639,0.29293603,48250,1.6015498789860794,0.018525157,27.65,170.10303211212158,0.041828837,0.7812969088554382
59674,0.18818846,4.636693,4850000,194,-0.013321827,0.289636,48500,1.4379081163958836,0.015261337,23.42,170.95203113555908,0.0315839,0.7914137989282608
60044,0.17743811,4.636201,4875000,195,-0.012910083,0.202948,48750,1.5669349546426383,0.006690912,29.15,171.77816581726074,0.018892858,0.7913084030151367
58039,0.19414875,4.63013,4900000,196,-0.012932933,0.105424,49000,1.6752405399267445,0.0022707982,28.69,172.61108088493347,0.06476795,0.7853740453720093
56829,0.19037667,4.618474,4925000,197,-0.0123050455,0.153876,49250,1.737082820306241,0.0059585604,28.99,173.4644193649292,0.7021412,0.7906221598386765
57490,0.17303848,4.610503,4950000,198,-0.0119400015,0.24350002,49500,1.6892135254559435,0.013044436,30.44,174.32022976875305,0.041025482,0.7953540533781052
59057,0.19424468,4.6050096,4975000,199,-0.012304134,0.19152401,49750,1.6304395274897887,0.0076393173,28.09,175.1787941455841,0.01861657,0.7922943830490112
59379,0.19081423,4.603639,5000000,200,-0.011905544,0.295656,50000,1.5590102782761095,0.021697601,26.54,176.03253293037415,0.05434207,0.791936457157135
57999,0.19395177,4.602603,5025000,201,-0.010671186,0.118360005,50250,1.4550976626246848,0.0044728187,27.26,176.86701202392578,0.42717656,0.7844764441251755
58020,0.19456372,4.596596,5050000,202,-0.011117345,0.149856,50500,1.7229335881843872,0.0030186512,30.18,177.71552968025208,0.014984724,0.7868681997060776
57492,0.176057,4.589,5075000,203,-0.0107526705,0.113188006,50750,1.6202941258932697,-0.00049301394,29.43,178.57426023483276,0.009445337,0.7896850407123566
59497,0.19903131,4.580924,5100000,204,-0.011043848,0.274944,51000,1.657599151238137,0.015908841,29.88,179.44168162345886,0.046089098,0.7777663916349411
57032,0.18664151,4.574067,5125000,205,-0.010457288,0.278004,51250,1.9039531409306436,0.017395645,31.97,180.28891158103943,0.10830219,0.7936875373125076
58131,0.18340696,4.5687394,5150000,206,-0.009636425,0.216472,51500,1.6834299883099448,0.009758817,29.05,181.14836859703064,0.02671746,0.794018492102623
58494,0.18144289,4.563595,5175000,207,-0.010595215,0.150664,51750,1.8215285260192104,0.004230934,30.32,182.0006766319275,0.014139655,0.7924825251102448
57963,0.18693092,4.559573,5200000,208,-0.010939221,0.085484006,52000,1.8521194660651963,0.0011674322,30.59,182.83781337738037,0.014343286,0.7946144789457321
60291,0.18455972,4.5569944,5225000,209,-0.008306676,0.190476,52250,1.7121707165614861,0.0063351123,27.55,183.7031764984131,0.019152481,0.7924939841032028
56529,0.20473382,4.553854,5250000,210,-0.009813714,0.116799995,52500,1.6980830365684232,0.0036844457,28.59,184.52653694152832,0.020995801,0.782848909497261
57153,0.19379842,4.54686,5275000,211,-0.009986593,0.129724,52750,1.6650258155554365,0.0026582286,27.24,185.37011241912842,0.016371276,0.7898265421390533
57440,0.19456397,4.5401125,5300000,212,-0.008891662,0.13113599,53000,1.7305500628406298,0.0017174629,28.31,186.2469482421875,0.01213306,0.7918866276741028
58298,0.2093542,4.533349,5325000,213,-0.0094883405,0.14550799,53250,1.6833699505613184,0.0043999283,27.93,187.10751390457153,0.03330781,0.790857657790184
58616,0.21406767,4.524113,5350000,214,-0.0069473125,0.254884,53500,1.9635033340584596,0.013638112,34.03,187.95211815834045,0.029675404,0.7917888015508652
56909,0.20113154,4.5168395,5375000,215,-0.006936019,0.086588,53750,1.8013451311158497,-0.0012051619,30.46,188.81952238082886,0.007065662,0.7917216569185257
56845,0.20540404,4.511111,5400000,216,-0.0071402197,0.090068005,54000,1.7918847688154074,0.0005382408,29.44,189.67640042304993,0.011392774,0.7892375290393829
57529,0.20461011,4.5037894,5425000,217,-0.007641774,0.119912006,54250,1.894055922549378,0.0015197584,30.09,190.5467972755432,0.012142149,0.7958636283874512
57689,0.19646108,4.495512,5450000,218,-0.008289153,0.11136001,54500,1.6474465041331314,0.0005385222,26.17,191.39230608940125,0.009505712,0.7945147156715393
57799,0.18857507,4.487578,5475000,219,-0.00888207,0.23549601,54750,1.6415488987566642,0.015141062,27.56,192.2339494228363,0.3308618,0.7912849634885788
58298,0.18599981,4.4827585,5500000,220,-0.008506211,0.25713998,55000,1.756285572794386,0.017462365,30.37,193.09115171432495,2.3415563,0.7904100865125656
58706,0.17791624,4.478492,5525000,221,-0.0063347127,0.196032,55250,1.6500126466325309,0.009902004,27.93,193.93920183181763,0.020337308,0.7993455231189728
57669,0.19264305,4.4762735,5550000,222,-0.006415164,0.15643999,55500,1.6777980295087764,0.0023684003,27.89,194.76728677749634,0.013555966,0.7952513843774796
59885,0.19053306,4.4740677,5575000,223,-0.0066329115,0.166028,55750,1.780367818915256,0.002828304,30.82,195.6221113204956,0.018214166,0.79292032122612
58262,0.19062106,4.4698057,5600000,224,-0.0071713245,0.148132,56000,1.7677807899717846,0.003262014,29.63,196.45402812957764,0.014223285,0.7998043447732925
59104,0.19862154,4.4649796,5625000,225,-0.00778048,0.229604,56250,1.7120066410984145,0.013279843,29.31,197.29404067993164,0.67478484,0.7872968465089798
59861,0.21140659,4.46154,5650000,226,-0.0055541233,0.137108,56500,2.020828960807121,0.00409053,33.71,198.13905596733093,0.07465165,0.7848500162363052
57546,0.19787401,4.4597483,5675000,227,-0.0074783238,0.30380002,56750,1.7347691399736505,0.023601007,29.75,198.98229026794434,0.074880645,0.7872951775789261
58016,0.1934545,4.4585752,5700000,228,-0.0071013393,0.40078402,57000,1.4221299663908575,0.040193252,24.13,199.82968497276306,5.879981,0.7726575285196304
58307,0.1963255,4.457014,5725000,229,-0.0075898645,0.162048,57250,1.8946815933426842,0.008167846,33.27,200.6881182193756,0.035370246,0.7902836203575134
57402,0.18935701,4.4540367,5750000,230,-0.006295846,0.11511199,57500,1.776473882923674,0.002752448,31.95,201.53675866127014,0.017013809,0.7906833589076996
59536,0.19423476,4.44855,5775000,231,-0.006152727,0.16073601,57750,1.934048211792251,0.0049332413,33.08,202.3928325176239,0.014781265,0.7873630374670029
59155,0.19762525,4.4447374,5800000,232,-0.005872304,0.149708,58000,1.886226604147523,0.0071725235,29.55,203.2436888217926,0.27319053,0.7927783578634262
59762,0.1953958,4.442311,5825000,233,-0.0049741417,0.12310799,58250,1.7093434766406426,0.0022466097,29.21,204.08579874038696,0.01042472,0.7946878522634506
57778,0.20736983,4.440511,5850000,234,-0.0049969847,0.20538399,58500,1.8117219380765164,0.013915497,32.77,204.90646266937256,1.4075103,0.7937347143888474
58207,0.20701277,4.4394693,5875000,235,-0.0069132135,0.22610001,58750,1.7934819231589654,0.01519989,31.88,205.74550223350525,0.033966996,0.7838689833879471
51379,0.18421443,4.4401336,5900000,236,-0.0062472685,0.28072798,59000,1.7020812790295894,0.02053191,29.51,206.5954818725586,0.09354735,0.7917390316724777
58841,0.19809175,4.4416537,5925000,237,-0.0067039044,0.29974002,59250,1.6608071413084327,0.0229286,27.89,207.55526185035706,0.5820321,0.7861153483390808
58121,0.20211644,4.441592,5950000,238,-0.006740097,0.316216,59500,1.8225893803106374,0.029836684,31.12,208.40663027763367,0.057654005,0.7905867546796799
57469,0.18994918,4.439551,5975000,239,-0.0048039034,0.16666,59750,1.8796979085620114,0.0070906295,33.21,209.2527937889099,0.024212869,0.791127935051918
59656,0.2138277,4.4377737,6000000,240,-0.0051961066,0.21392801,60000,1.765142584130881,0.012225376,30.18,210.10056614875793,0.2779584,0.7856432497501373
58627,0.21667671,4.4371066,6025000,241,-0.006700811,0.240084,60250,1.6831124227264262,0.013968544,30.9,210.93972444534302,0.03083024,0.7903705984354019
57615,0.19040999,4.4353623,6050000,242,-0.007455189,0.161664,60500,1.6021414247741814,0.0075854114,28.86,211.77340126037598,0.04377934,0.789572075009346
57845,0.20477918,4.4322877,6075000,243,-0.00569538,0.084464,60750,1.8040717017351562,5.598541e-05,30.63,212.62987899780273,0.0093893325,0.792927548289299
57668,0.20330887,4.4284616,6100000,244,-0.0049224263,0.12378399,61000,1.6254309914194254,0.0018610029,29.23,213.47939467430115,0.018778695,0.7928587645292282
59516,0.19680288,4.427594,6125000,245,-0.006077891,0.10725601,61250,1.7124336814162233,0.00037907375,30.06,214.33114504814148,0.009848672,0.8038110733032227
58390,0.19865718,4.427872,6150000,246,-0.004529199,0.09056799,61500,1.7623026081826538,0.0020208685,32.26,215.1614761352539,0.2181172,0.800996407866478
59732,0.18530878,4.4246526,6175000,247,-0.00438554,0.10826401,61750,1.8795750053604114,0.002090626,33.53,216.0117428302765,0.009623778,0.7999677807092667
58826,0.19700359,4.4195337,6200000,248,-0.0047013513,0.132392,62000,1.6817216458177426,0.001774583,31.18,216.8311095237732,0.012448163,0.7997064590454102
57322,0.21186702,4.413027,6225000,249,-0.004716104,0.14768401,62250,1.6560276864467596,0.006570543,28.32,217.68593835830688,0.5750046,0.7783874571323395
57070,0.19336735,4.404893,6250000,250,-0.004052035,0.139984,62500,1.936331422428775,0.0032583214,33.09,218.55773758888245,0.017387817,0.79286327958107
54381,0.19672738,4.3980618,6275000,251,-0.004455337,0.060071997,62750,1.7832130797919672,-0.001995592,32.47,219.41534686088562,0.0052219266,0.7975018173456192
54122,0.18562517,4.39384,6300000,252,-0.004545804,0.101628006,63000,1.7158517462403688,0.001017194,31.08,220.29092931747437,0.023526255,0.7968615889549255
53708,0.18641616,4.3889637,6325000,253,-0.00454281,0.10376401,63250,1.8830000907183786,0.00011672992,32.62,221.18080615997314,0.009311592,0.794358640909195
51724,0.20757298,4.381272,6350000,254,-0.0035835183,0.144912,63500,1.759864580991507,0.0036743626,31.98,222.12641668319702,0.21082088,0.7833670675754547
58127,0.19278806,4.374338,6375000,255,-0.003800547,0.12982,63750,1.6349132166043274,0.0035022043,28.26,223.16744804382324,0.023433786,0.7926404029130936
58163,0.20041771,4.3681526,6400000,256,-0.004351209,0.22911601,64000,1.836665088115551,0.013889481,31.11,224.0124533176422,0.028517544,0.7939874827861786
58804,0.18874994,4.3627105,6425000,257,-0.004939072,0.140952,64250,1.8386391040660965,0.002874239,29.88,224.84572768211365,0.013419829,0.7997378259897232
