approxkl,true_reward,total_timesteps,policy_loss,explained_variance,time_elapsed,serial_timesteps,ep_reward_mean,ep_len_mean,clipfrac,policy_entropy,n_updates,value_loss,fps
0.0049358015,0.033034377,1600000,-0.001874353,0.9122017621994019,59.53517007827759,16000,9.02278828640512,238.12,0.056992,2.5547466,64,0.12526736,57058
0.005168991,0.035744578,1625000,-0.0026056373,0.9505315087735653,60.360023021698,16250,9.348111319735034,244.33,0.061116,2.5524092,65,0.050074436,57270
0.006147495,0.036040142,1650000,-0.0020072483,0.9387595504522324,61.17272162437439,16500,9.255771708180164,245.32,0.077772,2.5484633,66,0.04727735,56228
0.006949899,0.035156082,1675000,-0.0015701929,0.8575176894664764,62.00518822669983,16750,9.07638985858881,244.07,0.091400005,2.5435631,67,0.10707034,56803
0.008737515,0.03437654,1700000,-0.0023805923,0.8801888301968575,62.83596992492676,17000,9.15079405082859,239.45,0.118324004,2.539208,68,0.1385037,57669
0.006741879,0.03393241,1725000,-0.0017068239,0.9264149740338326,63.649996757507324,17250,9.066631680734536,239.74,0.087516,2.538046,69,0.10554111,57543
0.005986941,0.03292364,1750000,-0.0021382926,0.9518540240824223,64.46709847450256,17500,8.842372042883554,239.21,0.075540006,2.5370028,70,0.06836105,57697
0.0039588236,0.033777818,1775000,-0.0017903533,0.9467089027166367,65.2904884815216,17750,8.961219631527092,240.23,0.041992,2.5373037,71,0.07338474,56767
0.005949692,0.03373373,1800000,-0.002610077,0.8513451814651489,66.11837816238403,18000,8.811649991830636,238.82,0.070308,2.5350797,72,0.14888583,57294
0.0061644637,0.034658983,1825000,-0.0012495853,0.9247952327132225,66.93052101135254,18250,8.82240697299716,238.71,0.077723995,2.534124,73,0.09489289,56690
0.005281517,0.034568954,1850000,-0.0010643566,0.8701101988554001,67.75525403022766,18500,8.91096644859315,236.22,0.062480003,2.5345385,74,0.14017335,56779
0.0050590048,0.035713468,1875000,-0.0025764867,0.9574954994022846,68.57493495941162,18750,9.200834901431227,245.51,0.059816003,2.5351443,75,0.04273592,56269
0.0052673435,0.03285292,1900000,-0.0010951174,0.9318279847502708,69.3980348110199,19000,8.835021572580809,239.77,0.061351996,2.532519,76,0.096356735,55483
0.004743503,0.035225946,1925000,-0.0018490773,0.9799296017736197,70.24483799934387,19250,8.947425690075397,245.09,0.051844,2.528834,77,0.017589727,55977
0.0061155916,0.033304878,1950000,-0.0028879805,0.9223066419363022,71.08963656425476,19500,8.848679689480123,236.03,0.076568,2.5272646,78,0.11372624,53578
0.0048767813,0.03431002,1975000,-0.0016246645,0.9671607352793217,71.93062210083008,19750,8.956205085253227,241.94,0.057168,2.5223885,79,0.03726463,57546
0.0057039605,0.035876114,2000000,-0.0029427377,0.9772470742464066,72.73809242248535,20000,9.044009047372656,249.19,0.069547996,2.5125089,80,0.016121205,56834
0.005501925,0.03515241,2025000,-0.0026326368,0.9457447826862335,73.55324149131775,20250,8.989925905552663,244.21,0.066300005,2.505186,81,0.04269073,57293
0.0063002086,0.03540928,2050000,-0.0026335674,0.8591855019330978,74.38899374008179,20500,9.217706714045052,244.84,0.081024,2.5037656,82,0.113921955,55838
0.00706168,0.032881703,2075000,-0.002450164,0.9182471558451653,75.22873067855835,20750,8.875344102270246,239.25,0.094184,2.507259,83,0.13414451,54914
0.0063778474,0.035452448,2100000,-0.0010563798,0.9672720357775688,76.05256509780884,21000,9.19258232241625,242.16,0.079512,2.511834,84,0.04117336,57371
0.00733725,0.03656818,2125000,-0.0012818169,0.9409019611775875,76.8805878162384,21250,9.225315387449774,249.05,0.090716,2.5124168,85,0.029095287,56657
0.0055278204,0.034454945,2150000,-0.0020713052,0.9436417892575264,77.69738626480103,21500,9.089999312292257,243.94,0.06783201,2.5122552,86,0.06302302,54859
0.00474482,0.034113996,2175000,-0.0019086732,0.9144056811928749,78.53832244873047,21750,8.926144723420439,240.86,0.054668,2.5126114,87,0.09372802,54738
0.006786124,0.032972,2200000,-0.002446084,0.9280919879674911,79.3712272644043,22000,8.820945694255643,239.3,0.089236006,2.5100377,88,0.0915155,56880
0.0060076443,0.03328622,2225000,-0.0027579204,0.9416288919746876,80.19324278831482,22250,8.782189468606248,239.55,0.072671995,2.510205,89,0.08678739,53991
0.0056524626,0.03170297,2250000,-0.0021003638,0.9025887250900269,81.02942228317261,22500,8.536664308664454,235.94,0.070056,2.5109982,90,0.15672873,55001
0.004929035,0.033077512,2275000,-0.0016388642,0.926401749253273,81.85158848762512,22750,8.710580833543645,240.92,0.057284005,2.5084536,91,0.097389534,55145
0.006395924,0.035756968,2300000,-0.0019765755,0.9531641975045204,82.68844199180603,23000,9.083431077426352,248.09,0.079844005,2.5074327,92,0.026680548,56820
0.005386377,0.035337638,2325000,-0.0021298432,0.9827197659760714,83.4992036819458,23250,9.253976498660704,245.6,0.06373601,2.5044332,93,0.017090838,55915
0.0057924073,0.033081308,2350000,-0.002784606,0.9338700771331787,84.33062648773193,23500,8.861085186739073,245.15,0.072404,2.5007403,94,0.08005177,57962
0.0068939724,0.031901293,2375000,-0.0022474695,0.9570303522050381,85.13567066192627,23750,8.594019678772966,238.81,0.088708,2.4965572,95,0.075307384,57419
0.0075362115,0.035771437,2400000,-0.002132678,0.9153686687350273,85.94900441169739,24000,9.148923911802466,244.54,0.095883995,2.4943123,96,0.07663627,56891
0.0056076213,0.03542928,2425000,-0.0018287853,0.9009898379445076,86.77827572822571,24250,9.132904458290067,243.37,0.068796,2.4942422,97,0.09611976,56675
0.008420822,0.036302887,2450000,-0.0016419344,0.9500506818294525,87.59144401550293,24500,9.324251464291557,247.46,0.10696399,2.4948955,98,0.03493992,57980
0.007589339,0.03429725,2475000,-0.0026953274,0.9159877821803093,88.39426350593567,24750,8.898374714087986,240.38,0.0909,2.4942584,99,0.111561105,56520
0.006102807,0.035698894,2500000,-0.0013427852,0.9708577077835798,89.21889877319336,25000,9.154639134827576,244.11,0.076344006,2.4929645,100,0.030060202,58013
0.004293913,0.03563498,2525000,-0.002135897,0.9875204162672162,90.02982211112976,25250,9.084559374830423,247.06,0.045392,2.4896078,101,0.010725379,55543
0.00394546,0.035453375,2550000,-0.0016864628,0.9677801467478275,90.85929226875305,25500,9.094819051495797,245.17,0.040308002,2.488702,102,0.027053874,54788
0.0062333485,0.036081403,2575000,-0.0016498743,0.9042903557419777,91.68020486831665,25750,9.091704971222061,245.89,0.07896,2.490786,103,0.066707134,56203
0.009185453,0.03528264,2600000,-0.0030897886,0.9335291609168053,92.50329327583313,26000,9.002517272170826,238.24,0.11128,2.489748,104,0.06966393,58299
0.007543233,0.03392547,2625000,-0.0017135746,0.9610480666160583,93.30838394165039,26250,8.866203869373894,245.92,0.09738801,2.488501,105,0.04370545,57846
0.007387775,0.03317984,2650000,-0.0019450927,0.8997126668691635,94.11067128181458,26500,8.877592929496604,238.09,0.097008005,2.486042,106,0.15030093,57137
0.006702516,0.035473924,2675000,-0.0019719985,0.9822654630988836,94.92543029785156,26750,9.198782919146979,246.56,0.085844,2.4868827,107,0.015887799,56507
0.008885378,0.032558776,2700000,-0.0019192852,0.8964017778635025,95.74177861213684,27000,8.93826675299335,242.79,0.11841601,2.489721,108,0.12571165,56944
0.005052701,0.035080224,2725000,-0.0011567464,0.9393250904977322,96.57611155509949,27250,8.91814635853957,244.59,0.060028005,2.497261,109,0.04445616,57446
0.0075074635,0.035980392,2750000,-0.0020351268,0.922235369682312,97.3769462108612,27500,9.273331809679147,248.65,0.10136,2.5041435,110,0.056607086,58235
0.006999217,0.03501998,2775000,-0.0023245993,0.9788589719682932,98.18241333961487,27750,9.086682214830043,247.26,0.09064399,2.504458,111,0.01908432,57143
0.0065577053,0.031232014,2800000,-0.0026980112,0.8739380240440369,98.99056839942932,28000,8.443272188905445,237.55,0.08554,2.5024164,112,0.1542795,58377
0.0065739825,0.036035385,2825000,-0.0014287159,0.93186454474926,99.80316352844238,28250,9.149198466120824,244.68,0.084256,2.4995282,113,0.052366167,56263
0.0036758732,0.03298854,2850000,-0.0025776944,0.964448407292366,100.63372945785522,28500,8.761129271119934,237.57,0.03768,2.4958858,114,0.061290205,55400
0.009444909,0.03549584,2875000,-0.0018447998,0.9320020377635956,101.45481514930725,28750,9.192733960600753,246.65,0.126524,2.4921556,115,0.052774876,54809
0.0064436607,0.037314996,2900000,-0.002300864,0.977313993498683,102.29495644569397,29000,9.445964775832145,247.94,0.067875996,2.48958,116,0.012882402,53921
0.0074004233,0.035287917,2925000,-0.0021701064,0.9471066407859325,103.15590143203735,29250,9.196916459745916,243.33,0.09457601,2.4878478,117,0.061229564,55774
0.0074651837,0.03322061,2950000,-0.0020377685,0.8951635360717773,103.98079085350037,29500,8.952216190328823,237.14,0.098712,2.486983,118,0.16177917,54611
0.0056118425,0.034735028,2975000,-0.0016638662,0.9393655955791473,104.8114824295044,29750,9.093329220052038,244.09,0.069096,2.4896784,119,0.067125395,53998
0.0061844946,0.034040336,3000000,-0.0014562735,0.9446502849459648,105.6839017868042,30000,8.883710346797589,242.54,0.076868,2.4945498,120,0.07997829,55145
0.009312405,0.034538377,3025000,-0.0026041793,0.8863871097564697,106.5158178806305,30250,8.947291857952404,241.92,0.114471994,2.4971285,121,0.10964781,54063
0.0063736998,0.035804342,3050000,-0.0014236706,0.9518968090415001,107.36789441108704,30500,9.180647550509548,243.01,0.07755999,2.4992425,122,0.046662312,56104
0.007765913,0.03348744,3075000,-0.0026864985,0.9006074219942093,108.20112919807434,30750,8.76948708407348,241.19,0.101816,2.499776,123,0.114420176,56276
0.005065912,0.034930438,3100000,-0.0025309168,0.8597451746463776,109.01731014251709,31000,8.989492417143301,242.99,0.059768,2.4999547,124,0.12121119,56608
0.009717291,0.034536365,3125000,-0.0014196063,0.9122241362929344,109.83244752883911,31250,9.028423071672867,239.92,0.129724,2.5024247,125,0.09557912,57747
0.0039840657,0.03498831,3150000,-0.0017521989,0.9492528438568115,110.63884258270264,31500,9.175982204147694,238.69,0.042455997,2.5035467,126,0.07474785,55103
0.0050528734,0.036182202,3175000,-0.0015578471,0.9286614879965782,111.47043776512146,31750,9.346758824483913,244.34,0.058732003,2.5039115,127,0.065626726,57766
0.0051571643,0.034419402,3200000,-0.001718533,0.8919547721743584,112.27804780006409,32000,8.98726740804108,240.32,0.057972003,2.5030034,128,0.114958465,57629
0.005396816,0.032416906,3225000,-0.0018236998,0.8776977732777596,113.08535432815552,32250,8.644110552917828,232.25,0.06696401,2.5013325,129,0.17169502,56400
0.005792985,0.03629377,3250000,-0.0008843125,0.9073996916413307,113.90318536758423,32500,9.276944557998622,244.17,0.07155199,2.4991164,130,0.077882014,55057
0.005105893,0.03364467,3275000,-0.0025114564,0.9557919092476368,114.73930215835571,32750,8.78851716248777,236.42,0.0592,2.4957652,131,0.065161236,56639
0.004868104,0.033851195,3300000,-0.0016726244,0.893872082233429,115.55893182754517,33000,8.815398297395978,235.22,0.056232005,2.4928782,132,0.13954449,56404
0.006220904,0.035167225,3325000,-0.0011052262,0.8637562245130539,116.36184525489807,33250,9.078921125007836,241.53,0.078976,2.4933953,133,0.104951605,57873
0.0033662287,0.035201464,3350000,-0.0017876154,0.9687171764671803,117.15348982810974,33500,9.013424578055393,246.64,0.030787999,2.4956594,134,0.02573078,58290
0.0049588876,0.036050353,3375000,-0.002407149,0.9502665512263775,117.95234322547913,33750,9.195211137545739,246.75,0.055764,2.4973254,135,0.03316488,56045
0.004765343,0.033668607,3400000,-0.0028893098,0.8495634645223618,118.7580897808075,34000,8.9571038079559,240.16,0.05648,2.4989312,136,0.14780036,57182
0.005664407,0.033718865,3425000,-0.0021712235,0.8200722932815552,119.56353282928467,34250,8.804053626438545,235.9,0.067504,2.496557,137,0.17150243,54522
0.0046664467,0.03499042,3450000,-0.0022173715,0.9329464510083199,120.40155673027039,34500,9.08093667892541,246.41,0.052364003,2.4934947,138,0.05085119,53711
0.005354309,0.033961687,3475000,-0.0020518578,0.9766544662415981,121.25106406211853,34750,9.011133276391883,243.21,0.063424006,2.4931831,139,0.02752173,57248
0.005660408,0.03486901,3500000,-0.0013785672,0.9383844323456287,122.07864928245544,35000,9.021469824447086,240.58,0.069348,2.4903257,140,0.07090502,56914
0.003571604,0.034773856,3525000,-0.002512588,0.9778587985783815,122.8910505771637,35250,9.002105941922855,244.1,0.036923997,2.4883142,141,0.021281416,57895
0.005695965,0.03356039,3550000,-0.0027014606,0.8888536468148232,123.7379150390625,35500,8.883038039578677,238.98,0.070936,2.4877908,142,0.14831662,57534
0.006824994,0.03519154,3575000,-0.0022965767,0.8953447863459587,124.54395890235901,35750,9.048322790560979,242.88,0.081631996,2.485579,143,0.09349362,55456
0.0058369427,0.034423083,3600000,-0.0018713033,0.9257131665945053,125.36152195930481,36000,8.959336046200617,240.99,0.072744,2.4855046,144,0.064368494,55425
0.0056879935,0.0322096,3625000,-0.0022151382,0.8753463253378868,126.17663073539734,36250,8.626202462708697,236.39,0.071183994,2.4832146,145,0.1650551,54383
0.004546601,0.03472867,3650000,-0.0016049678,0.970811277627945,127.01406598091125,36500,9.287325392748462,242.38,0.049780004,2.4821224,146,0.040164374,58194
0.008277292,0.03392955,3675000,-0.0027946418,0.8925391063094139,127.81931495666504,36750,8.9803504324819,240.3,0.111067995,2.482885,147,0.15470304,57154
0.006129629,0.032705143,3700000,-0.002717135,0.9336734563112259,128.63243961334229,37000,8.854338680270848,237.4,0.07534,2.4811006,148,0.11280179,57317
0.00496284,0.034752913,3725000,-0.0024771527,0.8734938949346542,129.45590162277222,37250,8.944367818352012,242.18,0.057660002,2.479081,149,0.10111259,56314
0.005030146,0.033404652,3750000,-0.001732745,0.8824368491768837,130.26678347587585,37500,9.016354106515756,240.06,0.059775997,2.4790006,150,0.17262171,57921
0.0041432893,0.03548621,3775000,-0.0018271931,0.9275906905531883,131.07597422599792,37750,9.200318963153444,246.32,0.044331998,2.4788058,151,0.056694865,54836
0.005734048,0.034006737,3800000,-0.0023385177,0.8716806769371033,131.91926980018616,38000,8.902149956551439,240.37,0.073896,2.4751039,152,0.124513194,55894
0.0053316164,0.034429356,3825000,-0.002276192,0.9245900064706802,132.73668479919434,38250,8.89666678680005,241.81,0.062452,2.4711528,153,0.07095264,55022
0.0060288203,0.032850757,3850000,-0.0021896134,0.8101123422384262,133.5784146785736,38500,8.512417848670715,236.19,0.074935995,2.4712477,154,0.18047705,56044
0.005002142,0.034140047,3875000,-0.001115331,0.9333860203623772,134.4092836380005,38750,8.638327269061634,244.05,0.054968,2.4736416,155,0.0546739,51843
0.006093002,0.03483013,3900000,-0.0033901837,0.9462242722511292,135.27888655662537,39000,9.085968376241835,243.44,0.078824,2.4768798,156,0.050087176,54638
0.0068256236,0.031358715,3925000,-0.0022397665,0.8622414916753769,136.1137125492096,39250,8.573128054149036,235.63,0.089856,2.480211,157,0.20141408,56259
0.0050684274,0.03648576,3950000,-0.0020523602,0.9614933170378208,136.9537854194641,39500,9.246778722597197,247.2,0.058444,2.4815757,158,0.02698208,58140
0.0044647204,0.032927703,3975000,-0.0024656807,0.9346519261598587,137.75951552391052,39750,8.665129702963354,236.87,0.050176002,2.4798336,159,0.09222227,57690
0.0063117333,0.033071235,4000000,-0.0009842047,0.9655829221010208,138.56133770942688,40000,8.76683703194838,242.82,0.080012,2.4771056,160,0.04678763,56911
0.0048617497,0.035967335,4025000,-0.0019030463,0.8862176015973091,139.3725802898407,40250,9.212152964579259,244.38,0.054075997,2.4744687,161,0.08204076,58314
0.006555113,0.036710672,4050000,-0.0029406445,0.9330995008349419,140.17231726646423,40500,9.365919652495595,246.26,0.080804005,2.471377,162,0.04276854,56821
0.0043229894,0.03501697,4075000,-0.0015514629,0.9535135105252266,141.01888966560364,40750,8.961950799254355,246.54,0.045336,2.4663575,163,0.031695593,55536
0.005514509,0.034893632,4100000,-0.0016236026,0.9798886496573687,141.86964011192322,41000,9.025186062964385,240.63,0.065788,2.463123,164,0.025296783,58275
0.0069084493,0.033394944,4125000,-0.0015630549,0.8987582251429558,142.6816689968109,41250,8.743607171691547,238.75,0.089416005,2.4605997,165,0.1219429,57740
0.0051821885,0.03561547,4150000,-0.0018104538,0.9553524889051914,143.48216915130615,41500,9.138793534248453,244.05,0.060684003,2.4584372,166,0.052358042,54923
0.0048723123,0.03419756,4175000,-0.0013198144,0.8904180079698563,144.309184551239,41750,8.72069830268676,241.11,0.056964,2.4593024,167,0.090023346,56164
0.007564999,0.03372079,4200000,-0.0020903705,0.9197273701429367,145.13254284858704,42000,8.956692661934648,240.5,0.09829201,2.459883,168,0.114217386,56092
0.004954842,0.034089603,4225000,-0.0016519215,0.9112458899617195,145.9460039138794,42250,8.857273338977285,236.5,0.058356,2.4615545,169,0.10734047,57294
0.006424772,0.034042127,4250000,-0.0014376845,0.9007018059492111,146.74961233139038,42500,9.001315828345868,238.36,0.081024006,2.4635623,170,0.12872098,56862
0.005076195,0.034401312,4275000,-0.0024938914,0.9636392258107662,147.57580280303955,42750,9.004877453184745,243.21,0.058583997,2.4649408,171,0.04828195,57866
0.007263483,0.035207003,4300000,-0.0020209611,0.9248158633708954,148.37861824035645,43000,8.993179407880707,244.4,0.08921199,2.4634278,172,0.08006038,56359
0.0056869127,0.035000138,4325000,-0.002100613,0.9771191831678152,149.19891548156738,43250,9.08679282730146,244.86,0.0714,2.4665992,173,0.023889508,57610
0.004931464,0.03303634,4350000,-0.0019074976,0.8847814202308655,150.03099036216736,43500,8.681881941297325,234.12,0.059344005,2.4694574,174,0.14654987,57715
0.0053410237,0.03667059,4375000,-0.0030436453,0.936408743262291,150.83548831939697,43750,9.296516111338278,244.75,0.063907996,2.4703894,175,0.0384204,56731
0.0060640047,0.033727124,4400000,-0.0014698582,0.8870315551757812,151.6456491947174,44000,8.930576049534539,238.22,0.07508801,2.4699748,176,0.14468364,55982
