total_timesteps,n_updates,clipfrac,policy_entropy,approxkl,true_reward,explained_variance,ep_len_mean,policy_loss,time_elapsed,fps,ep_reward_mean,serial_timesteps,value_loss
2900000,116,0.071276,2.5403452,0.0057576746,0.010928435,0.966226439923048,242.56,-0.00258957,103.63673734664917,51500,3.2873300735611917,29000,0.03148845
2925000,117,0.069607995,2.540668,0.0057790284,0.011184307,0.9677641801536083,242.24,-0.0018800944,104.51075005531311,55879,3.0827526214459686,29250,0.036716286
2950000,118,0.057792,2.5384254,0.0049260003,0.012462251,0.9490112625062466,242.24,-0.0011535555,105.3335611820221,57197,3.530233921838467,29500,0.033570986
2975000,119,0.0769,2.534493,0.006334008,0.009074071,0.9220120087265968,240.18,-0.0020340092,106.18064618110657,56023,2.8651946366823733,29750,0.07226196
3000000,120,0.080148,2.5342681,0.006210915,0.009786888,0.8720045834779739,241.51,-0.0022074166,107.01104784011841,57316,3.044407588991226,30000,0.102721535
3025000,121,0.064600006,2.5388134,0.0053874734,0.008573066,0.9218262284994125,236.55,-0.0018401544,107.82377624511719,55269,3.186074531228412,30250,0.09486012
3050000,122,0.066256,2.5405765,0.0054758014,0.01319877,0.9475098215043545,248.2,-0.001992949,108.6595811843872,57337,3.500395632086205,30500,0.027774695
3075000,123,0.055728,2.535897,0.004852348,0.010154407,0.926204077899456,244.79,-0.0012086268,109.46586012840271,55518,3.0665319301249663,30750,0.06937539
3100000,124,0.065532,2.5301242,0.00542972,0.01335583,0.9712889604270458,248.07,-0.0015306867,110.31352972984314,56491,3.403674902643695,31000,0.014197959
3125000,125,0.051776,2.5207283,0.004709656,0.012193489,0.9740888681262732,246.05,-0.0019874722,111.14022636413574,56711,3.4092928432030614,31250,0.019361908
3150000,126,0.055504,2.5100248,0.0048099207,0.010674478,0.9628392718732357,241.78,-0.0022090485,111.97561526298523,57214,3.2650025418934945,31500,0.033403393
3175000,127,0.04546,2.5042474,0.004194916,0.010619248,0.9699172470718622,240.13,-0.0021542464,112.79677152633667,57177,3.312124283539097,31750,0.03142216
3200000,128,0.08087199,2.5027194,0.0063363477,0.012280303,0.9800813086330891,247.72,-0.0013980719,113.61808896064758,56228,3.387509867635622,32000,0.013949377
3225000,129,0.073584,2.501368,0.005921065,0.013268108,0.9311074241995811,247.78,-0.0014782919,114.46786117553711,56068,3.508867897090488,32250,0.03230998
3250000,130,0.07713201,2.4992614,0.0061737658,0.011457394,0.9663646854460239,246.56,-0.002692024,115.32262539863586,56022,3.1862165479484066,32500,0.024480294
3275000,131,0.058091998,2.4992268,0.004983446,0.010860137,0.894611619412899,239.79,-0.0014709966,116.15914583206177,57035,3.3861914273859974,32750,0.094581455
3300000,132,0.083544,2.4983692,0.006366819,0.009865971,0.8625605255365372,242.02,-0.0021165546,116.98448491096497,56799,3.1049018387701492,33000,0.1043873
3325000,133,0.073607996,2.4969528,0.0061423043,0.012761765,0.9411262571811676,244.62,-0.0014024569,117.80627965927124,54080,3.3964163341770965,33250,0.035488613
3350000,134,0.054972,2.4923952,0.0048045223,0.011388277,0.9675732962787151,241.9,-0.0021420387,118.6765947341919,56296,3.263805260213815,33500,0.026513856
3375000,135,0.084272005,2.4877517,0.006896562,0.010237597,0.8948867172002792,239.52,-0.002294261,119.51760768890381,56202,3.262323288120374,33750,0.09118043
3400000,136,0.073052004,2.4841626,0.005883236,0.008339412,0.9478999525308609,239.46,-0.0021998393,120.34852147102356,54963,2.95643252824479,34000,0.06960208
3425000,137,0.073404,2.4851542,0.005888866,0.012145254,0.9060012549161911,244.57,-0.0014907578,121.2095742225647,57498,3.3619873964961458,34250,0.049783386
3450000,138,0.09162401,2.482801,0.0070946114,0.012772034,0.9678737409412861,248.5,-0.0013136737,122.02736496925354,55615,3.3777793112131866,34500,0.021187743
3475000,139,0.09112399,2.4816732,0.0069093434,0.0102479635,0.9677655808627605,244.58,-0.002162868,122.8742573261261,56993,3.2639134571226602,34750,0.0348225
3500000,140,0.060184002,2.4836926,0.0049762037,0.009026358,0.939878273755312,240.0,-0.0021526131,123.69905304908752,56788,3.104269515779899,35000,0.06904884
3525000,141,0.061743997,2.4849727,0.005334611,0.011564999,0.9690074343234301,245.18,-0.0019029301,124.51835823059082,56760,3.1426911196856406,35250,0.018247109
3550000,142,0.091588,2.4852233,0.0070536113,0.010751454,0.8953408300876617,242.5,-0.0018525484,125.37357640266418,56274,3.2213114970523655,35500,0.07606276
3575000,143,0.088664,2.4859853,0.0067432164,0.011482442,0.9612422175705433,245.75,-0.002244351,126.20577311515808,56851,3.3705750683597806,35750,0.027176708
3600000,144,0.0793,2.4869769,0.006220787,0.010401053,0.9192043095827103,240.13,-0.001829677,127.03973126411438,55737,3.1228106531918467,36000,0.06605213
3625000,145,0.081608,2.4851139,0.006346623,0.009969286,0.9081774428486824,241.04,-0.0018846461,127.86293435096741,56923,3.244513678618547,36250,0.08284674
3650000,146,0.068900004,2.485086,0.005702195,0.010314277,0.9673664793372154,245.75,-0.0015981088,128.68388652801514,55113,3.1723527358994845,36500,0.030023675
3675000,147,0.116048,2.488816,0.0085649425,0.011609323,0.8488868176937103,238.52,-0.0022865117,129.5156922340393,57052,3.466815291575171,36750,0.09998253
3700000,148,0.08729999,2.4920523,0.006688036,0.010462561,0.9516130611300468,243.4,-0.0022810793,130.3308699131012,57733,3.1645869198724244,37000,0.043796822
3725000,149,0.03654,2.4910614,0.003886239,0.012295503,0.9908881755545735,248.01,-0.0022258519,131.1450755596161,57035,3.2732339270664466,37250,0.00642177
3750000,150,0.083404005,2.4852335,0.006504459,0.009653043,0.9416155330836773,236.42,-0.0018995267,132.01267051696777,52110,3.299120233552803,37500,0.07092303
3775000,151,0.070563994,2.4787424,0.0056736604,0.011121077,0.9722299408167601,242.46,-0.0021758936,132.88154125213623,56736,3.4358441398902424,37750,0.027565155
3800000,152,0.05808,2.4746106,0.00509372,0.010644375,0.9264926388859749,240.74,-0.0016074836,133.7134256362915,53811,3.247160254723848,38000,0.064497575
3825000,153,0.06826399,2.473048,0.0056507397,0.011240354,0.9430880919098854,245.25,-0.0018764846,134.57709407806396,55544,3.0846138680341983,38250,0.03179183
3850000,154,0.088911995,2.470287,0.0067652515,0.011845304,0.9420499764382839,245.72,-0.0015143657,135.41660165786743,55228,3.3402154748693658,38500,0.044812698
3875000,155,0.07820801,2.4660218,0.0062237806,0.012528694,0.9217615872621536,244.06,-0.0018431954,136.27595114707947,55424,3.3746131801678256,38750,0.039033107
3900000,156,0.078456,2.4630942,0.0061631156,0.012300525,0.8705081790685654,239.34,-0.0018183294,137.11835479736328,55468,3.6166669960568076,39000,0.10173591
3925000,157,0.087264,2.4645922,0.0067872675,0.011947079,0.9186001121997833,245.17,-0.0016648486,137.95634269714355,57042,3.3500370928050223,39250,0.058639146
3950000,158,0.086252,2.4664445,0.0065862956,0.010812341,0.9351857602596283,242.51,-0.0021211305,138.77379655838013,55854,3.2705721475258476,39500,0.07037275
3975000,159,0.056396,2.467814,0.0049259686,0.012696031,0.9337413460016251,245.89,-0.0027489967,139.6000075340271,51939,3.419315123996947,39750,0.040212028
4000000,160,0.081584,2.466224,0.0063589537,0.010006397,0.8962649628520012,238.55,-0.0018593542,140.48572492599487,56259,3.2120353975765967,40000,0.09100602
4025000,161,0.079904,2.465626,0.0063541406,0.009564814,0.9127407595515251,239.35,-0.0016416624,141.3161895275116,56399,3.1053513670372923,40250,0.076843634
4050000,162,0.061032005,2.4676316,0.005111159,0.012182073,0.9706504456698895,245.78,-0.0021236246,142.15314650535583,57519,3.284374976259178,40500,0.019047203
4075000,163,0.055696003,2.4709797,0.0049170144,0.010016659,0.9559754319489002,244.26,-0.002126962,142.97726559638977,57411,2.963798817664537,40750,0.034960937
4100000,164,0.062612,2.473947,0.005209115,0.012648751,0.9703215565532446,243.26,-0.0029115954,143.80688786506653,55870,3.5134606362308234,41000,0.016988765
4125000,165,0.095176004,2.4746935,0.007111825,0.009536751,0.9301082342863083,239.36,-0.0016851376,144.64038920402527,57556,3.1039440635087034,41250,0.07282552
4150000,166,0.092439994,2.4748178,0.0071187792,0.010238216,0.8997604101896286,242.49,-0.0018444143,145.45516896247864,57869,3.17417844111421,41500,0.08967687
4175000,167,0.059096,2.4771574,0.0050154207,0.0111546805,0.916469044983387,243.37,-0.0019120167,146.2753095626831,56170,3.1358462762085866,41750,0.05826067
4200000,168,0.097656,2.4775758,0.0077299597,0.012298562,0.9443985521793365,245.35,-0.0018293643,147.1070261001587,56074,3.513515282949832,42000,0.043613724
4225000,169,0.072748,2.473267,0.0058278013,0.008097124,0.9499060213565826,235.87,-0.0019873702,147.95256686210632,51933,2.973082820558508,42250,0.06066491
4250000,170,0.056727998,2.470859,0.0049691238,0.01021333,0.8978739902377129,241.3,-0.0015465743,148.82934021949768,54864,3.1845311127440614,42500,0.07459392
4275000,171,0.0654,2.4695067,0.0054735923,0.012584588,0.9583126567304134,249.31,-0.0018488963,149.66923332214355,53889,3.2543238537165227,42750,0.01754292
4300000,172,0.086632,2.4665418,0.006920078,0.013174373,0.9435944557189941,248.7,-0.0019959323,150.5043694972992,55170,3.5079878330462555,43000,0.024592342
4325000,173,0.086372,2.4659898,0.006875083,0.009832783,0.8988338559865952,240.84,-0.0021940018,151.36088728904724,55720,3.319058955570672,43250,0.09258376
4350000,174,0.030555999,2.4685209,0.0033720136,0.011568593,0.9734421763569117,247.47,-0.001359449,152.19951248168945,56627,3.186021624984669,43500,0.017967684
4375000,175,0.052868,2.469257,0.00445504,0.0076849232,0.9515032172203064,236.34,-0.002069261,153.0465874671936,54616,2.975140757892555,43750,0.07524648
4400000,176,0.064928,2.466291,0.0051754634,0.010180351,0.916997991502285,238.39,-0.0021878462,153.90136981010437,54817,3.1063013026592987,44000,0.06880701
4425000,177,0.056440003,2.4620876,0.0048872284,0.011242429,0.9831230044364929,243.91,-0.0014887264,154.7424831390381,55610,3.2578830585656897,44250,0.017547661
4450000,178,0.063648,2.458307,0.005376106,0.010788811,0.8490228950977325,242.95,-0.0013107395,155.5746340751648,55107,3.101215131637573,44500,0.08298606
4475000,179,0.07954,2.4570763,0.006268704,0.012806822,0.9796433746814728,247.81,-0.0019638431,156.41563177108765,56903,3.5217094776471116,44750,0.0139233265
4500000,180,0.057084,2.4557343,0.0050019985,0.010356598,0.923774927854538,241.5,-0.0022799894,157.23526191711426,56995,3.0605745862351283,45000,0.06480816
4525000,181,0.084916,2.4527478,0.006494906,0.010857262,0.9326693043112755,243.91,-0.0017913136,158.07000994682312,55557,3.0776127721725492,45250,0.049935758
4550000,182,0.075748004,2.44809,0.006048954,0.0098719755,0.8628270179033279,242.8,-0.0023320687,158.90036296844482,57576,3.3032809482091774,45500,0.11472668
4575000,183,0.062692,2.44522,0.0052376813,0.009029764,0.9278233274817467,239.52,-0.0027871388,159.71194791793823,55294,3.2306277166967017,45750,0.079006806
4600000,184,0.052984,2.445424,0.004678518,0.0100559965,0.9480479657649994,243.82,-0.001834084,160.53204703330994,56937,3.1122565161112585,46000,0.050105274
4625000,185,0.090491995,2.448018,0.0068122335,0.010541178,0.9403005614876747,242.23,-0.0024453371,161.33986496925354,55818,3.479708096457464,46250,0.05917806
4650000,186,0.036312003,2.448078,0.0036752238,0.012776521,0.9357323050498962,246.61,-0.0016717907,162.16419577598572,54325,3.4738406557453385,46500,0.037615478
4675000,187,0.073716,2.4500546,0.0057583796,0.0111545315,0.8761273622512817,242.57,-0.0015794089,163.0012354850769,47593,3.342133394751295,46750,0.08968513
4700000,188,0.08166,2.4526687,0.0065146266,0.009656232,0.8958028554916382,239.42,-0.0021903268,163.93096351623535,56091,3.098596440326377,47000,0.11226914
4725000,189,0.061180003,2.4553967,0.005153671,0.0108487215,0.9265304952859879,243.44,-0.0011716014,164.75796556472778,52201,3.2580584823371352,47250,0.06189996
4750000,190,0.063924,2.4580264,0.0053791334,0.01178039,0.984501070342958,246.81,-0.0025292768,165.62140369415283,56697,3.31130154264095,47500,0.012901964
4775000,191,0.054276,2.453363,0.0048556984,0.011143109,0.9616899266839027,244.23,-0.0024507432,166.45514345169067,55042,3.2705820094531943,47750,0.035780452
4800000,192,0.085924,2.4477742,0.0065294383,0.010091791,0.9295384138822556,244.29,-0.002211703,167.33218622207642,55456,3.250046849826231,48000,0.08348751
4825000,193,0.099851996,2.4461606,0.0077709495,0.010979232,0.9498893693089485,239.37,-0.0019074178,168.1686360836029,55781,3.3516906318832986,48250,0.058496244
4850000,194,0.100272015,2.4428928,0.008180176,0.011156741,0.9359473884105682,243.18,-0.002678217,168.99936962127686,56655,3.1841684200849674,48500,0.04382991
4875000,195,0.075788006,2.4412794,0.0060294545,0.0086016385,0.9079188108444214,232.2,-0.0014160047,169.82147789001465,56511,3.147892368612543,48750,0.12531774
4900000,196,0.07818399,2.442534,0.006386281,0.011741058,0.8625207096338272,239.71,-0.0019550747,170.63810324668884,56816,3.398779576243645,49000,0.08753872
4925000,197,0.08856,2.442866,0.0068241954,0.0099630235,0.957748282700777,244.84,-0.0026006482,171.45770835876465,55085,3.0598695332703683,49250,0.03804537
4950000,198,0.06354,2.4418025,0.005241756,0.01157759,0.9001662135124207,245.66,-0.0015194837,172.2760510444641,57483,3.381123658556072,49500,0.07481857
4975000,199,0.08354,2.4410415,0.0067654764,0.010154576,0.9307720735669136,238.28,-0.0017473319,173.07979679107666,55275,3.3954969730767823,49750,0.0756139
5000000,200,0.07164,2.4448318,0.0058545726,0.008135683,0.9385637603700161,231.28,-0.0018184604,173.9145576953888,53738,2.9634562084874916,50000,0.08601486
5025000,201,0.062076002,2.4516628,0.005204336,0.010928541,0.9574640057981014,245.4,-0.0023449012,174.7561194896698,54872,3.325986826465447,50250,0.038346328
5050000,202,0.074516,2.4593015,0.0059503177,0.011104528,0.9196478575468063,238.75,-0.0015082964,175.5948522090912,57181,3.3175715828158787,50500,0.06359914
5075000,203,0.104636,2.4624894,0.007917864,0.009683677,0.9328148737549782,244.23,-0.0023510181,176.4070246219635,56537,3.015860841202134,50750,0.058971476
5100000,204,0.067356,2.4613578,0.0055007506,0.008899759,0.9237401187419891,231.77,-0.0019301267,177.22400212287903,55117,3.0719141047261496,51000,0.07902622
5125000,205,0.094548,2.4589956,0.0072432146,0.0076345643,0.8823236301541328,231.48,-0.0024476324,178.05851340293884,56626,2.9508896137119804,51250,0.143371
5150000,206,0.077808,2.4579542,0.0063376827,0.008778644,0.9013642594218254,233.9,-0.0027380304,178.86810898780823,56950,3.1313508757599537,51500,0.13538302
5175000,207,0.061728,2.4573922,0.0050553037,0.009536344,0.9505477957427502,239.07,-0.0020740198,179.6831829547882,55255,3.182088448477832,51750,0.06116839
5200000,208,0.057315998,2.456171,0.004999527,0.010926665,0.9121435433626175,238.12,-0.0014387764,180.53220105171204,55681,3.317672528131077,52000,0.08760591
5225000,209,0.070924,2.4554813,0.0057895724,0.009594819,0.8929741904139519,239.8,-0.0016676418,181.36317992210388,56681,3.042002038311098,52250,0.08846058
5250000,210,0.061952002,2.461081,0.005150555,0.011311604,0.9464261159300804,242.78,-0.0021638717,182.17237210273743,56289,3.446667388224567,52500,0.049976073
5275000,211,0.07878001,2.4673824,0.0063797096,0.010636826,0.9415211640298367,240.86,-0.00232975,183.008695602417,55762,3.1492295527441927,52750,0.04737887
5300000,212,0.083164,2.4693341,0.006341473,0.009214089,0.9283874481916428,242.61,-0.0018692289,183.82732939720154,56557,3.1581011164491635,53000,0.074870065
5325000,213,0.093304,2.4684095,0.0070977444,0.007909593,0.9223292171955109,234.16,-0.0014416927,184.65656113624573,56743,3.0231365215662107,53250,0.10933821
5350000,214,0.058252,2.4712317,0.0050825854,0.008449959,0.9535658285021782,237.91,-0.0021484843,185.46790719032288,56256,2.986303313991275,53500,0.060120024
5375000,215,0.04458,2.4738111,0.004010693,0.012313285,0.9337545037269592,245.02,-0.001916494,186.2902376651764,55640,3.4581373227092724,53750,0.040603515
5400000,216,0.069128,2.4769433,0.0055831093,0.011505024,0.8895210474729538,242.95,-0.002309969,187.11576342582703,54913,3.4099768043947076,54000,0.0760545
5425000,217,0.060523998,2.4774172,0.005125781,0.013203166,0.9841277692466974,247.23,-0.0021187305,187.9366385936737,56571,3.6061459441255095,54250,0.011843106
5450000,218,0.07129599,2.4792712,0.005897307,0.011021438,0.935224361717701,241.97,-0.0022087456,188.75127291679382,56000,3.4382047785482843,54500,0.070906416
5475000,219,0.070556,2.4785535,0.0056949006,0.010737467,0.9421239122748375,242.42,-0.001859633,189.58384728431702,57796,3.3177529972011417,54750,0.06653702
5500000,220,0.073924,2.4745407,0.0058762003,0.012051064,0.9731167666614056,243.7,-0.002494966,190.41310906410217,53979,3.5935442096758554,55000,0.029292762
5525000,221,0.137288,2.472852,0.010505955,0.010671758,0.9367435500025749,238.78,-0.0023021023,191.25161910057068,56657,3.407123587345635,55250,0.072662584
5550000,222,0.12058,2.4730315,0.008731646,0.009471732,0.924347810447216,239.7,-0.0018531261,192.06025648117065,53321,3.121635270086158,55500,0.08906686
5575000,223,0.061172,2.4737427,0.0050342907,0.007785506,0.8979830890893936,234.94,-0.0021777863,192.93188619613647,53374,2.802898183628722,55750,0.1134115
5600000,224,0.063439995,2.4757407,0.005230046,0.009200979,0.8917548805475235,235.13,-0.002024705,193.7941436767578,57469,3.378423193706524,56000,0.13590558
5625000,225,0.068432,2.476515,0.005602371,0.0081225205,0.9427009969949722,240.35,-0.0017115049,194.61673784255981,56826,3.047588900164998,56250,0.07663011
5650000,226,0.081935994,2.4769166,0.0066287383,0.011040525,0.8967629671096802,243.13,-0.0017835216,195.4368827342987,54366,3.408726467848952,56500,0.08712947
5675000,227,0.11241599,2.474132,0.008460028,0.0093956115,0.8686582148075104,238.41,-0.0022165342,196.2814838886261,56760,3.17812163814779,56750,0.13469887
5700000,228,0.052948005,2.471032,0.0047466485,0.009000596,0.8582821637392044,232.05,-0.0014822092,197.09501147270203,57815,3.0744731389493656,57000,0.13397062
5725000,229,0.044588,2.4691997,0.004225976,0.009423013,0.8589586168527603,236.52,-0.0016963553,197.90967178344727,55388,3.0929571439730466,57250,0.115860626
5750000,230,0.092439994,2.4709716,0.0072054327,0.011699874,0.9221383109688759,244.72,-0.0022661942,198.78762316703796,54391,3.241811316594416,57500,0.04657762
5775000,231,0.051235996,2.473515,0.0046055787,0.008895561,0.8725335001945496,232.59,-0.001974089,199.65263175964355,57226,3.095585789189329,57750,0.14450958
5800000,232,0.07965599,2.4728153,0.006288855,0.008883829,0.9424052946269512,239.01,-0.002194989,200.46177673339844,57548,3.1874581743702866,58000,0.08484558
5825000,233,0.067632005,2.4679718,0.005556207,0.013754491,0.9157790318131447,247.43,-0.0013571361,201.27870750427246,55804,3.5982933319718167,58250,0.038556613
5850000,234,0.046124,2.4604619,0.0043233065,0.010546883,0.9569606781005859,242.73,-0.0014397184,202.10203385353088,55996,3.0536532378258503,58500,0.034454215
5875000,235,0.038863998,2.459615,0.0037369956,0.010984788,0.9151015505194664,239.72,-0.0019179083,202.93896770477295,52918,3.199523737479615,58750,0.06469108
5900000,236,0.043651998,2.4580956,0.0040519647,0.010403705,0.847361758351326,233.91,-0.001507873,203.79539823532104,57060,3.1998265582297027,59000,0.13444081
5925000,237,0.072284,2.4610245,0.0057275463,0.010926895,0.8956175148487091,242.64,-0.001908621,204.6117868423462,55903,3.2607818703508222,59250,0.08024147
5950000,238,0.050467998,2.4637184,0.004663712,0.011174715,0.9260779470205307,241.54,-0.001041665,205.44130611419678,54830,3.312634783733226,59500,0.05423378
5975000,239,0.097448006,2.4645543,0.007342594,0.0070593604,0.9625481516122818,235.79,-0.0024273782,206.26875233650208,57154,2.91211095385916,59750,0.05547888
6000000,240,0.089696,2.4658422,0.0068685217,0.009605878,0.9364101439714432,244.0,-0.001968239,207.1075189113617,57407,2.9717647069016038,60000,0.06769574
6025000,241,0.073776,2.467393,0.005967169,0.010899176,0.8884204104542732,236.69,-0.0016243604,207.9216446876526,55489,3.5628226228872246,60250,0.106027246
6050000,242,0.061400004,2.4690213,0.005148789,0.008788687,0.9197616651654243,238.93,-0.0025956526,208.74705243110657,56399,3.2705235114046176,60500,0.090966746
6075000,243,0.061111998,2.4708486,0.00516498,0.0133660035,0.9865246908739209,249.27,-0.002201579,209.5672504901886,55546,3.4521116195367165,60750,0.006711893
6100000,244,0.067524,2.4707353,0.005890539,0.012102015,0.9275235235691071,244.47,-0.0019360224,210.3967227935791,55716,3.3556285872417804,61000,0.0407261
