serial_timesteps,true_reward,value_loss,ep_reward_mean,explained_variance,approxkl,ep_len_mean,policy_entropy,policy_loss,total_timesteps,time_elapsed,n_updates,fps,clipfrac
169000,0.029379604,0.059974242,7.575868524446996,0.8924614861607552,0.0068069613,244.74,3.5943787,-0.001729024,16900000,577.3572192192078,676,56977,0.08725601
169250,0.030946778,0.0329094,7.833297750825113,0.9448484964668751,0.004888832,246.81,3.5939307,-0.0023650553,16925000,578.1897070407867,677,55856,0.057324
169500,0.027564406,0.059148364,7.253957634303488,0.9486832059919834,0.004869654,242.77,3.5926566,-0.0012276282,16950000,579.0227859020233,678,55223,0.054664005
169750,0.029132659,0.08065371,7.645916523656633,0.8959279954433441,0.0038940285,240.49,3.5919883,-0.0017686158,16975000,579.8450407981873,679,54439,0.040528003
170000,0.030250706,0.061933517,7.657548238745094,0.9033606946468353,0.00345289,239.96,3.5876522,-0.0012345634,17000000,580.6992967128754,680,54367,0.032671995
170250,0.029233918,0.033152483,7.747739341929175,0.966243464499712,0.0033510874,246.23,3.5835197,-0.0020717897,17025000,581.5327568054199,681,55929,0.033556
170500,0.028305786,0.06913688,7.400454162377355,0.8823001086711884,0.0044861496,246.85,3.5815778,-0.0014690852,17050000,582.350335597992,682,56984,0.048872
170750,0.025791049,0.10872768,7.119917205145721,0.9048053026199341,0.006119941,237.64,3.5782075,-0.0024510326,17075000,583.1589367389679,683,54525,0.077291995
171000,0.027617672,0.114847265,7.5965169944532684,0.8975324556231499,0.005151258,239.35,3.5749516,-0.0022369134,17100000,583.9953329563141,684,54979,0.061720002
171250,0.02925505,0.050388645,7.535875891160104,0.9347181543707848,0.0057228566,242.21,3.5720723,-0.001354017,17125000,584.8536627292633,685,56241,0.068288
171500,0.02847599,0.06073016,7.546779706919524,0.9031261876225471,0.004940059,246.1,3.565268,-0.0013813428,17150000,585.6791603565216,686,56044,0.057563998
171750,0.028212957,0.095459454,7.470567306043413,0.8850253596901894,0.005195907,241.34,3.5570912,-0.0020545959,17175000,586.502968788147,687,56529,0.064696
172000,0.029672395,0.073231205,7.7299298211718455,0.8933732807636261,0.003526677,247.11,3.5532749,-0.001375125,17200000,587.3254704475403,688,57886,0.034244005
172250,0.030296965,0.042298447,7.638749576530826,0.9145609885454178,0.006228331,244.07,3.5501378,-0.001858732,17225000,588.1399750709534,689,55880,0.076547995
172500,0.02804478,0.061280012,7.636467088423683,0.9391119442880154,0.0038744253,243.1,3.549232,-0.001686845,17250000,588.9637353420258,690,57128,0.041804004
172750,0.029857539,0.07269532,7.800115096644367,0.8993800207972527,0.004187447,243.57,3.5497823,-0.0018526835,17275000,589.778314113617,691,54763,0.043624002
173000,0.028198313,0.053927124,7.522071209395526,0.9381106570363045,0.003998834,244.49,3.5507965,-0.001902194,17300000,590.6186909675598,692,55335,0.041032
173250,0.027592273,0.067387044,7.420560575182606,0.93790203332901,0.0043903342,243.03,3.545929,-0.0020643421,17325000,591.4507439136505,693,55845,0.046960004
173500,0.027618675,0.11889672,7.337066283370168,0.8862368240952492,0.004824066,241.03,3.5415998,-0.00145725,17350000,592.2843441963196,694,57176,0.055280007
173750,0.026930936,0.09715099,7.498557877806816,0.9246097207069397,0.003989835,237.21,3.53622,-0.0017616525,17375000,593.111976146698,695,55001,0.041599996
174000,0.028404461,0.09338786,7.560810460401081,0.9071363732218742,0.004544377,241.49,3.5334191,-0.0023851027,17400000,593.962076663971,696,55965,0.049907997
174250,0.028586052,0.07217884,7.730762465397565,0.9411113560199738,0.0060397643,243.19,3.5292492,-0.0019403495,17425000,594.7935605049133,697,54762,0.077048
174500,0.026389595,0.17536518,7.479600643414869,0.855743795633316,0.004599099,237.94,3.5248573,-0.0019712166,17450000,595.6348023414612,698,54724,0.053064
174750,0.02977749,0.06531061,7.659062832203035,0.9320658817887306,0.0045640264,244.46,3.519484,-0.0019192668,17475000,596.4725761413574,699,56842,0.049164005
175000,0.029636545,0.083656974,7.7780057148161905,0.9088354408740997,0.0049086576,240.56,3.5168266,-0.002319456,17500000,597.2982089519501,700,57041,0.057479996
175250,0.02979923,0.090334035,7.724522508551972,0.858671635389328,0.0034037274,245.25,3.5133522,-0.0004020761,17525000,598.120165348053,701,57117,0.030563999
175500,0.028690174,0.054855138,7.607404608493698,0.9440356306731701,0.003980506,241.48,3.5122101,-0.0019036274,17550000,598.9287242889404,702,57756,0.042708002
175750,0.031416174,0.06967328,8.107158336302527,0.8272238820791245,0.004459412,248.25,3.5102315,-0.0020577747,17575000,599.7375473976135,703,56343,0.053024005
176000,0.026103042,0.1387565,7.429905554458583,0.8956682682037354,0.0056427466,237.79,3.5060742,-0.0017022614,17600000,600.5549049377441,704,55854,0.068196006
176250,0.029432885,0.087974824,7.632633949554292,0.8627013266086578,0.005597754,243.75,3.5026512,-0.002268862,17625000,601.3809506893158,705,56775,0.069832005
176500,0.028577521,0.03986819,7.571925107897256,0.9622977748513222,0.002892177,243.35,3.5025296,-0.0015893566,17650000,602.1926198005676,706,57053,0.023300001
176750,0.029234605,0.04596509,7.634271165496902,0.9447744563221931,0.0045854496,241.86,3.5025764,-0.0017227884,17675000,603.0188176631927,707,54246,0.05158
177000,0.031354442,0.04137144,7.98068979016718,0.8997463583946228,0.0057888916,247.83,3.4983227,-0.0011293956,17700000,603.8600115776062,708,57095,0.072104
177250,0.028916858,0.05633723,7.809585994704421,0.9419924654066563,0.003739924,244.92,3.4922023,-0.0021670826,17725000,604.675124168396,709,58041,0.039508
177500,0.029499067,0.103449106,7.785930954788346,0.9082415252923965,0.004308365,235.49,3.4888644,-0.0018788893,17750000,605.4863963127136,710,55525,0.046592005
177750,0.030172816,0.056270827,7.813401333087154,0.87945955991745,0.004182882,248.51,3.4879386,-0.0026678157,17775000,606.3217308521271,711,55538,0.0456
178000,0.028555738,0.05202321,7.562470487723877,0.9442780539393425,0.004975139,241.74,3.4838924,-0.0023613996,17800000,607.1663506031036,712,55685,0.057292003
178250,0.031390924,0.058627676,8.028472959657435,0.9066080376505852,0.0039414973,245.91,3.4819636,-0.001282629,17825000,608.0079345703125,713,55989,0.040236
178500,0.029868843,0.12718639,7.773783453934593,0.8248987942934036,0.0060098227,238.35,3.48165,-0.0017480126,17850000,608.8301372528076,714,56394,0.071424
178750,0.029947653,0.118736945,7.998840787578956,0.8578687459230423,0.006513539,243.16,3.4806943,-0.0011267171,17875000,609.6615030765533,715,56643,0.083856
179000,0.030133769,0.0675324,7.782905805307268,0.8811871781945229,0.0042253756,244.13,3.4812725,-0.001583562,17900000,610.4890098571777,716,55763,0.046387997
179250,0.029247925,0.12842777,7.785814125135691,0.8051266372203827,0.0063531436,242.57,3.4813714,-0.0019839045,17925000,611.3101243972778,717,56831,0.079672
179500,0.029948706,0.042725258,7.794787994720911,0.9326939359307289,0.0034884284,246.27,3.4802442,-0.0015854078,17950000,612.1209576129913,718,57471,0.033471998
179750,0.028405916,0.14014639,7.730528832209529,0.8788648024201393,0.0037347525,236.13,3.480037,-0.0012775704,17975000,612.9372010231018,719,58008,0.0387
180000,0.029633584,0.1241707,7.742679658061425,0.8500044792890549,0.0048160767,238.3,3.4802108,-0.0014159462,18000000,613.7445683479309,720,56120,0.056816004
180250,0.027947975,0.13888691,7.703774308198397,0.8730385303497314,0.0051262053,239.82,3.4778717,-0.0014682624,18025000,614.570835351944,721,57104,0.06074
180500,0.029428232,0.073304415,7.885944149714432,0.9258318096399307,0.004574986,242.73,3.473399,-0.0023822638,18050000,615.3873453140259,722,56966,0.050232
180750,0.029519917,0.091887906,7.710469780483181,0.8844775706529617,0.0054970523,241.88,3.469864,-0.0014240699,18075000,616.1989815235138,723,57522,0.069124
181000,0.030647412,0.021380322,7.743444870515032,0.9446971975266933,0.0033962769,249.24,3.4687657,-0.0020101548,18100000,617.0125420093536,724,57475,0.03214
181250,0.030120349,0.118730046,7.989200153152779,0.8697662055492401,0.005244606,239.59,3.462455,-0.0023015367,18125000,617.8316578865051,725,57939,0.063652
181500,0.029423608,0.093933634,7.849808879688803,0.9064791053533554,0.005745484,240.62,3.4600053,-0.0010694005,18150000,618.6477043628693,726,57558,0.069060005
181750,0.030680638,0.11956389,8.12166357526214,0.8656461536884308,0.0056226095,242.16,3.456485,-0.0016726028,18175000,619.4657661914825,727,55799,0.067480005
182000,0.029197173,0.1157169,7.677381370026423,0.8847953081130981,0.0062249233,240.61,3.4542346,-0.0016495378,18200000,620.2935280799866,728,56408,0.078304
182250,0.030312505,0.12179656,8.031431369820474,0.8382171094417572,0.005157241,244.1,3.4561658,-0.0016819637,18225000,621.1145737171173,729,56067,0.061863996
182500,0.030640602,0.08355881,8.123865785609997,0.879200279712677,0.006236683,244.49,3.4613423,-0.0025084172,18250000,621.9270238876343,730,57921,0.08010401
182750,0.031034533,0.028431242,7.990970919026477,0.9520044662058353,0.004617944,247.11,3.4648604,-0.001639702,18275000,622.7326664924622,731,57437,0.052383997
183000,0.032289345,0.028753623,8.343498562701152,0.9550756812095642,0.0040424643,247.65,3.4636242,-0.0011011686,18300000,623.5471048355103,732,55524,0.04314
183250,0.026258983,0.16403179,7.395871609966417,0.8990759626030922,0.0055625634,228.49,3.4594264,-0.0017261173,18325000,624.3643341064453,733,57072,0.067496
183500,0.026947975,0.19274572,7.505767301289076,0.8175574988126755,0.0039252387,235.84,3.4561698,-0.0011491214,18350000,625.1752686500549,734,57667,0.040704
183750,0.029664848,0.081820145,7.76997909812042,0.9442191310226917,0.0039258427,236.81,3.4526024,-0.0018653519,18375000,625.989981174469,735,56985,0.042
184000,0.031495202,0.06876956,8.15391548130443,0.9149561375379562,0.0033265327,242.87,3.4497533,-0.0022395912,18400000,626.8002207279205,736,55555,0.034776
184250,0.027968753,0.124464795,7.72017618955897,0.8994143158197403,0.006060593,239.23,3.452066,-0.002173859,18425000,627.6258068084717,737,56404,0.077552
184500,0.030439137,0.04826003,7.867594417103282,0.9330769181251526,0.0049920087,242.84,3.4561093,-0.0023138511,18450000,628.4456508159637,738,57285,0.059012003
184750,0.03170704,0.037489545,8.153839656035416,0.9189842492341995,0.00374804,247.53,3.4565685,-0.0009636177,18475000,629.2600181102753,739,56737,0.037844
185000,0.03163181,0.017683964,8.083469875066658,0.9707077741622925,0.0033588305,246.6,3.4545166,-0.0018042572,18500000,630.0740330219269,740,56376,0.030948002
185250,0.028588887,0.09301455,7.8816351112910255,0.9378328584134579,0.0058857077,238.73,3.448951,-0.001940269,18525000,630.8969933986664,741,56605,0.072895996
185500,0.03295402,0.035787273,8.331105285044911,0.8940768167376518,0.0037988857,249.15,3.4491806,-0.0013671725,18550000,631.7141485214233,742,54474,0.035636
185750,0.030117666,0.1047593,8.015323751041215,0.8818189576268196,0.0060316087,240.0,3.4523835,-0.002498046,18575000,632.55876994133,743,57048,0.07756399
186000,0.031546377,0.0736844,8.07259052932103,0.9242236912250519,0.005332076,241.1,3.454101,-0.002533517,18600000,633.3729524612427,744,58045,0.06324001
186250,0.030362679,0.07691767,8.004783703663598,0.9121666476130486,0.003938705,243.74,3.454781,-0.0016324027,18625000,634.1726279258728,745,55670,0.043488003
186500,0.03197611,0.0538778,8.263078072066419,0.9186509996652603,0.004768961,245.12,3.455525,-0.0012891222,18650000,634.9985265731812,746,57979,0.054048
186750,0.031188628,0.08481036,8.286849155607197,0.8890491873025894,0.003975858,242.9,3.4590125,-0.001224871,18675000,635.8180527687073,747,57454,0.040512
187000,0.028692383,0.10545518,7.574431744092726,0.898449145257473,0.005907491,238.53,3.4583821,-0.0022250623,18700000,636.6238181591034,748,55839,0.069696
187250,0.03207694,0.016645906,8.184064231190714,0.9671325273811817,0.005737177,248.57,3.457276,-0.0013197219,18725000,637.453375339508,749,57689,0.07167199
187500,0.028391588,0.087734066,7.81139609266751,0.9460403583943844,0.004488802,239.43,3.457193,-0.0015691186,18750000,638.2659819126129,750,54900,0.048004
187750,0.02794849,0.18094084,7.61644204236356,0.8475987017154694,0.0062706857,238.07,3.4600322,-0.00173754,18775000,639.1197633743286,751,54413,0.07879601
188000,0.031242982,0.05096665,8.058826096273751,0.9463024884462357,0.004142347,240.71,3.466238,-0.0019081791,18800000,639.9878907203674,752,51989,0.044536002
188250,0.030107725,0.041792456,8.09322446732498,0.9651440866291523,0.0043226928,244.64,3.4680798,-0.0019216879,18825000,640.8413834571838,753,57378,0.047496
188500,0.030475203,0.100204274,8.069118909523677,0.909070298075676,0.005281293,239.51,3.4649158,-0.0018171454,18850000,641.6559634208679,754,56532,0.06314
188750,0.031344388,0.11455444,8.084575805616405,0.7936263531446457,0.003695208,242.23,3.4638162,-0.0008502449,18875000,642.4785923957825,755,56668,0.036444
189000,0.02814336,0.1742644,7.767475770290157,0.8842823803424835,0.006236337,233.83,3.4625263,-0.0021481127,18900000,643.2856872081757,756,56701,0.078376
189250,0.031770445,0.056664407,8.281683221763233,0.9371814727783203,0.0040967213,242.41,3.4606125,-0.0019496705,18925000,644.1072580814362,757,54269,0.042655997
189500,0.02877835,0.10787942,7.674385488710398,0.9023845493793488,0.004728726,236.99,3.458117,-0.002082801,18950000,644.9478342533112,758,54967,0.052916
189750,0.03055155,0.10133557,8.10693585012641,0.9133836030960083,0.0037417985,239.99,3.453607,-0.00190004,18975000,645.7799832820892,759,55464,0.037364002
190000,0.0292078,0.12462876,8.000601547623809,0.9149061143398285,0.0036250602,232.31,3.4491146,-0.0016396235,19000000,646.6113245487213,760,57761,0.033908002
190250,0.027624577,0.18794182,7.735726579644069,0.8335380703210831,0.0045207697,236.4,3.448854,-0.0017625254,19025000,647.4249181747437,761,57045,0.052664
190500,0.02799858,0.14053476,7.4965434550175996,0.8439971804618835,0.0036338486,235.85,3.4507554,-0.0018147668,19050000,648.2371499538422,762,55628,0.037368003
190750,0.029544998,0.07059063,7.854791675672896,0.9400528743863106,0.0042349678,241.43,3.4509487,-0.0019590405,19075000,649.0607533454895,763,55171,0.047744002
191000,0.03059717,0.0535947,7.961081767294545,0.9447784647345543,0.004843234,239.91,3.4492054,-0.0018323904,19100000,649.8924453258514,764,57948,0.056560002
191250,0.027141329,0.19150743,7.489118655456114,0.8721654564142227,0.00558921,228.73,3.4488213,-0.0014595262,19125000,650.7032747268677,765,54864,0.068056
191500,0.030847557,0.08401011,8.12968022262281,0.9024318009614944,0.004737808,240.96,3.448155,-0.0018372877,19150000,651.5377810001373,766,56652,0.053748
191750,0.031522263,0.029051397,8.084992329169364,0.9561925120651722,0.00448619,244.6,3.4470773,-0.0017111965,19175000,652.3444538116455,767,57802,0.050216
192000,0.031156734,0.031031791,8.030850483549438,0.9551582150161266,0.0047700605,244.26,3.4455943,-0.0024669673,19200000,653.1543169021606,768,56942,0.053876005
192250,0.028990434,0.031579774,7.708449196779766,0.9678504057228565,0.0046621775,244.61,3.447195,-0.0025548171,19225000,653.9701285362244,769,58024,0.054284
192500,0.031642523,0.03489775,8.080942022994204,0.9359995201230049,0.0041814772,245.92,3.4541638,-0.0010428126,19250000,654.7829580307007,770,57071,0.044192
192750,0.030518558,0.07266897,8.051006126251304,0.9168539941310883,0.006320314,244.21,3.456554,-0.0020244876,19275000,655.6063029766083,771,56150,0.07997201
193000,0.030243248,0.08768878,7.904505078864531,0.9127260521054268,0.006026566,240.99,3.455752,-0.0012285108,19300000,656.4271426200867,772,56679,0.076132
193250,0.030269617,0.040830113,7.866973741271051,0.9503898248076439,0.004084122,246.25,3.4536445,-0.001534459,19325000,657.242369890213,773,55160,0.042728
193500,0.02936359,0.093012,8.010618749253299,0.9278100803494453,0.004921728,241.01,3.4547882,-0.0021938854,19350000,658.0693936347961,774,56611,0.057095997
193750,0.029797109,0.027271967,7.839003457057988,0.9730819053947926,0.004230683,242.69,3.4551022,-0.0012288813,19375000,658.8805296421051,775,54215,0.046488
194000,0.02974308,0.06606151,7.759325198185252,0.9055568128824234,0.004202246,244.62,3.45612,-0.00107992,19400000,659.7201888561249,776,57196,0.045112
194250,0.028237702,0.08248692,7.703308347796301,0.9307647943496704,0.004950112,240.21,3.458528,-0.0017185714,19425000,660.5220673084259,777,55058,0.057028003
194500,0.02907833,0.045703623,7.634388190548052,0.9538946487009525,0.0060256086,242.65,3.4601536,-0.0012376055,19450000,661.3565602302551,778,54387,0.075927995
194750,0.03240284,0.020021953,8.274155909427936,0.959133792668581,0.004923548,248.32,3.461275,-0.0019700122,19475000,662.1939821243286,779,57157,0.056251995
195000,0.029283917,0.022441696,7.758210530803417,0.9819256495684385,0.0037970294,242.81,3.460191,-0.0019013772,19500000,663.0022675991058,780,57872,0.037256
195250,0.028774288,0.05843558,7.617174815777307,0.939770545810461,0.006258738,241.71,3.4532242,-0.001628646,19525000,663.808322429657,781,57283,0.080372
195500,0.029322648,0.07493418,7.9505957490133365,0.9272279962897301,0.0042589176,242.27,3.4478097,-0.002014345,19550000,664.6283278465271,782,56137,0.047836
195750,0.033029187,0.034792535,8.287127167084837,0.9130039364099503,0.0038938522,248.05,3.44095,-0.0016554078,19575000,665.447610616684,783,57041,0.040472
196000,0.029670285,0.09522221,7.921332747070774,0.8856287896633148,0.006689151,242.82,3.430697,-0.0012575088,19600000,666.2611091136932,784,56006,0.087608
196250,0.030676946,0.07661319,8.038220439552534,0.884444922208786,0.0065724864,245.15,3.4238822,-0.0014658498,19625000,667.0741300582886,785,57243,0.08298399
196500,0.028774327,0.1396822,7.694665020776808,0.848842591047287,0.004362925,239.93,3.423719,-0.0008076305,19650000,667.8812599182129,786,56793,0.046816
196750,0.031100417,0.0736863,8.09598043849077,0.9113343507051468,0.0057068625,246.02,3.4206848,-0.0015347177,19675000,668.6913526058197,787,55675,0.070392005
197000,0.031312358,0.10195713,8.182930616322256,0.8678622394800186,0.0069013396,244.75,3.4159255,-0.0016673084,19700000,669.519392490387,788,57912,0.088843994
197250,0.03095111,0.023255726,8.143117494888138,0.9789586793631315,0.004724349,246.07,3.414447,-0.0012029934,19725000,670.3321857452393,789,53907,0.052504003
197500,0.02899402,0.12669489,7.857737326355745,0.8969075977802277,0.006104898,237.1,3.4129899,-0.0015616821,19750000,671.1910381317139,790,55329,0.073468
197750,0.032456,0.06414317,8.303902841211078,0.8816670328378677,0.004333143,246.56,3.4130657,-0.0017161671,19775000,672.0357332229614,791,57530,0.047895998
198000,0.031176511,0.059346415,8.031953991333621,0.8942883014678955,0.0057425653,246.79,3.414044,-0.0011725402,19800000,672.8618261814117,792,54465,0.06997199
198250,0.030195538,0.089726396,7.829705696096835,0.8863726705312729,0.0042820936,239.69,3.4160995,-0.0014050961,19825000,673.6997249126434,793,56360,0.049184
198500,0.029006753,0.11843421,7.8822753344598455,0.8896579518914223,0.005237776,241.04,3.4205155,-0.0014261024,19850000,674.5279126167297,794,57340,0.061552
198750,0.030173684,0.08018644,7.788657268940005,0.8825029358267784,0.0054651024,240.77,3.4209697,-0.0013939769,19875000,675.336580991745,795,57159,0.06600399
199000,0.0306316,0.11237489,8.113397341102246,0.8387417644262314,0.0034267046,244.05,3.4185665,-0.0016047359,19900000,676.1528449058533,796,58214,0.0357
199250,0.030977646,0.078758195,7.938864149343572,0.812424823641777,0.004572472,247.14,3.4143677,-0.0021800995,19925000,676.9594931602478,797,57491,0.050656
199500,0.030089546,0.12282077,7.901560388601501,0.8467631638050079,0.0033145759,240.46,3.4089057,-0.0014614768,19950000,677.7762265205383,798,55558,0.034507997
199750,0.029323576,0.113890566,7.760676492387311,0.8739939779043198,0.0066010044,236.59,3.4053302,-0.002159888,19975000,678.6071178913116,799,56872,0.083824
200000,0.03122605,0.053308714,8.173141018788115,0.9185221046209335,0.0050052395,245.01,3.4050574,-0.0011594354,20000000,679.4251894950867,800,57825,0.057015996
200250,0.03285368,0.03229385,8.529690971773961,0.949329599738121,0.0048293807,246.51,3.40665,-0.001875601,20025000,680.226800441742,801,57378,0.055527996
200500,0.03209415,0.08005433,8.497484425578731,0.9017697125673294,0.0045640105,244.07,3.4092834,-0.0018665243,20050000,681.0373256206512,802,58431,0.049276
200750,0.030496653,0.053235214,7.938928808823948,0.9204723313450813,0.004155842,246.34,3.4114265,-0.0013808016,20075000,681.8510932922363,803,56496,0.0473
201000,0.030237231,0.19331568,8.019495650914141,0.7031720280647278,0.0056588673,238.43,3.4128158,-0.00087720825,20100000,682.6690845489502,804,55332,0.068624005
201250,0.030156836,0.15148436,8.267143136127743,0.8362513184547424,0.0072854096,240.14,3.4159477,-0.0018543918,20125000,683.5033648014069,805,56215,0.098148
201500,0.030827515,0.1025361,8.189606756020439,0.8355405181646347,0.0041120667,244.61,3.4168115,-0.0013615595,20150000,684.3252832889557,806,56331,0.045412
201750,0.029370144,0.16243838,7.775477027602028,0.8204318284988403,0.0038326387,236.51,3.4172268,-0.001436153,20175000,685.1456389427185,807,57904,0.038756
202000,0.030317377,0.07563892,8.11054626949477,0.9265531226992607,0.003140878,243.78,3.422299,-0.0016214497,20200000,685.9540340900421,808,57574,0.029223999
202250,0.0303975,0.07987259,8.059567544202737,0.9190424904227257,0.006390691,241.6,3.4272208,-0.0020187302,20225000,686.7568874359131,809,56427,0.080612
202500,0.03206228,0.07035539,8.17805745693904,0.8581768572330475,0.007562759,246.02,3.433392,-0.0017529933,20250000,687.5712471008301,810,58401,0.099475995
202750,0.030787649,0.06743505,7.947900625484762,0.8967183232307434,0.0047620507,244.78,3.438582,-0.00095809775,20275000,688.3758282661438,811,57956,0.05432
203000,0.032146864,0.053084053,8.21097197468422,0.9005817696452141,0.004795191,246.16,3.4404778,-0.0023051375,20300000,689.1793355941772,812,56665,0.055152
203250,0.030087683,0.104114294,8.008909177564638,0.8711873292922974,0.0025154469,240.51,3.4412525,-0.0018193185,20325000,689.991103887558,813,56240,0.021608
203500,0.029250856,0.12342118,7.832730804011881,0.8586274832487106,0.004795448,241.05,3.4405084,-0.0021271734,20350000,690.8195872306824,814,56587,0.056188
203750,0.032160353,0.071682975,8.286422119948474,0.8405105024576187,0.005457548,247.63,3.4392161,-0.0025510471,20375000,691.6479043960571,815,53831,0.067811996
204000,0.031041281,0.09773716,8.157801478894426,0.8505324274301529,0.0051686703,245.45,3.4360766,-0.0026671295,20400000,692.4985892772675,816,55369,0.062136006
204250,0.03078801,0.09065423,8.029068392461777,0.8772671967744827,0.0033086184,242.52,3.434029,-0.0009359439,20425000,693.3295917510986,817,57694,0.029624
204500,0.03143152,0.12694386,8.226758628339375,0.8270328193902969,0.0046413247,239.41,3.4326367,-0.0018683735,20450000,694.1404659748077,818,57587,0.054504
204750,0.028406836,0.12294503,7.718769899819217,0.869962751865387,0.0038849823,239.27,3.427259,-0.0018894726,20475000,694.9537100791931,819,57662,0.041488
205000,0.028115103,0.14876716,7.761976115847428,0.8644376844167709,0.005146466,238.53,3.4249668,-0.001104383,20500000,695.7636544704437,820,57820,0.063024
205250,0.026723374,0.22315058,7.423401447278513,0.8405461311340332,0.005557583,232.97,3.4254391,-0.0017744873,20525000,696.5703101158142,821,57246,0.069216
205500,0.0292945,0.20787208,8.15156614919214,0.8495223820209503,0.0051430454,232.48,3.4243343,-0.001816928,20550000,697.3811266422272,822,58289,0.064408
205750,0.030279493,0.1121401,8.007046339438022,0.8791807889938354,0.005035985,238.44,3.4212365,-0.0022799752,20575000,698.1828830242157,823,58266,0.058107994
206000,0.030231014,0.10779208,7.995079510407659,0.8880108445882797,0.0039572986,239.25,3.4164238,-0.001643202,20600000,698.9890220165253,824,54592,0.0414
206250,0.030433984,0.06641912,8.045039563504174,0.9423912353813648,0.0046050497,238.83,3.4113216,-0.0017786224,20625000,699.820925951004,825,55668,0.051391996
206500,0.029370889,0.14097002,7.935640232067271,0.894121840596199,0.0057696784,234.24,3.4110665,-0.0019002892,20650000,700.6605339050293,826,54598,0.069304
206750,0.03042006,0.11322273,8.003046102482186,0.8890688493847847,0.005151241,236.15,3.411024,-0.0021498392,20675000,701.4946002960205,827,53537,0.060816
207000,0.030141855,0.099499315,8.053837932790042,0.9181467443704605,0.004115429,238.43,3.4107716,-0.0022098096,20700000,702.378874540329,828,54985,0.047876004
207250,0.030556668,0.08315469,8.142422301250928,0.9227953553199768,0.005064771,240.06,3.4128985,-0.0016813535,20725000,703.2301242351532,829,55776,0.061075997
207500,0.030011917,0.09571804,7.99496794978586,0.9097314774990082,0.0051939287,238.93,3.4134965,-0.0017952925,20750000,704.0737192630768,830,55818,0.062736
207750,0.029200613,0.075630926,7.973299807380072,0.9527159966528416,0.004739809,240.03,3.4123898,-0.0020473725,20775000,704.9001278877258,831,52736,0.053784
208000,0.032056928,0.05571241,8.077786181797673,0.8928217142820358,0.006341105,246.65,3.4096744,-0.0013105386,20800000,705.7618379592896,832,54126,0.080268
208250,0.030123262,0.05133275,7.901745687224211,0.9363377094268799,0.004697223,244.18,3.4043312,-0.0022576235,20825000,706.6013956069946,833,55570,0.052288003
208500,0.030356167,0.05873864,8.043611413159615,0.942264910787344,0.0059234025,241.45,3.4021099,-0.0016188519,20850000,707.4254515171051,834,56465,0.075296
208750,0.028747974,0.08581169,7.720744306283775,0.9261994585394859,0.005792796,241.17,3.4032626,-0.0011980983,20875000,708.2365734577179,835,56424,0.071936
209000,0.029710522,0.084735185,7.794384916298522,0.880163237452507,0.0035863582,244.38,3.4037411,-0.0017383943,20900000,709.053923368454,836,57404,0.033752
209250,0.028895257,0.1688401,7.8156753424106,0.8384334444999695,0.0049824393,237.45,3.4039085,-0.0019404195,20925000,709.8551483154297,837,57117,0.05816
209500,0.030401824,0.11938666,8.07840777214773,0.8712048232555389,0.0047457647,243.26,3.40655,-0.0016475407,20950000,710.6813881397247,838,56234,0.054811995
209750,0.02924529,0.11388676,7.889137548347216,0.878431499004364,0.008140421,243.47,3.4126446,-0.0023414001,20975000,711.5022621154785,839,56651,0.10689999
210000,0.029375572,0.055068083,7.952404987650195,0.9465470723807812,0.003755701,244.83,3.4182122,-0.0013282071,21000000,712.3237776756287,840,56187,0.036912
210250,0.03135273,0.053592496,8.217727411267333,0.9474899917840958,0.0038305938,244.94,3.4172757,-0.0019846796,21025000,713.142436504364,841,56151,0.038572
210500,0.03167497,0.061074834,8.324490285308638,0.9098173081874847,0.0046282792,246.16,3.4123864,-0.0019028177,21050000,713.9611573219299,842,57302,0.050831996
210750,0.027000295,0.15618774,7.442897942484515,0.9106573238968849,0.0065758587,228.4,3.405639,-0.0012490406,21075000,714.7680022716522,843,57441,0.084812
211000,0.03175931,0.055278093,8.236609926035163,0.947175145149231,0.0037817075,241.93,3.4033017,-0.0018801165,21100000,715.5911083221436,844,55901,0.03894
211250,0.031429987,0.055665344,8.05658658668191,0.9083954989910126,0.0039136,243.98,3.4015052,-0.001380935,21125000,716.414826631546,845,57769,0.040704
211500,0.0314263,0.07578069,8.28966706108169,0.9072979390621185,0.004267204,242.96,3.401284,-0.0021914311,21150000,717.2229099273682,846,55261,0.04752
211750,0.03104345,0.14846581,8.200216678467768,0.8067788481712341,0.005835968,241.51,3.3998444,-0.0015531259,21175000,718.0563476085663,847,55364,0.074644
212000,0.031324595,0.121528685,8.227788806059907,0.7585091441869736,0.006587904,244.86,3.3993797,-0.0022085344,21200000,718.8835399150848,848,55965,0.087508
212250,0.03179266,0.052117415,8.258890259504623,0.9187140911817551,0.006252271,246.52,3.4001205,-0.0023250284,21225000,719.702427148819,849,54539,0.078744
212500,0.031481523,0.044861224,8.242367593469899,0.9156182557344437,0.0038503427,247.85,3.4008307,-0.0014625385,21250000,720.5380384922028,850,55041,0.039508
212750,0.030939141,0.060672622,8.042882572769905,0.9176807776093483,0.0039375173,244.42,3.4047904,-0.0014097056,21275000,721.3607113361359,851,57625,0.039392002
213000,0.031913232,0.07660056,8.164442612597734,0.848157599568367,0.004552386,245.2,3.4069848,-0.001027187,21300000,722.1760451793671,852,54508,0.049604
