serial_timesteps,true_reward,value_loss,ep_reward_mean,explained_variance,approxkl,ep_len_mean,policy_entropy,policy_loss,total_timesteps,time_elapsed,n_updates,fps,clipfrac
341500,0.031127136,0.07532598,8.235287237448683,0.9354182630777359,0.0055144755,242.03,3.3111477,-0.001789286,34150000,1143.4436614513397,1366,56039,0.06796
341750,0.03174135,0.08180238,8.471556177387502,0.9293038547039032,0.00407936,241.24,3.304525,-0.0022288137,34175000,1144.2547678947449,1367,56980,0.045312
342000,0.03422061,0.04225959,8.976437369017749,0.9501386359333992,0.0055029234,246.92,3.3024445,-0.001658154,34200000,1145.0649259090424,1368,55381,0.066792
342250,0.033641383,0.038871944,8.682751015793874,0.9583052061498165,0.004468645,244.32,3.2991238,-0.0020886627,34225000,1145.8843929767609,1369,57520,0.049535997
342500,0.032382447,0.04638005,8.558829694274046,0.9629737362265587,0.0050961887,242.08,3.3001332,-0.0018192816,34250000,1146.6924726963043,1370,57239,0.060876
342750,0.03338417,0.031859837,8.676306971911481,0.9575217068195343,0.0042098607,245.77,3.3046951,-0.0019894638,34275000,1147.497540473938,1371,57617,0.044852
343000,0.03310286,0.066658095,8.796689326260093,0.9404880627989769,0.004562825,243.04,3.3075223,-0.0017203748,34300000,1148.2981615066528,1372,56522,0.050548
343250,0.03475759,0.06588574,8.860052960406465,0.8839955255389214,0.005713658,245.34,3.307078,-0.0017357564,34325000,1149.112710237503,1373,55586,0.07004
343500,0.033396505,0.02467918,8.548074890514108,0.9590722694993019,0.0044501848,247.08,3.3042533,-0.0022552633,34350000,1149.9472007751465,1374,55357,0.05036
343750,0.03362269,0.0956988,8.707764300181056,0.8947411924600601,0.0054077916,242.44,3.29886,-0.0020549009,34375000,1150.788820028305,1375,53556,0.06668399
344000,0.032045133,0.12922354,8.737184490400432,0.9036223664879799,0.0047043473,242.43,3.2945442,-0.00094774057,34400000,1151.654329776764,1376,54418,0.052476
344250,0.034512736,0.060250163,8.833799579545266,0.8896127566695213,0.0046678185,246.52,3.2938762,-0.0022015232,34425000,1152.4954416751862,1377,54659,0.053952
344500,0.03363,0.058851905,8.580720504450547,0.893676184117794,0.0052292882,246.37,3.2957108,-0.0012643193,34450000,1153.323056936264,1378,56749,0.061796
344750,0.032350916,0.06458904,8.622627165487756,0.9422133900225163,0.0046384474,243.38,3.294021,-0.0012953037,34475000,1154.1415448188782,1379,53823,0.053428
345000,0.032257855,0.08657567,8.442748729169253,0.8926404789090157,0.0053111264,245.56,3.2911544,-0.002215209,34500000,1155.0004661083221,1380,48969,0.06578399
345250,0.03034475,0.116575375,8.225518790682809,0.9243100211024284,0.008402811,239.52,3.2918515,-0.0027540142,34525000,1155.8866982460022,1381,58136,0.11528001
345500,0.034282207,0.05043904,8.85644602801046,0.9365337938070297,0.0064210594,245.61,3.288716,-0.0016958878,34550000,1156.6835253238678,1382,57367,0.082704
345750,0.033065487,0.107035026,8.582601092600743,0.8650624305009842,0.00733569,244.16,3.2831795,-0.0023278417,34575000,1157.4926447868347,1383,58368,0.097796
346000,0.032942805,0.036677428,8.64946060070666,0.9590355306863785,0.0059319446,246.62,3.2784896,-0.0014052811,34600000,1158.2935812473297,1384,55326,0.07213999
346250,0.034152854,0.082234226,8.839868557461086,0.8909314796328545,0.005480227,243.92,3.2721775,-0.0016666265,34625000,1159.115221977234,1385,57614,0.066056
346500,0.031710323,0.11731634,8.474400648677328,0.8797389641404152,0.0050761034,240.95,3.2670395,-0.0019013446,34650000,1159.9294075965881,1386,56020,0.058135998
346750,0.03168256,0.106551155,8.572389100706177,0.935357503592968,0.004702743,238.13,3.267278,-0.0015903149,34675000,1160.7410552501678,1387,58271,0.053891998
347000,0.03098224,0.07061358,8.502446706550455,0.9596636928617954,0.005747835,239.94,3.2692173,-0.0020783036,34700000,1161.5384831428528,1388,57301,0.070496
347250,0.03326546,0.08435266,8.962606346780122,0.9324761778116226,0.006911496,243.32,3.2715144,-0.00141576,34725000,1162.3587143421173,1389,57900,0.091284
347500,0.032602556,0.147558,8.485804641326231,0.8546682000160217,0.004904039,237.55,3.273793,-0.0019942466,34750000,1163.1645171642303,1390,56795,0.057736002
347750,0.031891864,0.113483965,8.620080924397444,0.9046167805790901,0.004754037,240.57,3.2752652,-0.0021725907,34775000,1163.982013463974,1391,58049,0.053724002
348000,0.03333377,0.08818026,8.660838068868417,0.8933326452970505,0.0051614135,244.35,3.274442,-0.0018900784,34800000,1164.7853026390076,1392,56950,0.061696
348250,0.0347106,0.07367489,9.058393178165133,0.9141937494277954,0.0057246173,243.93,3.264742,-0.0020453273,34825000,1165.597977399826,1393,56382,0.071856
348500,0.03176544,0.21774288,8.532699600635423,0.8146337568759918,0.0065170764,231.92,3.258257,-0.0015366796,34850000,1166.4215877056122,1394,55559,0.08200799
348750,0.033554144,0.08262611,8.791347281634165,0.9252132028341293,0.00405059,239.84,3.2538712,-0.0013827976,34875000,1167.2488718032837,1395,56282,0.042500004
349000,0.033650234,0.1008697,8.700803830528985,0.9056661352515221,0.0050971303,236.85,3.2510056,-0.0012917826,34900000,1168.063285112381,1396,56601,0.061720002
349250,0.033081204,0.08635799,8.836567008283618,0.92508514970541,0.0049260096,241.26,3.2499726,-0.0019046934,34925000,1168.874332666397,1397,58504,0.056944
349500,0.03304579,0.09548835,8.459872238049957,0.9272052720189095,0.005363309,237.58,3.2515118,-0.0018463932,34950000,1169.6760647296906,1398,57789,0.06507599
349750,0.031694084,0.07203544,8.620279470646437,0.948782417923212,0.005906314,241.86,3.2549694,-0.0027965354,34975000,1170.4903626441956,1399,54082,0.076032
350000,0.032980308,0.035609942,8.528156349558106,0.9636041037738323,0.004670126,243.31,3.2546227,-0.0012076193,35000000,1171.3131856918335,1400,54845,0.052408002
350250,0.031977605,0.1651642,8.66939077237581,0.8755363002419472,0.007906281,238.37,3.2500553,-0.0021540804,35025000,1172.1402230262756,1401,56962,0.105736
350500,0.0342265,0.03521967,8.915139189077582,0.9581174701452255,0.0041888934,247.39,3.2486053,-0.0007147532,35050000,1172.9547243118286,1402,57976,0.045904003
350750,0.03342467,0.11139635,8.714521456528455,0.8993909507989883,0.005881619,237.87,3.2452474,-0.0022803661,35075000,1173.7618553638458,1403,57064,0.068668
351000,0.033140883,0.14922504,8.727025419301253,0.8293786197900772,0.006567487,240.97,3.238837,-0.0014917657,35100000,1174.5778844356537,1404,56971,0.083492
351250,0.033339627,0.06378144,8.975261731672031,0.95575350522995,0.0056917327,240.98,3.235001,-0.0020050113,35125000,1175.400152683258,1405,57742,0.06976
351500,0.03157008,0.11915938,8.776456760898872,0.9293469339609146,0.0059688585,237.22,3.234143,-0.0016802056,35150000,1176.2191336154938,1406,57169,0.075435996
351750,0.031876758,0.11513738,8.852305743147154,0.9297019615769386,0.0063064634,238.08,3.235962,-0.0015812652,35175000,1177.0289940834045,1407,57821,0.08239599
352000,0.03466849,0.07856884,8.877282165436808,0.8818923309445381,0.0064464225,244.59,3.2343812,-0.0019595234,35200000,1177.8362441062927,1408,58115,0.080612
352250,0.032875672,0.10722647,8.625016659190377,0.864011138677597,0.008361805,243.71,3.2291179,-0.002150457,35225000,1178.630426645279,1409,57387,0.110135995
352500,0.03294764,0.08783281,8.650307058067883,0.9004786163568497,0.0053755576,245.76,3.2273495,-0.0018197857,35250000,1179.4336862564087,1410,56949,0.064072
352750,0.032888815,0.038878627,8.631719742797086,0.9643547274172306,0.0058546094,242.92,3.227644,-0.0016961902,35275000,1180.279393196106,1411,49148,0.07349999
353000,0.03424982,0.010391182,8.747769566125061,0.9863395262509584,0.004435247,246.03,3.2289212,-0.002538313,35300000,1181.2091648578644,1412,51504,0.051
353250,0.03205498,0.11367532,8.559611200099607,0.9093459323048592,0.004645345,238.85,3.2260711,-0.0017323268,35325000,1182.119844675064,1413,49498,0.051375996
353500,0.032977577,0.11343078,8.721548376847716,0.9049048349261284,0.0052015185,237.23,3.2257867,-0.0012670618,35350000,1183.0815544128418,1414,47174,0.062476
353750,0.032190826,0.082743004,8.508638342188206,0.9332214146852493,0.0043105497,239.52,3.2254517,-0.0017741552,35375000,1184.015127658844,1415,54530,0.047136
354000,0.033233386,0.06317146,8.669530448964286,0.9358976781368256,0.005577191,242.67,3.2245564,-0.0018106226,35400000,1184.8696670532227,1416,53660,0.065804005
354250,0.031652894,0.092691675,8.539688633477272,0.9411468207836151,0.005584729,235.81,3.2239838,-0.0013777715,35425000,1185.7260863780975,1417,55796,0.067036
354500,0.03178777,0.121690534,8.503672768508041,0.9139194637537003,0.0048830686,237.94,3.2243466,-0.0016756493,35450000,1186.57555103302,1418,55048,0.058936
354750,0.03502434,0.094178244,9.168001982383466,0.9070868417620659,0.0043086116,243.36,3.2239273,-0.0013446612,35475000,1187.4283158779144,1419,55383,0.046616
355000,0.030387107,0.14244214,8.353985699089534,0.9160628989338875,0.005332157,235.19,3.2210116,-0.0022436925,35500000,1188.2932724952698,1420,53388,0.06552
355250,0.033647936,0.12921973,8.788989674794793,0.8718996495008469,0.00468183,240.61,3.2191746,-0.0016899578,35525000,1189.1560895442963,1421,54343,0.053756
355500,0.03298204,0.09097035,8.75197184110872,0.9210652261972427,0.005987164,240.48,3.2175355,-0.002423516,35550000,1190.007512807846,1422,55668,0.07632001
355750,0.032836054,0.09832726,8.545919905710234,0.9037171974778175,0.0056024226,242.43,3.2143052,-0.0019059886,35575000,1190.866691350937,1423,50292,0.067172
356000,0.03359666,0.15702721,8.838137330999352,0.8268039971590042,0.0052622515,241.24,3.2094333,-0.0019397289,35600000,1191.750203371048,1424,55910,0.062696
356250,0.034109026,0.08443917,8.798524528192356,0.9033050537109375,0.00743013,242.69,3.20256,-0.0015796523,35625000,1192.6055557727814,1425,54716,0.096456
356500,0.031805094,0.08823173,8.41947320069592,0.9286056458950043,0.0056463294,241.77,3.19427,-0.0015852554,35650000,1193.4736161231995,1426,40270,0.067996
356750,0.032957967,0.122950174,8.676182123971849,0.8977798670530319,0.0050424063,239.6,3.1874938,-0.0009751868,35675000,1194.490385055542,1427,53420,0.059020005
357000,0.03204159,0.0957405,8.62989127864279,0.9142768085002899,0.0065093352,242.23,3.1806874,-0.002197116,35700000,1195.3465766906738,1428,54784,0.085112
357250,0.032834657,0.1491991,8.879764900374903,0.8786541372537613,0.007773964,240.25,3.1774154,-0.0016805843,35725000,1196.2009544372559,1429,57206,0.10157599
357500,0.031968527,0.11165075,8.388914185860559,0.9008557423949242,0.0054157325,236.33,3.1791697,-0.0009532001,35750000,1197.015466928482,1430,54184,0.062924
357750,0.03400985,0.06783384,8.821437875076066,0.9229572340846062,0.0059389975,243.96,3.1786447,-0.0014263365,35775000,1197.8642301559448,1431,54329,0.072632
358000,0.033339743,0.054250937,8.72037836186513,0.9490175098180771,0.006056152,245.29,3.1772676,-0.001723282,35800000,1198.6921207904816,1432,56007,0.07636
358250,0.03259783,0.07286223,8.593268005514256,0.9380727261304855,0.007936411,241.35,3.1743715,-0.0021929448,35825000,1199.5068898200989,1433,56119,0.10303601
358500,0.033081915,0.08899357,8.621395501910131,0.9019765332341194,0.0058756834,242.36,3.171973,-0.0018930702,35850000,1200.318844795227,1434,57016,0.072352
358750,0.032511912,0.07156485,8.646604362067016,0.9335983991622925,0.0035503998,245.94,3.171487,-0.0017211012,35875000,1201.1562654972076,1435,56881,0.035499997
359000,0.031983256,0.12188925,8.507760512914865,0.915328174829483,0.005174455,237.81,3.172278,-0.0017701297,35900000,1201.9739484786987,1436,57063,0.062147997
359250,0.032921594,0.15337725,8.809841723989521,0.8711526095867157,0.0058308826,239.77,3.174658,-0.0017428657,35925000,1202.7856290340424,1437,57016,0.072924
359500,0.032882653,0.10528598,8.777975502091008,0.917430467903614,0.004270599,239.03,3.1755176,-0.0014642092,35950000,1203.5953092575073,1438,55852,0.046664
359750,0.032744046,0.055069976,8.646974776433476,0.9542623497545719,0.006813,242.1,3.1771944,-0.0019009646,35975000,1204.4215681552887,1439,54571,0.085980006
360000,0.03266635,0.15265028,8.532786539993431,0.8758590072393417,0.00589884,232.42,3.1784832,-0.0012665046,36000000,1205.2460896968842,1440,54233,0.072524
360250,0.032926805,0.106684625,8.503438381354263,0.8680192679166794,0.005305049,239.69,3.1787133,-0.0019590755,36025000,1206.0818555355072,1441,55598,0.063636005
360500,0.032958124,0.119568266,8.55445947307206,0.899672619998455,0.004567654,237.49,3.1771078,-0.0009818971,36050000,1206.908361196518,1442,56258,0.052460004
360750,0.027769946,0.25358874,7.993065041686841,0.8735910058021545,0.004823263,226.18,3.1752431,-0.0014596314,36075000,1207.7210745811462,1443,58079,0.058128
361000,0.035705145,0.03270231,9.047318531750179,0.9303810819983482,0.003979154,247.69,3.1733246,-0.0020602164,36100000,1208.5261216163635,1444,56514,0.041308
361250,0.033017524,0.16671064,8.767018782140113,0.871215745806694,0.004355294,231.94,3.1684787,-0.0014355995,36125000,1209.3413343429565,1445,57065,0.046308
361500,0.033610824,0.062190354,8.608347687919867,0.9178759455680847,0.0044911713,241.97,3.1631305,-0.0019797506,36150000,1210.153822183609,1446,56079,0.051560003
361750,0.033689816,0.06364833,8.9359006637536,0.9340831711888313,0.0055641,244.39,3.1540701,-0.0013199778,36175000,1210.9755477905273,1447,57232,0.069792
362000,0.03265054,0.103522256,8.640588827195462,0.8903235271573067,0.0051691276,243.01,3.1487842,-0.0015266461,36200000,1211.7813313007355,1448,57216,0.062272
362250,0.034108438,0.05142477,8.76548186143118,0.9449243061244488,0.0045722653,241.99,3.150401,-0.0026032256,36225000,1212.604351758957,1449,54208,0.054256
362500,0.033844743,0.09558227,8.900923229110713,0.9008137583732605,0.0061565796,242.18,3.1456828,-0.0015451496,36250000,1213.4369747638702,1450,57663,0.077916
362750,0.033621024,0.12859458,8.561963533536536,0.7947893887758255,0.006796211,241.09,3.1416593,-0.0022441822,36275000,1214.2422142028809,1451,56500,0.08482
363000,0.03262627,0.085031725,8.664771976308257,0.9137825816869736,0.005738154,243.52,3.1426797,-0.0021023622,36300000,1215.074828863144,1452,56233,0.071168005
363250,0.034237865,0.05950405,8.715268060840112,0.9321386143565178,0.006071581,243.68,3.1425285,-0.0015042874,36325000,1215.908626317978,1453,53518,0.077112
363500,0.03475452,0.029007453,8.79194115727847,0.9458617344498634,0.00498963,247.36,3.1420121,-0.0013841406,36350000,1216.748356103897,1454,54852,0.057824004
363750,0.0341556,0.046735384,8.832292528479966,0.9473732821643353,0.0051964405,243.7,3.137833,-0.0016966343,36375000,1217.5842905044556,1455,57348,0.059136003
364000,0.034438394,0.11853416,8.898796425116888,0.8676657825708389,0.0046549505,241.9,3.1310463,-0.0015755121,36400000,1218.3910522460938,1456,56504,0.053292
364250,0.033379287,0.058137983,8.695176925293145,0.9509180262684822,0.0036537994,242.18,3.130041,-0.0015538374,36425000,1219.2004282474518,1457,57827,0.036528
364500,0.032179322,0.08059193,8.606148416988509,0.9365346282720566,0.0054524867,240.13,3.130478,-0.0020653035,36450000,1220.0034596920013,1458,56794,0.06754801
364750,0.031208616,0.114280224,8.234726359903835,0.9112703204154968,0.00831117,240.76,3.1338134,-0.002165642,36475000,1220.816371679306,1459,56736,0.105780005
365000,0.033714324,0.14033344,8.777262062427326,0.8630714863538742,0.0070221303,238.28,3.1377885,-0.0019716343,36500000,1221.633236169815,1460,56878,0.091400005
365250,0.032067608,0.14551863,8.590672920279326,0.883147120475769,0.0064999484,238.2,3.1388779,-0.0023753804,36525000,1222.4536888599396,1461,58165,0.08388399
365500,0.032254115,0.15768318,8.468543278204882,0.8576453328132629,0.008641592,234.24,3.1393244,-0.0019221648,36550000,1223.2602379322052,1462,56401,0.11194799
365750,0.03549583,0.026667908,9.042633300928092,0.9598220810294151,0.0061937273,246.23,3.1408036,-0.0016772138,36575000,1224.0751621723175,1463,55953,0.07703201
366000,0.035319667,0.07812148,8.98017452622964,0.8575010448694229,0.008418544,245.26,3.1403892,-0.0015846239,36600000,1224.9042401313782,1464,57492,0.11269601
366250,0.034347035,0.02479386,8.746291085943085,0.9630867838859558,0.0045174416,245.8,3.1401317,-0.00145961,36625000,1225.7157003879547,1465,57019,0.048216004
366500,0.03577002,0.0826568,9.027225407953111,0.7954659759998322,0.006049221,244.96,3.1395216,-0.0020308436,36650000,1226.522263765335,1466,57302,0.07772
366750,0.03362483,0.09791238,8.584108924476823,0.8223440200090408,0.0068131476,243.72,3.137566,-0.0017256988,36675000,1227.326751947403,1467,57691,0.084664
367000,0.031913288,0.2004642,8.402081485854287,0.8119114339351654,0.0033141922,234.35,3.1368215,-0.0008364938,36700000,1228.1295757293701,1468,57050,0.033423997
367250,0.03387285,0.108981684,8.861724687729184,0.8667282164096832,0.005381208,244.04,3.137663,-0.0015221363,36725000,1228.9425783157349,1469,56274,0.065344
367500,0.030802397,0.21681353,8.109070456123227,0.7946455925703049,0.0049998504,232.18,3.1380746,-0.0013474852,36750000,1229.771954536438,1470,55844,0.060672004
367750,0.033382308,0.1241497,8.764584608219147,0.8607146441936493,0.006098911,240.96,3.1387625,-0.00227536,36775000,1230.5888748168945,1471,57083,0.07440401
368000,0.031878658,0.09748791,8.290743811531454,0.8868607506155968,0.005831159,240.62,3.1440592,-0.0024029538,36800000,1231.3997354507446,1472,56914,0.071044005
368250,0.032555707,0.131358,8.550824789450362,0.8866376578807831,0.0059139687,237.09,3.1471395,-0.0023142882,36825000,1232.2120094299316,1473,55118,0.075572
368500,0.033076055,0.13537489,8.442052138681756,0.8106727302074432,0.005216211,236.33,3.1499267,-0.001022519,36850000,1233.0564308166504,1474,57809,0.060536005
368750,0.032876328,0.030378664,8.632961649538647,0.970643313601613,0.006708189,245.66,3.152131,-0.0019533248,36875000,1233.8601460456848,1475,57278,0.088328004
369000,0.03359705,0.051775258,8.398646039972627,0.8855662420392036,0.005536697,245.41,3.1542523,-0.00085994543,36900000,1234.67094540596,1476,57755,0.065232
369250,0.031590857,0.1138183,8.488063282113336,0.9021869003772736,0.004990806,237.14,3.1548905,-0.0027321973,36925000,1235.4768946170807,1477,57382,0.057711996
369500,0.03287156,0.08900777,8.765737206806916,0.9177758321166039,0.0069954954,243.6,3.1549828,-0.0024261947,36950000,1236.2880992889404,1478,57360,0.088892
369750,0.031187776,0.17904024,8.383836017868253,0.875775583088398,0.004853002,232.19,3.153527,-0.0017163083,36975000,1237.0983073711395,1479,56069,0.055875998
370000,0.032952953,0.06819339,8.572242405234283,0.9430180788040161,0.005524128,239.81,3.1530328,-0.0021174762,37000000,1237.9346852302551,1480,54607,0.066368
370250,0.031761378,0.17852965,8.57527875410402,0.820192277431488,0.0059053395,240.86,3.1500568,-0.0016947159,37025000,1238.7642378807068,1481,55736,0.074108
370500,0.032023765,0.16367427,8.59636558312818,0.8645588904619217,0.0055133356,237.21,3.1472833,-0.001669653,37050000,1239.583487033844,1482,56875,0.065740004
370750,0.03016891,0.15375999,8.352780623107162,0.8925714045763016,0.0067493706,237.75,3.144606,-0.0028698356,37075000,1240.4132733345032,1483,56279,0.089056
371000,0.03395516,0.1377473,8.698084773159572,0.7999253273010254,0.006439461,240.13,3.140657,-0.0018463101,37100000,1241.2236301898956,1484,56361,0.080032006
371250,0.032582004,0.08445103,8.58964557775921,0.9221663326025009,0.004275588,241.14,3.1370473,-0.0018805184,37125000,1242.0431003570557,1485,54415,0.046752
371500,0.034118757,0.1278421,8.891966764886748,0.8343373686075211,0.0072832084,242.51,3.1325245,-0.002343747,37150000,1242.8763098716736,1486,54734,0.098456
371750,0.03275653,0.10721193,8.788196044915804,0.9131551682949066,0.003722566,239.31,3.1296368,-0.001646998,37175000,1243.7227745056152,1487,55292,0.035796
372000,0.033045966,0.09509087,8.87246313084117,0.908839724957943,0.0054478003,243.03,3.127213,-0.0022846353,37200000,1244.5443840026855,1488,57006,0.066971995
372250,0.03422407,0.035238408,8.894798723648854,0.9535317569971085,0.005447705,246.97,3.1233928,-0.0019796176,37225000,1245.3564047813416,1489,57085,0.064256
372500,0.03356648,0.08742158,8.711969432797286,0.8420442491769791,0.0056191063,246.17,3.121673,-0.002108049,37250000,1246.1693592071533,1490,55900,0.068059996
372750,0.03544698,0.054937474,9.040985200118957,0.908210314810276,0.0068755015,248.83,3.1211433,-0.0015407021,37275000,1246.9997279644012,1491,55334,0.087423995
373000,0.033692542,0.05106632,8.673158239125568,0.9249613434076309,0.005218625,247.14,3.1190906,-0.002217739,37300000,1247.8402388095856,1492,57049,0.061532
373250,0.032802198,0.076647945,8.610160054086155,0.9028897136449814,0.007362666,245.86,3.1161854,-0.0015986912,37325000,1248.650393486023,1493,57153,0.09732801
373500,0.03295116,0.042175867,8.467620321628047,0.9464774802327156,0.006881971,247.46,3.1150975,-0.0016977353,37350000,1249.4635891914368,1494,57560,0.090516
373750,0.034320094,0.0545092,8.798463104378193,0.9140141382813454,0.0075104535,246.24,3.1167793,-0.0013612474,37375000,1250.2655124664307,1495,56079,0.101532
374000,0.031787902,0.12381955,8.450784114498601,0.8519323766231537,0.006982216,245.22,3.1181433,-0.0019218465,37400000,1251.0871450901031,1496,56364,0.091928
374250,0.03271636,0.065157905,8.62083059376646,0.921705387532711,0.0045660385,246.3,3.1174407,-0.0021426405,37425000,1251.9001607894897,1497,57325,0.053732
374500,0.034563314,0.019747004,8.901035820407074,0.9723834954202175,0.0048224167,247.68,3.1156542,-0.0022798372,37450000,1252.705295085907,1498,56157,0.05496
374750,0.03235917,0.11677742,8.60894081023087,0.886946015059948,0.005431502,243.0,3.1130047,-0.0013127967,37475000,1253.5219328403473,1499,53703,0.064456
375000,0.034714453,0.036955003,8.912338797421308,0.9556332603096962,0.0041263103,246.43,3.1105561,-0.0019825925,37500000,1254.3713955879211,1500,57318,0.045052
375250,0.033397064,0.05391302,8.662700045826714,0.9276986941695213,0.004575584,246.14,3.1062818,-0.0015972942,37525000,1255.184005022049,1501,54888,0.052356005
375500,0.03350721,0.059605587,8.85475289884489,0.9377534575760365,0.0051920926,244.43,3.101703,-0.002033244,37550000,1256.0097320079803,1502,57621,0.062659994
375750,0.03559364,0.040806957,8.885714884738391,0.9079067558050156,0.0060349097,247.61,3.1002421,-0.0019676685,37575000,1256.8095428943634,1503,56589,0.071380004
376000,0.0322287,0.1601959,8.59441215962479,0.8610792905092239,0.006116913,238.23,3.099934,-0.0018180147,37600000,1257.6329922676086,1504,57247,0.07721199
376250,0.031981513,0.13331261,8.60948362510574,0.8959514200687408,0.0063301683,240.82,3.100582,-0.0017983936,37625000,1258.4482026100159,1505,56872,0.083408
376500,0.03449936,0.051580984,8.711772290038644,0.9028530269861221,0.0043663406,246.17,3.1051002,-0.0016886225,37650000,1259.2544541358948,1506,57096,0.045636
376750,0.03485484,0.040136695,8.711636862134819,0.8915535509586334,0.008586318,247.52,3.1076539,-0.0016981245,37675000,1260.0658602714539,1507,56704,0.10190799
377000,0.03175442,0.09710362,8.553252993167549,0.9217690378427505,0.0073600626,242.15,3.1075437,-0.0015694698,37700000,1260.8793308734894,1508,56003,0.097643994
377250,0.032732684,0.09185348,8.627049279008467,0.9166753962635994,0.0050417786,240.46,3.107865,-0.0013572531,37725000,1261.695454120636,1509,57301,0.059704006
377500,0.034622103,0.025373548,8.90689053494454,0.9625721089541912,0.006274616,247.72,3.1047397,-0.0012865169,37750000,1262.5036215782166,1510,55443,0.078636
377750,0.03549896,0.021333376,9.015459761787751,0.9641587287187576,0.005955561,247.73,3.0942037,-0.0022383393,37775000,1263.331950187683,1511,55930,0.075648
378000,0.03356717,0.0787981,8.921776956807298,0.9310656115412712,0.006389013,242.98,3.0798707,-0.0022402294,37800000,1264.144415140152,1512,56312,0.081592
378250,0.03145039,0.104455255,8.601738961495867,0.9322146400809288,0.0056364387,237.92,3.0724382,-0.0015759494,37825000,1264.9703409671783,1513,53877,0.06958
378500,0.033678085,0.091709055,8.824512565610949,0.8861254453659058,0.005594288,245.24,3.0649953,-0.00092936336,37850000,1265.8107552528381,1514,57877,0.06836401
378750,0.031644996,0.11247553,8.72359212053605,0.9265970289707184,0.0058575873,241.26,3.0587935,-0.0022622026,37875000,1266.6204617023468,1515,54895,0.071587995
379000,0.033607773,0.033797324,8.899958503326015,0.9691467992961407,0.0049491804,245.0,3.0559416,-0.0024473264,37900000,1267.4492509365082,1516,57839,0.055336
379250,0.03128854,0.1764545,8.552650966965976,0.8565549999475479,0.005851376,239.68,3.0498405,-0.0016652517,37925000,1268.2509155273438,1517,58113,0.072348006
379500,0.03185767,0.07313243,8.56736645450379,0.9578722193837166,0.006162274,238.71,3.0466037,-0.0021399788,37950000,1269.068578004837,1518,53623,0.074967995
379750,0.03135178,0.14692208,8.342900774382393,0.8756877109408379,0.0064306855,239.89,3.0443661,-0.0023191161,37975000,1269.9081704616547,1519,58223,0.081516005
380000,0.03323492,0.06079684,8.724834232322914,0.9565001614391804,0.0039025315,245.85,3.0433247,-0.0017919808,38000000,1270.7052869796753,1520,57888,0.038807996
380250,0.03253388,0.122630574,8.552713437038237,0.8866636380553246,0.004883308,238.99,3.0400696,-0.0018321553,38025000,1271.5175604820251,1521,56782,0.056560002
380500,0.03338164,0.054025143,8.594593849720804,0.9253260865807533,0.006032186,247.87,3.0361676,-0.0009403428,38050000,1272.3275835514069,1522,56974,0.076336
380750,0.035668373,0.012557176,9.077535290921624,0.9763716794550419,0.0046425597,248.6,3.028051,-0.0018580595,38075000,1273.1323716640472,1523,57434,0.052139997
381000,0.033581827,0.09842722,8.762750105011078,0.8954129666090012,0.0059805326,242.21,3.02128,-0.0017527767,38100000,1273.9405403137207,1524,50785,0.072763994
381250,0.035237554,0.07313713,9.02130144904786,0.8924585357308388,0.006270799,244.7,3.017701,-0.0015720201,38125000,1274.8328607082367,1525,54667,0.077304
381500,0.03280142,0.10413494,8.798338479853447,0.9168687462806702,0.0056420225,241.51,3.0175126,-0.0018327087,38150000,1275.6600892543793,1526,56947,0.069832005
381750,0.03392684,0.13789612,8.666187418086498,0.8220213353633881,0.0081265,242.02,3.0187898,-0.0012631665,38175000,1276.4809699058533,1527,56971,0.103488006
382000,0.033191234,0.13794816,8.458476454056376,0.7811540365219116,0.009995138,241.18,3.0192504,-0.0020073052,38200000,1277.2908110618591,1528,56485,0.135268
382250,0.031831592,0.14315449,8.609798543975357,0.8693127632141113,0.0071307034,238.47,3.0181224,-0.0014464454,38225000,1278.1096312999725,1529,55696,0.092324
382500,0.035719335,0.03331045,9.140187179459117,0.9508582539856434,0.0059884945,246.93,3.0168033,-0.0012220632,38250000,1278.9502420425415,1530,54876,0.073772
382750,0.03401982,0.07832984,8.80328157433889,0.899860791862011,0.005837576,243.97,3.0122323,-0.002117321,38275000,1279.8050575256348,1531,56651,0.071648
383000,0.035963334,0.033236653,8.998524598788855,0.9298205673694611,0.004671838,247.82,3.0063362,-0.0016812058,38300000,1280.622166633606,1532,56897,0.053071998
383250,0.034157507,0.031135866,8.884921456892721,0.963518101722002,0.005358349,247.08,3.0011935,-0.0017634493,38325000,1281.4406201839447,1533,54781,0.062668
383500,0.03233986,0.15853809,8.431283285187355,0.8447983115911484,0.004919677,237.97,2.9991927,-0.00102137,38350000,1282.2654886245728,1534,55315,0.056976
383750,0.034906227,0.02966128,8.812759892521353,0.9491963982582092,0.005849028,246.85,3.0010326,-0.0017010914,38375000,1283.092159986496,1535,57783,0.068116
384000,0.03440964,0.14334165,8.794704667047736,0.8136856704950333,0.004718072,236.85,3.002788,-0.0011896028,38400000,1283.9017763137817,1536,57996,0.054351997
384250,0.03184691,0.09961726,8.419592687715113,0.9289730861783028,0.008492659,234.54,3.002014,-0.0024855381,38425000,1284.7046554088593,1537,56703,0.113956
384500,0.033062924,0.18271783,8.330143629388003,0.7296611070632935,0.0067194127,234.73,2.997157,-0.0016506959,38450000,1285.5220358371735,1538,57342,0.08267599
