policy_loss,explained_variance,time_elapsed,ep_reward_mean,fps,serial_timesteps,total_timesteps,approxkl,ep_len_mean,value_loss,n_updates,clipfrac,true_reward,policy_entropy
-0.0014227297,0.6654550135135651,19.043094396591187,10.227530561545572,66096,4500,450000,0.0047446596,195.71,0.09867209,18,0.055072002,0.05216339,4.0838475
-0.0014321879,0.7514838129281998,19.849742889404297,9.885451391181268,69455,4750,475000,0.006603705,190.24,0.0967982,19,0.08322,0.052217804,4.085464
-0.0015662316,0.7317704856395721,20.608554124832153,10.44247746577596,69310,5000,500000,0.0042338506,202.66,0.073263146,20,0.044544,0.051804986,4.0869207
-0.0014193623,0.7775058150291443,21.37226152420044,10.767482298731375,67194,5250,525000,0.003092091,210.74,0.061661065,21,0.028420001,0.051383913,4.090295
-0.002213595,0.7608938217163086,22.15795135498047,11.404608783051444,65041,5500,550000,0.0052362615,219.52,0.059431188,22,0.064388,0.052055206,4.0920615
-0.0018761499,0.8851990476250648,22.95073628425598,12.011020349185054,66258,5750,575000,0.0038255863,227.27,0.026775816,23,0.037588004,0.053194232,4.089573
-0.0017759794,0.8533217906951904,23.746469020843506,11.580164267476722,70361,6000,600000,0.0036188085,221.44,0.040986136,24,0.033452,0.052451733,4.085962
-0.002207891,0.9287824332714081,24.51210904121399,12.213224929939024,70159,6250,625000,0.0035644218,232.0,0.017596718,25,0.036080003,0.052854702,4.0792613
-0.002154219,0.7995460480451584,25.272661209106445,11.508836848388837,68099,6500,650000,0.0047533093,214.47,0.058082122,26,0.052032005,0.053712152,4.0715704
-0.0013055804,0.8206450492143631,26.038798809051514,12.715508491281945,69014,6750,675000,0.0030359342,239.5,0.029031772,27,0.024684,0.053248502,4.063626
-0.0010590485,0.6546841263771057,26.833399057388306,11.67096440835565,68690,7000,700000,0.002928632,218.06,0.07217433,28,0.023616,0.05362305,4.051401
-0.0019043002,0.6767860352993011,27.591578483581543,12.177444381093956,66132,7250,725000,0.0053036604,227.69,0.05917439,29,0.06802,0.053420518,4.0461626
-0.0013714753,0.6528343558311462,28.367027044296265,12.288198221124766,68213,7500,750000,0.00556106,231.4,0.06223955,30,0.068863995,0.053101063,4.044448
-0.0018836312,0.665094643831253,29.142842054367065,12.37431462061676,67398,7750,775000,0.0045045307,234.73,0.0490955,31,0.04878,0.052701086,4.0451946
-0.0021267473,0.7859591692686081,29.90686011314392,12.736301207975558,67089,8000,800000,0.004469232,240.42,0.03226185,32,0.049912,0.0527747,4.0402617
-0.0012789676,0.8315862268209457,30.666098594665527,13.045869538330008,65298,8250,825000,0.0036873315,241.72,0.023236405,33,0.036080003,0.0539814,4.035127
-0.0016832609,0.8484165221452713,31.472224950790405,12.567457248216378,68030,8500,850000,0.0035701022,233.6,0.027163884,34,0.036076,0.054323334,4.0295105
-0.002203174,0.8974140956997871,32.251392126083374,12.893546745344938,70362,8750,875000,0.0032155414,237.54,0.018737588,35,0.030732,0.0542846,4.020058
-0.0021307357,0.8588303774595261,33.01185703277588,13.317223875193594,70359,9000,900000,0.0035943948,238.33,0.026178237,36,0.036856,0.055723175,4.010714
-0.002521226,0.8269257098436356,33.76481914520264,13.373344555597724,70013,9250,925000,0.0048998315,240.54,0.029220114,37,0.059068,0.05555054,4.002769
-0.0017856313,0.8022400289773941,34.52182078361511,13.051489336020968,68122,9500,950000,0.0038136505,235.81,0.040022265,38,0.036664,0.055299845,3.9922996
-0.001895863,0.830360472202301,35.29234981536865,12.608407500117028,66320,9750,975000,0.0046114605,226.37,0.044901088,39,0.053804,0.055940233,3.9796271
-0.0022775105,0.7659926265478134,36.0639591217041,12.451275925903174,67279,10000,1000000,0.0046228888,222.79,0.059454035,40,0.052907996,0.0558486,3.968171
-0.0013949738,0.8472869396209717,36.8536536693573,13.130865224571608,66914,10250,1025000,0.0037488535,233.14,0.03326976,41,0.039212,0.056507606,3.961549
-0.0025894218,0.741051435470581,37.63475275039673,12.728910146745184,65798,10500,1050000,0.005079449,225.32,0.06860532,42,0.0606,0.05646052,3.9568238
-0.0018489339,0.7944856435060501,38.41979742050171,12.749603843959921,68730,10750,1075000,0.00576308,227.36,0.050501347,43,0.073652,0.056252524,3.9546325
-0.0018330661,0.8311494737863541,39.174670934677124,14.181508825500787,67419,11000,1100000,0.003952139,244.46,0.022740172,44,0.041628003,0.05792943,3.9507403
-0.002052673,0.8272316753864288,39.966718912124634,13.85355384268205,67080,11250,1125000,0.004243329,242.26,0.026416758,45,0.046788,0.05715403,3.9426923
-0.0014991264,0.8007334619760513,40.73148322105408,13.506971664211015,65851,11500,1150000,0.0051539335,236.33,0.035835754,46,0.06108001,0.057403058,3.9330788
-0.0013142179,0.7732479125261307,41.52680730819702,13.557110402687686,66357,11750,1175000,0.0036098014,233.25,0.050169986,47,0.032812003,0.05807852,3.9268527
-0.0015908167,0.7906990945339203,42.354005336761475,13.547673756985459,66731,12000,1200000,0.004042893,228.09,0.05914706,48,0.043488,0.059142802,3.920876
-0.001879354,0.7853286862373352,43.1320583820343,12.895292209603358,67578,12250,1225000,0.004225795,220.14,0.06781644,49,0.045752,0.058390383,3.9148688
-0.0019958494,0.873651847243309,43.91146469116211,13.373555741342717,67629,12500,1250000,0.0047818315,228.4,0.03461842,50,0.055268,0.058693178,3.9080517
-0.002069796,0.6398009955883026,44.69478106498718,13.778689280818217,67730,12750,1275000,0.0051484066,232.28,0.074527405,51,0.061747998,0.05914126,3.9001033
-0.0016103484,0.8005858808755875,45.45518350601196,13.330099182821067,67368,13000,1300000,0.0035673447,229.18,0.060276438,52,0.03562,0.057932895,3.8933463
