fps,true_reward,policy_loss,time_elapsed,n_updates,ep_reward_mean,explained_variance,policy_entropy,total_timesteps,approxkl,clipfrac,value_loss,ep_len_mean,serial_timesteps
63158,0.112621926,-0.0011857282,123.9396448135376,145,5.183998820111156,0.8022553324699402,4.9520717,3625000,0.0044702124,0.047908,0.6655041,34.72,36250
60787,0.11109988,-0.0010699095,124.74063038825989,146,4.860074234977365,0.7896172255277634,4.9472895,3650000,0.0038029593,0.039224,0.6749853,33.22,36500
56213,0.111205384,-0.0027042706,125.56764268875122,147,5.14450007557869,0.7941351234912872,4.941991,3675000,0.0052238335,0.06139601,0.6647121,34.93,36750
62735,0.11215641,-0.00047098572,126.42425537109375,148,4.813038658350706,0.7873736172914505,4.933549,3700000,0.005177821,0.061068,0.68772465,32.08,37000
62502,0.11164545,-0.0026023167,127.23979210853577,149,4.872794406116009,0.7871262282133102,4.926348,3725000,0.0051354812,0.0607,0.7059487,32.62,37250
63088,0.11164274,-0.0029882523,128.04808282852173,150,4.533424041941762,0.8033474534749985,4.915927,3750000,0.005649824,0.069036,0.65241146,30.56,37500
60529,0.11256482,-0.0022914682,128.8538076877594,151,4.929934395626187,0.808309867978096,4.905226,3775000,0.0052766516,0.0611,0.63196355,33.3,37750
62551,0.1130545,-0.0023317703,129.69036102294922,152,5.0221801472455265,0.7968365401029587,4.8985205,3800000,0.004464994,0.049636,0.6821513,33.26,38000
61907,0.11354375,-0.003252728,130.5032398700714,153,5.127668197154999,0.8063473254442215,4.894292,3825000,0.0036095257,0.035424,0.6633885,34.39,38250
60079,0.11275297,-0.0024311978,131.31709146499634,154,4.84351906336844,0.8078244924545288,4.88797,3850000,0.0038897493,0.041232,0.67636764,32.65,38500
61950,0.11360414,-0.0027113822,132.1444776058197,155,5.727170361280441,0.8096604347229004,4.8828535,3875000,0.0042279246,0.045416,0.6270994,38.54,38750
61951,0.114183165,-0.0026888063,132.94918298721313,156,5.171190564036369,0.8131279200315475,4.8796544,3900000,0.0043785376,0.047011998,0.65177065,34.67,39000
60631,0.11441241,-0.0022689165,133.76023483276367,157,5.505823507234454,0.8037875890731812,4.875843,3925000,0.0048757247,0.053708006,0.68210083,36.77,39250
63119,0.115298584,-0.0027249944,134.60231280326843,158,5.677164543941617,0.8123103380203247,4.870034,3950000,0.00482783,0.052543998,0.6660682,38.27,39500
62649,0.11452804,-0.0023330296,135.40993523597717,159,4.89156499132514,0.8040653318166733,4.863324,3975000,0.004000564,0.040724,0.6727172,32.5,39750
63561,0.11487833,-0.0025364193,136.2306559085846,160,5.187584581822157,0.8004681915044785,4.8550024,4000000,0.0039533745,0.0427,0.6658156,34.94,40000
63437,0.11429824,-0.00045779138,137.03461074829102,161,5.096778494566679,0.8079089671373367,4.8484917,4025000,0.008292126,0.114084005,0.6657141,33.84,40250
61589,0.11666582,-0.0013984677,137.8394432067871,162,5.61267709992826,0.8095987439155579,4.843644,4050000,0.008455212,0.111379996,0.6826863,37.15,40500
59114,0.11624846,-0.0012457964,138.67244815826416,163,5.560886985287071,0.8044034838676453,4.839805,4075000,0.0068949433,0.088548005,0.69030344,37.29,40750
62506,0.11672949,0.0002421474,139.49998712539673,164,5.154840030074119,0.8027502298355103,4.8361044,4100000,0.007895624,0.10641199,0.6709759,34.45,41000
61367,0.1184216,-0.002529045,140.2988622188568,165,6.65490618519485,0.8077378273010254,4.8319755,4125000,0.0040452057,0.042072,0.6944591,43.6,41250
61577,0.11745927,-0.002558148,141.1139235496521,166,5.432282934784889,0.7945516407489777,4.828069,4150000,0.0048432797,0.055948,0.7481223,36.08,41500
62018,0.11751976,-0.0026978033,141.9278929233551,167,5.451603619605303,0.7996733039617538,4.8251176,4175000,0.004973759,0.058224,0.7213571,36.07,41750
61885,0.11681674,-0.0029005357,142.74712777137756,168,4.961778822094202,0.8111999183893204,4.819728,4200000,0.005639809,0.06588,0.6901957,32.59,42000
61566,0.119021945,-0.0019850386,143.56907606124878,169,5.964779854863882,0.8063913881778717,4.8110847,4225000,0.0053390916,0.06306,0.7448461,39.46,42250
62599,0.11773888,-0.0033707984,144.37887716293335,170,5.394446257576346,0.7922710329294205,4.8056097,4250000,0.0048713265,0.054808,0.7846788,35.65,42500
62132,0.118527226,-0.002857766,145.1925687789917,171,6.335557855516672,0.8021164834499359,4.801101,4275000,0.004270955,0.046975996,0.7523846,41.91,42750
61714,0.11887613,-0.0020876653,146.00002145767212,172,5.350847511738539,0.7991969138383865,4.794428,4300000,0.005103881,0.061155997,0.75805694,35.13,43000
61836,0.11959073,-0.0027718325,146.82076597213745,173,5.83319084122777,0.7990575134754181,4.787439,4325000,0.0052875136,0.0606,0.77121866,38.8,43250
61628,0.12000378,-0.0008620241,147.6461398601532,174,6.377627207264304,0.7909945696592331,4.780398,4350000,0.008018053,0.104152,0.8076979,42.89,43500
62256,0.12009478,-0.0031349952,148.47895073890686,175,6.692248679548502,0.8005688339471817,4.7761817,4375000,0.004778427,0.054840006,0.7835964,44.18,43750
61611,0.120397985,-0.0016425082,149.30281567573547,176,5.465193877890706,0.7926854938268661,4.7730765,4400000,0.004771965,0.056043994,0.8138008,36.21,44000
62081,0.12015268,-0.0011998104,150.1229603290558,177,5.866434423699975,0.7961238473653793,4.771044,4425000,0.0037887464,0.039536003,0.8742088,38.77,44250
62133,0.11956121,-0.0033462103,150.92737817764282,178,5.82782108142972,0.7898085117340088,4.767115,4450000,0.004470863,0.046191998,0.8244113,38.54,44500
63069,0.12035661,-0.0027768775,151.73145723342896,179,5.585261196494103,0.7950769662857056,4.7602797,4475000,0.005367324,0.06376,0.8171404,36.86,44750
61076,0.121426836,-0.0027608369,152.5333023071289,180,6.739069848358631,0.8080849498510361,4.752596,4500000,0.0052703815,0.061132003,0.7479275,44.34,45000
63358,0.12141238,-0.003248732,153.35376858711243,181,5.855036121830344,0.7916893362998962,4.7444124,4525000,0.0045302785,0.048456002,0.8242631,38.7,45250
