value_loss,ep_reward_mean,true_reward,clipfrac,total_timesteps,time_elapsed,policy_loss,ep_len_mean,serial_timesteps,policy_entropy,approxkl,explained_variance,n_updates,fps
0.2791769,1.5847398614883423,0.062319882,0.055456,375000,16.994946241378784,-0.0038042434,8.24,3750,5.6211953,0.0049033393,0.6108003258705139,15,50838
0.2816033,1.5813364399969578,0.06430468,0.065551996,400000,17.94754123687744,-0.004166298,8.23,4000,5.615037,0.005560989,0.623832106590271,16,47120
0.31577674,1.7892162589728833,0.06788451,0.057384003,425000,18.937617778778076,-0.004543082,9.3,4250,5.6077785,0.004880082,0.654719352722168,17,52841
0.31728688,1.6635216569900513,0.06921376,0.042179998,450000,19.865408897399902,-0.003754625,8.64,4500,5.6000643,0.0039217654,0.6745153665542603,18,51380
0.30835298,1.9201784855127335,0.07170692,0.035884,475000,20.809112310409546,-0.003522049,10.0,4750,5.5941067,0.003534478,0.6824069023132324,19,51872
0.34218866,2.271039420068264,0.07386041,0.041571997,500000,21.724586963653564,-0.0036570146,11.81,5000,5.586646,0.003998302,0.6947855353355408,20,52298
0.3740251,2.2293728291988373,0.07614908,0.042823996,525000,22.65193271636963,-0.0034690506,11.61,5250,5.5794177,0.003910047,0.709488034248352,21,51517
0.40391713,2.1096849484741687,0.07661692,0.035584,550000,23.575334787368774,-0.0026011441,10.98,5500,5.573021,0.0036498234,0.6955724358558655,22,52183
0.47236457,1.7794067826867104,0.076311335,0.027015999,575000,24.486536026000977,-0.0021278574,9.25,5750,5.5696554,0.0031992034,0.6640083193778992,23,52128
0.50915515,2.1066595773398875,0.07922271,0.045128,600000,25.422513961791992,-0.0023004387,10.95,6000,5.566905,0.0042148205,0.6758851408958435,24,48731
0.61820805,1.7800630789995193,0.079198636,0.015383999,625000,26.369674682617188,-0.0009065329,9.25,6250,5.562512,0.0026824577,0.633964478969574,25,51252
0.5531761,2.0620809626579284,0.08059736,0.041088,650000,27.294233798980713,-0.0017494175,10.73,6500,5.559144,0.0040428457,0.664227306842804,26,53287
0.589209,2.360552489310503,0.080648996,0.029700002,675000,28.2050838470459,-0.0018620699,12.31,6750,5.5554943,0.0031546876,0.668478399515152,27,52992
0.63339615,2.069873712211847,0.08168467,0.02914,700000,29.127355813980103,-0.0014069686,10.78,7000,5.5517187,0.003152707,0.6484595537185669,28,52574
