serial_timesteps,approxkl,time_elapsed,clipfrac,total_timesteps,policy_entropy,n_updates,ep_len_mean,explained_variance,policy_loss,true_reward,ep_reward_mean,value_loss,fps
43000,1356876.6,29.44410991668701,0.8964,43000,5.6308937,172,0.99,-146919.8125,0.03550044,-0.02186397,-0.021504899952560663,23.668348,2132
43250,19740.531,29.598018646240234,0.8964,43250,5.6298785,173,0.99,-16128.505859375,0.32891014,-0.02756147,-0.027171149961650373,3.4841886,2167
43500,62830.887,29.749333143234253,0.87799996,43500,5.629503,174,0.99,-17091.291015625,0.17655289,-0.027546387,-0.02717137474566698,5.8682413,2209
43750,119622.42,29.8980073928833,0.89119995,43750,5.6303415,175,0.99,-125688.1796875,0.35416192,-0.027584756,-0.027171404957771303,5.3208046,2151
44000,16162.354,30.050942420959473,0.89439994,44000,5.6310954,176,0.99,-448687.21875,0.32579732,-0.033424076,-0.03302397703751922,23.899666,2112
44250,251749.5,30.2056405544281,0.8856,44250,5.6313543,177,0.99,-47975.6796875,0.39288473,-0.033445533,-0.03302397703751922,13.037616,2102
44500,32468.912,30.35999846458435,0.89559996,44500,5.6315327,178,0.99,-18460.0859375,0.2704966,-0.0334207,-0.03302397703751922,7.6136293,2198
44750,4104.762,30.50951886177063,0.8936,44750,5.6316056,179,0.99,-48327.19140625,0.30264148,-0.03342538,-0.03302361501380801,8.123181,2132
45000,7640.591,30.66331148147583,0.8471999,45000,5.631687,180,0.99,-36442.90234375,0.26499793,-0.033250917,-0.03288914088159799,14.093226,2177
45250,3125.6687,30.81378984451294,0.8948,45250,5.6320634,181,0.99,-52042.12109375,0.04705217,-0.027544437,-0.02717137474566698,7.245281,2210
45500,358877.16,30.962019681930542,0.88359994,45500,5.632183,182,0.99,-149626.84375,0.3526296,-0.02759652,-0.027287017088383436,11.749227,2115
45750,13669.3125,31.115891933441162,0.8948,45750,5.6318026,183,0.99,-79752.171875,0.0683917,-0.027523583,-0.02716762214899063,4.0734954,2181
46000,134.92719,31.26733946800232,0.8816,46000,5.631396,184,0.99,-12358.4697265625,0.03629863,-0.021834366,-0.021505459137260916,7.750201,2223
46250,1180.8583,31.417295217514038,0.82439995,46250,5.631436,185,0.99,-33957.09765625,0.06379027,-0.021799587,-0.021504899952560663,3.953801,2223
46500,90270.58,31.56549596786499,0.8964,46500,5.6335154,186,0.99,-13121367.0,0.3404625,-0.029524833,-0.02913591990247369,268.17813,2216
46750,6817.936,31.713536977767944,0.886,46750,5.635192,187,0.99,-8430490.0,0.27310833,-0.02949583,-0.029137294571846724,159.27867,2182
47000,182996.16,31.86341118812561,0.8804,47000,5.6358476,188,0.99,-1791443.875,0.34017965,-0.029476462,-0.029137294571846724,28.797424,2320
47250,1425326.8,32.006887912750244,0.8948,47250,5.636004,189,0.99,-565319.6875,0.37938675,-0.029743768,-0.029449914377182723,31.59497,1571
47500,3757.6812,32.20163583755493,0.8828,47500,5.635999,190,0.99,-320563.0625,0.28835964,-0.033225913,-0.032968885097652674,18.589327,2074
47750,77073.71,32.3577401638031,0.88879997,47750,5.635985,191,0.99,-159826.171875,0.21493573,-0.032490976,-0.03186019906774163,9.878657,2218
48000,11392.426,32.50557589530945,0.8772,48000,5.6359725,192,0.99,-1814289.875,0.22298642,-0.029536871,-0.029137294571846724,46.282227,2202
48250,913791.0,32.655253887176514,0.89519995,48250,5.6359315,193,0.99,-1012348.3125,0.4227499,-0.033402678,-0.03294071648269892,118.2735,2217
48500,1552.198,32.80342507362366,0.8772,48500,5.635646,194,0.99,-418907.53125,0.259147,-0.03340776,-0.03302397703751922,29.857077,2192
48750,186.62949,32.95314264297485,0.85599995,48750,5.6354933,195,0.99,-395053.4375,0.15780668,-0.03340198,-0.03302397703751922,29.924448,2162
49000,54692.914,33.10504603385925,0.87880003,49000,5.635342,196,0.99,-30005.884765625,0.16104351,-0.03344018,-0.03302397703751922,7.951879,2128
49250,531429.06,33.25818347930908,0.89320004,49250,5.634093,197,0.99,-15670.15234375,0.2345963,-0.033433907,-0.03302397703751922,4.2140565,2197
49500,8679.041,33.4073371887207,0.8959999,49500,5.6314,198,0.99,-16973.099609375,0.09986333,-0.033412017,-0.03302397703751922,4.015871,2195
49750,977.11365,33.556506633758545,0.886,49750,5.630115,199,0.99,-6393.6240234375,0.25543436,-0.033418283,-0.03302397703751922,2.4812644,2256
50000,5707.3574,33.70303297042847,0.8747999,50000,5.629671,200,0.99,-8075.849609375,0.23800401,-0.03343203,-0.03302397703751922,6.4884744,2132
50250,10833.041,33.85551691055298,0.8948,50250,5.629466,201,0.99,-2260.77490234375,0.19013824,-0.0334329,-0.03302397703751922,3.2618904,1830
50500,64922.52,34.027714014053345,0.8964,50500,5.627576,202,0.99,-9550.0595703125,0.27468944,-0.033443686,-0.0330239768140018,0.6134504,2104
50750,8822.356,34.18363642692566,0.8856,50750,5.6262503,203,0.99,-14938.9892578125,0.22025593,-0.033359595,-0.032983489874750374,1.690258,2203
51000,18886.434,34.33278226852417,0.89519995,51000,5.6258225,204,0.99,-18355.794921875,0.29323664,-0.0334021,-0.03302397703751922,4.8966894,2088
51250,98396.766,34.48908185958862,0.88479996,51250,5.625624,205,0.99,-2878.302978515625,0.3017064,-0.03343682,-0.03302397703751922,4.4963675,2155
51500,223790.45,34.64128541946411,0.89559996,51500,5.6253204,206,0.99,-64258.1953125,0.31596738,-0.03338585,-0.03302397703751922,3.9135303,2112
51750,3646.3274,34.79535913467407,0.89119995,51750,5.6251717,207,0.99,-18479.814453125,0.3100058,-0.0334248,-0.03302397703751922,2.2541537,2106
52000,19440.902,34.94899773597717,0.8959999,52000,5.625112,208,0.99,-14422.7275390625,0.3375747,-0.033417895,-0.03302397703751922,1.1552281,2160
52250,61735.24,35.10003113746643,0.87999994,52250,5.6250925,209,0.99,-22215.103515625,0.28262118,-0.033393804,-0.03302397703751922,2.8085275,2253
52500,17034.713,35.246413469314575,0.8964,52500,5.625095,210,0.99,-719460.4375,0.3148367,-0.029504675,-0.029137301240116358,14.39065,2123
52750,157.08632,35.39963936805725,0.8656,52750,5.6251326,211,0.99,-286966.3125,0.13775228,-0.029503457,-0.029137294571846724,12.869713,2118
53000,435208.4,35.5525906085968,0.89119995,53000,5.6252747,212,0.99,-96034.3125,0.32144794,-0.029513415,-0.029137294571846724,11.996069,2200
53250,50239.5,35.70157504081726,0.8959999,53250,5.6266017,213,0.99,-68255.75,0.32978138,-0.029500546,-0.029137294571846724,6.032914,2157
53500,1623233.0,35.85310649871826,0.8907999,53500,5.6278543,214,0.99,-217865.828125,0.33731595,-0.02953566,-0.029137294571846724,21.368382,2095
53750,215216.1,36.007692098617554,0.8964,53750,5.6308494,215,0.99,-72301.0,0.33389816,-0.029523708,-0.029137294571846724,4.106187,2163
54000,23299.766,36.15926790237427,0.8656,54000,5.6326113,216,0.99,-136127.90625,0.20128913,-0.02949755,-0.029137294571846724,13.249051,2147
54250,170680.67,36.31140494346619,0.88399994,54250,5.6332445,217,0.99,-370015.875,0.32574418,-0.02951653,-0.029137294571846724,15.159327,2158
54500,149516.27,36.46240210533142,0.89559996,54500,5.6337914,218,0.99,-133943.890625,0.3552863,-0.029506683,-0.029137294571846724,2.795435,2222
54750,62737.418,36.61019444465637,0.89559996,54750,5.6341777,219,0.99,-5564.9697265625,0.31639737,-0.029518342,-0.029137294571846724,3.2042015,2136
55000,9881.817,36.76250076293945,0.8803999,55000,5.634333,220,0.99,-897999.875,0.29729488,-0.03336488,-0.033006889726966616,42.213684,2183
55250,195425.69,36.912641525268555,0.89239997,55250,5.634412,221,0.99,-77334.9765625,0.29488835,-0.03338192,-0.033006889726966616,3.7409852,2202
55500,11932.924,37.062084913253784,0.89559996,55500,5.634406,222,0.99,-125527.3671875,0.23865514,-0.033370435,-0.033122532069683075,4.7254567,2161
55750,4679.4556,37.21375846862793,0.8456,55750,5.6344056,223,0.99,-85742.3203125,0.19771841,-0.033364173,-0.033006889726966616,3.5217128,2140
56000,67252.516,37.36638689041138,0.89559996,56000,5.6344137,224,0.99,-28567.1171875,0.32915205,-0.033395324,-0.033122532069683075,3.6748226,2208
56250,25799.188,37.51513171195984,0.8931999,56250,5.6344213,225,0.99,-259254.109375,0.21880059,-0.029448025,-0.029137294571846724,6.2797422,2154
56500,1131317.5,37.66695761680603,0.8843999,56500,5.634431,226,0.99,-45157.08203125,0.2967289,-0.029523144,-0.029137294571846724,4.1938524,2206
56750,36524.555,37.816545486450195,0.8752,56750,5.6344376,227,0.99,-581985.125,0.2864898,-0.03338495,-0.033006889726966616,26.47709,2199
57000,8474.125,37.966132164001465,0.8787999,57000,5.634441,228,0.99,-78552.3984375,0.2901083,-0.033379782,-0.033006889726966616,5.9446783,2217
57250,2615.4048,38.114452838897705,0.88119996,57250,5.6344433,229,0.99,-92999.265625,0.31017464,-0.033334557,-0.033006889726966616,17.333847,2102
57500,178638.66,38.26855993270874,0.89439994,57500,5.634534,230,0.99,-225044.0625,0.30705395,-0.033366065,-0.033006889726966616,10.710171,2187
57750,1564826.0,38.41873812675476,0.89519995,57750,5.6348395,231,0.99,-201386.3125,0.3096524,-0.03336767,-0.033006889726966616,13.798207,2212
