true_reward,policy_loss,approxkl,ep_len_mean,value_loss,fps,explained_variance,ep_reward_mean,time_elapsed,policy_entropy,clipfrac,total_timesteps,n_updates,serial_timesteps
-0.44195655,-0.00053278415,0.00033514964,60.14,53.86729,55607,0.1363731026649475,-0.17562389290177635,29.570780515670776,5.6565194,7.2e-05,625000,25,6250
-0.4408929,-0.0005998376,0.00027389498,61.79,53.289448,24954,0.1319001317024231,-0.17811174252228285,30.401970386505127,5.655761,0.000115999996,650000,26,6500
-0.4430998,-0.0010587953,0.0007740153,64.41,52.649544,54027,0.1324310302734375,-0.27180770555644357,31.78598380088806,5.655277,0.001788,675000,27,6750
-0.41779363,-0.00019280794,0.0005131826,62.97,47.818405,44792,0.18365776538848877,-0.1437600298915345,32.63454985618591,5.6545215,0.000208,700000,28,7000
-0.44937903,-0.0012640767,0.0005768582,61.37,51.51374,55978,0.15282422304153442,-0.023688423596611302,33.58155918121338,5.653605,0.002112,725000,29,7250
-0.40641215,-0.00020983307,0.0009385176,66.92,44.750286,55825,0.17108118534088135,-0.33765610906804483,34.41124248504639,5.651405,0.0027720002,750000,30,7500
-0.41211677,-0.0012106352,0.00044197947,66.51,44.426624,55778,0.18605130910873413,-0.16200713206503678,35.237624168395996,5.6493225,0.00104,775000,31,7750
-0.40564647,0.00016709487,0.0017317351,66.56,42.073246,51001,0.2002239227294922,-0.15965628825848627,36.07521033287048,5.649008,0.007716,800000,32,8000
-0.4354127,-0.0008960439,0.0003682124,55.53,44.533245,56391,0.2152000069618225,-0.03744435637157039,36.93470644950867,5.6485853,0.00076,825000,33,8250
-0.38157007,-0.0007492931,0.0012690648,66.29,37.277634,55022,0.26095885038375854,0.017212757785582653,37.74344611167908,5.647601,0.005264,850000,34,8500
-0.43869516,-0.00063073635,0.00021870881,56.54,43.44703,55888,0.1953149437904358,-0.17221349622426715,38.564061880111694,5.6478662,0.00030800002,875000,35,8750
-0.36464643,-0.001434369,0.001989199,69.24,31.542141,56340,0.3319470286369324,-0.24122889398004702,39.392260789871216,5.6488256,0.0144919995,900000,36,9000
-0.40941352,-0.0008494517,0.00030302338,66.18,36.61634,43445,0.29600250720977783,-0.10493105444966204,40.21013951301575,5.649281,0.000808,925000,37,9250
-0.34657422,-0.0003785315,0.0016541332,75.51,28.600138,55270,0.37224411964416504,-0.29395024680270354,41.15658473968506,5.6490073,0.008156,950000,38,9500
-0.3528493,-0.0014933189,0.0010746897,72.04,30.700165,56428,0.3069687485694885,-0.0912359807029577,41.98168325424194,5.648318,0.006836,975000,39,9750
-0.37225488,0.00096678047,0.0006724916,66.16,29.972076,38889,0.36589980125427246,-0.13044245563464302,42.78557252883911,5.6476374,0.00044399998,1000000,40,10000
-0.36003163,-0.0017372661,0.0018783764,75.61,27.928928,54519,0.38335901498794556,-0.22408063753426632,43.82396054267883,5.646764,0.013927999,1025000,41,10250
-0.35101196,-0.00055070856,0.0002828766,73.81,25.897022,56193,0.4151371717453003,-0.009251046627059622,44.66099524497986,5.645713,0.000344,1050000,42,10500
-0.31902122,-0.0006930566,0.0015971247,74.18,21.770222,56367,0.4813652038574219,-0.18263191212351387,45.487873792648315,5.644726,0.0071280003,1075000,43,10750
-0.3348832,-0.0014578527,0.0015621166,69.07,22.424496,55542,0.48603588342666626,-0.23931998445129124,46.290491342544556,5.644023,0.01138,1100000,44,11000
-0.30212268,-0.00051524333,0.00060427765,77.18,18.367361,57186,0.5327916443347931,-0.19778409545914116,47.097721099853516,5.642414,0.000524,1125000,45,11250
-0.30638656,-0.0015921204,0.002962654,78.28,19.21387,55774,0.5322056114673615,-0.1352994494071129,47.89878797531128,5.642165,0.028583998,1150000,46,11500
-0.30594063,-0.0014280786,0.0028394037,72.01,17.047657,55420,0.5927193462848663,-0.3624819274760921,48.71311593055725,5.640994,0.033188,1175000,47,11750
-0.31193236,-0.0011042214,0.0013146211,71.17,17.757366,55871,0.5840418040752411,-0.15923440600404093,49.54516363143921,5.639064,0.009708,1200000,48,12000
-0.2825317,-0.0010662975,0.0020803388,75.59,14.541941,35369,0.6478667855262756,-0.18393875165436782,50.36573004722595,5.6368647,0.01672,1225000,49,12250
-0.2820237,-0.0019431033,0.0020422128,77.54,14.060167,54359,0.6684628427028656,0.02069728024030269,51.464778900146484,5.6324663,0.018468,1250000,50,12500
-0.27497095,-0.00067369343,0.0008379222,83.85,13.296435,51044,0.6815290153026581,0.05348085445875995,52.306461572647095,5.6264615,0.004652,1275000,51,12750
-0.2672631,-0.0013629968,0.0011402399,88.18,12.520236,56990,0.6967424154281616,-0.335854510637821,53.165846824645996,5.6233788,0.0076679997,1300000,52,13000
-0.2769575,-0.0011200772,0.002547964,75.12,11.757406,40336,0.7328487634658813,-0.0854253264941724,53.96489858627319,5.6221237,0.024932,1325000,53,13250
-0.25253928,-0.0023586326,0.00362162,92.73,9.499297,56144,0.7756252139806747,-0.18864561344868264,54.94884943962097,5.6206837,0.041612,1350000,54,13500
-0.24684605,-0.0008390184,0.0012162968,90.81,10.068905,56779,0.7672596424818039,-0.5257951741836773,55.76714825630188,5.615753,0.0053439997,1375000,55,13750
-0.23979752,-0.0011538186,0.003083124,84.34,8.355708,56052,0.8182727694511414,0.044183748767952974,56.5799343585968,5.610801,0.035696004,1400000,56,14000
-0.25129333,-0.0013204257,0.0035715904,85.06,8.318875,55860,0.8296096324920654,-0.12352821756368294,57.39146327972412,5.6093836,0.036551997,1425000,57,14250
-0.2576148,-0.0013573472,0.0027887602,79.26,8.632274,57297,0.8276930451393127,-0.2783802764415586,58.21333909034729,5.6075263,0.027808001,1450000,58,14500
-0.26227003,-0.001642026,0.0028357804,79.17,7.8260446,55438,0.8465828001499176,-0.2683149477626182,59.01809024810791,5.606313,0.032508,1475000,59,14750
-0.24238563,-0.0018897105,0.002589662,86.07,7.7874284,47905,0.8441519439220428,0.16140037094761056,59.84403586387634,5.6067686,0.026080001,1500000,60,15000
-0.23026931,-0.0014764288,0.0036368172,89.75,6.412234,49945,0.876003161072731,-0.2957110152513724,60.7302131652832,5.6082063,0.040916003,1525000,61,15250
-0.2333069,-0.0018776136,0.002975362,87.43,6.2502136,47754,0.8765022158622742,-0.121323304087025,61.59369111061096,5.608484,0.026664,1550000,62,15500
-0.2062847,-0.0013948104,0.0024425345,97.53,4.774504,56429,0.9052533507347107,-0.049720059194341956,62.48428416252136,5.605892,0.016835999,1575000,63,15750
-0.20578247,-0.0009308549,0.0013445108,98.15,4.7185054,55844,0.9065251275897026,0.05485592852618879,63.28774833679199,5.6003275,0.008104,1600000,64,16000
-0.22505265,-0.0017721637,0.0019666723,92.71,4.674123,54740,0.918036974966526,-0.3718153161634439,64.11177682876587,5.5984006,0.019123998,1625000,65,16250
-0.23114437,-0.0013908959,0.0033746958,79.55,4.5694275,54841,0.9184562042355537,0.052478844639704224,64.94179010391235,5.5974016,0.040200002,1650000,66,16500
-0.22067785,-0.0019209353,0.002746982,84.44,5.1860843,51458,0.9086055085062981,-0.42340001542175515,65.81407642364502,5.5971665,0.023172,1675000,67,16750
-0.2234326,-0.0007269213,0.0012626352,89.5,4.2350616,45199,0.9283787086606026,-0.35650427002078916,66.68988013267517,5.5941143,0.0054559996,1700000,68,17000
-0.23639645,-0.001263236,0.0031091115,82.56,4.945774,55827,0.9136504828929901,-0.020891951577276587,67.61899161338806,5.591793,0.030568,1725000,69,17250
-0.21434455,-0.0018890571,0.002552455,93.46,5.1285014,49289,0.9070468619465828,-0.17328509795323727,68.44608783721924,5.591507,0.022971999,1750000,70,17500
-0.2280923,-0.0009663949,0.001813259,80.37,4.847477,42564,0.9163891896605492,-0.008528554308020233,69.33149838447571,5.5901475,0.012155999,1775000,71,17750
-0.20664302,-0.0015336805,0.0012397639,94.48,4.566144,56732,0.9185012504458427,-0.24631044714771178,70.29387497901917,5.5842113,0.0076280003,1800000,72,18000
-0.23135725,-0.00085263746,0.0017260469,82.0,5.0885324,53723,0.9131377935409546,-0.20013840254820622,71.11568546295166,5.578274,0.009392,1825000,73,18250
-0.2069567,-0.0010623201,0.002042436,88.21,3.4442322,56360,0.9355769827961922,0.2333067996437586,71.9639995098114,5.5739045,0.017363999,1850000,74,18500
-0.21711877,-0.0012982471,0.0015123936,90.15,4.8060884,54232,0.917096346616745,-0.12750193772836263,72.77455925941467,5.571845,0.008064,1875000,75,18750
-0.20638162,-0.0014373853,0.0022830658,92.47,3.6290603,56413,0.9345249608159065,-0.2174379084317775,73.64151906967163,5.5671864,0.01598,1900000,76,19000
-0.19133738,-0.0020899347,0.0018328654,100.72,3.56669,55268,0.9348102509975433,0.13916903546440523,74.46616244316101,5.5588193,0.015588,1925000,77,19250
-0.20117363,-0.0018521945,0.001895294,92.1,3.9286385,50928,0.9237464889883995,-0.17257543303003758,75.28823518753052,5.550418,0.014976,1950000,78,19500
-0.19372056,-0.0016452475,0.0025926954,101.87,3.6640503,56529,0.934551402926445,-0.0016917037432324377,76.1446385383606,5.5437055,0.023276001,1975000,79,19750
-0.1958954,-0.0013517786,0.001976198,99.87,3.2191987,56535,0.9477755837142467,0.035598055888801806,76.9519374370575,5.537477,0.01568,2000000,80,20000
-0.21188875,-0.0014434305,0.0024697578,84.48,3.471444,56061,0.9391987584531307,-0.30169230737839087,77.78583025932312,5.533751,0.02168,2025000,81,20250
-0.2093245,-0.001604002,0.004745293,91.95,3.2288094,42418,0.9419495277106762,-0.44497849635343867,78.59357190132141,5.527048,0.05812,2050000,82,20500
-0.19632515,-0.0008899787,0.0032564483,100.44,3.0288982,55874,0.9472963400185108,-0.03529873767454774,79.55244088172913,5.5223784,0.028248,2075000,83,20750
-0.20549455,-0.000712712,0.003217637,99.8,3.3129086,56632,0.9453254528343678,0.24621151411239225,80.3727023601532,5.5223613,0.030904,2100000,84,21000
-0.20334254,-0.0010954177,0.0025688221,92.19,2.8566127,56369,0.951874453574419,-0.1842770157080713,81.19433689117432,5.518347,0.020688001,2125000,85,21250
-0.19141632,-0.0018122004,0.0026630405,95.38,2.9312541,56875,0.9494078233838081,-0.18844836692818945,82.01152610778809,5.516647,0.024120001,2150000,86,21500
-0.18414801,-0.0017544127,0.0031346858,101.86,3.1924477,54100,0.946168452501297,-0.2294347037565217,82.84556674957275,5.519101,0.02892,2175000,87,21750
-0.20174138,-0.00096264156,0.0031443846,95.24,3.4348044,53865,0.9406787231564522,-0.10428060652168142,83.69636797904968,5.5176764,0.031588,2200000,88,22000
-0.20009576,-0.0006135768,0.0022201794,98.22,2.3238292,41127,0.9615375474095345,-0.3797873957309685,84.54063510894775,5.517133,0.014152001,2225000,89,22250
-0.20877795,-0.0014169583,0.0015471106,91.15,3.7724674,55423,0.9367441311478615,-0.225964165363514,85.51735067367554,5.5162854,0.011592,2250000,90,22500
-0.1970303,-0.00089662446,0.0014581631,97.63,3.0232549,55818,0.9484369345009327,-0.19698405178088024,86.32841038703918,5.5149546,0.009579999,2275000,91,22750
-0.19175449,-0.00096320326,0.0014810244,100.71,2.3909426,47586,0.9595590755343437,-0.04031930349734921,87.1599555015564,5.5144835,0.010444,2300000,92,23000
-0.1952299,-0.0019055974,0.0017945521,94.86,3.4490047,56103,0.9390461035072803,-0.0707185570521233,88.05590438842773,5.513225,0.0133919995,2325000,93,23250
-0.19985822,-0.0014998948,0.00273848,95.32,3.2255435,43230,0.946472879499197,0.027107471678936578,88.87175154685974,5.511382,0.022476,2350000,94,23500
-0.18230908,-0.0019228549,0.0023859164,106.83,2.8179631,54961,0.9485091231763363,-0.25120685194834325,89.82324266433716,5.506339,0.017508,2375000,95,23750
-0.20262784,-0.0017759881,0.0028089532,86.55,3.139831,55474,0.9465612135827541,-0.12360751413064917,90.63835644721985,5.498888,0.02322,2400000,96,24000
-0.18947451,-0.0014736734,0.002370036,94.38,3.2976403,35803,0.9416044503450394,-0.07317215196921666,91.45627212524414,5.4925323,0.020172002,2425000,97,24250
-0.19300844,-0.0016174649,0.002586588,94.96,3.254367,54909,0.9441140368580818,-0.08788408272145944,92.5264401435852,5.4849977,0.021528,2450000,98,24500
-0.19233984,-0.0012444316,0.0027533756,100.86,3.3196425,48441,0.9374920576810837,-0.1958648126278217,93.36684250831604,5.479552,0.026356,2475000,99,24750
-0.19925834,-0.0015320672,0.0040754117,90.19,3.9364426,55883,0.9312480241060257,0.04104213211624483,94.25445556640625,5.477627,0.04676,2500000,100,25000
-0.19376558,0.00019386956,0.006553681,91.36,2.570036,48443,0.9555895291268826,0.16080900400542533,95.0890564918518,5.477147,0.084112,2525000,101,25250
-0.19864115,-0.0012843388,0.0025572188,95.01,3.468988,49058,0.9404210075736046,-0.23119740033430333,95.9821879863739,5.476506,0.027087998,2550000,102,25500
-0.19208527,-0.0008554345,0.0029900742,107.82,4.1618867,56395,0.923691526055336,-0.029983270204484144,96.85503244400024,5.474264,0.028731998,2575000,103,25750
-0.17361465,-0.0016270352,0.0022588917,111.09,2.3548608,43754,0.9560800567269325,-0.0054692351065614275,97.69521021842957,5.4719367,0.018095998,2600000,104,26000
-0.19946055,-0.0016871908,0.0024954586,85.37,3.2855632,54659,0.9441424570977688,-0.06554982932335861,98.63182210922241,5.4687777,0.021660002,2625000,105,26250
-0.20327675,-0.001423115,0.0027579297,87.53,2.8758636,53142,0.9501724094152451,0.13003421556830347,99.47176265716553,5.4661684,0.024423998,2650000,106,26500
-0.20089328,-0.0017636291,0.0022960422,91.29,3.116027,53881,0.9489203356206417,-0.1426709518624466,100.31454968452454,5.462127,0.018552,2675000,107,26750
-0.17934544,-0.0021358111,0.0036430024,101.94,2.576468,50320,0.9536430463194847,-0.22422122189083438,101.15957713127136,5.4555426,0.039396,2700000,108,27000
-0.17229627,-0.0013866728,0.0033149142,104.56,2.4421744,41672,0.9591151028871536,-0.01944347213880775,102.04347896575928,5.4512467,0.030191999,2725000,109,27250
-0.19625133,-0.0003472073,0.0037980503,88.44,2.9975963,51379,0.9496929310262203,0.18494899235504478,103.01741313934326,5.4475536,0.04088,2750000,110,27500
-0.20619673,-0.002009736,0.0037121673,91.53,3.739338,42591,0.9401030205190182,-0.20772368020362136,103.87767958641052,5.4456544,0.042184003,2775000,111,27750
-0.18436044,-0.0016315898,0.0034329123,96.97,2.923345,57253,0.94864571839571,-0.24310719120767374,104.83718228340149,5.4453163,0.03652,2800000,112,28000
-0.18560848,-0.0018057206,0.00303202,101.13,3.1921854,53566,0.9396476782858372,-0.11805772814356373,105.6445541381836,5.445905,0.031684,2825000,113,28250
-0.18959507,-0.002175532,0.0019076343,92.85,2.9338617,54798,0.9508913047611713,-0.047261199851561034,106.4963309764862,5.4450827,0.0155,2850000,114,28500
-0.18126196,-0.0015713854,0.002120744,95.39,2.7939816,54238,0.950587272644043,-0.20522673726746235,107.33959746360779,5.4402075,0.018628,2875000,115,28750
-0.1783744,-0.0013244821,0.002232391,96.46,2.563379,56398,0.9556433595716953,-0.004705597089588025,108.1670651435852,5.4378138,0.016451998,2900000,116,29000
-0.18334503,-0.001040541,0.0040990184,96.03,2.8834152,56069,0.9495397619903088,0.012985498389257373,108.98263621330261,5.430808,0.045539998,2925000,117,29250
-0.19683352,-0.0012852963,0.0021401348,93.44,3.9948769,47786,0.9368741288781166,-0.14615475632468247,109.80162715911865,5.427144,0.017776,2950000,118,29500
-0.18294431,-0.0020195486,0.0022153414,96.03,2.8349023,48865,0.9529579989612103,-0.6007201609935108,110.68280911445618,5.4241543,0.017232,2975000,119,29750
-0.18102978,-0.0018660349,0.0022590568,94.86,2.3553743,56663,0.9618018418550491,0.17663726906551006,111.57421350479126,5.4185123,0.017256001,3000000,120,30000
-0.18041432,-0.000775515,0.0012784511,100.9,3.417661,55653,0.9404973909258842,0.19969705813197208,112.39298629760742,5.413802,0.00854,3025000,121,30250
-0.17624018,-0.00096838706,0.0020406437,96.88,2.1059299,54848,0.9657469019293785,-0.15486259889415577,113.21875858306885,5.4104767,0.013976,3050000,122,30500
-0.1808612,-0.0010440903,0.0021423544,98.55,2.897924,53566,0.9482637569308281,-0.10857402253313012,114.04359912872314,5.4108114,0.018688,3075000,123,30750
-0.18178438,-0.001254423,0.0019915726,99.82,1.9952093,53140,0.9659014455974102,0.0100061854864839,114.90106248855591,5.406337,0.015088001,3100000,124,31000
-0.18808213,-0.0016090854,0.001389392,85.56,1.7358156,44122,0.9715320058166981,-0.3136576103304469,115.75173115730286,5.400758,0.008328,3125000,125,31250
-0.18124,-0.0017054777,0.0016680434,97.58,2.5054324,55337,0.9559973515570164,-0.02139181548640863,116.69212579727173,5.3962946,0.01156,3150000,126,31500
-0.18403864,-0.0012275836,0.0033217943,92.15,3.2191956,55407,0.9463170096278191,0.058969991057540486,117.51584577560425,5.39414,0.032055996,3175000,127,31750
-0.17648008,-0.0018442515,0.0025659178,99.29,2.190106,52516,0.9627677574753761,0.0032444542463832705,118.33378767967224,5.387565,0.022780001,3200000,128,32000
-0.19140403,-0.0016609924,0.001468966,90.29,2.5060906,49562,0.9579707160592079,-0.137808941110899,119.18309044837952,5.3774033,0.011608,3225000,129,32250
-0.1830368,-0.0012318867,0.0019735554,98.96,1.7820218,50499,0.9714567493647337,-0.23862012338038086,120.05483198165894,5.3674345,0.01288,3250000,130,32500
-0.18255523,-0.0014635398,0.002864443,89.34,2.057025,42100,0.9631063900887966,0.05002457028629124,120.91396927833557,5.363118,0.025384,3275000,131,32750
-0.1864707,-0.0004538341,0.0047627334,90.55,2.4379802,55321,0.9576788954436779,-0.17461103948822995,121.87578988075256,5.3574886,0.055260003,3300000,132,33000
-0.19765046,-0.001624568,0.0029856267,93.34,3.1485634,52823,0.948517918586731,0.024727766863225042,122.695796251297,5.351291,0.029759998,3325000,133,33250
-0.1843322,-0.0013500234,0.0015242914,94.94,2.5014508,33708,0.956075631082058,0.02360330206241372,123.54438853263855,5.349517,0.011204,3350000,134,33500
-0.18431704,-0.00154704,0.0026899271,90.93,1.7610123,56695,0.969819063320756,-0.17143627685254614,124.65833306312561,5.348811,0.024728002,3375000,135,33750
-0.17955914,-0.0017064342,0.0025014617,97.18,2.3824337,41833,0.9569102935492992,-0.16407813917908584,125.47909474372864,5.3457837,0.024124,3400000,136,34000
-0.17557447,-0.0017433505,0.0022433084,108.06,2.2008715,56066,0.9619695022702217,0.1127949778437096,126.4475622177124,5.3390045,0.019684,3425000,137,34250
-0.19546862,-0.001356805,0.0019506769,90.77,1.9603083,37248,0.9678209684789181,-0.009319664031913817,127.27665972709656,5.3334436,0.012379999,3450000,138,34500
-0.190553,3.3083335e-05,0.0019180924,86.96,1.967364,53596,0.9673480279743671,-0.16399606544964598,128.30106043815613,5.332057,0.014043999,3475000,139,34750
-0.18068434,-0.0010781073,0.002058046,93.32,1.8262962,54528,0.9693820253014565,0.2094252112099616,129.1288959980011,5.3278036,0.012399999,3500000,140,35000
-0.17255008,-0.0015594139,0.0023052525,106.62,1.7171917,53990,0.9696913994848728,-0.09301621049360108,129.97452187538147,5.325049,0.018427998,3525000,141,35250
-0.17912154,-0.0025082983,0.0031973422,99.61,2.2090616,54255,0.9622948616743088,-0.1624429565138041,130.8026897907257,5.324625,0.032088,3550000,142,35500
-0.17755906,-0.001353718,0.0021630288,99.23,1.9220226,45618,0.9675756506621838,-0.2086880192785543,131.643616437912,5.323656,0.016644,3575000,143,35750
-0.1884874,-0.0016270736,0.002270116,98.97,2.3764608,56541,0.9593975879251957,-0.20674992745372378,132.5535969734192,5.3216376,0.018276,3600000,144,36000
-0.18486497,-0.0017730948,0.0023419182,89.23,2.0016718,55315,0.9673402048647404,0.18369586124126272,133.37182807922363,5.3199425,0.0198,3625000,145,36250
-0.18641277,-0.001933696,0.0038854345,95.43,1.813104,45923,0.9688028879463673,-0.08034541971171166,134.20222163200378,5.316348,0.04094,3650000,146,36500
-0.18322577,-0.0013149825,0.005640891,101.73,2.1892164,53796,0.9612345844507217,-0.10534752731853018,135.10907196998596,5.3135333,0.069584,3675000,147,36750
-0.19760406,-0.0005547004,0.0035717625,87.58,2.8380733,31040,0.9506421908736229,-0.13647006669522851,135.94335222244263,5.310424,0.032339998,3700000,148,37000
-0.17715985,-0.0009858307,0.0032609615,107.44,2.3683465,55825,0.9579932540655136,-0.442300712782785,137.10939049720764,5.30742,0.030111998,3725000,149,37250
-0.17818765,-0.0006226924,0.0037686627,102.24,1.8434073,54998,0.9697495698928833,-0.01790375140778451,137.9047577381134,5.304063,0.041260004,3750000,150,37500
-0.1706916,-0.0015704602,0.0022567508,104.64,2.4013503,49195,0.957193098962307,-0.11593639138088975,138.72160649299622,5.299528,0.019552,3775000,151,37750
-0.18519403,-0.0012510653,0.002020502,104.0,2.8745933,55000,0.9485200271010399,-0.2910768347390956,139.58443570137024,5.2944956,0.016856,3800000,152,38000
-0.18306686,-0.0020236815,0.0024557868,93.62,1.4490374,56196,0.9755400214344263,-0.11652938127792367,140.39960956573486,5.290122,0.021928001,3825000,153,38250
-0.180125,-0.0014215364,0.0018809822,105.46,2.403543,52839,0.9588685818016529,0.00900109012339044,141.21145582199097,5.28771,0.0152239995,3850000,154,38500
-0.1695657,-0.0015319366,0.0030128516,103.25,1.6872385,55785,0.9714015182107687,-0.14550099452747872,142.05345058441162,5.2861114,0.028228,3875000,155,38750
-0.1597211,-0.0019877334,0.0031283735,111.93,1.9636421,56163,0.9648848697543144,-0.0555340170147997,142.86762881278992,5.2826653,0.02726,3900000,156,39000
-0.17572466,-0.0016686408,0.002396113,99.76,1.6012764,50766,0.9722013901919127,-0.13180752756795983,143.66722559928894,5.276622,0.018384002,3925000,157,39250
-0.17427199,-0.0013939065,0.0016358374,104.63,2.2328506,30870,0.9604231454432011,-0.39406050555168576,144.53886675834656,5.2699304,0.012267999,3950000,158,39500
-0.16559163,-0.0024762307,0.0026945523,112.24,1.5733072,56557,0.9730952307581902,-0.27076914137377117,145.7168161869049,5.265935,0.024356002,3975000,159,39750
-0.17946862,-0.0010271418,0.003071603,100.11,2.0725818,54174,0.9658352211117744,0.02470856065585849,146.53794240951538,5.2637105,0.030136,4000000,160,40000
-0.17548944,-0.0014812906,0.002080521,117.15,3.4886315,54817,0.940803773701191,-0.3666706992940271,147.3804018497467,5.2654805,0.018228,4025000,161,40250
-0.1944917,-0.0016680544,0.004170516,93.39,2.503085,54782,0.9595693945884705,0.021239920224341232,148.20492887496948,5.2649975,0.04952,4050000,162,40500
-0.17926888,-0.001500482,0.00272559,107.77,2.5428298,55656,0.9594938643276691,-0.1749234161125412,149.03543949127197,5.2623663,0.026812002,4075000,163,40750
-0.16307564,-0.0020861183,0.0025232877,109.67,1.7039611,56645,0.9703240171074867,0.03292701416374484,149.86033082008362,5.26199,0.022996,4100000,164,41000
-0.17043732,-0.0017879788,0.0029344733,100.47,2.0552583,44812,0.9651745446026325,0.18526690819355734,150.6644356250763,5.26488,0.025708001,4125000,165,41250
-0.16870934,-0.00015353356,0.0049346634,100.37,1.8517635,54892,0.9693925380706787,0.015176351476138166,151.57901906967163,5.2648687,0.057484,4150000,166,41500
-0.17621242,0.0015445066,0.010335692,104.24,1.9971333,53893,0.96781937032938,0.14164299721470683,152.41644549369812,5.258952,0.13138,4175000,167,41750
-0.19085754,-0.0009116482,0.0033351362,103.32,3.2249844,53411,0.9479072466492653,-0.10782814454492666,153.25798559188843,5.256509,0.035348,4200000,168,42000
-0.16144356,-0.0019605185,0.0020556678,109.35,1.9875069,55487,0.9667961336672306,0.0685142702630543,154.095778465271,5.2549343,0.01654,4225000,169,42250
-0.18080522,-0.0012673016,0.0017309258,86.84,2.2456431,47960,0.9621717557311058,0.03531121186853852,154.91010355949402,5.2532315,0.013512,4250000,170,42500
-0.18068863,-0.0014651103,0.0015273143,94.25,1.964991,39113,0.9673887155950069,-0.17437129772397383,155.82314729690552,5.249215,0.009612,4275000,171,42750
