value_loss,clipfrac,policy_entropy,explained_variance,serial_timesteps,ep_len_mean,n_updates,fps,policy_loss,true_reward,time_elapsed,total_timesteps,approxkl,ep_reward_mean
0.39372057,0.050984003,3.3651423,0.9270169138908386,180500,245.07,722,46533,-0.0008039415,0.040048692,634.0862092971802,18050000,0.0045951176,10.027064011805342
0.28665394,0.055939995,3.3582923,0.8965905979275703,180750,250.0,723,44402,-0.0017054074,0.034725662,635.0766968727112,18075000,0.0048746215,8.681415135273564
0.36645555,0.065120004,3.3566241,0.9105693772435188,181000,250.0,724,53649,-0.0014529811,0.040672895,636.0613479614258,18100000,0.0053770216,10.168223371137355
0.3169141,0.047972,3.3529446,0.9178424626588821,181250,247.55,725,52425,-0.0019436218,0.036038175,636.9353392124176,18125000,0.0043145902,9.107390528292163
0.45470685,0.029364001,3.3517756,0.914501242339611,181500,247.57,726,50080,-0.0009638298,0.044103447,637.8453078269958,18150000,0.0033249394,10.92789167678692
0.42832193,0.062548,3.349263,0.9023738205432892,181750,241.22,727,52996,-0.0020115268,0.034268513,638.7628884315491,18175000,0.0050692745,8.88608957572229
0.334919,0.027607998,3.34347,0.9382760040462017,182000,242.81,728,52470,-0.001223977,0.037214383,639.6658449172974,18200000,0.0030295013,9.372769984702936
0.31217343,0.047452003,3.3359032,0.9192486181855202,182250,245.2,729,52267,-0.001858386,0.034615792,640.5989978313446,18225000,0.0042874883,8.676153578151716
0.25629908,0.037559997,3.3320606,0.9315948933362961,182500,242.86,730,53285,-0.0015039487,0.033242106,641.4923400878906,18250000,0.0037877534,8.247139904723735
0.2807213,0.037143998,3.3273158,0.9411161877214909,182750,240.78,731,54065,-0.0020283656,0.034083925,642.3762483596802,18275000,0.0038535688,8.690426087624893
0.3617447,0.048804,3.3230362,0.9209603518247604,183000,240.43,732,50724,-0.0017621076,0.034870155,643.2581188678741,18300000,0.004466356,8.962919730320573
0.32411498,0.035688,3.3179803,0.9434755630791187,183250,235.87,733,45921,-0.0012757117,0.035424326,644.1885063648224,18325000,0.0035429164,8.810271303011524
0.28702623,0.041304,3.3138626,0.887779526412487,183500,247.89,734,53034,-0.001104479,0.035712875,645.1529107093811,18350000,0.0039984793,8.954577988033124
0.4139101,0.039072,3.3096554,0.8848801106214523,183750,247.6,735,52684,-0.0012448446,0.039105467,646.0353043079376,18375000,0.0037684534,9.790110498473513
0.41414562,0.03762,3.3041844,0.8754434660077095,184000,247.56,736,52691,-0.0015706026,0.041075855,646.9314887523651,18400000,0.003621464,10.290294103557244
0.34051472,0.022648001,3.2983913,0.9039976373314857,184250,242.67,737,52303,-0.0014611033,0.036727276,647.8067002296448,18425000,0.002650801,9.309572406448424
0.32028005,0.059284,3.29341,0.9097706452012062,184500,242.88,738,53162,-0.0016615705,0.03396633,648.6910994052887,18450000,0.0050438526,8.62320981928613
0.36796933,0.053312004,3.2877777,0.9186855182051659,184750,240.78,739,46240,-0.0012411634,0.0362567,649.5826332569122,18475000,0.0048019704,9.253724911342069
0.34232405,0.03748,3.2827706,0.8841962367296219,185000,250.0,740,54095,-0.0014363169,0.038347967,650.520468711853,18500000,0.0038180568,9.58699138974538
0.32495266,0.05716,3.2760358,0.9022039845585823,185250,250.0,741,49656,-0.0012443764,0.038558528,651.3960990905762,18525000,0.0050487136,9.639632471399382
0.30881244,0.049524,3.268496,0.9156980365514755,185500,243.23,742,49166,-0.0011527374,0.033672675,652.3363480567932,18550000,0.004636918,8.340097386108246
0.22868903,0.06388,3.2607772,0.9134337976574898,185750,242.98,743,53046,-0.0021116752,0.030846484,653.268728017807,18575000,0.005241552,7.824346179682761
0.44407934,0.056348003,3.255404,0.8831365406513214,186000,240.81,744,54311,-0.001720761,0.03641605,654.1819729804993,18600000,0.004880391,9.37254557096865
0.49085155,0.046147995,3.2501168,0.897850751876831,186250,240.21,745,52825,-0.0013536143,0.041019715,655.0648009777069,18625000,0.0043134713,10.182279294384644
0.43062645,0.03626,3.2464318,0.8925256058573723,186500,243.81,746,52570,-0.001391476,0.036104333,655.9763596057892,18650000,0.0036960423,9.082014474836178
0.49578738,0.033536,3.244178,0.887995570898056,186750,240.82,747,52197,-0.001049548,0.0398621,656.9074740409851,18675000,0.0034683694,10.142144498940615
0.52621216,0.027827997,3.2394333,0.898385226726532,187000,232.22,748,52839,-0.00089178316,0.03521517,657.8054399490356,18700000,0.0031090907,9.123034511491424
0.4112544,0.061100006,3.2335389,0.8883607015013695,187250,247.54,749,53364,-0.0017147722,0.037258912,658.6892471313477,18725000,0.004906562,9.456993802515207
0.4092185,0.031388,3.23195,0.923475868999958,187500,235.86,750,52033,-0.0009848427,0.036999706,659.575478553772,18750000,0.0032803044,9.284476767598536
0.42655596,0.012944001,3.2314808,0.907282754778862,187750,236.1,751,53453,-0.0008699036,0.033954367,660.5002906322479,18775000,0.0017783899,8.565798384482042
0.4271485,0.021572001,3.2311864,0.928641252219677,188000,238.83,752,52402,-0.0015375037,0.03839794,661.4335539340973,18800000,0.0026321192,9.65780721430172
0.40339202,0.05525201,3.2279449,0.9123236760497093,188250,242.78,753,47488,-0.0012147336,0.03930666,662.3183569908142,18825000,0.0047571873,9.736928993382026
0.48010397,0.062876,3.2261748,0.8878929913043976,188500,241.87,754,54334,-0.0013102695,0.037287958,663.2442948818207,18850000,0.0052864254,9.484810874094256
0.7464293,0.032668002,3.2237873,0.8699010908603668,188750,230.36,755,54365,-0.00105865,0.036477137,664.1081094741821,18875000,0.0034419552,9.677946236864663
0.6902632,0.034399997,3.2229512,0.8737425208091736,189000,235.28,756,54182,-0.0019845795,0.03763666,664.9681718349457,18900000,0.0034075514,10.200094236233271
0.4040033,0.031824,3.2218723,0.9042499661445618,189250,240.72,757,53495,-0.0016296327,0.037735302,665.8349795341492,18925000,0.0034436616,9.628409274374135
0.48326015,0.022063999,3.217626,0.910304844379425,189500,230.15,758,52518,-0.0007463788,0.034168318,666.7096664905548,18950000,0.0027931076,8.576091506872325
0.65404785,0.03334,3.2142594,0.8942748010158539,189750,226.97,759,52297,-0.0016165419,0.035300456,667.5868661403656,18975000,0.003425286,9.450200542234816
0.7413802,0.022296,3.2084918,0.8892273455858231,190000,227.51,760,43914,-0.0008621742,0.035682827,668.5677268505096,19000000,0.0028281952,9.643071723412723
0.54790044,0.041016,3.2050018,0.9205625802278519,190250,228.11,761,54464,-0.001316115,0.03764269,669.5344135761261,19025000,0.0037060175,9.278257886763168
0.35174745,0.043392,3.201878,0.9449748545885086,190500,238.56,762,54041,-0.001563292,0.034519155,670.3830704689026,19050000,0.0041430383,8.841555805582066
0.4353415,0.03684,3.1984277,0.9393218383193016,190750,231.75,763,55448,-0.0014589931,0.034987606,671.2293775081635,19075000,0.0036520474,9.113038891381857
0.4321827,0.063116,3.1953685,0.8832960873842239,191000,239.27,764,54619,-0.0013630113,0.031274196,672.0743229389191,19100000,0.005244527,8.368149004016887
0.39877993,0.054844,3.1938024,0.9148061946034431,191250,240.71,765,54712,-0.002069618,0.034322854,672.9221796989441,19125000,0.004646382,8.968657522761497
0.31042928,0.05334,3.1909692,0.9274204298853874,191500,245.86,766,48218,-0.001976591,0.035078585,673.783118724823,19150000,0.004801859,8.889201707730535
0.42086926,0.051471997,3.1925888,0.9046939685940742,191750,245.57,767,52853,-0.0013452912,0.03752469,674.7425391674042,19175000,0.0045827236,9.546437833877281
0.40934825,0.059160005,3.1935613,0.9335065633058548,192000,242.79,768,54128,-0.001354236,0.04153702,675.6040465831757,19200000,0.0050118677,10.298630558752192
0.36441678,0.020771999,3.1898777,0.9031428694725037,192250,240.76,769,55369,-0.0013237561,0.034207832,676.4602630138397,19225000,0.0024959557,8.699442290975712
0.58844566,0.028911998,3.1834087,0.8946027606725693,192500,239.82,770,53637,-0.0015820557,0.039792977,677.3134205341339,19250000,0.0029331732,10.148803783124313
0.5509195,0.028507998,3.1755955,0.8767157420516014,192750,245.12,771,46238,-0.0011028331,0.04054369,678.1579217910767,19275000,0.0030618147,10.29757064523641
0.43113846,0.0232,3.1694617,0.9237006828188896,193000,238.5,772,46206,-0.0011789484,0.04046364,679.1040437221527,19300000,0.0025983457,10.051941258385778
0.53489226,0.039836,3.165409,0.9373549669981003,193250,225.32,773,47383,-0.001365751,0.03633247,680.0462718009949,19325000,0.0038890042,9.432445607092232
0.47587228,0.037924,3.1614497,0.9255269020795822,193500,236.38,774,54879,-0.0013810889,0.04070932,680.962984085083,19350000,0.0037218523,10.251894188293955
0.56554,0.055519998,3.1565957,0.866452619433403,193750,240.28,775,55518,-0.0016312094,0.03561642,681.8037331104279,19375000,0.0047880644,9.285648858817295
0.5488019,0.053528003,3.1531835,0.903957910835743,194000,234.1,776,52605,-0.0012704893,0.035518732,682.6348600387573,19400000,0.0047742017,9.359173905598
0.5701448,0.068672,3.1508946,0.8803830221295357,194250,236.57,777,53267,-0.0016818729,0.037004776,683.5118525028229,19425000,0.0054868506,9.967346505348106
0.56808156,0.051099997,3.1497238,0.861942782998085,194500,240.51,778,53956,-0.00080851064,0.03569415,684.3904206752777,19450000,0.00454686,9.615360759422183
0.46720257,0.069892004,3.1488335,0.9027416631579399,194750,240.98,779,56289,-0.001495648,0.040589575,685.2385056018829,19475000,0.005765746,10.216247809180896
0.48730144,0.046947997,3.1458104,0.9040175527334213,195000,236.07,780,54136,-0.0017811755,0.037745204,686.0638108253479,19500000,0.004174652,9.609781675962731
0.48718348,0.024388,3.142336,0.9080122038722038,195250,245.33,781,54409,-0.0015274509,0.04182884,686.911759853363,19525000,0.0028718358,10.618203892956954
0.44048697,0.061247997,3.140459,0.904918760061264,195500,243.4,782,54048,-0.0023567441,0.03816614,687.7574052810669,19550000,0.0051626908,9.936228384231617
0.6208225,0.059600007,3.1378398,0.8509457856416702,195750,241.9,783,54487,-0.0009420855,0.039394386,688.6055867671967,19575000,0.005127404,10.29811213580193
0.5502974,0.046755996,3.134127,0.9113065153360367,196000,236.77,784,54928,-0.0016887508,0.04220932,689.4518110752106,19600000,0.0041655097,10.418532104438636
0.58655316,0.052608002,3.1296983,0.8882904127240181,196250,235.87,785,53829,-0.0016137504,0.03804367,690.3048002719879,19625000,0.0047624162,9.940843326519243
0.55519104,0.031176,3.1248128,0.8671626448631287,196500,247.17,786,53975,-0.0014809305,0.03936541,691.1884005069733,19650000,0.003063594,10.1542526775226
0.46477693,0.074351996,3.1202316,0.9178245887160301,196750,236.79,787,48576,-0.0016980704,0.03724804,692.0511569976807,19675000,0.005989496,9.494888352284324
0.6780054,0.05654,3.113362,0.8821058422327042,197000,233.74,788,48922,-0.00086359156,0.03991091,692.9534873962402,19700000,0.005017776,10.684868303140028
0.30439126,0.060468,3.1108224,0.9394008405506611,197250,247.66,789,56242,-0.0018894809,0.040100444,693.8578209877014,19725000,0.005200187,10.031559224664525
0.6589819,0.068252005,3.1064136,0.9030338600277901,197500,232.22,790,53358,-0.002163887,0.03874738,694.6895525455475,19750000,0.0054416596,10.222852861639112
0.3763579,0.052224,3.1029515,0.9340595826506615,197750,236.26,791,48977,-0.0010886586,0.034002878,695.5382943153381,19775000,0.0045811646,8.914182711802423
0.58076084,0.047544003,3.103158,0.9066324979066849,198000,237.78,792,42392,-0.0011456697,0.036155444,696.4480588436127,19800000,0.004190652,9.620462327511923
0.54196894,0.065836,3.1035995,0.9080038592219353,198250,232.83,793,53871,-0.0016592399,0.036201708,697.424572467804,19825000,0.005406902,9.395762851890176
0.476689,0.034776002,3.1003125,0.8742745369672775,198500,243.06,794,55089,-0.00167444,0.03233175,698.2847263813019,19850000,0.0036132864,8.554866581120404
0.5707694,0.056512006,3.09647,0.913876049220562,198750,238.85,795,54190,-0.0015014214,0.04114876,699.1165311336517,19875000,0.004983316,10.704056778075174
0.47407857,0.058907997,3.0910068,0.9138347506523132,199000,243.14,796,53435,-0.0015390088,0.04106912,699.9530329704285,19900000,0.005128923,10.498650917126797
0.28589153,0.04702,3.086006,0.9541582763195038,199250,245.12,797,52321,-0.0017605275,0.03626174,700.82000041008,19925000,0.004399772,9.165709732657561
0.37408698,0.034856,3.0823302,0.9305264204740524,199500,236.06,798,54698,-0.001449655,0.03536172,701.7129728794098,19950000,0.0035063662,9.089773995495634
0.31941563,0.038768,3.0811124,0.9438135027885437,199750,240.72,799,54336,-0.0018710878,0.03701476,702.5816402435303,19975000,0.0038668166,9.231495037944114
0.37545753,0.035703998,3.077281,0.9313670247793198,200000,243.03,800,53564,-0.0014103047,0.036432028,703.447122335434,20000000,0.0037698403,9.3149337344151
0.6375233,0.020468,3.0730815,0.8995490372180939,200250,239.04,801,53575,-0.00094367034,0.041044965,704.3064086437225,20025000,0.0022764155,10.427126653961604
0.51434344,0.052064,3.0691848,0.889782577753067,200500,244.2,802,52990,-0.001337365,0.037653282,705.163286447525,20050000,0.0046200077,9.706945448445621
0.66612625,0.021664,3.0660152,0.919622965157032,200750,225.42,803,54296,-0.00041360743,0.03356908,706.0278482437134,20075000,0.0028617003,9.025834105589965
0.72745854,0.037716,3.0638385,0.8822938203811646,201000,239.05,804,54174,-0.0016221026,0.04185872,706.8763074874878,20100000,0.0035295442,10.936791679734597
0.6390165,0.022964,3.061709,0.8743057698011398,201250,235.62,805,55113,-0.00090292934,0.03569174,707.7191500663757,20125000,0.0027720677,9.756185108306818
0.8068473,0.04722,3.059185,0.8666551113128662,201500,228.42,806,48382,-0.001716174,0.03960528,708.5668709278107,20150000,0.004172826,10.27455351351644
0.5378326,0.034128,3.0574543,0.9015601873397827,201750,236.68,807,53170,-0.0016932929,0.04089992,709.4687559604645,20175000,0.003255355,10.543894302300178
0.7750962,0.032184,3.0547786,0.8569403439760208,202000,228.4,808,54754,-0.0012925572,0.035469674,710.3408091068268,20200000,0.0032865845,9.723467433173209
0.4567365,0.037979998,3.052922,0.8975765705108643,202250,238.32,809,55049,-0.0013978217,0.039666712,711.2080545425415,20225000,0.0035765946,9.968835725756362
0.5099883,0.13014801,3.050402,0.9180567264556885,202500,235.33,810,44565,-0.00012473654,0.037372857,712.060683965683,20250000,0.010035086,9.778212189445622
0.42816725,0.048612002,3.0469878,0.8542514443397522,202750,247.55,811,54943,-0.0015036158,0.035915077,713.0103902816772,20275000,0.0043934546,9.302094830032438
0.3168734,0.035648,3.0403016,0.9440219067037106,203000,238.52,812,48529,-0.0013052388,0.036366507,713.8649451732635,20300000,0.0036637243,9.336971488354756
0.450512,0.048184,3.034822,0.9173252880573273,203250,243.15,813,53934,-0.0008016956,0.04544962,714.7540402412415,20325000,0.0043421527,11.528742719502189
0.46869907,0.047523998,3.0321374,0.9139247387647629,203500,241.58,814,53733,-0.0013851926,0.039878238,715.6223409175873,20350000,0.00425635,10.378549395311566
0.3253271,0.054671995,3.0290496,0.8745602518320084,203750,247.51,815,54457,-0.0014115376,0.03934042,716.4892499446869,20375000,0.004695681,9.831146360812708
0.44553643,0.036980003,3.023667,0.9154359772801399,204000,243.11,816,54243,-0.0011025936,0.04424649,717.3336198329926,20400000,0.003812578,11.19180697276548
0.38762355,0.041124,3.0173626,0.9048508331179619,204250,245.32,817,53276,-0.0016773759,0.040791687,718.1868917942047,20425000,0.0038397964,10.096646493345034
0.5420559,0.026455998,3.009724,0.9042963087558746,204500,238.64,818,53131,-0.0010843056,0.040982075,719.0339179039001,20450000,0.003061758,10.395744916110708
0.41320127,0.04808,3.0062592,0.91037867218256,204750,243.72,819,53638,-0.001360552,0.03898189,719.9130952358246,20475000,0.0043763504,9.689750650706264
0.464433,0.042752,3.0051289,0.8858063742518425,205000,245.75,820,55625,-0.0017053534,0.040491756,720.7680399417877,20500000,0.004047283,10.258032853266776
0.6139998,0.042484,3.0019479,0.8690207749605179,205250,235.63,821,56860,-0.0012554425,0.03783304,721.6249439716339,20525000,0.003955471,9.68486141613219
0.43027592,0.06242,2.9951644,0.9187060445547104,205500,232.02,822,53718,-0.0011354873,0.035631187,722.4693696498871,20550000,0.005185331,8.986704380707815
0.49441895,0.047672004,2.9900374,0.9105607643723488,205750,230.42,823,49812,-0.0011431217,0.03587354,723.3733515739441,20575000,0.004288238,9.286711858082562
0.61408037,0.027247999,2.9866242,0.8981058076024055,206000,229.12,824,57952,-0.0013080137,0.037146445,724.2427251338959,20600000,0.0031392437,9.71613533587195
0.6108242,0.026767999,2.9839675,0.8619152158498764,206250,243.33,825,56260,-0.001400071,0.040273547,725.03826212883,20625000,0.002778649,10.200422580437735
0.56780756,0.043243997,2.9805517,0.8994308412075043,206500,239.55,826,55388,-0.0019170502,0.039082304,725.8926939964294,20650000,0.003983089,10.250213089534954
0.6823915,0.04628,2.9792945,0.8851137682795525,206750,236.56,827,50965,-0.0019236505,0.042076085,726.7030663490295,20675000,0.0041482127,11.232645097639761
0.6395423,0.031779997,2.9776206,0.9044391438364983,207000,226.46,828,51090,-0.00066855655,0.035149015,727.5662453174591,20700000,0.0034246915,9.288386669140309
0.5842062,0.059288003,2.9732156,0.9029865264892578,207250,231.2,829,50833,-0.0008120995,0.037158612,728.4329328536987,20725000,0.005065019,9.949302779019344
0.42437452,0.043072004,2.9694855,0.9239964634180069,207500,238.64,830,56977,-0.0009902073,0.03483712,729.2803335189819,20750000,0.003984712,8.998396108726157
0.72966874,0.0308,2.96684,0.909061037003994,207750,225.01,831,55844,-0.001242392,0.034255795,730.0781955718994,20775000,0.0030364017,9.610640049764479
0.54913527,0.044368,2.9653454,0.9234379157423973,208000,231.87,832,57038,-0.00221216,0.036938373,730.8833055496216,20800000,0.004003198,9.814222391252406
0.45878038,0.053456,2.9666667,0.9420337602496147,208250,233.78,833,54944,-0.0015925079,0.037275072,731.6950581073761,20825000,0.004782605,9.758557504433556
0.5287876,0.072988,2.9673584,0.9238725900650024,208500,231.24,834,48863,-0.00022095322,0.035455775,732.5114760398865,20850000,0.005897064,9.59633966125859
0.43784103,0.038576,2.967643,0.9034445360302925,208750,244.18,835,55406,-0.0015920674,0.038730543,733.379275560379,20875000,0.0038202547,9.767218711888418
0.4578096,0.039388,2.9655373,0.9602000638842583,209000,240.43,836,54994,-0.002539757,0.04184194,734.1871249675751,20900000,0.0036898344,10.383813253037514
0.46337324,0.044536002,2.9611804,0.9274273291230202,209250,246.69,837,55361,-0.0013068703,0.040701803,734.9993648529053,20925000,0.0041791513,10.456317217682153
0.64908826,0.019236,2.9561994,0.9303754717111588,209500,239.66,838,57824,-0.0011172097,0.04360333,735.8096752166748,20950000,0.0025656226,10.981538349119074
0.39422703,0.039628003,2.9499323,0.9475346691906452,209750,235.19,839,55969,-0.0015974201,0.036294766,736.6112804412842,20975000,0.003996025,9.099514875693712
0.37211603,0.028987998,2.941891,0.9233173131942749,210000,240.83,840,54696,-0.0016898426,0.036981273,737.4265933036804,21000000,0.0031825632,9.377654145236592
0.43657693,0.046256,2.9367023,0.9306526929140091,210250,245.16,841,54100,-0.0017276788,0.041510638,738.2407701015472,21025000,0.0042189914,10.508138469331898
0.39000902,0.027147999,2.9291966,0.9487506076693535,210500,240.34,842,49012,-0.0017030068,0.040487867,739.0737149715424,21050000,0.0029745672,10.12378625352896
0.32815573,0.0373,2.9186282,0.955004271119833,210750,240.49,843,50430,-0.002026053,0.03795554,740.0064067840576,21075000,0.0037034336,9.611453237951064
0.32921585,0.05942,2.914778,0.9409844651818275,211000,242.89,844,49715,-0.0012114882,0.03581079,740.9144842624664,21100000,0.005085928,9.20454349535401
0.47208667,0.04106,2.911118,0.9193858206272125,211250,243.97,845,53078,-0.001726825,0.040265925,741.8251740932465,21125000,0.0040152026,10.137503524477651
0.45604935,0.042675994,2.904614,0.9439681768417358,211500,235.58,846,55473,-0.0017214533,0.044307802,742.6712498664856,21150000,0.003891978,10.855629227221943
0.4571684,0.021388,2.901276,0.9340092465281487,211750,237.81,847,56275,-0.0014134848,0.040933605,743.493111371994,21175000,0.0027258177,10.367072746881458
0.3690049,0.054631997,2.9016619,0.9270263984799385,212000,247.64,848,56359,-0.0013487914,0.04283342,744.3029987812042,21200000,0.004720282,10.719810286952416
0.4708178,0.035584,2.9010837,0.9254122674465179,212250,236.4,849,57161,-0.0013439902,0.03859675,745.1083042621613,21225000,0.0036107053,9.841253801938146
0.572467,0.058736004,2.898482,0.9326524585485458,212500,238.27,850,57063,-0.0016472915,0.03799621,745.9103264808655,21250000,0.0048549045,10.004211438044512
0.4959956,0.039532,2.8952508,0.9378123432397842,212750,231.1,851,55207,-0.0013996775,0.039501842,746.7196662425995,21275000,0.0038455925,9.945296645723284
0.3015011,0.041064,2.892272,0.9252308681607246,213000,245.14,852,54715,-0.0016370702,0.0375313,747.5560266971588,21300000,0.003908419,9.398455730046845
0.43122897,0.056884002,2.8893635,0.9315928369760513,213250,242.27,853,57256,-0.0015342309,0.039623093,748.3855473995209,21325000,0.0049133585,10.126288370454057
0.3855308,0.063,2.8841472,0.9311166033148766,213500,242.98,854,56754,-0.0020462913,0.040896505,749.2197659015656,21350000,0.0052386373,10.334237349461764
0.52149004,0.079940006,2.877589,0.9130000919103622,213750,241.82,855,54645,-0.0007973396,0.03754553,750.0382041931152,21375000,0.006332472,9.870774254157295
0.59897316,0.05992,2.872973,0.9207471385598183,214000,226.64,856,47639,-0.0017900609,0.039440494,750.8968846797943,21400000,0.0051076673,10.060315562031901
0.31681743,0.033267997,2.8689969,0.9204047843813896,214250,245.25,857,53721,-0.0016934756,0.037640866,751.8015100955963,21425000,0.0035949345,9.303026532270014
0.36601406,0.042944003,2.8650804,0.9390931092202663,214500,230.7,858,54184,-0.0014789285,0.03692669,752.6409027576447,21450000,0.0042334097,8.950534432034473
0.4555884,0.070116006,2.862038,0.9176382273435593,214750,245.09,859,55631,-0.002421158,0.044199295,753.4983291625977,21475000,0.0057032793,11.197112054101307
0.4076156,0.040904,2.8605733,0.9406514763832092,215000,242.71,860,54941,-0.0014610318,0.04043038,754.3131620883942,21500000,0.0038433434,10.254550736617675
0.47191796,0.043952,2.8595617,0.8810339868068695,215250,245.73,861,54507,-0.0012213243,0.040167503,755.1440091133118,21525000,0.004108978,10.10301084082108
0.39176446,0.037063997,2.854169,0.9087314680218697,215500,247.59,862,54994,-0.0018662785,0.040696952,755.9722843170166,21550000,0.0036099534,10.180038419002667
0.48139447,0.036692,2.8487,0.9215897843241692,215750,239.09,863,53918,-0.0019510437,0.040665783,756.7918717861176,21575000,0.0036613755,10.355818030700393
0.42962176,0.061668,2.8461568,0.938663974404335,216000,237.85,864,52987,-0.00089792174,0.0377848,757.6376602649689,21600000,0.0050919177,9.604141746489331
0.4625178,0.031127999,2.8435268,0.9200140163302422,216250,244.26,865,56047,-0.0012908259,0.041064676,758.483784198761,21625000,0.0034195613,10.34843684954627
0.66874766,0.041036002,2.8342757,0.8920306637883186,216500,237.82,866,55347,-0.0010569335,0.04073286,759.3188319206238,21650000,0.0038961642,10.412037346418947
0.43347058,0.02282,2.825671,0.9270750507712364,216750,240.75,867,51017,-0.0013981903,0.04206177,760.1508643627167,21675000,0.0026390415,10.745145839666074
0.69619924,0.054552,2.821282,0.9046149402856827,217000,227.88,868,56923,-0.0018406827,0.041786894,760.9991953372955,21700000,0.0048323157,10.576639601830394
0.45402455,0.02362,2.8191454,0.9210342764854431,217250,235.67,869,55877,-0.0016420183,0.038149726,761.8290786743164,21725000,0.0027028848,9.649261379991659
0.58356285,0.051783998,2.8175366,0.9065757542848587,217500,234.63,870,56151,-0.002175966,0.040901203,762.66761469841,21750000,0.0046693454,10.62485640499741
0.3799378,0.041192,2.8141913,0.9284426718950272,217750,238.13,871,54967,-0.0016896868,0.039550543,763.4953072071075,21775000,0.0039549395,10.025437110860366
0.35051423,0.044383995,2.8114092,0.932966560125351,218000,245.23,872,57764,-0.0016423084,0.04114417,764.3268098831177,21800000,0.0042090914,10.302504760383163
0.43580088,0.032852,2.8071473,0.9361818432807922,218250,235.59,873,55596,-0.0014066619,0.043977816,765.1410121917725,21825000,0.003455547,10.810333132855595
0.5232822,0.046591997,2.805828,0.9166907072067261,218500,244.52,874,50542,-0.0013781342,0.041743897,765.9692242145538,21850000,0.004080114,10.623221190258919
0.33706442,0.049804,2.803803,0.9291628077626228,218750,242.6,875,55929,-0.0012851565,0.039078303,766.8539202213287,21875000,0.004432741,9.872773444505874
0.4691674,0.059312005,2.798843,0.9118698239326477,219000,241.39,876,55246,-0.0017673367,0.03797015,767.673497915268,21900000,0.0050947014,9.66465950105281
0.4816355,0.037964,2.7934194,0.928024560213089,219250,234.52,877,54627,-0.0013802114,0.0394058,768.5049638748169,21925000,0.0036589946,10.146822152654641
0.3023574,0.050391994,2.789449,0.9266731962561607,219500,240.31,878,55465,-0.002190778,0.0348295,769.33518409729,21950000,0.0045419903,8.950179640082643
0.36804837,0.043360002,2.7845886,0.9262779504060745,219750,242.65,879,54552,-0.001734427,0.042993095,770.1903336048126,21975000,0.0041763475,10.535456721243682
0.4497559,0.054964,2.7795098,0.9324310719966888,220000,240.37,880,54676,-0.0014258217,0.045288105,771.1039135456085,22000000,0.004889611,11.21347204734463
0.3503844,0.038032003,2.7777414,0.9211441949009895,220250,247.6,881,56823,-0.0014256777,0.038764153,771.9661993980408,22025000,0.0036387928,9.800081929877342
0.4051764,0.055384,2.77527,0.9174397513270378,220500,245.06,882,56228,-0.002309358,0.041726157,772.7648823261261,22050000,0.0048313416,10.318698247231751
0.48520216,0.040036,2.7708826,0.9078949615359306,220750,246.95,883,46649,-0.0013217756,0.042891543,773.5955426692963,22075000,0.003813628,10.915076296851039
0.40554804,0.052312005,2.7688258,0.9298995062708855,221000,242.77,884,54494,-0.0015368862,0.04349361,774.4949159622192,22100000,0.004593849,10.989295550232637
0.5658559,0.050751995,2.7684944,0.8867503106594086,221250,244.7,885,54990,-0.0017868297,0.041067705,775.3245027065277,22125000,0.0044771573,10.674871692274465
0.42217046,0.033888,2.7659006,0.934069313108921,221500,247.52,886,54256,-0.0017506912,0.044768192,776.1304388046265,22150000,0.0034429792,11.203732411609426
0.49977845,0.052828003,2.7623992,0.9045885130763054,221750,241.98,887,55698,-0.0010552073,0.03758412,776.9582335948944,22175000,0.004701101,9.817058018643875
0.45006022,0.047004,2.760241,0.9077661037445068,222000,245.07,888,45803,-0.0012227258,0.044619862,777.7712790966034,22200000,0.0042382386,11.27207444485277
0.45395803,0.05952,2.7588017,0.9068808630108833,222250,245.21,889,54745,-0.00088653027,0.043776613,778.6850142478943,22225000,0.005134546,11.055601599721486
0.36405215,0.034376003,2.7581265,0.9405822083353996,222500,245.08,890,56412,-0.002035438,0.040878993,779.5177006721497,22250000,0.0033823631,10.39542192841007
0.5370338,0.023796001,2.7562275,0.926855206489563,222750,238.95,891,56028,-0.0010390878,0.038177893,780.3167750835419,22275000,0.0028561247,9.791864842204378
0.4908566,0.031064,2.7539473,0.9199885427951813,223000,238.49,892,55590,-0.0019312801,0.038196776,781.1284379959106,22300000,0.0034625023,9.859865196389146
0.5216905,0.04056,2.7510898,0.9500717595219612,223250,235.21,893,55957,-0.0013961924,0.04268906,781.9796085357666,22325000,0.003975533,10.868576216477232
0.56374836,0.035684,2.7473392,0.9459698908030987,223500,232.99,894,51495,-0.0016369577,0.041057706,782.8572239875793,22350000,0.003654527,10.377266477064696
0.40701383,0.031904,2.7444758,0.9415345937013626,223750,242.56,895,48975,-0.0017780341,0.03812434,783.7603380680084,22375000,0.003192157,9.625739408217887
0.67104924,0.040336,2.7391086,0.9317562356591225,224000,228.64,896,55768,-0.0013467424,0.035218406,784.6497845649719,22400000,0.0036614514,9.198171461387538
0.43632007,0.070676,2.7346725,0.9276664480566978,224250,238.65,897,57893,-0.0015602628,0.037964687,785.4764935970306,22425000,0.0056645726,9.965688183082966
0.5166186,0.052723996,2.7319703,0.936053030192852,224500,238.3,898,57049,-0.0013020091,0.04162269,786.2812743186951,22450000,0.0047284006,10.759446025898214
