true_reward,policy_loss,explained_variance,policy_entropy,value_loss,total_timesteps,fps,clipfrac,time_elapsed,approxkl,ep_reward_mean,serial_timesteps,ep_len_mean,n_updates
0.79376334,-0.0022366908,0.6627163887023926,4.5253043,14.401728,14050000,64138,0.106636,434.89540910720825,0.007857414,195.21476801007464,140500,243.02,562
0.7943378,-0.0013716635,0.3032754063606262,4.5217767,51.55116,14075000,70073,0.085948005,435.7328803539276,0.0065546744,193.9181165760418,140750,231.89,563
0.794108,-0.0020702274,0.47690069675445557,4.5205507,31.764248,14100000,64915,0.071724005,436.5258209705353,0.0055724857,199.3791342885586,141000,243.04,564
0.81158495,-0.0023764656,0.5521163940429688,4.5185285,23.958084,14125000,69273,0.07780401,437.3721613883972,0.005962996,199.13231033489836,141250,239.54,565
0.8057076,-0.0015802004,0.43876975774765015,4.5113235,28.324621,14150000,70810,0.078968,438.17248582839966,0.0062336875,195.43921312707866,141500,237.03,566
0.791675,-0.002242542,0.46499067544937134,4.504954,44.49616,14175000,73172,0.080415994,438.94199419021606,0.0064411387,190.78182781662247,141750,231.22,567
0.7899804,-0.0019120101,0.5515503585338593,4.500724,41.41584,14200000,70702,0.052659996,439.7011089324951,0.004642932,189.68157284975405,142000,229.82,568
0.7783517,-0.0020012988,0.3310700058937073,4.4956026,67.10957,14225000,69967,0.078572,440.46233010292053,0.0060568014,185.55655852654948,142250,222.57,569
0.7901232,-0.0015266992,0.413186252117157,4.49288,48.484383,14250000,68389,0.062308002,441.27514600753784,0.005218169,187.5812123336426,142500,226.22,570
0.7915408,-0.0016438151,0.4089500904083252,4.489671,55.4511,14275000,75532,0.12004,442.08189392089844,0.009071992,181.07370030775238,142750,217.1,571
0.8126011,-0.0009784403,0.5867851078510284,4.485974,24.985683,14300000,72663,0.10817601,442.81383442878723,0.008170502,199.1190810964762,143000,238.33,572
0.8069647,-0.002160059,0.4456934928894043,4.482313,41.83981,14325000,75541,0.089352,443.54755544662476,0.0069886623,190.9153368796207,143250,228.32,573
0.7859286,-0.0014625804,0.3957235813140869,4.4757986,49.920807,14350000,75306,0.051092,444.2585196495056,0.0046107117,181.9818557893784,143500,221.64,574
0.7978012,-0.0020003617,0.45866674184799194,4.4720354,42.132915,14375000,74450,0.052136004,445.0161681175232,0.00459935,192.98347728568348,143750,230.83,575
0.8042921,-0.0017094593,0.5823272168636322,4.468892,31.75816,14400000,72485,0.059864003,445.73003673553467,0.005068115,193.22074174641313,144000,231.73,576
0.79607177,-0.0024620346,0.49709486961364746,4.4637747,34.349007,14425000,72032,0.078148,446.46617221832275,0.0062420815,194.66068241727132,144250,237.32,577
0.79180086,-0.0015600992,0.5402893126010895,4.4588156,47.96617,14450000,65986,0.089379996,447.2112777233124,0.0067594647,185.46075999366775,144500,222.42,578
0.80996084,-0.0019272283,0.6084592640399933,4.4547224,25.216194,14475000,71237,0.063132,448.0114917755127,0.0051328214,197.57997575408652,144750,237.07,579
0.8087114,-0.0019343566,0.6300016641616821,4.448107,26.03395,14500000,67511,0.095708005,448.746191740036,0.007095138,199.74660356824256,145000,240.4,580
0.7975051,-0.0031399126,0.41768211126327515,4.441076,54.71978,14525000,66751,0.09141201,449.52315497398376,0.00685851,188.29000601149284,145250,225.19,581
0.7701003,-0.00210944,0.303023099899292,4.437178,69.29916,14550000,68871,0.076827995,450.29362177848816,0.005892548,181.35916342713762,145500,219.92,582
0.79045916,-0.0025973576,0.37791281938552856,4.432037,48.986282,14575000,66429,0.074148,451.0576283931732,0.0057853474,188.2352196009037,145750,228.53,583
0.78146744,-0.0026094858,0.33793312311172485,4.425586,51.24341,14600000,74537,0.09354799,451.85602498054504,0.0075363563,178.01284848570228,146000,218.93,584
0.7978619,-0.002938788,0.4559144377708435,4.4216514,32.079433,14625000,75367,0.10939201,452.57310009002686,0.00818831,197.03309366571003,146250,239.64,585
0.7975586,-0.0017716242,0.7371942698955536,4.419004,9.711897,14650000,74534,0.083888,453.2684316635132,0.0065776026,196.77880431270748,146500,245.28,586
0.8015826,0.0026550742,0.3450852632522583,4.4137883,50.100082,14675000,75650,0.23311599,453.970587015152,0.022833297,196.48446637120867,146750,234.24,587
0.7722492,0.0018367978,0.16156625747680664,4.410603,88.185326,14700000,75159,0.14749601,454.66426825523376,0.010960193,172.76945193201598,147000,209.61,588
0.80236876,-0.0011919669,0.4211845397949219,4.4078393,43.626667,14725000,76123,0.090852,455.3630840778351,0.006878335,192.03786500145753,147250,229.98,589
0.78843594,-0.0018815792,0.3385172486305237,4.405698,55.11034,14750000,76007,0.058251996,456.0563416481018,0.004743595,185.60930578987163,147500,223.9,590
0.7887666,-0.0026145042,0.3107948899269104,4.4049234,59.960438,14775000,74071,0.095019996,456.7473728656769,0.007633219,193.33627759558402,147750,230.95,591
0.78260064,-0.0007629412,0.3229830265045166,4.404332,62.621204,14800000,72396,0.132324,457.4376730918884,0.010224085,187.6304287280017,148000,225.82,592
0.8225862,-0.0018011238,0.4650408625602722,4.402855,31.379282,14825000,71359,0.10411199,458.18683648109436,0.007751666,204.40521188407757,148250,241.43,593
0.81305,-0.0017342127,0.3945510983467102,4.3989153,50.291634,14850000,60550,0.09756,458.9445617198944,0.0074845343,194.48446335228385,148500,227.68,594
0.83072406,-0.001200549,0.6596011817455292,4.393763,23.775785,14875000,66602,0.065184,459.79096937179565,0.0054611196,206.31005155595278,148750,242.1,595
0.83762854,-0.002605271,0.4774906635284424,4.389119,36.613945,14900000,70604,0.093372,460.5797264575958,0.0069856076,203.2808677644641,149000,234.6,596
0.81648517,-0.0028111855,0.5127926468849182,4.383985,39.520485,14925000,71436,0.068992,461.3258340358734,0.005431029,196.75547505522235,149250,231.84,597
0.7914171,-0.0007196803,0.41317903995513916,4.3791695,58.469482,14950000,74729,0.038631998,462.08210253715515,0.003637135,193.90453160704055,149500,231.02,598
0.8120375,-0.0020826699,0.4626691937446594,4.375141,51.703197,14975000,72259,0.056056,462.82149839401245,0.0048125223,194.4948321345588,149750,227.25,599
0.81167096,-0.00216413,0.4277069568634033,4.3695993,43.577087,15000000,67620,0.075948,463.5520603656769,0.005930443,194.87104577280107,150000,230.73,600
0.8144272,-0.0017441486,0.4148666262626648,4.365348,50.0951,15025000,69531,0.12684001,464.3369302749634,0.008898184,196.37753044578866,150250,230.27,601
0.81093955,-0.0018387858,0.487392783164978,4.3619776,42.45472,15050000,71442,0.113984,465.11395168304443,0.0086606275,197.44556163201213,150500,233.61,602
0.7930729,-0.00045581433,0.3520122766494751,4.3620234,68.542465,15075000,72149,0.10966001,465.8573884963989,0.007949682,188.50516750379902,150750,223.6,603
0.7939329,-0.0012925174,0.2614796757698059,4.36164,80.8631,15100000,74804,0.078072,466.57741475105286,0.005953905,181.13714962725274,151000,212.94,604
0.8398933,-0.0018725073,0.5414636433124542,4.3608665,23.242691,15125000,70764,0.076852,467.31053042411804,0.0060269567,206.5213209757278,151250,240.92,605
0.8030241,-0.0015890896,0.4291977882385254,4.3567276,58.428406,15150000,69060,0.0926,468.06669187545776,0.006964106,191.20435625930912,151500,226.01,606
