time_elapsed,explained_variance,ep_reward_mean,value_loss,n_updates,true_reward,policy_entropy,total_timesteps,ep_len_mean,policy_loss,serial_timesteps,clipfrac,fps,approxkl
350.08199977874756,0.9355432316660881,9.238205547752223,0.6800622,396,0.030637432,4.211768,9900000,207.8,-0.0014250007,99000,0.02926,57121,0.0031814892
350.9034585952759,0.9287242814898491,8.879484089179732,0.7162942,397,0.029155074,4.2098694,9925000,207.16,-0.0016307756,99250,0.025652,54530,0.00282023
351.727822303772,0.9215376228094101,8.852339731317425,0.6867708,398,0.030841494,4.2068563,9950000,221.31,-0.002066819,99500,0.035552002,55426,0.003648419
352.54019689559937,0.935207299888134,9.333941384731716,0.6006521,399,0.031244155,4.205492,9975000,218.46,-0.0015695877,99750,0.028243998,55439,0.0031831884
353.36044359207153,0.9244209751486778,11.11678194264099,0.71189475,400,0.039722364,4.2026014,10000000,224.29,-0.0016499534,100000,0.045616,57003,0.0041577225
354.16569471359253,0.9108592942357063,10.284990676616435,0.7607899,401,0.03370842,4.198216,10025000,215.27,-0.0017537518,100250,0.037908003,57306,0.003927809
354.96367597579956,0.9333077892661095,9.179558089804619,0.59563845,402,0.030235087,4.1947813,10050000,218.5,-0.0017629818,100500,0.030852,56554,0.0034501012
355.7685401439667,0.9128735437989235,10.800432020803637,0.63420904,403,0.039264016,4.192368,10075000,238.14,-0.00026750946,100750,0.047044,57058,0.0043036705
356.57379245758057,0.9195889830589294,10.113411200176028,0.75843054,404,0.030369855,4.188607,10100000,210.11,-0.0010079502,101000,0.030868,44855,0.0034604457
357.484747171402,0.9183653071522713,10.122710319547256,0.76159877,405,0.03253991,4.185753,10125000,219.69,-0.001178218,101250,0.028532002,55803,0.0032384105
358.3165981769562,0.9282617047429085,9.33108047687459,0.62579983,406,0.03147841,4.1830645,10150000,214.21,-0.001744307,101500,0.019588,56357,0.0023275493
359.1841149330139,0.9258484244346619,9.53804743264477,0.7552335,407,0.027113777,4.17745,10175000,204.67,-0.0013928836,101750,0.031975996,51504,0.0032557256
360.12914514541626,0.9182581156492233,9.575626713251086,0.61519873,408,0.031872764,4.175191,10200000,221.52,-0.0015848267,102000,0.031783998,51954,0.0033257555
361.02824234962463,0.9212817177176476,10.198005806403062,0.6663095,409,0.034634344,4.174567,10225000,219.26,-0.0014561166,102250,0.035204,52314,0.003649944
361.9111387729645,0.9118363559246063,10.637777291120965,0.68160355,410,0.037382867,4.1696157,10250000,225.69,-0.0011513785,102500,0.024412,51920,0.002919506
362.79247879981995,0.9176414310932159,11.247346369388952,0.6963194,411,0.039486185,4.1635203,10275000,227.25,-0.0011598964,102750,0.029835999,53254,0.003161005
363.67294549942017,0.9053150713443756,10.55582621733356,0.81504476,412,0.03427856,4.1583147,10300000,215.11,-0.0016302109,103000,0.037235998,57085,0.0037533008
364.4713468551636,0.9398990496993065,9.531482198689204,0.57722336,413,0.03157261,4.1541753,10325000,221.21,-0.0014979212,103250,0.029092003,54601,0.0029789808
365.28258991241455,0.9273700639605522,9.063581151105595,0.6045335,414,0.028841099,4.150797,10350000,218.37,-0.0011671605,103500,0.02922,56780,0.0033177491
366.1161279678345,0.9224788919091225,10.376626515695849,0.72675097,415,0.037486967,4.146792,10375000,221.76,-0.0015069263,103750,0.026159998,52916,0.0028097199
367.01230096817017,0.9228101521730423,10.3798769261937,0.5906074,416,0.03841319,4.142314,10400000,231.97,-0.0012110544,104000,0.016636,53058,0.0024052332
367.89487862586975,0.9087717831134796,11.068095577060458,0.7602417,417,0.03825308,4.138495,10425000,224.97,-0.0014041578,104250,0.039343998,53375,0.003924423
368.77281951904297,0.9337484315037727,8.73296757382724,0.5566354,418,0.028156329,4.1355033,10450000,219.4,-0.0019458432,104500,0.034967996,51002,0.0035257332
369.7010278701782,0.930325523018837,9.398793606450404,0.54096544,419,0.030591898,4.134584,10475000,224.31,-0.0016664785,104750,0.044536002,51390,0.004135479
370.6245667934418,0.8849961683154106,9.926307168197418,0.70177406,420,0.036205214,4.134045,10500000,235.3,-0.0014720032,105000,0.021376,53942,0.0027684688
371.52716183662415,0.9310897216200829,9.18249557674113,0.4504785,421,0.0334919,4.1336255,10525000,231.81,-0.0017027082,105250,0.026824001,52390,0.003165918
