fps,true_reward,clipfrac,ep_reward_mean,policy_loss,n_updates,value_loss,total_timesteps,ep_len_mean,explained_variance,serial_timesteps,policy_entropy,time_elapsed,approxkl
71992,1.0531694,0.16720802,259.57190193365506,-0.0019931223,186,22.76632,4650000,243.56,0.430336594581604,46500,2.6313484,141.815758228302,0.01491653
71447,1.0498486,0.23559201,263.0055584494752,-0.0017355408,187,13.44458,4675000,248.6,0.5971744656562805,46750,2.6310647,142.54024147987366,0.02138363
73080,1.0423688,0.238764,255.41550097873915,-0.002689771,188,23.181866,4700000,242.36,0.44008880853652954,47000,2.6331105,143.27129006385803,0.019326398
73033,1.0511976,0.203216,261.2599157822067,-0.0015333022,189,8.436403,4725000,247.47,0.6919485628604889,47250,2.6365728,144.01427698135376,0.015317398
71430,1.0481024,0.166292,260.8605617206591,-0.002263215,190,21.752577,4750000,245.74,0.47302818298339844,47500,2.641243,144.75197768211365,0.012832175
69777,1.0506262,0.193828,259.78339503546886,-0.00095810706,191,23.338964,4775000,244.3,0.45366090536117554,47750,2.6442015,145.45586490631104,0.015176132
71935,1.0339037,0.269472,250.89913724924045,0.0030670431,192,39.916164,4800000,237.67,0.3562626242637634,48000,2.6437242,146.1697063446045,0.029337626
70938,1.0301121,0.14786401,246.08586060736968,-0.0011040791,193,56.38746,4825000,232.1,0.3306159973144531,48250,2.643938,146.88375687599182,0.010602413
72578,1.0428449,0.217608,256.0583335533018,-0.0017613571,194,31.855429,4850000,241.51,0.393271803855896,48500,2.6412504,147.5960304737091,0.016633727
71286,1.0458127,0.221876,259.69715240720194,0.000408529,195,25.311228,4875000,244.71,0.45026135444641113,48750,2.6378198,148.31403422355652,0.021139879
71719,1.0514526,0.175552,260.89272629900836,-0.0013892321,196,18.759783,4900000,245.49,0.492519736289978,49000,2.635573,149.03103256225586,0.01289439
74062,1.0457555,0.121224,256.95787752959893,-0.0009265292,197,31.927362,4925000,241.72,0.3824285864830017,49250,2.6353564,149.73829531669617,0.008764401
73380,1.0651598,0.18846402,265.73237889744416,-0.0019757226,198,9.696852,4950000,248.2,0.6524256467819214,49500,2.6345658,150.43631720542908,0.014595972
73682,1.0389313,0.120327994,247.18383306489966,-0.0017091915,199,56.057777,4975000,231.52,0.29963749647140503,49750,2.6311235,151.13551950454712,0.008513825
72593,1.0336665,0.11186,253.2162599591589,-0.0020211558,200,42.97213,5000000,239.1,0.403160035610199,50000,2.6298816,151.843412399292,0.008909925
74475,1.0396793,0.13476801,247.702512210173,-0.002114408,201,47.86033,5025000,232.87,0.327332079410553,50250,2.628293,152.56738567352295,0.00977408
72067,1.0383474,0.12343601,250.7641393687125,-0.0012173667,202,54.587482,5050000,234.62,0.2776870131492615,50500,2.6242518,153.26844263076782,0.009622559
73104,1.0154735,0.102672,240.09453298805457,-0.0010547218,203,75.71072,5075000,227.78,0.2599055767059326,50750,2.6207066,153.9807026386261,0.0074990937
74483,1.008287,0.083448,237.4561749836651,-0.0015693503,204,94.88188,5100000,224.11,0.2424858808517456,51000,2.618637,154.68758893013,0.0061950358
72641,1.0366541,0.112119995,255.62516422223027,-0.0020747348,205,35.88247,5125000,241.11,0.4619066119194031,51250,2.6173835,155.38172602653503,0.008429915
73928,1.0294853,0.08646,251.292272046837,-0.0015187727,206,51.0544,5150000,237.14,0.34934407472610474,51500,2.616236,156.08494400978088,0.0065936847
71613,1.0369533,0.076823995,257.9595698052384,-0.0020565628,207,40.263145,5175000,242.51,0.42364418506622314,51750,2.616266,156.80080103874207,0.0060612513
73124,1.0405537,0.155752,255.3091912638987,-0.001749775,208,41.790474,5200000,239.79,0.3872659206390381,52000,2.6175268,157.52574253082275,0.011164668
71617,1.0328672,0.14371601,256.60943859933366,-0.003861063,209,35.62727,5225000,243.2,0.44194281101226807,52250,2.6181507,158.27612018585205,0.010712566
73192,0.9999235,0.107208,236.58850707324027,-0.0017374016,210,87.003136,5250000,225.76,0.24125218391418457,52500,2.6179228,159.01835775375366,0.0081537645
73168,1.0252578,0.128312,239.73271549326165,-0.0012412304,211,56.303436,5275000,228.12,0.257116436958313,52750,2.615408,159.7245397567749,0.009457058
61198,1.0244265,0.099712,250.9549395235771,-0.002236751,212,51.276886,5300000,237.79,0.33810126781463623,53000,2.6139095,160.4414939880371,0.0073355534
71798,1.0127169,0.10366001,237.95217254107163,-0.0018525928,213,72.3894,5325000,226.79,0.20057451725006104,53250,2.6117985,161.23809671401978,0.0077800574
70195,1.0527431,0.15816,260.4193261150229,-0.0017308615,214,13.274603,5350000,245.3,0.5997156798839569,53500,2.6101258,161.95126175880432,0.011982868
68156,1.0340877,0.16769199,251.43385223978458,-0.0017747963,215,42.02929,5375000,237.62,0.3611093759536743,53750,2.6065216,162.6683268547058,0.012155058
72180,1.032364,0.121752,254.77509052965672,-0.0027215402,216,34.82821,5400000,241.46,0.48390448093414307,54000,2.6066442,163.4047076702118,0.008807439
71415,1.0414681,0.123832,258.47013509838354,-0.0021117975,217,21.408762,5425000,245.23,0.501830667257309,54250,2.6063719,164.12013483047485,0.011760183
71562,1.0449984,0.145316,253.43789765813366,-0.0023621595,218,26.459015,5450000,239.42,0.419325590133667,54500,2.607189,164.83648419380188,0.011370502
67456,1.0321673,0.19808,251.50192861260453,-0.003067565,219,33.378567,5475000,239.2,0.43620896339416504,54750,2.6075711,165.60730385780334,0.014723251
69688,1.0402765,0.172188,251.94263609702102,-0.00035998313,220,33.099125,5500000,238.01,0.41860073804855347,55000,2.6086736,166.41928482055664,0.012442429
69960,1.0349113,0.17015602,253.18432912673126,-0.0017421286,221,35.12472,5525000,240.42,0.40030795335769653,55250,2.6094942,167.15764784812927,0.012794256
71708,1.062919,0.146944,263.3630978546913,-0.0031139837,222,12.493478,5550000,246.02,0.5899600982666016,55500,2.6091733,167.91388630867004,0.010391939
61525,1.0419647,0.15303999,259.2824032692227,-0.0021401322,223,21.468159,5575000,245.6,0.5156187415122986,55750,2.6059546,168.65546464920044,0.011430543
71754,1.040406,0.18142001,254.4922736647018,-0.0024627526,224,32.215736,5600000,240.73,0.37165093421936035,56000,2.6046717,169.4330174922943,0.014239761
74279,1.0285329,0.098759994,256.67676833154945,-0.0021229465,225,39.31593,5625000,244.41,0.3440144658088684,56250,2.6026497,170.15670084953308,0.0074288696
74559,1.0507962,0.19668801,261.4887620100773,-0.0010144694,226,9.394873,5650000,247.64,0.6517458260059357,56500,2.6000385,170.86017298698425,0.015514864
73452,1.0319067,0.202148,254.8972563449372,-0.00096949376,227,39.79023,5675000,241.55,0.35404032468795776,56750,2.5979326,171.55200958251953,0.015582603
71671,1.0242643,0.12513998,249.1351386842316,-0.0005724561,228,55.455647,5700000,236.35,0.27085715532302856,57000,2.5972505,172.2614917755127,0.009084141
72237,1.0392896,0.10259201,255.58396231198418,-0.0017593441,229,39.800728,5725000,240.74,0.3473415970802307,57250,2.5954638,172.97850513458252,0.007463836
73760,1.0437961,0.147924,256.0192258481774,-0.002376177,230,24.176981,5750000,242.01,0.5062122046947479,57500,2.595611,173.69943165779114,0.0105392095
73612,1.0559523,0.13133201,257.09675902180305,-0.0014330641,231,22.363483,5775000,241.08,0.4480580687522888,57750,2.5991724,174.4003176689148,0.009781577
73338,1.0306387,0.080776,253.86324209554382,-0.0016531879,232,35.853207,5800000,241.54,0.37365633249282837,58000,2.603807,175.10063004493713,0.006228597
74369,1.0485771,0.148852,262.1361141327561,-0.0013632874,233,4.9002023,5825000,249.44,0.8070260435342789,58250,2.6064484,175.80952262878418,0.011037448
72577,1.0388912,0.172856,254.90774020218785,-0.0010026668,234,32.102894,5850000,240.95,0.40181028842926025,58500,2.6043077,176.5669195652008,0.01291628
71936,1.0353318,0.166624,256.1497530862587,-0.0020508876,235,27.58688,5875000,243.93,0.4412296414375305,58750,2.6003537,177.29831099510193,0.012828751
71562,1.0394235,0.136656,259.20298734312996,-0.0015358267,236,35.16244,5900000,243.8,0.4081100821495056,59000,2.596632,178.01867580413818,0.010035203
72054,1.0327698,0.101396,253.07506500340438,-0.0011180313,237,35.256275,5925000,240.46,0.4169352650642395,59250,2.5923657,178.75019884109497,0.008010486
71270,1.039734,0.135964,254.30935993959662,-0.0022380098,238,22.712631,5950000,241.75,0.49652671813964844,59500,2.5893292,179.47338032722473,0.0101528475
71435,1.0506599,0.219136,259.3649155750557,-0.00258778,239,26.649296,5975000,243.2,0.43365633487701416,59750,2.5884748,180.19454169273376,0.018970853
72167,1.0388492,0.153304,251.01323553951363,-0.0017167993,240,35.96424,6000000,237.56,0.38643789291381836,60000,2.5876682,180.92106938362122,0.011491269
72656,1.0425575,0.13706,257.56064913551904,-0.0018575914,241,26.87801,6025000,243.5,0.44411414861679077,60250,2.5860033,181.64578676223755,0.010465661
73603,1.0425329,0.142168,258.1615695396226,-0.0023692106,242,22.101955,6050000,244.47,0.47475409507751465,60500,2.584574,182.3626205921173,0.010208616
73566,1.037083,0.156552,258.893432276928,-0.0014271701,243,17.563585,6075000,247.01,0.5838667154312134,60750,2.5818167,183.09170365333557,0.011748137
71918,1.0463328,0.15751599,260.2397002143081,-0.001230498,244,13.904419,6100000,247.06,0.5856175720691681,61000,2.5806417,183.82313632965088,0.0121490415
73164,1.0361226,0.271244,259.739915823468,0.00061441556,245,17.001524,6125000,247.64,0.5890762805938721,61250,2.5773196,184.56777477264404,0.024371691
72760,1.026605,0.17550401,253.5723604350417,-7.302547e-05,246,37.600056,6150000,241.86,0.3656696677207947,61500,2.571455,185.30842924118042,0.013078463
71777,1.045391,0.106996,260.2522644270801,-0.002013784,247,23.813023,6175000,245.49,0.5000700950622559,61750,2.5703878,186.04454827308655,0.008991339
72931,1.0479747,0.143996,257.9275652002945,-0.002772869,248,18.320597,6200000,243.92,0.5253246426582336,62000,2.5714939,186.78404688835144,0.010839036
74132,1.0348438,0.14256799,255.7111818763047,-0.002198815,249,22.749828,6225000,244.2,0.4933655858039856,62250,2.5664382,187.54592990875244,0.011291415
74135,1.0438391,0.134504,259.935704742713,-0.002679889,250,18.209324,6250000,246.36,0.5188468396663666,62500,2.5635552,188.24883770942688,0.010183546
73442,1.0428029,0.14734,261.022761733776,-0.0029091986,251,12.550819,6275000,248.21,0.66179159283638,62750,2.5636754,188.96655678749084,0.011434937
70937,1.037127,0.200108,253.0861142511516,0.0008773309,252,33.46444,6300000,239.84,0.34461474418640137,63000,2.561949,189.68548727035522,0.01455695
70007,1.0561543,0.23820801,261.4006204569965,-0.001820867,253,14.087233,6325000,245.99,0.5704027712345123,63250,2.556617,190.40879726409912,0.021666102
70080,1.0360777,0.17051199,249.1272467862379,-0.0016866295,254,37.152367,6350000,236.29,0.3593490719795227,63500,2.5493205,191.14007186889648,0.012020937
71453,1.0238646,0.128264,252.01245983218598,-0.0016707678,255,47.73526,6375000,239.59,0.36953747272491455,63750,2.5433822,191.88349556922913,0.00899544
69840,1.0432409,0.122252,257.787185477729,-0.0021460315,256,31.815985,6400000,242.4,0.3902326226234436,64000,2.539287,192.63410925865173,0.008999808
73561,1.0561599,0.099808,263.8979727967954,-0.002226581,257,9.80527,6425000,248.47,0.637270987033844,64250,2.5331554,193.35170674324036,0.00746085
69697,1.042022,0.251268,258.8811599184696,-0.0023415533,258,26.54446,6450000,244.66,0.4607848525047302,64500,2.5264297,194.08193159103394,0.02176727
70610,1.058616,0.1404,265.027426623609,-0.003011323,259,9.263451,6475000,249.03,0.6612553000450134,64750,2.5219233,194.8143937587738,0.010487126
73677,1.0522856,0.22533599,261.7059347906337,-0.003088719,260,21.481352,6500000,245.6,0.494983434677124,65000,2.51685,195.55749201774597,0.018480558
72440,1.0603976,0.16574399,261.51390237875444,-0.0018430864,261,9.700441,6525000,245.69,0.6619465053081512,65250,2.5166965,196.2716031074524,0.012682785
71529,1.050698,0.18982801,260.6949693495501,-0.0022646748,262,27.272045,6550000,244.64,0.41300690174102783,65500,2.5152476,197.00617265701294,0.013503276
72246,1.032107,0.08247201,253.7773943633947,-0.0003851108,263,46.229378,6575000,240.06,0.33744192123413086,65750,2.513088,197.73576664924622,0.0066218204
68297,1.0300797,0.09159599,255.1750520095133,-0.0011049251,264,57.567055,6600000,239.84,0.3029834032058716,66000,2.5131059,198.4640383720398,0.0066549233
71929,1.0408577,0.101004004,260.21012762765656,-0.0024408116,265,35.769424,6625000,245.04,0.387367308139801,66250,2.5148053,199.25709342956543,0.0077607953
68226,1.0508521,0.136152,262.53612912601284,-0.0020273603,266,9.49333,6650000,248.51,0.6759393215179443,66500,2.5176342,199.99470829963684,0.01000009
71535,1.053792,0.237408,262.97429513341956,-8.603251e-05,267,20.863195,6675000,246.57,0.5088180303573608,66750,2.5220282,200.74571633338928,0.030666817
67974,1.0457467,0.436876,256.11445327933296,0.010668445,268,32.7881,6700000,240.87,0.3784775137901306,67000,2.5240703,201.49742364883423,0.062531136
69810,1.0000587,0.50673205,222.18916281435494,0.03143046,269,110.84043,6725000,211.25,0.1522883176803589,67250,2.5231967,202.26389932632446,0.14435235
66406,1.0609652,0.25864,259.81729948604067,-0.0010862343,270,18.368269,6750000,243.1,0.5110301375389099,67500,2.522118,203.0054759979248,0.022151437
68020,1.055975,0.13598399,258.71141443128863,-0.0013025908,271,25.103292,6775000,241.96,0.49477118253707886,67750,2.5200438,203.781108379364,0.010196136
71202,1.053694,0.091455996,260.44009484230116,-0.0013916497,272,22.919468,6800000,243.9,0.5547657310962677,68000,2.5189393,204.5049867630005,0.0070399223
73106,1.0537115,0.148456,263.26957826554263,-0.001961633,273,23.201077,6825000,246.8,0.4549540877342224,68250,2.5190609,205.23265194892883,0.011116446
69905,1.0549766,0.129212,261.91977076496704,-0.0020200426,274,14.623056,6850000,246.36,0.564574658870697,68500,2.5189104,205.93500685691833,0.009777343
72864,1.0566262,0.110844,263.4671499498398,-0.0021347767,275,9.887884,6875000,248.13,0.6339817643165588,68750,2.5182528,206.65246200561523,0.008718916
74486,1.0439429,0.123104,260.4631874843275,-0.0026472514,276,25.986324,6900000,245.72,0.4724807143211365,69000,2.5189674,207.35294389724731,0.009125029
72495,1.0604049,0.168696,263.8502220124807,-0.002637098,277,9.520866,6925000,247.5,0.6606946289539337,69250,2.5156188,208.03482246398926,0.0126917865
71663,1.059898,0.24999598,264.79384072959743,-0.0010134971,278,5.0964193,6950000,249.2,0.7686726003885269,69500,2.5088518,208.74843955039978,0.02200601
73372,1.0570679,0.24393201,261.37340806327416,-0.0008112667,279,14.694677,6975000,245.32,0.5545544028282166,69750,2.506385,209.44988083839417,0.021552006
73654,1.055007,0.190932,260.49788455752275,-0.0025447293,280,21.884966,7000000,244.09,0.48628711700439453,70000,2.5015314,210.14249515533447,0.014444937
71505,1.0477004,0.144272,259.3953673245139,-0.0018280934,281,27.004978,7025000,243.81,0.4556264281272888,70250,2.4987688,210.87064957618713,0.010506069
69788,1.0522634,0.198208,263.55709263859194,-0.0033039763,282,27.256199,7050000,246.07,0.5045207738876343,70500,2.4987016,211.57690143585205,0.014888349
73457,1.0526899,0.19973598,260.9764804315596,-0.0024909675,283,18.292877,7075000,245.67,0.52058544754982,70750,2.500229,212.28863906860352,0.01629116
71893,1.0573938,0.14327201,262.2282257207538,-0.0017668441,284,19.263077,7100000,245.69,0.4382743835449219,71000,2.5019228,212.98786163330078,0.012158012
68702,1.0413002,0.13837199,260.5261618837921,-0.001789939,285,12.356429,7125000,248.31,0.6457228362560272,71250,2.502493,213.7016544342041,0.009982279
69029,1.0391418,0.18456,261.06798820711543,-0.0021101101,286,20.592497,7150000,248.11,0.534824550151825,71500,2.5054681,214.4410343170166,0.01337924
72727,1.0386827,0.192348,260.10808033209673,-0.0022897597,287,21.24599,7175000,247.32,0.5166361331939697,71750,2.5103498,215.16769433021545,0.014492573
74456,1.0434161,0.16946399,253.76162095970932,-0.0012357744,288,24.283234,7200000,240.66,0.38342350721359253,72000,2.5142956,215.86334347724915,0.012281761
72364,1.0496004,0.16795999,261.0151205376522,-0.0030340934,289,8.276599,7225000,247.42,0.6990892291069031,72250,2.5180066,216.55601263046265,0.012077965
73078,1.0545961,0.17822799,262.67837718526516,-0.0012002714,290,5.004055,7250000,248.48,0.7687874585390091,72500,2.5208762,217.2612612247467,0.013076422
75793,1.056687,0.462588,264.17174074414737,0.031232294,291,0.26936382,7275000,250.0,0.9830882772803307,72750,2.5224133,217.97609281539917,0.070306994
73911,0.969286,0.775004,208.2246722630254,0.11289549,292,155.9778,7300000,199.84,0.12179428339004517,73000,2.5246587,218.67717599868774,1.0110433
68114,1.0342327,0.278124,258.0855768125375,0.001007573,293,12.3387,7325000,247.84,0.6121979057788849,73250,2.5318828,219.40686464309692,0.025319967
74801,1.0448459,0.202612,260.3947243766615,0.0007340538,294,13.3057375,7350000,247.7,0.5846605598926544,73500,2.5368395,220.14876914024353,0.015240027
74658,1.0584644,0.18960801,264.73559786066886,0.00049068715,295,4.9529448,7375000,249.48,0.7742107957601547,73750,2.5374265,220.84715390205383,0.015659597
74881,1.0245512,0.115260005,237.22235973633298,0.00014810583,296,68.127785,7400000,224.74,0.23541206121444702,74000,2.5366127,221.54706501960754,0.0091733
75753,1.0447681,0.11611601,257.6522595004673,-0.0008923467,297,36.19515,7425000,242.14,0.354960560798645,74250,2.5363803,222.24476265907288,0.008697425
74634,1.0402827,0.117884,251.05788536197772,-0.0010626438,298,41.134544,7450000,236.85,0.3546867370605469,74500,2.5359874,222.9407286643982,0.008402574
73312,1.0365683,0.110608004,251.30662488065298,-0.0013263284,299,56.093548,7475000,235.42,0.31772279739379883,74750,2.5353055,223.64761567115784,0.008400648
75138,1.0527909,0.126056,259.12809345892344,-0.00097357685,300,29.562317,7500000,242.27,0.4646530747413635,75000,2.5339463,224.34708189964294,0.010211005
75409,1.0261917,0.122048005,250.03773524983586,-0.001110814,301,62.8078,7525000,236.21,0.26544803380966187,75250,2.5327652,225.04850220680237,0.009067965
