fps,true_reward,clipfrac,ep_reward_mean,policy_loss,n_updates,value_loss,total_timesteps,ep_len_mean,explained_variance,serial_timesteps,policy_entropy,time_elapsed,approxkl
74364,1.0131645,0.123788014,240.18692060522415,-0.0015551124,19,60.902718,475000,229.79,0.252649188041687,4750,2.7669575,19.35855793952942,0.008865155
74549,1.0324862,0.16282001,252.3526995236693,-0.0018613277,20,27.015036,500000,240.94,0.41663306951522827,5000,2.7675362,20.067473649978638,0.011929909
71028,1.0297846,0.16041599,251.86578996398634,-0.002577965,21,27.050522,525000,241.08,0.4102068543434143,5250,2.767638,20.772781133651733,0.011734788
74416,1.0351074,0.157008,257.5547302221669,-0.0022016983,22,17.186874,550000,246.48,0.5211425125598907,5500,2.7628016,21.488439321517944,0.011843934
76572,1.0466067,0.12416799,261.14892628968823,-0.0014646191,23,4.923293,575000,248.99,0.7644470483064651,5750,2.7564473,22.229835271835327,0.009149907
72129,1.0316825,0.17817199,256.20380234686183,-0.002399306,24,13.051851,600000,246.77,0.5882787108421326,6000,2.7481873,22.94454050064087,0.013065527
74863,1.0341724,0.17726001,251.65873180118652,-0.002135629,25,17.931118,625000,241.73,0.5083856582641602,6250,2.744381,23.67516303062439,0.012981495
74576,1.0309482,0.153988,251.3747932841099,-0.0010607063,26,27.154148,650000,240.74,0.37524092197418213,6500,2.743299,24.375182390213013,0.011116977
74805,1.0309895,0.126068,253.00276669067114,-0.0015786206,27,35.0177,675000,240.79,0.3628087043762207,6750,2.7435257,25.09014129638672,0.009140683
74201,1.040535,0.12499599,256.0543025964067,-0.002556643,28,17.343922,700000,243.97,0.5235773324966431,7000,2.7409358,25.812410831451416,0.00899526
74232,1.034144,0.22699599,256.44464216707934,-0.0016251697,29,22.489624,725000,244.71,0.44042158126831055,7250,2.7392669,26.5240957736969,0.0176206
73460,1.0285399,0.542812,247.3796971091107,0.015989853,30,40.191277,750000,235.68,0.2997547388076782,7500,2.7447767,27.233722925186157,0.148816
73719,1.0315075,0.338088,254.4088740610099,0.002596426,31,35.67344,775000,242.08,0.32278871536254883,7750,2.751568,27.95182704925537,0.042991962
74673,1.0332645,0.18995202,259.13562452597455,-0.00045177503,32,13.738258,800000,248.98,0.5303531289100647,8000,2.7539437,28.662333250045776,0.019010222
73379,1.0258858,0.397128,254.36058037694144,0.004156585,33,26.80336,825000,244.51,0.372871994972229,8250,2.7521238,29.37211513519287,0.05166893
75173,0.95381826,0.19890001,199.82859399624314,0.0013476455,34,160.96455,850000,193.28,0.08670264482498169,8500,2.75368,30.084413766860962,0.014693531
73861,0.91960806,0.25730798,179.48723867886343,0.0037042748,35,194.40561,875000,177.93,0.04886382818222046,8750,2.7558403,30.7890465259552,0.02588383
74117,0.9535587,0.3608,206.36933526367704,0.012393063,36,138.6527,900000,202.36,0.06915289163589478,9000,2.7581446,31.49765706062317,0.04055436
73150,1.0333767,0.162212,254.02367125426608,-0.0016155781,37,17.523836,925000,243.74,0.457427442073822,9250,2.760077,32.21464014053345,0.012335643
72033,1.0398474,0.276628,259.9389028169355,-0.002270522,38,22.502134,950000,246.67,0.41550904512405396,9500,2.760776,32.93606424331665,0.025210608
73382,1.02292,0.127052,249.71181957868174,-0.0013500241,39,36.16594,975000,239.84,0.3387026786804199,9750,2.7615821,33.664944648742676,0.009416826
