ep_len_mean,ep_reward_mean,policy_entropy,explained_variance,fps,n_updates,serial_timesteps,time_elapsed,true_reward,clipfrac,approxkl,total_timesteps,policy_loss,value_loss
242.62,82.21645601068987,-4.7782407,0.8665128797292709,55849,1397,349250,1120.6475903987885,0.3334354,0.263548,0.026862094,34925000,0.0055831512,1.8245924
246.73,84.42752113124705,-4.7809315,0.9162657707929611,56753,1398,349500,1121.4023661613464,0.34010664,0.32311597,0.03786679,34950000,0.0076934956,0.9084503
244.92,83.8838014576526,-4.7809577,0.8851256221532822,56820,1399,349750,1122.156550168991,0.33890554,0.218612,0.01681769,34975000,0.0005188187,1.4303014
243.43,83.27517170289416,-4.7816906,0.8793467432260513,55471,1400,350000,1122.917647600174,0.33774993,0.16770001,0.012956304,35000000,-0.00060836214,1.5412921
245.27,83.1270552865183,-4.7843275,0.9416305348277092,51243,1401,350250,1123.6946923732758,0.33689713,0.20052,0.014870217,35025000,0.0006347791,0.758313
248.07,83.89653610323904,-4.7842665,0.9548555947840214,56436,1402,350500,1124.4995336532593,0.33627522,0.245716,0.020641213,35050000,0.0037864067,0.5560987
250.0,84.22326059065621,-4.7849503,0.9752632174640894,54099,1403,350750,1125.2608153820038,0.33689302,0.280452,0.02431291,35075000,0.010604112,0.287928
245.23,83.94002023077046,-4.7862315,0.9190534055233002,55427,1404,351000,1126.0392770767212,0.34039637,0.12836799,0.009701807,35100000,-0.0017707867,0.9164537
250.0,85.18184587320779,-4.7899323,0.9779194314032793,54310,1405,351250,1126.8103234767914,0.3407274,0.276568,0.023159783,35125000,0.008207219,0.2352877
245.31,83.95153544976202,-4.7963033,0.9387617520987988,55282,1406,351500,1127.588726758957,0.34053656,0.226536,0.018022114,35150000,0.0027713706,0.7171337
243.44,82.5749000257993,-4.801255,0.8710239231586456,54242,1407,351750,1128.3555648326874,0.33670902,0.31766802,0.030700635,35175000,0.0035120691,1.5896989
243.62,82.89175839313567,-4.8036203,0.8468224406242371,56151,1408,352000,1129.1293935775757,0.3367129,0.138344,0.010580786,35200000,-0.0027462572,1.9255749
244.67,83.1801281923421,-4.80836,0.821092277765274,56157,1409,352250,1129.8962585926056,0.33561268,0.141844,0.010393386,35225000,-0.0015964455,2.223735
242.53,82.592400873804,-4.8150544,0.811767116189003,56278,1410,352500,1130.6557812690735,0.3345769,0.12708399,0.009939698,35250000,-0.0025913487,2.5420327
248.39,84.20308786858455,-4.8216333,0.9024477005004883,50026,1411,352750,1131.4161806106567,0.33710605,0.324596,0.036005713,35275000,0.0045148972,1.0945448
244.26,81.46204443462776,-4.822461,0.8530554920434952,57209,1412,353000,1132.2254486083984,0.32894444,0.31655198,0.03007258,35300000,0.004561858,1.8877075
246.19,82.70361855615461,-4.820052,0.9199121594429016,57077,1413,353250,1132.9831573963165,0.33384305,0.27596,0.024263036,35325000,0.0047789887,0.9653102
246.81,83.74363331859175,-4.818742,0.9070430770516396,55121,1414,353500,1133.7447032928467,0.3374464,0.360956,0.03558587,35350000,0.00670288,1.048111
243.69,81.56842612812295,-4.819667,0.8420280069112778,56334,1415,353750,1134.5129120349884,0.33022508,0.23130801,0.018304516,35375000,0.0015417374,2.0488358
243.35,83.11265319867933,-4.8206186,0.8256877809762955,54825,1416,354000,1135.273936033249,0.33735543,0.360804,0.043668278,35400000,0.0075535984,2.237502
240.77,81.98944875124202,-4.818529,0.866370752453804,34629,1417,354250,1136.0579209327698,0.33652142,0.315468,0.027785456,35425000,0.0052470244,1.7417419
249.17,85.35858891727548,-4.8142357,0.9431671090424061,55189,1418,354500,1137.0971400737762,0.3417009,0.27282003,0.022809811,35450000,0.0038674443,0.5997649
247.8,84.4934170964241,-4.8125105,0.9164976105093956,56465,1419,354750,1137.8596992492676,0.3390955,0.25784403,0.022349382,35475000,0.0008847148,0.9857594
245.63,83.55380400566675,-4.813866,0.8892839625477791,57138,1420,355000,1138.621059179306,0.33747914,0.23333998,0.019919632,35500000,0.0022603297,1.3068978
249.18,84.33037567443215,-4.8131375,0.9441283270716667,56078,1421,355250,1139.39816904068,0.3375688,0.331312,0.030082136,35525000,0.008152639,0.587974
247.93,84.14042156698764,-4.811927,0.9440402463078499,56511,1422,355500,1140.1715400218964,0.33822542,0.21846001,0.016300773,35550000,0.001521973,0.62257254
249.13,83.84359219619633,-4.810489,0.9428053088486195,46649,1423,355750,1140.9309225082397,0.33568153,0.257304,0.02023048,35575000,0.0046526873,0.6399619
244.44,82.93593799310736,-4.806435,0.9183310568332672,56473,1424,356000,1141.7816591262817,0.33605495,0.413092,0.051031314,35600000,0.013178801,1.0508181
250.0,84.63352447305923,-4.802966,0.9731349013745785,55983,1425,356250,1142.535885334015,0.3385341,0.221468,0.017290039,35625000,0.004868672,0.3000132
247.68,84.19522186018644,-4.8015895,0.962883435189724,56847,1426,356500,1143.3025891780853,0.33916518,0.288932,0.023627114,35650000,0.006699315,0.4029451
247.7,84.90617685342208,-4.8010674,0.9528208747506142,55622,1427,356750,1144.0629932880402,0.34212098,0.30290398,0.02813151,35675000,0.0075993827,0.48162985
248.8,85.29541948937985,-4.80356,0.9035831689834595,55931,1428,357000,1144.8257207870483,0.3411609,0.42435998,0.05456645,35700000,0.011608087,1.0179054
240.92,82.00188235666953,-4.807027,0.9023133739829063,52974,1429,357250,1145.6061553955078,0.33763126,0.208668,0.016951561,35725000,0.0013808039,1.2059838
242.15,81.6156664718315,-4.8071275,0.88736292719841,53497,1430,357500,1146.3942365646362,0.33342335,0.19686401,0.015398857,35750000,-0.00047504288,1.4332182
249.28,84.73424561954802,-4.8057027,0.9389199800789356,54592,1431,357750,1147.1837706565857,0.339099,0.300968,0.024999138,35775000,0.004630841,0.6079851
247.75,83.07338196004683,-4.806029,0.9496411830186844,54874,1432,358000,1147.9543714523315,0.33479664,0.22387603,0.018730387,35800000,0.0027185457,0.5281695
250.0,83.99461633453174,-4.8019443,0.9760585762560368,55651,1433,358250,1148.7256543636322,0.33597848,0.271268,0.023323348,35825000,0.010499117,0.23159668
249.26,84.68379279748798,-4.7993894,0.9326407313346863,53258,1434,358500,1149.4932568073273,0.33870524,0.46439996,0.0651636,35850000,0.01648547,0.66048205
242.92,81.40399594062939,-4.796877,0.7360937893390656,53460,1435,358750,1150.2745389938354,0.32940063,0.40427598,0.048098672,35875000,0.008907697,3.3229096
241.73,80.93773150381982,-4.7962418,0.7863447368144989,54265,1436,359000,1151.0565919876099,0.32992473,0.32518,0.037221033,35900000,0.0033998624,2.6220686
247.32,82.04253444982693,-4.7957506,0.8923435285687447,55000,1437,359250,1151.8331665992737,0.33027804,0.23503599,0.019927565,35925000,0.0022626827,1.145941
244.07,80.38082913523944,-4.7942863,0.7742230892181396,54855,1438,359500,1152.6179311275482,0.32481548,0.264092,0.022664694,35950000,0.0022679567,2.7389276
250.0,83.50042547772871,-4.792905,0.9780811760574579,54858,1439,359750,1153.4041118621826,0.33400172,0.22325198,0.017870996,35975000,0.0070601157,0.2062023
245.44,81.30345747691696,-4.792588,0.8439765274524689,54411,1440,360000,1154.1757218837738,0.32863587,0.27528402,0.02377681,36000000,0.0023983843,1.8338007
245.08,81.41711319425481,-4.7930946,0.8496623188257217,53810,1441,360250,1154.9718413352966,0.32854265,0.23786402,0.018085908,36025000,0.0018013353,1.8145498
245.81,81.39526080661919,-4.792078,0.8438961803913116,56266,1442,360500,1155.752892255783,0.32825893,0.27394,0.026469702,36050000,0.0037061847,1.9042177
249.18,82.78141272031715,-4.7883162,0.9389579854905605,55545,1443,360750,1156.521737575531,0.33121964,0.20347998,0.015402818,36075000,0.0020771238,0.65396863
247.05,83.17943896014127,-4.7842298,0.9007267132401466,54716,1444,361000,1157.2942898273468,0.33489257,0.169692,0.013690817,36100000,0.0010012654,1.0044405
243.06,81.20086626678007,-4.782186,0.8141019940376282,47222,1445,361250,1158.0867524147034,0.3294822,0.245452,0.025123646,36125000,0.0055117644,2.2891119
246.53,81.63024424950564,-4.782346,0.870868057012558,52189,1446,361500,1158.9285657405853,0.32894036,0.42483202,0.0601194,36150000,0.012722107,1.4713348
246.91,83.52251530136331,-4.7838464,0.8416268825531006,55276,1447,361750,1159.7216172218323,0.3354544,0.281104,0.022971706,36175000,0.0012203847,1.6751692
242.44,80.99167220250551,-4.786048,0.8151169568300247,54295,1448,362000,1160.4902861118317,0.32983294,0.26658,0.02162767,36200000,0.0037417512,2.3829627
247.12,82.4427819172875,-4.7862916,0.8795149624347687,55950,1449,362250,1161.2735900878906,0.3320378,0.262524,0.024808994,36225000,0.004667969,1.3116882
250.0,83.30520142040827,-4.78598,0.97658322006464,53059,1450,362500,1162.036729335785,0.33322078,0.36866,0.03407432,36250000,0.016744867,0.24061255
248.49,82.64574275092659,-4.783811,0.9100724384188652,55296,1451,362750,1162.8234865665436,0.33113578,0.301972,0.027043384,36275000,0.0054456512,0.9314049
248.63,81.95027209416381,-4.780806,0.92790786921978,55495,1452,363000,1163.6058249473572,0.3287317,0.26615602,0.026342073,36300000,0.004769521,0.7255087
247.17,81.55605415873171,-4.780541,0.8681187331676483,55744,1453,363250,1164.3733215332031,0.32689992,0.17769203,0.013594301,36325000,-0.0009982422,1.5130385
248.66,81.64574873744569,-4.781831,0.93113823980093,55058,1454,363500,1165.1404283046722,0.32749966,0.33893198,0.03266906,36350000,0.009507148,0.6791271
250.0,82.42143708982272,-4.7805233,0.9734997972846031,56247,1455,363750,1165.9163236618042,0.32968575,0.33648,0.030579856,36375000,0.01511955,0.23023295
248.31,81.13508558135247,-4.777879,0.900120422244072,55107,1456,364000,1166.677354335785,0.32439095,0.171644,0.013318258,36400000,0.000531221,1.0146077
249.13,80.53075479133608,-4.776807,0.9365900233387947,54672,1457,364250,1167.4562375545502,0.32225916,0.23865199,0.020269493,36425000,0.0059728203,0.6549217
250.0,82.36058617027913,-4.775496,0.9769673701375723,55444,1458,364500,1168.2282812595367,0.32944235,0.18406801,0.013833511,36450000,0.0026239255,0.21996872
248.07,82.20430912681054,-4.774572,0.928226500749588,56171,1459,364750,1169.0135464668274,0.3307111,0.312712,0.031562623,36475000,0.0070612743,0.6750184
250.0,81.60973979888881,-4.7775307,0.9704295843839645,56075,1460,365000,1169.7775838375092,0.32643893,0.143344,0.009988079,36500000,0.00054087694,0.28501567
250.0,81.93773773209949,-4.7822595,0.9756739139556885,54957,1461,365250,1170.556884765625,0.32775095,0.28020802,0.023034984,36525000,0.008946715,0.22125247
250.0,82.08438999270555,-4.7853017,0.974382808431983,54881,1462,365500,1171.3483664989471,0.32833758,0.342192,0.03499514,36550000,0.016148552,0.23104446
248.65,82.96604530755837,-4.78516,0.9459865503013134,54586,1463,365750,1172.1277086734772,0.33314925,0.30948398,0.02664881,36575000,0.00982169,0.4899264
248.53,82.35256563429604,-4.783984,0.9379093945026398,54983,1464,366000,1172.9018518924713,0.33101806,0.271296,0.02374493,36600000,0.0061591417,0.57755643
246.94,81.16694421522607,-4.7802377,0.8831501677632332,55017,1465,366250,1173.6712000370026,0.32655898,0.265032,0.021683479,36625000,0.004055141,1.2915163
248.43,81.85302993937803,-4.776004,0.9099098369479179,54865,1466,366500,1174.4437973499298,0.32835025,0.45439202,0.07328571,36650000,0.01759206,0.92101955
248.51,82.26720898783795,-4.7733297,0.9330205395817757,54978,1467,366750,1175.2195024490356,0.33039716,0.39435998,0.051566876,36675000,0.01434132,0.61026275
249.13,81.23239682985702,-4.7708235,0.9369043335318565,54596,1468,367000,1175.991567850113,0.32505986,0.35715598,0.03899043,36700000,0.011168311,0.6180658
247.37,81.55641432853255,-4.7688336,0.85703544318676,52209,1469,367250,1176.767017841339,0.32684466,0.22626801,0.017079966,36725000,0.0016458638,1.3963878
245.47,80.51173202170514,-4.7684226,0.8407337963581085,55450,1470,367500,1177.5639781951904,0.32490036,0.224828,0.017521787,36750000,0.0004968402,1.6681871
248.01,82.87602916842326,-4.767895,0.9299677237868309,55470,1471,367750,1178.3373119831085,0.3331892,0.21691601,0.017961297,36775000,0.0027519478,0.5805251
245.84,80.54860773925655,-4.768258,0.8461221009492874,53603,1472,368000,1179.108463525772,0.3250289,0.144796,0.0110777365,36800000,-0.0009891419,1.6620018
246.71,80.96493066343567,-4.766572,0.8321910798549652,52491,1473,368250,1179.9031603336334,0.32582232,0.21554,0.01757835,36825000,-0.0014866412,1.7153898
247.01,81.31109305826162,-4.7660255,0.8451445996761322,53852,1474,368500,1180.700005531311,0.32637545,0.15771201,0.012183938,36850000,-0.00080765935,1.6415541
246.85,80.44692973446217,-4.766431,0.8729083985090256,54514,1475,368750,1181.485596895218,0.32362038,0.1264,0.0095544215,36875000,-0.0018498907,1.3400177
246.97,81.63514848121514,-4.7642093,0.8780205249786377,54293,1476,369000,1182.2571640014648,0.32834825,0.181084,0.013252785,36900000,-0.0018267937,1.2012131
250.0,82.28147671276486,-4.7616763,0.9768745377659798,54953,1477,369250,1183.0344767570496,0.3291259,0.150796,0.011458258,36925000,0.0010990638,0.20500883
245.48,80.30059251377126,-4.757084,0.8519752472639084,54306,1478,369500,1183.8071851730347,0.3241383,0.17945202,0.012469207,36950000,0.0006861151,1.5993888
246.67,81.06709195522592,-4.75187,0.9310870841145515,54809,1479,369750,1184.5844445228577,0.32712415,0.18880403,0.015362769,36975000,-0.00011342729,0.70870525
249.12,82.53220136172531,-4.7474656,0.9367779269814491,57275,1480,370000,1185.3681740760803,0.33044335,0.26825997,0.021379923,37000000,0.0034124614,0.57479227
247.99,81.02841085102409,-4.744143,0.866815373301506,55163,1481,370250,1186.1195714473724,0.32385784,0.35320002,0.034899987,37025000,0.00400838,1.407457
246.33,79.89909397800653,-4.742251,0.8867050558328629,55034,1482,370500,1186.8923692703247,0.3225048,0.218064,0.015982896,37050000,0.00041671767,1.2237
243.36,79.83056728924217,-4.742974,0.8258555233478546,39891,1483,370750,1187.666853427887,0.32423866,0.21586399,0.017084224,37075000,0.0016419021,1.9937067
248.37,81.56929395851097,-4.7408414,0.9076649025082588,56626,1484,371000,1188.6053347587585,0.32706776,0.207696,0.016408551,37100000,0.0012832421,0.92840177
245.8,80.47652348049348,-4.738538,0.8985267207026482,54774,1485,371250,1189.3580396175385,0.32625768,0.097540006,0.007262579,37125000,-0.0011623208,1.0649172
244.69,80.37101667438517,-4.736846,0.836191326379776,54028,1486,371500,1190.1335501670837,0.32477626,0.111184,0.0082702525,37150000,-0.0027067326,1.8210949
243.37,79.88425116227299,-4.73604,0.772241473197937,56174,1487,371750,1190.928388118744,0.3232566,0.163264,0.011817738,37175000,-0.0023596145,2.6127784
246.58,82.03190527107539,-4.733787,0.8958393707871437,56395,1488,372000,1191.6934423446655,0.33060476,0.248372,0.02018883,37200000,0.0024650681,0.9428193
246.2,80.69384022977043,-4.733416,0.8497974723577499,56259,1489,372250,1192.4790351390839,0.3246453,0.277444,0.024038095,37225000,0.0027485085,1.6046999
245.29,81.23069852448418,-4.731662,0.8223882615566254,56883,1490,372500,1193.2430684566498,0.32716903,0.21283598,0.016806932,37250000,0.0018155022,1.9008461
245.15,80.61662759755622,-4.730011,0.8733760267496109,56810,1491,372750,1193.9940938949585,0.32596964,0.15697199,0.013051073,37275000,9.282976e-05,1.3074385
242.11,79.08250861484848,-4.727662,0.8386769145727158,54592,1492,373000,1194.760864019394,0.32336777,0.2543,0.021296531,37300000,0.004853589,1.7455213
246.4,81.48563621891255,-4.7255507,0.9073236286640167,56912,1493,373250,1195.5354800224304,0.32880196,0.18870799,0.014785943,37325000,0.0011121196,0.8824197
248.0,81.64397240629187,-4.7247524,0.9269977360963821,53256,1494,373500,1196.292709350586,0.3285929,0.326304,0.039251946,37350000,0.010847998,0.63536495
247.22,82.19292352623889,-4.722928,0.9032300710678101,55220,1495,373750,1197.0801413059235,0.3309806,0.31008798,0.027474672,37375000,0.0046311473,0.89007425
247.32,81.14226544012229,-4.7187376,0.9527103714644909,57083,1496,374000,1197.8474798202515,0.32713023,0.173724,0.013543191,37400000,0.00046936367,0.4819011
248.68,83.06692477834702,-4.7171617,0.9658485949039459,55403,1497,374250,1198.6040620803833,0.33352366,0.25111598,0.021579567,37425000,0.005440407,0.3259536
244.75,80.80365825302229,-4.7175484,0.8743010312318802,55787,1498,374500,1199.37841629982,0.32824063,0.35007602,0.04184976,37450000,0.00825717,1.2696227
247.66,81.81339313384932,-4.7158966,0.9013799875974655,56602,1499,374750,1200.1432600021362,0.32897723,0.223452,0.02360044,37475000,0.0025728862,0.9687246
249.49,81.88683626593672,-4.7114496,0.9400169998407364,54087,1500,375000,1200.9068295955658,0.3275482,0.33471602,0.03308708,37500000,0.010922635,0.5429009
250.0,82.24323354219842,-4.711722,0.9742824900895357,55449,1501,375250,1201.6992228031158,0.32897294,0.19288,0.014607805,37525000,0.0038096518,0.22858956
250.0,82.45576880044071,-4.7159066,0.975524976849556,55024,1502,375500,1202.4858360290527,0.32982308,0.20706001,0.015390441,37550000,0.004069651,0.21210626
250.0,82.27267821326153,-4.720161,0.9750087726861238,54153,1503,375750,1203.271584033966,0.3290907,0.29668003,0.024649525,37575000,0.010902258,0.24175295
249.6,83.8366319564529,-4.7212253,0.9279617816209793,55784,1504,376000,1204.0466887950897,0.33463106,0.39518803,0.043394588,37600000,0.008150247,0.68625504
250.0,83.85642397172575,-4.722728,0.9742411207407713,56547,1505,376250,1204.8161838054657,0.3354257,0.174184,0.013195092,37625000,0.0031795627,0.2284183
248.21,82.29930862713547,-4.725543,0.9445447064936161,56236,1506,376500,1205.571090221405,0.33101448,0.22884801,0.01903731,37650000,0.0032356773,0.5379414
248.11,82.69094971692655,-4.723648,0.8868895322084427,54013,1507,376750,1206.335265159607,0.3315621,0.20948799,0.016527552,37675000,-1.5782192e-06,1.1201966
248.06,83.62674378407421,-4.7233205,0.9510328471660614,56468,1508,377000,1207.116693019867,0.3358535,0.17958799,0.012764188,37700000,0.0009969043,0.45001563
250.0,83.24052268343279,-4.7257376,0.9753566198050976,47857,1509,377250,1207.8769135475159,0.33296207,0.33600003,0.030176744,37725000,0.014041729,0.26474532
250.0,83.53811368334806,-4.728963,0.9763026013970375,54388,1510,377500,1208.7140288352966,0.33415243,0.16652799,0.012275455,37750000,0.00052350864,0.23235469
249.62,83.75544616749394,-4.730824,0.944677859544754,56308,1511,377750,1209.4963567256927,0.33476618,0.340612,0.03209386,37775000,0.0077900426,0.50138986
250.0,83.75016369318415,-4.729674,0.9791171662509441,56234,1512,378000,1210.2561271190643,0.33500063,0.260236,0.022142569,37800000,0.008626299,0.19674852
250.0,83.32294530239494,-4.7265844,0.9781039897352457,56300,1513,378250,1211.0186750888824,0.33329177,0.26391202,0.020592058,37825000,0.0075677643,0.20203838
250.0,84.0605076139461,-4.722651,0.9788899626582861,56146,1514,378500,1211.7746205329895,0.33624202,0.181188,0.014812084,37850000,0.003391556,0.18975507
250.0,83.7944604197552,-4.7196646,0.9793549105525017,55087,1515,378750,1212.5436038970947,0.33517784,0.254532,0.020224717,37875000,0.007970205,0.19330846
249.43,84.05960656603479,-4.719045,0.9096978306770325,55261,1516,379000,1213.318575143814,0.33563086,0.31914002,0.03164024,37900000,0.00477947,0.84164774
247.85,82.7704192069266,-4.7184296,0.9127868488430977,56456,1517,379250,1214.0880289077759,0.33247504,0.275608,0.025234109,37925000,0.0044463426,0.8990057
248.66,82.92702066421568,-4.7174587,0.9545983001589775,56219,1518,379500,1214.855550289154,0.33315733,0.29257196,0.02422053,37950000,0.0055084927,0.45180598
250.0,84.48848000634462,-4.7193537,0.9796465151011944,55594,1519,379750,1215.6219365596771,0.33795395,0.138256,0.010245558,37975000,0.0002642289,0.1907994
247.56,83.5735342602324,-4.72458,0.9078730493783951,55626,1520,380000,1216.3932793140411,0.33544397,0.26336798,0.021385247,38000000,0.0019510025,0.9557153
250.0,84.41339806968783,-4.725488,0.976984029635787,55377,1521,380250,1217.1666147708893,0.3376536,0.187568,0.015386333,38025000,0.004216468,0.21445088
250.0,84.66450400550734,-4.7229466,0.9763285610824823,56045,1522,380500,1217.945561170578,0.338658,0.167716,0.01202909,38050000,0.0018635392,0.21140811
250.0,82.54266785727647,-4.7239,0.9788594488054514,56049,1523,380750,1218.7083084583282,0.33017066,0.11068001,0.008018137,38075000,-0.001071038,0.23071328
248.64,82.94093244449003,-4.725763,0.9591251909732819,57267,1524,381000,1219.469783782959,0.33322528,0.14917198,0.0109153595,38100000,0.0013163168,0.42079633
249.88,85.29982300147385,-4.726355,0.9564066417515278,54640,1525,381250,1220.2235724925995,0.34082034,0.209712,0.022632696,38125000,0.0016665955,0.4356939
250.0,84.14674504339695,-4.7295876,0.9761848505586386,55705,1526,381500,1221.0271406173706,0.33658698,0.33351603,0.030081859,38150000,0.0131661445,0.21895489
250.0,85.61650507381187,-4.732174,0.9749721121042967,54252,1527,381750,1221.8304162025452,0.34246603,0.34997997,0.045478456,38175000,0.021423563,0.22733767
250.0,84.34930954274081,-4.732352,0.9802338741719723,55204,1528,382000,1222.6101143360138,0.33739722,0.24012801,0.0185946,38200000,0.0058457744,0.19457974
250.0,85.40937738016248,-4.732618,0.9823403414338827,56402,1529,382250,1223.3927669525146,0.3416375,0.172972,0.012808992,38225000,0.002953236,0.16143316
247.94,83.04838447942944,-4.733357,0.9197809249162674,56191,1530,382500,1224.1556782722473,0.33393657,0.193436,0.014962983,38250000,-0.0009571259,0.91218966
250.0,86.00122939227148,-4.7327547,0.9816511739045382,56030,1531,382750,1224.9197919368744,0.34400496,0.16814001,0.012205239,38275000,0.0021958672,0.181065
250.0,84.3747898405022,-4.730111,0.977438559755683,55824,1532,383000,1225.697513103485,0.33749914,0.172488,0.012921427,38300000,0.0017113561,0.22834401
247.86,83.90239906642063,-4.728148,0.9242902249097824,56178,1533,383250,1226.4660618305206,0.33646125,0.22392002,0.018059153,38325000,0.00074471004,0.8047045
248.53,83.78226666776783,-4.7283506,0.9437000714242458,55048,1534,383500,1227.2301614284515,0.33655787,0.36543202,0.03427012,38350000,0.009288162,0.5867068
247.22,83.87185704265652,-4.72668,0.8940442427992821,47532,1535,383750,1228.0060138702393,0.33760563,0.137568,0.010563888,38375000,9.7437834e-05,1.0916204
248.69,83.2864084512071,-4.7281747,0.9559793323278427,53993,1536,384000,1228.853806734085,0.3335527,0.195896,0.015213614,38400000,0.0030013688,0.4925812
250.0,84.4331429816375,-4.728343,0.9775590542703867,55687,1537,384250,1229.6347301006317,0.33773258,0.214384,0.016698254,38425000,0.0047578905,0.21470301
250.0,85.07357400947367,-4.7316866,0.9779271632432938,54483,1538,384500,1230.4083135128021,0.3402943,0.29779997,0.025575649,38450000,0.012311058,0.20662734
248.31,83.64822638333077,-4.7352,0.9134203642606735,56869,1539,384750,1231.180864572525,0.33449176,0.16814801,0.012083714,38475000,-0.0012256331,0.91684836
249.15,84.14231405964046,-4.734812,0.9170696288347244,56341,1540,385000,1231.9381966590881,0.33638602,0.326324,0.029966334,38500000,0.0034981999,0.8675774
250.0,84.18546002037881,-4.733815,0.9780974015593529,55954,1541,385250,1232.7042088508606,0.33674183,0.22402401,0.018808775,38525000,0.006608656,0.2261517
248.29,84.08347689260961,-4.735556,0.9324165433645248,55529,1542,385500,1233.485726594925,0.33721644,0.280928,0.025009487,38550000,0.004250777,0.6990359
248.67,84.47825440631397,-4.7379084,0.9661459922790527,56532,1543,385750,1234.2792382240295,0.3392186,0.324812,0.044037215,38575000,0.014986673,0.3271787
250.0,83.83598369791231,-4.739753,0.9818939883261919,57008,1544,386000,1235.0410692691803,0.33534396,0.36216798,0.05553459,38600000,0.023078471,0.18153594
248.67,85.17586147265101,-4.7388344,0.9705815520137548,54575,1545,386250,1235.8071579933167,0.34200102,0.254688,0.021209706,38625000,0.004843072,0.29160887
249.07,84.17926720686256,-4.736598,0.93895248696208,56120,1546,386500,1236.5797295570374,0.3367232,0.153292,0.0115674995,38650000,-0.0009354359,0.6295613
243.53,81.18522531298979,-4.73561,0.8217443376779556,54514,1547,386750,1237.343373298645,0.3275225,0.22730002,0.017131947,38675000,0.0013964518,2.4608123
248.0,84.15727722145967,-4.7347307,0.9062327295541763,52064,1548,387000,1238.122451543808,0.3382529,0.205176,0.016114589,38700000,2.4848036e-05,0.9719596
242.2,81.09078732060966,-4.735034,0.8999624401330948,56268,1549,387250,1238.9236776828766,0.3313616,0.23039198,0.018674996,38725000,0.0025905815,1.229892
249.61,84.49080173965383,-4.7369366,0.9472349435091019,54439,1550,387500,1239.6967384815216,0.33771604,0.29212,0.025253227,38750000,0.005110921,0.54058987
247.0,83.1340172366146,-4.7357574,0.8841973319649696,51377,1551,387750,1240.473201751709,0.3339884,0.159484,0.011752902,38775000,-0.0010415831,1.3470137
248.71,82.58072543157381,-4.7326374,0.9452292174100876,56653,1552,388000,1241.2724645137787,0.33116028,0.228412,0.021625157,38800000,0.001263909,0.63231266
250.0,84.22653055161915,-4.7320237,0.981786347925663,55950,1553,388250,1242.0311243534088,0.3369061,0.177944,0.012993214,38825000,0.0025368158,0.19339736
250.0,85.07594407552241,-4.735305,0.9835366606712341,55958,1554,388500,1242.7996559143066,0.34030375,0.29763597,0.027842905,38850000,0.010493696,0.16420533
250.0,84.88052310382628,-4.7398744,0.9819819554686546,55245,1555,388750,1243.5702815055847,0.33952206,0.41712803,0.05199682,38875000,0.024101516,0.1747186
247.23,82.8823928422801,-4.7431555,0.9033926948904991,55767,1556,389000,1244.3404207229614,0.33348712,0.375176,0.04205226,38900000,0.008777278,1.0481585
244.91,82.3966003512242,-4.7444663,0.8380836993455887,55493,1557,389250,1245.1068410873413,0.33150285,0.14895199,0.010676453,38925000,-0.0015737175,1.9626963
248.76,83.27048955021193,-4.747673,0.9435349591076374,56787,1558,389500,1245.8746013641357,0.333825,0.28456,0.028823579,38950000,0.005095784,0.5876628
250.0,83.74785685891052,-4.7500973,0.98038493655622,52688,1559,389750,1246.6374461650848,0.33499146,0.30444798,0.026286563,38975000,0.011699589,0.19117457
247.84,82.39839309696195,-4.7520223,0.9084239974617958,56593,1560,390000,1247.4264430999756,0.33037972,0.272348,0.022394734,39000000,0.0025516695,0.9941829
247.28,81.22284083411563,-4.7517643,0.9141895174980164,54629,1561,390250,1248.188012599945,0.32674468,0.254668,0.023461793,39025000,0.0050158417,0.9647172
248.12,82.7598078075915,-4.7493753,0.9098890647292137,56425,1562,390500,1248.9679129123688,0.33242044,0.29300803,0.027933072,39050000,0.004378119,0.9398101
250.0,83.7487518549044,-4.7452116,0.9778886400163174,54343,1563,390750,1249.7348098754883,0.33499503,0.32809597,0.030380512,39075000,0.013496426,0.20530748
247.99,82.74072261215392,-4.740567,0.9046966880559921,54669,1564,391000,1250.5131676197052,0.3323913,0.44481602,0.06247568,39100000,0.013385458,0.98405313
250.0,83.99318489544858,-4.7372904,0.9790114182978868,55772,1565,391250,1251.2880940437317,0.33597273,0.36072797,0.039814416,39125000,0.018980447,0.19544944
248.98,84.13835929807796,-4.735215,0.9235102608799934,56073,1566,391500,1252.0521080493927,0.33652258,0.37354404,0.041650105,39150000,0.009235291,0.7725985
250.0,83.78534188689432,-4.7342596,0.9765535667538643,55451,1567,391750,1252.8116571903229,0.33514133,0.24536403,0.019641722,39175000,0.006362612,0.22523043
249.41,82.00406870292761,-4.7359457,0.949688445776701,55480,1568,392000,1253.5786757469177,0.3281777,0.22688,0.017575433,39200000,0.0019930406,0.54713154
250.0,83.28728312444174,-4.733152,0.9789024405181408,56686,1569,392250,1254.347508430481,0.3331491,0.354904,0.041734625,39225000,0.01711989,0.20879912
250.0,84.34643318963528,-4.7268276,0.9751448165625334,54366,1570,392500,1255.1066536903381,0.33738574,0.46075997,0.062217057,39250000,0.033111833,0.21863039
247.27,83.43835906594366,-4.721612,0.8947483971714973,54246,1571,392750,1255.8946957588196,0.33568016,0.32907203,0.030963223,39275000,0.005772192,1.077678
